,date,hour,type,前门
2646,20140422,9,PCA,-40.17735891346064
2646,20140422,9,PM2.5,40.0
2652,20140422,10,PCA,-42.07172587991946
2652,20140422,10,PM2.5,39.0
2658,20140422,11,PCA,-38.162372502244416
2658,20140422,11,PM2.5,42.0
2664,20140422,12,PCA,-33.85233974377376
2664,20140422,12,PM2.5,44.0
2670,20140422,13,PCA,-14.677763538957178
2670,20140422,13,PM2.5,70.0
2676,20140422,14,PCA,-25.88585385485638
2676,20140422,14,PM2.5,58.0
2682,20140422,15,PCA,-29.506746478117304
2682,20140422,15,PM2.5,55.0
2688,20140422,16,PCA,-19.297376218766544
2688,20140422,16,PM2.5,64.5
2694,20140422,18,PCA,-9.088005959415781
2694,20140422,18,PM2.5,74.0
2700,20140422,19,PCA,-8.919839710448157
2700,20140422,19,PM2.5,67.0
2706,20140422,20,PCA,2.5580149027924963
2706,20140422,20,PM2.5,71.0
2712,20140422,21,PCA,14.172373445855758
2712,20140422,21,PM2.5,82.0
2718,20140422,22,PCA,3.207031087460802
2718,20140422,22,PM2.5,66.0
2724,20140422,23,PCA,4.173494197457067
2724,20140422,23,PM2.5,72.0
2730,20140423,0,PCA,8.316455584908278
2730,20140423,0,PM2.5,77.0
2736,20140423,1,PCA,7.996317099406633
2736,20140423,1,PM2.5,81.0
2742,20140423,2,PCA,17.482958100394463
2742,20140423,2,PM2.5,89.0
2748,20140423,3,PCA,28.286349249989748
2748,20140423,3,PM2.5,98.0
2754,20140423,4,PCA,32.70648197275024
2754,20140423,4,PM2.5,94.0
2760,20140423,5,PCA,53.38528696572552
2760,20140423,5,PM2.5,106.0
2766,20140423,6,PCA,69.45435994598488
2766,20140423,6,PM2.5,120.0
2772,20140423,7,PCA,85.70209577338203
2772,20140423,7,PM2.5,133.0
2778,20140423,8,PCA,104.07585135625895
2778,20140423,8,PM2.5,145.0
2784,20140423,9,PCA,126.19938481020502
2784,20140423,9,PM2.5,157.0
2802,20140423,12,PCA,85.75708787757533
2802,20140423,12,PM2.5,112.0
2808,20140423,13,PCA,152.51372059859463
2808,20140423,13,PM2.5,192.0
2814,20140423,14,PCA,160.6601106788678
2814,20140423,14,PM2.5,191.0
2820,20140423,15,PCA,146.63836357136617
2820,20140423,15,PM2.5,170.0
2826,20140423,16,PCA,143.78347332925418
2826,20140423,16,PM2.5,157.0
2832,20140423,17,PCA,139.75698093666367
2832,20140423,17,PM2.5,154.0
2838,20140423,18,PCA,114.95981074436139
2838,20140423,18,PM2.5,133.0
2844,20140429,2,PCA,11.896107717994148
2844,20140429,2,PM2.5,82.9
2850,20140429,3,PCA,22.73888064759127
2850,20140429,3,PM2.5,90.1
2856,20140429,4,PCA,26.52074052772656
2856,20140429,4,PM2.5,90.5
2862,20140429,5,PCA,22.98843878591256
2862,20140429,5,PM2.5,86.6
2868,20140429,6,PCA,15.997474579686722
2868,20140429,6,PM2.5,78.3
2874,20140429,7,PCA,16.043196167747972
2874,20140429,7,PM2.5,81.3
2880,20140429,8,PCA,19.94364433662987
2880,20140429,8,PM2.5,86.4
2886,20140429,9,PCA,29.74990790144993
2886,20140429,9,PM2.5,93.3
2892,20140429,10,PCA,35.07253343133388
2892,20140429,10,PM2.5,91.5
2898,20140429,11,PCA,42.76398488774611
2898,20140429,11,PM2.5,103.4
2904,20140429,12,PCA,44.829212906896956
2904,20140429,12,PM2.5,111.5
2910,20140429,13,PCA,39.00296572545732
2910,20140429,13,PM2.5,103.0
2916,20140429,14,PCA,27.287998090793405
2916,20140429,14,PM2.5,90.4
2922,20140429,15,PCA,16.533033595416768
2922,20140429,15,PM2.5,80.9
2928,20140429,16,PCA,16.539583371540477
2928,20140429,16,PM2.5,78.7
2934,20140429,17,PCA,10.238493458667273
2934,20140429,17,PM2.5,68.0
2940,20140429,18,PCA,21.797309561768177
2940,20140429,18,PM2.5,81.4
2946,20140429,19,PCA,27.747154259705397
2946,20140429,19,PM2.5,87.3
2952,20140429,20,PCA,35.95423002595795
2952,20140429,20,PM2.5,95.8
2958,20140429,21,PCA,44.028433879360406
2958,20140429,21,PM2.5,102.9
2964,20140429,22,PCA,41.899120214949114
2964,20140429,22,PM2.5,97.6
2970,20140429,23,PCA,47.50802815565907
2970,20140429,23,PM2.5,100.6
2976,20140430,0,PCA,46.41701441832899
2976,20140430,0,PM2.5,102.6
2982,20140430,1,PCA,52.796198671133894
2982,20140430,1,PM2.5,94.0
2988,20140430,2,PCA,49.88144478275137
2988,20140430,2,PM2.5,97.2
2994,20140430,3,PCA,53.63204435043732
2994,20140430,3,PM2.5,96.0
3000,20140430,4,PCA,57.077503466298076
3000,20140430,4,PM2.5,105.6
3006,20140430,5,PCA,60.16268073900886
3006,20140430,5,PM2.5,108.5
3012,20140430,6,PCA,59.1740994057755
3012,20140430,6,PM2.5,105.2
3018,20140430,7,PCA,66.40765597609591
3018,20140430,7,PM2.5,111.4
3024,20140430,8,PCA,76.10038993180652
3024,20140430,8,PM2.5,121.6
3030,20140430,9,PCA,91.9819183105208
3030,20140430,9,PM2.5,134.2
3036,20140430,10,PCA,111.19936142078264
3036,20140430,10,PM2.5,151.7
3042,20140430,11,PCA,98.99743554013281
3042,20140430,11,PM2.5,141.5
3048,20140430,12,PCA,72.99163326861988
3048,20140430,12,PM2.5,122.2
3054,20140430,13,PCA,71.36687873029557
3054,20140430,13,PM2.5,126.6
3060,20140430,14,PCA,51.84393742656944
3060,20140430,14,PM2.5,100.3
3066,20140430,15,PCA,33.438741947281954
3066,20140430,15,PM2.5,77.4
3072,20140430,16,PCA,33.998463936952604
3072,20140430,16,PM2.5,78.8
3078,20140430,17,PCA,36.54343596318845
3078,20140430,17,PM2.5,81.1
3084,20140430,18,PCA,53.96919634008303
3084,20140430,18,PM2.5,102.5
3090,20140430,19,PCA,49.93431080870043
3090,20140430,19,PM2.5,93.5
3096,20140430,20,PCA,48.06247924896168
3096,20140430,20,PM2.5,86.7
3102,20140430,21,PCA,49.73491985624293
3102,20140430,21,PM2.5,84.7
3108,20140430,22,PCA,51.85303844447385
3108,20140430,22,PM2.5,84.9
3114,20140430,23,PCA,53.42594977163434
3114,20140430,23,PM2.5,96.0
3120,20140501,0,PCA,56.504704113464705
3120,20140501,0,PM2.5,101.7
3126,20140501,1,PCA,58.128302178756336
3126,20140501,1,PM2.5,100.8
3132,20140501,2,PCA,56.31353755330747
3132,20140501,2,PM2.5,109.1
3138,20140501,3,PCA,58.8649190019479
3138,20140501,3,PM2.5,113.3
3144,20140501,4,PCA,67.36672446156037
3144,20140501,4,PM2.5,119.4
3150,20140501,5,PCA,80.4614466499985
3150,20140501,5,PM2.5,127.4
3156,20140501,6,PCA,88.73672383904328
3156,20140501,6,PM2.5,135.4
3162,20140501,7,PCA,101.01453653919845
3162,20140501,7,PM2.5,149.3
3168,20140501,8,PCA,111.1010507696664
3168,20140501,8,PM2.5,162.7
3174,20140501,9,PCA,125.36069175126124
3174,20140501,9,PM2.5,180.3
3180,20140501,10,PCA,134.0457673277986
3180,20140501,10,PM2.5,191.8
3186,20140501,11,PCA,129.41494139052134
3186,20140501,11,PM2.5,186.3
3192,20140501,12,PCA,132.50238975558
3192,20140501,12,PM2.5,189.5
3198,20140501,13,PCA,127.55698763710339
3198,20140501,13,PM2.5,182.1
3204,20140501,14,PCA,143.6720301414854
3204,20140501,14,PM2.5,200.8
3210,20140501,15,PCA,136.42752575911547
3210,20140501,15,PM2.5,183.7
3216,20140501,16,PCA,159.07795781736584
3216,20140501,16,PM2.5,212.7
3222,20140501,17,PCA,160.9043182253204
3222,20140501,17,PM2.5,204.3
3228,20140501,18,PCA,156.37984768731403
3228,20140501,18,PM2.5,196.2
3234,20140501,19,PCA,113.73910167259052
3234,20140501,19,PM2.5,134.0
3240,20140501,20,PCA,125.86172807594696
3240,20140501,20,PM2.5,153.0
3246,20140501,21,PCA,83.39638064012456
3246,20140501,21,PM2.5,92.0
3252,20140501,22,PCA,62.59172083336794
3252,20140501,22,PM2.5,63.5
3258,20140501,23,PCA,58.46032240835983
3258,20140501,23,PM2.5,59.4
3264,20140502,0,PCA,48.55775472936728
3264,20140502,0,PM2.5,49.0
3270,20140502,1,PCA,39.14309423810997
3270,20140502,1,PM2.5,38.9
3276,20140502,2,PCA,31.01161420973107
3276,20140502,2,PM2.5,32.2
3282,20140502,3,PCA,28.396988020049662
3282,20140502,3,PM2.5,33.8
3288,20140502,4,PCA,22.694615283558058
3288,20140502,4,PM2.5,30.3
3294,20140502,5,PCA,17.378925235124576
3294,20140502,5,PM2.5,28.4
3300,20140502,6,PCA,11.534585251421698
3300,20140502,6,PM2.5,26.5
3306,20140502,7,PCA,-0.5279145824822769
3306,20140502,7,PM2.5,18.3
3312,20140502,8,PCA,2.069215333889909
3312,20140502,8,PM2.5,29.4
3318,20140502,9,PCA,4.59489740239646
3318,20140502,9,PM2.5,40.2
3324,20140502,10,PCA,1.1740906807463167
3324,20140502,10,PM2.5,43.1
3330,20140502,11,PCA,-12.76079497648993
3330,20140502,11,PM2.5,31.0
3336,20140502,12,PCA,-16.066612263492168
3336,20140502,12,PM2.5,35.2
3342,20140502,13,PCA,-27.06552374651991
3342,20140502,13,PM2.5,28.4
3348,20140502,14,PCA,-36.271908703484456
3348,20140502,14,PM2.5,22.1
3354,20140502,15,PCA,-42.64176803646448
3354,20140502,15,PM2.5,20.6
3360,20140502,16,PCA,-52.294855752170655
3360,20140502,16,PM2.5,20.8
3366,20140502,17,PCA,-42.09863684795556
3366,20140502,17,PM2.5,38.2
3372,20140502,18,PCA,-55.20461214768666
3372,20140502,18,PM2.5,29.6
3378,20140502,19,PCA,-60.026685544893006
3378,20140502,19,PM2.5,30.0
3384,20140502,20,PCA,-66.56087451570664
3384,20140502,20,PM2.5,23.1
3390,20140502,21,PCA,-58.4698749073192
3390,20140502,21,PM2.5,23.3
3396,20140502,22,PCA,-33.84060039110141
3396,20140502,22,PM2.5,42.9
3402,20140502,23,PCA,-27.50624811063472
3402,20140502,23,PM2.5,49.4
3408,20140503,0,PCA,-19.695014304787314
3408,20140503,0,PM2.5,60.6
3414,20140503,1,PCA,-14.219724104231778
3414,20140503,1,PM2.5,69.0
3420,20140503,2,PCA,-6.49864483306819
3420,20140503,2,PM2.5,84.3
3426,20140503,3,PCA,-20.976005412763588
3426,20140503,3,PM2.5,65.6
3432,20140503,4,PCA,-16.745499808883434
3432,20140503,4,PM2.5,70.2
3438,20140503,5,PCA,-2.705573800843684
3438,20140503,5,PM2.5,85.9
3444,20140503,6,PCA,1.6047999849996828
3444,20140503,6,PM2.5,90.3
3450,20140503,7,PCA,23.612767450289954
3450,20140503,7,PM2.5,118.4
3456,20140503,8,PCA,11.127172175118677
3456,20140503,8,PM2.5,97.8
3462,20140503,9,PCA,9.882471916183832
3462,20140503,9,PM2.5,95.1
3468,20140503,10,PCA,23.32277619377493
3468,20140503,10,PM2.5,111.1
3474,20140503,11,PCA,11.061362513824122
3474,20140503,11,PM2.5,93.7
3480,20140503,12,PCA,12.502184833049256
3480,20140503,12,PM2.5,98.1
3486,20140503,13,PCA,9.242626786518068
3486,20140503,13,PM2.5,95.2
3492,20140503,14,PCA,9.403787421111314
3492,20140503,14,PM2.5,90.7
3498,20140503,15,PCA,-6.821591910408411
3498,20140503,15,PM2.5,64.9
3504,20140503,16,PCA,-13.6754835939734
3504,20140503,16,PM2.5,60.7
3510,20140503,17,PCA,24.834442259283524
3510,20140503,17,PM2.5,117.2
3516,20140503,18,PCA,58.67526334026916
3516,20140503,18,PM2.5,160.3
3522,20140503,19,PCA,95.21865246846689
3522,20140503,19,PM2.5,205.3
3528,20140503,20,PCA,45.655693701355986
3528,20140503,20,PM2.5,127.4
3534,20140503,21,PCA,4.292064086679408
3534,20140503,21,PM2.5,65.2
3540,20140503,22,PCA,6.307562798897618
3540,20140503,22,PM2.5,66.9
3546,20140503,23,PCA,10.611249442254355
3546,20140503,23,PM2.5,73.0
3552,20140504,0,PCA,0.9343976314386088
3552,20140504,0,PM2.5,58.5
3558,20140504,1,PCA,4.856234605328202
3558,20140504,1,PM2.5,63.9
3564,20140504,2,PCA,-7.39690308402011
3564,20140504,2,PM2.5,45.9
3570,20140504,3,PCA,-15.757954716271845
3570,20140504,3,PM2.5,36.1
3576,20140504,4,PCA,-18.91349985969326
3576,20140504,4,PM2.5,36.3
3582,20140504,5,PCA,-17.29805244958556
3582,20140504,5,PM2.5,39.9
3588,20140504,6,PCA,-18.445140241016038
3588,20140504,6,PM2.5,41.9
3594,20140504,7,PCA,-21.512794756041682
3594,20140504,7,PM2.5,38.7
3600,20140504,8,PCA,-20.292079443825145
3600,20140504,8,PM2.5,44.8
3606,20140504,9,PCA,-26.218464749185173
3606,20140504,9,PM2.5,40.2
3624,20140504,12,PCA,-58.57438574149508
3624,20140504,12,PM2.5,11.3
3630,20140504,13,PCA,-53.3922614277251
3630,20140504,13,PM2.5,22.3
3636,20140504,14,PCA,-58.41874440449104
3636,20140504,14,PM2.5,19.3
3642,20140504,15,PCA,-63.5229442849001
3642,20140504,15,PM2.5,13.9
3648,20140504,16,PCA,-64.8510670742963
3648,20140504,16,PM2.5,14.6
3654,20140504,17,PCA,-67.02314404561328
3654,20140504,17,PM2.5,16.3
3660,20140504,18,PCA,-76.92935597535062
3660,20140504,18,PM2.5,9.7
3666,20140504,19,PCA,-78.52544160265863
3666,20140504,19,PM2.5,16.0
3672,20140504,20,PCA,-78.59355381631738
3672,20140504,20,PM2.5,16.9
3678,20140504,21,PCA,-73.85271588205575
3678,20140504,21,PM2.5,17.8
3684,20140504,22,PCA,-62.95380070517081
3684,20140504,22,PM2.5,22.7
3690,20140504,23,PCA,-56.85135481583415
3690,20140504,23,PM2.5,32.4
3696,20140505,0,PCA,-52.49750575898849
3696,20140505,0,PM2.5,40.1
3702,20140505,1,PCA,-32.09762559808693
3702,20140505,1,PM2.5,67.7
3708,20140505,2,PCA,-42.14803825262234
3708,20140505,2,PM2.5,51.1
3714,20140505,3,PCA,-40.347761117874185
3714,20140505,3,PM2.5,38.4
3720,20140505,4,PCA,-41.10628860856219
3720,20140505,4,PM2.5,38.0
3726,20140505,5,PCA,-41.8648160992502
3726,20140505,5,PM2.5,37.6
3732,20140505,6,PCA,-53.99838586350947
3732,20140505,6,PM2.5,21.4
3738,20140505,7,PCA,-62.89654469014254
3738,20140505,7,PM2.5,19.3
3744,20140505,8,PCA,-77.56841702601122
3744,20140505,8,PM2.5,10.6
3750,20140505,9,PCA,-80.56925577984707
3750,20140505,9,PM2.5,12.6
3756,20140505,10,PCA,-76.02829484707364
3756,20140505,10,PM2.5,20.8
3762,20140505,11,PCA,-85.44529380790158
3762,20140505,11,PM2.5,11.7
3768,20140505,12,PCA,-86.19036255151846
3768,20140505,12,PM2.5,14.3
3774,20140505,13,PCA,-90.0670884802875
3774,20140505,13,PM2.5,9.0
3780,20140505,14,PCA,-87.77708135221374
3780,20140505,14,PM2.5,11.5
3786,20140505,15,PCA,-63.02135661870068
3786,20140505,15,PM2.5,43.2
3792,20140505,16,PCA,-79.69255694138626
3792,20140505,16,PM2.5,17.5
3798,20140505,17,PCA,-75.12053887945441
3798,20140505,17,PM2.5,22.8
3804,20140505,18,PCA,-73.7005271840946
3804,20140505,18,PM2.5,23.1
3810,20140505,19,PCA,-74.28011330615973
3810,20140505,19,PM2.5,21.3
3816,20140505,20,PCA,-63.008764927637074
3816,20140505,20,PM2.5,27.7
3822,20140505,21,PCA,-54.44310890141153
3822,20140505,21,PM2.5,27.3
3828,20140505,22,PCA,-44.34997738773625
3828,20140505,22,PM2.5,34.0
3834,20140505,23,PCA,-42.31144127062706
3834,20140505,23,PM2.5,48.4
3840,20140506,0,PCA,-46.318912498416935
3840,20140506,0,PM2.5,47.2
3846,20140506,1,PCA,-43.90061450841618
3846,20140506,1,PM2.5,48.4
3852,20140506,2,PCA,-44.15387761385871
3852,20140506,2,PM2.5,51.0
3858,20140506,3,PCA,-34.30371696643841
3858,20140506,3,PM2.5,58.1
3864,20140506,4,PCA,-10.074513234375415
3864,20140506,4,PM2.5,75.9
3870,20140506,5,PCA,-16.514536593261244
3870,20140506,5,PM2.5,71.4
3876,20140506,6,PCA,-24.246112279284574
3876,20140506,6,PM2.5,63.0
3882,20140506,7,PCA,-28.388836134237692
3882,20140506,7,PM2.5,58.0
3888,20140506,8,PCA,-23.92191639498541
3888,20140506,8,PM2.5,63.6
3894,20140506,9,PCA,-9.216297689841333
3894,20140506,9,PM2.5,83.9
3900,20140506,10,PCA,-19.708180008756354
3900,20140506,10,PM2.5,74.3
3906,20140506,11,PCA,-11.541329746418862
3906,20140506,11,PM2.5,85.5
3912,20140506,12,PCA,-9.559115692322488
3912,20140506,12,PM2.5,87.3
3918,20140506,13,PCA,-7.757503980462951
3918,20140506,13,PM2.5,87.9
3924,20140506,14,PCA,-5.81892756428843
3924,20140506,14,PM2.5,88.9
3930,20140506,15,PCA,2.513249757369095
3930,20140506,15,PM2.5,96.6
3936,20140506,16,PCA,1.967615298461525
3936,20140506,16,PM2.5,96.9
3942,20140506,17,PCA,15.764072595880712
3942,20140506,17,PM2.5,111.2
3948,20140506,18,PCA,19.36120367114246
3948,20140506,18,PM2.5,103.0
3954,20140506,19,PCA,40.53889290135835
3954,20140506,19,PM2.5,128.5
3960,20140506,20,PCA,26.67506318803963
3960,20140506,20,PM2.5,109.4
3966,20140506,21,PCA,43.602134128554574
3966,20140506,21,PM2.5,117.7
3972,20140506,22,PCA,62.12035015451362
3972,20140506,22,PM2.5,131.3
3978,20140506,23,PCA,62.54804241459773
3978,20140506,23,PM2.5,131.1
3984,20140507,0,PCA,66.81418628322942
3984,20140507,0,PM2.5,124.7
3990,20140507,1,PCA,72.63615852137517
3990,20140507,1,PM2.5,132.7
3996,20140507,2,PCA,75.43555485544177
3996,20140507,2,PM2.5,133.9
4002,20140507,3,PCA,63.57181669841653
4002,20140507,3,PM2.5,115.1
4008,20140507,4,PCA,63.933844479534336
4008,20140507,4,PM2.5,115.3
4014,20140507,5,PCA,67.04634083450829
4014,20140507,5,PM2.5,118.1
4020,20140507,6,PCA,80.91663823850905
4020,20140507,6,PM2.5,131.9
4026,20140507,7,PCA,87.2215314812676
4026,20140507,7,PM2.5,136.7
4032,20140507,8,PCA,67.2721812199665
4032,20140507,8,PM2.5,113.0
4038,20140507,9,PCA,15.948236534957996
4038,20140507,9,PM2.5,55.8
4044,20140507,10,PCA,-18.3034870965598
4044,20140507,10,PM2.5,17.7
4050,20140507,11,PCA,-10.98685965575434
4050,20140507,11,PM2.5,35.2
4056,20140507,12,PCA,-17.928552164563072
4056,20140507,12,PM2.5,28.9
4062,20140507,13,PCA,-21.449253836218535
4062,20140507,13,PM2.5,29.0
4068,20140507,14,PCA,-33.87819172784882
4068,20140507,14,PM2.5,15.6
4074,20140507,15,PCA,-28.339547854787256
4074,20140507,15,PM2.5,27.3
4080,20140507,16,PCA,-29.098459062728857
4080,20140507,16,PM2.5,28.5
4086,20140507,17,PCA,-36.635519701028706
4086,20140507,17,PM2.5,22.0
4092,20140507,18,PCA,-40.0078142350055
4092,20140507,18,PM2.5,20.4
4098,20140507,19,PCA,-47.963428833939716
4098,20140507,19,PM2.5,13.3
4104,20140507,20,PCA,-48.656169168649775
4104,20140507,20,PM2.5,15.3
4110,20140507,21,PCA,-40.86878329509157
4110,20140507,21,PM2.5,17.5
4116,20140507,22,PCA,-49.11897565924966
4116,20140507,22,PM2.5,16.6
4122,20140507,23,PCA,-33.817447350958616
4122,20140507,23,PM2.5,27.9
4128,20140508,0,PCA,3.617748145644868
4128,20140508,0,PM2.5,76.8
4134,20140508,1,PCA,8.32733564782914
4134,20140508,1,PM2.5,98.3
4140,20140508,2,PCA,25.06232334413035
4140,20140508,2,PM2.5,115.2
4146,20140508,3,PCA,27.96633764191573
4146,20140508,3,PM2.5,118.2
4152,20140508,4,PCA,40.22486014672798
4152,20140508,4,PM2.5,129.1
4158,20140508,5,PCA,57.6188228202881
4158,20140508,5,PM2.5,152.8
4164,20140508,6,PCA,40.96083772160546
4164,20140508,6,PM2.5,127.4
4170,20140508,7,PCA,36.602140059213575
4170,20140508,7,PM2.5,120.7
4176,20140508,8,PCA,14.196054521464623
4176,20140508,8,PM2.5,101.6
4182,20140508,9,PCA,0.565394968599731
4182,20140508,9,PM2.5,81.6
4188,20140508,10,PCA,-9.513207326188896
4188,20140508,10,PM2.5,73.8
4194,20140508,11,PCA,-29.42856284686609
4194,20140508,11,PM2.5,50.5
4200,20140508,12,PCA,-27.3342668544232
4200,20140508,12,PM2.5,55.4
4206,20140508,13,PCA,-33.201442096603785
4206,20140508,13,PM2.5,45.9
4212,20140508,14,PCA,-26.694378878700547
4212,20140508,14,PM2.5,56.1
4218,20140508,15,PCA,-17.881609965573034
4218,20140508,15,PM2.5,68.6
4224,20140508,16,PCA,-10.426995129536031
4224,20140508,16,PM2.5,75.0
4230,20140508,17,PCA,-9.37744286571222
4230,20140508,17,PM2.5,70.1
4236,20140508,18,PCA,-14.567297768704151
4236,20140508,18,PM2.5,59.3
4242,20140508,19,PCA,0.14003151500719463
4242,20140508,19,PM2.5,66.8
4248,20140508,20,PCA,12.176499395406339
4248,20140508,20,PM2.5,72.0
4254,20140508,21,PCA,6.049886235918414
4254,20140508,21,PM2.5,59.6
4260,20140508,22,PCA,7.003308984947661
4260,20140508,22,PM2.5,62.2
4266,20140508,23,PCA,13.610822478627545
4266,20140508,23,PM2.5,64.5
4272,20140509,0,PCA,23.14082492368626
4272,20140509,0,PM2.5,73.9
4278,20140509,1,PCA,25.746089423559024
4278,20140509,1,PM2.5,77.9
4284,20140509,2,PCA,13.968332439089423
4284,20140509,2,PM2.5,73.9
4290,20140509,3,PCA,7.931034293020706
4290,20140509,3,PM2.5,64.3
4296,20140509,4,PCA,8.48581028821712
4296,20140509,4,PM2.5,67.9
4302,20140509,5,PCA,8.266422214730047
4302,20140509,5,PM2.5,68.6
4308,20140509,6,PCA,19.445687174427533
4308,20140509,6,PM2.5,78.2
4314,20140509,7,PCA,31.724142743174575
4314,20140509,7,PM2.5,88.7
4320,20140509,8,PCA,33.79234770379886
4320,20140509,8,PM2.5,94.4
4326,20140509,9,PCA,31.262372012054573
4326,20140509,9,PM2.5,91.6
4332,20140509,10,PCA,28.782767887337382
4332,20140509,10,PM2.5,90.1
4338,20140509,11,PCA,19.146149639995983
4338,20140509,11,PM2.5,81.4
4344,20140509,12,PCA,15.766522906503381
4344,20140509,12,PM2.5,76.3
4350,20140509,13,PCA,9.7384562157672
4350,20140509,13,PM2.5,74.4
4356,20140509,14,PCA,4.8215810341326435
4356,20140509,14,PM2.5,67.9
4362,20140509,15,PCA,0.22342884157657925
4362,20140509,15,PM2.5,58.9
4368,20140509,16,PCA,9.668748297416018
4368,20140509,16,PM2.5,77.6
4374,20140509,17,PCA,-23.01488486905131
4374,20140509,17,PM2.5,43.8
4380,20140509,18,PCA,-20.978270329852524
4380,20140509,18,PM2.5,43.0
4386,20140509,19,PCA,-23.73374109000433
4386,20140509,19,PM2.5,38.6
4392,20140509,20,PCA,-23.68611388811477
4392,20140509,20,PM2.5,41.4
4398,20140509,21,PCA,-16.502160263553083
4398,20140509,21,PM2.5,45.4
4404,20140509,22,PCA,-10.152461261094471
4404,20140509,22,PM2.5,50.9
4410,20140509,23,PCA,-10.54756261905712
4410,20140509,23,PM2.5,56.8
4416,20140510,0,PCA,-16.224936017421186
4416,20140510,0,PM2.5,51.9
4422,20140510,1,PCA,-11.204851659637537
4422,20140510,1,PM2.5,60.1
4428,20140510,2,PCA,-23.808526393948718
4428,20140510,2,PM2.5,40.6
4434,20140510,3,PCA,8.033656046228616
4434,20140510,3,PM2.5,83.9
4440,20140510,4,PCA,-24.24450209389945
4440,20140510,4,PM2.5,42.5
4446,20140510,5,PCA,-29.99814769377523
4446,20140510,5,PM2.5,41.5
4452,20140510,6,PCA,-30.39481786757017
4452,20140510,6,PM2.5,40.6
4458,20140510,7,PCA,-21.43430041564583
4458,20140510,7,PM2.5,45.5
4464,20140510,8,PCA,-17.660195377420866
4464,20140510,8,PM2.5,47.7
4470,20140510,9,PCA,-11.620273600660477
4470,20140510,9,PM2.5,59.2
4476,20140510,10,PCA,-20.229537583872844
4476,20140510,10,PM2.5,59.0
4482,20140510,11,PCA,-17.061756226971788
4482,20140510,11,PM2.5,60.9
4488,20140510,12,PCA,-20.51029180102008
4488,20140510,12,PM2.5,61.7
4494,20140510,13,PCA,-14.40872096614095
4494,20140510,13,PM2.5,69.4
4500,20140510,14,PCA,-24.541066412707355
4500,20140510,14,PM2.5,63.1
4506,20140510,15,PCA,-19.72695172485978
4506,20140510,15,PM2.5,65.6
4512,20140510,16,PCA,-28.97507489208341
4512,20140510,16,PM2.5,58.7
4518,20140510,17,PCA,-27.566554045575675
4518,20140510,17,PM2.5,58.8
4524,20140510,18,PCA,-17.38743958767797
4524,20140510,18,PM2.5,60.2
4530,20140510,19,PCA,3.8873113347625
4530,20140510,19,PM2.5,73.7
4536,20140510,20,PCA,-18.376226375321973
4536,20140510,20,PM2.5,52.5
4542,20140510,21,PCA,1.4841102088358538
4542,20140510,21,PM2.5,68.7
4548,20140510,22,PCA,-20.276957482499917
4548,20140510,22,PM2.5,46.5
4554,20140510,23,PCA,-36.904104104575346
4554,20140510,23,PM2.5,39.6
4560,20140511,0,PCA,-39.89096597307238
4560,20140511,0,PM2.5,36.2
4566,20140511,1,PCA,-38.49720046481393
4566,20140511,1,PM2.5,36.6
4572,20140511,2,PCA,-32.6985764681281
4572,20140511,2,PM2.5,48.6
4578,20140511,3,PCA,-34.54165320833312
4578,20140511,3,PM2.5,51.9
4584,20140511,4,PCA,-42.72521343972483
4584,20140511,4,PM2.5,45.5
4590,20140511,5,PCA,-46.57660431606492
4590,20140511,5,PM2.5,41.6
