,date,hour,type,前门
307680,20200409,14,PCA,-77.36449604093556
307680,20200409,14,PM2.5,32.0
307686,20200409,15,PCA,-90.9905611298853
307686,20200409,15,PM2.5,23.0
307692,20200409,16,PCA,-72.33517339665946
307692,20200409,16,PM2.5,36.0
307698,20200409,17,PCA,-65.69265990738566
307698,20200409,17,PM2.5,40.0
307704,20200409,18,PCA,-67.20309150077138
307704,20200409,18,PM2.5,38.0
307710,20200409,19,PCA,-69.77876791666723
307710,20200409,19,PM2.5,36.0
307716,20200409,20,PCA,-66.96230506621437
307716,20200409,20,PM2.5,37.0
307722,20200409,21,PCA,-72.6872008506354
307722,20200409,21,PM2.5,29.0
307728,20200409,22,PCA,-55.93026223869122
307728,20200409,22,PM2.5,42.0
307734,20200409,23,PCA,-48.07932024256306
307734,20200409,23,PM2.5,47.0
307740,20200410,0,PCA,-68.61639452776012
307740,20200410,0,PM2.5,32.0
307746,20200410,1,PCA,-47.802693762587246
307746,20200410,1,PM2.5,43.0
307752,20200410,2,PCA,-42.60325242089718
307752,20200410,2,PM2.5,46.0
307758,20200410,3,PCA,-40.28998222556324
307758,20200410,3,PM2.5,46.0
307764,20200410,4,PCA,-22.3079509194832
307764,20200410,4,PM2.5,56.0
307770,20200410,5,PCA,-28.148585248048594
307770,20200410,5,PM2.5,52.0
307776,20200410,6,PCA,-23.958962346193722
307776,20200410,6,PM2.5,54.0
307782,20200410,7,PCA,-23.0812854031704
307782,20200410,7,PM2.5,56.0
307788,20200410,8,PCA,-21.456662936709957
307788,20200410,8,PM2.5,59.0
307794,20200410,9,PCA,-41.45058722485328
307794,20200410,9,PM2.5,47.0
307800,20200410,10,PCA,-54.621441891913996
307800,20200410,10,PM2.5,42.0
307806,20200410,11,PCA,-78.37226247043418
307806,20200410,11,PM2.5,30.0
307812,20200410,12,PCA,-84.61970325283997
307812,20200410,12,PM2.5,28.0
307818,20200410,13,PCA,-71.5066163305758
307818,20200410,13,PM2.5,37.0
307824,20200410,14,PCA,-75.44625882039942
307824,20200410,14,PM2.5,35.0
307830,20200410,15,PCA,-67.47231101127555
307830,20200410,15,PM2.5,41.0
307836,20200410,16,PCA,-81.3830010720665
307836,20200410,16,PM2.5,32.0
307842,20200410,17,PCA,-88.28257121566908
307842,20200410,17,PM2.5,26.0
307848,20200410,18,PCA,-75.89948081135486
307848,20200410,18,PM2.5,36.0
307854,20200410,19,PCA,-81.78762324613206
307854,20200410,19,PM2.5,30.0
307860,20200410,20,PCA,-70.9898908304266
307860,20200410,20,PM2.5,32.0
307866,20200410,21,PCA,-61.35729323962475
307866,20200410,21,PM2.5,39.0
307872,20200410,22,PCA,-64.98951949728084
307872,20200410,22,PM2.5,32.0
307878,20200410,23,PCA,-63.60229541039295
307878,20200410,23,PM2.5,32.0
307884,20200411,0,PCA,-47.24767559198722
307884,20200411,0,PM2.5,38.0
307890,20200411,1,PCA,-43.05183047082497
307890,20200411,1,PM2.5,40.0
307896,20200411,2,PCA,-28.929110742377514
307896,20200411,2,PM2.5,47.0
307902,20200411,3,PCA,-52.917917603834994
307902,20200411,3,PM2.5,38.0
307908,20200411,4,PCA,-69.52224790249359
307908,20200411,4,PM2.5,26.0
307914,20200411,5,PCA,-76.68997064120603
307914,20200411,5,PM2.5,27.0
307920,20200411,6,PCA,-76.25593233453115
307920,20200411,6,PM2.5,25.0
307926,20200411,7,PCA,-78.878245469547
307926,20200411,7,PM2.5,17.0
307932,20200411,8,PCA,-94.32471642733165
307932,20200411,8,PM2.5,12.0
307938,20200411,9,PCA,-83.47149517261187
307938,20200411,9,PM2.5,23.0
307944,20200411,10,PCA,-88.73958073561587
307944,20200411,10,PM2.5,24.0
307950,20200411,11,PCA,-97.50769026406843
307950,20200411,11,PM2.5,20.0
307956,20200411,12,PCA,-100.73049083424546
307956,20200411,12,PM2.5,16.0
307962,20200411,13,PCA,-102.93607388975518
307962,20200411,13,PM2.5,12.0
307968,20200411,14,PCA,-100.11867759083239
307968,20200411,14,PM2.5,16.0
307974,20200411,15,PCA,-96.8175981188009
307974,20200411,15,PM2.5,20.0
307980,20200411,16,PCA,-100.7133413327423
307980,20200411,16,PM2.5,15.0
307986,20200411,17,PCA,-104.5714470968852
307986,20200411,17,PM2.5,9.0
307992,20200411,18,PCA,-95.39754590152813
307992,20200411,18,PM2.5,17.0
307998,20200411,19,PCA,-86.72315042826078
307998,20200411,19,PM2.5,19.0
308004,20200411,20,PCA,-65.3279533676285
308004,20200411,20,PM2.5,15.0
308010,20200411,21,PCA,-60.49464522895291
308010,20200411,21,PM2.5,17.0
308016,20200411,22,PCA,-77.83615034504844
308016,20200411,22,PM2.5,16.0
308022,20200411,23,PCA,-83.4047417342313
308022,20200411,23,PM2.5,15.0
308028,20200412,0,PCA,-64.69440096135237
308028,20200412,0,PM2.5,18.0
308034,20200412,1,PCA,-82.19644549681517
308034,20200412,1,PM2.5,19.0
308040,20200412,2,PCA,-67.60858230814856
308040,20200412,2,PM2.5,23.0
308046,20200412,3,PCA,-85.16174910455845
308046,20200412,3,PM2.5,17.0
308052,20200412,4,PCA,-88.1353422677672
308052,20200412,4,PM2.5,19.0
308058,20200412,5,PCA,-94.36077388703536
308058,20200412,5,PM2.5,14.0
308064,20200412,6,PCA,-92.87308853616075
308064,20200412,6,PM2.5,17.0
308070,20200412,7,PCA,-94.96274082348617
308070,20200412,7,PM2.5,16.0
308076,20200412,8,PCA,-101.68928789729169
308076,20200412,8,PM2.5,3.0
308082,20200412,9,PCA,-78.49227499848006
308082,20200412,9,PM2.5,31.0
308088,20200412,10,PCA,-93.20693926664872
308088,20200412,10,PM2.5,17.0
308094,20200412,11,PCA,-83.50156317125169
308094,20200412,11,PM2.5,29.0
308100,20200412,12,PCA,-102.19608970327904
308100,20200412,12,PM2.5,14.0
308106,20200412,13,PCA,-104.59760001276625
308106,20200412,13,PM2.5,9.0
308112,20200412,14,PCA,-102.60888561818334
308112,20200412,14,PM2.5,12.0
308118,20200412,15,PCA,-104.12574112437858
308118,20200412,15,PM2.5,9.0
308124,20200412,16,PCA,-101.04987276949561
308124,20200412,16,PM2.5,13.0
308130,20200412,17,PCA,-107.16686160797825
308130,20200412,17,PM2.5,4.0
308136,20200412,18,PCA,-105.25511652682937
308136,20200412,18,PM2.5,6.0
308142,20200412,19,PCA,-89.98230860216873
308142,20200412,19,PM2.5,14.0
308148,20200412,20,PCA,-70.78798451215394
308148,20200412,20,PM2.5,20.0
308154,20200412,21,PCA,-32.998287295117926
308154,20200412,21,PM2.5,30.0
308160,20200412,22,PCA,-46.48751198956701
308160,20200412,22,PM2.5,26.0
308166,20200412,23,PCA,-57.75342418677417
308166,20200412,23,PM2.5,19.0
308172,20200413,0,PCA,-62.478560248740386
308172,20200413,0,PM2.5,26.0
308178,20200413,1,PCA,-57.047545869974144
308178,20200413,1,PM2.5,23.0
308184,20200413,2,PCA,-52.720351745565836
308184,20200413,2,PM2.5,26.0
308190,20200413,3,PCA,-48.69421279271996
308190,20200413,3,PM2.5,20.0
308196,20200413,4,PCA,-29.523883920864197
308196,20200413,4,PM2.5,41.0
308202,20200413,5,PCA,-44.06812468135684
308202,20200413,5,PM2.5,26.0
308208,20200413,6,PCA,-40.95309970011325
308208,20200413,6,PM2.5,29.0
308214,20200413,7,PCA,-42.483480620156705
308214,20200413,7,PM2.5,29.0
308220,20200413,8,PCA,-54.75881195884523
308220,20200413,8,PM2.5,19.0
308226,20200413,9,PCA,-48.40924681579131
308226,20200413,9,PM2.5,32.0
308232,20200413,10,PCA,-51.181536702562106
308232,20200413,10,PM2.5,33.0
308238,20200413,11,PCA,-59.55273360368933
308238,20200413,11,PM2.5,29.0
308244,20200413,12,PCA,-70.363127408837
308244,20200413,12,PM2.5,29.0
308250,20200413,13,PCA,-84.05861881628934
308250,20200413,13,PM2.5,26.0
308256,20200413,14,PCA,-90.97924361123422
308256,20200413,14,PM2.5,24.0
308262,20200413,15,PCA,-103.01921080992524
308262,20200413,15,PM2.5,8.0
308268,20200413,16,PCA,-103.90386561321726
308268,20200413,16,PM2.5,6.0
308274,20200413,17,PCA,-99.29655272715901
308274,20200413,17,PM2.5,13.0
308280,20200413,18,PCA,-96.6752515568027
308280,20200413,18,PM2.5,10.0
308286,20200413,19,PCA,-79.01337565449327
308286,20200413,19,PM2.5,20.0
308292,20200413,20,PCA,-75.72988592357372
308292,20200413,20,PM2.5,25.0
308298,20200413,21,PCA,-60.349954276010244
308298,20200413,21,PM2.5,36.0
308322,20200414,1,PCA,-44.31809743606779
308322,20200414,1,PM2.5,39.0
308328,20200414,2,PCA,-29.962445280141434
308328,20200414,2,PM2.5,41.0
308334,20200414,3,PCA,-18.311624054165044
308334,20200414,3,PM2.5,51.0
308340,20200414,4,PCA,-15.294606137053465
308340,20200414,4,PM2.5,48.0
308346,20200414,5,PCA,-25.663641986173914
308346,20200414,5,PM2.5,44.0
308352,20200414,6,PCA,-24.359318380125842
308352,20200414,6,PM2.5,42.0
308358,20200414,7,PCA,-12.810790241878976
308358,20200414,7,PM2.5,49.0
308364,20200414,8,PCA,3.319929233586379
308364,20200414,8,PM2.5,65.0
308370,20200414,9,PCA,23.580771808842297
308370,20200414,9,PM2.5,78.0
308376,20200414,10,PCA,25.45464550260003
308376,20200414,10,PM2.5,79.0
308382,20200414,11,PCA,38.28075860292169
308382,20200414,11,PM2.5,87.0
308388,20200414,12,PCA,34.243826607102264
308388,20200414,12,PM2.5,88.0
308394,20200414,13,PCA,17.476897723663612
308394,20200414,13,PM2.5,83.0
308400,20200414,14,PCA,4.474253143524304
308400,20200414,14,PM2.5,76.0
308406,20200414,15,PCA,14.80897135955442
308406,20200414,15,PM2.5,84.0
308412,20200414,16,PCA,-23.73672738721254
308412,20200414,16,PM2.5,59.0
308418,20200414,17,PCA,-16.054154260469073
308418,20200414,17,PM2.5,64.0
308424,20200414,18,PCA,-2.720344333117298
308424,20200414,18,PM2.5,72.0
308430,20200414,19,PCA,2.9090076791521104
308430,20200414,19,PM2.5,75.0
308436,20200414,20,PCA,69.76049851038229
308436,20200414,20,PM2.5,117.0
308442,20200414,21,PCA,26.152224075167087
308442,20200414,21,PM2.5,88.0
308448,20200414,22,PCA,-32.10746872290944
308448,20200414,22,PM2.5,52.0
308454,20200414,23,PCA,-40.37588650658539
308454,20200414,23,PM2.5,40.0
308460,20200415,0,PCA,-36.46949752439139
308460,20200415,0,PM2.5,39.0
308466,20200415,1,PCA,-36.87447148895651
308466,20200415,1,PM2.5,42.0
308472,20200415,2,PCA,-40.57576602329504
308472,20200415,2,PM2.5,42.0
308478,20200415,3,PCA,-41.411751122175794
308478,20200415,3,PM2.5,44.0
308484,20200415,4,PCA,-32.43817553949654
308484,20200415,4,PM2.5,51.0
308490,20200415,5,PCA,-13.497195498550195
308490,20200415,5,PM2.5,62.0
308496,20200415,6,PCA,-17.296533881129015
308496,20200415,6,PM2.5,58.0
308502,20200415,7,PCA,-11.77644439026465
308502,20200415,7,PM2.5,61.0
308508,20200415,8,PCA,-4.999246755215042
308508,20200415,8,PM2.5,66.0
308514,20200415,9,PCA,11.758863319352008
308514,20200415,9,PM2.5,78.0
308520,20200415,10,PCA,35.80167405713611
308520,20200415,10,PM2.5,94.0
308526,20200415,11,PCA,37.72102240835693
308526,20200415,11,PM2.5,96.0
308532,20200415,12,PCA,35.89111209013963
308532,20200415,12,PM2.5,96.0
308538,20200415,13,PCA,25.959627034274874
308538,20200415,13,PM2.5,90.0
308544,20200415,14,PCA,12.78111612788988
308544,20200415,14,PM2.5,82.0
308550,20200415,15,PCA,-1.4864759108755603
308550,20200415,15,PM2.5,74.0
308556,20200415,16,PCA,-4.495661517955847
308556,20200415,16,PM2.5,78.0
308562,20200415,17,PCA,-35.23557011258338
308562,20200415,17,PM2.5,63.0
308568,20200415,18,PCA,-24.933770977785006
308568,20200415,18,PM2.5,69.0
308574,20200415,19,PCA,-35.080252530028744
308574,20200415,19,PM2.5,61.0
308580,20200415,20,PCA,-30.68738015461017
308580,20200415,20,PM2.5,62.0
308586,20200415,21,PCA,-2.9726702963733738
308586,20200415,21,PM2.5,79.0
308592,20200415,22,PCA,-20.890243311796876
308592,20200415,22,PM2.5,62.0
308598,20200415,23,PCA,-33.750241168285946
308598,20200415,23,PM2.5,61.0
308604,20200416,0,PCA,-31.603746633196742
308604,20200416,0,PM2.5,62.0
308610,20200416,1,PCA,-31.07610008454762
308610,20200416,1,PM2.5,63.0
308616,20200416,2,PCA,-51.26068607629202
308616,20200416,2,PM2.5,50.0
308622,20200416,3,PCA,-99.1179787749631
308622,20200416,3,PM2.5,17.0
308628,20200416,4,PCA,-108.72007602215584
308628,20200416,4,PM2.5,4.0
308634,20200416,5,PCA,-111.73705755012043
308634,20200416,5,PM2.5,2.0
308640,20200416,6,PCA,-108.28862464823148
308640,20200416,6,PM2.5,5.0
308646,20200416,7,PCA,-111.52857471991162
308646,20200416,7,PM2.5,2.0
308652,20200416,8,PCA,-110.90002456089066
308652,20200416,8,PM2.5,3.0
308658,20200416,9,PCA,-111.5690065838259
308658,20200416,9,PM2.5,2.0
308664,20200416,10,PCA,-106.62848747062442
308664,20200416,10,PM2.5,8.0
308670,20200416,14,PCA,-27.635832363717018
308670,20200416,14,PM2.5,50.0
308676,20200417,1,PCA,-60.02574501024091
308676,20200417,1,PM2.5,21.0
308682,20200417,2,PCA,-79.41978120583386
308682,20200417,2,PM2.5,20.0
308688,20200417,3,PCA,-85.64612263962103
308688,20200417,3,PM2.5,27.0
308694,20200417,4,PCA,-93.62102245880268
308694,20200417,4,PM2.5,20.0
308700,20200417,5,PCA,-96.06995242539251
308700,20200417,5,PM2.5,18.0
308706,20200417,6,PCA,-91.86426099726793
308706,20200417,6,PM2.5,22.0
308712,20200417,8,PCA,-92.92142842268805
308712,20200417,8,PM2.5,17.0
308718,20200417,9,PCA,-94.31534878740527
308718,20200417,9,PM2.5,22.0
308724,20200417,10,PCA,-96.60437587483686
308724,20200417,10,PM2.5,17.0
308730,20200417,11,PCA,-99.35219450397577
308730,20200417,11,PM2.5,12.0
308736,20200417,12,PCA,-88.80496288089014
308736,20200417,12,PM2.5,27.0
308742,20200417,13,PCA,-92.29714753189776
308742,20200417,13,PM2.5,21.0
308748,20200417,14,PCA,-96.40426847896894
308748,20200417,14,PM2.5,16.0
308754,20200417,15,PCA,-87.70377384306919
308754,20200417,15,PM2.5,29.0
308760,20200417,16,PCA,-91.66429700124414
308760,20200417,16,PM2.5,23.0
308766,20200417,17,PCA,-90.49769260797056
308766,20200417,17,PM2.5,23.0
308772,20200417,18,PCA,-89.13998303572085
308772,20200417,18,PM2.5,25.0
308778,20200417,19,PCA,-92.78681687994484
308778,20200417,19,PM2.5,20.0
308784,20200417,20,PCA,-87.74009755939076
308784,20200417,20,PM2.5,23.0
308790,20200417,21,PCA,-79.06048359184231
308790,20200417,21,PM2.5,32.0
308796,20200417,22,PCA,-91.53588797553186
308796,20200417,22,PM2.5,21.0
308802,20200418,0,PCA,-82.92145780267879
308802,20200418,0,PM2.5,24.0
308808,20200418,1,PCA,-71.21440703351328
308808,20200418,1,PM2.5,29.0
308814,20200418,2,PCA,-77.4397063833432
308814,20200418,2,PM2.5,21.0
308820,20200418,3,PCA,-81.70615724876663
308820,20200418,3,PM2.5,26.0
308826,20200418,4,PCA,-76.59530781172941
308826,20200418,4,PM2.5,29.0
308832,20200418,5,PCA,-73.8438026445225
308832,20200418,5,PM2.5,26.0
308838,20200418,6,PCA,-80.61769948790923
308838,20200418,6,PM2.5,23.0
308844,20200418,7,PCA,-77.62191402964856
308844,20200418,7,PM2.5,21.0
308850,20200418,8,PCA,-76.48270225315515
308850,20200418,8,PM2.5,29.0
308856,20200418,9,PCA,-77.78776624283918
308856,20200418,9,PM2.5,28.0
308862,20200418,10,PCA,-69.31300891106835
308862,20200418,10,PM2.5,36.0
308868,20200418,12,PCA,-83.58396254859083
308868,20200418,12,PM2.5,30.0
308874,20200418,13,PCA,-84.57897987356672
308874,20200418,13,PM2.5,30.0
308880,20200418,14,PCA,-72.92923022185784
308880,20200418,14,PM2.5,37.0
308886,20200418,15,PCA,-75.29012223125399
308886,20200418,15,PM2.5,36.0
308892,20200418,16,PCA,-87.81509416267399
308892,20200418,16,PM2.5,27.0
308898,20200418,17,PCA,-81.68478417407908
308898,20200418,17,PM2.5,32.0
308904,20200418,18,PCA,-81.38735561043771
308904,20200418,18,PM2.5,24.0
308910,20200418,19,PCA,-65.84504126842793
308910,20200418,19,PM2.5,34.0
308916,20200418,20,PCA,-68.61076707831143
308916,20200418,20,PM2.5,33.0
308922,20200418,21,PCA,-64.00988599970219
308922,20200418,21,PM2.5,39.0
308928,20200418,22,PCA,-61.84757806455537
308928,20200418,22,PM2.5,35.0
308934,20200420,1,PCA,-102.20509829796464
308934,20200420,1,PM2.5,18.5
308940,20200420,4,PCA,-112.93314750006718
308940,20200420,4,PM2.5,2.0
308946,20200420,5,PCA,-113.077818116883
308946,20200420,5,PM2.5,2.0
308952,20200420,6,PCA,-111.95337106610197
308952,20200420,6,PM2.5,4.0
308958,20200420,8,PCA,-110.60635399766136
308958,20200420,8,PM2.5,2.0
308964,20200420,14,PCA,-110.9626495223818
308964,20200420,14,PM2.5,2.0
308970,20200420,17,PCA,-108.13462481930802
308970,20200420,17,PM2.5,6.0
308976,20200420,18,PCA,-105.82630896841371
308976,20200420,18,PM2.5,10.0
308982,20200420,19,PCA,-109.6516998465646
308982,20200420,19,PM2.5,5.0
308988,20200420,20,PCA,-108.42554932916003
308988,20200420,20,PM2.5,2.0
308994,20200420,21,PCA,-109.8049404794009
308994,20200420,21,PM2.5,2.5
309000,20200420,22,PCA,-110.22319282713741
309000,20200420,22,PM2.5,3.0
309006,20200421,0,PCA,-108.68648598135208
309006,20200421,0,PM2.5,5.0
309012,20200421,2,PCA,-108.67530159146182
309012,20200421,2,PM2.5,1.0
309018,20200421,3,PCA,-111.00210502678729
309018,20200421,3,PM2.5,4.0
309024,20200421,4,PCA,-109.83784948361497
309024,20200421,4,PM2.5,3.0
309030,20200421,5,PCA,-107.4278301660972
309030,20200421,5,PM2.5,2.0
309036,20200421,6,PCA,-102.98179254302444
309036,20200421,6,PM2.5,5.0
309042,20200421,7,PCA,-107.75473685522967
309042,20200421,7,PM2.5,7.0
309048,20200421,8,PCA,-111.86360868371821
309048,20200421,8,PM2.5,4.5
309054,20200421,11,PCA,-112.00162698713173
309054,20200421,11,PM2.5,2.0
309060,20200421,17,PCA,-105.45615283114941
309060,20200421,17,PM2.5,1.0
309066,20200421,18,PCA,-106.44743898927713
309066,20200421,18,PM2.5,6.0
309072,20200421,19,PCA,-102.13746505641818
309072,20200421,19,PM2.5,2.0
309078,20200421,20,PCA,-93.19743199498993
309078,20200421,20,PM2.5,4.0
309084,20200421,21,PCA,-100.40696028569528
309084,20200421,21,PM2.5,2.0
309090,20200421,22,PCA,-100.92519167486522
309090,20200421,22,PM2.5,7.0
309096,20200421,23,PCA,-105.21881524697253
309096,20200421,23,PM2.5,1.0
309102,20200422,1,PCA,-112.50492545546153
309102,20200422,1,PM2.5,2.0
309108,20200422,2,PCA,-109.57565488947485
309108,20200422,2,PM2.5,7.0
309114,20200422,3,PCA,-113.27429931831965
309114,20200422,3,PM2.5,2.0
309120,20200422,4,PCA,-113.30818573543077
309120,20200422,4,PM2.5,2.0
309138,20200422,8,PCA,-112.97980158328882
309138,20200422,8,PM2.5,2.0
309144,20200422,9,PCA,-111.19290223559291
309144,20200422,9,PM2.5,5.0
309150,20200422,10,PCA,-112.62375323334322
309150,20200422,10,PM2.5,2.0
309156,20200422,11,PCA,-111.20018806603213
309156,20200422,11,PM2.5,2.0
309162,20200422,12,PCA,-112.60702494640351
309162,20200422,12,PM2.5,2.0
309168,20200422,13,PCA,-110.49968703767495
309168,20200422,13,PM2.5,4.0
309174,20200422,14,PCA,-106.66635056841484
309174,20200422,14,PM2.5,10.0
309180,20200422,15,PCA,-108.67890127286799
309180,20200422,15,PM2.5,7.0
309186,20200422,16,PCA,-111.88656676524533
309186,20200422,16,PM2.5,2.0
309192,20200422,17,PCA,-109.10626080991322
309192,20200422,17,PM2.5,4.5
309198,20200422,18,PCA,-108.96019110217955
309198,20200422,18,PM2.5,7.0
309204,20200422,19,PCA,-106.31959253969222
309204,20200422,19,PM2.5,4.0
309210,20200422,20,PCA,-106.02586037854229
309210,20200422,20,PM2.5,7.0
309216,20200422,21,PCA,-100.75964985916022
309216,20200422,21,PM2.5,17.0
309222,20200422,22,PCA,-109.9558496262376
309222,20200422,22,PM2.5,7.0
309228,20200422,23,PCA,-110.63470441236245
309228,20200422,23,PM2.5,6.0
309234,20200423,0,PCA,-111.99241398461218
309234,20200423,0,PM2.5,4.0
309240,20200423,1,PCA,-107.21049475253655
309240,20200423,1,PM2.5,8.0
309246,20200423,2,PCA,-113.05852072475199
309246,20200423,2,PM2.5,2.0
309252,20200423,3,PCA,-109.00351786901473
309252,20200423,3,PM2.5,7.0
309258,20200423,4,PCA,-112.97626467876073
309258,20200423,4,PM2.5,3.0
309264,20200423,5,PCA,-111.19384351020612
309264,20200423,5,PM2.5,2.0
309270,20200423,6,PCA,-110.94128359660647
309270,20200423,6,PM2.5,2.0
309276,20200423,7,PCA,-105.14139120890219
309276,20200423,7,PM2.5,6.0
309282,20200423,8,PCA,-112.28914686189393
309282,20200423,8,PM2.5,2.0
309288,20200423,9,PCA,-108.72811583261273
309288,20200423,9,PM2.5,8.0
309294,20200423,10,PCA,-105.83124475126542
309294,20200423,10,PM2.5,12.0
309300,20200423,11,PCA,-113.07815254328085
309300,20200423,11,PM2.5,1.0
309306,20200423,12,PCA,-112.03413228498209
309306,20200423,12,PM2.5,2.0
309312,20200423,13,PCA,-109.17404252366676
309312,20200423,13,PM2.5,6.0
309330,20200423,16,PCA,-107.89215718995935
309330,20200423,16,PM2.5,8.0
309336,20200423,17,PCA,-111.9652859067085
309336,20200423,17,PM2.5,2.0
309342,20200423,18,PCA,-109.70822669297584
309342,20200423,18,PM2.5,5.0
309348,20200423,19,PCA,-111.31849617882526
309348,20200423,19,PM2.5,3.0
309354,20200423,20,PCA,-110.47801433921529
309354,20200423,20,PM2.5,3.0
309360,20200423,21,PCA,-111.37038612042959
309360,20200423,21,PM2.5,2.0
309366,20200423,22,PCA,-104.19624150718782
309366,20200423,22,PM2.5,5.0
309372,20200423,23,PCA,-80.59283885314464
309372,20200423,23,PM2.5,11.0
309378,20200424,0,PCA,-76.07847241011049
309378,20200424,0,PM2.5,10.0
309384,20200424,1,PCA,-77.68231008851085
309384,20200424,1,PM2.5,9.0
309390,20200424,2,PCA,-86.14347008063196
309390,20200424,2,PM2.5,2.0
309396,20200424,3,PCA,-77.66290641971149
309396,20200424,3,PM2.5,11.0
309402,20200424,4,PCA,-83.50367301771514
309402,20200424,4,PM2.5,10.0
309408,20200424,5,PCA,-101.88540814760692
309408,20200424,5,PM2.5,2.0
309414,20200424,6,PCA,-86.24678288474186
309414,20200424,6,PM2.5,8.0
309420,20200424,7,PCA,-88.2030527200724
309420,20200424,7,PM2.5,9.0
309426,20200424,8,PCA,-90.4343749080818
309426,20200424,8,PM2.5,7.0
309432,20200424,9,PCA,-74.31468768722915
309432,20200424,9,PM2.5,18.0
309438,20200424,10,PCA,-90.21131957620061
309438,20200424,10,PM2.5,6.0
309444,20200424,11,PCA,-90.86126874588139
309444,20200424,11,PM2.5,11.0
309450,20200424,12,PCA,-95.88281235085712
309450,20200424,12,PM2.5,13.0
309456,20200424,13,PCA,-104.2699620321235
309456,20200424,13,PM2.5,3.0
309462,20200424,14,PCA,-91.9261167032791
309462,20200424,14,PM2.5,9.0
309468,20200424,15,PCA,-76.19442925125945
