,date,hour,type,永乐店
2628,20140422,6,PCA,0.6036588050735742
2628,20140422,6,PM2.5,80.0
2634,20140422,7,PCA,8.968343364522903
2634,20140422,7,PM2.5,85.0
2640,20140422,8,PCA,55.556624709070185
2640,20140422,8,PM2.5,130.0
2646,20140422,9,PCA,83.83472292812154
2646,20140422,9,PM2.5,153.0
2652,20140422,10,PCA,71.11234574112149
2652,20140422,10,PM2.5,130.0
2658,20140422,11,PCA,73.82991957016156
2658,20140422,11,PM2.5,128.0
2664,20140422,12,PCA,63.9733738462959
2664,20140422,12,PM2.5,122.0
2670,20140422,13,PCA,46.295979685465504
2670,20140422,13,PM2.5,113.0
2676,20140422,14,PCA,-0.353056285431751
2676,20140422,14,PM2.5,81.0
2682,20140422,15,PCA,-39.4341266531321
2682,20140422,15,PM2.5,48.0
2688,20140422,16,PCA,-69.56717237270365
2688,20140422,16,PM2.5,38.0
2694,20140422,18,PCA,-99.7002180922752
2694,20140422,18,PM2.5,28.0
2700,20140422,19,PCA,-93.54900570941108
2700,20140422,19,PM2.5,39.0
2706,20140422,20,PCA,-80.97269485028716
2706,20140422,20,PM2.5,45.0
2712,20140422,21,PCA,-44.792177184494804
2712,20140422,21,PM2.5,78.0
2718,20140422,22,PCA,-40.29361949690513
2718,20140422,22,PM2.5,72.0
2724,20140422,23,PCA,-32.351660802591745
2724,20140422,23,PM2.5,76.0
2730,20140423,0,PCA,-18.56674508718509
2730,20140423,0,PM2.5,82.0
2736,20140423,1,PCA,-18.64930178884857
2736,20140423,1,PM2.5,80.0
2742,20140423,2,PCA,-14.158364549347091
2742,20140423,2,PM2.5,82.0
2748,20140423,3,PCA,-6.4034058504075055
2748,20140423,3,PM2.5,88.0
2754,20140423,4,PCA,10.238401881650619
2754,20140423,4,PM2.5,100.0
2760,20140423,5,PCA,37.13641119742763
2760,20140423,5,PM2.5,120.0
2766,20140423,6,PCA,61.60107772264517
2766,20140423,6,PM2.5,137.0
2772,20140423,7,PCA,94.46363241832177
2772,20140423,7,PM2.5,159.0
2778,20140423,8,PCA,116.17528909563497
2778,20140423,8,PM2.5,169.0
2784,20140423,9,PCA,117.55937136997943
2784,20140423,9,PM2.5,164.0
2790,20140423,10,PCA,120.63453595788555
2790,20140423,10,PM2.5,162.0
2796,20140423,11,PCA,120.41484534983063
2796,20140423,11,PM2.5,164.0
2802,20140423,12,PCA,95.15083711641282
2802,20140423,12,PM2.5,140.0
2808,20140423,13,PCA,112.18729269038269
2808,20140423,13,PM2.5,167.0
2814,20140423,14,PCA,90.85284632213548
2814,20140423,14,PM2.5,146.0
2820,20140423,15,PCA,71.59192615664747
2820,20140423,15,PM2.5,132.0
2826,20140423,16,PCA,45.742466637408164
2826,20140423,16,PM2.5,110.0
2832,20140423,17,PCA,17.68751199895619
2832,20140423,17,PM2.5,94.0
2850,20140429,3,PCA,-10.552605251423495
2850,20140429,3,PM2.5,70.8
2856,20140429,4,PCA,-2.4658884922236344
2856,20140429,4,PM2.5,82.0
2862,20140429,5,PCA,8.029530535411402
2862,20140429,5,PM2.5,95.4
2868,20140429,6,PCA,6.821381044076011
2868,20140429,6,PM2.5,91.7
2874,20140429,7,PCA,2.6427589491839902
2874,20140429,7,PM2.5,88.0
2880,20140429,8,PCA,15.415168450286764
2880,20140429,8,PM2.5,102.9
2886,20140429,9,PCA,26.308543775947914
2886,20140429,9,PM2.5,118.2
2892,20140429,10,PCA,37.275911464357954
2892,20140429,10,PM2.5,134.6
2898,20140429,11,PCA,29.711331134294927
2898,20140429,11,PM2.5,133.3
2904,20140429,12,PCA,22.653266126288468
2904,20140429,12,PM2.5,130.8
2910,20140429,13,PCA,-7.256509160218162
2910,20140429,13,PM2.5,101.1
2916,20140429,14,PCA,-36.81337398973639
2916,20140429,14,PM2.5,66.9
2922,20140429,15,PCA,-82.49280859640363
2922,20140429,15,PM2.5,3.0
2928,20140429,16,PCA,-64.1873354551053
2928,20140429,16,PM2.5,32.2
2934,20140429,17,PCA,-38.37565515323338
2934,20140429,17,PM2.5,67.9
2940,20140429,18,PCA,-40.084713867404325
2940,20140429,18,PM2.5,63.4
2946,20140429,19,PCA,-35.15661643119603
2946,20140429,19,PM2.5,64.4
2952,20140429,20,PCA,-23.95528295670991
2952,20140429,20,PM2.5,73.5
2958,20140429,21,PCA,-4.435052594624839
2958,20140429,21,PM2.5,90.1
2964,20140429,22,PCA,15.450600255339106
2964,20140429,22,PM2.5,104.3
2970,20140429,23,PCA,17.20965287834024
2970,20140429,23,PM2.5,105.1
2976,20140430,0,PCA,2.4791450904122585
2976,20140430,0,PM2.5,92.5
2982,20140430,1,PCA,-2.003601734099595
2982,20140430,1,PM2.5,84.0
2988,20140430,2,PCA,-8.055585489736957
2988,20140430,2,PM2.5,75.3
2994,20140430,3,PCA,-10.970242156518438
2994,20140430,3,PM2.5,72.0
3000,20140430,4,PCA,-9.958546747167198
3000,20140430,4,PM2.5,73.0
3006,20140430,5,PCA,-4.401616457051462
3006,20140430,5,PM2.5,76.2
3012,20140430,6,PCA,16.519012868879003
3012,20140430,6,PM2.5,86.3
3018,20140430,7,PCA,41.484757034450666
3018,20140430,7,PM2.5,113.5
3024,20140430,8,PCA,36.70098826493994
3024,20140430,8,PM2.5,113.5
3030,20140430,9,PCA,21.130328809590388
3030,20140430,9,PM2.5,105.1
3036,20140430,10,PCA,4.720636303467663
3036,20140430,10,PM2.5,100.9
3042,20140430,11,PCA,-6.608454042203892
3042,20140430,11,PM2.5,96.2
3048,20140430,12,PCA,-12.218859552177358
3048,20140430,12,PM2.5,95.1
3054,20140430,13,PCA,-31.571021307248152
3054,20140430,13,PM2.5,73.4
3060,20140430,14,PCA,-36.579072694108845
3060,20140430,14,PM2.5,69.5
3066,20140430,15,PCA,-35.0370654300895
3066,20140430,15,PM2.5,68.0
3072,20140430,16,PCA,-40.94578141432644
3072,20140430,16,PM2.5,59.2
3078,20140430,17,PCA,-24.329525514273023
3078,20140430,17,PM2.5,77.7
3084,20140430,18,PCA,-26.22866604103582
3084,20140430,18,PM2.5,77.6
3090,20140430,19,PCA,-30.68178010847217
3090,20140430,19,PM2.5,67.1
3096,20140430,20,PCA,-18.2699053783828
3096,20140430,20,PM2.5,71.4
3102,20140430,21,PCA,-9.586425652399766
3102,20140430,21,PM2.5,73.7
3108,20140430,22,PCA,3.3591296263872423
3108,20140430,22,PM2.5,88.0
3114,20140430,23,PCA,11.764308790203343
3114,20140430,23,PM2.5,94.3
3120,20140501,0,PCA,17.82281338051653
3120,20140501,0,PM2.5,101.9
3126,20140501,1,PCA,26.686962626196433
3126,20140501,1,PM2.5,112.3
3132,20140501,2,PCA,31.032880245430164
3132,20140501,2,PM2.5,120.5
3138,20140501,3,PCA,32.0302671033904
3138,20140501,3,PM2.5,125.3
3144,20140501,4,PCA,37.82416834047416
3144,20140501,4,PM2.5,131.2
3150,20140501,5,PCA,49.67452911298055
3150,20140501,5,PM2.5,139.8
3156,20140501,6,PCA,66.61008970166196
3156,20140501,6,PM2.5,155.9
3162,20140501,7,PCA,79.21859935571246
3162,20140501,7,PM2.5,167.4
3168,20140501,8,PCA,92.66462694245344
3168,20140501,8,PM2.5,180.1
3174,20140501,9,PCA,60.34671765523313
3174,20140501,9,PM2.5,149.5
3180,20140501,10,PCA,42.598977158445166
3180,20140501,10,PM2.5,135.4
3186,20140501,11,PCA,30.86866508758906
3186,20140501,11,PM2.5,123.9
3192,20140501,12,PCA,29.26482390133858
3192,20140501,12,PM2.5,125.8
3198,20140501,13,PCA,27.447357145051726
3198,20140501,13,PM2.5,126.1
3204,20140501,14,PCA,22.313078463341807
3204,20140501,14,PM2.5,118.1
3210,20140501,15,PCA,17.50418998208477
3210,20140501,15,PM2.5,110.0
3216,20140501,16,PCA,19.016103124171007
3216,20140501,16,PM2.5,108.4
3222,20140501,17,PCA,17.366167349560595
3222,20140501,17,PM2.5,102.2
3228,20140501,18,PCA,25.98935105256258
3228,20140501,18,PM2.5,109.6
3234,20140501,19,PCA,47.52222599867077
3234,20140501,19,PM2.5,121.8
3240,20140501,20,PCA,32.8758561097744
3240,20140501,20,PM2.5,90.9
3246,20140501,21,PCA,19.050189913025264
3246,20140501,21,PM2.5,72.5
3252,20140501,22,PCA,-4.747568790542264
3252,20140501,22,PM2.5,43.6
3258,20140501,23,PCA,1.373330368255237
3258,20140501,23,PM2.5,53.9
3264,20140502,0,PCA,-13.924363906771822
3264,20140502,0,PM2.5,36.3
3270,20140502,1,PCA,-18.69010892961333
3270,20140502,1,PM2.5,32.3
3276,20140502,2,PCA,-24.04002465679318
3276,20140502,2,PM2.5,30.8
3282,20140502,3,PCA,-31.78300666842619
3282,20140502,3,PM2.5,25.7
3288,20140502,4,PCA,-34.55836398891247
3288,20140502,4,PM2.5,24.8
3294,20140502,5,PCA,-38.236196102915436
3294,20140502,5,PM2.5,25.5
3300,20140502,6,PCA,-47.23746369382007
3300,20140502,6,PM2.5,22.5
3306,20140502,7,PCA,-59.68525571542723
3306,20140502,7,PM2.5,16.4
3312,20140502,8,PCA,-68.12308112564472
3312,20140502,8,PM2.5,13.0
3318,20140502,9,PCA,-63.874661527378784
3318,20140502,9,PM2.5,24.4
3324,20140502,10,PCA,-64.02608412632378
3324,20140502,10,PM2.5,30.4
3330,20140502,11,PCA,-63.19999637989898
3330,20140502,11,PM2.5,36.8
3336,20140502,12,PCA,-80.3114813886492
3336,20140502,12,PM2.5,18.9
3342,20140502,13,PCA,-89.00199117811458
3342,20140502,13,PM2.5,10.4
3348,20140502,14,PCA,-94.99064700261782
3348,20140502,14,PM2.5,5.5
3354,20140502,15,PCA,-85.49466884434226
3354,20140502,15,PM2.5,21.3
3360,20140502,16,PCA,-88.78667978736381
3360,20140502,16,PM2.5,19.1
3366,20140502,17,PCA,-88.71973344361993
3366,20140502,17,PM2.5,19.6
3372,20140502,18,PCA,-92.99262552896096
3372,20140502,18,PM2.5,14.9
3378,20140502,19,PCA,-76.79469687733967
3378,20140502,19,PM2.5,39.8
3384,20140502,20,PCA,-96.77675281139062
3384,20140502,20,PM2.5,12.9
3390,20140502,21,PCA,-89.91599124006385
3390,20140502,21,PM2.5,16.2
3396,20140502,22,PCA,-89.56622058512463
3396,20140502,22,PM2.5,12.3
3402,20140502,23,PCA,-78.88349885083608
3402,20140502,23,PM2.5,17.4
3408,20140503,0,PCA,-25.97492334576794
3408,20140503,0,PM2.5,88.1
3414,20140503,1,PCA,-34.20846829163568
3414,20140503,1,PM2.5,76.7
3420,20140503,2,PCA,-41.43855637405293
3420,20140503,2,PM2.5,68.4
3426,20140503,3,PCA,-63.39622331297867
3426,20140503,3,PM2.5,37.3
3432,20140503,4,PCA,-62.66840550151831
3432,20140503,4,PM2.5,39.0
3438,20140503,5,PCA,-56.86837065529018
3438,20140503,5,PM2.5,44.7
3444,20140503,6,PCA,-53.6294750780341
3444,20140503,6,PM2.5,51.7
3450,20140503,7,PCA,-56.611396650411926
3450,20140503,7,PM2.5,52.3
3456,20140503,8,PCA,-59.076316988388974
3456,20140503,8,PM2.5,52.6
3462,20140503,9,PCA,-57.74820169685696
3462,20140503,9,PM2.5,55.8
3468,20140503,10,PCA,-53.64396674890472
3468,20140503,10,PM2.5,62.2
3474,20140503,11,PCA,-55.207138661786196
3474,20140503,11,PM2.5,63.0
3480,20140503,12,PCA,-62.18393557647574
3480,20140503,12,PM2.5,58.1
3486,20140503,13,PCA,-68.64181592397794
3486,20140503,13,PM2.5,51.0
3492,20140503,14,PCA,-64.53591712781292
3492,20140503,14,PM2.5,53.8
3498,20140503,15,PCA,-62.43010726678112
3498,20140503,15,PM2.5,54.2
3504,20140503,16,PCA,-74.35823677453983
3504,20140503,16,PM2.5,39.2
3510,20140503,17,PCA,-73.19129441518459
3510,20140503,17,PM2.5,37.2
3516,20140503,18,PCA,-62.404120424985365
3516,20140503,18,PM2.5,48.7
3522,20140503,19,PCA,-20.60083131799221
3522,20140503,19,PM2.5,99.3
3528,20140503,20,PCA,-15.765841439278976
3528,20140503,20,PM2.5,93.3
3534,20140503,21,PCA,8.384917390839671
3534,20140503,21,PM2.5,112.5
3540,20140503,22,PCA,-40.29905100171144
3540,20140503,22,PM2.5,37.4
3546,20140503,23,PCA,-33.40264110729772
3546,20140503,23,PM2.5,45.0
3552,20140504,0,PCA,-36.09374599536183
3552,20140504,0,PM2.5,40.1
3558,20140504,1,PCA,-39.59449746730552
3558,20140504,1,PM2.5,35.9
3564,20140504,2,PCA,-44.227345735415476
3564,20140504,2,PM2.5,29.5
3570,20140504,3,PCA,-45.95528881115841
3570,20140504,3,PM2.5,28.7
3576,20140504,4,PCA,-46.00178970538175
3576,20140504,4,PM2.5,28.8
3582,20140504,5,PCA,-41.984578169900566
3582,20140504,5,PM2.5,27.7
3588,20140504,6,PCA,-34.953595742551606
3588,20140504,6,PM2.5,32.9
3594,20140504,7,PCA,-32.43009900882462
3594,20140504,7,PM2.5,39.1
3600,20140504,8,PCA,-35.655745678868534
3600,20140504,8,PM2.5,40.1
3606,20140504,9,PCA,-42.74661726517232
3606,20140504,9,PM2.5,36.6
3612,20140504,10,PCA,-41.93582936340386
3612,20140504,10,PM2.5,39.7
3618,20140504,11,PCA,-53.63655401167305
3618,20140504,11,PM2.5,23.3
3624,20140504,12,PCA,-56.20316438990557
3624,20140504,12,PM2.5,20.7
3630,20140504,13,PCA,-52.026950527537544
3630,20140504,13,PM2.5,25.9
3636,20140504,14,PCA,-50.72025887116575
3636,20140504,14,PM2.5,27.9
3642,20140504,15,PCA,-53.990212079372775
3642,20140504,15,PM2.5,23.2
3648,20140504,16,PCA,-56.14179180525941
3648,20140504,16,PM2.5,19.6
3654,20140504,17,PCA,-57.23094377735174
3654,20140504,17,PM2.5,17.7
3660,20140504,18,PCA,-64.28160729401837
3660,20140504,18,PM2.5,10.9
3666,20140504,19,PCA,-70.64050872114008
3666,20140504,19,PM2.5,13.0
3672,20140504,20,PCA,-75.62651577086375
3672,20140504,20,PM2.5,14.6
3678,20140504,21,PCA,-67.20010025877524
3678,20140504,21,PM2.5,21.9
3684,20140504,22,PCA,-61.80383612183392
3684,20140504,22,PM2.5,23.3
3690,20140504,23,PCA,-56.010818329754066
3690,20140504,23,PM2.5,32.0
3696,20140505,0,PCA,-49.97688524708515
3696,20140505,0,PM2.5,42.2
3702,20140505,1,PCA,-53.08041470010732
3702,20140505,1,PM2.5,38.9
3708,20140505,2,PCA,-54.21335589125046
3708,20140505,2,PM2.5,37.4
3732,20140505,6,PCA,-47.05796109335385
3732,20140505,6,PM2.5,44.9
3738,20140505,7,PCA,-50.37398684064419
3738,20140505,7,PM2.5,42.9
3744,20140505,8,PCA,-68.04802635190005
3744,20140505,8,PM2.5,31.0
3750,20140505,9,PCA,-75.91572870854932
3750,20140505,9,PM2.5,30.0
3756,20140505,10,PCA,-92.91991203488621
3756,20140505,10,PM2.5,12.2
3762,20140505,11,PCA,-87.25808850364007
3762,20140505,11,PM2.5,22.7
3768,20140505,12,PCA,-93.69902219491202
3768,20140505,12,PM2.5,15.6
3774,20140505,13,PCA,-98.18784254967638
3774,20140505,13,PM2.5,13.0
3780,20140505,14,PCA,-97.74263649706693
3780,20140505,14,PM2.5,18.0
3786,20140505,15,PCA,-98.03343966154908
3786,20140505,15,PM2.5,21.5
3792,20140505,16,PCA,-99.76070500065626
3792,20140505,16,PM2.5,20.8
3798,20140505,17,PCA,-101.10908781681698
3798,20140505,17,PM2.5,19.7
3804,20140505,18,PCA,-102.69200673709238
3804,20140505,18,PM2.5,17.1
3810,20140505,19,PCA,-90.39990513133087
3810,20140505,19,PM2.5,29.9
3816,20140505,20,PCA,-78.0998057273463
3816,20140505,20,PM2.5,42.1
3822,20140505,21,PCA,-75.28094150485163
3822,20140505,21,PM2.5,40.8
3828,20140505,22,PCA,-75.81679975299684
3828,20140505,22,PM2.5,40.3
3834,20140505,23,PCA,-78.63328422615976
3834,20140505,23,PM2.5,37.5
3840,20140506,0,PCA,-68.26100990270021
3840,20140506,0,PM2.5,47.4
3846,20140506,1,PCA,-60.60411583018587
3846,20140506,1,PM2.5,53.8
3852,20140506,2,PCA,-49.29289166001507
3852,20140506,2,PM2.5,62.1
3858,20140506,3,PCA,-35.03484795874688
3858,20140506,3,PM2.5,69.7
3864,20140506,4,PCA,-35.914656300743424
3864,20140506,4,PM2.5,67.5
3870,20140506,5,PCA,-40.078716392761876
3870,20140506,5,PM2.5,63.8
3876,20140506,6,PCA,-45.31730589430304
3876,20140506,6,PM2.5,57.8
3882,20140506,7,PCA,-49.627657713418664
3882,20140506,7,PM2.5,53.3
3888,20140506,8,PCA,-35.568472907786486
3888,20140506,8,PM2.5,74.5
3894,20140506,9,PCA,-31.2107978953207
3894,20140506,9,PM2.5,84.4
3900,20140506,10,PCA,-14.73631329281245
3900,20140506,10,PM2.5,108.6
3906,20140506,11,PCA,-22.990885364346344
3906,20140506,11,PM2.5,95.9
3912,20140506,12,PCA,-11.899877840978402
3912,20140506,12,PM2.5,109.0
3918,20140506,13,PCA,-15.621716046729459
3918,20140506,13,PM2.5,103.5
3924,20140506,14,PCA,-36.809035184766515
3924,20140506,14,PM2.5,78.3
3930,20140506,15,PCA,-54.903459477894266
3930,20140506,15,PM2.5,53.1
3936,20140506,16,PCA,125.32186898195935
3936,20140506,16,PM2.5,301.1
3942,20140506,17,PCA,17.10289351571645
3942,20140506,17,PM2.5,134.6
3948,20140506,18,PCA,8.659628840376621
3948,20140506,18,PM2.5,114.2
3954,20140506,19,PCA,15.797044434516343
3954,20140506,19,PM2.5,119.2
3960,20140506,20,PCA,28.292753778167793
3960,20140506,20,PM2.5,119.0
3966,20140506,21,PCA,59.1604368615066
3966,20140506,21,PM2.5,153.7
3972,20140506,22,PCA,52.68816531173851
3972,20140506,22,PM2.5,140.0
3978,20140506,23,PCA,56.60599213340671
3978,20140506,23,PM2.5,133.8
3984,20140507,0,PCA,73.66588121453015
3984,20140507,0,PM2.5,145.3
3990,20140507,1,PCA,79.15856966065904
3990,20140507,1,PM2.5,147.4
3996,20140507,2,PCA,75.96693184524187
3996,20140507,2,PM2.5,146.2
4002,20140507,3,PCA,73.97960256961899
4002,20140507,3,PM2.5,141.7
4008,20140507,4,PCA,82.59651352346549
4008,20140507,4,PM2.5,143.5
4014,20140507,5,PCA,84.13254797392057
4014,20140507,5,PM2.5,139.9
4020,20140507,6,PCA,90.98274096727519
4020,20140507,6,PM2.5,146.7
4026,20140507,7,PCA,82.04055319124302
4026,20140507,7,PM2.5,131.0
4032,20140507,8,PCA,110.0608702347736
4032,20140507,8,PM2.5,163.3
4050,20140507,11,PCA,3.2876345889055445
4050,20140507,11,PM2.5,36.2
4056,20140507,12,PCA,8.6877324803457
4056,20140507,12,PM2.5,55.2
4062,20140507,13,PCA,-9.70443784744505
4062,20140507,13,PM2.5,35.4
4068,20140507,14,PCA,-32.93686550735693
4068,20140507,14,PM2.5,9.1
4074,20140507,15,PCA,-21.844368095075716
4074,20140507,15,PM2.5,27.8
4080,20140507,16,PCA,-30.87287368295212
4080,20140507,16,PM2.5,30.2
4086,20140507,17,PCA,-43.49098781710729
4086,20140507,17,PM2.5,18.0
4092,20140507,18,PCA,-48.663176650810996
4092,20140507,18,PM2.5,14.0
4098,20140507,19,PCA,-45.96889006653007
4098,20140507,19,PM2.5,20.7
4104,20140507,20,PCA,-33.15744682204878
4104,20140507,20,PM2.5,37.1
4110,20140507,21,PCA,-34.893081335083316
4110,20140507,21,PM2.5,26.1
4116,20140507,22,PCA,-10.512440276657042
4116,20140507,22,PM2.5,78.5
4122,20140507,23,PCA,1.1599929311671646
4122,20140507,23,PM2.5,97.1
4128,20140508,0,PCA,4.004703370972507
4128,20140508,0,PM2.5,94.3
4134,20140508,1,PCA,21.138725782015502
4134,20140508,1,PM2.5,123.2
4140,20140508,2,PCA,5.002452680278393
4140,20140508,2,PM2.5,101.4
4146,20140508,3,PCA,4.351257438937331
4146,20140508,3,PM2.5,101.8
4152,20140508,4,PCA,10.07217723417969
4152,20140508,4,PM2.5,105.8
4158,20140508,5,PCA,20.49236592446053
4158,20140508,5,PM2.5,116.8
4164,20140508,6,PCA,7.569192967779473
4164,20140508,6,PM2.5,99.3
4170,20140508,7,PCA,12.915300672079445
4170,20140508,7,PM2.5,107.9
4176,20140508,8,PCA,27.381654199920245
4176,20140508,8,PM2.5,127.7
4182,20140508,9,PCA,42.60174619587451
4182,20140508,9,PM2.5,157.1
4188,20140508,10,PCA,0.7001637563210988
4188,20140508,10,PM2.5,107.6
4194,20140508,11,PCA,-12.548906061528076
4194,20140508,11,PM2.5,93.3
4200,20140508,12,PCA,-42.101901088651395
4200,20140508,12,PM2.5,59.7
4206,20140508,13,PCA,-46.07277253708969
4206,20140508,13,PM2.5,53.5
4212,20140508,14,PCA,-35.18625047366147
4212,20140508,14,PM2.5,65.7
4218,20140508,15,PCA,-38.832265950780034
4218,20140508,15,PM2.5,54.4
4224,20140508,16,PCA,-23.05653476640727
4224,20140508,16,PM2.5,78.4
4230,20140508,17,PCA,-22.15397148382116
4230,20140508,17,PM2.5,73.7
4236,20140508,18,PCA,-11.058656174697502
4236,20140508,18,PM2.5,81.0
4242,20140508,19,PCA,-24.46972636191436
4242,20140508,19,PM2.5,62.9
4248,20140508,20,PCA,-6.749825959733012
4248,20140508,20,PM2.5,85.2
4254,20140508,21,PCA,-16.881186303908706
4254,20140508,21,PM2.5,60.2
4260,20140508,22,PCA,-14.035065507036132
4260,20140508,22,PM2.5,63.1
4266,20140508,23,PCA,-22.690240567796117
4266,20140508,23,PM2.5,61.0
4272,20140509,0,PCA,-17.623870917227283
4272,20140509,0,PM2.5,65.9
4278,20140509,1,PCA,-15.539495618928854
4278,20140509,1,PM2.5,69.0
4284,20140509,2,PCA,-28.43875694796154
4284,20140509,2,PM2.5,58.6
4290,20140509,3,PCA,-20.3889035910822
4290,20140509,3,PM2.5,63.8
4296,20140509,4,PCA,-2.122735979349952
4296,20140509,4,PM2.5,79.9
4302,20140509,5,PCA,13.307706142115244
4302,20140509,5,PM2.5,93.4
4308,20140509,6,PCA,46.99612978998374
4308,20140509,6,PM2.5,130.6
4314,20140509,7,PCA,72.0711158447198
4314,20140509,7,PM2.5,162.7
4320,20140509,8,PCA,32.67621443992515
4320,20140509,8,PM2.5,118.4
4326,20140509,9,PCA,6.741567301197917
4326,20140509,9,PM2.5,94.8
4332,20140509,10,PCA,-10.957047745172979
4332,20140509,10,PM2.5,78.5
4338,20140509,11,PCA,-19.336218219185092
4338,20140509,11,PM2.5,72.3
4344,20140509,12,PCA,-35.43110640082379
4344,20140509,12,PM2.5,55.4
4350,20140509,13,PCA,-47.99237195294072
4350,20140509,13,PM2.5,44.1
4356,20140509,14,PCA,-51.512249382482985
4356,20140509,14,PM2.5,41.0
4362,20140509,15,PCA,-48.43124437074135
4362,20140509,15,PM2.5,46.2
4368,20140509,16,PCA,-54.53147544909467
4368,20140509,16,PM2.5,44.6
4374,20140509,17,PCA,-52.94232820235747
4374,20140509,17,PM2.5,47.6
4380,20140509,18,PCA,-58.400122137982834
4380,20140509,18,PM2.5,40.3
4386,20140509,19,PCA,-54.6167967597219
4386,20140509,19,PM2.5,46.0
4392,20140509,20,PCA,-47.7072321820976
4392,20140509,20,PM2.5,53.5
4398,20140509,21,PCA,-38.99527434940413
4398,20140509,21,PM2.5,60.6
4404,20140509,22,PCA,-36.16896796642334
4404,20140509,22,PM2.5,62.7
4410,20140509,23,PCA,-27.480015267543
4410,20140509,23,PM2.5,70.8
4416,20140510,0,PCA,-24.275665160727925
4416,20140510,0,PM2.5,72.0
4422,20140510,1,PCA,-27.16931509905275
4422,20140510,1,PM2.5,65.3
4428,20140510,2,PCA,-24.813648189721025
4428,20140510,2,PM2.5,62.7
4434,20140510,3,PCA,-32.51636052146408
4434,20140510,3,PM2.5,53.4
4440,20140510,4,PCA,-31.226950190832994
4440,20140510,4,PM2.5,54.4
4446,20140510,5,PCA,-26.77649947408778
4446,20140510,5,PM2.5,59.9
4452,20140510,6,PCA,-30.87247545021292
4452,20140510,6,PM2.5,55.2
4458,20140510,7,PCA,-32.92215720371382
4458,20140510,7,PM2.5,56.3
4464,20140510,8,PCA,-31.263744170926174
4464,20140510,8,PM2.5,63.3
4470,20140510,9,PCA,-32.942902972451414
4470,20140510,9,PM2.5,66.8
4476,20140510,10,PCA,-31.558277625012046
4476,20140510,10,PM2.5,74.3
4482,20140510,11,PCA,-44.111986392003885
4482,20140510,11,PM2.5,62.6
4488,20140510,12,PCA,-48.518230031620675
4488,20140510,12,PM2.5,61.0
4494,20140510,13,PCA,-51.81475319759962
4494,20140510,13,PM2.5,60.2
4500,20140510,14,PCA,-71.4969916077084
4500,20140510,14,PM2.5,40.2
4506,20140510,15,PCA,-80.3370326864709
4506,20140510,15,PM2.5,28.4
4512,20140510,16,PCA,-78.51066813678224
4512,20140510,16,PM2.5,31.7
4518,20140510,17,PCA,-75.85548687425405
4518,20140510,17,PM2.5,34.6
4524,20140510,18,PCA,-73.20750577573412
4524,20140510,18,PM2.5,34.4
4530,20140510,19,PCA,-64.97743430869723
4530,20140510,19,PM2.5,39.1
4536,20140510,20,PCA,-59.33203684708932
4536,20140510,20,PM2.5,44.5
4542,20140510,21,PCA,-53.59224673623547
4542,20140510,21,PM2.5,49.2
4548,20140510,22,PCA,-67.64240049901132
4548,20140510,22,PM2.5,33.5
4554,20140510,23,PCA,-62.13484769076432
4554,20140510,23,PM2.5,31.6
4560,20140511,0,PCA,-61.02546797546092
4560,20140511,0,PM2.5,39.9
4566,20140511,1,PCA,-58.34000377626807
4566,20140511,1,PM2.5,46.5
4572,20140511,2,PCA,-57.20006284830028
4572,20140511,2,PM2.5,50.6
4578,20140511,3,PCA,-51.8500002273053
4578,20140511,3,PM2.5,57.9
4584,20140511,4,PCA,-56.31525520995774
4584,20140511,4,PM2.5,49.4
4590,20140511,5,PCA,-58.41852557305068
4590,20140511,5,PM2.5,48.0
4596,20140511,6,PCA,-64.48858695638316
