,date,hour,type,永乐店
243366,20190110,18,PM2.5,154.0
243372,20190110,19,PCA,242.794570290232
243372,20190110,19,PM2.5,233.0
243378,20190110,20,PCA,220.04881067969512
243378,20190110,20,PM2.5,216.0
243384,20190110,21,PCA,228.0663012880088
243384,20190110,21,PM2.5,221.0
243390,20190110,22,PCA,198.26367610250688
243390,20190110,22,PM2.5,201.0
243396,20190110,23,PCA,252.63065250577048
243396,20190110,23,PM2.5,240.0
243402,20190111,0,PCA,242.97299893075999
243402,20190111,0,PM2.5,234.0
243408,20190111,1,PCA,246.5562588133357
243408,20190111,1,PM2.5,237.0
243414,20190111,2,PCA,252.21013146289692
243414,20190111,2,PM2.5,241.0
243420,20190111,3,PCA,244.21591767351111
243420,20190111,3,PM2.5,236.0
243426,20190111,4,PCA,257.85142135122567
243426,20190111,4,PM2.5,246.0
243432,20190111,5,PCA,307.59220648464105
243432,20190111,5,PM2.5,285.0
243438,20190111,6,PCA,278.51118968662024
243438,20190111,6,PM2.5,261.0
243444,20190111,7,PCA,245.80490858997084
243444,20190111,7,PM2.5,239.0
243450,20190111,8,PCA,279.7730690197508
243450,20190111,8,PM2.5,264.0
243456,20190111,9,PCA,286.4694355583074
243456,20190111,9,PM2.5,269.0
243462,20190111,10,PCA,277.1423341062377
243462,20190111,10,PM2.5,261.0
243468,20190111,11,PCA,303.92849358077723
243468,20190111,11,PM2.5,278.0
243474,20190111,12,PCA,224.6475700351763
243474,20190111,12,PM2.5,221.0
243480,20190111,13,PCA,172.39843220733786
243480,20190111,13,PM2.5,182.0
243486,20190111,14,PCA,109.04245516700024
243486,20190111,14,PM2.5,140.0
243492,20190111,15,PCA,141.90729902565857
243492,20190111,15,PM2.5,160.0
243498,20190111,16,PCA,137.1606840033977
243498,20190111,16,PM2.5,156.0
243504,20190111,17,PCA,118.41568315406778
243504,20190111,17,PM2.5,144.0
243510,20190111,18,PCA,223.05118036774883
243510,20190111,18,PM2.5,217.0
243516,20190111,19,PCA,247.07368785455293
243516,20190111,19,PM2.5,233.0
243522,20190111,20,PCA,330.0564872912467
243522,20190111,20,PM2.5,294.0
243528,20190111,21,PCA,345.19071254138214
243528,20190111,21,PM2.5,305.0
243534,20190111,22,PCA,352.3721748756445
243534,20190111,22,PM2.5,312.0
243540,20190111,23,PCA,373.54066457690914
243540,20190111,23,PM2.5,329.0
243546,20190112,0,PCA,376.1566176483186
243546,20190112,0,PM2.5,330.0
243552,20190112,1,PCA,390.34217325831935
243552,20190112,1,PM2.5,341.0
243558,20190112,2,PCA,391.2074050335571
243558,20190112,2,PM2.5,344.0
243564,20190112,3,PCA,407.048859601616
243564,20190112,3,PM2.5,356.0
243570,20190112,4,PCA,406.5409578908279
243570,20190112,4,PM2.5,356.0
243576,20190112,5,PCA,399.78870246676837
243576,20190112,5,PM2.5,350.0
243582,20190112,6,PCA,405.28364892922923
243582,20190112,6,PM2.5,356.0
243588,20190112,7,PCA,378.510865227591
243588,20190112,7,PM2.5,336.0
243594,20190112,8,PCA,379.2720146353184
243594,20190112,8,PM2.5,337.0
243600,20190112,9,PCA,376.3986660721531
243600,20190112,9,PM2.5,335.0
243606,20190112,10,PCA,386.76509567954304
243606,20190112,10,PM2.5,342.0
243612,20190112,11,PCA,476.90047966662667
243612,20190112,11,PM2.5,416.0
243618,20190112,12,PCA,524.1002081626829
243618,20190112,12,PM2.5,454.0
243624,20190112,13,PCA,492.7576790622348
243624,20190112,13,PM2.5,424.0
243630,20190112,14,PCA,566.6394891525174
243630,20190112,14,PM2.5,491.0
243636,20190112,15,PCA,594.2532862311876
243636,20190112,15,PM2.5,524.0
243642,20190112,16,PCA,600.426650141908
243642,20190112,16,PM2.5,534.0
243648,20190112,17,PCA,541.9220258914596
243648,20190112,17,PM2.5,471.0
243654,20190112,18,PCA,586.9159157732128
243654,20190112,18,PM2.5,519.0
243660,20190112,19,PCA,529.1754201180647
243660,20190112,19,PM2.5,461.0
243666,20190112,20,PCA,487.1835066987161
243666,20190112,20,PM2.5,427.0
243672,20190112,21,PCA,400.70004876023415
243672,20190112,21,PM2.5,354.0
243678,20190112,22,PCA,395.0066504410625
243678,20190112,22,PM2.5,350.0
243684,20190112,23,PCA,382.571491028833
243684,20190112,23,PM2.5,341.0
243690,20190113,0,PCA,396.7030187454795
243690,20190113,0,PM2.5,351.0
243696,20190113,1,PCA,393.522259077081
243696,20190113,1,PM2.5,348.0
243702,20190113,2,PCA,388.03684941528695
243702,20190113,2,PM2.5,344.0
243708,20190113,3,PCA,388.91113019666466
243708,20190113,3,PM2.5,345.0
243714,20190113,4,PCA,337.96337931663487
243714,20190113,4,PM2.5,308.0
243720,20190113,5,PCA,339.58221446463017
243720,20190113,5,PM2.5,310.0
243726,20190113,6,PCA,325.56958359010946
243726,20190113,6,PM2.5,300.0
243732,20190113,7,PCA,347.19619562022376
243732,20190113,7,PM2.5,316.0
243738,20190113,8,PCA,330.2483654829434
243738,20190113,8,PM2.5,304.0
243744,20190113,9,PCA,265.7466989472374
243744,20190113,9,PM2.5,257.0
243750,20190113,10,PCA,90.88901505984485
243750,20190113,10,PM2.5,135.0
243756,20190113,11,PCA,-71.61901212374306
243756,20190113,11,PM2.5,37.0
243762,20190113,12,PCA,-114.21770804830788
243762,20190113,12,PM2.5,14.0
243768,20190113,13,PCA,-114.53189386055908
243768,20190113,13,PM2.5,14.0
243774,20190113,14,PCA,-109.15558470361785
243774,20190113,14,PM2.5,17.0
243780,20190113,15,PCA,-111.71266037855735
243780,20190113,15,PM2.5,15.0
243786,20190113,16,PCA,-96.7811427307734
243786,20190113,16,PM2.5,23.0
243792,20190113,17,PCA,103.1850839302404
243792,20190113,17,PM2.5,138.0
243798,20190113,18,PCA,184.18978147650014
243798,20190113,18,PM2.5,191.0
243804,20190113,19,PCA,219.44399867306223
243804,20190113,19,PM2.5,216.0
243810,20190113,20,PCA,225.88410500689363
243810,20190113,20,PM2.5,220.0
243816,20190113,21,PCA,245.01741152417415
243816,20190113,21,PM2.5,236.0
243822,20190113,22,PCA,310.00846290673314
243822,20190113,22,PM2.5,283.0
243828,20190113,23,PCA,271.365265559178
243828,20190113,23,PM2.5,256.0
243834,20190114,0,PCA,244.54606894202715
243834,20190114,0,PM2.5,237.0
243840,20190114,1,PCA,236.87591536750554
243840,20190114,1,PM2.5,231.0
243846,20190114,2,PCA,253.2008777853314
243846,20190114,2,PM2.5,243.0
243852,20190114,3,PCA,296.2202447361591
243852,20190114,3,PM2.5,274.0
243858,20190114,4,PCA,280.00910357351734
243858,20190114,4,PM2.5,264.0
243864,20190114,5,PCA,277.0198280902732
243864,20190114,5,PM2.5,262.0
243870,20190114,6,PCA,304.52557202009774
243870,20190114,6,PM2.5,282.0
243876,20190114,7,PCA,357.9663573830823
243876,20190114,7,PM2.5,321.0
243882,20190114,8,PCA,354.40536508089167
243882,20190114,8,PM2.5,319.0
243888,20190114,9,PCA,383.0388601917816
243888,20190114,9,PM2.5,340.0
243894,20190114,10,PCA,420.437862725294
243894,20190114,10,PM2.5,370.0
243900,20190114,11,PCA,467.45273474549265
243900,20190114,11,PM2.5,409.0
243906,20190114,12,PCA,494.427221932558
243906,20190114,12,PM2.5,433.0
243912,20190114,13,PCA,400.6177719729505
243912,20190114,13,PM2.5,356.0
243918,20190114,14,PCA,261.22558200752036
243918,20190114,14,PM2.5,258.0
243924,20190114,15,PCA,237.64374173346357
243924,20190114,15,PM2.5,242.0
243930,20190114,16,PCA,203.04912556011953
243930,20190114,16,PM2.5,216.0
243936,20190114,17,PCA,226.19779579149474
243936,20190114,17,PM2.5,230.0
243942,20190114,18,PCA,275.88531928958014
243942,20190114,18,PM2.5,258.0
243948,20190114,19,PCA,340.3929682551188
243948,20190114,19,PM2.5,305.0
243954,20190114,20,PCA,364.5162992460624
243954,20190114,20,PM2.5,320.0
243960,20190114,21,PCA,-2.3795117221898296
243960,20190114,21,PM2.5,81.0
243966,20190114,22,PCA,149.55297383857393
243966,20190114,22,PM2.5,19.0
243972,20190114,23,PCA,55.27961474523534
243972,20190114,23,PM2.5,15.0
243978,20190115,0,PCA,201.5966330557032
243978,20190115,0,PM2.5,20.0
243984,20190115,1,PCA,-27.5994627766113
243984,20190115,1,PM2.5,12.0
243990,20190115,2,PCA,-24.984126252513082
243990,20190115,2,PM2.5,12.0
243996,20190115,3,PCA,-3.3952311503575876
243996,20190115,3,PM2.5,10.0
244002,20190115,4,PCA,-61.83943966809698
244002,20190115,4,PM2.5,13.0
244008,20190115,5,PCA,-108.63134687728409
244008,20190115,5,PM2.5,6.0
244014,20190115,6,PCA,-123.69628967692584
244014,20190115,6,PM2.5,6.0
244020,20190115,7,PCA,-123.95066353842725
244020,20190115,7,PM2.5,5.0
244026,20190115,8,PCA,-123.13645052983554
244026,20190115,8,PM2.5,6.0
244032,20190115,9,PCA,-125.76978720497051
244032,20190115,9,PM2.5,2.0
244038,20190115,10,PCA,-126.71253963308388
244038,20190115,10,PM2.5,1.0
244044,20190115,11,PCA,-125.39527779789708
244044,20190115,11,PM2.5,3.0
244050,20190115,12,PCA,-112.42166147399892
244050,20190115,12,PM2.5,17.0
244056,20190115,13,PCA,-124.32640739437893
244056,20190115,13,PM2.5,4.0
244062,20190115,14,PCA,-125.69961556466771
244062,20190115,14,PM2.5,2.0
244068,20190115,15,PCA,-117.01865811699251
244068,20190115,15,PM2.5,7.0
244074,20190115,16,PCA,-118.44826614429145
244074,20190115,16,PM2.5,7.0
244080,20190115,17,PCA,-111.98176152686487
244080,20190115,17,PM2.5,16.0
244086,20190115,18,PCA,-105.86862990716726
244086,20190115,18,PM2.5,17.0
244092,20190115,19,PCA,-106.21001830297989
244092,20190115,19,PM2.5,11.0
244098,20190115,20,PCA,-85.88679682942038
244098,20190115,20,PM2.5,22.0
244104,20190115,21,PCA,-82.58008781984437
244104,20190115,21,PM2.5,24.0
244110,20190115,22,PCA,-64.14414838792852
244110,20190115,22,PM2.5,32.0
244116,20190115,23,PCA,-59.17264463582758
244116,20190115,23,PM2.5,31.0
244122,20190116,0,PCA,-58.288123318662805
244122,20190116,0,PM2.5,35.0
244128,20190116,1,PCA,-58.438754588695076
244128,20190116,1,PM2.5,32.0
244134,20190116,2,PCA,-52.251133746319844
244134,20190116,2,PM2.5,38.0
244140,20190116,3,PCA,-47.712931165134314
244140,20190116,3,PM2.5,45.0
244146,20190116,4,PCA,-19.303173407024858
244146,20190116,4,PM2.5,63.0
244152,20190116,5,PCA,-15.264577619559471
244152,20190116,5,PM2.5,65.0
244158,20190116,6,PCA,-8.253886372734806
244158,20190116,6,PM2.5,70.0
244164,20190116,7,PCA,6.398180905217622
244164,20190116,7,PM2.5,80.0
244170,20190116,8,PCA,-10.229590147785494
244170,20190116,8,PM2.5,69.0
244176,20190116,9,PCA,22.38378996150571
244176,20190116,9,PM2.5,91.0
244182,20190116,10,PCA,24.677044188907598
244182,20190116,10,PM2.5,93.0
244188,20190116,11,PCA,41.24235576321808
244188,20190116,11,PM2.5,105.0
244194,20190116,12,PCA,3.8558475874507385
244194,20190116,12,PM2.5,84.0
244200,20190116,13,PCA,-44.35392583348247
244200,20190116,13,PM2.5,54.0
244206,20190116,14,PCA,-69.74785769027649
244206,20190116,14,PM2.5,35.0
244212,20190116,15,PCA,-52.43201492834006
244212,20190116,15,PM2.5,50.0
244218,20190116,16,PCA,-42.216359402064526
244218,20190116,16,PM2.5,56.0
244224,20190116,17,PCA,-42.35192699032699
244224,20190116,17,PM2.5,54.0
244230,20190116,18,PCA,-37.79133110885132
244230,20190116,18,PM2.5,56.0
244236,20190116,19,PCA,-36.30626203339037
244236,20190116,19,PM2.5,54.0
244242,20190116,20,PCA,-1.6931421722231148
244242,20190116,20,PM2.5,74.0
244248,20190116,21,PCA,20.092990150235078
244248,20190116,21,PM2.5,87.0
244254,20190116,22,PCA,25.636464315572177
244254,20190116,22,PM2.5,90.0
244260,20190116,23,PCA,28.882092932741806
244260,20190116,23,PM2.5,92.0
244266,20190117,0,PCA,51.51389712741112
244266,20190117,0,PM2.5,106.0
244272,20190117,1,PCA,53.38236477083506
244272,20190117,1,PM2.5,107.0
244278,20190117,2,PCA,43.70535608788749
244278,20190117,2,PM2.5,101.0
244284,20190117,3,PCA,46.98850474511075
244284,20190117,3,PM2.5,104.0
244290,20190117,4,PCA,70.75977253955232
244290,20190117,4,PM2.5,119.0
244296,20190117,5,PCA,56.2547558036654
244296,20190117,5,PM2.5,110.0
244302,20190117,6,PCA,56.342895829973266
244302,20190117,6,PM2.5,110.0
244308,20190117,7,PCA,61.69892526743452
244308,20190117,7,PM2.5,114.0
244314,20190117,8,PCA,55.58688804726727
244314,20190117,8,PM2.5,109.0
244320,20190117,9,PCA,56.388575744225335
244320,20190117,9,PM2.5,110.0
244326,20190117,10,PCA,-21.597573069169947
244326,20190117,10,PM2.5,62.0
244332,20190117,11,PCA,-96.28741002022252
244332,20190117,11,PM2.5,14.0
244338,20190117,12,PCA,-104.77921551222964
244338,20190117,12,PM2.5,13.0
244344,20190117,13,PCA,-110.17544637188817
244344,20190117,13,PM2.5,15.0
244350,20190117,14,PCA,-109.73336877989267
244350,20190117,14,PM2.5,15.0
244356,20190117,15,PCA,-104.17420877665047
244356,20190117,15,PM2.5,18.0
244362,20190117,16,PCA,-100.49327930132503
244362,20190117,16,PM2.5,18.0
244368,20190117,17,PCA,-87.80310379571598
244368,20190117,17,PM2.5,24.0
244374,20190117,18,PCA,-53.25281954237457
244374,20190117,18,PM2.5,42.0
244380,20190117,19,PCA,22.63241151636656
244380,20190117,19,PM2.5,87.0
244386,20190117,20,PCA,25.52996233027083
244386,20190117,20,PM2.5,89.0
244392,20190117,21,PCA,-19.293813307000658
244392,20190117,21,PM2.5,25.0
244398,20190117,22,PCA,96.14189146196571
244398,20190117,22,PM2.5,132.0
244404,20190117,23,PCA,82.81944033629304
244404,20190117,23,PM2.5,125.0
244410,20190118,0,PCA,71.13845589807953
244410,20190118,0,PM2.5,118.0
244416,20190118,1,PCA,58.583106871756726
244416,20190118,1,PM2.5,111.0
244422,20190118,2,PCA,78.63933103109784
244422,20190118,2,PM2.5,124.0
244428,20190118,3,PCA,71.93512545769501
244428,20190118,3,PM2.5,120.0
244434,20190118,4,PCA,122.13773266311503
244434,20190118,4,PM2.5,150.0
244440,20190118,5,PCA,124.51872645738044
244440,20190118,5,PM2.5,152.0
244446,20190118,6,PCA,86.11111790989638
244446,20190118,6,PM2.5,129.0
244452,20190118,7,PCA,92.1287244624179
244452,20190118,7,PM2.5,132.0
244458,20190118,8,PCA,101.75455588772496
244458,20190118,8,PM2.5,138.0
244464,20190118,9,PCA,113.90732089313889
244464,20190118,9,PM2.5,146.0
244470,20190118,10,PCA,115.6251099454578
244470,20190118,10,PM2.5,145.0
244476,20190118,11,PCA,144.35836172507226
244476,20190118,11,PM2.5,163.0
244482,20190118,12,PCA,148.5578558764148
244482,20190118,12,PM2.5,165.0
244488,20190118,13,PCA,97.82547883320852
244488,20190118,13,PM2.5,134.0
244494,20190118,14,PCA,55.798039791725444
244494,20190118,14,PM2.5,109.0
244500,20190118,15,PCA,21.06475464677587
244500,20190118,15,PM2.5,88.0
244506,20190118,16,PCA,4.634363020950523
244506,20190118,16,PM2.5,78.0
244512,20190118,17,PCA,58.917008570442064
244512,20190118,17,PM2.5,109.0
244518,20190118,18,PCA,141.12837670405128
244518,20190118,18,PM2.5,159.0
244524,20190118,19,PCA,135.07714546533416
244524,20190118,19,PM2.5,155.0
244530,20190118,20,PCA,183.162334769094
244530,20190118,20,PM2.5,190.0
244536,20190118,21,PCA,200.6671601799058
244536,20190118,21,PM2.5,203.0
244542,20190118,22,PCA,218.12074750240066
244542,20190118,22,PM2.5,216.0
244548,20190118,23,PCA,167.99887744759928
244548,20190118,23,PM2.5,180.0
244554,20190119,0,PCA,126.35850036414217
244554,20190119,0,PM2.5,151.0
244560,20190119,1,PCA,47.89636674518832
244560,20190119,1,PM2.5,103.0
244566,20190119,2,PCA,19.092289944102543
244566,20190119,2,PM2.5,86.0
244572,20190119,3,PCA,-33.41839360127106
244572,20190119,3,PM2.5,41.0
244578,20190119,4,PCA,-92.37203304439264
244578,20190119,4,PM2.5,10.0
244584,20190119,5,PCA,-118.30828147831485
244584,20190119,5,PM2.5,9.0
244590,20190119,6,PCA,-119.1927730572694
244590,20190119,6,PM2.5,6.0
244596,20190119,7,PCA,-121.12694789346659
244596,20190119,7,PM2.5,6.0
244602,20190119,8,PCA,-117.74812905958936
244602,20190119,8,PM2.5,9.0
244608,20190119,9,PCA,-117.3871079023835
244608,20190119,9,PM2.5,7.0
244614,20190119,10,PCA,-111.54828645240093
244614,20190119,10,PM2.5,5.0
244620,20190119,11,PCA,-112.61455678161573
244620,20190119,11,PM2.5,4.0
244626,20190119,12,PCA,-115.22182041882898
244626,20190119,12,PM2.5,5.0
244644,20190119,15,PCA,-119.29689747052024
244644,20190119,15,PM2.5,8.0
244650,20190119,16,PCA,-116.21906175927293
244650,20190119,16,PM2.5,12.0
244656,20190119,17,PCA,-110.96887057773654
244656,20190119,17,PM2.5,15.0
244662,20190119,18,PCA,-88.24281516544683
244662,20190119,18,PM2.5,22.0
244668,20190119,19,PCA,-62.81376443604788
244668,20190119,19,PM2.5,33.0
244674,20190119,20,PCA,-55.41282637461455
244674,20190119,20,PM2.5,31.0
244680,20190119,21,PCA,-59.71025405715428
244680,20190119,21,PM2.5,31.0
244686,20190119,22,PCA,-58.846663952394195
244686,20190119,22,PM2.5,32.0
244692,20190119,23,PCA,-47.92671064163269
244692,20190119,23,PM2.5,37.0
244698,20190120,0,PCA,-67.20184172053155
244698,20190120,0,PM2.5,19.0
244704,20190120,1,PCA,-75.85980723696004
244704,20190120,1,PM2.5,17.0
244710,20190120,2,PCA,-89.35282769655556
244710,20190120,2,PM2.5,11.0
244716,20190120,3,PCA,-111.01593227766186
244716,20190120,3,PM2.5,8.0
244722,20190120,4,PCA,-119.56944808642342
244722,20190120,4,PM2.5,6.0
244728,20190120,5,PCA,-118.12844226630905
244728,20190120,5,PM2.5,8.0
244734,20190120,6,PCA,-116.84328335251621
244734,20190120,6,PM2.5,5.0
244740,20190120,7,PCA,-117.9263468241337
244740,20190120,7,PM2.5,11.0
244746,20190120,8,PCA,-123.56933109720539
244746,20190120,8,PM2.5,4.0
244752,20190120,9,PCA,-110.34066583178442
244752,20190120,9,PM2.5,8.0
244758,20190120,10,PCA,-101.70332372637193
244758,20190120,10,PM2.5,17.0
244764,20190120,11,PCA,-103.73627161497058
244764,20190120,11,PM2.5,10.0
244770,20190120,12,PCA,-108.52161935709088
244770,20190120,12,PM2.5,10.0
244776,20190120,13,PCA,-118.03783903489325
244776,20190120,13,PM2.5,11.0
244782,20190120,14,PCA,-118.9178187126787
244782,20190120,14,PM2.5,9.0
244788,20190120,15,PCA,-116.47015816848345
244788,20190120,15,PM2.5,12.0
244794,20190120,16,PCA,-111.64347736105574
244794,20190120,16,PM2.5,17.0
244800,20190120,17,PCA,-115.28736411412962
244800,20190120,17,PM2.5,12.0
244806,20190120,18,PCA,-110.2254965914759
244806,20190120,18,PM2.5,14.0
244812,20190120,19,PCA,-92.39721919129478
244812,20190120,19,PM2.5,15.0
244818,20190120,20,PCA,-73.76333008519883
244818,20190120,20,PM2.5,29.0
244824,20190120,21,PCA,-57.98890333184747
244824,20190120,21,PM2.5,38.0
244830,20190120,22,PCA,-42.81435033988229
244830,20190120,22,PM2.5,53.0
244836,20190120,23,PCA,-40.290260833829834
244836,20190120,23,PM2.5,54.0
244842,20190121,0,PCA,-29.17081756309539
244842,20190121,0,PM2.5,58.0
244848,20190121,1,PCA,-16.682648285031046
244848,20190121,1,PM2.5,64.0
244854,20190121,2,PCA,-8.37890522197117
244854,20190121,2,PM2.5,69.0
244860,20190121,3,PCA,-2.2638497526268884
244860,20190121,3,PM2.5,73.0
244866,20190121,4,PCA,8.223450227921704
244866,20190121,4,PM2.5,80.0
244872,20190121,5,PCA,10.57733268007784
244872,20190121,5,PM2.5,82.0
244878,20190121,6,PCA,8.978756101833332
244878,20190121,6,PM2.5,81.0
244884,20190121,7,PCA,-48.10899900914399
244884,20190121,7,PM2.5,40.0
244890,20190121,8,PCA,-81.1861911532949
244890,20190121,8,PM2.5,19.0
244896,20190121,9,PCA,-79.17479440548956
244896,20190121,9,PM2.5,21.0
244902,20190121,10,PCA,-53.59606352243676
244902,20190121,10,PM2.5,40.0
244908,20190121,11,PCA,-86.7375795185065
244908,20190121,11,PM2.5,19.0
244914,20190121,12,PCA,-93.11442207367895
244914,20190121,12,PM2.5,15.0
244920,20190121,13,PCA,-103.32474895271112
244920,20190121,13,PM2.5,14.0
244926,20190121,14,PCA,-107.15140483452339
244926,20190121,14,PM2.5,19.0
244932,20190121,15,PCA,-107.96178331993362
244932,20190121,15,PM2.5,18.0
244938,20190121,16,PCA,-104.83840618903031
244938,20190121,16,PM2.5,18.0
244944,20190121,17,PCA,-77.19743559161984
244944,20190121,17,PM2.5,28.0
244950,20190121,18,PCA,-71.55403314367443
244950,20190121,18,PM2.5,34.0
244956,20190121,19,PCA,-49.384489945723
244956,20190121,19,PM2.5,45.0
244962,20190121,20,PCA,-33.51553032957001
244962,20190121,20,PM2.5,51.0
244968,20190121,21,PCA,-16.31968286293274
244968,20190121,21,PM2.5,64.0
244974,20190121,22,PCA,-37.00444051884821
244974,20190121,22,PM2.5,52.0
244980,20190121,23,PCA,-26.701716861809913
244980,20190121,23,PM2.5,58.0
244986,20190122,0,PCA,-31.705779084034596
244986,20190122,0,PM2.5,53.0
244992,20190122,1,PCA,-30.27253287917
244992,20190122,1,PM2.5,54.0
244998,20190122,2,PCA,-17.668090290103784
244998,20190122,2,PM2.5,62.0
245004,20190122,3,PCA,-9.810232985088225
245004,20190122,3,PM2.5,67.0
245010,20190122,4,PCA,6.762465456416344
245010,20190122,4,PM2.5,78.0
245016,20190122,5,PCA,-3.7202617922866734
245016,20190122,5,PM2.5,72.0
245022,20190122,6,PCA,-22.10438173468372
245022,20190122,6,PM2.5,60.0
245028,20190122,7,PCA,-45.71556270391903
245028,20190122,7,PM2.5,43.0
245034,20190122,8,PCA,-62.98219835817022
245034,20190122,8,PM2.5,29.0
245040,20190122,9,PCA,-70.69517121527058
245040,20190122,9,PM2.5,23.0
245046,20190122,10,PCA,-64.17485479235634
245046,20190122,10,PM2.5,32.0
245052,20190122,11,PCA,-64.74496218662232
245052,20190122,11,PM2.5,31.0
245058,20190122,12,PCA,-84.10607747838746
245058,20190122,12,PM2.5,23.0
245064,20190122,13,PCA,-86.53046255791097
245064,20190122,13,PM2.5,22.0
245070,20190122,14,PCA,-85.52372064602095
245070,20190122,14,PM2.5,23.0
245076,20190122,15,PCA,-76.53402248728754
245076,20190122,15,PM2.5,25.0
245082,20190122,16,PCA,-79.21608659199208
245082,20190122,16,PM2.5,24.0
245088,20190122,17,PCA,-78.15619253717261
245088,20190122,17,PM2.5,23.0
245094,20190122,18,PCA,-56.968393690307835
245094,20190122,18,PM2.5,35.0
245100,20190122,19,PCA,6.353008372203828
245100,20190122,19,PM2.5,78.0
245106,20190122,20,PCA,177.8797833421683
245106,20190122,20,PM2.5,187.0
245112,20190122,21,PCA,27.568607489876527
245112,20190122,21,PM2.5,90.0
245118,20190122,22,PCA,19.096486066049504
245118,20190122,22,PM2.5,85.0
245124,20190122,23,PCA,-3.771271436464061
245124,20190122,23,PM2.5,70.0
245130,20190123,0,PCA,-1.6436608540772928
245130,20190123,0,PM2.5,72.0
245136,20190123,1,PCA,15.232785164019527
245136,20190123,1,PM2.5,83.0
245142,20190123,2,PCA,-44.82644209685085
245142,20190123,2,PM2.5,42.0
245148,20190123,3,PCA,-57.14539105557636
245148,20190123,3,PM2.5,32.0
245154,20190123,4,PCA,-55.898633874578465
245154,20190123,4,PM2.5,32.0
245160,20190123,5,PCA,-61.42529515526204
245160,20190123,5,PM2.5,24.0
245166,20190123,6,PCA,-69.29477769117516
245166,20190123,6,PM2.5,19.0
245172,20190123,7,PCA,-70.66905593068319
245172,20190123,7,PM2.5,18.0
245178,20190123,8,PCA,-72.10439056577853
245178,20190123,8,PM2.5,19.0
245184,20190123,9,PCA,-74.90324990626624
245184,20190123,9,PM2.5,22.0
245190,20190123,10,PCA,-94.3266305588549
245190,20190123,10,PM2.5,17.0
245196,20190123,11,PCA,-103.04106974306572
245196,20190123,11,PM2.5,17.0
245202,20190123,12,PCA,-118.17089373666154
245202,20190123,12,PM2.5,9.0
245208,20190123,13,PCA,-115.97906758667197
245208,20190123,13,PM2.5,11.0
245214,20190123,14,PCA,-117.0979018954593
245214,20190123,14,PM2.5,10.0
245220,20190123,15,PCA,-115.15023880939438
245220,20190123,15,PM2.5,13.0
245226,20190123,16,PCA,-113.89874364340133
245226,20190123,16,PM2.5,14.0
245232,20190123,17,PCA,-107.12646499446355
245232,20190123,17,PM2.5,13.0
245238,20190123,18,PCA,-73.4893731436905
245238,20190123,18,PM2.5,25.0
245244,20190123,19,PCA,-61.23689797035652
245244,20190123,19,PM2.5,32.0
245250,20190123,20,PCA,-63.25296091920634
245250,20190123,20,PM2.5,26.0
245256,20190123,21,PCA,-39.58964792372994
245256,20190123,21,PM2.5,48.0
245262,20190123,22,PCA,-33.151571487418956
245262,20190123,22,PM2.5,42.0
245268,20190123,23,PCA,-29.15722082798646
245268,20190123,23,PM2.5,55.0
245274,20190124,0,PCA,-27.33747723305451
245274,20190124,0,PM2.5,60.0
245280,20190124,1,PCA,-21.032940847799146
245280,20190124,1,PM2.5,64.0
245286,20190124,2,PCA,-23.660630334734236
245286,20190124,2,PM2.5,61.0
245292,20190124,3,PCA,-31.592093343789802
245292,20190124,3,PM2.5,56.0
245298,20190124,5,PCA,-28.614376519375554
245298,20190124,5,PM2.5,57.0
245304,20190124,6,PCA,-33.42390318798123
245304,20190124,6,PM2.5,54.0
245310,20190124,7,PCA,-25.207390948024468
245310,20190124,7,PM2.5,59.0
245316,20190124,8,PCA,-25.373844925157286
245316,20190124,8,PM2.5,59.0
245322,20190124,9,PCA,-11.73926512450222
245322,20190124,9,PM2.5,69.0
245328,20190124,10,PCA,-4.1257629744589055
245328,20190124,10,PM2.5,76.0
245334,20190124,11,PCA,-5.985850200753762
245334,20190124,11,PM2.5,77.0
245340,20190124,12,PCA,-7.76880473007118
245340,20190124,12,PM2.5,77.0
245358,20190124,15,PCA,-31.192052574128258
245358,20190124,15,PM2.5,45.0
245364,20190124,16,PCA,-32.959804455439496
245364,20190124,16,PM2.5,61.0
245370,20190124,17,PCA,-23.126328736856543
245370,20190124,17,PM2.5,68.0
245376,20190124,18,PCA,-23.24777361158571
245376,20190124,18,PM2.5,63.0
245382,20190124,19,PCA,1.4489679104819055
245382,20190124,19,PM2.5,75.0
245388,20190124,20,PCA,18.084439102314334
245388,20190124,20,PM2.5,85.0
245394,20190124,21,PCA,31.113355003723317
245394,20190124,21,PM2.5,94.0
245400,20190124,22,PCA,26.495312520271835
245400,20190124,22,PM2.5,92.0
245406,20190124,23,PCA,30.89385548065849
245406,20190124,23,PM2.5,95.0
245412,20190125,0,PCA,38.94215461299768
245412,20190125,0,PM2.5,100.0
245418,20190125,1,PCA,37.9343426318884
245418,20190125,1,PM2.5,100.0
245424,20190125,2,PCA,-6.995246312477206
245424,20190125,2,PM2.5,72.0
245430,20190125,3,PCA,-110.60305310375038
245430,20190125,3,PM2.5,8.0
245436,20190125,4,PCA,-100.15129787654567
245436,20190125,4,PM2.5,8.0
245442,20190125,5,PCA,-111.46184236601732
245442,20190125,5,PM2.5,11.0
245448,20190125,6,PCA,-116.46663603475098
245448,20190125,6,PM2.5,7.0
245454,20190125,7,PCA,-113.48003984448138
245454,20190125,7,PM2.5,5.0
245460,20190125,8,PCA,-106.08372831227037
