,date,hour,type,房山
2346,20140419,23,PCA,-13.44731664699113
2346,20140419,23,PM2.5,63.0
2352,20140420,0,PCA,-2.636056333745647
2352,20140420,0,PM2.5,72.0
2358,20140420,1,PCA,5.388160761605799
2358,20140420,1,PM2.5,74.0
2364,20140420,2,PCA,13.100456016437416
2364,20140420,2,PM2.5,78.0
2370,20140420,3,PCA,16.498948312011866
2370,20140420,3,PM2.5,78.0
2376,20140420,4,PCA,26.36895602108775
2376,20140420,4,PM2.5,88.0
2382,20140420,5,PCA,21.819540857262748
2382,20140420,5,PM2.5,80.0
2388,20140420,6,PCA,37.348505525249806
2388,20140420,6,PM2.5,99.0
2394,20140420,7,PCA,45.28709180501294
2394,20140420,7,PM2.5,105.0
2400,20140420,8,PCA,36.4334658131073
2400,20140420,8,PM2.5,85.0
2406,20140420,9,PCA,56.71940097242288
2406,20140420,9,PM2.5,110.0
2412,20140420,10,PCA,34.02436634162992
2412,20140420,10,PM2.5,87.0
2418,20140420,11,PCA,21.26237548101007
2418,20140420,11,PM2.5,79.0
2436,20140420,14,PCA,-34.663918992530284
2436,20140420,14,PM2.5,41.0
2442,20140420,15,PCA,-23.02761158424643
2442,20140420,15,PM2.5,68.0
2448,20140420,16,PCA,-31.01357664640322
2448,20140420,16,PM2.5,64.0
2454,20140420,17,PCA,-38.65969247900254
2454,20140420,17,PM2.5,60.0
2460,20140420,18,PCA,-54.89566134026548
2460,20140420,18,PM2.5,37.0
2466,20140420,19,PCA,-47.15844366231844
2466,20140420,19,PM2.5,48.0
2472,20140420,20,PCA,-45.86788990776496
2472,20140420,20,PM2.5,44.0
2478,20140420,21,PCA,-42.66537517615229
2478,20140420,21,PM2.5,48.0
2484,20140420,22,PCA,-31.635528992984455
2484,20140420,22,PM2.5,59.0
2616,20140422,4,PCA,86.90377422214571
2616,20140422,4,PM2.5,125.0
2622,20140422,5,PCA,72.26615783717378
2622,20140422,5,PM2.5,106.0
2628,20140422,6,PCA,31.066465174514263
2628,20140422,6,PM2.5,63.0
2634,20140422,7,PCA,19.81190750662794
2634,20140422,7,PM2.5,64.0
2640,20140422,8,PCA,-17.929151312659258
2640,20140422,8,PM2.5,42.0
2646,20140422,9,PCA,-29.556134643872387
2646,20140422,9,PM2.5,49.0
2652,20140422,10,PCA,-27.055953060660315
2652,20140422,10,PM2.5,51.0
2658,20140422,11,PCA,-30.63936950984264
2658,20140422,11,PM2.5,47.0
2664,20140422,12,PCA,-29.162887257091352
2664,20140422,12,PM2.5,64.0
2670,20140422,13,PCA,-38.262176994535565
2670,20140422,13,PM2.5,59.0
2676,20140422,14,PCA,-38.564835372482925
2676,20140422,14,PM2.5,59.0
2682,20140422,15,PCA,-26.36165137619234
2682,20140422,15,PM2.5,70.0
2688,20140422,16,PCA,-28.138242001541872
2688,20140422,16,PM2.5,64.5
2694,20140422,18,PCA,-29.914832626891425
2694,20140422,18,PM2.5,59.0
2700,20140422,19,PCA,-12.440542084305672
2700,20140422,19,PM2.5,76.0
2706,20140422,20,PCA,-31.945804108050496
2706,20140422,20,PM2.5,56.0
2712,20140422,21,PCA,-42.77979272770982
2712,20140422,21,PM2.5,48.0
2718,20140422,22,PCA,-33.68669895371938
2718,20140422,22,PM2.5,50.0
2724,20140422,23,PCA,-27.211976900098083
2724,20140422,23,PM2.5,62.0
2730,20140423,0,PCA,-12.080104492527871
2730,20140423,0,PM2.5,77.0
2736,20140423,1,PCA,-4.5696817989889285
2736,20140423,1,PM2.5,81.0
2742,20140423,2,PCA,4.892382082684445
2742,20140423,2,PM2.5,85.0
2748,20140423,3,PCA,15.85126891243509
2748,20140423,3,PM2.5,90.0
2754,20140423,4,PCA,37.520516411751565
2754,20140423,4,PM2.5,105.0
2760,20140423,5,PCA,46.15128937111694
2760,20140423,5,PM2.5,111.0
2766,20140423,6,PCA,52.43792129962828
2766,20140423,6,PM2.5,109.0
2772,20140423,7,PCA,72.67579523532604
2772,20140423,7,PM2.5,125.0
2778,20140423,8,PCA,73.25109076202006
2778,20140423,8,PM2.5,122.0
2784,20140423,9,PCA,87.72262503664673
2784,20140423,9,PM2.5,135.0
2790,20140423,10,PCA,120.62116877165654
2790,20140423,10,PM2.5,166.0
2796,20140423,11,PCA,135.96586876519171
2796,20140423,11,PM2.5,177.0
2802,20140423,12,PCA,161.5848927719612
2802,20140423,12,PM2.5,197.0
2808,20140423,13,PCA,185.68292470604996
2808,20140423,13,PM2.5,216.0
2814,20140423,14,PCA,174.72683651499662
2814,20140423,14,PM2.5,195.0
2820,20140423,15,PCA,164.35441546129638
2820,20140423,15,PM2.5,182.0
2826,20140423,16,PCA,145.63245068587315
2826,20140423,16,PM2.5,162.0
2832,20140423,17,PCA,138.4994854098034
2832,20140423,17,PM2.5,160.0
2838,20140423,18,PCA,113.6037522673646
2838,20140423,18,PM2.5,141.0
2844,20140429,2,PCA,17.441650338802212
2844,20140429,2,PM2.5,84.0
2850,20140429,3,PCA,27.7074667946181
2850,20140429,3,PM2.5,92.0
2856,20140429,4,PCA,38.954708867226664
2856,20140429,4,PM2.5,104.9
2862,20140429,5,PCA,39.14896813294784
2862,20140429,5,PM2.5,102.3
2868,20140429,6,PCA,42.722472827927646
2868,20140429,6,PM2.5,99.4
2874,20140429,7,PCA,46.49094024148056
2874,20140429,7,PM2.5,104.4
2880,20140429,8,PCA,55.82129931331899
2880,20140429,8,PM2.5,116.1
2886,20140429,9,PCA,54.73969200510944
2886,20140429,9,PM2.5,120.7
2892,20140429,10,PCA,49.62565413636549
2892,20140429,10,PM2.5,113.8
2898,20140429,11,PCA,45.66472757805282
2898,20140429,11,PM2.5,113.2
2904,20140429,12,PCA,46.11602596533345
2904,20140429,12,PM2.5,123.1
2910,20140429,13,PCA,17.029906394092112
2910,20140429,13,PM2.5,90.5
2916,20140429,14,PCA,5.668063194482391
2916,20140429,14,PM2.5,78.0
2922,20140429,15,PCA,9.477973635124904
2922,20140429,15,PM2.5,88.4
2928,20140429,16,PCA,-6.421473842297308
2928,20140429,16,PM2.5,67.8
2934,20140429,17,PCA,14.198306264864355
2934,20140429,17,PM2.5,94.7
2940,20140429,18,PCA,13.311289631645666
2940,20140429,18,PM2.5,90.1
2946,20140429,19,PCA,14.686186643612032
2946,20140429,19,PM2.5,86.8
2952,20140429,20,PCA,37.526816612632174
2952,20140429,20,PM2.5,110.5
2958,20140429,21,PCA,42.200789814518686
2958,20140429,21,PM2.5,111.4
2964,20140429,22,PCA,53.11153403142288
2964,20140429,22,PM2.5,114.6
2970,20140429,23,PCA,53.219874320432346
2970,20140429,23,PM2.5,107.8
2976,20140430,0,PCA,53.12787889610047
2976,20140430,0,PM2.5,111.1
2982,20140430,1,PCA,47.55388170858568
2982,20140430,1,PM2.5,103.1
2988,20140430,2,PCA,54.067860631273156
2988,20140430,2,PM2.5,112.7
2994,20140430,3,PCA,55.457475126198844
2994,20140430,3,PM2.5,115.2
3000,20140430,4,PCA,68.24514419135546
3000,20140430,4,PM2.5,118.5
3006,20140430,5,PCA,58.31731459915352
3006,20140430,5,PM2.5,104.0
3012,20140430,6,PCA,75.0160066458508
3012,20140430,6,PM2.5,121.7
3018,20140430,7,PCA,65.14576146301538
3018,20140430,7,PM2.5,110.1
3024,20140430,8,PCA,74.7522132117186
3024,20140430,8,PM2.5,124.8
3030,20140430,9,PCA,92.98158459635549
3030,20140430,9,PM2.5,148.4
3036,20140430,10,PCA,95.15751168264916
3036,20140430,10,PM2.5,152.7
3042,20140430,11,PCA,66.4028982641175
3042,20140430,11,PM2.5,129.4
3048,20140430,12,PCA,64.16913522365002
3048,20140430,12,PM2.5,136.7
3054,20140430,13,PCA,53.946548708381464
3054,20140430,13,PM2.5,129.1
3060,20140430,14,PCA,44.35200802072716
3060,20140430,14,PM2.5,114.6
3066,20140430,15,PCA,29.549883002602385
3066,20140430,15,PM2.5,94.6
3072,20140430,16,PCA,34.84900980262032
3072,20140430,16,PM2.5,99.9
3078,20140430,17,PCA,34.29209621856197
3078,20140430,17,PM2.5,97.1
3084,20140430,18,PCA,36.592502703205305
3084,20140430,18,PM2.5,98.0
3090,20140430,19,PCA,33.94706184237847
3090,20140430,19,PM2.5,89.0
3096,20140430,20,PCA,40.77020576007566
3096,20140430,20,PM2.5,95.4
3102,20140430,21,PCA,58.67996724382393
3102,20140430,21,PM2.5,108.2
3108,20140430,22,PCA,47.391156700932825
3108,20140430,22,PM2.5,102.0
3114,20140430,23,PCA,54.0827565372908
3114,20140430,23,PM2.5,109.9
3120,20140501,0,PCA,47.56914122133144
3120,20140501,0,PM2.5,101.8
3126,20140501,1,PCA,50.118158623695116
3126,20140501,1,PM2.5,102.9
3132,20140501,2,PCA,52.72098755145987
3132,20140501,2,PM2.5,108.9
3138,20140501,3,PCA,55.87448997884898
3138,20140501,3,PM2.5,115.0
3144,20140501,4,PCA,64.6140557244599
3144,20140501,4,PM2.5,123.5
3150,20140501,5,PCA,79.94525645488726
3150,20140501,5,PM2.5,142.7
3156,20140501,6,PCA,91.37064343106245
3156,20140501,6,PM2.5,146.3
3162,20140501,7,PCA,89.2415495119977
3162,20140501,7,PM2.5,130.8
3168,20140501,8,PCA,106.51181270578897
3168,20140501,8,PM2.5,158.6
3174,20140501,9,PCA,97.24611289428883
3174,20140501,9,PM2.5,152.0
3180,20140501,10,PCA,100.74584149286781
3180,20140501,10,PM2.5,163.9
3186,20140501,11,PCA,111.40649409547888
3186,20140501,11,PM2.5,181.7
3192,20140501,12,PCA,101.30937877911761
3192,20140501,12,PM2.5,173.9
3198,20140501,13,PCA,112.40335038606483
3198,20140501,13,PM2.5,189.7
3204,20140501,14,PCA,110.73096284965824
3204,20140501,14,PM2.5,184.5
3210,20140501,15,PCA,111.19019995197534
3210,20140501,15,PM2.5,184.1
3216,20140501,16,PCA,102.61506477008524
3216,20140501,16,PM2.5,167.7
3222,20140501,17,PCA,99.83760510037278
3222,20140501,17,PM2.5,159.4
3228,20140501,18,PCA,99.83737095710251
3228,20140501,18,PM2.5,148.8
3234,20140501,19,PCA,66.37810037445556
3234,20140501,19,PM2.5,95.8
3240,20140501,20,PCA,62.989660593094506
3240,20140501,20,PM2.5,92.3
3246,20140501,21,PCA,38.24111898263903
3246,20140501,21,PM2.5,58.1
3252,20140501,22,PCA,26.71731775403618
3252,20140501,22,PM2.5,48.1
3258,20140501,23,PCA,18.201693954981998
3258,20140501,23,PM2.5,40.4
3264,20140502,0,PCA,8.874879957183328
3264,20140502,0,PM2.5,31.0
3270,20140502,1,PCA,4.128554226476179
3270,20140502,1,PM2.5,29.6
3276,20140502,2,PCA,-0.4801037768547256
3276,20140502,2,PM2.5,26.6
3282,20140502,3,PCA,-3.6358171047156254
3282,20140502,3,PM2.5,25.7
3288,20140502,4,PCA,-5.748093779683521
3288,20140502,4,PM2.5,22.2
3294,20140502,5,PCA,-17.025805906496373
3294,20140502,5,PM2.5,20.7
3300,20140502,6,PCA,-27.49125111177289
3300,20140502,6,PM2.5,13.6
3306,20140502,7,PCA,-33.59862615395238
3306,20140502,7,PM2.5,12.2
3312,20140502,8,PCA,-22.657049634669367
3312,20140502,8,PM2.5,34.0
3318,20140502,9,PCA,-26.356478875462653
3318,20140502,9,PM2.5,32.6
3324,20140502,10,PCA,-35.84107057477702
3324,20140502,10,PM2.5,26.4
3330,20140502,11,PCA,-46.26061611988558
3330,20140502,11,PM2.5,20.3
3336,20140502,12,PCA,-56.580477471459304
3336,20140502,12,PM2.5,14.4
3342,20140502,13,PCA,-66.63940531021531
3342,20140502,13,PM2.5,8.8
3348,20140502,14,PCA,-65.54540307673973
3348,20140502,14,PM2.5,18.9
3354,20140502,15,PCA,-66.91238291977798
3354,20140502,15,PM2.5,24.0
3360,20140502,16,PCA,-84.77832839075072
3360,20140502,16,PM2.5,8.4
3366,20140502,17,PCA,-82.13459987527992
3366,20140502,17,PM2.5,18.2
3372,20140502,18,PCA,-68.0446448301687
3372,20140502,18,PM2.5,28.7
3378,20140502,19,PCA,-70.688688333085
3378,20140502,19,PM2.5,42.9
3384,20140502,20,PCA,-91.43118533493761
3384,20140502,20,PM2.5,10.1
3390,20140502,21,PCA,-77.71927439207931
3390,20140502,21,PM2.5,17.7
3396,20140502,22,PCA,-68.63479062048513
3396,20140502,22,PM2.5,24.3
3402,20140502,23,PCA,-61.93101934066034
3402,20140502,23,PM2.5,32.9
3408,20140503,0,PCA,-69.30563387868264
3408,20140503,0,PM2.5,28.9
3414,20140503,1,PCA,-52.793388609321006
3414,20140503,1,PM2.5,39.8
3420,20140503,2,PCA,-48.013031004092824
3420,20140503,2,PM2.5,34.2
3426,20140503,3,PCA,-48.986917664771106
3426,20140503,3,PM2.5,33.7
3432,20140503,4,PCA,-46.999322240411416
3432,20140503,4,PM2.5,37.8
3438,20140503,5,PCA,-44.473219685088694
3438,20140503,5,PM2.5,41.0
3444,20140503,6,PCA,-47.31071601882081
3444,20140503,6,PM2.5,37.6
3450,20140503,7,PCA,-36.146226876944915
3450,20140503,7,PM2.5,53.0
3456,20140503,8,PCA,-29.229870120171434
3456,20140503,8,PM2.5,65.1
3462,20140503,9,PCA,-14.229800110846414
3462,20140503,9,PM2.5,96.5
3468,20140503,10,PCA,-41.93307086536744
3468,20140503,10,PM2.5,60.4
3474,20140503,11,PCA,-34.42231956190448
3474,20140503,11,PM2.5,75.2
3480,20140503,12,PCA,-42.19940445740942
3480,20140503,12,PM2.5,63.2
3486,20140503,13,PCA,-36.03292647290214
3486,20140503,13,PM2.5,72.5
3492,20140503,14,PCA,-55.197861409923085
3492,20140503,14,PM2.5,46.8
3498,20140503,15,PCA,-60.69740370204052
3498,20140503,15,PM2.5,36.4
3504,20140503,16,PCA,-63.55058838569869
3504,20140503,16,PM2.5,34.2
3510,20140503,17,PCA,-61.41029625760629
3510,20140503,17,PM2.5,37.6
3516,20140503,18,PCA,-6.8479911566383205
3516,20140503,18,PM2.5,111.3
3522,20140503,19,PCA,-1.4927089890302394
3522,20140503,19,PM2.5,105.7
3528,20140503,20,PCA,-15.49179017550859
3528,20140503,20,PM2.5,79.1
3534,20140503,21,PCA,-46.26852351691688
3534,20140503,21,PM2.5,34.1
3540,20140503,22,PCA,-51.993272015874076
3540,20140503,22,PM2.5,27.1
3546,20140503,23,PCA,-47.49847855790606
3546,20140503,23,PM2.5,33.9
3552,20140504,0,PCA,-48.828892051951264
3552,20140504,0,PM2.5,30.8
3558,20140504,1,PCA,-48.76297501633836
3558,20140504,1,PM2.5,29.2
3564,20140504,2,PCA,-52.07050971677933
3564,20140504,2,PM2.5,25.0
3570,20140504,3,PCA,-46.70848080015636
3570,20140504,3,PM2.5,32.1
3576,20140504,4,PCA,-41.20220019900341
3576,20140504,4,PM2.5,39.5
3582,20140504,5,PCA,-48.61660838646556
3582,20140504,5,PM2.5,28.7
3588,20140504,6,PCA,-46.991977895941226
3588,20140504,6,PM2.5,29.6
3594,20140504,7,PCA,-35.65572262893215
3594,20140504,7,PM2.5,41.5
3600,20140504,8,PCA,-39.35326512841042
3600,20140504,8,PM2.5,40.4
3606,20140504,9,PCA,-53.47829182908687
3606,20140504,9,PM2.5,22.9
3612,20140504,10,PCA,-55.98126586103285
3612,20140504,10,PM2.5,20.6
3618,20140504,11,PCA,-53.23283115319749
3618,20140504,11,PM2.5,26.2
3624,20140504,12,PCA,-54.54340302879305
3624,20140504,12,PM2.5,24.15
3630,20140504,13,PCA,-55.27039465223955
3630,20140504,13,PM2.5,22.1
3636,20140504,14,PCA,-48.519100882328836
3636,20140504,14,PM2.5,32.1
3642,20140504,15,PCA,-58.36117680800428
3642,20140504,15,PM2.5,17.2
3648,20140504,16,PCA,-58.00318267473137
3648,20140504,16,PM2.5,19.0
3654,20140504,17,PCA,-60.24884899318824
3654,20140504,17,PM2.5,16.5
3660,20140504,18,PCA,-65.40776233399535
3660,20140504,18,PM2.5,16.1
3666,20140504,19,PCA,-73.57075555977741
3666,20140504,19,PM2.5,20.0
3672,20140504,20,PCA,-74.98790993168409
3672,20140504,20,PM2.5,18.5
3678,20140504,21,PCA,-56.95185176257126
3678,20140504,21,PM2.5,28.9
3684,20140504,22,PCA,-36.59773203572133
3684,20140504,22,PM2.5,48.1
3690,20140504,23,PCA,-28.650448065267593
3690,20140504,23,PM2.5,60.1
3696,20140505,0,PCA,-29.741645435248703
3696,20140505,0,PM2.5,60.3
3702,20140505,1,PCA,-33.285068700379526
3702,20140505,1,PM2.5,57.4
3708,20140505,2,PCA,-44.856142773886795
3708,20140505,2,PM2.5,41.6
3714,20140505,3,PCA,-51.160857372479676
3714,20140505,3,PM2.5,39.5
3720,20140505,4,PCA,-50.04413149588917
3720,20140505,4,PM2.5,36.35
3726,20140505,5,PCA,-48.92740561929868
3726,20140505,5,PM2.5,33.2
3732,20140505,6,PCA,-52.54374936323223
3732,20140505,6,PM2.5,29.2
3738,20140505,7,PCA,-53.545083195227974
3738,20140505,7,PM2.5,30.5
3744,20140505,8,PCA,-55.17081843976718
3744,20140505,8,PM2.5,39.0
3750,20140505,9,PCA,-1.2083687952170201
3750,20140505,9,PM2.5,126.0
3756,20140505,10,PCA,-71.67407815053116
3756,20140505,10,PM2.5,27.0
3762,20140505,11,PCA,-73.01751256248008
3762,20140505,11,PM2.5,25.7
3768,20140505,12,PCA,-74.55349361471065
3768,20140505,12,PM2.5,26.2
3774,20140505,13,PCA,-78.64966831307457
3774,20140505,13,PM2.5,21.8
3780,20140505,14,PCA,-73.62749174119692
3780,20140505,14,PM2.5,29.4
3786,20140505,15,PCA,-78.69326342536192
3786,20140505,15,PM2.5,23.1
3792,20140505,16,PCA,-71.04171785937795
3792,20140505,16,PM2.5,32.5
3798,20140505,17,PCA,25.22642565334204
3798,20140505,17,PM2.5,165.5
3804,20140505,18,PCA,-67.51207170090137
3804,20140505,18,PM2.5,32.8
3810,20140505,19,PCA,-62.34074810464857
3810,20140505,19,PM2.5,30.8
3816,20140505,20,PCA,-46.048429891663346
3816,20140505,20,PM2.5,42.3
3822,20140505,21,PCA,658.3250152367038
3822,20140505,21,PM2.5,1000.0
3828,20140505,22,PCA,13.878156790816918
3828,20140505,22,PM2.5,56.8
3834,20140505,23,PCA,3.895596698538104
3834,20140505,23,PM2.5,52.0
3840,20140506,0,PCA,-7.700274619259009
3840,20140506,0,PM2.5,47.3
3846,20140506,1,PCA,-10.685761108910873
3846,20140506,1,PM2.5,45.1
3852,20140506,2,PCA,-3.737200731169188
3852,20140506,2,PM2.5,57.5
3858,20140506,3,PCA,12.696554883357342
3858,20140506,3,PM2.5,70.3
3864,20140506,4,PCA,15.543307019425086
3864,20140506,4,PM2.5,65.7
3870,20140506,5,PCA,14.621049902724252
3870,20140506,5,PM2.5,56.3
3876,20140506,6,PCA,30.454719840412604
3876,20140506,6,PM2.5,76.9
3882,20140506,7,PCA,26.98528499615983
3882,20140506,7,PM2.5,69.3
3888,20140506,8,PCA,55.220344341298095
3888,20140506,8,PM2.5,110.1
3894,20140506,9,PCA,14.407305195886261
3894,20140506,9,PM2.5,61.5
3900,20140506,10,PCA,10.19262100875998
3900,20140506,10,PM2.5,56.0
3906,20140506,11,PCA,14.579767949923083
3906,20140506,11,PM2.5,59.3
3924,20140506,14,PCA,18.168213284318785
3924,20140506,14,PM2.5,65.3
3930,20140506,15,PCA,40.03095013925508
3930,20140506,15,PM2.5,101.1
3936,20140506,16,PCA,27.30878809301033
3936,20140506,16,PM2.5,83.8
3942,20140506,17,PCA,34.18721134749894
3942,20140506,17,PM2.5,98.0
3948,20140506,18,PCA,31.484115116447
3948,20140506,18,PM2.5,93.5
3954,20140506,19,PCA,47.014690480955494
3954,20140506,19,PM2.5,106.6
3960,20140506,20,PCA,68.31856694020505
3960,20140506,20,PM2.5,119.3
3966,20140506,21,PCA,34.377273540390966
3966,20140506,21,PM2.5,113.3
3972,20140506,22,PCA,38.68033749297879
3972,20140506,22,PM2.5,118.9
3978,20140506,23,PCA,47.198464562008496
3978,20140506,23,PM2.5,121.8
3984,20140507,0,PCA,62.11855559128895
3984,20140507,0,PM2.5,130.7
3990,20140507,1,PCA,60.36311340864612
3990,20140507,1,PM2.5,116.7
3996,20140507,2,PCA,68.65159033217958
3996,20140507,2,PM2.5,124.5
4002,20140507,3,PCA,70.50475673902751
4002,20140507,3,PM2.5,122.7
4008,20140507,4,PCA,81.83450372381321
4008,20140507,4,PM2.5,140.3
4014,20140507,5,PCA,96.47871983211006
4014,20140507,5,PM2.5,153.9
4020,20140507,6,PCA,89.85559279812394
4020,20140507,6,PM2.5,140.7
4026,20140507,7,PCA,98.99761159001373
4026,20140507,7,PM2.5,149.4
4032,20140507,8,PCA,101.78784420862841
4032,20140507,8,PM2.5,152.6
4038,20140507,9,PCA,66.78007383899273
4038,20140507,9,PM2.5,116.3
4044,20140507,10,PCA,-12.382359018548131
4044,20140507,10,PM2.5,23.9
4050,20140507,11,PCA,-16.17615290258158
4050,20140507,11,PM2.5,23.4
4056,20140507,12,PCA,-15.80198794790398
4056,20140507,12,PM2.5,29.0
4062,20140507,13,PCA,-28.043881701849568
4062,20140507,13,PM2.5,19.4
4068,20140507,14,PCA,-30.350940397181244
4068,20140507,14,PM2.5,18.4
4074,20140507,15,PCA,-28.14741404247814
4074,20140507,15,PM2.5,25.2
4080,20140507,16,PCA,-38.62769031184107
4080,20140507,16,PM2.5,13.0
4086,20140507,17,PCA,-40.97407767688474
4086,20140507,17,PM2.5,13.4
4092,20140507,18,PCA,-46.000542516036816
4092,20140507,18,PM2.5,9.6
4098,20140507,19,PCA,-50.87196440469988
4098,20140507,19,PM2.5,4.3
4104,20140507,20,PCA,-36.18444573443892
4104,20140507,20,PM2.5,16.8
4110,20140507,21,PCA,-24.34540589184518
4110,20140507,21,PM2.5,25.1
4116,20140507,22,PCA,-20.729756856834364
4116,20140507,22,PM2.5,31.1
4122,20140507,23,PCA,-37.228115430651194
4122,20140507,23,PM2.5,23.4
4128,20140508,0,PCA,-26.339490571129282
4128,20140508,0,PM2.5,37.4
4134,20140508,1,PCA,1.6161302912772761
4134,20140508,1,PM2.5,79.4
4140,20140508,2,PCA,13.947022025617892
4140,20140508,2,PM2.5,96.2
4146,20140508,3,PCA,11.546108428750516
4146,20140508,3,PM2.5,94.5
4152,20140508,4,PCA,23.813806087842917
4152,20140508,4,PM2.5,110.9
4158,20140508,5,PCA,11.492851574344595
4158,20140508,5,PM2.5,93.5
4164,20140508,6,PCA,-5.598671217552446
4164,20140508,6,PM2.5,74.4
4170,20140508,7,PCA,-2.0944799383913337
4170,20140508,7,PM2.5,80.2
4176,20140508,8,PCA,-2.3343595798807444
4176,20140508,8,PM2.5,84.6
4182,20140508,9,PCA,-8.932862948818155
4182,20140508,9,PM2.5,88.1
4188,20140508,10,PCA,-30.566344358033067
4188,20140508,10,PM2.5,75.9
4194,20140508,11,PCA,-31.20557090172563
4194,20140508,11,PM2.5,73.6
4200,20140508,12,PCA,-37.50388193784402
4200,20140508,12,PM2.5,67.1
4206,20140508,13,PCA,-49.75430700262991
4206,20140508,13,PM2.5,49.9
4212,20140508,14,PCA,-49.181527656085514
4212,20140508,14,PM2.5,51.1
4218,20140508,15,PCA,-49.94439734000318
4218,20140508,15,PM2.5,48.1
4224,20140508,16,PCA,-34.794059284493216
4224,20140508,16,PM2.5,69.6
4230,20140508,17,PCA,-35.02307551244231
4230,20140508,17,PM2.5,64.5
4236,20140508,18,PCA,-43.31316504100563
4236,20140508,18,PM2.5,52.2
4242,20140508,19,PCA,-37.022213402509465
4242,20140508,19,PM2.5,53.3
4248,20140508,20,PCA,-22.780411141626004
4248,20140508,20,PM2.5,64.8
4254,20140508,21,PCA,-32.75383697907269
4254,20140508,21,PM2.5,52.8
4260,20140508,22,PCA,-29.468550890863337
4260,20140508,22,PM2.5,49.0
4266,20140508,23,PCA,-21.679070967951617
4266,20140508,23,PM2.5,54.7
4272,20140509,0,PCA,-21.26745153321562
4272,20140509,0,PM2.5,56.8
4278,20140509,1,PCA,-17.731058701308115
4278,20140509,1,PM2.5,60.8
4284,20140509,2,PCA,-10.844462668208676
4284,20140509,2,PM2.5,68.3
4290,20140509,3,PCA,13.47397151983125
4290,20140509,3,PM2.5,80.4
4296,20140509,4,PCA,10.719322137862568
4296,20140509,4,PM2.5,81.7
4302,20140509,5,PCA,-9.313897613716673
4302,20140509,5,PM2.5,67.1
4308,20140509,6,PCA,-10.470523832750319
4308,20140509,6,PM2.5,66.1
4314,20140509,7,PCA,8.80817979975427
4314,20140509,7,PM2.5,82.6
4320,20140509,8,PCA,19.782470303355538
4320,20140509,8,PM2.5,94.6
4326,20140509,9,PCA,30.065317295858197
4326,20140509,9,PM2.5,105.7
4332,20140509,10,PCA,21.97089937312089
4332,20140509,10,PM2.5,98.7
4338,20140509,11,PCA,18.938842560998054
4338,20140509,11,PM2.5,98.4
4344,20140509,12,PCA,1.2612013626177172
4344,20140509,12,PM2.5,79.7
4350,20140509,13,PCA,-5.732805811051968
4350,20140509,13,PM2.5,74.1
4356,20140509,14,PCA,-12.777372606488338
4356,20140509,14,PM2.5,67.4
4362,20140509,15,PCA,-18.137962984440044
4362,20140509,15,PM2.5,61.5
4368,20140509,16,PCA,-9.456517445841463
4368,20140509,16,PM2.5,67.6
4374,20140509,17,PCA,1.8038193016731578
4374,20140509,17,PM2.5,76.7
4380,20140509,18,PCA,-25.59832017393664
4380,20140509,18,PM2.5,53.0
4386,20140509,19,PCA,-39.51436106992221
4386,20140509,19,PM2.5,35.7
4392,20140509,20,PCA,-39.2668371443917
4392,20140509,20,PM2.5,37.6
4398,20140509,21,PCA,-39.90713131006504
4398,20140509,21,PM2.5,38.5
4404,20140509,22,PCA,-28.02930471719851
4404,20140509,22,PM2.5,49.2
