,date,hour,type,密云水库
265200,20190612,1,PM2.5,19.0
265206,20190612,2,PCA,-29.301304802640782
265206,20190612,2,PM2.5,27.0
265212,20190612,3,PCA,-29.045836734364862
265212,20190612,3,PM2.5,28.0
265218,20190612,4,PCA,-32.38032007460121
265218,20190612,4,PM2.5,27.0
265224,20190612,5,PCA,-22.15916503241147
265224,20190612,5,PM2.5,33.0
265230,20190612,6,PCA,-11.537574540967196
265230,20190612,6,PM2.5,39.0
265236,20190612,7,PCA,-23.212376152436693
265236,20190612,7,PM2.5,33.0
265242,20190612,8,PCA,-23.78423192030647
265242,20190612,8,PM2.5,32.0
265248,20190612,9,PCA,-20.37868097016737
265248,20190612,9,PM2.5,33.0
265254,20190612,10,PCA,-22.21764543410776
265254,20190612,10,PM2.5,28.0
265260,20190612,11,PCA,-17.40800924004975
265260,20190612,11,PM2.5,20.0
265266,20190612,12,PCA,-3.430042375168289
265266,20190612,12,PM2.5,18.0
265272,20190612,13,PCA,18.409774646995945
265272,20190612,13,PM2.5,23.0
265278,20190612,14,PCA,41.485376133245744
265278,20190612,14,PM2.5,28.0
265284,20190612,15,PCA,60.84979471682546
265284,20190612,15,PM2.5,36.0
265290,20190612,16,PCA,79.856897454067
265290,20190612,16,PM2.5,48.0
265296,20190612,17,PCA,73.75744577126282
265296,20190612,17,PM2.5,49.0
265302,20190612,18,PCA,71.14151168265234
265302,20190612,18,PM2.5,50.0
265308,20190612,19,PCA,68.10003478471154
265308,20190612,19,PM2.5,49.0
265314,20190612,20,PCA,64.54338294713696
265314,20190612,20,PM2.5,45.0
265320,20190612,21,PCA,27.687071740820556
265320,20190612,21,PM2.5,28.0
265326,20190612,22,PCA,6.363151128093257
265326,20190612,22,PM2.5,32.0
265332,20190612,23,PCA,-6.772200847524561
265332,20190612,23,PM2.5,35.0
265338,20190613,0,PCA,-5.778231931869839
265338,20190613,0,PM2.5,38.0
265344,20190613,1,PCA,-10.923459717422272
265344,20190613,1,PM2.5,36.0
265350,20190613,2,PCA,-23.307315001577486
265350,20190613,2,PM2.5,30.0
265356,20190613,3,PCA,0.7941360487789049
265356,20190613,3,PM2.5,46.0
265362,20190613,4,PCA,-1.5590018015026212
265362,20190613,4,PM2.5,45.0
265368,20190613,5,PCA,8.146806029128607
265368,20190613,5,PM2.5,52.0
265374,20190613,6,PCA,-13.084216881454584
265374,20190613,6,PM2.5,37.0
265380,20190613,7,PCA,-25.163366780961223
265380,20190613,7,PM2.5,20.0
265386,20190613,8,PCA,-21.98268123914487
265386,20190613,8,PM2.5,30.0
265392,20190613,9,PCA,-36.83606450576328
265392,20190613,9,PM2.5,15.0
265398,20190613,10,PCA,-35.081431782426584
265398,20190613,10,PM2.5,26.0
265404,20190613,11,PCA,-37.0282234966899
265404,20190613,11,PM2.5,11.0
265410,20190613,12,PCA,-29.403109749410497
265410,20190613,12,PM2.5,13.0
265416,20190613,13,PCA,-28.323474459200472
265416,20190613,13,PM2.5,13.0
265422,20190613,14,PCA,-18.780732181407785
265422,20190613,14,PM2.5,22.0
265428,20190613,15,PCA,5.797913004082519
265428,20190613,15,PM2.5,19.0
265434,20190613,16,PCA,5.874455360145325
265434,20190613,16,PM2.5,15.0
265440,20190613,17,PCA,-2.6789769041423765
265440,20190613,17,PM2.5,18.0
265446,20190613,18,PCA,-13.0734077733759
265446,20190613,18,PM2.5,17.0
265452,20190613,19,PCA,-9.194440720747284
265452,20190613,19,PM2.5,16.0
265458,20190613,20,PCA,-14.74235979188228
265458,20190613,20,PM2.5,17.0
265464,20190613,21,PCA,-14.313926019326058
265464,20190613,21,PM2.5,23.0
265470,20190613,22,PCA,-20.288326820315078
265470,20190613,22,PM2.5,20.0
265476,20190613,23,PCA,-16.11678926599455
265476,20190613,23,PM2.5,29.0
265482,20190614,0,PCA,-22.24438027815187
265482,20190614,0,PM2.5,25.0
265488,20190614,1,PCA,-33.01749915244751
265488,20190614,1,PM2.5,28.0
265494,20190614,2,PCA,-45.13095575428766
265494,20190614,2,PM2.5,22.0
265500,20190614,3,PCA,-40.556027407330774
265500,20190614,3,PM2.5,24.0
265506,20190614,4,PCA,-11.699112531983369
265506,20190614,4,PM2.5,40.0
265512,20190614,5,PCA,-26.73066371782294
265512,20190614,5,PM2.5,31.0
265518,20190614,6,PCA,-23.69583539125955
265518,20190614,6,PM2.5,33.0
265524,20190614,7,PCA,-20.019479207463604
265524,20190614,7,PM2.5,35.0
265530,20190614,8,PCA,-21.60525176172023
265530,20190614,8,PM2.5,34.0
265536,20190614,9,PCA,-34.72387641692316
265536,20190614,9,PM2.5,25.0
265542,20190614,10,PCA,-45.0053170879036
265542,20190614,10,PM2.5,7.0
265548,20190614,11,PCA,-43.802823335682085
265548,20190614,11,PM2.5,13.0
265578,20190614,16,PCA,-44.40695122082961
265578,20190614,16,PM2.5,5.0
265584,20190614,17,PCA,-45.66299282047454
265584,20190614,17,PM2.5,3.0
265590,20190614,18,PCA,-45.03524579934868
265590,20190614,18,PM2.5,4.0
265596,20190614,19,PCA,-49.00565229391071
265596,20190614,19,PM2.5,4.0
265602,20190614,20,PCA,-52.42774508663551
265602,20190614,20,PM2.5,5.0
265608,20190614,21,PCA,-55.74265461500886
265608,20190614,21,PM2.5,5.0
265614,20190614,22,PCA,22.294030629600496
265614,20190614,22,PM2.5,42.0
265620,20190614,23,PCA,19.176426891707667
265620,20190614,23,PM2.5,47.0
265626,20190615,0,PCA,7.2852995959400175
265626,20190615,0,PM2.5,44.0
265632,20190615,1,PCA,-25.405541200049925
265632,20190615,1,PM2.5,26.0
265638,20190615,2,PCA,-39.80475084276985
265638,20190615,2,PM2.5,20.0
265644,20190615,3,PCA,-39.826189022135004
265644,20190615,3,PM2.5,21.0
265650,20190615,4,PCA,-41.34834654534996
265650,20190615,4,PM2.5,21.0
265656,20190615,5,PCA,-45.55387804360911
265656,20190615,5,PM2.5,19.0
265662,20190615,6,PCA,-39.39147608204918
265662,20190615,6,PM2.5,25.0
265668,20190615,7,PCA,-45.00995283221922
265668,20190615,7,PM2.5,20.0
265674,20190615,8,PCA,-42.60901865302895
265674,20190615,8,PM2.5,21.0
265680,20190615,9,PCA,-42.228131973206345
265680,20190615,9,PM2.5,19.0
265686,20190615,10,PCA,-44.470018796706825
265686,20190615,10,PM2.5,16.0
265692,20190615,11,PCA,-35.48965617217165
265692,20190615,11,PM2.5,11.0
265698,20190615,12,PCA,-30.952313879918286
265698,20190615,12,PM2.5,10.0
265704,20190615,13,PCA,-25.326977806657403
265704,20190615,13,PM2.5,15.0
265710,20190615,14,PCA,-15.83483439355847
265710,20190615,14,PM2.5,12.0
265716,20190615,15,PCA,9.222997877263893
265716,20190615,15,PM2.5,18.0
265722,20190615,16,PCA,25.87643935634436
265722,20190615,16,PM2.5,20.0
265728,20190615,17,PCA,31.466227240927935
265728,20190615,17,PM2.5,24.0
265734,20190615,18,PCA,34.23968239055491
265734,20190615,18,PM2.5,23.0
265740,20190615,19,PCA,44.79423965260258
265740,20190615,19,PM2.5,24.0
265746,20190615,20,PCA,127.5138601579478
265746,20190615,20,PM2.5,25.0
265752,20190615,21,PCA,-12.546508097923567
265752,20190615,21,PM2.5,19.0
265758,20190615,22,PCA,-18.697623352270806
265758,20190615,22,PM2.5,20.0
265764,20190615,23,PCA,-27.049396463734713
265764,20190615,23,PM2.5,17.0
265770,20190616,0,PCA,-39.48869273026735
265770,20190616,0,PM2.5,15.0
265776,20190616,1,PCA,-36.13581039853155
265776,20190616,1,PM2.5,18.0
265782,20190616,2,PCA,-45.04347112449317
265782,20190616,2,PM2.5,16.0
265788,20190616,3,PCA,-46.8426009159904
265788,20190616,3,PM2.5,17.0
265794,20190616,4,PCA,-36.49325612955224
265794,20190616,4,PM2.5,24.0
265800,20190616,5,PCA,-46.54007573692056
265800,20190616,5,PM2.5,23.0
265806,20190616,6,PCA,-49.330195053405774
265806,20190616,6,PM2.5,17.0
265812,20190616,7,PCA,-44.81163949645697
265812,20190616,7,PM2.5,18.0
265818,20190616,8,PCA,-48.298070460676264
265818,20190616,8,PM2.5,21.0
265824,20190616,9,PCA,-50.720719591586324
265824,20190616,9,PM2.5,21.0
265830,20190616,10,PCA,-52.92429081872853
265830,20190616,10,PM2.5,20.0
265836,20190616,11,PCA,-60.28809019112432
265836,20190616,11,PM2.5,16.0
265842,20190616,12,PCA,-51.30031904561991
265842,20190616,12,PM2.5,21.0
265848,20190616,13,PCA,-42.873547323273
265848,20190616,13,PM2.5,26.0
265854,20190616,14,PCA,-46.31185401197739
265854,20190616,14,PM2.5,24.0
265860,20190616,15,PCA,-49.50897863866354
265860,20190616,15,PM2.5,22.0
265866,20190616,16,PCA,-39.751878796936936
265866,20190616,16,PM2.5,28.0
265872,20190616,17,PCA,-35.171416901767216
265872,20190616,17,PM2.5,31.0
265878,20190616,18,PCA,-37.718808770569126
265878,20190616,18,PM2.5,29.0
265884,20190616,19,PCA,-39.67797902586109
265884,20190616,19,PM2.5,27.0
265890,20190616,20,PCA,-41.72817320697567
265890,20190616,20,PM2.5,26.0
265896,20190616,21,PCA,-27.562121442734796
265896,20190616,21,PM2.5,34.0
265902,20190616,22,PCA,-24.034870667590305
265902,20190616,22,PM2.5,37.0
265908,20190616,23,PCA,-21.83029066856704
265908,20190616,23,PM2.5,39.0
265914,20190617,0,PCA,-17.33269175423141
265914,20190617,0,PM2.5,42.0
265920,20190617,1,PCA,-3.5253564909215394
265920,20190617,1,PM2.5,52.0
265926,20190617,2,PCA,-2.760803033805591
265926,20190617,2,PM2.5,53.0
265932,20190617,3,PCA,3.4526801871363357
265932,20190617,3,PM2.5,57.0
265938,20190617,4,PCA,4.499031984070731
265938,20190617,4,PM2.5,57.0
265944,20190617,5,PCA,14.605733167309467
265944,20190617,5,PM2.5,64.0
265950,20190617,6,PCA,11.514466030096806
265950,20190617,6,PM2.5,62.0
265956,20190617,7,PCA,12.49644873148501
265956,20190617,7,PM2.5,62.0
265962,20190617,8,PCA,18.908092924642652
265962,20190617,8,PM2.5,66.0
265968,20190617,9,PCA,20.49201205500632
265968,20190617,9,PM2.5,66.0
265974,20190617,10,PCA,16.98922204984933
265974,20190617,10,PM2.5,62.0
265980,20190617,11,PCA,20.526230329898937
265980,20190617,11,PM2.5,63.0
265986,20190617,12,PCA,8.18353898663249
265986,20190617,12,PM2.5,53.0
265992,20190617,13,PCA,0.3095816951696679
265992,20190617,13,PM2.5,46.0
265998,20190617,14,PCA,-1.7570023788699998
265998,20190617,14,PM2.5,43.0
266004,20190617,15,PCA,1.977368853227678
266004,20190617,15,PM2.5,44.0
266010,20190617,16,PCA,9.518208021470976
266010,20190617,16,PM2.5,47.0
266016,20190617,17,PCA,34.461298303492626
266016,20190617,17,PM2.5,55.0
266022,20190617,18,PCA,30.29242279848693
266022,20190617,18,PM2.5,58.0
266028,20190617,19,PCA,25.151172231873105
266028,20190617,19,PM2.5,56.0
266034,20190617,20,PCA,37.11838189581501
266034,20190617,20,PM2.5,62.0
266040,20190617,21,PCA,37.02786529674324
266040,20190617,21,PM2.5,65.0
266046,20190617,22,PCA,41.617310204354055
266046,20190617,22,PM2.5,70.0
266052,20190617,23,PCA,38.445283972974714
266052,20190617,23,PM2.5,69.0
266058,20190618,0,PCA,40.55456840879918
266058,20190618,0,PM2.5,71.0
266064,20190618,1,PCA,31.842040930378065
266064,20190618,1,PM2.5,68.0
266070,20190618,2,PCA,23.597341106961306
266070,20190618,2,PM2.5,64.0
266076,20190618,3,PCA,21.484627009591435
266076,20190618,3,PM2.5,62.0
266082,20190618,4,PCA,26.39254370078068
266082,20190618,4,PM2.5,67.0
266088,20190618,5,PCA,19.045407268643817
266088,20190618,5,PM2.5,62.0
266094,20190618,6,PCA,19.704901256453926
266094,20190618,6,PM2.5,63.0
266100,20190618,7,PCA,13.647930324647472
266100,20190618,7,PM2.5,58.0
266106,20190618,8,PCA,19.367895982221917
266106,20190618,8,PM2.5,61.0
266112,20190618,9,PCA,6.5892210010236365
266112,20190618,9,PM2.5,50.0
266118,20190618,10,PCA,10.211196148574746
266118,20190618,10,PM2.5,52.0
266124,20190618,11,PCA,8.186874855231002
266124,20190618,11,PM2.5,48.0
266130,20190618,12,PCA,43.93100570895453
266130,20190618,12,PM2.5,49.0
266136,20190618,13,PCA,47.08984313339812
266136,20190618,13,PM2.5,42.0
266142,20190618,14,PCA,42.90434915991129
266142,20190618,14,PM2.5,37.0
266148,20190618,15,PCA,37.20533128587637
266148,20190618,15,PM2.5,28.0
266172,20190618,20,PCA,-31.69333084910483
266172,20190618,20,PM2.5,25.0
266178,20190618,21,PCA,-49.342141898432835
266178,20190618,21,PM2.5,18.0
266184,20190618,22,PCA,-49.37769008711016
266184,20190618,22,PM2.5,17.0
266190,20190618,23,PCA,-49.194503165015426
266190,20190618,23,PM2.5,16.0
266196,20190619,0,PCA,-41.54576864127244
266196,20190619,0,PM2.5,21.0
266202,20190619,1,PCA,-38.982624090978796
266202,20190619,1,PM2.5,25.0
266208,20190619,2,PCA,11.870641644531755
266208,20190619,2,PM2.5,53.0
266214,20190619,3,PCA,34.97300574713137
266214,20190619,3,PM2.5,67.0
266220,20190619,4,PCA,28.31222505407829
266220,20190619,4,PM2.5,63.0
266226,20190619,5,PCA,48.80966336244033
266226,20190619,5,PM2.5,75.0
266232,20190619,6,PCA,19.133131831489475
266232,20190619,6,PM2.5,61.0
266238,20190619,7,PCA,-5.486403803505462
266238,20190619,7,PM2.5,48.0
266244,20190619,8,PCA,17.69063828765481
266244,20190619,8,PM2.5,60.0
266250,20190619,9,PCA,23.572141936245416
266250,20190619,9,PM2.5,62.0
266256,20190619,10,PCA,25.634745066325706
266256,20190619,10,PM2.5,62.0
266262,20190619,11,PCA,31.443690796380505
266262,20190619,11,PM2.5,62.0
266268,20190619,12,PCA,39.36589818119838
266268,20190619,12,PM2.5,64.0
266274,20190619,13,PCA,62.51509389871757
266274,20190619,13,PM2.5,66.0
266280,20190619,14,PCA,78.2729401068824
266280,20190619,14,PM2.5,69.0
266286,20190619,15,PCA,84.24093445977608
266286,20190619,15,PM2.5,68.0
266292,20190619,16,PCA,90.49210287034542
266292,20190619,16,PM2.5,66.0
266298,20190619,17,PCA,96.92554794424223
266298,20190619,17,PM2.5,66.0
266304,20190619,18,PCA,98.27965764881976
266304,20190619,18,PM2.5,70.0
266310,20190619,19,PCA,96.65513831831797
266310,20190619,19,PM2.5,69.0
266316,20190619,20,PCA,86.29492100381012
266316,20190619,20,PM2.5,66.0
266322,20190619,21,PCA,63.905666397570435
266322,20190619,21,PM2.5,58.0
266328,20190619,22,PCA,24.782002212550832
266328,20190619,22,PM2.5,55.0
266334,20190619,23,PCA,30.65871443867777
266334,20190619,23,PM2.5,62.0
266340,20190620,0,PCA,41.411194794261135
266340,20190620,0,PM2.5,70.0
266346,20190620,1,PCA,42.1469031915279
266346,20190620,1,PM2.5,72.0
266352,20190620,2,PCA,31.91404756649988
266352,20190620,2,PM2.5,67.0
266358,20190620,3,PCA,31.591558852921782
266358,20190620,3,PM2.5,68.0
266364,20190620,4,PCA,25.421437252482953
266364,20190620,4,PM2.5,66.0
266370,20190620,5,PCA,29.436124485388913
266370,20190620,5,PM2.5,69.0
266376,20190620,6,PCA,32.774654790225846
266376,20190620,6,PM2.5,72.0
266382,20190620,7,PCA,47.30297113843517
266382,20190620,7,PM2.5,80.0
266388,20190620,8,PCA,48.91772923901111
266388,20190620,8,PM2.5,80.0
266394,20190620,9,PCA,53.05457006136874
266394,20190620,9,PM2.5,80.0
266400,20190620,10,PCA,49.22784126464296
266400,20190620,10,PM2.5,73.0
266406,20190620,11,PCA,42.65757717066164
266406,20190620,11,PM2.5,66.0
266412,20190620,12,PCA,57.156556836596856
266412,20190620,12,PM2.5,62.0
266418,20190620,13,PCA,59.767080559203244
266418,20190620,13,PM2.5,54.0
266424,20190620,14,PCA,57.70469539942476
266424,20190620,14,PM2.5,49.0
266430,20190620,15,PCA,51.88074766918358
266430,20190620,15,PM2.5,38.0
266436,20190620,16,PCA,0.6013377920477556
266436,20190620,16,PM2.5,30.0
266442,20190620,17,PCA,-26.710643021747117
266442,20190620,17,PM2.5,19.0
266448,20190620,18,PCA,-28.223071807508823
266448,20190620,18,PM2.5,15.0
266454,20190620,19,PCA,-27.511914248155673
266454,20190620,19,PM2.5,16.0
266460,20190620,20,PCA,-29.1899814260809
266460,20190620,20,PM2.5,19.0
266466,20190620,21,PCA,-35.21091890743728
266466,20190620,21,PM2.5,19.0
266472,20190620,22,PCA,-39.05106891857743
266472,20190620,22,PM2.5,21.0
266478,20190620,23,PCA,-37.92490591276907
266478,20190620,23,PM2.5,17.0
266484,20190621,0,PCA,-42.89527485908718
266484,20190621,0,PM2.5,20.0
266490,20190621,1,PCA,-43.35916925081607
266490,20190621,1,PM2.5,20.0
266496,20190621,2,PCA,-43.95471903437905
266496,20190621,2,PM2.5,23.0
266502,20190621,3,PCA,-40.62063602204223
266502,20190621,3,PM2.5,21.0
266508,20190621,4,PCA,-23.961375363320677
266508,20190621,4,PM2.5,28.0
266514,20190621,5,PCA,-29.30465838938658
266514,20190621,5,PM2.5,24.0
266520,20190621,6,PCA,-30.623919412340623
266520,20190621,6,PM2.5,25.0
266526,20190621,7,PCA,-31.353722700946904
266526,20190621,7,PM2.5,25.0
266532,20190621,8,PCA,-23.503714026858432
266532,20190621,8,PM2.5,31.0
266538,20190621,9,PCA,-24.18173282400815
266538,20190621,9,PM2.5,28.0
266544,20190621,10,PCA,-14.55636708454664
266544,20190621,10,PM2.5,34.0
266550,20190621,11,PCA,5.902678663206747
266550,20190621,11,PM2.5,48.0
266556,20190621,12,PCA,18.639233101032893
266556,20190621,12,PM2.5,53.0
266562,20190621,13,PCA,31.436414320160335
266562,20190621,13,PM2.5,59.0
266568,20190621,14,PCA,55.242169106600635
266568,20190621,14,PM2.5,57.0
266574,20190621,15,PCA,59.30679852843907
266574,20190621,15,PM2.5,57.0
266580,20190621,16,PCA,56.483566345444665
266580,20190621,16,PM2.5,51.0
266586,20190621,17,PCA,43.809351924147826
266586,20190621,17,PM2.5,41.0
266592,20190621,18,PCA,9.563245872486595
266592,20190621,18,PM2.5,24.0
266598,20190621,19,PCA,-2.75988784227428
266598,20190621,19,PM2.5,20.0
266604,20190621,20,PCA,-17.955466013971144
266604,20190621,20,PM2.5,21.0
266610,20190621,21,PCA,-27.430396844882416
266610,20190621,21,PM2.5,16.0
266616,20190621,22,PCA,-29.775956062336476
266616,20190621,22,PM2.5,12.0
266622,20190621,23,PCA,-30.826276219135835
266622,20190621,23,PM2.5,16.0
266628,20190622,0,PCA,-29.038913031118067
266628,20190622,0,PM2.5,17.0
266634,20190622,1,PCA,-36.89452849264899
266634,20190622,1,PM2.5,17.0
266640,20190622,2,PCA,-47.64636999631373
266640,20190622,2,PM2.5,19.0
266646,20190622,3,PCA,-41.76543381349451
266646,20190622,3,PM2.5,23.0
266652,20190622,4,PCA,-47.558540933038216
266652,20190622,4,PM2.5,22.0
266658,20190622,5,PCA,-42.99047190917214
266658,20190622,5,PM2.5,24.0
266664,20190622,6,PCA,-47.40863750421911
266664,20190622,6,PM2.5,21.0
266670,20190622,7,PCA,-46.79506651304659
266670,20190622,7,PM2.5,21.0
266676,20190622,8,PCA,-38.25535114875993
266676,20190622,8,PM2.5,25.0
266682,20190622,9,PCA,-35.86198838380869
266682,20190622,9,PM2.5,23.0
266688,20190622,10,PCA,-20.852942951268112
266688,20190622,10,PM2.5,27.0
266694,20190622,11,PCA,-12.355162421071244
266694,20190622,11,PM2.5,27.0
266700,20190622,12,PCA,11.083297318803197
266700,20190622,12,PM2.5,33.0
266706,20190622,13,PCA,5.395441329287011
266706,20190622,13,PM2.5,27.0
266712,20190622,14,PCA,-13.244456531543507
266712,20190622,14,PM2.5,17.0
266718,20190622,15,PCA,-0.43437675484679344
266718,20190622,15,PM2.5,16.0
266724,20190622,16,PCA,17.144674635613796
266724,20190622,16,PM2.5,17.0
266730,20190622,17,PCA,36.607963691124546
266730,20190622,17,PM2.5,17.0
266736,20190622,18,PCA,45.587725841301044
266736,20190622,18,PM2.5,19.0
266742,20190622,19,PCA,51.9422191326612
266742,20190622,19,PM2.5,20.0
266748,20190622,20,PCA,42.3182468292041
266748,20190622,20,PM2.5,22.0
266754,20190622,21,PCA,27.271558180392443
266754,20190622,21,PM2.5,20.0
266760,20190622,22,PCA,-1.8138099379259984
266760,20190622,22,PM2.5,19.0
266766,20190622,23,PCA,-11.512440321565514
266766,20190622,23,PM2.5,21.0
266772,20190623,0,PCA,-6.398693957406967
266772,20190623,0,PM2.5,25.0
266778,20190623,1,PCA,-19.291445410061648
266778,20190623,1,PM2.5,23.5
266784,20190623,2,PCA,-32.184196862716334
266784,20190623,2,PM2.5,22.0
266790,20190623,3,PCA,-32.3234986541997
266790,20190623,3,PM2.5,22.0
266796,20190623,4,PCA,-34.43888410400838
266796,20190623,4,PM2.5,21.0
266802,20190623,5,PCA,-37.31843626227411
266802,20190623,5,PM2.5,19.0
266808,20190623,6,PCA,-38.62514360519023
266808,20190623,6,PM2.5,21.0
266814,20190623,7,PCA,-35.414007482305784
266814,20190623,7,PM2.5,21.0
266820,20190623,8,PCA,-25.311424418361675
266820,20190623,8,PM2.5,26.0
266826,20190623,9,PCA,-22.301773197536107
266826,20190623,9,PM2.5,24.0
266832,20190623,10,PCA,-17.835498515185513
266832,20190623,10,PM2.5,23.0
266838,20190623,11,PCA,22.9246276007609
266838,20190623,11,PM2.5,24.0
266844,20190623,12,PCA,44.49069126447487
266844,20190623,12,PM2.5,29.0
266850,20190623,13,PCA,65.2893633225838
266850,20190623,13,PM2.5,34.0
266856,20190623,14,PCA,76.356213420113
266856,20190623,14,PM2.5,38.0
266862,20190623,15,PCA,96.51010621868471
266862,20190623,15,PM2.5,39.0
266868,20190623,16,PCA,97.21418874694048
266868,20190623,16,PM2.5,42.0
266874,20190623,17,PCA,96.65897559706546
266874,20190623,17,PM2.5,40.0
266880,20190623,18,PCA,106.07487333483441
266880,20190623,18,PM2.5,39.0
266886,20190623,19,PCA,113.95116144803549
266886,20190623,19,PM2.5,43.0
266892,20190623,20,PCA,85.15762331116382
266892,20190623,20,PM2.5,33.0
266898,20190623,21,PCA,72.94883761795633
266898,20190623,21,PM2.5,33.0
266904,20190623,22,PCA,56.917152122321816
266904,20190623,22,PM2.5,33.0
266910,20190623,23,PCA,40.470463264767666
266910,20190623,23,PM2.5,31.0
266916,20190624,0,PCA,29.576523794486754
266916,20190624,0,PM2.5,30.0
266922,20190624,1,PCA,7.579394378483844
266922,20190624,1,PM2.5,33.0
266928,20190624,2,PCA,-12.139437625017672
266928,20190624,2,PM2.5,29.0
266934,20190624,3,PCA,-7.956788502493717
266934,20190624,3,PM2.5,31.0
266940,20190624,4,PCA,-1.4162744873805397
266940,20190624,4,PM2.5,40.0
266946,20190624,5,PCA,-1.9573573056792546
266946,20190624,5,PM2.5,40.0
266952,20190624,6,PCA,-9.904260259482962
266952,20190624,6,PM2.5,35.0
266958,20190624,7,PCA,-7.438405596637128
266958,20190624,7,PM2.5,36.0
266964,20190624,8,PCA,-4.9533685907541765
266964,20190624,8,PM2.5,39.0
266970,20190624,9,PCA,0.7833657387814346
266970,20190624,9,PM2.5,39.0
266976,20190624,10,PCA,21.649633874120134
266976,20190624,10,PM2.5,36.0
266982,20190624,11,PCA,38.12323938222028
266982,20190624,11,PM2.5,36.0
266988,20190624,12,PCA,55.31151804023841
266988,20190624,12,PM2.5,34.0
266994,20190624,13,PCA,64.59737004629888
266994,20190624,13,PM2.5,32.0
267000,20190624,14,PCA,51.51388178868327
267000,20190624,14,PM2.5,25.0
267006,20190624,18,PCA,78.19335139155058
267006,20190624,18,PM2.5,29.0
267012,20190624,19,PCA,77.83953122739904
267012,20190624,19,PM2.5,32.0
267018,20190624,20,PCA,55.35871399701722
267018,20190624,20,PM2.5,29.0
267024,20190624,21,PCA,90.1177050190263
267024,20190624,21,PM2.5,37.0
267030,20190624,23,PCA,57.31185596143991
267030,20190624,23,PM2.5,35.0
267036,20190625,0,PCA,43.72450823885509
267036,20190625,0,PM2.5,34.0
267042,20190625,1,PCA,42.778007705502986
267042,20190625,1,PM2.5,36.0
267048,20190625,2,PCA,22.777065493238926
267048,20190625,2,PM2.5,36.0
267054,20190625,3,PCA,3.468428084382272
267054,20190625,3,PM2.5,40.0
267060,20190625,4,PCA,-5.392922896282838
267060,20190625,4,PM2.5,39.0
267066,20190625,5,PCA,-10.006829093462448
267066,20190625,5,PM2.5,36.0
267072,20190625,6,PCA,-9.986637978544277
267072,20190625,6,PM2.5,39.0
267078,20190625,7,PCA,-8.880446476867037
267078,20190625,7,PM2.5,37.0
267084,20190625,9,PCA,-7.9051182284769
267084,20190625,9,PM2.5,35.0
267090,20190625,10,PCA,17.32547107944791
267090,20190625,10,PM2.5,38.0
267096,20190625,11,PCA,47.67407692618191
267096,20190625,11,PM2.5,40.0
267102,20190625,12,PCA,58.14343666063643
267102,20190625,12,PM2.5,41.0
267108,20190625,13,PCA,71.64394418344858
267108,20190625,13,PM2.5,42.0
267114,20190625,14,PCA,85.6353838462088
267114,20190625,14,PM2.5,42.0
267120,20190625,15,PCA,90.95605486769219
267120,20190625,15,PM2.5,44.0
267126,20190625,16,PCA,95.31954500805672
267126,20190625,16,PM2.5,46.0
267132,20190625,17,PCA,97.0513796441924
267132,20190625,17,PM2.5,44.0
267138,20190625,18,PCA,104.71273386861449
267138,20190625,18,PM2.5,49.0
267144,20190625,19,PCA,112.20588668425333
267144,20190625,19,PM2.5,52.0
267150,20190625,20,PCA,125.49549035196189
267150,20190625,20,PM2.5,59.0
267156,20190625,21,PCA,85.70680060975955
267156,20190625,21,PM2.5,50.0
267162,20190625,22,PCA,62.74484599752409
267162,20190625,22,PM2.5,43.0
267168,20190625,23,PCA,60.50271243626994
267168,20190625,23,PM2.5,43.0
267174,20190626,0,PCA,52.57335801239743
267174,20190626,0,PM2.5,44.0
267180,20190626,1,PCA,38.07210096127075
267180,20190626,1,PM2.5,43.0
267186,20190626,2,PCA,13.09767922867566
267186,20190626,2,PM2.5,37.0
267192,20190626,3,PCA,-12.95294813258404
267192,20190626,3,PM2.5,31.0
267198,20190626,4,PCA,-19.382433811384928
267198,20190626,4,PM2.5,26.0
267204,20190626,5,PCA,-18.77987111458528
267204,20190626,5,PM2.5,29.0
267210,20190626,6,PCA,-17.251938025570755
267210,20190626,6,PM2.5,28.0
267216,20190626,7,PCA,-21.680685455270613
267216,20190626,7,PM2.5,27.0
267222,20190626,8,PCA,-25.193344684350976
267222,20190626,8,PM2.5,27.0
267228,20190626,9,PCA,-19.02273060355096
267228,20190626,9,PM2.5,27.0
267234,20190626,10,PCA,-13.25535536572669
267234,20190626,10,PM2.5,30.0
267240,20190626,11,PCA,-7.637590706704854
267240,20190626,11,PM2.5,32.0
267246,20190626,12,PCA,18.540200282111083
267246,20190626,12,PM2.5,39.0
267252,20190626,13,PCA,43.88294615541721
267252,20190626,13,PM2.5,38.0
267258,20190626,14,PCA,63.198473295301774
267258,20190626,14,PM2.5,46.0
267264,20190626,15,PCA,67.20407848307151
267264,20190626,15,PM2.5,44.0
267270,20190626,16,PCA,45.685001664908185
267270,20190626,16,PM2.5,43.0
267276,20190626,17,PCA,76.70601579632866
267276,20190626,17,PM2.5,51.0
267282,20190626,18,PCA,95.07440727596331
267282,20190626,18,PM2.5,54.0
267288,20190626,19,PCA,94.9370448373923
267288,20190626,19,PM2.5,52.0
267294,20190626,20,PCA,87.30016448663343
267294,20190626,20,PM2.5,52.0
267300,20190626,21,PCA,72.0976322037527
267300,20190626,21,PM2.5,52.0
267306,20190626,22,PCA,79.15012465546732
267306,20190626,22,PM2.5,58.0
267312,20190626,23,PCA,61.88010012431525
