,date,hour,type,密云水库
267312,20190626,23,PM2.5,51.0
267318,20190627,0,PCA,37.6907839189477
267318,20190627,0,PM2.5,39.0
267324,20190627,1,PCA,17.20367386223262
267324,20190627,1,PM2.5,43.0
267330,20190627,2,PCA,0.6824480221692378
267330,20190627,2,PM2.5,42.0
267336,20190627,3,PCA,-5.279247254816638
267336,20190627,3,PM2.5,39.0
267342,20190627,4,PCA,-6.621436765768868
267342,20190627,4,PM2.5,39.0
267348,20190627,5,PCA,-14.532791530895262
267348,20190627,5,PM2.5,35.0
267354,20190627,6,PCA,-17.982095570363338
267354,20190627,6,PM2.5,33.0
267360,20190627,7,PCA,-14.45477877457764
267360,20190627,7,PM2.5,35.0
267366,20190627,8,PCA,-11.8225558045774
267366,20190627,8,PM2.5,37.0
267372,20190627,9,PCA,-8.811480295759997
267372,20190627,9,PM2.5,38.0
267378,20190627,10,PCA,-12.783904747970025
267378,20190627,10,PM2.5,34.0
267384,20190627,11,PCA,2.209774751737775
267384,20190627,11,PM2.5,36.0
267390,20190627,12,PCA,15.569338224772904
267390,20190627,12,PM2.5,39.0
267396,20190627,13,PCA,38.48192235498271
267396,20190627,13,PM2.5,40.0
267402,20190627,14,PCA,54.5531992788743
267402,20190627,14,PM2.5,40.0
267408,20190627,15,PCA,69.87484387880548
267408,20190627,15,PM2.5,47.0
267414,20190627,16,PCA,86.68364537066748
267414,20190627,16,PM2.5,53.0
267420,20190627,17,PCA,102.5881253710848
267420,20190627,17,PM2.5,53.0
267426,20190627,18,PCA,96.12735907414044
267426,20190627,18,PM2.5,50.0
267432,20190627,19,PCA,78.7014909089193
267432,20190627,19,PM2.5,45.0
267438,20190627,20,PCA,67.77845591601474
267438,20190627,20,PM2.5,45.0
267444,20190627,21,PCA,58.22464818228162
267444,20190627,21,PM2.5,44.0
267450,20190627,22,PCA,52.89133505331946
267450,20190627,22,PM2.5,49.0
267456,20190627,23,PCA,22.374593818443415
267456,20190627,23,PM2.5,44.0
267462,20190628,0,PCA,-24.403032560370605
267462,20190628,0,PM2.5,23.0
267468,20190628,1,PCA,-22.659488482323006
267468,20190628,1,PM2.5,24.0
267474,20190628,2,PCA,-19.877740862539728
267474,20190628,2,PM2.5,30.0
267480,20190628,3,PCA,-22.768512066891716
267480,20190628,3,PM2.5,30.0
267486,20190628,4,PCA,-20.137709659862526
267486,20190628,4,PM2.5,32.0
267492,20190628,5,PCA,-13.737926858277403
267492,20190628,5,PM2.5,37.0
267510,20190628,8,PCA,-19.372925648350336
267510,20190628,8,PM2.5,35.0
267516,20190628,9,PCA,-25.576350544747644
267516,20190628,9,PM2.5,32.0
267522,20190628,10,PCA,-40.925889715118444
267522,20190628,10,PM2.5,21.0
267528,20190628,11,PCA,-41.53392879856336
267528,20190628,11,PM2.5,12.0
267534,20190628,12,PCA,-41.548586365268676
267534,20190628,12,PM2.5,10.0
267540,20190628,13,PCA,-39.93872460147221
267540,20190628,13,PM2.5,9.0
267546,20190628,14,PCA,-41.180656191805
267546,20190628,14,PM2.5,9.0
267552,20190628,15,PCA,-39.924067034766885
267552,20190628,15,PM2.5,11.0
267558,20190628,16,PCA,-36.61072269474141
267558,20190628,16,PM2.5,6.0
267564,20190628,17,PCA,-6.20070299014768
267564,20190628,17,PM2.5,12.0
267570,20190628,18,PCA,-40.23899691820034
267570,20190628,18,PM2.5,8.0
267594,20190628,22,PCA,-49.539295739252765
267594,20190628,22,PM2.5,9.0
267624,20190629,3,PCA,-50.13555936014457
267624,20190629,3,PM2.5,2.0
267630,20190629,4,PCA,-50.38379138398243
267630,20190629,4,PM2.5,7.0
267636,20190629,5,PCA,-50.632023407820256
267636,20190629,5,PM2.5,12.0
267642,20190629,6,PCA,-54.206749783855784
267642,20190629,6,PM2.5,10.0
267648,20190629,7,PCA,-57.83845366886013
267648,20190629,7,PM2.5,12.0
267654,20190629,8,PCA,-58.000749968982895
267654,20190629,8,PM2.5,12.0
267660,20190629,9,PCA,-56.56106145935468
267660,20190629,9,PM2.5,6.0
267678,20190629,12,PCA,-51.67674563625081
267678,20190629,12,PM2.5,6.0
267684,20190629,13,PCA,-50.78867799482188
267684,20190629,13,PM2.5,5.5
267690,20190629,14,PCA,-49.90061035339297
267690,20190629,14,PM2.5,5.0
267696,20190629,15,PCA,-50.63932443063175
267696,20190629,15,PM2.5,3.5
267702,20190629,16,PCA,-51.37803850787054
267702,20190629,16,PM2.5,2.0
267708,20190629,17,PCA,-52.619970098203346
267708,20190629,17,PM2.5,2.0
267714,20190629,18,PCA,-50.36317897024386
267714,20190629,18,PM2.5,4.0
267720,20190629,19,PCA,-51.074336529597
267720,20190629,19,PM2.5,3.0
267726,20190629,20,PCA,-54.71383865821586
267726,20190629,20,PM2.5,3.0
267732,20190629,21,PCA,-55.87633692925998
267732,20190629,21,PM2.5,3.0
267738,20190629,22,PCA,-57.03883520030409
267738,20190629,22,PM2.5,3.0
267744,20190629,23,PCA,-55.94454234338873
267744,20190629,23,PM2.5,5.0
267750,20190630,0,PCA,-58.443063090759644
267750,20190630,0,PM2.5,3.0
267756,20190630,1,PCA,-49.789918822760455
267756,20190630,1,PM2.5,10.0
267762,20190630,2,PCA,-64.72872470016682
267762,20190630,2,PM2.5,3.0
267768,20190630,3,PCA,-67.11506733329297
267768,20190630,3,PM2.5,5.0
267774,20190630,4,PCA,-71.3300157000613
267774,20190630,4,PM2.5,4.0
267780,20190630,5,PCA,-69.88322845387239
267780,20190630,5,PM2.5,4.0
267786,20190630,6,PCA,-73.66095244739954
267786,20190630,6,PM2.5,5.0
267792,20190630,7,PCA,-70.43878822745936
267792,20190630,7,PM2.5,3.0
267798,20190630,8,PCA,-67.08147118731786
267798,20190630,8,PM2.5,4.0
267804,20190630,9,PCA,-69.48590104869477
267804,20190630,9,PM2.5,4.0
267810,20190630,10,PCA,-60.08122235701212
267810,20190630,10,PM2.5,5.0
267816,20190630,11,PCA,-59.31994661178096
267816,20190630,11,PM2.5,2.0
267822,20190630,12,PCA,-55.402540407249155
267822,20190630,12,PM2.5,6.0
267828,20190630,13,PCA,-53.72392567193075
267828,20190630,13,PM2.5,3.0
267834,20190630,14,PCA,-52.305040214769875
267834,20190630,14,PM2.5,5.0
267840,20190630,15,PCA,-54.81821852884612
267840,20190630,15,PM2.5,1.0
267846,20190630,16,PCA,-55.594151840782594
267846,20190630,16,PM2.5,2.0
267852,20190630,17,PCA,-50.58245277933543
267852,20190630,17,PM2.5,8.0
267858,20190630,18,PCA,-52.46733651489264
267858,20190630,18,PM2.5,5.0
267882,20190630,22,PCA,-53.38195431525731
267882,20190630,22,PM2.5,8.0
267888,20190630,23,PCA,-68.93703978946438
267888,20190630,23,PM2.5,5.0
267894,20190701,0,PCA,-70.09610839896311
267894,20190701,0,PM2.5,5.0
267900,20190701,1,PCA,-73.89447716615932
267900,20190701,1,PM2.5,5.0
267906,20190701,2,PCA,-72.0681361279188
267906,20190701,2,PM2.5,7.0
267912,20190701,3,PCA,-73.73218086603654
267912,20190701,3,PM2.5,5.0
267918,20190701,4,PCA,-65.4808853916745
267918,20190701,4,PM2.5,6.0
267924,20190701,5,PCA,-73.64151964158793
267924,20190701,5,PM2.5,7.0
267930,20190701,6,PCA,-73.80381594171068
267930,20190701,6,PM2.5,7.0
267936,20190701,7,PCA,-69.31161853430551
267936,20190701,7,PM2.5,7.0
267942,20190701,8,PCA,-63.413999502849165
267942,20190701,8,PM2.5,8.0
267948,20190701,9,PCA,-56.92509189771146
267948,20190701,9,PM2.5,12.0
267954,20190701,10,PCA,-59.918926056889354
267954,20190701,10,PM2.5,5.0
267960,20190701,11,PCA,-54.47054385045656
267960,20190701,11,PM2.5,8.0
267966,20190701,12,PCA,-57.28742414280636
267966,20190701,12,PM2.5,3.0
267972,20190701,13,PCA,-55.57949427407728
267972,20190701,13,PM2.5,4.0
267978,20190701,14,PCA,-54.35222025044981
267978,20190701,14,PM2.5,2.0
267984,20190701,15,PCA,-51.83904193637355
267984,20190701,15,PM2.5,6.0
267990,20190701,16,PCA,-52.46733651489264
267990,20190701,16,PM2.5,5.0
267996,20190701,17,PCA,-47.45618501083865
267996,20190701,17,PM2.5,11.0
268002,20190701,18,PCA,-50.568342770023285
268002,20190701,18,PM2.5,10.0
268008,20190701,19,PCA,-53.679952971814735
268008,20190701,19,PM2.5,9.0
268014,20190701,20,PCA,-47.266387249587375
268014,20190701,20,PM2.5,6.0
268020,20190701,21,PCA,-44.00079986576454
268020,20190701,21,PM2.5,14.0
268026,20190701,22,PCA,-43.684005509133556
268026,20190701,22,PM2.5,12.0
268032,20190701,23,PCA,-34.90001272854155
268032,20190701,23,PM2.5,12.0
268038,20190702,0,PCA,-33.995368424543614
268038,20190702,0,PM2.5,12.0
268044,20190702,1,PCA,-59.09520363463252
268044,20190702,1,PM2.5,10.0
268050,20190702,2,PCA,-58.38881037077642
268050,20190702,2,PM2.5,8.0
268056,20190702,3,PCA,-64.75240985678641
268056,20190702,3,PM2.5,11.0
268062,20190702,4,PCA,-55.99559955548578
268062,20190702,4,PM2.5,10.0
268068,20190702,5,PCA,-60.68050559574636
268068,20190702,5,PM2.5,13.0
268074,20190702,6,PCA,-49.992283843290245
268074,20190702,6,PM2.5,11.0
268080,20190702,7,PCA,-51.3533958558502
268080,20190702,7,PM2.5,12.0
268086,20190702,8,PCA,-44.33872897800436
268086,20190702,8,PM2.5,12.0
268092,20190702,9,PCA,-43.105532021873756
268092,20190702,9,PM2.5,17.0
268098,20190702,10,PCA,-29.851171003036054
268098,20190702,10,PM2.5,25.0
268104,20190702,11,PCA,-2.6696091218825377
268104,20190702,11,PM2.5,24.0
268110,20190702,12,PCA,16.61750417858954
268110,20190702,12,PM2.5,24.0
268116,20190702,13,PCA,-1.1089658904511015
268116,20190702,13,PM2.5,13.0
268122,20190702,14,PCA,-19.022973745508292
268122,20190702,14,PM2.5,9.0
268128,20190702,15,PCA,-22.332648046886852
268128,20190702,15,PM2.5,2.0
268134,20190702,16,PCA,-26.81884391705327
268134,20190702,16,PM2.5,15.0
268140,20190702,17,PCA,-24.431953726533926
268140,20190702,17,PM2.5,13.0
268146,20190702,18,PCA,-29.934978895176513
268146,20190702,18,PM2.5,14.0
268152,20190702,19,PCA,-46.654923870103055
268152,20190702,19,PM2.5,2.0
268158,20190702,20,PCA,-43.03279513240609
268158,20190702,20,PM2.5,10.0
268164,20190702,21,PCA,-45.54652100387554
268164,20190702,21,PM2.5,6.0
268170,20190702,22,PCA,-43.28592243048073
268170,20190702,22,PM2.5,7.0
268176,20190702,23,PCA,-60.348202321390986
268176,20190702,23,PM2.5,8.0
268182,20190703,0,PCA,-63.46036008057561
268182,20190703,0,PM2.5,7.0
268188,20190703,1,PCA,-61.04127265249337
268188,20190703,1,PM2.5,9.0
268194,20190703,2,PCA,-61.04127265249337
268194,20190703,2,PM2.5,9.0
268200,20190703,3,PCA,-63.457629926083996
268200,20190703,3,PM2.5,11.0
268206,20190703,4,PCA,-61.78789083101918
268206,20190703,4,PM2.5,14.0
268212,20190703,5,PCA,-62.882183687934564
268212,20190703,5,PM2.5,12.0
268218,20190703,6,PCA,-67.69673776763545
268218,20190703,6,PM2.5,11.0
268224,20190703,7,PCA,-60.088165862941736
268224,20190703,7,PM2.5,15.0
268230,20190703,8,PCA,-59.36243830638791
268230,20190703,8,PM2.5,11.0
268236,20190703,9,PCA,-55.59632010760599
268236,20190703,9,PM2.5,12.0
268242,20190703,10,PCA,-36.310613271283074
268242,20190703,10,PM2.5,14.0
268248,20190703,11,PCA,-25.83602802684363
268248,20190703,11,PM2.5,19.0
268254,20190703,12,PCA,-28.166500955577142
268254,20190703,12,PM2.5,13.0
268260,20190703,13,PCA,-31.46549490918897
268260,20190703,13,PM2.5,8.0
268266,20190703,14,PCA,-36.12951929224658
268266,20190703,14,PM2.5,9.0
268272,20190703,15,PCA,-38.9711798560023
268272,20190703,15,PM2.5,12.0
268278,20190703,16,PCA,-44.33733420849883
268278,20190703,16,PM2.5,2.0
268284,20190703,17,PCA,-42.63424559951718
268284,20190703,17,PM2.5,4.0
268290,20190703,18,PCA,-58.25082156743879
268290,20190703,18,PM2.5,6.0
268296,20190703,19,PCA,23.869345491577942
268296,20190703,19,PM2.5,12.0
268302,20190703,20,PCA,15.746902015328779
268302,20190703,20,PM2.5,11.0
268308,20190703,21,PCA,28.410677692559705
268308,20190703,21,PM2.5,15.0
268314,20190703,22,PCA,22.816683675126523
268314,20190703,22,PM2.5,19.0
268320,20190703,23,PCA,5.451952595410499
268320,20190703,23,PM2.5,18.0
268326,20190704,0,PCA,-11.8686737429071
268326,20190704,0,PM2.5,21.0
268332,20190704,1,PCA,-18.268538748490855
268332,20190704,1,PM2.5,22.0
268338,20190704,2,PCA,-39.765754652589834
268338,20190704,2,PM2.5,16.0
268344,20190704,3,PCA,-40.64030362685211
268344,20190704,3,PM2.5,15.0
268350,20190704,4,PCA,-42.93255537398427
268350,20190704,4,PM2.5,19.0
268356,20190704,5,PCA,-43.04753688195024
268356,20190704,5,PM2.5,18.0
268362,20190704,6,PCA,-43.81723713862009
268362,20190704,6,PM2.5,16.0
268368,20190704,7,PCA,-42.36919013819438
268368,20190704,7,PM2.5,16.0
268374,20190704,8,PCA,-33.950055850727736
268374,20190704,8,PM2.5,19.0
268380,20190704,10,PCA,-6.317634794635238
268380,20190704,10,PM2.5,16.0
268386,20190704,11,PCA,21.862576453186193
268386,20190704,11,PM2.5,17.0
268392,20190704,12,PCA,36.378491071018225
268392,20190704,12,PM2.5,20.0
268398,20190704,13,PCA,63.6584392867006
268398,20190704,13,PM2.5,27.0
268404,20190704,14,PCA,86.99166616444053
268404,20190704,14,PM2.5,26.0
268410,20190704,15,PCA,86.90825562621326
268410,20190704,15,PM2.5,26.0
268416,20190704,16,PCA,73.23804492279432
268416,20190704,16,PM2.5,25.0
268422,20190704,17,PCA,63.98246278068949
268422,20190704,17,PM2.5,19.0
268428,20190704,18,PCA,56.12083223419375
268428,20190704,18,PM2.5,17.0
268434,20190704,19,PCA,58.446376333675175
268434,20190704,19,PM2.5,17.0
268440,20190704,20,PCA,54.67669643206544
268440,20190704,20,PM2.5,18.0
268446,20190704,21,PCA,68.83975395924989
268446,20190704,21,PM2.5,26.0
268452,20190704,22,PCA,59.19610457009928
268452,20190704,22,PM2.5,31.0
268458,20190704,23,PCA,49.84786468906589
268458,20190704,23,PM2.5,30.0
268464,20190705,0,PCA,37.80137529598114
268464,20190705,0,PM2.5,30.0
268470,20190705,1,PCA,23.605220877720832
268470,20190705,1,PM2.5,32.0
268476,20190705,2,PCA,5.998979789380435
268476,20190705,2,PM2.5,36.0
268482,20190705,3,PCA,-14.686062325639364
268482,20190705,3,PM2.5,32.0
268488,20190705,4,PCA,-11.229907927849485
268488,20190705,4,PM2.5,33.0
268494,20190705,5,PCA,-4.416975188237665
268494,20190705,5,PM2.5,39.0
268500,20190705,6,PCA,-10.178183391436503
268500,20190705,6,PM2.5,34.0
268506,20190705,7,PCA,1.8148457237294646
268506,20190705,7,PM2.5,45.0
268512,20190705,8,PCA,-1.285545431975703
268512,20190705,8,PM2.5,42.0
268518,20190705,9,PCA,9.237803456011894
268518,20190705,9,PM2.5,42.0
268524,20190705,10,PCA,1.0936340844337729
268524,20190705,10,PM2.5,45.0
268530,20190705,11,PCA,22.4628349042621
268530,20190705,11,PM2.5,58.0
268536,20190705,12,PCA,-12.920931612133613
268536,20190705,12,PM2.5,37.0
268542,20190705,13,PCA,-14.019040879253321
268542,20190705,13,PM2.5,35.0
268548,20190705,14,PCA,-7.975808396311354
268548,20190705,14,PM2.5,39.0
268554,20190705,15,PCA,-31.36711962396467
268554,20190705,15,PM2.5,22.0
268560,20190705,16,PCA,-20.472628871269773
268560,20190705,16,PM2.5,26.0
268566,20190705,17,PCA,-35.252328590933566
268566,20190705,17,PM2.5,22.0
268572,20190705,18,PCA,-42.845411380585716
268572,20190705,18,PM2.5,14.0
268578,20190705,19,PCA,-45.62455202808616
268578,20190705,19,PM2.5,18.0
268584,20190705,20,PCA,-49.36500436578984
268584,20190705,20,PM2.5,16.0
268590,20190705,21,PCA,-48.708959842207975
268590,20190705,21,PM2.5,16.0
268596,20190705,22,PCA,-46.74074766672676
268596,20190705,22,PM2.5,22.0
268602,20190705,23,PCA,-48.13990746805943
268602,20190705,23,PM2.5,20.0
268608,20190706,0,PCA,-32.854992100611355
268608,20190706,0,PM2.5,29.0
268614,20190706,1,PCA,-34.481384763384355
268614,20190706,1,PM2.5,29.0
268620,20190706,2,PCA,-23.430102491327684
268620,20190706,2,PM2.5,34.0
268626,20190706,3,PCA,-40.11924574923129
268626,20190706,3,PM2.5,25.0
268632,20190706,4,PCA,-42.098759069102044
268632,20190706,4,PM2.5,24.0
268638,20190706,5,PCA,-60.254111435396965
268638,20190706,5,PM2.5,10.0
268644,20190706,6,PCA,-66.57532123348146
268644,20190706,6,PM2.5,9.0
268650,20190706,7,PCA,-68.82088445628101
268650,20190706,7,PM2.5,9.0
268656,20190706,8,PCA,-71.947699782171
268656,20190706,8,PM2.5,6.0
268662,20190706,9,PCA,-72.39904049386199
268662,20190706,9,PM2.5,7.0
268668,20190706,10,PCA,-71.19040125587846
268668,20190706,10,PM2.5,3.0
268674,20190706,11,PCA,-67.25842505414596
268674,20190706,11,PM2.5,2.0
268680,20190706,12,PCA,-66.30553787538139
268680,20190706,12,PM2.5,3.0
268686,20190706,13,PCA,-64.27301540640678
268686,20190706,13,PM2.5,4.0
268692,20190706,14,PCA,-66.3996287613754
268692,20190706,14,PM2.5,1.0
268698,20190706,15,PCA,-65.44674158261081
268698,20190706,15,PM2.5,2.0
268704,20190706,16,PCA,-61.40258726663357
268704,20190706,16,PM2.5,5.0
268710,20190706,17,PCA,-47.57367969814059
268710,20190706,17,PM2.5,5.0
268716,20190706,18,PCA,-63.4033915363758
268716,20190706,18,PM2.5,2.0
268722,20190706,19,PCA,-72.44644285552337
268722,20190706,19,PM2.5,1.0
268728,20190706,20,PCA,-68.86828681794246
268728,20190706,20,PM2.5,3.0
268734,20190706,21,PCA,-68.86828681794246
268734,20190706,21,PM2.5,3.0
268740,20190706,22,PCA,-68.23999223942339
268740,20190706,22,PM2.5,4.0
268746,20190706,23,PCA,-67.87151450856649
268746,20190706,23,PM2.5,3.0
268752,20190707,0,PCA,-63.96876587074005
268752,20190707,0,PM2.5,5.0
268758,20190707,1,PCA,-63.124627144674825
268758,20190707,1,PM2.5,2.0
268764,20190707,2,PCA,-61.092104675700206
268764,20190707,2,PM2.5,3.0
268770,20190707,3,PCA,-61.88269555434203
268770,20190707,3,PM2.5,2.0
268776,20190707,4,PCA,-63.575967856365786
268776,20190707,4,PM2.5,3.0
268782,20190707,5,PCA,-66.90343106477702
268782,20190707,5,PM2.5,2.0
268788,20190707,6,PCA,-67.63113046671589
268788,20190707,6,PM2.5,3.0
268794,20190707,7,PCA,-67.63113046671589
268794,20190707,7,PM2.5,3.0
268800,20190707,8,PCA,-67.63113046671589
268800,20190707,8,PM2.5,3.0
268806,20190707,9,PCA,-65.63765186860522
268806,20190707,9,PM2.5,4.0
268812,20190707,10,PCA,-63.1391311212343
268812,20190707,10,PM2.5,6.0
268818,20190707,11,PCA,-55.3921105222569
268818,20190707,11,PM2.5,8.0
268824,20190707,12,PCA,-51.66631575125853
268824,20190707,12,PM2.5,8.0
268830,20190707,13,PCA,-44.71906721098299
268830,20190707,13,PM2.5,13.0
268836,20190707,14,PCA,-37.13641430632311
268836,20190707,14,PM2.5,19.0
268842,20190707,15,PCA,-37.230505192317125
268842,20190707,15,PM2.5,17.0
268848,20190707,16,PCA,-39.7583410730987
268848,20190707,16,PM2.5,11.0
268854,20190707,17,PCA,-35.75807188773282
268854,20190707,17,PM2.5,15.0
268860,20190707,18,PCA,-31.56573128094497
268860,20190707,18,PM2.5,16.0
268866,20190707,19,PCA,-26.544369502685758
268866,20190707,19,PM2.5,19.0
268872,20190707,20,PCA,-29.95478326143575
268872,20190707,20,PM2.5,11.0
268878,20190707,21,PCA,-35.162522104169845
268878,20190707,21,PM2.5,12.0
268884,20190707,22,PCA,-45.23603841294217
268884,20190707,22,PM2.5,4.0
268890,20190707,23,PCA,-47.400994491235664
268890,20190707,23,PM2.5,7.0
268896,20190708,0,PCA,-50.78410943373777
268896,20190708,0,PM2.5,9.0
268902,20190708,1,PCA,-54.156084040584595
268902,20190708,1,PM2.5,6.0
268908,20190708,2,PCA,-53.75883873371022
268908,20190708,2,PM2.5,9.0
268914,20190708,3,PCA,-53.74075150545948
268914,20190708,3,PM2.5,11.0
268920,20190708,4,PCA,-61.96827435939269
268920,20190708,4,PM2.5,12.0
268926,20190708,5,PCA,-69.6012650607176
268926,20190708,5,PM2.5,5.0
268932,20190708,6,PCA,-63.819865742600605
268932,20190708,6,PM2.5,13.0
268938,20190708,7,PCA,-54.365920321754345
268938,20190708,7,PM2.5,18.0
268944,20190708,8,PCA,-50.35205741859619
268944,20190708,8,PM2.5,21.0
268950,20190708,9,PCA,-44.601213079748426
268950,20190708,9,PM2.5,23.0
268956,20190708,10,PCA,-45.13211193342205
268956,20190708,10,PM2.5,20.0
268962,20190708,11,PCA,-41.14840613950534
268962,20190708,11,PM2.5,18.0
268968,20190708,12,PCA,-38.55553928264926
268968,20190708,12,PM2.5,14.0
268974,20190708,13,PCA,-34.37116405734779
268974,20190708,13,PM2.5,18.0
268980,20190708,14,PCA,-31.489727623201713
268980,20190708,14,PM2.5,16.0
268986,20190708,15,PCA,-31.327431323078947
268986,20190708,15,PM2.5,16.0
268992,20190708,16,PCA,-25.2507545381271
268992,20190708,16,PM2.5,20.0
268998,20190708,17,PCA,-23.61602493342004
268998,20190708,17,PM2.5,18.0
269004,20190708,18,PCA,-8.823628443131362
269004,20190708,18,PM2.5,15.0
269010,20190708,19,PCA,1.4474839762021252
269010,20190708,19,PM2.5,17.0
269016,20190708,20,PCA,-21.302256296491727
269016,20190708,20,PM2.5,16.0
269022,20190708,21,PCA,-0.5928278773133524
269022,20190708,21,PM2.5,18.0
269028,20190708,22,PCA,-19.312992690304295
269028,20190708,22,PM2.5,21.0
269034,20190708,23,PCA,-26.209487917803994
269034,20190708,23,PM2.5,19.0
269040,20190709,0,PCA,-18.925810428141496
269040,20190709,0,PM2.5,24.0
269046,20190709,1,PCA,-33.38661201020222
269046,20190709,1,PM2.5,22.0
269052,20190709,2,PCA,-41.031829302895154
269052,20190709,2,PM2.5,24.0
269058,20190709,3,PCA,-40.716199912407895
269058,20190709,3,PM2.5,23.0
269064,20190709,4,PCA,-40.63676659311922
269064,20190709,4,PM2.5,23.0
269070,20190709,5,PCA,-39.43740332328883
269070,20190709,5,PM2.5,22.0
269076,20190709,6,PCA,-36.94800659441041
269076,20190709,6,PM2.5,23.0
269082,20190709,7,PCA,-44.68202960312341
269082,20190709,7,PM2.5,17.0
269088,20190709,8,PCA,-44.36061828618442
269088,20190709,8,PM2.5,24.0
269094,20190709,9,PCA,-41.74088297558088
269094,20190709,9,PM2.5,24.0
269100,20190709,10,PCA,-36.86778619856328
269100,20190709,10,PM2.5,26.0
269106,20190709,11,PCA,-37.716758965787555
269106,20190709,11,PM2.5,24.0
269136,20190709,16,PCA,-34.17955262381437
269136,20190709,16,PM2.5,22.0
269142,20190709,17,PCA,-36.669868470533615
269142,20190709,17,PM2.5,20.0
269148,20190709,18,PCA,-41.86911417707096
269148,20190709,18,PM2.5,17.0
269154,20190709,19,PCA,-40.08652622815944
269154,20190709,19,PM2.5,18.0
269160,20190709,20,PCA,-42.913616794714464
