,date,hour,type,万寿西宫
255846,20190408,0,PCA,-48.853573485027155
255846,20190408,0,PM2.5,30.0
255852,20190408,1,PCA,-58.2191113776816
255852,20190408,1,PM2.5,26.0
255858,20190408,2,PCA,-47.679062941595575
255858,20190408,2,PM2.5,33.0
255864,20190408,3,PCA,-39.24922177631315
255864,20190408,3,PM2.5,35.0
255870,20190408,4,PCA,-49.488238723418924
255870,20190408,4,PM2.5,31.0
255876,20190408,5,PCA,-31.11260927421898
255876,20190408,5,PM2.5,35.0
255882,20190408,6,PCA,-25.76146131518749
255882,20190408,6,PM2.5,42.0
255888,20190408,7,PCA,-27.977154548064288
255888,20190408,7,PM2.5,41.0
255894,20190408,8,PCA,-32.445589670061224
255894,20190408,8,PM2.5,33.0
255900,20190408,9,PCA,-32.30593934753228
255900,20190408,9,PM2.5,38.0
255906,20190408,10,PCA,-48.12442998722598
255906,20190408,10,PM2.5,24.0
255912,20190408,11,PCA,-25.800150245347503
255912,20190408,11,PM2.5,55.0
255918,20190408,12,PCA,-57.10886423453232
255918,20190408,12,PM2.5,33.0
255924,20190408,13,PCA,-50.44829944526377
255924,20190408,13,PM2.5,37.0
255930,20190408,14,PCA,-58.629574012728526
255930,20190408,14,PM2.5,27.0
255936,20190408,15,PCA,-62.060231439288415
255936,20190408,15,PM2.5,23.0
255942,20190408,16,PCA,-70.38406014988968
255942,20190408,16,PM2.5,16.0
255948,20190408,17,PCA,-61.174240725138226
255948,20190408,17,PM2.5,24.0
255954,20190408,18,PCA,-63.53812092675327
255954,20190408,18,PM2.5,24.0
255960,20190408,19,PCA,-80.70686909497687
255960,20190408,19,PM2.5,10.0
255966,20190408,20,PCA,-90.53417551383191
255966,20190408,20,PM2.5,12.0
255972,20190408,21,PCA,-77.91401241231578
255972,20190408,21,PM2.5,10.0
255978,20190408,22,PCA,-92.74996426598659
255978,20190408,22,PM2.5,12.0
255984,20190408,23,PCA,-86.9695481507761
255984,20190408,23,PM2.5,11.0
255990,20190409,0,PCA,-90.03983493895603
255990,20190409,0,PM2.5,6.5
255996,20190409,1,PCA,-96.62357941823277
255996,20190409,1,PM2.5,2.0
256002,20190409,2,PCA,-79.44367109341736
256002,20190409,2,PM2.5,11.0
256008,20190409,3,PCA,-70.02285602610131
256008,20190409,3,PM2.5,17.0
256014,20190409,4,PCA,-31.471637446658015
256014,20190409,4,PM2.5,29.0
256020,20190409,5,PCA,-57.78896040317989
256020,20190409,5,PM2.5,29.0
256026,20190409,6,PCA,-75.86570866889082
256026,20190409,6,PM2.5,24.0
256032,20190409,7,PCA,-84.34348921514214
256032,20190409,7,PM2.5,19.0
256038,20190409,8,PCA,-82.10495379141979
256038,20190409,8,PM2.5,18.0
256044,20190409,9,PCA,-78.2510689736436
256044,20190409,9,PM2.5,23.0
256050,20190409,10,PCA,-66.59419934342529
256050,20190409,10,PM2.5,30.0
256056,20190409,11,PCA,-69.03035713043916
256056,20190409,11,PM2.5,28.0
256062,20190409,12,PCA,-60.58300155667308
256062,20190409,12,PM2.5,33.0
256068,20190409,13,PCA,-67.66233452972378
256068,20190409,13,PM2.5,29.0
256074,20190409,14,PCA,-65.0537088392858
256074,20190409,14,PM2.5,32.0
256080,20190409,15,PCA,-78.25067621607322
256080,20190409,15,PM2.5,25.0
256086,20190409,16,PCA,-69.21022967043777
256086,20190409,16,PM2.5,31.0
256092,20190409,17,PCA,-84.2934249895964
256092,20190409,17,PM2.5,22.0
256098,20190409,18,PCA,-88.21134001476257
256098,20190409,18,PM2.5,19.0
256104,20190409,19,PCA,-75.56755765299214
256104,20190409,19,PM2.5,26.0
256110,20190409,20,PCA,-65.2568560831844
256110,20190409,20,PM2.5,31.0
256116,20190409,21,PCA,-53.52409173713112
256116,20190409,21,PM2.5,37.0
256122,20190409,22,PCA,-66.18907623426449
256122,20190409,22,PM2.5,28.0
256128,20190409,23,PCA,-69.17427173465809
256128,20190409,23,PM2.5,26.0
256134,20190410,0,PCA,-56.910811562347035
256134,20190410,0,PM2.5,32.0
256140,20190410,1,PCA,-74.62162686400754
256140,20190410,1,PM2.5,23.0
256146,20190410,2,PCA,-62.41482738914659
256146,20190410,2,PM2.5,30.0
256152,20190410,3,PCA,-57.53613674913215
256152,20190410,3,PM2.5,31.0
256158,20190410,4,PCA,-59.53856681961081
256158,20190410,4,PM2.5,29.0
256164,20190410,5,PCA,-47.00646484714356
256164,20190410,5,PM2.5,34.0
256170,20190410,6,PCA,-42.29827399357521
256170,20190410,6,PM2.5,36.0
256176,20190410,7,PCA,-36.329937240921716
256176,20190410,7,PM2.5,42.0
256182,20190410,8,PCA,-28.9471152577306
256182,20190410,8,PM2.5,49.0
256188,20190410,9,PCA,-34.98691267590917
256188,20190410,9,PM2.5,48.0
256194,20190410,10,PCA,-40.57893926597854
256194,20190410,10,PM2.5,46.0
256200,20190410,11,PCA,-77.19732548883135
256200,20190410,11,PM2.5,26.0
256206,20190410,12,PCA,-92.08889973795443
256206,20190410,12,PM2.5,17.0
256212,20190410,13,PCA,-94.41135584960296
256212,20190410,13,PM2.5,14.0
256218,20190410,14,PCA,-88.01400809635118
256218,20190410,14,PM2.5,22.0
256224,20190410,15,PCA,-92.5249065013141
256224,20190410,15,PM2.5,15.0
256230,20190410,16,PCA,-94.29743276832001
256230,20190410,16,PM2.5,12.0
256236,20190410,17,PCA,-91.7581650241834
256236,20190410,17,PM2.5,15.0
256242,20190410,18,PCA,-82.66767571391911
256242,20190410,18,PM2.5,23.0
256248,20190410,19,PCA,-93.97521192487221
256248,20190410,19,PM2.5,9.0
256254,20190410,20,PCA,-76.03337680648123
256254,20190410,20,PM2.5,9.0
256260,20190410,21,PCA,-53.55886801346374
256260,20190410,21,PM2.5,30.0
256266,20190410,22,PCA,-54.516747614694445
256266,20190410,22,PM2.5,37.0
256272,20190410,23,PCA,-53.22752631027612
256272,20190410,23,PM2.5,38.0
256278,20190411,0,PCA,-45.095058736518894
256278,20190411,0,PM2.5,39.0
256284,20190411,1,PCA,-30.082136227360063
256284,20190411,1,PM2.5,48.0
256290,20190411,2,PCA,-28.641427748962865
256290,20190411,2,PM2.5,47.0
256296,20190411,3,PCA,-14.074651261465165
256296,20190411,3,PM2.5,55.0
256302,20190411,4,PCA,2.5557765381352535
256302,20190411,4,PM2.5,66.0
256308,20190411,5,PCA,9.811064220538043
256308,20190411,5,PM2.5,71.0
256314,20190411,6,PCA,8.839284537954754
256314,20190411,6,PM2.5,70.0
256320,20190411,7,PCA,22.48731243277791
256320,20190411,7,PM2.5,78.0
256326,20190411,8,PCA,23.75505363405851
256326,20190411,8,PM2.5,78.0
256332,20190411,9,PCA,33.020455631676136
256332,20190411,9,PM2.5,85.0
256338,20190411,10,PCA,-7.02804690107467
256338,20190411,10,PM2.5,65.0
256344,20190411,11,PCA,-25.96214488515628
256344,20190411,11,PM2.5,58.0
256350,20190411,12,PCA,-41.87222918482368
256350,20190411,12,PM2.5,50.0
256356,20190411,13,PCA,-37.36285666653363
256356,20190411,13,PM2.5,53.0
256362,20190411,14,PCA,-57.17325545172783
256362,20190411,14,PM2.5,41.0
256368,20190411,15,PCA,-65.3820978839505
256368,20190411,15,PM2.5,36.0
256374,20190411,16,PCA,-54.77967217216509
256374,20190411,16,PM2.5,40.0
256380,20190411,17,PCA,-59.09962304073312
256380,20190411,17,PM2.5,37.0
256386,20190411,18,PCA,-78.58256279712433
256386,20190411,18,PM2.5,28.5
256392,20190411,19,PCA,-85.17617790351935
256392,20190411,19,PM2.5,20.0
256398,20190411,20,PCA,-43.27132388358392
256398,20190411,20,PM2.5,47.0
256404,20190411,21,PCA,-36.82471856932984
256404,20190411,21,PM2.5,50.0
256410,20190411,22,PCA,-35.21645668388316
256410,20190411,22,PM2.5,50.0
256416,20190411,23,PCA,-58.62147591254979
256416,20190411,23,PM2.5,34.0
256422,20190412,0,PCA,-45.817677890503255
256422,20190412,0,PM2.5,39.0
256428,20190412,1,PCA,-32.98527526108234
256428,20190412,1,PM2.5,46.0
256434,20190412,2,PCA,-27.72053977056368
256434,20190412,2,PM2.5,48.0
256440,20190412,3,PCA,-22.6940960156708
256440,20190412,3,PM2.5,49.0
256446,20190412,4,PCA,-17.431828015822642
256446,20190412,4,PM2.5,51.0
256452,20190412,5,PCA,-9.134693047605506
256452,20190412,5,PM2.5,56.0
256458,20190412,6,PCA,-1.7830498614875052
256458,20190412,6,PM2.5,61.0
256464,20190412,7,PCA,-2.3272570450853394
256464,20190412,7,PM2.5,61.0
256470,20190412,8,PCA,-6.712157602777423
256470,20190412,8,PM2.5,56.0
256476,20190412,9,PCA,14.391331820697472
256476,20190412,9,PM2.5,70.0
256482,20190412,10,PCA,22.079408756151402
256482,20190412,10,PM2.5,76.0
256488,20190412,11,PCA,34.22367408873719
256488,20190412,11,PM2.5,85.0
256494,20190412,12,PCA,12.532742010398723
256494,20190412,12,PM2.5,76.0
256500,20190412,13,PCA,-27.680386863973105
256500,20190412,13,PM2.5,56.0
256506,20190412,14,PCA,-59.969609278553406
256506,20190412,14,PM2.5,38.0
256512,20190412,15,PCA,-56.565749152892366
256512,20190412,15,PM2.5,37.0
256518,20190412,16,PCA,-65.47893633360124
256518,20190412,16,PM2.5,29.0
256524,20190412,17,PCA,-28.161169248465395
256524,20190412,17,PM2.5,60.0
256530,20190412,18,PCA,-25.667563084297637
256530,20190412,18,PM2.5,61.0
256536,20190412,19,PCA,34.74498134898979
256536,20190412,19,PM2.5,100.0
256542,20190412,20,PCA,35.145371568759074
256542,20190412,20,PM2.5,100.0
256548,20190412,21,PCA,17.798117208225943
256548,20190412,21,PM2.5,87.0
256554,20190412,22,PCA,13.665858041242222
256554,20190412,22,PM2.5,84.0
256560,20190412,23,PCA,7.404144214920448
256560,20190412,23,PM2.5,78.0
256566,20190413,0,PCA,31.725202571800992
256566,20190413,0,PM2.5,91.0
256572,20190413,1,PCA,34.08754037608001
256572,20190413,1,PM2.5,92.0
256578,20190413,2,PCA,43.837372686134614
256578,20190413,2,PM2.5,97.0
256584,20190413,3,PCA,45.867530741743124
256584,20190413,3,PM2.5,97.0
256590,20190413,4,PCA,55.64163875055185
256590,20190413,4,PM2.5,102.0
256596,20190413,5,PCA,68.41570087155597
256596,20190413,5,PM2.5,110.0
256602,20190413,6,PCA,82.24621313044801
256602,20190413,6,PM2.5,116.0
256608,20190413,7,PCA,87.0810902382938
256608,20190413,7,PM2.5,119.0
256614,20190413,8,PCA,95.55719691739701
256614,20190413,8,PM2.5,123.0
256620,20190413,9,PCA,116.18283630119032
256620,20190413,9,PM2.5,137.0
256626,20190413,10,PCA,124.00207489750477
256626,20190413,10,PM2.5,143.0
256632,20190413,11,PCA,124.44408170829601
256632,20190413,11,PM2.5,147.0
256638,20190413,12,PCA,107.92544099702702
256638,20190413,12,PM2.5,138.0
256644,20190413,13,PCA,104.04979496782474
256644,20190413,13,PM2.5,136.0
256650,20190413,14,PCA,94.1363814786614
256650,20190413,14,PM2.5,130.0
256656,20190413,15,PCA,88.68083619759666
256656,20190413,15,PM2.5,127.0
256662,20190413,16,PCA,82.50165244729004
256662,20190413,16,PM2.5,124.0
256668,20190413,17,PCA,32.64183009915425
256668,20190413,17,PM2.5,94.0
256674,20190413,18,PCA,-81.00515596906831
256674,20190413,18,PM2.5,25.0
256680,20190413,19,PCA,-92.99402779818348
256680,20190413,19,PM2.5,10.0
256686,20190413,20,PCA,-91.92501474381605
256686,20190413,20,PM2.5,16.0
256692,20190413,21,PCA,-96.2716149121038
256692,20190413,21,PM2.5,10.0
256698,20190413,22,PCA,-86.4277767416016
256698,20190413,22,PM2.5,11.0
256704,20190413,23,PCA,-61.51554886040003
256704,20190413,23,PM2.5,17.0
256710,20190414,0,PCA,-72.46606649065586
256710,20190414,0,PM2.5,8.0
256716,20190414,1,PCA,-64.63841725544711
256716,20190414,1,PM2.5,18.0
256722,20190414,2,PCA,-53.968238950863345
256722,20190414,2,PM2.5,24.0
256728,20190414,3,PCA,-73.60580101205719
256728,20190414,3,PM2.5,21.0
256734,20190414,4,PCA,-79.91184180247745
256734,20190414,4,PM2.5,2.0
256740,20190414,5,PCA,-64.28864010765079
256740,20190414,5,PM2.5,21.0
256746,20190414,6,PCA,-72.50861131552583
256746,20190414,6,PM2.5,6.0
256752,20190414,7,PCA,-30.47995335565237
256752,20190414,7,PM2.5,16.0
256758,20190414,8,PCA,-68.05490370438781
256758,20190414,8,PM2.5,9.0
256764,20190414,9,PCA,-64.87907101296804
256764,20190414,9,PM2.5,25.0
256770,20190414,10,PCA,-70.92710838282443
256770,20190414,10,PM2.5,19.0
256776,20190414,11,PCA,-88.72585111990405
256776,20190414,11,PM2.5,4.0
256782,20190414,12,PCA,-74.99587279300152
256782,20190414,12,PM2.5,16.0
256788,20190414,13,PCA,-72.32063559065804
256788,20190414,13,PM2.5,19.0
256794,20190414,14,PCA,-82.30707734929453
256794,20190414,14,PM2.5,6.0
256800,20190414,15,PCA,-84.84471250772997
256800,20190414,15,PM2.5,7.0
256806,20190414,16,PCA,-70.41614661293826
256806,20190414,16,PM2.5,20.0
256812,20190414,17,PCA,-62.08246597423837
256812,20190414,17,PM2.5,22.0
256818,20190414,18,PCA,-59.80292284359978
256818,20190414,18,PM2.5,19.0
256824,20190414,19,PCA,-53.555843585598744
256824,20190414,19,PM2.5,27.0
256830,20190414,20,PCA,-59.231798954361565
256830,20190414,20,PM2.5,18.0
256836,20190414,21,PCA,-54.414917619802765
256836,20190414,21,PM2.5,27.0
256842,20190414,22,PCA,-52.211848848934906
256842,20190414,22,PM2.5,26.0
256848,20190414,23,PCA,-46.583097457476946
256848,20190414,23,PM2.5,34.0
256854,20190415,0,PCA,-45.145738371377064
256854,20190415,0,PM2.5,34.0
256860,20190415,1,PCA,-44.581463157469386
256860,20190415,1,PM2.5,33.0
256866,20190415,2,PCA,-37.5994139219819
256866,20190415,2,PM2.5,39.0
256872,20190415,3,PCA,-51.670019632078734
256872,20190415,3,PM2.5,27.0
256878,20190415,4,PCA,-43.058321965493576
256878,20190415,4,PM2.5,39.0
256884,20190415,5,PCA,-40.1947244781789
256884,20190415,5,PM2.5,32.0
256890,20190415,6,PCA,-10.78356434871337
256890,20190415,6,PM2.5,46.0
256896,20190415,7,PCA,-7.390706709655191
256896,20190415,7,PM2.5,58.0
256902,20190415,8,PCA,-15.769195602430766
256902,20190415,8,PM2.5,50.0
256908,20190415,9,PCA,-10.037696237563418
256908,20190415,9,PM2.5,47.0
256914,20190415,10,PCA,22.96850757893927
256914,20190415,10,PM2.5,75.0
256920,20190415,11,PCA,70.15965590543577
256920,20190415,11,PM2.5,108.0
256926,20190415,12,PCA,3.836574497945955
256926,20190415,12,PM2.5,69.0
256932,20190415,13,PCA,-28.168197366216006
256932,20190415,13,PM2.5,54.0
256938,20190415,14,PCA,-24.70180771322582
256938,20190415,14,PM2.5,60.0
256944,20190415,15,PCA,-53.226544546342005
256944,20190415,15,PM2.5,44.0
256950,20190415,16,PCA,-53.7529030440837
256950,20190415,16,PM2.5,38.0
256956,20190415,17,PCA,-53.66157674363248
256956,20190415,17,PM2.5,39.0
256962,20190415,18,PCA,-44.190198970122566
256962,20190415,18,PM2.5,49.0
256968,20190415,19,PCA,-37.84241665025418
256968,20190415,19,PM2.5,52.0
256974,20190415,20,PCA,-47.26479595239669
256974,20190415,20,PM2.5,24.0
256980,20190415,21,PCA,-37.773299782797835
256980,20190415,21,PM2.5,26.0
256986,20190415,22,PCA,-44.765865189831054
256986,20190415,22,PM2.5,30.0
256992,20190415,23,PCA,-45.41859092123642
256992,20190415,23,PM2.5,26.0
256998,20190416,0,PCA,-42.35619622425258
256998,20190416,0,PM2.5,32.0
257004,20190416,1,PCA,-43.63708929888867
257004,20190416,1,PM2.5,36.0
257010,20190416,2,PCA,-40.53134658831271
257010,20190416,2,PM2.5,40.0
257016,20190416,3,PCA,-38.35995598821045
257016,20190416,3,PM2.5,39.0
257022,20190416,4,PCA,-33.269997910283195
257022,20190416,4,PM2.5,45.0
257028,20190416,5,PCA,-20.40928342995198
257028,20190416,5,PM2.5,54.0
257034,20190416,6,PCA,-7.548568949620761
257034,20190416,6,PM2.5,63.0
257040,20190416,7,PCA,-4.067590479142904
257040,20190416,7,PM2.5,65.0
257046,20190416,8,PCA,7.517223636030474
257046,20190416,8,PM2.5,73.0
257052,20190416,9,PCA,21.5503115856526
257052,20190416,9,PM2.5,84.0
257058,20190416,10,PCA,35.46283397899478
257058,20190416,10,PM2.5,91.0
257064,20190416,11,PCA,25.946277571451564
257064,20190416,11,PM2.5,86.0
257070,20190416,12,PCA,33.05222127054994
257070,20190416,12,PM2.5,95.0
257076,20190416,13,PCA,25.857609123857543
257076,20190416,13,PM2.5,94.0
257082,20190416,14,PCA,6.028671335539896
257082,20190416,14,PM2.5,84.0
257088,20190416,15,PCA,10.803739274589525
257088,20190416,15,PM2.5,88.0
257094,20190416,16,PCA,11.651703206466575
257094,20190416,16,PM2.5,89.0
257100,20190416,17,PCA,-6.796349306835888
257100,20190416,17,PM2.5,77.0
257106,20190416,18,PCA,-37.92104278994861
257106,20190416,18,PM2.5,56.0
257112,20190416,19,PCA,-8.958930312352535
257112,20190416,19,PM2.5,74.0
257118,20190416,20,PCA,-12.762172236597706
257118,20190416,20,PM2.5,70.0
257124,20190416,21,PCA,-3.8142339861682992
257124,20190416,21,PM2.5,72.0
257130,20190416,22,PCA,-6.6708242589126225
257130,20190416,22,PM2.5,66.0
257136,20190416,23,PCA,15.98088343427411
257136,20190416,23,PM2.5,73.0
257142,20190417,0,PCA,55.988409083311545
257142,20190417,0,PM2.5,98.0
257148,20190417,1,PCA,58.51295207076226
257148,20190417,1,PM2.5,98.0
257154,20190417,2,PCA,75.11808855270047
257154,20190417,2,PM2.5,108.0
257160,20190417,3,PCA,56.558027545148946
257160,20190417,3,PM2.5,95.0
257166,20190417,4,PCA,75.15981331718315
257166,20190417,4,PM2.5,106.0
257172,20190417,5,PCA,85.78555367077998
257172,20190417,5,PM2.5,114.0
257178,20190417,6,PCA,70.46406661599555
257178,20190417,6,PM2.5,104.0
257184,20190417,7,PCA,72.1526588249257
257184,20190417,7,PM2.5,105.0
257190,20190417,8,PCA,90.82655892147322
257190,20190417,8,PM2.5,118.0
257196,20190417,9,PCA,73.06059419306152
257196,20190417,9,PM2.5,115.0
257202,20190417,10,PCA,60.89964971796341
257202,20190417,10,PM2.5,112.0
257208,20190417,11,PCA,79.69148189075607
257208,20190417,11,PM2.5,125.0
257214,20190417,12,PCA,55.244478627080674
257214,20190417,12,PM2.5,112.0
257220,20190417,13,PCA,56.84385387111815
257220,20190417,13,PM2.5,116.0
257226,20190417,14,PCA,52.210377379016684
257226,20190417,14,PM2.5,115.0
257232,20190417,15,PCA,32.265283794812795
257232,20190417,15,PM2.5,104.0
257238,20190417,16,PCA,16.693627125808014
257238,20190417,16,PM2.5,94.0
257244,20190417,17,PCA,38.14099910285152
257244,20190417,17,PM2.5,108.0
257250,20190417,18,PCA,1.8099106376369247
257250,20190417,18,PM2.5,84.0
257256,20190417,19,PCA,0.14405106568855686
257256,20190417,19,PM2.5,80.0
257262,20190417,20,PCA,12.665105366536483
257262,20190417,20,PM2.5,84.0
257268,20190417,21,PCA,46.570477560587754
257268,20190417,21,PM2.5,102.0
257274,20190417,22,PCA,70.47283182239488
257274,20190417,22,PM2.5,110.0
257280,20190417,23,PCA,107.2632844932517
257280,20190417,23,PM2.5,131.0
257286,20190418,0,PCA,90.17244234954879
257286,20190418,0,PM2.5,120.0
257292,20190418,1,PCA,91.8484579427213
257292,20190418,1,PM2.5,126.0
257298,20190418,2,PCA,60.64305822452551
257298,20190418,2,PM2.5,112.0
257304,20190418,3,PCA,12.35156907254846
257304,20190418,3,PM2.5,81.0
257310,20190418,4,PCA,304.3255315493193
257310,20190418,4,PM2.5,116.0
257316,20190418,5,PCA,296.56853979091346
257316,20190418,5,PM2.5,105.0
257322,20190418,6,PCA,38.157172844583755
257322,20190418,6,PM2.5,41.0
257328,20190418,7,PCA,-40.59141053523204
257328,20190418,7,PM2.5,28.0
257334,20190418,8,PCA,-53.968660613295924
257334,20190418,8,PM2.5,30.0
257340,20190418,9,PCA,-72.31183599710043
257340,20190418,9,PM2.5,7.0
257346,20190418,10,PCA,-70.66423126442245
257346,20190418,10,PM2.5,19.0
257352,20190418,11,PCA,-76.96266180136554
257352,20190418,11,PM2.5,10.0
257358,20190418,12,PCA,-97.68345510219723
257358,20190418,12,PM2.5,2.0
257364,20190418,13,PCA,-101.91561628119494
257364,20190418,13,PM2.5,2.0
257370,20190418,14,PCA,-101.80760430480281
257370,20190418,14,PM2.5,2.0
257376,20190418,15,PCA,-88.98717625197672
257376,20190418,15,PM2.5,18.0
257382,20190418,16,PCA,-109.8699408529573
257382,20190418,16,PM2.5,11.0
257388,20190418,17,PCA,-98.17764000613255
257388,20190418,17,PM2.5,4.0
257394,20190418,18,PCA,-26.12891061250194
257394,20190418,18,PM2.5,57.0
257400,20190418,19,PCA,7.503031840179891
257400,20190418,19,PM2.5,46.0
257406,20190418,20,PCA,-19.224728617916156
257406,20190418,20,PM2.5,29.0
257412,20190418,21,PCA,-32.925874071012245
257412,20190418,21,PM2.5,29.0
257418,20190418,22,PCA,-37.894815362971215
257418,20190418,22,PM2.5,34.0
257424,20190418,23,PCA,-52.23051570048922
257424,20190418,23,PM2.5,24.0
257430,20190419,0,PCA,-58.48589270227817
257430,20190419,0,PM2.5,19.0
257436,20190419,1,PCA,-61.093985081001534
257436,20190419,1,PM2.5,16.0
257442,20190419,2,PCA,-58.02072159104458
257442,20190419,2,PM2.5,22.0
257448,20190419,3,PCA,-49.82153085609985
257448,20190419,3,PM2.5,29.0
257454,20190419,4,PCA,-64.06464832576474
257454,20190419,4,PM2.5,10.0
257460,20190419,5,PCA,-60.24155449774503
257460,20190419,5,PM2.5,9.0
257466,20190419,6,PCA,-39.18446114120715
257466,20190419,6,PM2.5,31.0
257472,20190419,7,PCA,-46.03310263108125
257472,20190419,7,PM2.5,26.0
257478,20190419,8,PCA,-59.303473607553194
257478,20190419,8,PM2.5,17.0
257484,20190419,9,PCA,-51.58771096198119
257484,20190419,9,PM2.5,31.0
257490,20190419,10,PCA,-58.287449697211244
257490,20190419,10,PM2.5,23.0
257496,20190419,11,PCA,-63.18299177392287
257496,20190419,11,PM2.5,12.0
257502,20190419,12,PCA,-63.98627892153634
257502,20190419,12,PM2.5,15.0
257508,20190419,13,PCA,-61.213559742844005
257508,20190419,13,PM2.5,24.0
257514,20190419,14,PCA,-58.44084056415165
257514,20190419,14,PM2.5,33.0
257520,20190419,15,PCA,-58.52779254045726
257520,20190419,15,PM2.5,21.0
257526,20190419,16,PCA,-46.92631703925912
257526,20190419,16,PM2.5,27.0
257532,20190419,17,PCA,-43.80394587903574
257532,20190419,17,PM2.5,26.0
257538,20190419,18,PCA,-60.444712300408206
257538,20190419,18,PM2.5,18.0
257544,20190419,19,PCA,-80.76351979139895
257544,20190419,19,PM2.5,19.0
257550,20190419,20,PCA,-92.35804216570752
257550,20190419,20,PM2.5,13.0
257556,20190419,21,PCA,-65.12144447886789
257556,20190419,21,PM2.5,22.0
257562,20190419,22,PCA,-74.56872162732012
257562,20190419,22,PM2.5,12.0
257568,20190419,23,PCA,-56.46412066856199
257568,20190419,23,PM2.5,22.0
257574,20190420,0,PCA,-36.93267771194561
257574,20190420,0,PM2.5,30.0
257580,20190420,1,PCA,-49.67263802765758
257580,20190420,1,PM2.5,16.0
257586,20190420,2,PCA,-50.45841918668324
257586,20190420,2,PM2.5,30.0
257592,20190420,3,PCA,-18.36635463213348
257592,20190420,3,PM2.5,17.0
257598,20190420,4,PCA,-65.96150250783154
257598,20190420,4,PM2.5,28.0
257604,20190420,5,PCA,-64.25957401525774
257604,20190420,5,PM2.5,29.0
257610,20190420,6,PCA,-72.48518297519477
257610,20190420,6,PM2.5,24.0
257616,20190420,7,PCA,-66.7528057422585
257616,20190420,7,PM2.5,26.0
257622,20190420,8,PCA,-60.419354007005886
257622,20190420,8,PM2.5,28.0
257628,20190420,9,PCA,-54.08590227175332
257628,20190420,9,PM2.5,30.0
257634,20190420,10,PCA,-23.828973012688692
257634,20190420,10,PM2.5,49.0
257640,20190420,11,PCA,-29.234059146074287
257640,20190420,11,PM2.5,47.0
257646,20190420,12,PCA,-32.578374700564446
257646,20190420,12,PM2.5,46.0
257652,20190420,13,PCA,-37.48813743862377
257652,20190420,13,PM2.5,43.0
257658,20190420,14,PCA,-25.16092816721112
257658,20190420,14,PM2.5,51.0
257664,20190420,15,PCA,-16.97259285508992
257664,20190420,15,PM2.5,56.0
257670,20190420,16,PCA,-24.618400794579987
257670,20190420,16,PM2.5,51.0
257676,20190420,17,PCA,-20.726622886117696
257676,20190420,17,PM2.5,52.0
257682,20190420,18,PCA,5.527913722660106
257682,20190420,18,PM2.5,67.0
257688,20190420,19,PCA,-11.589909779307787
257688,20190420,19,PM2.5,54.0
257694,20190420,20,PCA,7.344055741396924
257694,20190420,20,PM2.5,66.0
257700,20190420,21,PCA,16.027235560118303
257700,20190420,21,PM2.5,72.0
257706,20190420,22,PCA,-3.5597368002801737
257706,20190420,22,PM2.5,60.0
257712,20190420,23,PCA,9.207710528416296
257712,20190420,23,PM2.5,68.0
257718,20190421,0,PCA,0.03126156250237158
257718,20190421,0,PM2.5,61.0
257724,20190421,1,PCA,12.425742841529688
257724,20190421,1,PM2.5,69.0
257730,20190421,2,PCA,1.900283887367634
257730,20190421,2,PM2.5,62.0
257736,20190421,3,PCA,5.823133893874809
257736,20190421,3,PM2.5,65.0
257742,20190421,4,PCA,0.15235233972961676
257742,20190421,4,PM2.5,62.0
257748,20190421,5,PCA,-0.9408925572479635
257748,20190421,5,PM2.5,62.0
257754,20190421,6,PCA,0.04722109654474456
257754,20190421,6,PM2.5,64.0
257760,20190421,7,PCA,-3.7804936424559554
257760,20190421,7,PM2.5,62.0
257766,20190421,8,PCA,1.7967280035904127
257766,20190421,8,PM2.5,64.0
257772,20190421,9,PCA,-0.29665920955469105
257772,20190421,9,PM2.5,64.0
257778,20190421,10,PCA,-8.804687507646134
257778,20190421,10,PM2.5,63.0
257784,20190421,11,PCA,-35.29928248225997
257784,20190421,11,PM2.5,32.0
257790,20190421,12,PCA,15.128041345295607
257790,20190421,12,PM2.5,69.0
257796,20190421,13,PCA,16.289218745597097
257796,20190421,13,PM2.5,69.0
257802,20190421,14,PCA,23.789180403683826
257802,20190421,14,PM2.5,63.0
257808,20190421,15,PCA,32.191578749334205
257808,20190421,15,PM2.5,72.0
257814,20190421,16,PCA,26.586236106285263
257814,20190421,16,PM2.5,79.0
257820,20190421,17,PCA,15.204706396381527
257820,20190421,17,PM2.5,65.0
257826,20190421,18,PCA,25.78693049955272
257826,20190421,18,PM2.5,71.0
257832,20190421,19,PCA,7.18556324943759
257832,20190421,19,PM2.5,57.0
257838,20190421,20,PCA,-0.8899327206746108
257838,20190421,20,PM2.5,40.0
257844,20190421,21,PCA,16.23441977157377
257844,20190421,21,PM2.5,46.0
257850,20190421,22,PCA,11.723152896913897
257850,20190421,22,PM2.5,55.0
257856,20190421,23,PCA,1.8519480369073724
257856,20190421,23,PM2.5,49.0
257862,20190422,0,PCA,-15.115462358456172
257862,20190422,0,PM2.5,43.0
257868,20190422,1,PCA,-6.713525811381391
257868,20190422,1,PM2.5,66.0
257874,20190422,2,PCA,9.733822774630285
257874,20190422,2,PM2.5,75.0
257880,20190422,3,PCA,15.681895855404976
257880,20190422,3,PM2.5,78.0
257886,20190422,4,PCA,30.373910421767118
257886,20190422,4,PM2.5,87.0
257892,20190422,5,PCA,32.6407460482241
257892,20190422,5,PM2.5,84.0
257898,20190422,6,PCA,27.962619200644006
257898,20190422,6,PM2.5,78.0
