,date,hour,type,琉璃河
266862,20190623,15,PCA,-49.88259021132426
266862,20190623,15,PM2.5,48.0
266868,20190623,16,PCA,-52.250055938096516
266868,20190623,16,PM2.5,47.0
266874,20190623,17,PCA,-49.75533273475604
266874,20190623,17,PM2.5,47.0
266880,20190623,18,PCA,-44.57805426506944
266880,20190623,18,PM2.5,50.0
266886,20190623,19,PCA,-53.19708396188195
266886,20190623,19,PM2.5,50.0
266892,20190623,20,PCA,-52.14818543480409
266892,20190623,20,PM2.5,61.0
266898,20190623,21,PCA,-57.4544641443086
266898,20190623,21,PM2.5,53.0
266904,20190623,22,PCA,-57.64984391924511
266904,20190623,22,PM2.5,47.0
266910,20190623,23,PCA,-60.79840445758973
266910,20190623,23,PM2.5,44.0
266916,20190624,0,PCA,-62.48509236237745
266916,20190624,0,PM2.5,51.0
266922,20190624,1,PCA,-75.94280401943784
266922,20190624,1,PM2.5,41.0
266928,20190624,2,PCA,-77.5220949686623
266928,20190624,2,PM2.5,38.0
266934,20190624,3,PCA,-66.69623014013268
266934,20190624,3,PM2.5,37.0
266940,20190624,4,PCA,-63.66518005599752
266940,20190624,4,PM2.5,35.0
266946,20190624,5,PCA,-53.104494064227005
266946,20190624,5,PM2.5,46.0
266952,20190624,6,PCA,-59.134938385022174
266952,20190624,6,PM2.5,40.0
266958,20190624,7,PCA,-49.90181839269626
266958,20190624,7,PM2.5,44.0
266964,20190624,8,PCA,-56.42097355983218
266964,20190624,8,PM2.5,45.0
266970,20190624,9,PCA,-55.331933143302024
266970,20190624,9,PM2.5,49.0
266976,20190624,10,PCA,-64.42531360159079
266976,20190624,10,PM2.5,49.0
266982,20190624,11,PCA,-68.47273177652613
266982,20190624,11,PM2.5,44.0
266988,20190624,12,PCA,-65.20456953046222
266988,20190624,12,PM2.5,35.0
266994,20190624,13,PCA,-71.75953916612085
266994,20190624,13,PM2.5,27.0
267000,20190624,14,PCA,-67.57482653181808
267000,20190624,14,PM2.5,36.0
267006,20190624,18,PCA,-76.43215324241099
267006,20190624,18,PM2.5,26.0
267012,20190624,19,PCA,-73.97838540569396
267012,20190624,19,PM2.5,33.0
267018,20190624,20,PCA,-86.95787287198266
267018,20190624,20,PM2.5,28.0
267024,20190624,21,PCA,-76.50949481052903
267024,20190624,21,PM2.5,32.0
267030,20190624,23,PCA,-67.56474381376324
267030,20190624,23,PM2.5,37.0
267036,20190625,0,PCA,-59.15291266315518
267036,20190625,0,PM2.5,40.0
267042,20190625,1,PCA,-47.85947616822714
267042,20190625,1,PM2.5,47.0
267048,20190625,2,PCA,-51.644307909256646
267048,20190625,2,PM2.5,45.0
267054,20190625,3,PCA,-54.65189348661626
267054,20190625,3,PM2.5,46.0
267060,20190625,4,PCA,-67.87391627492009
267060,20190625,4,PM2.5,39.0
267066,20190625,5,PCA,-72.53173443379934
267066,20190625,5,PM2.5,32.0
267072,20190625,6,PCA,-64.5903022222338
267072,20190625,6,PM2.5,36.0
267078,20190625,7,PCA,-59.920331215801575
267078,20190625,7,PM2.5,40.0
267084,20190625,9,PCA,-51.730086603067534
267084,20190625,9,PM2.5,51.0
267090,20190625,10,PCA,-49.657842915674905
267090,20190625,10,PM2.5,58.0
267096,20190625,11,PCA,-57.44545359828538
267096,20190625,11,PM2.5,57.0
267102,20190625,12,PCA,-55.27884743046546
267102,20190625,12,PM2.5,55.0
267108,20190625,13,PCA,-66.73953862669592
267108,20190625,13,PM2.5,37.0
267114,20190625,14,PCA,-63.401585372536545
267114,20190625,14,PM2.5,41.0
267120,20190625,15,PCA,-57.868509747138795
267120,20190625,15,PM2.5,45.0
267126,20190625,16,PCA,-64.06111717952557
267126,20190625,16,PM2.5,40.0
267132,20190625,17,PCA,-65.09531455734687
267132,20190625,17,PM2.5,39.0
267138,20190625,18,PCA,-65.260748535036
267138,20190625,18,PM2.5,38.0
267144,20190625,19,PCA,-67.47625702480623
267144,20190625,19,PM2.5,37.0
267150,20190625,20,PCA,-71.30713204564188
267150,20190625,20,PM2.5,40.0
267204,20190626,5,PCA,-48.25186931367685
267204,20190626,5,PM2.5,62.0
267210,20190626,6,PCA,-69.7348393566439
267210,20190626,6,PM2.5,45.0
267216,20190626,7,PCA,-50.45118034132144
267216,20190626,7,PM2.5,37.0
267222,20190626,8,PCA,-64.70647768639674
267222,20190626,8,PM2.5,36.0
267228,20190626,9,PCA,-75.44709515577652
267228,20190626,9,PM2.5,36.0
267234,20190626,10,PCA,-74.48623970077203
267234,20190626,10,PM2.5,34.0
267240,20190626,11,PCA,-74.77034199971695
267240,20190626,11,PM2.5,41.0
267246,20190626,12,PCA,-79.40783849793021
267246,20190626,12,PM2.5,51.0
267252,20190626,13,PCA,-60.23156389674186
267252,20190626,13,PM2.5,48.0
267258,20190626,14,PCA,-55.24993143795944
267258,20190626,14,PM2.5,48.0
267264,20190626,15,PCA,-53.04197414184796
267264,20190626,15,PM2.5,48.0
267270,20190626,16,PCA,-45.75677757979287
267270,20190626,16,PM2.5,57.0
267276,20190626,17,PCA,-48.977795477828
267276,20190626,17,PM2.5,53.0
267282,20190626,18,PCA,-59.747260364124706
267282,20190626,18,PM2.5,46.0
267288,20190626,19,PCA,-60.55495698368059
267288,20190626,19,PM2.5,47.0
267294,20190626,20,PCA,-69.30044823501552
267294,20190626,20,PM2.5,39.0
267300,20190626,21,PCA,-68.02588994445888
267300,20190626,21,PM2.5,43.0
267306,20190626,22,PCA,-69.09870252792246
267306,20190626,22,PM2.5,42.0
267312,20190626,23,PCA,-67.85387582640811
267312,20190626,23,PM2.5,45.0
267318,20190627,0,PCA,-64.18925793907536
267318,20190627,0,PM2.5,47.0
267324,20190627,1,PCA,-81.6888044559197
267324,20190627,1,PM2.5,36.0
267330,20190627,2,PCA,-71.68180066097078
267330,20190627,2,PM2.5,41.0
267336,20190627,3,PCA,-65.07463591099656
267336,20190627,3,PM2.5,45.0
267342,20190627,4,PCA,-57.3761052734773
267342,20190627,4,PM2.5,43.0
267348,20190627,5,PCA,-59.90200800467272
267348,20190627,5,PM2.5,40.0
267354,20190627,6,PCA,-46.25291201281129
267354,20190627,6,PM2.5,52.0
267360,20190627,7,PCA,-37.75227634887105
267360,20190627,7,PM2.5,59.0
267366,20190627,8,PCA,-46.94879521724782
267366,20190627,8,PM2.5,53.0
267372,20190627,9,PCA,-50.7367815785205
267372,20190627,9,PM2.5,49.0
267378,20190627,10,PCA,-45.13707132280651
267378,20190627,10,PM2.5,64.0
267384,20190627,11,PCA,-54.282283149289206
267384,20190627,11,PM2.5,63.0
267390,20190627,12,PCA,-60.580132795620635
267390,20190627,12,PM2.5,62.0
267396,20190627,13,PCA,-60.78331338593669
267396,20190627,13,PM2.5,52.0
267402,20190627,14,PCA,-66.82191953344443
267402,20190627,14,PM2.5,43.0
267408,20190627,15,PCA,-65.67046294083887
267408,20190627,15,PM2.5,39.0
267414,20190627,16,PCA,-62.63782527736901
267414,20190627,16,PM2.5,43.0
267420,20190627,17,PCA,-60.45549756949765
267420,20190627,17,PM2.5,45.0
267426,20190627,18,PCA,-60.28704287732589
267426,20190627,18,PM2.5,42.0
267432,20190627,19,PCA,-56.6159785647642
267432,20190627,19,PM2.5,49.0
267438,20190627,20,PCA,-71.61107983398671
267438,20190627,20,PM2.5,39.0
267444,20190627,21,PCA,-59.313683536052444
267444,20190627,21,PM2.5,42.0
267450,20190627,22,PCA,-67.36782802482881
267450,20190627,22,PM2.5,41.0
267456,20190627,23,PCA,-57.130652297812176
267456,20190627,23,PM2.5,48.0
267462,20190628,0,PCA,-63.32757997839537
267462,20190628,0,PM2.5,44.0
267468,20190628,1,PCA,-74.63746920554098
267468,20190628,1,PM2.5,44.0
267474,20190628,2,PCA,-74.64505201720016
267474,20190628,2,PM2.5,44.0
267480,20190628,3,PCA,-68.29593544921501
267480,20190628,3,PM2.5,48.0
267486,20190628,4,PCA,-62.37639799747002
267486,20190628,4,PM2.5,60.0
267492,20190628,5,PCA,-52.91714415119544
267492,20190628,5,PM2.5,63.0
267498,20190628,6,PCA,-58.83178398496215
267498,20190628,6,PM2.5,55.0
267504,20190628,7,PCA,-60.53197324168094
267504,20190628,7,PM2.5,52.0
267510,20190628,8,PCA,-89.60032604689546
267510,20190628,8,PM2.5,39.0
267516,20190628,9,PCA,-61.11091089141299
267516,20190628,9,PM2.5,58.0
267522,20190628,10,PCA,-85.74570983291271
267522,20190628,10,PM2.5,45.0
267528,20190628,11,PCA,-95.14977607570901
267528,20190628,11,PM2.5,39.0
267534,20190628,12,PCA,-110.36334545570742
267534,20190628,12,PM2.5,29.0
267540,20190628,13,PCA,-116.00383004528739
267540,20190628,13,PM2.5,19.0
267546,20190628,14,PCA,-103.59050305037563
267546,20190628,14,PM2.5,29.0
267552,20190628,15,PCA,-94.61501203065696
267552,20190628,15,PM2.5,28.0
267558,20190628,16,PCA,-90.6194173463941
267558,20190628,16,PM2.5,27.0
267564,20190628,17,PCA,-77.33851490311723
267564,20190628,17,PM2.5,34.0
267570,20190628,18,PCA,-76.38517127859755
267570,20190628,18,PM2.5,37.0
267576,20190628,19,PCA,-81.26316795508495
267576,20190628,19,PM2.5,40.0
267582,20190628,20,PCA,-75.4876608780739
267582,20190628,20,PM2.5,46.0
267588,20190628,21,PCA,-71.88390061802093
267588,20190628,21,PM2.5,43.0
267594,20190628,22,PCA,-74.4371134838244
267594,20190628,22,PM2.5,51.0
267600,20190628,23,PCA,-55.354489127993
267600,20190628,23,PM2.5,62.0
267606,20190629,0,PCA,-38.40095533124595
267606,20190629,0,PM2.5,72.0
267612,20190629,1,PCA,-39.20090787882724
267612,20190629,1,PM2.5,69.0
267618,20190629,2,PCA,-28.459435767981297
267618,20190629,2,PM2.5,74.0
267624,20190629,3,PCA,-9.42104375489983
267624,20190629,3,PM2.5,87.0
267630,20190629,4,PCA,3.3518182872541864
267630,20190629,4,PM2.5,94.0
267636,20190629,5,PCA,-9.134246820760266
267636,20190629,5,PM2.5,85.0
267642,20190629,6,PCA,-14.289598494009498
267642,20190629,6,PM2.5,81.0
267648,20190629,7,PCA,11.376479875980289
267648,20190629,7,PM2.5,98.0
267654,20190629,8,PCA,35.953172673580625
267654,20190629,8,PM2.5,116.0
267660,20190629,9,PCA,-25.82736147556691
267660,20190629,9,PM2.5,77.0
267666,20190629,10,PCA,-57.93174066830111
267666,20190629,10,PM2.5,60.0
267672,20190629,11,PCA,-62.83497273535282
267672,20190629,11,PM2.5,60.0
267678,20190629,12,PCA,-99.56601084571386
267678,20190629,12,PM2.5,37.0
267684,20190629,13,PCA,-111.2958850235404
267684,20190629,13,PM2.5,26.0
267690,20190629,14,PCA,-118.2041775756469
267690,20190629,14,PM2.5,18.0
267696,20190629,15,PCA,-122.19490146367629
267696,20190629,15,PM2.5,12.0
267702,20190629,16,PCA,-124.49320104465394
267702,20190629,16,PM2.5,10.0
267708,20190629,17,PCA,-118.2589999609197
267708,20190629,17,PM2.5,1.0
267714,20190629,18,PCA,-132.64183553597542
267714,20190629,18,PM2.5,3.0
267720,20190629,19,PCA,-132.94546690794135
267720,20190629,19,PM2.5,2.0
267726,20190629,20,PCA,-122.05460803828358
267726,20190629,20,PM2.5,4.0
267732,20190629,21,PCA,-132.77079751786982
267732,20190629,21,PM2.5,3.0
267738,20190629,22,PCA,-133.64303426990568
267738,20190629,22,PM2.5,2.0
267744,20190629,23,PCA,-133.6479607042937
267744,20190629,23,PM2.5,2.0
267750,20190630,0,PCA,-131.21251311113818
267750,20190630,0,PM2.5,7.0
267756,20190630,1,PCA,-135.3979764028068
267756,20190630,1,PM2.5,2.0
267762,20190630,2,PCA,-135.5589175681535
267762,20190630,2,PM2.5,2.0
267768,20190630,3,PCA,-133.29787423435226
267768,20190630,3,PM2.5,2.0
267774,20190630,4,PCA,-126.6693578472217
267774,20190630,4,PM2.5,2.0
267780,20190630,5,PCA,-103.15509665141148
267780,20190630,5,PM2.5,3.0
267786,20190630,6,PCA,-109.69711508271408
267786,20190630,6,PM2.5,2.0
267792,20190630,7,PCA,-103.07844433334665
267792,20190630,7,PM2.5,9.0
267798,20190630,8,PCA,-135.06338530782736
267798,20190630,8,PM2.5,3.0
267804,20190630,9,PCA,-133.1130013461686
267804,20190630,9,PM2.5,5.0
267810,20190630,10,PCA,-132.79397491098524
267810,20190630,10,PM2.5,4.0
267816,20190630,11,PCA,-132.13750148531247
267816,20190630,11,PM2.5,5.0
267822,20190630,12,PCA,-134.14063706910972
267822,20190630,12,PM2.5,2.0
267828,20190630,13,PCA,-131.38123660638294
267828,20190630,13,PM2.5,6.0
267834,20190630,14,PCA,-133.71896328515962
267834,20190630,14,PM2.5,2.0
267840,20190630,15,PCA,-133.48987543445708
267840,20190630,15,PM2.5,1.0
267846,20190630,16,PCA,-132.94444744750257
267846,20190630,16,PM2.5,2.0
267852,20190630,17,PCA,-131.58160486952863
267852,20190630,17,PM2.5,4.0
267858,20190630,18,PCA,-133.43712381231862
267858,20190630,18,PM2.5,2.0
267864,20190630,19,PCA,-133.06041932060884
267864,20190630,19,PM2.5,2.0
267870,20190630,20,PCA,-133.26140334380787
267870,20190630,20,PM2.5,2.0
267876,20190630,21,PCA,-111.7600923426475
267876,20190630,21,PM2.5,5.0
267882,20190630,22,PCA,-108.78109145553232
267882,20190630,22,PM2.5,5.0
267888,20190630,23,PCA,-95.27096982289765
267888,20190630,23,PM2.5,10.0
267894,20190701,0,PCA,-100.19502453689827
267894,20190701,0,PM2.5,10.0
267900,20190701,1,PCA,-92.14424475201764
267900,20190701,1,PM2.5,19.0
267906,20190701,2,PCA,-98.53491639595536
267906,20190701,2,PM2.5,8.0
267912,20190701,3,PCA,-93.83288327455725
267912,20190701,3,PM2.5,11.0
267918,20190701,4,PCA,-93.35067553857057
267918,20190701,4,PM2.5,13.0
267924,20190701,5,PCA,-100.5587235156043
267924,20190701,5,PM2.5,6.0
267930,20190701,6,PCA,-85.68510528701881
267930,20190701,6,PM2.5,16.0
267936,20190701,7,PCA,-80.0614599128713
267936,20190701,7,PM2.5,14.0
267942,20190701,8,PCA,-99.98420070051287
267942,20190701,8,PM2.5,15.0
267948,20190701,9,PCA,-89.84206326129946
267948,20190701,9,PM2.5,10.0
267954,20190701,10,PCA,-101.15092007719741
267954,20190701,10,PM2.5,8.0
267960,20190701,11,PCA,-126.7728961747815
267960,20190701,11,PM2.5,10.0
267966,20190701,12,PCA,-125.3646680627527
267966,20190701,12,PM2.5,9.0
267972,20190701,13,PCA,-126.6557930933131
267972,20190701,13,PM2.5,5.0
267978,20190701,14,PCA,-125.48645670253133
267978,20190701,14,PM2.5,6.0
267984,20190701,15,PCA,-123.796805359476
267984,20190701,15,PM2.5,8.0
267990,20190701,16,PCA,-123.11391232502342
267990,20190701,16,PM2.5,9.0
267996,20190701,17,PCA,-126.43206529904414
267996,20190701,17,PM2.5,5.0
268002,20190701,18,PCA,-123.32760511250852
268002,20190701,18,PM2.5,8.0
268008,20190701,19,PCA,-116.15362248049999
268008,20190701,19,PM2.5,14.0
268014,20190701,20,PCA,-125.46133789869226
268014,20190701,20,PM2.5,7.0
268020,20190701,21,PCA,-88.31713886810299
268020,20190701,21,PM2.5,16.0
268026,20190701,22,PCA,-95.40104434596256
268026,20190701,22,PM2.5,16.0
268032,20190701,23,PCA,-104.13180272525972
268032,20190701,23,PM2.5,14.0
268038,20190702,0,PCA,-124.66261681579904
268038,20190702,0,PM2.5,1.0
268044,20190702,1,PCA,-130.24524652126095
268044,20190702,1,PM2.5,3.0
268050,20190702,2,PCA,-121.6240249212391
268050,20190702,2,PM2.5,13.0
268056,20190702,3,PCA,-104.467047838216
268056,20190702,3,PM2.5,10.0
268062,20190702,4,PCA,-107.69241997892544
268062,20190702,4,PM2.5,11.0
268068,20190702,5,PCA,-110.66116429687926
268068,20190702,5,PM2.5,13.0
268074,20190702,6,PCA,-91.79451112191317
268074,20190702,6,PM2.5,15.0
268080,20190702,7,PCA,-106.46948099689477
268080,20190702,7,PM2.5,10.0
268086,20190702,8,PCA,-96.9529838213897
268086,20190702,8,PM2.5,14.0
268092,20190702,9,PCA,-96.66252119875837
268092,20190702,9,PM2.5,17.0
268098,20190702,10,PCA,-102.73834091622393
268098,20190702,10,PM2.5,21.0
268104,20190702,11,PCA,-116.52828805133225
268104,20190702,11,PM2.5,14.0
268122,20190702,14,PCA,-97.81810171485185
268122,20190702,14,PM2.5,14.0
268128,20190702,15,PCA,-80.03471447112267
268128,20190702,15,PM2.5,21.0
268134,20190702,16,PCA,-70.38969961488094
268134,20190702,16,PM2.5,28.0
268140,20190702,17,PCA,-56.07105167173448
268140,20190702,17,PM2.5,35.0
268146,20190702,18,PCA,-98.26570474213135
268146,20190702,18,PM2.5,21.0
268152,20190702,19,PCA,-110.28202476601949
268152,20190702,19,PM2.5,27.0
268158,20190702,20,PCA,-106.06845764684743
268158,20190702,20,PM2.5,31.0
268164,20190702,21,PCA,-104.10152782287726
268164,20190702,21,PM2.5,30.0
268170,20190702,22,PCA,-87.14606561557758
268170,20190702,22,PM2.5,34.0
268176,20190702,23,PCA,-86.26285563149243
268176,20190702,23,PM2.5,37.0
268182,20190703,0,PCA,-78.94411948499962
268182,20190703,0,PM2.5,36.0
268188,20190703,1,PCA,-91.84060439150274
268188,20190703,1,PM2.5,27.0
268194,20190703,2,PCA,-106.03622242600773
268194,20190703,2,PM2.5,23.0
268200,20190703,3,PCA,-103.53267714572786
268200,20190703,3,PM2.5,26.0
268206,20190703,4,PCA,-94.30359989542863
268206,20190703,4,PM2.5,27.0
268212,20190703,5,PCA,-91.88647254583468
268212,20190703,5,PM2.5,30.0
268218,20190703,6,PCA,-91.62081349284317
268218,20190703,6,PM2.5,30.0
268224,20190703,7,PCA,-71.20437431284152
268224,20190703,7,PM2.5,36.0
268230,20190703,8,PCA,-92.42296238328505
268230,20190703,8,PM2.5,34.0
268236,20190703,9,PCA,-94.17604423585513
268236,20190703,9,PM2.5,36.0
268242,20190703,10,PCA,-96.67222162693032
268242,20190703,10,PM2.5,36.0
268248,20190703,11,PCA,-109.83045971772607
268248,20190703,11,PM2.5,26.0
268254,20190703,12,PCA,-100.31296879827667
268254,20190703,12,PM2.5,20.0
268260,20190703,13,PCA,-100.71393942837472
268260,20190703,13,PM2.5,18.0
268266,20190703,14,PCA,-119.92056463244619
268266,20190703,14,PM2.5,13.0
268272,20190703,15,PCA,-120.41382683565546
268272,20190703,15,PM2.5,12.0
268278,20190703,16,PCA,-119.62857356609612
268278,20190703,16,PM2.5,14.0
268284,20190703,17,PCA,-111.40822706203375
268284,20190703,17,PM2.5,14.0
268290,20190703,18,PCA,-108.56185145309377
268290,20190703,18,PM2.5,9.0
268296,20190703,19,PCA,-104.23179590725626
268296,20190703,19,PM2.5,11.0
268302,20190703,20,PCA,-109.3366713259001
268302,20190703,20,PM2.5,20.0
268308,20190703,21,PCA,-99.49333435840306
268308,20190703,21,PM2.5,22.0
268314,20190703,22,PCA,-84.15900413532808
268314,20190703,22,PM2.5,27.0
268320,20190703,23,PCA,-76.02071357410378
268320,20190703,23,PM2.5,29.0
268326,20190704,0,PCA,-101.0083198700441
268326,20190704,0,PM2.5,22.0
268332,20190704,1,PCA,-118.1595345257551
268332,20190704,1,PM2.5,8.0
268338,20190704,2,PCA,-120.83367672596346
268338,20190704,2,PM2.5,18.0
268344,20190704,3,PCA,-123.77512520827445
268344,20190704,3,PM2.5,14.0
268350,20190704,4,PCA,-116.18229366091519
268350,20190704,4,PM2.5,17.0
268356,20190704,5,PCA,-110.6870763960677
268356,20190704,5,PM2.5,17.0
268362,20190704,6,PCA,-88.67443437097839
268362,20190704,6,PM2.5,21.0
268368,20190704,7,PCA,-76.11222643050596
268368,20190704,7,PM2.5,26.0
268374,20190704,8,PCA,-79.00886688089194
268374,20190704,8,PM2.5,26.0
268380,20190704,10,PCA,-102.30855149207487
268380,20190704,10,PM2.5,20.0
268386,20190704,11,PCA,-68.57262616982867
268386,20190704,11,PM2.5,38.0
268392,20190704,12,PCA,-69.18964723994986
268392,20190704,12,PM2.5,36.0
268398,20190704,13,PCA,-78.52625650618535
268398,20190704,13,PM2.5,28.0
268404,20190704,14,PCA,-85.54270867983988
268404,20190704,14,PM2.5,18.0
268410,20190704,15,PCA,-82.09525930837341
268410,20190704,15,PM2.5,21.0
268416,20190704,16,PCA,-80.430651715165
268416,20190704,16,PM2.5,26.0
268422,20190704,17,PCA,-66.73070691469896
268422,20190704,17,PM2.5,35.0
268428,20190704,18,PCA,-63.208635102077444
268428,20190704,18,PM2.5,38.0
268434,20190704,19,PCA,-67.65137130712533
268434,20190704,19,PM2.5,38.0
268440,20190704,20,PCA,-68.6918585691865
268440,20190704,20,PM2.5,41.0
268446,20190704,21,PCA,-64.8931347760115
268446,20190704,21,PM2.5,47.0
268452,20190704,22,PCA,-71.55075176043698
268452,20190704,22,PM2.5,38.0
268458,20190704,23,PCA,-83.1451065066548
268458,20190704,23,PM2.5,38.0
268464,20190705,0,PCA,-103.32750037465533
268464,20190705,0,PM2.5,29.0
268470,20190705,1,PCA,-103.58707496315192
268470,20190705,1,PM2.5,35.0
268476,20190705,2,PCA,-107.05901991290568
268476,20190705,2,PM2.5,32.0
268482,20190705,3,PCA,-104.66070200587747
268482,20190705,3,PM2.5,25.0
268488,20190705,4,PCA,-51.57280785140294
268488,20190705,4,PM2.5,39.0
268494,20190705,5,PCA,-74.08257969047682
268494,20190705,5,PM2.5,40.0
268500,20190705,6,PCA,-77.16382422597351
268500,20190705,6,PM2.5,41.0
268506,20190705,7,PCA,-69.01716660170838
268506,20190705,7,PM2.5,44.0
268512,20190705,8,PCA,-68.6661609830728
268512,20190705,8,PM2.5,43.0
268518,20190705,9,PCA,-92.75800617688135
268518,20190705,9,PM2.5,30.0
268524,20190705,10,PCA,-122.61229619129224
268524,20190705,10,PM2.5,15.0
268530,20190705,11,PCA,-123.91293797873713
268530,20190705,11,PM2.5,12.0
268536,20190705,12,PCA,-106.70020093746147
268536,20190705,12,PM2.5,30.0
268542,20190705,13,PCA,-128.44077469528318
268542,20190705,13,PM2.5,5.0
268548,20190705,14,PCA,-127.62723546021256
268548,20190705,14,PM2.5,5.0
268554,20190705,15,PCA,-116.49690841414858
268554,20190705,15,PM2.5,19.0
268560,20190705,16,PCA,-119.79372043012512
268560,20190705,16,PM2.5,13.0
268566,20190705,17,PCA,-127.94643149197458
268566,20190705,17,PM2.5,2.0
268698,20190706,15,PCA,-134.87689748575417
268698,20190706,15,PM2.5,2.0
268704,20190706,16,PCA,-132.92858406297336
268704,20190706,16,PM2.5,5.0
268710,20190706,17,PCA,-135.07009917905518
268710,20190706,17,PM2.5,3.0
268716,20190706,18,PCA,-135.5648460827492
268716,20190706,18,PM2.5,4.0
268722,20190706,19,PCA,-136.3393619204062
268722,20190706,19,PM2.5,4.0
268728,20190706,20,PCA,-133.66150195220877
268728,20190706,20,PM2.5,7.0
268734,20190706,21,PCA,-127.35227246707115
268734,20190706,21,PM2.5,12.0
268740,20190706,22,PCA,-134.83098886299794
268740,20190706,22,PM2.5,6.0
268746,20190706,23,PCA,-138.50343866955012
268746,20190706,23,PM2.5,1.0
268752,20190707,0,PCA,-134.34352203460801
268752,20190707,0,PM2.5,7.0
268758,20190707,1,PCA,-136.70233818739118
268758,20190707,1,PM2.5,5.0
268764,20190707,2,PCA,-132.318945181022
268764,20190707,2,PM2.5,9.0
268770,20190707,3,PCA,-137.39992292958655
268770,20190707,3,PM2.5,3.0
268776,20190707,4,PCA,-137.78339029075562
268776,20190707,4,PM2.5,2.0
268782,20190707,5,PCA,-137.83223493894482
268782,20190707,5,PM2.5,1.0
268788,20190707,6,PCA,-131.73357464795976
268788,20190707,6,PM2.5,9.0
268794,20190707,7,PCA,-137.42949715860954
268794,20190707,7,PM2.5,1.0
268800,20190707,8,PCA,-136.55026343330772
268800,20190707,8,PM2.5,1.0
268806,20190707,9,PCA,-132.04784424533378
268806,20190707,9,PM2.5,6.0
268812,20190707,10,PCA,-134.08479544765459
268812,20190707,10,PM2.5,2.0
268818,20190707,11,PCA,-127.95387462871523
268818,20190707,11,PM2.5,9.0
268824,20190707,12,PCA,-125.77154692084382
268824,20190707,12,PM2.5,11.0
268830,20190707,13,PCA,-127.1393159332058
268830,20190707,13,PM2.5,9.0
268836,20190707,14,PCA,-123.65243946394031
268836,20190707,14,PM2.5,14.0
268842,20190707,15,PCA,-122.07006574641204
268842,20190707,15,PM2.5,9.0
268848,20190707,16,PCA,-119.84820339798415
268848,20190707,16,PM2.5,21.0
268854,20190707,17,PCA,-125.61512848949978
268854,20190707,17,PM2.5,13.0
268860,20190707,18,PCA,-119.07861399471506
268860,20190707,18,PM2.5,21.0
268866,20190707,19,PCA,-123.16428583312691
268866,20190707,19,PM2.5,16.0
268872,20190707,20,PCA,-123.40959236160236
268872,20190707,20,PM2.5,12.0
268878,20190707,21,PCA,-105.74083331356967
268878,20190707,21,PM2.5,13.0
268884,20190707,22,PCA,-111.77739733093605
268884,20190707,22,PM2.5,16.0
268890,20190707,23,PCA,-105.58712497705463
268890,20190707,23,PM2.5,27.0
268896,20190708,0,PCA,-97.669555203492
268896,20190708,0,PM2.5,31.0
268902,20190708,1,PCA,-93.1839704533444
268902,20190708,1,PM2.5,33.0
268908,20190708,2,PCA,-76.79079446672324
268908,20190708,2,PM2.5,42.0
268914,20190708,3,PCA,-91.18434478303405
268914,20190708,3,PM2.5,32.0
268920,20190708,4,PCA,-92.95934269173345
268920,20190708,4,PM2.5,31.0
268926,20190708,5,PCA,-105.12066957354452
268926,20190708,5,PM2.5,23.0
268932,20190708,6,PCA,-85.88729133669375
268932,20190708,6,PM2.5,35.0
268938,20190708,7,PCA,-88.97560213029045
268938,20190708,7,PM2.5,34.0
268944,20190708,8,PCA,-105.08201220968265
268944,20190708,8,PM2.5,25.0
268950,20190708,9,PCA,-112.75573023359432
268950,20190708,9,PM2.5,24.0
268956,20190708,10,PCA,-117.8978194363253
268956,20190708,10,PM2.5,23.0
268962,20190708,11,PCA,-114.1225418393387
268962,20190708,11,PM2.5,26.0
268968,20190708,12,PCA,-117.88498154388486
268968,20190708,12,PM2.5,21.0
268974,20190708,13,PCA,-119.07457789261147
268974,20190708,13,PM2.5,18.0
268980,20190708,14,PCA,-119.94967054015737
268980,20190708,14,PM2.5,16.0
268986,20190708,15,PCA,-117.94653495636014
268986,20190708,15,PM2.5,19.0
268992,20190708,16,PCA,-120.30488185747528
268992,20190708,16,PM2.5,16.0
268998,20190708,17,PCA,-122.44833838428073
268998,20190708,17,PM2.5,12.0
269004,20190708,18,PCA,-116.91335703897764
269004,20190708,18,PM2.5,20.0
269010,20190708,19,PCA,-110.04793221332301
269010,20190708,19,PM2.5,25.0
269016,20190708,20,PCA,-104.91824838623735
269016,20190708,20,PM2.5,26.0
269022,20190708,21,PCA,-99.20201160899508
269022,20190708,21,PM2.5,25.0
269028,20190708,22,PCA,-90.41857089239353
269028,20190708,22,PM2.5,25.0
269034,20190708,23,PCA,-82.5626973061401
269034,20190708,23,PM2.5,34.0
269040,20190709,0,PCA,-85.7290615344871
269040,20190709,0,PM2.5,27.0
269046,20190709,1,PCA,-79.49828720846975
269046,20190709,1,PM2.5,30.0
269052,20190709,2,PCA,-104.33548558881921
269052,20190709,2,PM2.5,22.0
269058,20190709,3,PCA,-105.16958153055236
269058,20190709,3,PM2.5,25.0
269064,20190709,4,PCA,-107.98334854930715
269064,20190709,4,PM2.5,24.0
269070,20190709,5,PCA,-97.17083927202755
269070,20190709,5,PM2.5,26.0
269076,20190709,6,PCA,-82.82730784779767
269076,20190709,6,PM2.5,26.0
269082,20190709,7,PCA,-78.60462656687612
269082,20190709,7,PM2.5,28.0
269088,20190709,8,PCA,-69.94533711374132
269088,20190709,8,PM2.5,31.0
