,date,hour,type,琉璃河
269094,20190709,9,PCA,-72.43057289076765
269094,20190709,9,PM2.5,34.0
269100,20190709,10,PCA,-97.25152267168397
269100,20190709,10,PM2.5,28.0
269106,20190709,11,PCA,-84.8162079317641
269106,20190709,11,PM2.5,32.0
269112,20190709,12,PCA,-95.9359205483177
269112,20190709,12,PM2.5,29.0
269118,20190709,13,PCA,-85.80923544853668
269118,20190709,13,PM2.5,39.0
269124,20190709,14,PCA,-73.13866370436966
269124,20190709,14,PM2.5,47.0
269130,20190709,15,PCA,-95.2783404060512
269130,20190709,15,PM2.5,36.0
269136,20190709,16,PCA,-111.96210634233697
269136,20190709,16,PM2.5,26.0
269142,20190709,17,PCA,-105.48970499790974
269142,20190709,17,PM2.5,25.0
269148,20190709,18,PCA,-100.2897010677404
269148,20190709,18,PM2.5,32.0
269154,20190709,19,PCA,-98.09142237991855
269154,20190709,19,PM2.5,36.0
269160,20190709,20,PCA,-83.12720337567275
269160,20190709,20,PM2.5,38.0
269166,20190709,21,PCA,-69.99096136614841
269166,20190709,21,PM2.5,46.0
269172,20190709,22,PCA,-67.81624639159635
269172,20190709,22,PM2.5,51.0
269178,20190709,23,PCA,-65.96069642189576
269178,20190709,23,PM2.5,51.0
269184,20190710,0,PCA,-66.59013738510689
269184,20190710,0,PM2.5,48.0
269190,20190710,1,PCA,-60.1270329927226
269190,20190710,1,PM2.5,51.0
269196,20190710,2,PCA,-60.77196933089577
269196,20190710,2,PM2.5,49.0
269202,20190710,3,PCA,-35.213647534354315
269202,20190710,3,PM2.5,67.0
269208,20190710,4,PCA,-32.78812209480889
269208,20190710,4,PM2.5,69.0
269214,20190710,5,PCA,-22.857716085020698
269214,20190710,5,PM2.5,74.0
269220,20190710,6,PCA,-20.308249360880374
269220,20190710,6,PM2.5,80.0
269226,20190710,7,PCA,-3.8912425542567877
269226,20190710,7,PM2.5,90.0
269232,20190710,8,PCA,11.484904907920722
269232,20190710,8,PM2.5,100.0
269238,20190710,9,PCA,6.033855303700882
269238,20190710,9,PM2.5,97.0
269244,20190710,10,PCA,-81.22280678176755
269244,20190710,10,PM2.5,45.0
269250,20190710,11,PCA,-83.27658578199166
269250,20190710,11,PM2.5,44.0
269256,20190710,12,PCA,-31.45639725292142
269256,20190710,12,PM2.5,77.0
269262,20190710,13,PCA,-72.89347407403422
269262,20190710,13,PM2.5,52.0
269268,20190710,14,PCA,-82.19808327912499
269268,20190710,14,PM2.5,47.0
269274,20190710,15,PCA,-112.46719164145554
269274,20190710,15,PM2.5,27.0
269280,20190710,16,PCA,-110.35920793660867
269280,20190710,16,PM2.5,28.0
269286,20190710,17,PCA,-116.32703411980981
269286,20190710,17,PM2.5,19.0
269292,20190710,18,PCA,-121.04130302027454
269292,20190710,18,PM2.5,20.0
269298,20190710,19,PCA,-117.36683633698354
269298,20190710,19,PM2.5,23.0
269304,20190710,20,PCA,-121.86364404568201
269304,20190710,20,PM2.5,19.0
269310,20190710,21,PCA,-121.88750648368497
269310,20190710,21,PM2.5,19.0
269316,20190710,22,PCA,-108.80401609629905
269316,20190710,22,PM2.5,26.0
269322,20190710,23,PCA,-84.29719734308857
269322,20190710,23,PM2.5,35.0
269328,20190711,0,PCA,-92.16270053940018
269328,20190711,0,PM2.5,31.0
269334,20190711,1,PCA,-80.16059491339398
269334,20190711,1,PM2.5,36.0
269340,20190711,2,PCA,-87.76757926355583
269340,20190711,2,PM2.5,27.0
269346,20190711,3,PCA,-91.03669711511625
269346,20190711,3,PM2.5,31.0
269352,20190711,4,PCA,-94.45742815306973
269352,20190711,4,PM2.5,29.0
269358,20190711,5,PCA,-98.89380222147638
269358,20190711,5,PM2.5,26.0
269364,20190711,6,PCA,-88.29887708293622
269364,20190711,6,PM2.5,29.0
269370,20190711,7,PCA,-82.39294129486693
269370,20190711,7,PM2.5,30.0
269376,20190711,8,PCA,-72.46376133170868
269376,20190711,8,PM2.5,46.0
269382,20190711,9,PCA,-64.79366170623126
269382,20190711,9,PM2.5,53.0
269388,20190711,10,PCA,-77.89530384585038
269388,20190711,10,PM2.5,47.0
269394,20190711,11,PCA,-103.64859624346614
269394,20190711,11,PM2.5,32.0
269400,20190711,12,PCA,-118.99418768301554
269400,20190711,12,PM2.5,20.0
269406,20190711,13,PCA,-120.49676536560445
269406,20190711,13,PM2.5,18.0
269412,20190711,14,PCA,-122.99645267016656
269412,20190711,14,PM2.5,14.0
269418,20190711,15,PCA,-115.92412895339668
269418,20190711,15,PM2.5,21.0
269424,20190711,16,PCA,-116.79922160094262
269424,20190711,16,PM2.5,19.0
269430,20190711,17,PCA,-113.81802898551231
269430,20190711,17,PM2.5,22.0
269436,20190711,18,PCA,-118.05624389931934
269436,20190711,18,PM2.5,16.0
269442,20190711,20,PCA,-114.9805415582641
269442,20190711,20,PM2.5,17.0
269448,20190711,21,PCA,-99.51510952958266
269448,20190711,21,PM2.5,24.0
269454,20190711,22,PCA,-92.22412482372107
269454,20190711,22,PM2.5,26.0
269460,20190711,23,PCA,-88.70918278487561
269460,20190711,23,PM2.5,25.0
269466,20190712,0,PCA,-94.06546460070545
269466,20190712,0,PM2.5,28.0
269472,20190712,1,PCA,-113.45717295150746
269472,20190712,1,PM2.5,23.0
269478,20190712,2,PCA,-113.08821976278523
269478,20190712,2,PM2.5,20.0
269484,20190712,3,PCA,-102.28831893804701
269484,20190712,3,PM2.5,22.0
269490,20190712,4,PCA,-86.28217153959501
269490,20190712,4,PM2.5,26.0
269496,20190712,5,PCA,-89.9954711460285
269496,20190712,5,PM2.5,30.0
269502,20190712,6,PCA,-94.32714996201892
269502,20190712,6,PM2.5,24.0
269508,20190712,7,PCA,-98.0403586982215
269508,20190712,7,PM2.5,20.0
269514,20190712,8,PCA,-90.82685086717015
269514,20190712,8,PM2.5,27.0
269520,20190712,9,PCA,-82.30314710463108
269520,20190712,9,PM2.5,36.0
269526,20190712,10,PCA,-93.02870392634475
269526,20190712,10,PM2.5,35.0
269532,20190712,11,PCA,-106.3128277075936
269532,20190712,11,PM2.5,30.0
269538,20190712,12,PCA,-109.42976255460859
269538,20190712,12,PM2.5,24.0
269544,20190712,13,PCA,-89.709489028796
269544,20190712,13,PM2.5,31.0
269550,20190712,14,PCA,-82.70650828541238
269550,20190712,14,PM2.5,28.0
269556,20190712,15,PCA,-79.40286948383843
269556,20190712,15,PM2.5,28.0
269562,20190712,16,PCA,-91.30369785085263
269562,20190712,16,PM2.5,22.0
269568,20190712,17,PCA,-96.23488810778738
269568,20190712,17,PM2.5,17.0
269574,20190712,18,PCA,-91.13783025111795
269574,20190712,18,PM2.5,22.0
269580,20190712,19,PCA,-82.87237588514704
269580,20190712,19,PM2.5,28.0
269586,20190712,20,PCA,-91.1249529955036
269586,20190712,20,PM2.5,26.0
269592,20190712,21,PCA,-91.57317085248035
269592,20190712,21,PM2.5,29.0
269598,20190712,22,PCA,-87.05384699965613
269598,20190712,22,PM2.5,22.0
269604,20190712,23,PCA,-83.69650103164302
269604,20190712,23,PM2.5,30.0
269610,20190713,0,PCA,-88.04700830849072
269610,20190713,0,PM2.5,32.0
269616,20190713,1,PCA,-100.97129365385656
269616,20190713,1,PM2.5,25.0
269622,20190713,2,PCA,-73.8581107851366
269622,20190713,2,PM2.5,30.0
269628,20190713,3,PCA,-82.6070534054324
269628,20190713,3,PM2.5,25.0
269634,20190713,4,PCA,-95.01424869515385
269634,20190713,4,PM2.5,22.0
269640,20190713,5,PCA,-88.61763779631241
269640,20190713,5,PM2.5,27.0
269646,20190713,6,PCA,-82.24642902182747
269646,20190713,6,PM2.5,26.0
269652,20190713,7,PCA,-78.63659911040536
269652,20190713,7,PM2.5,34.0
269658,20190713,8,PCA,-89.85069955544253
269658,20190713,8,PM2.5,23.0
269664,20190713,9,PCA,-63.806825381364874
269664,20190713,9,PM2.5,50.0
269670,20190713,10,PCA,-35.99820409859118
269670,20190713,10,PM2.5,77.0
269676,20190713,11,PCA,16.44701319757965
269676,20190713,11,PM2.5,112.0
269682,20190713,12,PCA,-4.2116233302286545
269682,20190713,12,PM2.5,102.0
269688,20190713,13,PCA,-18.576750216610456
269688,20190713,13,PM2.5,95.0
269694,20190713,14,PCA,-33.28116775956594
269694,20190713,14,PM2.5,78.0
269700,20190713,15,PCA,-35.57193276113172
269700,20190713,15,PM2.5,83.0
269706,20190713,16,PCA,-46.59376873766367
269706,20190713,16,PM2.5,72.0
269712,20190713,17,PCA,-122.26096022992317
269712,20190713,17,PM2.5,14.0
269718,20190713,18,PCA,-127.1478662395049
269718,20190713,18,PM2.5,8.0
269724,20190713,19,PCA,-117.13511350086286
269724,20190713,19,PM2.5,19.0
269730,20190713,20,PCA,-108.20380641675244
269730,20190713,20,PM2.5,20.0
269736,20190713,21,PCA,-106.8777955078771
269736,20190713,21,PM2.5,25.0
269742,20190713,22,PCA,-93.83296971536595
269742,20190713,22,PM2.5,23.0
269748,20190713,23,PCA,-80.71082218259751
269748,20190713,23,PM2.5,26.0
269754,20190714,0,PCA,-91.75734574496765
269754,20190714,0,PM2.5,25.0
269760,20190714,1,PCA,-86.42484145961166
269760,20190714,1,PM2.5,27.0
269766,20190714,2,PCA,-74.53729935901339
269766,20190714,2,PM2.5,39.0
269772,20190714,3,PCA,-75.05614758212309
269772,20190714,3,PM2.5,33.0
269778,20190714,4,PCA,-80.17715920576815
269778,20190714,4,PM2.5,23.0
269784,20190714,5,PCA,-76.14217568162971
269784,20190714,5,PM2.5,19.0
269790,20190714,6,PCA,-81.47257840119714
269790,20190714,6,PM2.5,14.0
269796,20190714,7,PCA,-83.28938631798617
269796,20190714,7,PM2.5,15.0
269802,20190714,8,PCA,-106.93547005510844
269802,20190714,8,PM2.5,13.0
269808,20190714,9,PCA,-115.61202203344254
269808,20190714,9,PM2.5,13.0
269814,20190714,10,PCA,-117.16955211045267
269814,20190714,10,PM2.5,13.0
269820,20190714,11,PCA,-125.83450314634486
269820,20190714,11,PM2.5,7.0
269826,20190714,12,PCA,-123.18267646677292
269826,20190714,12,PM2.5,10.0
269832,20190714,13,PCA,-108.90972106931568
269832,20190714,13,PM2.5,21.0
269838,20190714,14,PCA,-100.32813442159502
269838,20190714,14,PM2.5,20.0
269844,20190714,15,PCA,-98.1420006426089
269844,20190714,15,PM2.5,20.0
269850,20190714,16,PCA,-100.0302530985727
269850,20190714,16,PM2.5,14.0
269856,20190714,17,PCA,-99.47150058727875
269856,20190714,17,PM2.5,14.0
269862,20190714,18,PCA,-93.58969236792963
269862,20190714,18,PM2.5,19.0
269868,20190714,19,PCA,-107.24795442614355
269868,20190714,19,PM2.5,8.0
269874,20190714,20,PCA,-120.43164417233736
269874,20190714,20,PM2.5,12.0
269880,20190714,21,PCA,-110.52784253763792
269880,20190714,21,PM2.5,13.0
269886,20190714,22,PCA,-102.80813576104707
269886,20190714,22,PM2.5,14.0
269892,20190715,0,PCA,-97.18771417827824
269892,20190715,0,PM2.5,16.0
269898,20190715,1,PCA,-103.92615623194366
269898,20190715,1,PM2.5,17.0
269904,20190715,2,PCA,-92.08224282744179
269904,20190715,2,PM2.5,16.0
269910,20190715,3,PCA,-80.78230497969575
269910,20190715,3,PM2.5,14.0
269916,20190715,4,PCA,-102.89640529653443
269916,20190715,4,PM2.5,13.0
269922,20190715,5,PCA,-92.19625766712953
269922,20190715,5,PM2.5,20.0
269928,20190715,6,PCA,-81.62485332002804
269928,20190715,6,PM2.5,29.0
269934,20190715,7,PCA,-75.99898321463945
269934,20190715,7,PM2.5,34.0
269940,20190715,8,PCA,-29.2240211740447
269940,20190715,8,PM2.5,63.0
269946,20190715,9,PCA,-5.483836559038402
269946,20190715,9,PM2.5,92.0
269952,20190715,10,PCA,-1.249963346476573
269952,20190715,10,PM2.5,98.0
269958,20190715,12,PCA,-48.91252115490197
269958,20190715,12,PM2.5,73.0
269964,20190715,13,PCA,-56.99840541290771
269964,20190715,13,PM2.5,58.0
269970,20190715,14,PCA,-59.34762018095253
269970,20190715,14,PM2.5,56.0
269976,20190715,15,PCA,-63.30892205630662
269976,20190715,15,PM2.5,50.0
269982,20190715,16,PCA,-66.10541027488154
269982,20190715,16,PM2.5,47.0
269988,20190715,17,PCA,-69.99856546487979
269988,20190715,17,PM2.5,40.0
269994,20190715,18,PCA,-77.94781826426684
269994,20190715,18,PM2.5,30.0
270000,20190715,19,PCA,-81.92509270496821
270000,20190715,19,PM2.5,33.0
270006,20190715,20,PCA,-98.73077465165092
270006,20190715,20,PM2.5,23.0
270012,20190715,21,PCA,-92.03679787809588
270012,20190715,21,PM2.5,25.0
270018,20190715,22,PCA,-83.3286920020917
270018,20190715,22,PM2.5,34.0
270024,20190715,23,PCA,-72.19705597788412
270024,20190715,23,PM2.5,36.0
270030,20190716,0,PCA,-63.848415156583734
270030,20190716,0,PM2.5,37.0
270036,20190716,1,PCA,-44.34098234389537
270036,20190716,1,PM2.5,41.0
270042,20190716,2,PCA,-75.3568155158214
270042,20190716,2,PM2.5,41.0
270048,20190716,3,PCA,-82.0725221346802
270048,20190716,3,PM2.5,34.0
270054,20190716,4,PCA,-78.82741125349274
270054,20190716,4,PM2.5,37.0
270060,20190716,5,PCA,-63.44706065973816
270060,20190716,5,PM2.5,41.0
270066,20190716,6,PCA,-29.226563164862405
270066,20190716,6,PM2.5,42.0
270072,20190716,7,PCA,-41.81621915732535
270072,20190716,7,PM2.5,41.0
270078,20190716,9,PCA,-52.103691005833554
270078,20190716,9,PM2.5,56.0
270084,20190716,13,PCA,-77.28524370157251
270084,20190716,13,PM2.5,53.0
270090,20190716,14,PCA,-77.56008089073133
270090,20190716,14,PM2.5,40.0
270096,20190716,17,PCA,-101.58360739856063
270096,20190716,17,PM2.5,18.0
270102,20190716,21,PCA,-91.08209868124582
270102,20190716,21,PM2.5,29.0
270108,20190716,22,PCA,-85.81319630310438
270108,20190716,22,PM2.5,32.0
270114,20190716,23,PCA,-81.66155586097224
270114,20190716,23,PM2.5,29.0
270120,20190717,0,PCA,-125.77830979030315
270120,20190717,0,PM2.5,10.0
270126,20190717,1,PCA,-125.76950799996631
270126,20190717,1,PM2.5,11.0
270132,20190717,2,PCA,-123.88436582992188
270132,20190717,2,PM2.5,16.0
270138,20190717,3,PCA,-124.50663731691671
270138,20190717,3,PM2.5,16.0
270144,20190717,4,PCA,-119.81721264806
270144,20190717,4,PM2.5,19.0
270150,20190717,5,PCA,-114.08734795783754
270150,20190717,5,PM2.5,18.0
270156,20190717,6,PCA,-111.78340587067386
270156,20190717,6,PM2.5,19.0
270162,20190717,7,PCA,-111.96752442913598
270162,20190717,7,PM2.5,20.0
270168,20190717,8,PCA,-114.37404458023242
270168,20190717,8,PM2.5,21.0
270174,20190717,9,PCA,-107.71598499098945
270174,20190717,9,PM2.5,25.0
270180,20190717,10,PCA,-112.0244791828515
270180,20190717,10,PM2.5,25.0
270186,20190717,11,PCA,-113.53211353323324
270186,20190717,11,PM2.5,25.0
270192,20190717,12,PCA,-110.55126898003381
270192,20190717,12,PM2.5,33.0
270198,20190717,13,PCA,-87.6323558847941
270198,20190717,13,PM2.5,41.0
270204,20190717,14,PCA,-45.71228648522311
270204,20190717,14,PM2.5,70.0
270210,20190717,15,PCA,-57.71762966298607
270210,20190717,15,PM2.5,64.0
270216,20190717,16,PCA,-49.57868508378493
270216,20190717,16,PM2.5,69.0
270222,20190717,17,PCA,-33.13729758925902
270222,20190717,17,PM2.5,79.0
270228,20190717,18,PCA,-53.40313767169427
270228,20190717,18,PM2.5,65.0
270234,20190717,19,PCA,-65.73594363251544
270234,20190717,19,PM2.5,56.0
270240,20190717,20,PCA,-63.68081075630127
270240,20190717,20,PM2.5,56.0
270246,20190717,21,PCA,-59.43770766602969
270246,20190717,21,PM2.5,57.0
270252,20190717,22,PCA,-29.713633197758632
270252,20190717,22,PM2.5,74.0
270258,20190717,23,PCA,-14.867083932022254
270258,20190717,23,PM2.5,81.0
270264,20190718,0,PCA,16.62073445948674
270264,20190718,0,PM2.5,99.0
270270,20190718,1,PCA,28.559301041668725
270270,20190718,1,PM2.5,108.0
270276,20190718,2,PCA,24.43781233068948
270276,20190718,2,PM2.5,106.0
270282,20190718,3,PCA,-6.796955460369438
270282,20190718,3,PM2.5,88.0
270288,20190718,4,PCA,24.734812762941193
270288,20190718,4,PM2.5,106.0
270294,20190718,5,PCA,-52.36378884900811
270294,20190718,5,PM2.5,60.0
270300,20190718,6,PCA,-50.87164987358843
270300,20190718,6,PM2.5,61.0
270306,20190718,7,PCA,-51.43601386415781
270306,20190718,7,PM2.5,60.0
270312,20190718,8,PCA,-27.38993872343738
270312,20190718,8,PM2.5,75.0
270318,20190718,9,PCA,-39.3945968563129
270318,20190718,9,PM2.5,70.0
270324,20190718,10,PCA,-39.34761967010559
270324,20190718,10,PM2.5,72.0
270330,20190718,11,PCA,-29.17438137110524
270330,20190718,11,PM2.5,80.0
270336,20190718,12,PCA,-33.45375227502505
270336,20190718,12,PM2.5,79.0
270342,20190718,13,PCA,-28.475856602523297
270342,20190718,13,PM2.5,84.0
270348,20190718,14,PCA,-37.11036446896113
270348,20190718,14,PM2.5,80.0
270354,20190718,15,PCA,-46.403385273039106
270354,20190718,15,PM2.5,74.0
270360,20190718,16,PCA,-62.00756950747994
270360,20190718,16,PM2.5,64.0
270366,20190718,17,PCA,-62.93636395276896
270366,20190718,17,PM2.5,64.0
270372,20190718,20,PCA,-46.76690100848684
270372,20190718,20,PM2.5,70.0
270378,20190718,21,PCA,-40.7944543466437
270378,20190718,21,PM2.5,71.0
270384,20190718,22,PCA,-27.45791335880774
270384,20190718,22,PM2.5,78.0
270390,20190718,23,PCA,-17.75020033982993
270390,20190718,23,PM2.5,81.0
270396,20190719,0,PCA,-20.372071134132174
270396,20190719,0,PM2.5,80.0
270402,20190719,1,PCA,-25.078696274367005
270402,20190719,1,PM2.5,76.0
270408,20190719,2,PCA,4.569397865137015
270408,20190719,2,PM2.5,93.0
270414,20190719,3,PCA,11.466737253317431
270414,20190719,3,PM2.5,95.0
270420,20190719,4,PCA,14.597962422971538
270420,20190719,4,PM2.5,99.0
270426,20190719,5,PCA,13.62984119162813
270426,20190719,5,PM2.5,98.0
270432,20190719,6,PCA,-3.1214539124240113
270432,20190719,6,PM2.5,87.0
270438,20190719,7,PCA,-15.072963362698731
270438,20190719,7,PM2.5,79.0
270444,20190719,8,PCA,-25.97409501530268
270444,20190719,8,PM2.5,72.0
270450,20190719,9,PCA,-45.185299696781776
270450,20190719,9,PM2.5,61.0
270456,20190719,10,PCA,-43.27919998247594
270456,20190719,10,PM2.5,64.0
270462,20190719,11,PCA,-42.593252639524806
270462,20190719,11,PM2.5,66.0
270468,20190719,12,PCA,-20.608287296755904
270468,20190719,12,PM2.5,83.0
270474,20190719,13,PCA,-17.74562372520887
270474,20190719,13,PM2.5,86.0
270480,20190719,14,PCA,-11.606989861205498
270480,20190719,14,PM2.5,91.0
270486,20190719,15,PCA,-23.401496146993388
270486,20190719,15,PM2.5,85.0
270516,20190719,20,PCA,-63.58988373829233
270516,20190719,20,PM2.5,58.0
270522,20190719,21,PCA,-19.479909944953263
270522,20190719,21,PM2.5,83.0
270528,20190719,22,PCA,-15.397062975140928
270528,20190719,22,PM2.5,85.0
270534,20190719,23,PCA,-21.812944293148572
270534,20190719,23,PM2.5,81.0
270540,20190720,0,PCA,-31.32802494775252
270540,20190720,0,PM2.5,73.0
270546,20190720,1,PCA,-26.510704998135555
270546,20190720,1,PM2.5,75.0
270552,20190720,2,PCA,-67.01038976576898
270552,20190720,2,PM2.5,50.0
270558,20190720,3,PCA,-82.89539401261203
270558,20190720,3,PM2.5,40.0
270564,20190720,4,PCA,-83.81821153616372
270564,20190720,4,PM2.5,38.0
270570,20190720,5,PCA,-74.73038511787479
270570,20190720,5,PM2.5,43.0
270576,20190720,6,PCA,-70.94453858031416
270576,20190720,6,PM2.5,45.0
270582,20190720,7,PCA,-75.13278848265874
270582,20190720,7,PM2.5,42.0
270588,20190720,8,PCA,-74.75115755656097
270588,20190720,8,PM2.5,42.0
270618,20190720,13,PCA,-69.26666962183792
270618,20190720,13,PM2.5,52.0
270624,20190720,14,PCA,-34.84585390901863
270624,20190720,14,PM2.5,75.0
270630,20190720,15,PCA,-33.48094079216673
270630,20190720,15,PM2.5,76.0
270636,20190720,16,PCA,-24.358714022211444
270636,20190720,16,PM2.5,82.0
270642,20190720,17,PCA,-15.977287783134257
270642,20190720,17,PM2.5,88.0
270648,20190720,18,PCA,-8.121202137212833
270648,20190720,18,PM2.5,93.0
270654,20190720,19,PCA,-23.849888264456485
270654,20190720,19,PM2.5,84.0
270660,20190720,20,PCA,-23.093592358616316
270660,20190720,20,PM2.5,83.0
270666,20190720,21,PCA,-7.292884190068024
270666,20190720,21,PM2.5,92.0
270672,20190720,22,PCA,21.81302358705601
270672,20190720,22,PM2.5,108.0
270678,20190720,23,PCA,49.36839826043589
270678,20190720,23,PM2.5,123.0
270684,20190721,0,PCA,68.49874749227308
270684,20190721,0,PM2.5,134.0
270690,20190721,1,PCA,61.74022702758084
270690,20190721,1,PM2.5,131.0
270696,20190721,2,PCA,67.86856951837572
270696,20190721,2,PM2.5,131.0
270702,20190721,3,PCA,48.80338025188965
270702,20190721,3,PM2.5,119.0
270708,20190721,4,PCA,33.93299957506097
270708,20190721,4,PM2.5,110.0
270714,20190721,5,PCA,11.467265870914341
270714,20190721,5,PM2.5,96.0
270720,20190721,6,PCA,4.053960863180565
270720,20190721,6,PM2.5,91.0
270726,20190721,7,PCA,8.57820297719004
270726,20190721,7,PM2.5,95.0
270732,20190721,8,PCA,37.799382769407146
270732,20190721,8,PM2.5,115.0
270738,20190721,9,PCA,51.64492156498355
270738,20190721,9,PM2.5,126.0
270744,20190721,10,PCA,21.311148371440797
270744,20190721,10,PM2.5,111.0
270750,20190721,11,PCA,-12.965272038343205
270750,20190721,11,PM2.5,91.0
270756,20190721,12,PCA,-28.08071790882783
270756,20190721,12,PM2.5,83.0
270762,20190721,13,PCA,-58.423643522043484
270762,20190721,13,PM2.5,65.0
270768,20190721,14,PCA,-64.33427164069415
270768,20190721,14,PM2.5,62.0
270774,20190721,15,PCA,-81.60138888467735
270774,20190721,15,PM2.5,51.0
270780,20190721,16,PCA,-80.34599352880915
270780,20190721,16,PM2.5,42.0
270786,20190721,17,PCA,-80.469045306695
270786,20190721,17,PM2.5,44.0
270792,20190721,18,PCA,-78.50020089374607
270792,20190721,18,PM2.5,34.0
270798,20190721,19,PCA,-88.332325747781
270798,20190721,19,PM2.5,41.0
270804,20190721,20,PCA,-78.64210935780909
270804,20190721,20,PM2.5,49.0
270810,20190721,21,PCA,-66.64345976467139
270810,20190721,21,PM2.5,57.0
270816,20190721,22,PCA,-48.202147875102014
270816,20190721,22,PM2.5,67.0
270822,20190721,23,PCA,-28.158336616282156
270822,20190721,23,PM2.5,77.0
270828,20190722,0,PCA,-26.037127593590085
270828,20190722,0,PM2.5,77.0
270834,20190722,1,PCA,4.0414934337140505
270834,20190722,1,PM2.5,95.0
270840,20190722,2,PCA,-6.528222030756198
270840,20190722,2,PM2.5,85.0
270846,20190722,3,PCA,-52.609173645089584
270846,20190722,3,PM2.5,57.0
270852,20190722,4,PCA,-34.44834676128127
270852,20190722,4,PM2.5,67.0
270858,20190722,5,PCA,-74.34773473133826
270858,20190722,5,PM2.5,43.0
270864,20190722,6,PCA,-55.19237167131434
270864,20190722,6,PM2.5,54.0
270870,20190722,7,PCA,-54.960427925101776
270870,20190722,7,PM2.5,54.0
270876,20190722,8,PCA,-55.85023059097764
270876,20190722,8,PM2.5,55.0
270882,20190722,9,PCA,-52.41331913317462
