,date,hour,type,榆垡
2352,20140420,0,PM2.5,53.0
2358,20140420,1,PCA,-11.473992059759532
2358,20140420,1,PM2.5,80.0
2364,20140420,2,PCA,-22.702976840958076
2364,20140420,2,PM2.5,62.0
2370,20140420,3,PCA,-7.351243275113057
2370,20140420,3,PM2.5,79.0
2376,20140420,4,PCA,4.132484127720637
2376,20140420,4,PM2.5,86.0
2382,20140420,5,PCA,3.8218608277512076
2382,20140420,5,PM2.5,84.0
2388,20140420,6,PCA,3.742118991303864
2388,20140420,6,PM2.5,80.0
2394,20140420,7,PCA,-13.342084211617584
2394,20140420,7,PM2.5,63.0
2400,20140420,8,PCA,17.717823030493275
2400,20140420,8,PM2.5,94.0
2406,20140420,9,PCA,44.53347586141595
2406,20140420,9,PM2.5,118.0
2412,20140420,10,PCA,61.23296243645987
2412,20140420,10,PM2.5,128.0
2418,20140420,11,PCA,66.76107208672423
2418,20140420,11,PM2.5,122.0
2424,20140420,12,PCA,12.916008128770342
2424,20140420,12,PM2.5,73.0
2430,20140420,13,PCA,-5.202656314141703
2430,20140420,13,PM2.5,70.0
2436,20140420,14,PCA,-26.428009934157075
2436,20140420,14,PM2.5,67.0
2442,20140420,15,PCA,-40.736031921497336
2442,20140420,15,PM2.5,63.0
2448,20140420,16,PCA,-57.7263965727597
2448,20140420,16,PM2.5,49.0
2454,20140420,17,PCA,-68.50338286981538
2454,20140420,17,PM2.5,35.0
2460,20140420,18,PCA,-86.5149122292141
2460,20140420,18,PM2.5,22.0
2466,20140420,19,PCA,-79.81304183327686
2466,20140420,19,PM2.5,35.0
2472,20140420,20,PCA,-69.11416275960995
2472,20140420,20,PM2.5,41.0
2478,20140420,21,PCA,-61.20488899637641
2478,20140420,21,PM2.5,46.0
2616,20140422,4,PCA,-22.4060092714459
2616,20140422,4,PM2.5,74.0
2622,20140422,5,PCA,-19.90543512074555
2622,20140422,5,PM2.5,70.0
2628,20140422,6,PCA,-18.975131228481633
2628,20140422,6,PM2.5,67.0
2634,20140422,7,PCA,-16.112295761039338
2634,20140422,7,PM2.5,68.0
2640,20140422,8,PCA,-3.1110856441593793
2640,20140422,8,PM2.5,79.0
2646,20140422,9,PCA,1.1777333754143349
2646,20140422,9,PM2.5,85.0
2652,20140422,10,PCA,-10.936652775213815
2652,20140422,10,PM2.5,74.0
2658,20140422,11,PCA,3.00226686617537
2658,20140422,11,PM2.5,91.0
2664,20140422,12,PCA,-2.3737461314240575
2664,20140422,12,PM2.5,85.0
2670,20140422,13,PCA,-19.32139686250369
2670,20140422,13,PM2.5,74.0
2676,20140422,14,PCA,-8.576126610481031
2676,20140422,14,PM2.5,87.0
2682,20140422,15,PCA,-2.4266886593679744
2682,20140422,15,PM2.5,95.0
2688,20140422,16,PCA,-25.829544400444092
2688,20140422,16,PM2.5,74.5
2694,20140422,18,PCA,-49.2324001415202
2694,20140422,18,PM2.5,54.0
2700,20140422,19,PCA,-50.293555498225466
2700,20140422,19,PM2.5,59.0
2706,20140422,20,PCA,-31.88583879345689
2706,20140422,20,PM2.5,73.0
2712,20140422,21,PCA,-10.0851649891921
2712,20140422,21,PM2.5,86.0
2718,20140422,22,PCA,-9.89502425554606
2718,20140422,22,PM2.5,80.0
2724,20140422,23,PCA,-16.792564248565018
2724,20140422,23,PM2.5,72.0
2730,20140423,0,PCA,-6.525619577691602
2730,20140423,0,PM2.5,82.0
2736,20140423,1,PCA,-8.025252158617803
2736,20140423,1,PM2.5,82.0
2742,20140423,2,PCA,-1.9532152797895095
2742,20140423,2,PM2.5,87.0
2748,20140423,3,PCA,8.030738624895713
2748,20140423,3,PM2.5,93.0
2754,20140423,4,PCA,23.995894746680218
2754,20140423,4,PM2.5,105.0
2760,20140423,5,PCA,24.504907132410903
2760,20140423,5,PM2.5,102.0
2766,20140423,6,PCA,41.91771575690468
2766,20140423,6,PM2.5,115.0
2772,20140423,7,PCA,56.49694004297653
2772,20140423,7,PM2.5,123.0
2778,20140423,8,PCA,72.10861039652518
2778,20140423,8,PM2.5,135.0
2784,20140423,9,PCA,99.09061576888698
2784,20140423,9,PM2.5,158.0
2790,20140423,10,PCA,102.39605120566065
2790,20140423,10,PM2.5,151.0
2796,20140423,11,PCA,115.70054166859124
2796,20140423,11,PM2.5,159.0
2802,20140423,12,PCA,111.53740141008342
2802,20140423,12,PM2.5,151.0
2808,20140423,13,PCA,89.88987679607834
2808,20140423,13,PM2.5,131.0
2814,20140423,14,PCA,84.73784629760064
2814,20140423,14,PM2.5,135.0
2820,20140423,15,PCA,79.19904060160869
2820,20140423,15,PM2.5,138.0
2826,20140423,16,PCA,42.864576040765115
2826,20140423,16,PM2.5,95.5
2832,20140423,17,PCA,-11.27234532753425
2832,20140423,17,PM2.5,53.0
2838,20140423,18,PCA,-16.101002350102274
2838,20140423,18,PM2.5,60.6
2844,20140429,2,PCA,-25.7417327304666
2844,20140429,2,PM2.5,68.2
2850,20140429,3,PCA,-19.355410656018986
2850,20140429,3,PM2.5,78.0
2856,20140429,4,PCA,-7.756503250671153
2856,20140429,4,PM2.5,88.9
2862,20140429,5,PCA,-4.656008084931771
2862,20140429,5,PM2.5,90.1
2868,20140429,6,PCA,-1.9341223403139642
2868,20140429,6,PM2.5,92.0
2874,20140429,7,PCA,-10.6485086641342
2874,20140429,7,PM2.5,79.0
2880,20140429,8,PCA,1.7437443437475901
2880,20140429,8,PM2.5,94.7
2886,20140429,9,PCA,16.467283838359684
2886,20140429,9,PM2.5,116.2
2892,20140429,10,PCA,19.502753675127053
2892,20140429,10,PM2.5,122.8
2898,20140429,11,PCA,19.861916300672483
2898,20140429,11,PM2.5,124.4
2904,20140429,12,PCA,5.132651026264869
2904,20140429,12,PM2.5,109.6
2910,20140429,13,PCA,-4.039061755138989
2910,20140429,13,PM2.5,102.5
2916,20140429,14,PCA,-17.379488209921995
2916,20140429,14,PM2.5,85.1
2922,20140429,15,PCA,-10.250975530657895
2922,20140429,15,PM2.5,91.2
2928,20140429,16,PCA,-13.776593042847146
2928,20140429,16,PM2.5,86.7
2934,20140429,17,PCA,-18.985491556843414
2934,20140429,17,PM2.5,78.9
2940,20140429,18,PCA,-11.176112532353983
2940,20140429,18,PM2.5,87.3
2946,20140429,19,PCA,-0.6290103473385527
2946,20140429,19,PM2.5,93.4
2952,20140429,20,PCA,8.104943345686307
2952,20140429,20,PM2.5,97.5
2958,20140429,21,PCA,8.056588308413735
2958,20140429,21,PM2.5,92.5
2964,20140429,22,PCA,9.275014480751803
2964,20140429,22,PM2.5,95.9
2970,20140429,23,PCA,0.35797983282623297
2970,20140429,23,PM2.5,84.6
2976,20140430,0,PCA,1.6776854208293515
2976,20140430,0,PM2.5,84.8
2982,20140430,1,PCA,1.8476468681475047
2982,20140430,1,PM2.5,80.0
2988,20140430,2,PCA,2.5251853926527095
2988,20140430,2,PM2.5,80.0
2994,20140430,3,PCA,-0.7301203170917873
2994,20140430,3,PM2.5,76.0
3000,20140430,4,PCA,15.297676270739444
3000,20140430,4,PM2.5,89.5
3006,20140430,5,PCA,9.930692486426105
3006,20140430,5,PM2.5,79.8
3012,20140430,6,PCA,9.838083656502889
3012,20140430,6,PM2.5,80.6
3018,20140430,7,PCA,22.29383481140684
3018,20140430,7,PM2.5,97.4
3024,20140430,8,PCA,29.98746415781688
3024,20140430,8,PM2.5,106.9
3030,20140430,9,PCA,37.21230560923627
3030,20140430,9,PM2.5,124.0
3036,20140430,10,PCA,45.75662323299111
3036,20140430,10,PM2.5,139.6
3042,20140430,11,PCA,30.454183342003248
3042,20140430,11,PM2.5,124.2
3048,20140430,12,PCA,26.53031741130673
3048,20140430,12,PM2.5,122.7
3054,20140430,13,PCA,16.34723555081653
3054,20140430,13,PM2.5,111.1
3060,20140430,14,PCA,3.4923021598415254
3060,20140430,14,PM2.5,94.8
3066,20140430,15,PCA,3.114963167378762
3066,20140430,15,PM2.5,93.9
3072,20140430,16,PCA,-5.061396059272898
3072,20140430,16,PM2.5,83.5
3078,20140430,17,PCA,-4.821720092780064
3078,20140430,17,PM2.5,82.2
3084,20140430,18,PCA,-6.961411683335997
3084,20140430,18,PM2.5,79.5
3090,20140430,19,PCA,-6.337973729032043
3090,20140430,19,PM2.5,77.0
3096,20140430,20,PCA,1.553657396678844
3096,20140430,20,PM2.5,82.0
3102,20140430,21,PCA,12.275146559911134
3102,20140430,21,PM2.5,94.6
3108,20140430,22,PCA,5.887841903006228
3108,20140430,22,PM2.5,89.9
3114,20140430,23,PCA,22.752258140294234
3114,20140430,23,PM2.5,112.8
3120,20140501,0,PCA,34.29881380450906
3120,20140501,0,PM2.5,123.6
3126,20140501,1,PCA,51.25733003908904
3126,20140501,1,PM2.5,143.4
3132,20140501,2,PCA,51.49530502696711
3132,20140501,2,PM2.5,138.9
3138,20140501,3,PCA,60.57254855893343
3138,20140501,3,PM2.5,145.6
3144,20140501,4,PCA,65.20911295152868
3144,20140501,4,PM2.5,151.3
3150,20140501,5,PCA,88.20655990105517
3150,20140501,5,PM2.5,173.5
3156,20140501,6,PCA,96.8432986172719
3156,20140501,6,PM2.5,179.0
3162,20140501,7,PCA,110.3294284734496
3162,20140501,7,PM2.5,188.2
3168,20140501,8,PCA,122.8981557018215
3168,20140501,8,PM2.5,201.5
3174,20140501,9,PCA,107.3867351564157
3174,20140501,9,PM2.5,185.2
3180,20140501,10,PCA,108.44929227111551
3180,20140501,10,PM2.5,189.0
3186,20140501,11,PCA,114.24283825298923
3186,20140501,11,PM2.5,197.4
3192,20140501,12,PCA,108.44700900532246
3192,20140501,12,PM2.5,190.5
3198,20140501,13,PCA,107.72622014568748
3198,20140501,13,PM2.5,187.7
3204,20140501,14,PCA,102.53885080945055
3204,20140501,14,PM2.5,178.2
3210,20140501,15,PCA,90.1863324062366
3210,20140501,15,PM2.5,158.1
3216,20140501,16,PCA,91.96078334274503
3216,20140501,16,PM2.5,155.1
3222,20140501,17,PCA,88.19089928449867
3222,20140501,17,PM2.5,145.5
3228,20140501,18,PCA,119.04094194277059
3228,20140501,18,PM2.5,182.2
3234,20140501,19,PCA,136.36738545541672
3234,20140501,19,PM2.5,194.9
3240,20140501,20,PCA,101.10515244930508
3240,20140501,20,PM2.5,133.3
3246,20140501,21,PCA,95.81104977033853
3246,20140501,21,PM2.5,125.1
3252,20140501,22,PCA,62.26932638084531
3252,20140501,22,PM2.5,77.8
3258,20140501,23,PCA,44.98939576756453
3258,20140501,23,PM2.5,56.1
3264,20140502,0,PCA,33.46362653307075
3264,20140502,0,PM2.5,42.6
3270,20140502,1,PCA,25.87443726457944
3270,20140502,1,PM2.5,35.3
3276,20140502,2,PCA,21.10436838319245
3276,20140502,2,PM2.5,35.7
3282,20140502,3,PCA,19.138653096005214
3282,20140502,3,PM2.5,39.6
3288,20140502,4,PCA,6.819164008290473
3288,20140502,4,PM2.5,24.7
3294,20140502,5,PCA,0.17561639478752306
3294,20140502,5,PM2.5,27.6
3300,20140502,6,PCA,-14.023106043874336
3300,20140502,6,PM2.5,17.3
3306,20140502,7,PCA,-21.613657656109623
3306,20140502,7,PM2.5,17.2
3312,20140502,8,PCA,-28.16544892318321
3312,20140502,8,PM2.5,20.7
3318,20140502,9,PCA,-23.678673518604736
3318,20140502,9,PM2.5,33.1
3324,20140502,10,PCA,-25.93725718392542
3324,20140502,10,PM2.5,36.4
3330,20140502,11,PCA,-40.667971889493735
3330,20140502,11,PM2.5,25.7
3336,20140502,12,PCA,-44.3654689171155
3336,20140502,12,PM2.5,29.8
3342,20140502,13,PCA,-59.872637113947675
3342,20140502,13,PM2.5,18.7
3348,20140502,14,PCA,-69.6998974690313
3348,20140502,14,PM2.5,13.5
3354,20140502,15,PCA,-66.41634037171362
3354,20140502,15,PM2.5,25.1
3360,20140502,16,PCA,-68.70617054142484
3360,20140502,16,PM2.5,27.6
3366,20140502,17,PCA,-83.73218864640184
3366,20140502,17,PM2.5,12.7
3372,20140502,18,PCA,-81.68526304831126
3372,20140502,18,PM2.5,21.7
3378,20140502,19,PCA,-72.30539536342361
3378,20140502,19,PM2.5,36.9
3384,20140502,20,PCA,-81.25810083064798
3384,20140502,20,PM2.5,18.9
3390,20140502,21,PCA,-77.13949730583923
3390,20140502,21,PM2.5,23.4
3396,20140502,22,PCA,-78.53006837912184
3396,20140502,22,PM2.5,21.3
3402,20140502,23,PCA,-82.13742256063419
3402,20140502,23,PM2.5,15.2
3408,20140503,0,PCA,-74.28218850587811
3408,20140503,0,PM2.5,26.0
3414,20140503,1,PCA,-71.22731699163224
3414,20140503,1,PM2.5,26.7
3420,20140503,2,PCA,-67.92220558570256
3420,20140503,2,PM2.5,28.6
3426,20140503,3,PCA,-67.44386472741502
3426,20140503,3,PM2.5,26.0
3432,20140503,4,PCA,-60.035536044155954
3432,20140503,4,PM2.5,40.2
3438,20140503,5,PCA,-67.20437587695794
3438,20140503,5,PM2.5,35.5
3444,20140503,6,PCA,-67.377526180136
3444,20140503,6,PM2.5,38.9
3450,20140503,7,PCA,-60.3541321792607
3450,20140503,7,PM2.5,45.0
3456,20140503,8,PCA,-51.38641699341888
3456,20140503,8,PM2.5,55.3
3462,20140503,9,PCA,-38.43276445266053
3462,20140503,9,PM2.5,70.8
3468,20140503,10,PCA,-34.63419993759996
3468,20140503,10,PM2.5,76.6
3474,20140503,11,PCA,-42.30707982106941
3474,20140503,11,PM2.5,67.8
3480,20140503,12,PCA,-50.07737072905443
3480,20140503,12,PM2.5,60.5
3486,20140503,13,PCA,-45.68676145450908
3486,20140503,13,PM2.5,64.8
3492,20140503,14,PCA,-50.66907805539873
3492,20140503,14,PM2.5,57.0
3498,20140503,15,PCA,-63.18115541718714
3498,20140503,15,PM2.5,40.1
3504,20140503,16,PCA,-71.61681182929968
3504,20140503,16,PM2.5,25.8
3510,20140503,17,PCA,-62.2505480581044
3510,20140503,17,PM2.5,38.6
3516,20140503,18,PCA,-63.07582002160773
3516,20140503,18,PM2.5,33.4
3522,20140503,19,PCA,-33.69662437224446
3522,20140503,19,PM2.5,72.3
3528,20140503,20,PCA,-22.494209372593133
3528,20140503,20,PM2.5,79.1
3534,20140503,21,PCA,-13.092802859359384
3534,20140503,21,PM2.5,80.1
3540,20140503,22,PCA,-38.17336661428439
3540,20140503,22,PM2.5,38.4
3546,20140503,23,PCA,-39.681747468727515
3546,20140503,23,PM2.5,32.7
3552,20140504,0,PCA,-37.192848365671594
3552,20140504,0,PM2.5,34.4
3558,20140504,1,PCA,-40.57576442465393
3558,20140504,1,PM2.5,28.0
3564,20140504,2,PCA,-39.940768368487376
3564,20140504,2,PM2.5,27.3
3570,20140504,3,PCA,-37.77076489303864
3570,20140504,3,PM2.5,30.2
3576,20140504,4,PCA,-36.33994435502291
3576,20140504,4,PM2.5,34.4
3582,20140504,5,PCA,-41.27548808427994
3582,20140504,5,PM2.5,26.1
3588,20140504,6,PCA,-33.81119010528507
3588,20140504,6,PM2.5,34.0
3594,20140504,7,PCA,-33.57526399622388
3594,20140504,7,PM2.5,31.1
3600,20140504,8,PCA,-36.78036594842607
3600,20140504,8,PM2.5,31.4
3606,20140504,9,PCA,-32.227466348234444
3606,20140504,9,PM2.5,41.4
3612,20140504,10,PCA,-39.286412865344445
3612,20140504,10,PM2.5,33.6
3618,20140504,11,PCA,-41.19750993160864
3618,20140504,11,PM2.5,31.3
3624,20140504,12,PCA,-52.15103638178737
3624,20140504,12,PM2.5,17.0
3630,20140504,13,PCA,-44.710949958882296
3630,20140504,13,PM2.5,28.2
3636,20140504,14,PCA,-43.28879988459604
3636,20140504,14,PM2.5,31.2
3642,20140504,15,PCA,-53.18751098029002
3642,20140504,15,PM2.5,17.7
3648,20140504,16,PCA,-52.28211464539643
3648,20140504,16,PM2.5,19.8
3654,20140504,17,PCA,-57.1615859839505
3654,20140504,17,PM2.5,12.4
3660,20140504,18,PCA,-53.757061153015776
3660,20140504,18,PM2.5,18.5
3666,20140504,19,PCA,-60.0076284421392
3666,20140504,19,PM2.5,18.3
3672,20140504,20,PCA,-61.68952696099041
3672,20140504,20,PM2.5,24.7
3678,20140504,21,PCA,-63.76353238641873
3678,20140504,21,PM2.5,26.1
3684,20140504,22,PCA,-71.72332776802118
3684,20140504,22,PM2.5,11.4
3690,20140504,23,PCA,11.303748543253338
3690,20140504,23,PM2.5,116.8
3696,20140505,0,PCA,-45.31428726600969
3696,20140505,0,PM2.5,37.8
3702,20140505,1,PCA,-46.59149794884181
3702,20140505,1,PM2.5,36.5
3708,20140505,2,PCA,-50.22695491008311
3708,20140505,2,PM2.5,30.3
3714,20140505,3,PCA,-8.150746709510855
3714,20140505,3,PM2.5,86.4
3720,20140505,4,PCA,-7.932768973924989
3720,20140505,4,PM2.5,81.9
3726,20140505,5,PCA,-7.714791238339124
3726,20140505,5,PM2.5,77.4
3732,20140505,6,PCA,-6.8205598400622085
3732,20140505,6,PM2.5,77.3
3738,20140505,7,PCA,-8.77763925444445
3738,20140505,7,PM2.5,71.5
3744,20140505,8,PCA,-46.575800755220584
3744,20140505,8,PM2.5,26.3
3750,20140505,9,PCA,-60.6386758319826
3750,20140505,9,PM2.5,15.8
3756,20140505,10,PCA,-68.36452123337726
3756,20140505,10,PM2.5,8.9
3774,20140505,13,PCA,-74.97735329437835
3774,20140505,13,PM2.5,3.0
3780,20140505,14,PCA,-74.63625830274916
3780,20140505,14,PM2.5,5.7
3786,20140505,15,PCA,-69.07105749467078
3786,20140505,15,PM2.5,16.8
3792,20140505,16,PCA,-73.21824103278416
3792,20140505,16,PM2.5,12.9
3798,20140505,17,PCA,-71.3228174105585
3798,20140505,17,PM2.5,15.2
3804,20140505,18,PCA,-71.91341272137193
3804,20140505,18,PM2.5,15.1
3810,20140505,19,PCA,-70.65399154211683
3810,20140505,19,PM2.5,15.8
3816,20140505,20,PCA,-64.04137705283176
3816,20140505,20,PM2.5,20.5
3822,20140505,21,PCA,-61.08504645141517
3822,20140505,21,PM2.5,22.4
3828,20140505,22,PCA,-50.94054849968759
3828,20140505,22,PM2.5,36.6
3834,20140505,23,PCA,-57.00124779717818
3834,20140505,23,PM2.5,37.2
3840,20140506,0,PCA,-52.99374963367831
3840,20140506,0,PM2.5,42.5
3846,20140506,1,PCA,-51.38829998792906
3846,20140506,1,PM2.5,44.4
3852,20140506,2,PCA,-47.09294083541465
3852,20140506,2,PM2.5,46.3
3858,20140506,3,PCA,-39.682265354258156
3858,20140506,3,PM2.5,55.7
3864,20140506,4,PCA,-20.85615105137447
3864,20140506,4,PM2.5,75.9
3870,20140506,5,PCA,-35.74355447306224
3870,20140506,5,PM2.5,63.8
3876,20140506,6,PCA,-29.35139005262286
3876,20140506,6,PM2.5,69.4
3882,20140506,7,PCA,-30.74620805422183
3882,20140506,7,PM2.5,69.4
3888,20140506,8,PCA,-28.892230697297805
3888,20140506,8,PM2.5,69.1
3894,20140506,9,PCA,-33.217304035076616
3894,20140506,9,PM2.5,64.9
3900,20140506,10,PCA,-26.977140588009547
3900,20140506,10,PM2.5,76.3
3906,20140506,11,PCA,-24.6893269765743
3906,20140506,11,PM2.5,77.8
3912,20140506,12,PCA,-27.500365540981473
3912,20140506,12,PM2.5,79.8
3918,20140506,13,PCA,-24.353852343384347
3918,20140506,13,PM2.5,87.6
3924,20140506,14,PCA,-25.638805449636784
3924,20140506,14,PM2.5,89.5
3930,20140506,15,PCA,-26.73672218269152
3930,20140506,15,PM2.5,89.5
3936,20140506,16,PCA,-27.286266332840324
3936,20140506,16,PM2.5,90.5
3942,20140506,17,PCA,-32.348129278678165
3942,20140506,17,PM2.5,83.3
3948,20140506,18,PCA,-29.283583762699667
3948,20140506,18,PM2.5,80.9
3954,20140506,19,PCA,-15.921997927666823
3954,20140506,19,PM2.5,87.0
3960,20140506,20,PCA,20.404495682134367
3960,20140506,20,PM2.5,132.1
3966,20140506,21,PCA,8.419310083219317
3966,20140506,21,PM2.5,109.3
3972,20140506,22,PCA,4.538869244780182
3972,20140506,22,PM2.5,99.1
3978,20140506,23,PCA,17.794848715244175
3978,20140506,23,PM2.5,113.0
3984,20140507,0,PCA,21.512067930984703
3984,20140507,0,PM2.5,114.6
3990,20140507,1,PCA,42.35624476819
3990,20140507,1,PM2.5,134.6
3996,20140507,2,PCA,59.3437566065374
3996,20140507,2,PM2.5,147.1
4002,20140507,3,PCA,54.593965877624214
4002,20140507,3,PM2.5,133.3
4008,20140507,4,PCA,58.38231553811578
4008,20140507,4,PM2.5,136.4
4014,20140507,5,PCA,60.90415793571052
4014,20140507,5,PM2.5,135.9
4020,20140507,6,PCA,48.90612161055252
4020,20140507,6,PM2.5,118.9
4026,20140507,7,PCA,47.64750415395275
4026,20140507,7,PM2.5,117.6
4032,20140507,8,PCA,65.40994662379455
4032,20140507,8,PM2.5,138.8
4038,20140507,9,PCA,69.95436545978437
4038,20140507,9,PM2.5,143.4
4044,20140507,10,PCA,22.817593593247064
4044,20140507,10,PM2.5,83.0
4050,20140507,11,PCA,-20.926963001323532
4050,20140507,11,PM2.5,30.7
4056,20140507,12,PCA,-26.02934736239986
4056,20140507,12,PM2.5,29.9
4062,20140507,13,PCA,-25.40983634098542
4062,20140507,13,PM2.5,37.4
4068,20140507,14,PCA,-35.1024810373663
4068,20140507,14,PM2.5,28.9
4074,20140507,15,PCA,-36.19973335707023
4074,20140507,15,PM2.5,28.0
4080,20140507,16,PCA,-40.31810259454951
4080,20140507,16,PM2.5,23.2
4086,20140507,17,PCA,-44.39783317362313
4086,20140507,17,PM2.5,18.4
4092,20140507,18,PCA,-40.182424368734345
4092,20140507,18,PM2.5,24.6
4098,20140507,19,PCA,-50.95455272736629
4098,20140507,19,PM2.5,16.1
4104,20140507,20,PCA,-48.39651053003971
4104,20140507,20,PM2.5,22.3
4110,20140507,21,PCA,-45.81233153600865
4110,20140507,21,PM2.5,26.1
4116,20140507,22,PCA,-27.635918515077385
4116,20140507,22,PM2.5,33.2
4122,20140507,23,PCA,-38.641732463752646
4122,20140507,23,PM2.5,36.2
4128,20140508,0,PCA,-18.561074076942898
4128,20140508,0,PM2.5,67.5
4134,20140508,1,PCA,-14.031897424484356
4134,20140508,1,PM2.5,83.8
4140,20140508,2,PCA,3.3909971399686056
4140,20140508,2,PM2.5,91.5
4146,20140508,3,PCA,1.365889758381976
4146,20140508,3,PM2.5,94.4
4152,20140508,4,PCA,18.648697392696324
4152,20140508,4,PM2.5,116.5
4158,20140508,5,PCA,15.256207846808678
4158,20140508,5,PM2.5,111.9
4164,20140508,6,PCA,13.146924518780223
4164,20140508,6,PM2.5,109.2
4170,20140508,7,PCA,23.524862182174715
4170,20140508,7,PM2.5,121.3
4176,20140508,8,PCA,27.98912344053765
4176,20140508,8,PM2.5,117.3
4182,20140508,9,PCA,10.175354673069847
4182,20140508,9,PM2.5,112.8
4188,20140508,10,PCA,-16.35239275669113
4188,20140508,10,PM2.5,83.4
4194,20140508,11,PCA,-31.80100841698648
4194,20140508,11,PM2.5,66.7
4200,20140508,12,PCA,-32.30027531620956
4200,20140508,12,PM2.5,67.9
4206,20140508,13,PCA,-39.314743849149515
4206,20140508,13,PM2.5,61.7
4212,20140508,14,PCA,-31.84127533816176
4212,20140508,14,PM2.5,73.5
4218,20140508,15,PCA,-44.385441156010096
4218,20140508,15,PM2.5,57.7
4224,20140508,16,PCA,-49.54464831475857
4224,20140508,16,PM2.5,50.2
4230,20140508,17,PCA,-49.904077589028226
4230,20140508,17,PM2.5,47.0
4236,20140508,18,PCA,-47.94898991754549
4236,20140508,18,PM2.5,45.9
4242,20140508,19,PCA,-44.22514447919421
4242,20140508,19,PM2.5,46.4
4248,20140508,20,PCA,-39.96197472226324
4248,20140508,20,PM2.5,48.0
4254,20140508,21,PCA,-30.795903573294204
4254,20140508,21,PM2.5,54.1
4260,20140508,22,PCA,-31.84481474060966
4260,20140508,22,PM2.5,52.0
4266,20140508,23,PCA,-28.05004717596405
4266,20140508,23,PM2.5,61.6
4272,20140509,0,PCA,-28.04551355280413
4272,20140509,0,PM2.5,60.8
4278,20140509,1,PCA,-21.87514581848005
4278,20140509,1,PM2.5,60.0
4284,20140509,2,PCA,-7.842634421428433
4284,20140509,2,PM2.5,69.2
4290,20140509,3,PCA,-6.976629557462835
4290,20140509,3,PM2.5,74.2
4296,20140509,4,PCA,-4.028739815111359
4296,20140509,4,PM2.5,80.1
4302,20140509,5,PCA,-20.995716296440435
4302,20140509,5,PM2.5,68.8
4308,20140509,6,PCA,-24.714512203525274
4308,20140509,6,PM2.5,65.7
4314,20140509,7,PCA,-15.399185664219745
4314,20140509,7,PM2.5,77.0
4320,20140509,8,PCA,-7.056405192602222
4320,20140509,8,PM2.5,86.6
4326,20140509,9,PCA,-2.1635978067776276
4326,20140509,9,PM2.5,91.8
4332,20140509,10,PCA,6.833160304045095
4332,20140509,10,PM2.5,97.7
4338,20140509,11,PCA,3.795101299484866
4338,20140509,11,PM2.5,92.4
4344,20140509,12,PCA,-9.716683174779893
4344,20140509,12,PM2.5,82.8
4350,20140509,13,PCA,-19.20827509437653
4350,20140509,13,PM2.5,78.4
4356,20140509,14,PCA,-26.417558217377096
4356,20140509,14,PM2.5,67.7
4362,20140509,15,PCA,-28.634671480686922
4362,20140509,15,PM2.5,55.4
4368,20140509,16,PCA,-38.87352128902277
4368,20140509,16,PM2.5,47.5
4374,20140509,17,PCA,-45.632511129490936
4374,20140509,17,PM2.5,38.1
4380,20140509,18,PCA,-44.34637507131385
4380,20140509,18,PM2.5,38.9
4386,20140509,19,PCA,-54.50821900093628
4386,20140509,19,PM2.5,33.4
4392,20140509,20,PCA,-52.616646955241734
4392,20140509,20,PM2.5,38.4
4398,20140509,21,PCA,-51.42191158948481
4398,20140509,21,PM2.5,41.1
4404,20140509,22,PCA,-51.47338498665578
4404,20140509,22,PM2.5,41.0
4410,20140509,23,PCA,-49.574899361068354
4410,20140509,23,PM2.5,43.2
4416,20140510,0,PCA,-39.069917537029205
4416,20140510,0,PM2.5,54.0
4422,20140510,1,PCA,-34.861276077182
4422,20140510,1,PM2.5,58.6
4428,20140510,2,PCA,-36.088756723492615
4428,20140510,2,PM2.5,56.5
