,date,hour,type,官园
236412,20181123,10,PM2.5,64.0
236418,20181123,11,PCA,-7.022841497968396
236418,20181123,11,PM2.5,56.0
236424,20181123,12,PCA,3.566915579715738
236424,20181123,12,PM2.5,63.0
236430,20181123,13,PCA,1.1137779922511364
236430,20181123,13,PM2.5,62.0
236436,20181123,14,PCA,3.117593716971961
236436,20181123,14,PM2.5,64.0
236442,20181123,15,PCA,22.380689177048744
236442,20181123,15,PM2.5,76.0
236448,20181123,16,PCA,51.94717129536587
236448,20181123,16,PM2.5,96.0
236454,20181123,17,PCA,44.415054514472935
236454,20181123,17,PM2.5,89.0
236460,20181123,18,PCA,56.63542271007827
236460,20181123,18,PM2.5,96.0
236466,20181123,19,PCA,67.18343425636425
236466,20181123,19,PM2.5,103.0
236472,20181123,20,PCA,83.47656011185775
236472,20181123,20,PM2.5,113.0
236478,20181123,21,PCA,91.5057515141631
236478,20181123,21,PM2.5,118.0
236484,20181123,22,PCA,90.12066928397199
236484,20181123,22,PM2.5,117.0
236490,20181123,23,PCA,80.23703275043859
236490,20181123,23,PM2.5,111.0
236496,20181124,0,PCA,76.61207291766242
236496,20181124,0,PM2.5,109.0
236502,20181124,1,PCA,85.41476361639891
236502,20181124,1,PM2.5,116.0
236508,20181124,2,PCA,68.90819879873924
236508,20181124,2,PM2.5,105.0
236514,20181124,3,PCA,51.11117158658533
236514,20181124,3,PM2.5,94.0
236520,20181124,4,PCA,37.81715424952113
236520,20181124,4,PM2.5,85.0
236526,20181124,5,PCA,19.426149179679506
236526,20181124,5,PM2.5,74.0
236532,20181124,6,PCA,-12.12215704386221
236532,20181124,6,PM2.5,54.0
236538,20181124,7,PCA,-30.199094808124123
236538,20181124,7,PM2.5,42.0
236544,20181124,8,PCA,-15.736094755011921
236544,20181124,8,PM2.5,49.0
236550,20181124,9,PCA,-22.767691862370853
236550,20181124,9,PM2.5,47.0
236556,20181124,10,PCA,-43.78743593000541
236556,20181124,10,PM2.5,33.0
236562,20181124,11,PCA,-24.723585292410096
236562,20181124,11,PM2.5,49.0
236568,20181124,12,PCA,39.82279992961598
236568,20181124,12,PM2.5,94.0
236574,20181124,13,PCA,46.80405923824715
236574,20181124,13,PM2.5,99.0
236580,20181124,14,PCA,58.51857322958811
236580,20181124,14,PM2.5,107.0
236586,20181124,15,PCA,33.28935087560098
236586,20181124,15,PM2.5,91.0
236592,20181124,16,PCA,74.84473060571372
236592,20181124,16,PM2.5,115.0
236598,20181124,17,PCA,92.70989063230965
236598,20181124,17,PM2.5,123.0
236604,20181124,18,PCA,126.73438358343509
236604,20181124,18,PM2.5,141.0
236610,20181124,19,PCA,163.7286926182054
236610,20181124,19,PM2.5,166.0
236616,20181124,20,PCA,158.00875700760682
236616,20181124,20,PM2.5,162.0
236622,20181124,21,PCA,160.6455071126119
236622,20181124,21,PM2.5,162.0
236628,20181124,22,PCA,180.81352306627522
236628,20181124,22,PM2.5,174.0
236634,20181124,23,PCA,179.8015586707115
236634,20181124,23,PM2.5,173.0
236640,20181125,0,PCA,176.01821259419583
236640,20181125,0,PM2.5,171.0
236646,20181125,1,PCA,160.60649602026115
236646,20181125,1,PM2.5,160.0
236652,20181125,2,PCA,125.29726521862109
236652,20181125,2,PM2.5,137.0
236658,20181125,3,PCA,131.70254015728972
236658,20181125,3,PM2.5,140.0
236664,20181125,4,PCA,133.49137306833813
236664,20181125,4,PM2.5,142.0
236670,20181125,5,PCA,87.35888033297036
236670,20181125,5,PM2.5,116.0
236676,20181125,6,PCA,63.84125397949221
236676,20181125,6,PM2.5,102.0
236682,20181125,7,PCA,45.97700057670039
236682,20181125,7,PM2.5,91.0
236688,20181125,8,PCA,60.09167039728382
236688,20181125,8,PM2.5,100.0
236694,20181125,9,PCA,79.77154783933258
236694,20181125,9,PM2.5,112.0
236700,20181125,10,PCA,40.92724739044044
236700,20181125,10,PM2.5,90.0
236706,20181125,11,PCA,20.966725798488884
236706,20181125,11,PM2.5,78.0
236712,20181125,12,PCA,6.862706601511682
236712,20181125,12,PM2.5,70.0
236718,20181125,13,PCA,0.39928535086417166
236718,20181125,13,PM2.5,66.0
236724,20181125,14,PCA,0.9630483522732601
236724,20181125,14,PM2.5,65.0
236730,20181125,15,PCA,10.01014420373071
236730,20181125,15,PM2.5,69.0
236736,20181125,16,PCA,46.29234019755349
236736,20181125,16,PM2.5,88.0
236742,20181125,17,PCA,31.569336065877746
236742,20181125,17,PM2.5,79.0
236748,20181125,18,PCA,32.52855912029523
236748,20181125,18,PM2.5,79.0
236754,20181125,19,PCA,55.57560585859541
236754,20181125,19,PM2.5,93.0
236760,20181125,20,PCA,81.1925998941799
236760,20181125,20,PM2.5,109.0
236766,20181125,21,PCA,100.46553277888168
236766,20181125,21,PM2.5,121.0
236772,20181125,22,PCA,105.41894067653217
236772,20181125,22,PM2.5,124.0
236778,20181125,23,PCA,120.03719169517929
236778,20181125,23,PM2.5,133.0
236784,20181126,0,PCA,119.74058006668346
236784,20181126,0,PM2.5,133.0
236790,20181126,1,PCA,115.78825572110725
236790,20181126,1,PM2.5,131.0
236796,20181126,2,PCA,95.0069710290589
236796,20181126,2,PM2.5,119.0
236802,20181126,3,PCA,110.53974539635318
236802,20181126,3,PM2.5,128.0
236808,20181126,4,PCA,88.49637946030626
236808,20181126,4,PM2.5,114.0
236814,20181126,5,PCA,129.9383957094011
236814,20181126,5,PM2.5,138.0
236820,20181126,6,PCA,168.40473264417267
236820,20181126,6,PM2.5,163.0
236826,20181126,7,PCA,188.1352443192186
236826,20181126,7,PM2.5,178.0
236832,20181126,8,PCA,210.18989747462027
236832,20181126,8,PM2.5,193.0
236838,20181126,9,PCA,249.41283802930843
236838,20181126,9,PM2.5,221.0
236844,20181126,10,PCA,283.01784627460523
236844,20181126,10,PM2.5,245.0
236850,20181126,11,PCA,318.74262352995027
236850,20181126,11,PM2.5,272.0
236856,20181126,12,PCA,315.69492248158025
236856,20181126,12,PM2.5,272.0
236862,20181126,13,PCA,364.5703659178873
236862,20181126,13,PM2.5,307.0
236868,20181126,14,PCA,353.87160914146483
236868,20181126,14,PM2.5,301.0
236874,20181126,15,PCA,296.6307184035961
236874,20181126,15,PM2.5,260.0
236880,20181126,16,PCA,301.19949284312366
236880,20181126,16,PM2.5,262.0
236886,20181126,17,PCA,273.30925243127683
236886,20181126,17,PM2.5,239.0
236892,20181126,18,PCA,268.1258833685931
236892,20181126,18,PM2.5,233.0
236898,20181126,19,PCA,336.7986058188287
236898,20181126,19,PM2.5,278.0
236904,20181126,20,PCA,356.30197959632096
236904,20181126,20,PM2.5,292.0
236910,20181126,21,PCA,375.8053533738133
236910,20181126,21,PM2.5,306.0
236916,20181126,22,PCA,369.68305940832965
236916,20181126,22,PM2.5,303.0
236922,20181126,23,PCA,339.83519450318073
236922,20181126,23,PM2.5,283.0
236928,20181127,0,PCA,307.33387432737044
236928,20181127,0,PM2.5,266.0
236934,20181127,1,PCA,347.4091112695058
236934,20181127,1,PM2.5,170.0
236940,20181127,2,PCA,309.90021835367634
236940,20181127,2,PM2.5,120.0
236946,20181127,3,PCA,233.9600442989246
236946,20181127,3,PM2.5,83.0
236952,20181127,4,PCA,171.43908820986772
236952,20181127,4,PM2.5,73.0
236958,20181127,5,PCA,182.10160570387782
236958,20181127,5,PM2.5,72.0
236964,20181127,6,PCA,59.37696541342607
236964,20181127,6,PM2.5,56.0
236970,20181127,7,PCA,38.53413885289365
236970,20181127,7,PM2.5,54.0
236976,20181127,8,PCA,15.170801193747367
236976,20181127,8,PM2.5,41.0
236982,20181127,9,PCA,3.414036214619723
236982,20181127,9,PM2.5,43.0
236988,20181127,10,PCA,-14.290848841392185
236988,20181127,10,PM2.5,36.0
236994,20181127,11,PCA,-20.91828794216315
236994,20181127,11,PM2.5,39.0
237000,20181127,12,PCA,-28.3657269772844
237000,20181127,12,PM2.5,36.0
237006,20181127,13,PCA,-27.65282944977726
237006,20181127,13,PM2.5,38.0
237012,20181127,14,PCA,-29.525812687095396
237012,20181127,14,PM2.5,32.0
237018,20181127,15,PCA,-24.24954718872378
237018,20181127,15,PM2.5,38.0
237024,20181127,16,PCA,-25.209607390293648
237024,20181127,16,PM2.5,35.0
237030,20181127,17,PCA,-16.74556542094263
237030,20181127,17,PM2.5,40.0
237036,20181127,18,PCA,-14.710776438447093
237036,20181127,18,PM2.5,34.0
237042,20181127,19,PCA,-6.701092489509593
237042,20181127,19,PM2.5,38.0
237048,20181127,20,PCA,0.9710129418204249
237048,20181127,20,PM2.5,42.0
237054,20181127,21,PCA,8.902718667286994
237054,20181127,21,PM2.5,47.0
237060,20181127,22,PCA,18.93962306158403
237060,20181127,22,PM2.5,52.0
237066,20181127,23,PCA,18.05821378002525
237066,20181127,23,PM2.5,53.0
237072,20181128,0,PCA,12.876929645909076
237072,20181128,0,PM2.5,50.0
237078,20181128,1,PCA,19.87443717347846
237078,20181128,1,PM2.5,55.0
237084,20181128,2,PCA,24.6355381413125
237084,20181128,2,PM2.5,58.0
237090,20181128,3,PCA,29.28661082578356
237090,20181128,3,PM2.5,60.0
237096,20181128,4,PCA,16.14316265415727
237096,20181128,4,PM2.5,53.0
237102,20181128,5,PCA,15.064098478984928
237102,20181128,5,PM2.5,59.0
237108,20181128,6,PCA,2.10557595390756
237108,20181128,6,PM2.5,47.0
237114,20181128,7,PCA,6.566567367301695
237114,20181128,7,PM2.5,54.0
237120,20181128,8,PCA,3.948943050081369
237120,20181128,8,PM2.5,48.0
237126,20181128,9,PCA,2.351281227486188
237126,20181128,9,PM2.5,47.0
237132,20181128,10,PCA,14.235549513162734
237132,20181128,10,PM2.5,61.0
237138,20181128,11,PCA,17.08163490703943
237138,20181128,11,PM2.5,59.0
237144,20181128,12,PCA,24.471240303102093
237144,20181128,12,PM2.5,65.0
237150,20181128,13,PCA,25.955922613232023
237150,20181128,13,PM2.5,66.0
237156,20181128,14,PCA,33.920200152045474
237156,20181128,14,PM2.5,74.0
237162,20181128,15,PCA,37.31425019018175
237162,20181128,15,PM2.5,74.0
237168,20181128,16,PCA,37.087603634471535
237168,20181128,16,PM2.5,71.0
237174,20181128,17,PCA,42.64673535715369
237174,20181128,17,PM2.5,76.0
237180,20181128,18,PCA,35.620765630462785
237180,20181128,18,PM2.5,68.0
237186,20181128,19,PCA,43.27250878552893
237186,20181128,19,PM2.5,73.0
237192,20181128,20,PCA,56.23353856845952
237192,20181128,20,PM2.5,83.0
237198,20181128,21,PCA,57.491641496561414
237198,20181128,21,PM2.5,82.0
237204,20181128,22,PCA,58.13580363203843
237204,20181128,22,PM2.5,84.0
237210,20181128,23,PCA,62.25951944775188
237210,20181128,23,PM2.5,86.0
237216,20181129,0,PCA,58.745151061562325
237216,20181129,0,PM2.5,86.0
237222,20181129,1,PCA,47.811732179117364
237222,20181129,1,PM2.5,81.0
237228,20181129,2,PCA,40.245137406781986
237228,20181129,2,PM2.5,78.0
237234,20181129,3,PCA,25.128892394263914
237234,20181129,3,PM2.5,69.0
237240,20181129,4,PCA,26.8838492491576
237240,20181129,4,PM2.5,70.0
237246,20181129,5,PCA,14.28103864559115
237246,20181129,5,PM2.5,64.0
237252,20181129,6,PCA,-8.637352780524552
237252,20181129,6,PM2.5,48.0
237258,20181129,7,PCA,-11.303705871895952
237258,20181129,7,PM2.5,47.0
237264,20181129,8,PCA,-15.831335233036606
237264,20181129,8,PM2.5,42.0
237270,20181129,9,PCA,-26.478706121035408
237270,20181129,9,PM2.5,38.0
237276,20181129,10,PCA,-33.753590857796
237276,20181129,10,PM2.5,35.0
237282,20181129,11,PCA,-37.55241539716397
237282,20181129,11,PM2.5,35.0
237288,20181129,12,PCA,-34.69937881632512
237288,20181129,12,PM2.5,41.0
237294,20181129,13,PCA,14.467057338524606
237294,20181129,13,PM2.5,63.0
237300,20181129,14,PCA,21.76832389270536
237300,20181129,14,PM2.5,69.0
237306,20181129,15,PCA,17.8897039231468
237306,20181129,15,PM2.5,68.0
237312,20181129,16,PCA,27.590649935717927
237312,20181129,16,PM2.5,74.0
237318,20181129,17,PCA,31.599027099655093
237318,20181129,17,PM2.5,80.0
237324,20181129,18,PCA,25.178054719303947
237324,20181129,18,PM2.5,73.0
237330,20181129,19,PCA,12.250396174756345
237330,20181129,19,PM2.5,58.0
237336,20181129,20,PCA,0.9463088558206972
237336,20181129,20,PM2.5,43.0
237342,20181129,21,PCA,19.208631358266555
237342,20181129,21,PM2.5,68.0
237348,20181129,22,PCA,22.90393632781514
237348,20181129,22,PM2.5,72.0
237354,20181129,23,PCA,24.804225674992914
237354,20181129,23,PM2.5,70.0
237360,20181130,0,PCA,31.139722535248136
237360,20181130,0,PM2.5,76.0
237366,20181130,1,PCA,26.906444951180642
237366,20181130,1,PM2.5,76.0
237372,20181130,2,PCA,33.04370914717385
237372,20181130,2,PM2.5,79.0
237378,20181130,3,PCA,45.50176856387578
237378,20181130,3,PM2.5,88.0
237384,20181130,4,PCA,36.28907167949678
237384,20181130,4,PM2.5,82.0
237390,20181130,5,PCA,41.2108226931586
237390,20181130,5,PM2.5,85.0
237396,20181130,6,PCA,36.37336808083553
237396,20181130,6,PM2.5,83.0
237402,20181130,7,PCA,27.992728904278117
237402,20181130,7,PM2.5,78.0
237408,20181130,8,PCA,19.203335412761902
237408,20181130,8,PM2.5,72.0
237414,20181130,9,PCA,23.306539553223093
237414,20181130,9,PM2.5,75.0
237420,20181130,10,PCA,26.400787721096734
237420,20181130,10,PM2.5,77.0
237426,20181130,11,PCA,19.17361111308253
237426,20181130,11,PM2.5,74.0
237432,20181130,12,PCA,28.487627034308982
237432,20181130,12,PM2.5,82.0
237438,20181130,13,PCA,61.13744373605774
237438,20181130,13,PM2.5,102.0
237444,20181130,14,PCA,86.1063934205183
237444,20181130,14,PM2.5,116.0
237450,20181130,15,PCA,86.922504331498
237450,20181130,15,PM2.5,114.0
237456,20181130,16,PCA,96.64923424438585
237456,20181130,16,PM2.5,119.0
237462,20181130,17,PCA,107.10350037636101
237462,20181130,17,PM2.5,124.0
237468,20181130,18,PCA,117.07829696299602
237468,20181130,18,PM2.5,130.0
237474,20181130,19,PCA,125.72815728564444
237474,20181130,19,PM2.5,135.0
237480,20181130,20,PCA,123.14150891197231
237480,20181130,20,PM2.5,134.0
237486,20181130,21,PCA,116.85419373001088
237486,20181130,21,PM2.5,130.0
237492,20181130,22,PCA,121.72330522632264
237492,20181130,22,PM2.5,132.0
237498,20181130,23,PCA,106.65465618511476
237498,20181130,23,PM2.5,122.0
237504,20181201,0,PCA,104.66797784477703
237504,20181201,0,PM2.5,122.0
237510,20181201,1,PCA,99.93784633391773
237510,20181201,1,PM2.5,120.0
237516,20181201,2,PCA,89.52745813333445
237516,20181201,2,PM2.5,114.0
237522,20181201,3,PCA,75.8689531455065
237522,20181201,3,PM2.5,106.0
237528,20181201,4,PCA,74.6631726187341
237528,20181201,4,PM2.5,105.0
237534,20181201,5,PCA,54.484799209313984
237534,20181201,5,PM2.5,93.0
237540,20181201,6,PCA,41.62820719198103
237540,20181201,6,PM2.5,87.0
237546,20181201,7,PCA,21.3371562307265
237546,20181201,7,PM2.5,76.0
237552,20181201,8,PCA,21.109279994260817
237552,20181201,8,PM2.5,76.0
237558,20181201,9,PCA,25.75974747702411
237558,20181201,9,PM2.5,78.0
237564,20181201,10,PCA,38.0209196089593
237564,20181201,10,PM2.5,85.0
237570,20181201,11,PCA,68.34828808084697
237570,20181201,11,PM2.5,104.0
237576,20181201,12,PCA,136.02914526948257
237576,20181201,12,PM2.5,146.0
237582,20181201,13,PCA,183.5039010537518
237582,20181201,13,PM2.5,180.0
237588,20181201,14,PCA,188.3729456975315
237588,20181201,14,PM2.5,185.0
237594,20181201,15,PCA,189.3171460918161
237594,20181201,15,PM2.5,187.0
237600,20181201,16,PCA,195.04013770058287
237600,20181201,16,PM2.5,191.0
237606,20181201,17,PCA,195.60037701213457
237606,20181201,17,PM2.5,193.0
237612,20181201,18,PCA,229.0708686477432
237612,20181201,18,PM2.5,217.0
237618,20181201,19,PCA,221.44934034895573
237618,20181201,19,PM2.5,213.0
237624,20181201,20,PCA,211.51603774978418
237624,20181201,20,PM2.5,203.0
237630,20181201,21,PCA,199.92388933591434
237630,20181201,21,PM2.5,194.0
237636,20181201,22,PCA,194.32127838086657
237636,20181201,22,PM2.5,184.0
237642,20181201,23,PCA,203.78489619873017
237642,20181201,23,PM2.5,188.0
237648,20181202,0,PCA,204.17342248102364
237648,20181202,0,PM2.5,188.0
237654,20181202,1,PCA,197.1103027332746
237654,20181202,1,PM2.5,184.0
237660,20181202,2,PCA,178.35449321779876
237660,20181202,2,PM2.5,175.0
237666,20181202,3,PCA,180.3820260149284
237666,20181202,3,PM2.5,176.0
237672,20181202,4,PCA,179.5704803035092
237672,20181202,4,PM2.5,178.0
237678,20181202,5,PCA,203.79585735836426
237678,20181202,5,PM2.5,190.0
237684,20181202,6,PCA,208.65581378524936
237684,20181202,6,PM2.5,193.0
237690,20181202,7,PCA,205.69583100427934
237690,20181202,7,PM2.5,191.0
237696,20181202,8,PCA,206.2233372720253
237696,20181202,8,PM2.5,191.0
237702,20181202,9,PCA,195.20066039262426
237702,20181202,9,PM2.5,184.0
237708,20181202,10,PCA,184.0158242660032
237708,20181202,10,PM2.5,177.0
237714,20181202,11,PCA,190.15680241264602
237714,20181202,11,PM2.5,182.0
237720,20181202,12,PCA,211.5045804232007
237720,20181202,12,PM2.5,196.0
237726,20181202,13,PCA,228.24956148435473
237726,20181202,13,PM2.5,208.0
237732,20181202,14,PCA,227.37280407076292
237732,20181202,14,PM2.5,207.0
237738,20181202,15,PCA,227.9499314530745
237738,20181202,15,PM2.5,208.0
237744,20181202,16,PCA,224.9135950276154
237744,20181202,16,PM2.5,207.0
237750,20181202,17,PCA,228.0266096019543
237750,20181202,17,PM2.5,210.0
237756,20181202,18,PCA,226.52346284598994
237756,20181202,18,PM2.5,209.0
237762,20181202,19,PCA,226.91349832967566
237762,20181202,19,PM2.5,209.0
237768,20181202,20,PCA,220.0873822722435
237768,20181202,20,PM2.5,204.0
237774,20181202,21,PCA,230.0280221054068
237774,20181202,21,PM2.5,212.0
237780,20181202,22,PCA,221.60458083612423
237780,20181202,22,PM2.5,206.0
237786,20181202,23,PCA,222.28436429654292
237786,20181202,23,PM2.5,207.0
237792,20181203,0,PCA,223.65004026844701
237792,20181203,0,PM2.5,208.0
237798,20181203,1,PCA,233.117102817282
237798,20181203,1,PM2.5,215.0
237804,20181203,2,PCA,160.7084233078521
237804,20181203,2,PM2.5,167.0
237810,20181203,3,PCA,243.3957026327494
237810,20181203,3,PM2.5,142.0
237816,20181203,4,PCA,297.33315246427094
237816,20181203,4,PM2.5,138.0
237822,20181203,5,PCA,262.3579874200547
237822,20181203,5,PM2.5,121.0
237828,20181203,6,PCA,234.39139493031126
237828,20181203,6,PM2.5,116.0
237834,20181203,7,PCA,208.59200917174118
237834,20181203,7,PM2.5,100.0
237840,20181203,8,PCA,158.09261452113014
237840,20181203,8,PM2.5,90.0
237846,20181203,9,PCA,73.33080087634468
237846,20181203,9,PM2.5,75.0
237852,20181203,10,PCA,51.64042094627539
237852,20181203,10,PM2.5,67.0
237858,20181203,11,PCA,54.217145226916095
237858,20181203,11,PM2.5,70.0
237864,20181203,12,PCA,43.99868625678583
237864,20181203,12,PM2.5,68.0
237870,20181203,13,PCA,17.549267743690073
237870,20181203,13,PM2.5,58.0
237876,20181203,14,PCA,-4.519640715385596
237876,20181203,14,PM2.5,53.0
237882,20181203,15,PCA,-15.637435602267777
237882,20181203,15,PM2.5,51.0
237888,20181203,16,PCA,-17.72470351395495
237888,20181203,16,PM2.5,47.0
237894,20181203,17,PCA,-11.14150204704561
237894,20181203,17,PM2.5,48.0
237900,20181203,18,PCA,-17.34432734672265
237900,20181203,18,PM2.5,49.0
237906,20181203,19,PCA,-13.874977280154416
237906,20181203,19,PM2.5,48.0
237912,20181203,20,PCA,-25.45524071883134
237912,20181203,20,PM2.5,42.0
237918,20181203,21,PCA,-41.063857585683486
237918,20181203,21,PM2.5,36.0
237924,20181203,22,PCA,-45.1874284455089
237924,20181203,22,PM2.5,35.0
237930,20181203,23,PCA,-44.71307728314454
237930,20181203,23,PM2.5,33.0
237936,20181204,0,PCA,-49.02683622658608
237936,20181204,0,PM2.5,31.0
237942,20181204,1,PCA,-50.617254333431596
237942,20181204,1,PM2.5,34.0
237948,20181204,2,PCA,-49.02234232265792
237948,20181204,2,PM2.5,35.0
237954,20181204,3,PCA,-49.48951952496248
237954,20181204,3,PM2.5,31.0
237960,20181204,4,PCA,-52.10918458502716
237960,20181204,4,PM2.5,30.0
237966,20181204,5,PCA,-55.285293192018614
237966,20181204,5,PM2.5,29.0
237972,20181204,6,PCA,-52.463464500172606
237972,20181204,6,PM2.5,27.0
237978,20181204,7,PCA,-43.35282293529325
237978,20181204,7,PM2.5,34.0
237984,20181204,8,PCA,-38.01043762022269
237984,20181204,8,PM2.5,35.0
237990,20181204,9,PCA,-36.21260293387125
237990,20181204,9,PM2.5,32.0
237996,20181204,10,PCA,-42.76551176229613
237996,20181204,10,PM2.5,32.0
238002,20181204,11,PCA,-41.82925117959138
238002,20181204,11,PM2.5,33.0
238008,20181204,12,PCA,-50.64427472933567
238008,20181204,12,PM2.5,27.0
238014,20181204,13,PCA,-61.77595370710198
238014,20181204,13,PM2.5,27.0
238020,20181204,14,PCA,-67.37947690573438
238020,20181204,14,PM2.5,27.0
238026,20181204,15,PCA,-75.75127671412781
238026,20181204,15,PM2.5,24.0
238032,20181204,16,PCA,-68.26416968780576
238032,20181204,16,PM2.5,24.0
238038,20181204,17,PCA,-60.056988809293436
238038,20181204,17,PM2.5,29.0
238044,20181204,18,PCA,-57.26109785985277
238044,20181204,18,PM2.5,29.0
238050,20181204,19,PCA,-57.6423720787305
238050,20181204,19,PM2.5,27.0
238056,20181204,20,PCA,-58.76492792088087
238056,20181204,20,PM2.5,24.0
238062,20181204,21,PCA,-54.901937632143586
238062,20181204,21,PM2.5,25.0
238068,20181204,22,PCA,-45.28897974895113
238068,20181204,22,PM2.5,26.0
238074,20181204,23,PCA,-44.93787207867875
238074,20181204,23,PM2.5,30.0
238080,20181205,0,PCA,-42.1721199256339
238080,20181205,0,PM2.5,28.0
238086,20181205,1,PCA,-36.13398929457059
238086,20181205,1,PM2.5,34.0
238092,20181205,2,PCA,-33.48131071076755
238092,20181205,2,PM2.5,34.0
238098,20181205,3,PCA,-27.414503455151255
238098,20181205,3,PM2.5,35.0
238104,20181205,4,PCA,-27.50405376351053
238104,20181205,4,PM2.5,37.0
238110,20181205,5,PCA,-29.054654480166903
238110,20181205,5,PM2.5,37.0
238116,20181205,6,PCA,-25.54184804614319
238116,20181205,6,PM2.5,35.0
238122,20181205,7,PCA,-24.711540050208882
238122,20181205,7,PM2.5,39.0
238128,20181205,8,PCA,-24.25963282625587
238128,20181205,8,PM2.5,40.0
238134,20181205,9,PCA,-12.297422793311222
238134,20181205,9,PM2.5,49.0
238140,20181205,10,PCA,-5.109983393653244
238140,20181205,10,PM2.5,49.0
238146,20181205,11,PCA,-6.340326705037305
238146,20181205,11,PM2.5,52.0
238152,20181205,12,PCA,-7.7053867629441495
238152,20181205,12,PM2.5,54.0
238194,20181205,19,PCA,-11.653723813920076
238194,20181205,19,PM2.5,36.0
238200,20181205,20,PCA,-0.5718448592439936
238200,20181205,20,PM2.5,53.0
238206,20181205,21,PCA,-2.5773191843453738
238206,20181205,21,PM2.5,51.0
238212,20181205,22,PCA,-9.120531422083165
238212,20181205,22,PM2.5,45.0
238218,20181205,23,PCA,-12.564026292702378
238218,20181205,23,PM2.5,41.0
238224,20181206,0,PCA,-12.267414664206573
238224,20181206,0,PM2.5,41.0
238230,20181206,1,PCA,-21.535639347071665
238230,20181206,1,PM2.5,37.0
238236,20181206,2,PCA,-33.32490222690245
238236,20181206,2,PM2.5,26.0
238242,20181206,3,PCA,-68.42201818966606
238242,20181206,3,PM2.5,4.0
238248,20181206,4,PCA,-77.66799005044211
238248,20181206,4,PM2.5,2.0
238254,20181206,5,PCA,-85.81596473172928
238254,20181206,5,PM2.5,2.0
238260,20181206,6,PCA,-79.54836848097514
238260,20181206,6,PM2.5,2.0
238266,20181206,7,PCA,-76.76414539552242
238266,20181206,7,PM2.5,4.0
238272,20181206,8,PCA,-81.68910624944117
238272,20181206,8,PM2.5,2.0
238278,20181206,9,PCA,-85.53049831196992
238278,20181206,9,PM2.5,1.0
238284,20181206,10,PCA,-83.69169641535666
238284,20181206,10,PM2.5,2.0
238290,20181206,11,PCA,-87.1048161010351
238290,20181206,11,PM2.5,2.0
238296,20181206,12,PCA,-86.36346708669593
238296,20181206,12,PM2.5,4.0
238338,20181206,19,PCA,-96.80025327550426
238338,20181206,19,PM2.5,1.0
238344,20181206,20,PCA,-96.25648341604601
238344,20181206,20,PM2.5,3.0
238350,20181206,21,PCA,-103.71399594318699
238350,20181206,21,PM2.5,2.0
238356,20181206,22,PCA,-104.30933360327859
238356,20181206,22,PM2.5,2.0
238362,20181206,23,PCA,-103.89967528863534
238362,20181206,23,PM2.5,3.0
238368,20181207,0,PCA,-104.14745799864548
238368,20181207,0,PM2.5,4.0
238374,20181207,1,PCA,-104.63515131930258
238374,20181207,1,PM2.5,2.0
238380,20181207,2,PCA,-102.82617586731499
238380,20181207,2,PM2.5,1.0
238386,20181207,3,PCA,-98.67880538862447
238386,20181207,3,PM2.5,4.0
238392,20181207,4,PCA,-98.90667718198986
238392,20181207,4,PM2.5,3.0
238398,20181207,5,PCA,-97.07977509480915
238398,20181207,5,PM2.5,3.0
238404,20181207,6,PCA,-95.31908394294233
238404,20181207,6,PM2.5,8.0
238410,20181207,7,PCA,-93.63895225380558
238410,20181207,7,PM2.5,7.0
238416,20181207,8,PCA,-91.18314707982559
238416,20181207,8,PM2.5,9.0
238422,20181207,9,PCA,-90.64464500233156
238422,20181207,9,PM2.5,10.0
238428,20181207,10,PCA,-99.33478923017806
238428,20181207,10,PM2.5,5.0
238434,20181207,11,PCA,-98.29004716088639
238434,20181207,11,PM2.5,7.0
238440,20181207,12,PCA,-99.77396394064641
238440,20181207,12,PM2.5,9.0
238446,20181207,13,PCA,-102.55414035984
238446,20181207,13,PM2.5,5.0
238452,20181207,14,PCA,-102.12793036779728
238452,20181207,14,PM2.5,5.0
238458,20181207,15,PCA,-102.82091697865967
238458,20181207,15,PM2.5,1.0
238464,20181207,16,PCA,-95.54923763905569
238464,20181207,16,PM2.5,4.0
238470,20181207,17,PCA,-90.7505310648284
238470,20181207,17,PM2.5,3.0
238476,20181207,18,PCA,-79.40760770982882
238476,20181207,18,PM2.5,10.0
238482,20181207,19,PCA,-81.30316945030702
238482,20181207,19,PM2.5,5.0
238488,20181207,20,PCA,-74.22243723811562
238488,20181207,20,PM2.5,8.0
238494,20181207,21,PCA,-69.7749572049852
238494,20181207,21,PM2.5,7.0
238500,20181207,22,PCA,-74.05499687963052
238500,20181207,22,PM2.5,6.0
238506,20181207,23,PCA,-71.7014925243883
238506,20181207,23,PM2.5,6.0
238512,20181208,0,PCA,-73.78868233271946
238512,20181208,0,PM2.5,6.0
238518,20181208,1,PCA,-83.99806292202116
238518,20181208,1,PM2.5,5.0
238524,20181208,2,PCA,-86.98382960330784
238524,20181208,2,PM2.5,4.0
238530,20181208,3,PCA,-94.8456545597719
238530,20181208,3,PM2.5,7.0
238536,20181208,4,PCA,-102.27417778943956
238536,20181208,4,PM2.5,5.0
238542,20181208,5,PCA,-103.61200747621939
238542,20181208,5,PM2.5,4.0
238548,20181208,6,PCA,-103.64969118596865
238548,20181208,6,PM2.5,4.0
238554,20181208,7,PCA,-98.01389106740021
238554,20181208,7,PM2.5,2.0
238560,20181208,8,PCA,-90.7290085773525
