,date,hour,type,官园
2664,20140422,12,PCA,-18.235488495401977
2664,20140422,12,PM2.5,59.0
2670,20140422,13,PCA,-7.519770896868965
2670,20140422,13,PM2.5,70.0
2676,20140422,14,PCA,-24.09863389673878
2676,20140422,14,PM2.5,61.0
2682,20140422,15,PCA,-37.35940052348888
2682,20140422,15,PM2.5,45.0
2688,20140422,16,PCA,-31.98525531121355
2688,20140422,16,PM2.5,53.5
2694,20140422,18,PCA,-26.611110098938195
2694,20140422,18,PM2.5,62.0
2700,20140422,19,PCA,-10.33275771715805
2700,20140422,19,PM2.5,72.0
2706,20140422,20,PCA,5.545004018517992
2706,20140422,20,PM2.5,79.0
2712,20140422,21,PCA,-4.549588001422411
2712,20140422,21,PM2.5,58.0
2718,20140422,22,PCA,-20.710992204068337
2718,20140422,22,PM2.5,46.0
2724,20140422,23,PCA,-19.07006643422378
2724,20140422,23,PM2.5,52.0
2730,20140423,0,PCA,-9.282004887571196
2730,20140423,0,PM2.5,69.0
2736,20140423,1,PCA,-1.2019236798029864
2736,20140423,1,PM2.5,78.0
2742,20140423,2,PCA,8.239934085359462
2742,20140423,2,PM2.5,81.0
2748,20140423,3,PCA,20.357765394832334
2748,20140423,3,PM2.5,88.0
2754,20140423,4,PCA,36.92324595940659
2754,20140423,4,PM2.5,98.0
2760,20140423,5,PCA,47.075411768916815
2760,20140423,5,PM2.5,106.0
2766,20140423,6,PCA,57.4801659984927
2766,20140423,6,PM2.5,110.0
2772,20140423,7,PCA,72.56447310855492
2772,20140423,7,PM2.5,118.0
2778,20140423,8,PCA,90.36327461982918
2778,20140423,8,PM2.5,133.0
2784,20140423,9,PCA,113.37731982712663
2784,20140423,9,PM2.5,149.0
2790,20140423,10,PCA,128.89713836219593
2790,20140423,10,PM2.5,160.0
2796,20140423,11,PCA,140.8896407053666
2796,20140423,11,PM2.5,163.0
2802,20140423,12,PCA,133.11997091551746
2802,20140423,12,PM2.5,151.0
2808,20140423,13,PCA,142.39523377490133
2808,20140423,13,PM2.5,165.0
2814,20140423,14,PCA,147.0249688877917
2814,20140423,14,PM2.5,172.0
2820,20140423,15,PCA,147.01788309396883
2820,20140423,15,PM2.5,174.0
2826,20140423,16,PCA,180.03030173366867
2826,20140423,16,PM2.5,212.0
2832,20140423,17,PCA,148.82030171157788
2832,20140423,17,PM2.5,161.0
2838,20140423,18,PCA,129.2781304819221
2838,20140423,18,PM2.5,142.0
2844,20140429,2,PCA,12.518079952287028
2844,20140429,2,PM2.5,84.4
2850,20140429,3,PCA,12.647591431509941
2850,20140429,3,PM2.5,77.8
2856,20140429,4,PCA,36.10860193118829
2856,20140429,4,PM2.5,92.7
2862,20140429,5,PCA,60.18068733965096
2862,20140429,5,PM2.5,125.4
2868,20140429,6,PCA,50.99395966325523
2868,20140429,6,PM2.5,114.1
2874,20140429,7,PCA,39.41575097286888
2874,20140429,7,PM2.5,99.4
2880,20140429,8,PCA,52.5553535347736
2880,20140429,8,PM2.5,115.9
2886,20140429,9,PCA,46.36533879299284
2886,20140429,9,PM2.5,107.7
2892,20140429,10,PCA,34.75969985731012
2892,20140429,10,PM2.5,99.1
2898,20140429,11,PCA,37.65499295639284
2898,20140429,11,PM2.5,100.8
2904,20140429,12,PCA,46.958474546401405
2904,20140429,12,PM2.5,116.4
2910,20140429,13,PCA,48.96701380735187
2910,20140429,13,PM2.5,121.5
2916,20140429,14,PCA,2.5476833022730427
2916,20140429,14,PM2.5,62.25
2922,20140429,15,PCA,-43.41892485851526
2922,20140429,15,PM2.5,3.0
2928,20140429,16,PCA,1.1087122856836902
2928,20140429,16,PM2.5,70.4
2934,20140429,17,PCA,10.578974088254807
2934,20140429,17,PM2.5,83.8
2940,20140429,18,PCA,23.075188421021966
2940,20140429,18,PM2.5,96.0
2946,20140429,19,PCA,16.773335430791374
2946,20140429,19,PM2.5,84.5
2952,20140429,20,PCA,27.498303682223014
2952,20140429,20,PM2.5,97.6
2958,20140429,21,PCA,39.31997102432021
2958,20140429,21,PM2.5,105.2
2964,20140429,22,PCA,44.01028452520634
2964,20140429,22,PM2.5,102.8
2970,20140429,23,PCA,47.90173304466866
2970,20140429,23,PM2.5,106.9
2976,20140430,0,PCA,48.303232533800376
2976,20140430,0,PM2.5,104.7
2982,20140430,1,PCA,44.11649696838876
2982,20140430,1,PM2.5,98.2
2988,20140430,2,PCA,40.076575578921556
2988,20140430,2,PM2.5,91.3
2994,20140430,3,PCA,61.30470475603615
2994,20140430,3,PM2.5,113.2
3000,20140430,4,PCA,60.52737441962028
3000,20140430,4,PM2.5,105.2
3006,20140430,5,PCA,70.28093753994561
3006,20140430,5,PM2.5,114.7
3012,20140430,6,PCA,70.83800130212006
3012,20140430,6,PM2.5,112.7
3018,20140430,7,PCA,86.69771810650597
3018,20140430,7,PM2.5,124.0
3024,20140430,8,PCA,103.9605454053305
3024,20140430,8,PM2.5,146.2
3030,20140430,9,PCA,126.83433332246749
3030,20140430,9,PM2.5,174.3
3036,20140430,10,PCA,123.02167121985195
3036,20140430,10,PM2.5,174.2
3042,20140430,11,PCA,109.8776111446714
3042,20140430,11,PM2.5,160.3
3048,20140430,12,PCA,108.17610948166252
3048,20140430,12,PM2.5,177.7
3054,20140430,13,PCA,58.55159159085531
3054,20140430,13,PM2.5,124.3
3072,20140430,16,PCA,24.291951446840788
3072,20140430,16,PM2.5,64.4
3078,20140430,17,PCA,49.26971869161355
3078,20140430,17,PM2.5,99.7
3084,20140430,18,PCA,53.318592909677406
3084,20140430,18,PM2.5,105.6
3090,20140430,19,PCA,55.62743739755047
3090,20140430,19,PM2.5,104.9
3096,20140430,20,PCA,38.13670983811513
3096,20140430,20,PM2.5,77.7
3102,20140430,21,PCA,47.77755066733829
3102,20140430,21,PM2.5,88.7
3108,20140430,22,PCA,45.154291011986786
3108,20140430,22,PM2.5,82.7
3114,20140430,23,PCA,55.10692939823124
3114,20140430,23,PM2.5,96.1
3120,20140501,0,PCA,58.95901200976985
3120,20140501,0,PM2.5,103.5
3126,20140501,1,PCA,66.64075129778467
3126,20140501,1,PM2.5,110.4
3132,20140501,2,PCA,73.4512439381799
3132,20140501,2,PM2.5,116.7
3138,20140501,3,PCA,75.24540256317827
3138,20140501,3,PM2.5,122.6
3144,20140501,4,PCA,87.29798967528251
3144,20140501,4,PM2.5,133.7
3150,20140501,5,PCA,93.22957523124549
3150,20140501,5,PM2.5,138.0
3156,20140501,6,PCA,99.50069758607206
3156,20140501,6,PM2.5,137.5
3162,20140501,7,PCA,112.10882965772035
3162,20140501,7,PM2.5,152.5
3168,20140501,8,PCA,117.38796761383026
3168,20140501,8,PM2.5,160.5
3174,20140501,9,PCA,121.58826610761335
3174,20140501,9,PM2.5,169.5
3180,20140501,10,PCA,120.61895870942479
3180,20140501,10,PM2.5,174.6
3186,20140501,11,PCA,120.18774716117657
3186,20140501,11,PM2.5,178.0
3192,20140501,12,PCA,106.6827319467907
3192,20140501,12,PM2.5,171.4
3198,20140501,13,PCA,100.1709274261005
3198,20140501,13,PM2.5,163.4
3204,20140501,14,PCA,95.79330513421985
3204,20140501,14,PM2.5,157.1
3210,20140501,15,PCA,119.57937305309923
3210,20140501,15,PM2.5,189.3
3216,20140501,16,PCA,127.16571165597074
3216,20140501,16,PM2.5,192.2
3222,20140501,17,PCA,119.39588508467251
3222,20140501,17,PM2.5,175.5
3228,20140501,18,PCA,111.34684996494332
3228,20140501,18,PM2.5,142.6
3234,20140501,19,PCA,83.49455792591984
3234,20140501,19,PM2.5,90.9
3240,20140501,20,PCA,89.66703488651326
3240,20140501,20,PM2.5,111.5
3246,20140501,21,PCA,47.78499184754312
3246,20140501,21,PM2.5,52.2
3252,20140501,22,PCA,37.6904038553893
3252,20140501,22,PM2.5,41.9
3258,20140501,23,PCA,48.24534255093891
3258,20140501,23,PM2.5,59.9
3264,20140502,0,PCA,33.34098485131906
3264,20140502,0,PM2.5,40.1
3270,20140502,1,PCA,29.197468355711646
3270,20140502,1,PM2.5,39.4
3276,20140502,2,PCA,20.81680734116437
3276,20140502,2,PM2.5,32.0
3282,20140502,3,PCA,12.653066319164678
3282,20140502,3,PM2.5,26.1
3288,20140502,4,PCA,2.911139427565709
3288,20140502,4,PM2.5,19.3
3294,20140502,5,PCA,-3.2330554904759237
3294,20140502,5,PM2.5,18.4
3300,20140502,6,PCA,-9.048166917681533
3300,20140502,6,PM2.5,18.9
3306,20140502,7,PCA,-14.617670356148471
3306,20140502,7,PM2.5,16.7
3312,20140502,8,PCA,-13.060783232136508
3312,20140502,8,PM2.5,24.3
3318,20140502,9,PCA,-20.063532151644
3318,20140502,9,PM2.5,21.4
3324,20140502,10,PCA,-14.119136874935567
3324,20140502,10,PM2.5,38.5
3330,20140502,11,PCA,-31.605076080555083
3330,20140502,11,PM2.5,20.2
3336,20140502,12,PCA,-32.828928923064325
3336,20140502,12,PM2.5,27.7
3342,20140502,13,PCA,-44.21027835281418
3342,20140502,13,PM2.5,19.6
3348,20140502,14,PCA,-30.491270183918044
3348,20140502,14,PM2.5,48.7
3354,20140502,15,PCA,-52.10905883967259
3354,20140502,15,PM2.5,23.6
3360,20140502,16,PCA,-62.57903777902438
3360,20140502,16,PM2.5,15.2
3366,20140502,17,PCA,-53.52064837756476
3366,20140502,17,PM2.5,36.4
3372,20140502,18,PCA,-42.51419025289602
3372,20140502,18,PM2.5,55.4
3378,20140502,19,PCA,-63.13794327716351
3378,20140502,19,PM2.5,25.1
3384,20140502,20,PCA,-70.69163369585212
3384,20140502,20,PM2.5,14.8
3390,20140502,21,PCA,-65.57588937234964
3390,20140502,21,PM2.5,19.4
3396,20140502,22,PCA,-58.45844684542491
3396,20140502,22,PM2.5,18.2
3402,20140502,23,PCA,-44.181746753427376
3402,20140502,23,PM2.5,24.6
3408,20140503,0,PCA,-36.14105596791829
3408,20140503,0,PM2.5,30.1
3414,20140503,1,PCA,-41.032105082549116
3414,20140503,1,PM2.5,24.6
3420,20140503,2,PCA,-34.621330932764444
3420,20140503,2,PM2.5,38.1
3426,20140503,3,PCA,-33.91266938317389
3426,20140503,3,PM2.5,37.4
3432,20140503,4,PCA,-36.05817475180777
3432,20140503,4,PM2.5,33.7
3438,20140503,5,PCA,-39.927572674068806
3438,20140503,5,PM2.5,27.5
3444,20140503,6,PCA,-34.10949263343704
3444,20140503,6,PM2.5,35.8
3450,20140503,7,PCA,-19.70811866931082
3450,20140503,7,PM2.5,55.7
3456,20140503,8,PCA,-3.579075835329819
3456,20140503,8,PM2.5,77.9
3462,20140503,9,PCA,-9.536044437497857
3462,20140503,9,PM2.5,69.5
3468,20140503,10,PCA,-17.54027705814431
3468,20140503,10,PM2.5,68.1
3474,20140503,11,PCA,-18.50680779946928
3474,20140503,11,PM2.5,77.1
3480,20140503,12,PCA,-32.48368647366813
3480,20140503,12,PM2.5,62.9
3486,20140503,13,PCA,-32.30572602536876
3486,20140503,13,PM2.5,62.3
3492,20140503,14,PCA,-41.67949293688747
3492,20140503,14,PM2.5,45.9
3498,20140503,15,PCA,-49.41459240968958
3498,20140503,15,PM2.5,28.2
3504,20140503,16,PCA,-51.89748402343624
3504,20140503,16,PM2.5,28.4
3510,20140503,17,PCA,-31.576837634767493
3510,20140503,17,PM2.5,62.3
3516,20140503,18,PCA,-10.984324583430519
3516,20140503,18,PM2.5,85.9
3522,20140503,19,PCA,22.688937616506816
3522,20140503,19,PM2.5,126.8
3528,20140503,20,PCA,-15.958500171118914
3528,20140503,20,PM2.5,66.4
3534,20140503,21,PCA,-23.320195991531172
3534,20140503,21,PM2.5,51.4
3540,20140503,22,PCA,-25.052752505458887
3540,20140503,22,PM2.5,47.9
3546,20140503,23,PCA,-28.298102557201993
3546,20140503,23,PM2.5,42.3
3552,20140504,0,PCA,-33.78498790228924
3552,20140504,0,PM2.5,33.6
3558,20140504,1,PCA,-32.02455227402471
3558,20140504,1,PM2.5,34.3
3564,20140504,2,PCA,-32.60368907733777
3564,20140504,2,PM2.5,34.5
3570,20140504,3,PCA,-36.57521217983135
3570,20140504,3,PM2.5,30.2
3576,20140504,4,PCA,-40.44047079816089
3576,20140504,4,PM2.5,24.6
3582,20140504,5,PCA,-30.96778227221555
3582,20140504,5,PM2.5,36.9
3588,20140504,6,PCA,-31.917845911412613
3588,20140504,6,PM2.5,34.7
3594,20140504,7,PCA,-30.19844009234857
3594,20140504,7,PM2.5,34.7
3600,20140504,8,PCA,-27.31484845824522
3600,20140504,8,PM2.5,41.0
3606,20140504,9,PCA,-33.25312909520016
3606,20140504,9,PM2.5,33.2
3612,20140504,10,PCA,-32.61866537251944
3612,20140504,10,PM2.5,35.6
3618,20140504,11,PCA,-24.455022148632526
3618,20140504,11,PM2.5,48.2
3624,20140504,12,PCA,-31.82872327317423
3624,20140504,12,PM2.5,38.2
3630,20140504,13,PCA,-40.235752065902915
3630,20140504,13,PM2.5,28.3
3636,20140504,14,PCA,-50.75466641593681
3636,20140504,14,PM2.5,13.9
3660,20140504,18,PCA,-67.46433552183684
3660,20140504,18,PM2.5,17.1
3666,20140504,19,PCA,-66.74759466653975
3666,20140504,19,PM2.5,20.6
3672,20140504,20,PCA,-59.34716234345362
3672,20140504,20,PM2.5,25.7
3678,20140504,21,PCA,-54.681649330820235
3678,20140504,21,PM2.5,24.0
3684,20140504,22,PCA,-49.8331459204106
3684,20140504,22,PM2.5,25.3
3690,20140504,23,PCA,-50.11803205596923
3690,20140504,23,PM2.5,22.5
3696,20140505,0,PCA,-45.48284618550444
3696,20140505,0,PM2.5,29.1
3702,20140505,1,PCA,-46.63447597828171
3702,20140505,1,PM2.5,27.4
3756,20140505,10,PCA,-67.59539947602808
3756,20140505,10,PM2.5,14.1
3762,20140505,11,PCA,-68.9261889578348
3762,20140505,11,PM2.5,17.0
3768,20140505,12,PCA,-77.17650702101028
3768,20140505,12,PM2.5,9.0
3948,20140506,18,PCA,22.98336318096072
3948,20140506,18,PM2.5,114.8
3954,20140506,19,PCA,29.515141760734785
3954,20140506,19,PM2.5,111.5
3960,20140506,20,PCA,35.44743134972568
3960,20140506,20,PM2.5,110.1
3966,20140506,21,PCA,33.98542441838497
3966,20140506,21,PM2.5,103.2
3972,20140506,22,PCA,54.5284289907216
3972,20140506,22,PM2.5,121.5
3978,20140506,23,PCA,66.74058854101577
3978,20140506,23,PM2.5,124.0
3984,20140507,0,PCA,73.15435126740152
3984,20140507,0,PM2.5,127.5
3990,20140507,1,PCA,74.58366525245391
3990,20140507,1,PM2.5,122.9
3996,20140507,2,PCA,80.4870929243977
3996,20140507,2,PM2.5,129.6
4002,20140507,3,PCA,87.99606670013017
4002,20140507,3,PM2.5,132.1
4008,20140507,4,PCA,86.99508894292221
4008,20140507,4,PM2.5,128.3
4014,20140507,5,PCA,91.55316887346787
4014,20140507,5,PM2.5,132.0
4020,20140507,6,PCA,83.61421692818016
4020,20140507,6,PM2.5,118.6
4026,20140507,7,PCA,88.85937146235563
4026,20140507,7,PM2.5,124.2
4032,20140507,8,PCA,78.52350083764865
4032,20140507,8,PM2.5,112.5
4038,20140507,9,PCA,21.384934876169094
4038,20140507,9,PM2.5,53.6
4044,20140507,10,PCA,-4.997135512260817
4044,20140507,10,PM2.5,23.5
4050,20140507,11,PCA,-2.259302784779213
4050,20140507,11,PM2.5,31.1
4056,20140507,12,PCA,-14.094280290030657
4056,20140507,12,PM2.5,20.0
4062,20140507,13,PCA,-13.777832420816221
4062,20140507,13,PM2.5,25.7
4068,20140507,14,PCA,-15.385616522059028
4068,20140507,14,PM2.5,26.7
4074,20140507,15,PCA,-22.602959653446874
4074,20140507,15,PM2.5,19.6
4080,20140507,16,PCA,-33.440602848758445
4080,20140507,16,PM2.5,7.3
4086,20140507,17,PCA,-31.570204156862133
4086,20140507,17,PM2.5,12.6
4092,20140507,18,PCA,-34.128973231803414
4092,20140507,18,PM2.5,13.0
4098,20140507,19,PCA,-35.85547139299294
4098,20140507,19,PM2.5,11.1
4104,20140507,20,PCA,-36.46218468659852
4104,20140507,20,PM2.5,11.0
4110,20140507,21,PCA,-22.461222307785558
4110,20140507,21,PM2.5,20.6
4116,20140507,22,PCA,-42.9824929800585
4116,20140507,22,PM2.5,16.6
4122,20140507,23,PCA,-46.5814134276538
4122,20140507,23,PM2.5,14.0
4128,20140508,0,PCA,-16.984229468058164
4128,20140508,0,PM2.5,41.1
4134,20140508,1,PCA,10.832263073872229
4134,20140508,1,PM2.5,91.4
4140,20140508,2,PCA,26.59554659706881
4140,20140508,2,PM2.5,112.3
4146,20140508,3,PCA,40.360290211201935
4146,20140508,3,PM2.5,130.3
4152,20140508,4,PCA,34.272878533470745
4152,20140508,4,PM2.5,125.0
4158,20140508,5,PCA,33.49674188746498
4158,20140508,5,PM2.5,119.7
4164,20140508,6,PCA,36.01858477583261
4164,20140508,6,PM2.5,122.7
4170,20140508,7,PCA,21.281091386750767
4170,20140508,7,PM2.5,112.7
4176,20140508,8,PCA,19.83287760566463
4176,20140508,8,PM2.5,113.3
4182,20140508,9,PCA,2.1054118731728577
4182,20140508,9,PM2.5,89.1
4200,20140508,12,PCA,-37.03871519181388
4200,20140508,12,PM2.5,34.4
4206,20140508,13,PCA,-22.548869642956983
4206,20140508,13,PM2.5,57.1
4212,20140508,14,PCA,-24.328124645149884
4212,20140508,14,PM2.5,55.2
4218,20140508,15,PCA,-21.228013066111686
4218,20140508,15,PM2.5,60.9
4224,20140508,16,PCA,-17.106106466205162
4224,20140508,16,PM2.5,65.7
4230,20140508,17,PCA,-22.795600827589524
4230,20140508,17,PM2.5,57.0
4236,20140508,18,PCA,-19.613364150954375
4236,20140508,18,PM2.5,57.4
4242,20140508,19,PCA,-18.681501220049515
4242,20140508,19,PM2.5,52.6
4248,20140508,20,PCA,2.012583026483259
4248,20140508,20,PM2.5,66.1
4254,20140508,21,PCA,0.6077126248869862
4254,20140508,21,PM2.5,56.2
4260,20140508,22,PCA,0.943169268548765
4260,20140508,22,PM2.5,54.8
4266,20140508,23,PCA,16.630232311488697
4266,20140508,23,PM2.5,66.5
4272,20140509,0,PCA,22.422424918036512
4272,20140509,0,PM2.5,71.3
4278,20140509,1,PCA,24.144190418267996
4278,20140509,1,PM2.5,74.0
4284,20140509,2,PCA,19.06828144983731
4284,20140509,2,PM2.5,72.2
4290,20140509,3,PCA,13.91141426747065
4290,20140509,3,PM2.5,71.3
4296,20140509,4,PCA,5.007984724253419
4296,20140509,4,PM2.5,59.3
4302,20140509,5,PCA,6.656688830111444
4302,20140509,5,PM2.5,58.9
4308,20140509,6,PCA,16.646850679175884
4308,20140509,6,PM2.5,72.5
4314,20140509,7,PCA,25.02618469258666
4314,20140509,7,PM2.5,77.5
4320,20140509,8,PCA,31.514552490424027
4320,20140509,8,PM2.5,84.2
4326,20140509,9,PCA,33.34300803554015
4326,20140509,9,PM2.5,87.0
4332,20140509,10,PCA,28.428897398224002
4332,20140509,10,PM2.5,82.2
4338,20140509,11,PCA,19.476143401652227
4338,20140509,11,PM2.5,86.1
4344,20140509,12,PCA,11.901747882745257
4344,20140509,12,PM2.5,79.3
4350,20140509,13,PCA,6.763370194611859
4350,20140509,13,PM2.5,73.6
4356,20140509,14,PCA,2.8447570862267986
4356,20140509,14,PM2.5,69.1
4362,20140509,15,PCA,9.081761966977629
4362,20140509,15,PM2.5,73.9
4368,20140509,16,PCA,12.455249654362051
4368,20140509,16,PM2.5,73.3
4374,20140509,17,PCA,-10.655669423407554
4374,20140509,17,PM2.5,55.2
4380,20140509,18,PCA,-30.49057837036687
4380,20140509,18,PM2.5,38.1
4386,20140509,19,PCA,-33.72905399576246
4386,20140509,19,PM2.5,31.0
4392,20140509,20,PCA,-30.87743345933589
4392,20140509,20,PM2.5,36.4
4398,20140509,21,PCA,-21.090045579886375
4398,20140509,21,PM2.5,46.7
4404,20140509,22,PCA,-15.79594802257718
4404,20140509,22,PM2.5,51.9
4410,20140509,23,PCA,-18.481980597660243
4410,20140509,23,PM2.5,49.9
4416,20140510,0,PCA,-16.670954361844885
4416,20140510,0,PM2.5,50.8
4422,20140510,1,PCA,-12.901972323112426
4422,20140510,1,PM2.5,55.7
4428,20140510,2,PCA,-22.691200910732572
4428,20140510,2,PM2.5,42.7
4434,20140510,3,PCA,-24.570238679542715
4434,20140510,3,PM2.5,40.0
4440,20140510,4,PCA,-27.955504045809977
4440,20140510,4,PM2.5,38.0
4446,20140510,5,PCA,-26.159107046438198
4446,20140510,5,PM2.5,39.3
4452,20140510,6,PCA,-25.062037535069518
4452,20140510,6,PM2.5,39.5
4458,20140510,7,PCA,-21.714213883515605
4458,20140510,7,PM2.5,43.7
4464,20140510,8,PCA,-23.63131295901705
4464,20140510,8,PM2.5,43.6
4470,20140510,9,PCA,-17.701600641511973
4470,20140510,9,PM2.5,53.9
4476,20140510,10,PCA,-20.951791025784633
4476,20140510,10,PM2.5,50.9
4482,20140510,11,PCA,-16.71499425208301
4482,20140510,11,PM2.5,59.9
4488,20140510,12,PCA,-21.866497964475855
4488,20140510,12,PM2.5,50.7
4494,20140510,13,PCA,-17.205157055291465
4494,20140510,13,PM2.5,56.6
4500,20140510,14,PCA,-16.1204055155625
4500,20140510,14,PM2.5,55.1
4506,20140510,15,PCA,-15.018775187940136
4506,20140510,15,PM2.5,66.4
4512,20140510,16,PCA,-20.244339224109734
4512,20140510,16,PM2.5,58.9
4518,20140510,17,PCA,-17.947175229828048
4518,20140510,17,PM2.5,57.2
4524,20140510,18,PCA,-12.775636546267524
4524,20140510,18,PM2.5,60.6
4530,20140510,19,PCA,-2.551071191404558
4530,20140510,19,PM2.5,67.9
4536,20140510,20,PCA,1.067893845660665
4536,20140510,20,PM2.5,66.0
4542,20140510,21,PCA,6.7193256013995875
4542,20140510,21,PM2.5,70.7
4548,20140510,22,PCA,-14.352723298135384
4548,20140510,22,PM2.5,52.6
4554,20140510,23,PCA,-39.839297551592
4554,20140510,23,PM2.5,33.9
4560,20140511,0,PCA,-45.12836340916978
4560,20140511,0,PM2.5,25.8
4566,20140511,1,PCA,-30.954900417641568
4566,20140511,1,PM2.5,35.1
4572,20140511,2,PCA,-26.45482599115836
4572,20140511,2,PM2.5,47.6
4578,20140511,3,PCA,-28.873976055600693
4578,20140511,3,PM2.5,50.6
4584,20140511,4,PCA,-26.564703383615562
4584,20140511,4,PM2.5,51.5
4590,20140511,5,PCA,-31.84266690657897
4590,20140511,5,PM2.5,48.5
4596,20140511,6,PCA,-37.4078271611462
4596,20140511,6,PM2.5,43.3
4602,20140511,7,PCA,-42.37260112934254
4602,20140511,7,PM2.5,34.5
4608,20140511,8,PCA,-47.49405214864773
4608,20140511,8,PM2.5,26.5
4614,20140511,9,PCA,-46.939427579111005
4614,20140511,9,PM2.5,27.3
4620,20140511,10,PCA,-49.1014227303406
4620,20140511,10,PM2.5,21.6
4626,20140511,11,PCA,-55.17914337769939
4626,20140511,11,PM2.5,17.7
4632,20140511,12,PCA,-57.9883264100114
4632,20140511,12,PM2.5,14.1
4638,20140511,13,PCA,-61.103753827040855
4638,20140511,13,PM2.5,14.2
4644,20140511,14,PCA,-63.979255068264365
4644,20140511,14,PM2.5,13.4
4650,20140511,15,PCA,-72.58652766098882
4650,20140511,15,PM2.5,9.2
4656,20140511,16,PCA,-74.18791128510179
4656,20140511,16,PM2.5,8.9
4662,20140511,17,PCA,-76.93789625856179
4662,20140511,17,PM2.5,3.0
4668,20140511,18,PCA,-74.5614791155277
4668,20140511,18,PM2.5,8.2
4674,20140511,19,PCA,-64.97906916234956
4674,20140511,19,PM2.5,20.5
4680,20140511,20,PCA,-70.30827505351816
4680,20140511,20,PM2.5,18.1
4686,20140511,21,PCA,-71.80767423556503
4686,20140511,21,PM2.5,17.5
4692,20140511,22,PCA,-69.10369298429343
4692,20140511,22,PM2.5,20.0
4698,20140511,23,PCA,-67.25479951765666
4698,20140511,23,PM2.5,21.3
4704,20140512,0,PCA,-60.8505539746277
4704,20140512,0,PM2.5,25.6
4710,20140512,1,PCA,-56.746013470940966
4710,20140512,1,PM2.5,24.3
4716,20140512,2,PCA,-51.23156084615606
4716,20140512,2,PM2.5,28.0
4722,20140512,3,PCA,-51.557376829573364
4722,20140512,3,PM2.5,29.2
4728,20140512,4,PCA,-60.53551472036306
4728,20140512,4,PM2.5,19.4
4734,20140512,5,PCA,-62.95789277885926
4734,20140512,5,PM2.5,23.3
4740,20140512,6,PCA,-53.330816204280744
4740,20140512,6,PM2.5,36.9
4746,20140512,7,PCA,-33.1963840081761
4746,20140512,7,PM2.5,56.6
4752,20140512,8,PCA,-17.299639582257598
4752,20140512,8,PM2.5,66.0
4758,20140512,9,PCA,-61.534208595140086
4758,20140512,9,PM2.5,35.3
4764,20140512,10,PCA,-82.29999818384262
4764,20140512,10,PM2.5,12.5
4770,20140512,11,PCA,-87.42139010153076
4770,20140512,11,PM2.5,11.4
4776,20140512,12,PCA,-83.29634348988546
4776,20140512,12,PM2.5,15.8
4782,20140512,13,PCA,-81.63389023931057
4782,20140512,13,PM2.5,17.3
4788,20140512,14,PCA,-76.89665065973108
4788,20140512,14,PM2.5,23.4
4794,20140512,15,PCA,-79.54149015790682
4794,20140512,15,PM2.5,15.7
4800,20140512,16,PCA,-75.3742761944411
4800,20140512,16,PM2.5,19.7
4806,20140512,17,PCA,-71.22878969709787
4806,20140512,17,PM2.5,21.9
4812,20140512,18,PCA,-64.22674592966479
4812,20140512,18,PM2.5,31.4
4818,20140512,19,PCA,-50.63934437592519
4818,20140512,19,PM2.5,44.6
4824,20140512,20,PCA,-39.78290912579164
4824,20140512,20,PM2.5,57.6
4830,20140512,21,PCA,-36.93311032514017
4830,20140512,21,PM2.5,58.5
4836,20140512,22,PCA,-30.861405813360896
4836,20140512,22,PM2.5,56.3
4842,20140512,23,PCA,-26.83688517148567
4842,20140512,23,PM2.5,59.3
