,date,hour,type,云岗
2844,20140429,2,PCA,28.420981090130297
2844,20140429,2,PM2.5,81.2
2850,20140429,3,PCA,29.74327641557618
2850,20140429,3,PM2.5,77.4
2856,20140429,4,PCA,36.40145140908788
2856,20140429,4,PM2.5,82.9
2862,20140429,5,PCA,33.93362497165504
2862,20140429,5,PM2.5,75.9
2868,20140429,6,PCA,48.735517307845065
2868,20140429,6,PM2.5,93.9
2874,20140429,7,PCA,47.815416830380364
2874,20140429,7,PM2.5,97.5
2880,20140429,8,PCA,49.38506282595295
2880,20140429,8,PM2.5,102.5
2886,20140429,9,PCA,51.277988579938366
2886,20140429,9,PM2.5,108.5
2892,20140429,10,PCA,43.60161268327367
2892,20140429,10,PM2.5,105.0
2898,20140429,11,PCA,36.37645626624268
2898,20140429,11,PM2.5,100.8
2904,20140429,12,PCA,34.0825827930244
2904,20140429,12,PM2.5,106.3
2910,20140429,13,PCA,28.776129570416945
2910,20140429,13,PM2.5,102.0
2916,20140429,14,PCA,-9.423210065427483
2916,20140429,14,PM2.5,52.5
2922,20140429,15,PCA,-50.05890366378525
2922,20140429,15,PM2.5,3.0
2928,20140429,16,PCA,-14.169692170242469
2928,20140429,16,PM2.5,56.0
2934,20140429,17,PCA,2.4382627740197607
2934,20140429,17,PM2.5,81.4
2940,20140429,18,PCA,3.8156597605612923
2940,20140429,18,PM2.5,81.3
2946,20140429,19,PCA,6.9818166168647045
2946,20140429,19,PM2.5,79.1
2952,20140429,20,PCA,15.525713437647244
2952,20140429,20,PM2.5,87.3
2958,20140429,21,PCA,39.50246312982721
2958,20140429,21,PM2.5,102.8
2964,20140429,22,PCA,59.642949920266716
2964,20140429,22,PM2.5,112.1
2970,20140429,23,PCA,53.90748694538488
2970,20140429,23,PM2.5,112.5
2976,20140430,0,PCA,52.189791960681475
2976,20140430,0,PM2.5,110.0
2982,20140430,1,PCA,61.68701625138694
2982,20140430,1,PM2.5,111.5
2988,20140430,2,PCA,63.35995959097827
2988,20140430,2,PM2.5,106.2
2994,20140430,3,PCA,59.900747685628545
2994,20140430,3,PM2.5,102.4
3000,20140430,4,PCA,56.75133601079807
3000,20140430,4,PM2.5,104.6
3006,20140430,5,PCA,53.021341060908156
3006,20140430,5,PM2.5,101.4
3012,20140430,6,PCA,65.6129828833681
3012,20140430,6,PM2.5,108.6
3018,20140430,7,PCA,73.6318619468944
3018,20140430,7,PM2.5,118.1
3024,20140430,8,PCA,79.55586287280632
3024,20140430,8,PM2.5,122.5
3030,20140430,9,PCA,87.65766851094033
3030,20140430,9,PM2.5,131.6
3036,20140430,10,PCA,96.94064914591493
3036,20140430,10,PM2.5,149.1
3042,20140430,11,PCA,80.68594818947591
3042,20140430,11,PM2.5,139.1
3048,20140430,12,PCA,59.620492286004904
3048,20140430,12,PM2.5,126.5
3054,20140430,13,PCA,38.670853079581086
3054,20140430,13,PM2.5,104.9
3060,20140430,14,PCA,36.570305692495296
3060,20140430,14,PM2.5,104.6
3066,20140430,15,PCA,34.128302633309815
3066,20140430,15,PM2.5,97.6
3072,20140430,16,PCA,29.59026320636167
3072,20140430,16,PM2.5,89.3
3078,20140430,17,PCA,30.848725710791378
3078,20140430,17,PM2.5,89.9
3084,20140430,18,PCA,31.157493597079384
3084,20140430,18,PM2.5,88.5
3090,20140430,19,PCA,31.550387158722213
3090,20140430,19,PM2.5,84.6
3096,20140430,20,PCA,41.35858004345414
3096,20140430,20,PM2.5,91.8
3102,20140430,21,PCA,45.57394893227469
3102,20140430,21,PM2.5,93.2
3108,20140430,22,PCA,49.12796419749895
3108,20140430,22,PM2.5,94.1
3114,20140430,23,PCA,51.88496766300648
3114,20140430,23,PM2.5,98.2
3120,20140501,0,PCA,61.61663614197612
3120,20140501,0,PM2.5,107.6
3126,20140501,1,PCA,69.0921151892522
3126,20140501,1,PM2.5,115.8
3132,20140501,2,PCA,75.25475790323597
3132,20140501,2,PM2.5,123.5
3138,20140501,3,PCA,88.0706159941471
3138,20140501,3,PM2.5,129.8
3144,20140501,4,PCA,90.18978982894016
3144,20140501,4,PM2.5,138.7
3150,20140501,5,PCA,96.89370374554665
3150,20140501,5,PM2.5,146.4
3156,20140501,6,PCA,96.39469780744966
3156,20140501,6,PM2.5,144.9
3162,20140501,7,PCA,105.8331806271112
3162,20140501,7,PM2.5,151.5
3168,20140501,8,PCA,122.09469003902629
3168,20140501,8,PM2.5,168.0
3174,20140501,9,PCA,119.94435440875571
3174,20140501,9,PM2.5,175.2
3180,20140501,10,PCA,130.88559749866985
3180,20140501,10,PM2.5,187.1
3186,20140501,11,PCA,127.74358167023736
3186,20140501,11,PM2.5,186.7
3192,20140501,12,PCA,112.42141277650664
3192,20140501,12,PM2.5,171.7
3198,20140501,13,PCA,122.25879837776557
3198,20140501,13,PM2.5,185.1
3204,20140501,14,PCA,124.8977912637029
3204,20140501,14,PM2.5,187.6
3210,20140501,15,PCA,122.76874691889122
3210,20140501,15,PM2.5,181.5
3216,20140501,16,PCA,116.270635026179
3216,20140501,16,PM2.5,167.7
3222,20140501,17,PCA,106.06229898004838
3222,20140501,17,PM2.5,150.7
3228,20140501,18,PCA,82.77985716365359
3228,20140501,18,PM2.5,103.9
3234,20140501,19,PCA,57.52705010914458
3234,20140501,19,PM2.5,63.6
3240,20140501,20,PCA,54.32466294059059
3240,20140501,20,PM2.5,63.7
3246,20140501,21,PCA,40.9868613336909
3246,20140501,21,PM2.5,47.0
3252,20140501,22,PCA,38.27118730111838
3252,20140501,22,PM2.5,46.3
3258,20140501,23,PCA,26.105091510586842
3258,20140501,23,PM2.5,33.3
3264,20140502,0,PCA,19.72341745889657
3264,20140502,0,PM2.5,28.1
3270,20140502,1,PCA,13.590793065000879
3270,20140502,1,PM2.5,24.3
3276,20140502,2,PCA,7.33138719495594
3276,20140502,2,PM2.5,21.5
3282,20140502,3,PCA,0.2936384451155567
3282,20140502,3,PM2.5,19.0
3288,20140502,4,PCA,-3.578840735352725
3288,20140502,4,PM2.5,20.0
3294,20140502,5,PCA,-12.24702160649301
3294,20140502,5,PM2.5,14.9
3300,20140502,6,PCA,-17.291879981373373
3300,20140502,6,PM2.5,16.5
3306,20140502,7,PCA,-24.51952253375674
3306,20140502,7,PM2.5,14.2
3312,20140502,8,PCA,-28.99441870951215
3312,20140502,8,PM2.5,14.4
3318,20140502,9,PCA,-28.4168159947807
3318,20140502,9,PM2.5,23.2
3324,20140502,10,PCA,-35.622779436061094
3324,20140502,10,PM2.5,22.0
3330,20140502,11,PCA,-42.764130221626914
3330,20140502,11,PM2.5,21.2
3336,20140502,12,PCA,-51.5673800666443
3336,20140502,12,PM2.5,16.9
3342,20140502,13,PCA,-56.83304307931974
3342,20140502,13,PM2.5,18.7
3348,20140502,14,PCA,-64.94923748012894
3348,20140502,14,PM2.5,15.0
3354,20140502,15,PCA,-66.8469678939188
3354,20140502,15,PM2.5,15.1
3360,20140502,16,PCA,-74.4978852889604
3360,20140502,16,PM2.5,7.8
3366,20140502,17,PCA,-68.55876756205885
3366,20140502,17,PM2.5,17.4
3372,20140502,18,PCA,-71.1279950181528
3372,20140502,18,PM2.5,14.5
3378,20140502,19,PCA,-75.92690209997433
3378,20140502,19,PM2.5,8.0
3384,20140502,20,PCA,-77.61456654791098
3384,20140502,20,PM2.5,7.6
3390,20140502,21,PCA,-71.26789147124316
3390,20140502,21,PM2.5,15.0
3396,20140502,22,PCA,-62.723290650543525
3396,20140502,22,PM2.5,19.5
3402,20140502,23,PCA,-44.501443484092505
3402,20140502,23,PM2.5,36.0
3408,20140503,0,PCA,-48.21134604776505
3408,20140503,0,PM2.5,29.1
3414,20140503,1,PCA,-40.499318349311466
3414,20140503,1,PM2.5,29.8
3420,20140503,2,PCA,-46.4281108396925
3420,20140503,2,PM2.5,25.3
3426,20140503,3,PCA,-41.74673220761938
3426,20140503,3,PM2.5,26.5
3432,20140503,4,PCA,-46.90781075262982
3432,20140503,4,PM2.5,22.1
3438,20140503,5,PCA,-41.68216314291973
3438,20140503,5,PM2.5,25.1
3444,20140503,6,PCA,-36.30245014828505
3444,20140503,6,PM2.5,31.9
3450,20140503,7,PCA,-41.962424676851874
3450,20140503,7,PM2.5,28.3
3456,20140503,8,PCA,-36.075252191422656
3456,20140503,8,PM2.5,36.0
3462,20140503,9,PCA,-27.548965137997566
3462,20140503,9,PM2.5,49.7
3468,20140503,10,PCA,-24.338707362180696
3468,20140503,10,PM2.5,57.9
3474,20140503,11,PCA,-30.709641054682635
3474,20140503,11,PM2.5,54.5
3480,20140503,12,PCA,-27.09346163136132
3480,20140503,12,PM2.5,61.4
3486,20140503,13,PCA,-33.34369325118566
3486,20140503,13,PM2.5,52.4
3492,20140503,14,PCA,-39.02431786321418
3492,20140503,14,PM2.5,42.1
3498,20140503,15,PCA,-45.74925005670969
3498,20140503,15,PM2.5,31.2
3504,20140503,16,PCA,-46.77400046133919
3504,20140503,16,PM2.5,28.5
3510,20140503,17,PCA,-47.21289858118513
3510,20140503,17,PM2.5,27.8
3516,20140503,18,PCA,-28.516901527310072
3516,20140503,18,PM2.5,50.0
3522,20140503,19,PCA,-5.9592319214115435
3522,20140503,19,PM2.5,71.5
3528,20140503,20,PCA,-19.575163977650856
3528,20140503,20,PM2.5,44.2
3534,20140503,21,PCA,-29.988870768528614
3534,20140503,21,PM2.5,26.2
3540,20140503,22,PCA,-26.398658631186258
3540,20140503,22,PM2.5,28.8
3546,20140503,23,PCA,-23.723773711369855
3546,20140503,23,PM2.5,31.4
3552,20140504,0,PCA,-27.1766654332245
3552,20140504,0,PM2.5,26.8
3558,20140504,1,PCA,-27.156179423682346
3558,20140504,1,PM2.5,28.5
3564,20140504,2,PCA,-25.58226790297535
3564,20140504,2,PM2.5,32.0
3570,20140504,3,PCA,-30.991711565304406
3570,20140504,3,PM2.5,23.1
3576,20140504,4,PCA,-27.331253137327106
3576,20140504,4,PM2.5,29.1
3582,20140504,5,PCA,-25.263468699206506
3582,20140504,5,PM2.5,33.8
3588,20140504,6,PCA,-22.79851488674107
3588,20140504,6,PM2.5,37.7
3594,20140504,7,PCA,-25.511150287104684
3594,20140504,7,PM2.5,34.2
3600,20140504,8,PCA,-28.815145456352624
3600,20140504,8,PM2.5,30.2
3606,20140504,9,PCA,-34.02810047806453
3606,20140504,9,PM2.5,25.0
3612,20140504,10,PCA,-34.11309949774313
3612,20140504,10,PM2.5,26.5
3618,20140504,11,PCA,-42.34726135927709
3618,20140504,11,PM2.5,17.2
3624,20140504,12,PCA,-38.676720278433145
3624,20140504,12,PM2.5,24.2
3630,20140504,13,PCA,-47.80725701540585
3630,20140504,13,PM2.5,12.7
3636,20140504,14,PCA,-47.53273074333936
3636,20140504,14,PM2.5,14.5
3642,20140504,15,PCA,-48.186626464287016
3642,20140504,15,PM2.5,12.9
3648,20140504,16,PCA,-50.06909569002227
3648,20140504,16,PM2.5,10.4
3654,20140504,17,PCA,-46.58061472203807
3654,20140504,17,PM2.5,16.7
3660,20140504,18,PCA,-52.32676088041532
3660,20140504,18,PM2.5,14.4
3666,20140504,19,PCA,-63.47278282687109
3666,20140504,19,PM2.5,11.5
3672,20140504,20,PCA,-66.73605706565775
3672,20140504,20,PM2.5,11.5
3678,20140504,21,PCA,-66.26426435670079
3678,20140504,21,PM2.5,11.5
3684,20140504,22,PCA,-64.4773426498429
3684,20140504,22,PM2.5,10.6
3690,20140504,23,PCA,-46.54206740353812
3690,20140504,23,PM2.5,28.1
3696,20140505,0,PCA,-49.91237508982993
3696,20140505,0,PM2.5,28.7
3702,20140505,1,PCA,-48.809727930830206
3702,20140505,1,PM2.5,29.4
3708,20140505,2,PCA,-49.78784443925227
3708,20140505,2,PM2.5,23.8
3714,20140505,3,PCA,-43.26435975896293
3714,20140505,3,PM2.5,29.2
3720,20140505,4,PCA,-49.137365077426054
3720,20140505,4,PM2.5,23.5
3726,20140505,5,PCA,-56.09135707245406
3726,20140505,5,PM2.5,17.8
3732,20140505,6,PCA,-44.899801890179155
3732,20140505,6,PM2.5,25.7
3738,20140505,7,PCA,-51.94652189843985
3738,20140505,7,PM2.5,23.0
3744,20140505,8,PCA,-58.99073676549979
3744,20140505,8,PM2.5,17.9
3750,20140505,9,PCA,-63.27013253198075
3750,20140505,9,PM2.5,15.8
3756,20140505,10,PCA,-63.60080922445224
3756,20140505,10,PM2.5,17.2
3762,20140505,11,PCA,-65.33971556281331
3762,20140505,11,PM2.5,17.6
3768,20140505,12,PCA,-72.67694399378112
3768,20140505,12,PM2.5,11.3
3774,20140505,13,PCA,-77.26604476033384
3774,20140505,13,PM2.5,6.8
3780,20140505,14,PCA,-69.33408367410004
3780,20140505,14,PM2.5,18.3
3786,20140505,15,PCA,-74.09332730384457
3786,20140505,15,PM2.5,13.6
3792,20140505,16,PCA,-71.20684679593577
3792,20140505,16,PM2.5,19.9
3798,20140505,17,PCA,-69.83901917504018
3798,20140505,17,PM2.5,22.1
3804,20140505,18,PCA,-68.61723657850905
3804,20140505,18,PM2.5,21.9
3810,20140505,19,PCA,-64.15473486701372
3810,20140505,19,PM2.5,25.8
3816,20140505,20,PCA,-50.517851683580915
3816,20140505,20,PM2.5,33.0
3822,20140505,21,PCA,-34.62230762204874
3822,20140505,21,PM2.5,41.3
3828,20140505,22,PCA,-28.131063509886665
3828,20140505,22,PM2.5,45.9
3834,20140505,23,PCA,-25.44858642013917
3834,20140505,23,PM2.5,46.0
3840,20140506,0,PCA,-35.522395850496814
3840,20140506,0,PM2.5,42.8
3846,20140506,1,PCA,-28.24104496209836
3846,20140506,1,PM2.5,49.9
3852,20140506,2,PCA,-14.89915893803048
3852,20140506,2,PM2.5,58.1
3858,20140506,3,PCA,-10.97769064168827
3858,20140506,3,PM2.5,62.3
3864,20140506,4,PCA,-2.016419935920839
3864,20140506,4,PM2.5,68.7
3870,20140506,5,PCA,6.688906625535427
3870,20140506,5,PM2.5,76.5
3876,20140506,6,PCA,-3.263631158335511
3876,20140506,6,PM2.5,60.9
3882,20140506,7,PCA,1.1434063288795868
3882,20140506,7,PM2.5,66.3
3888,20140506,8,PCA,-9.931426165892798
3888,20140506,8,PM2.5,57.3
3894,20140506,9,PCA,-12.78681127933479
3894,20140506,9,PM2.5,61.4
3900,20140506,10,PCA,-10.826975411477854
3900,20140506,10,PM2.5,63.4
3906,20140506,11,PCA,1.1832009754366741
3906,20140506,11,PM2.5,77.9
3912,20140506,12,PCA,3.369485717133905
3912,20140506,12,PM2.5,81.9
3918,20140506,13,PCA,4.717345505562822
3918,20140506,13,PM2.5,85.4
3924,20140506,14,PCA,9.577942492368617
3924,20140506,14,PM2.5,92.1
3930,20140506,15,PCA,11.303400998734883
3930,20140506,15,PM2.5,99.3
3936,20140506,16,PCA,13.519244228710845
3936,20140506,16,PM2.5,106.2
3942,20140506,17,PCA,13.813887815600692
3942,20140506,17,PM2.5,105.4
3948,20140506,18,PCA,16.343751352708125
3948,20140506,18,PM2.5,104.4
3954,20140506,19,PCA,25.529639772861817
3954,20140506,19,PM2.5,109.7
3960,20140506,20,PCA,38.594627827715506
3960,20140506,20,PM2.5,113.4
3966,20140506,21,PCA,43.94702823347081
3966,20140506,21,PM2.5,108.7
3972,20140506,22,PCA,67.06022005431613
3972,20140506,22,PM2.5,136.0
3978,20140506,23,PCA,70.39067038156746
3978,20140506,23,PM2.5,122.8
3984,20140507,0,PCA,67.26343691121589
3984,20140507,0,PM2.5,114.6
3990,20140507,1,PCA,77.07367394384553
3990,20140507,1,PM2.5,130.0
3996,20140507,2,PCA,91.5074472838548
3996,20140507,2,PM2.5,136.9
4002,20140507,3,PCA,96.3623866455759
4002,20140507,3,PM2.5,140.1
4008,20140507,4,PCA,97.05245229827885
4008,20140507,4,PM2.5,140.1
4014,20140507,5,PCA,82.73345405834426
4014,20140507,5,PM2.5,124.2
4020,20140507,6,PCA,98.01707336276247
4020,20140507,6,PM2.5,137.8
4026,20140507,7,PCA,100.43588593049928
4026,20140507,7,PM2.5,144.4
4032,20140507,8,PCA,102.8803165843076
4032,20140507,8,PM2.5,148.0
4038,20140507,9,PCA,66.03413653318181
4038,20140507,9,PM2.5,108.0
4044,20140507,10,PCA,9.172930135625393
4044,20140507,10,PM2.5,36.5
4050,20140507,11,PCA,-2.4621794175551055
4050,20140507,11,PM2.5,24.4
4056,20140507,12,PCA,-7.534230854702804
4056,20140507,12,PM2.5,23.3
4062,20140507,13,PCA,-10.48282809632416
4062,20140507,13,PM2.5,24.2
4068,20140507,14,PCA,-10.572403447508377
4068,20140507,14,PM2.5,28.0
4074,20140507,15,PCA,-24.880059442073577
4074,20140507,15,PM2.5,12.0
4080,20140507,16,PCA,-25.436371151281786
4080,20140507,16,PM2.5,15.3
4086,20140507,17,PCA,-29.891409159685526
4086,20140507,17,PM2.5,12.0
4092,20140507,18,PCA,-27.691814154224645
4092,20140507,18,PM2.5,18.4
4098,20140507,19,PCA,-33.68232269134215
4098,20140507,19,PM2.5,14.6
4104,20140507,20,PCA,-39.26547587875889
4104,20140507,20,PM2.5,8.7
4110,20140507,21,PCA,-24.5435480319137
4110,20140507,21,PM2.5,23.5
4116,20140507,22,PCA,-25.10250492481033
4116,20140507,22,PM2.5,25.3
4122,20140507,23,PCA,-34.93818933699289
4122,20140507,23,PM2.5,23.0
4128,20140508,0,PCA,-37.69201338072363
4128,20140508,0,PM2.5,17.2
4134,20140508,1,PCA,4.5011849666444546
4134,20140508,1,PM2.5,69.3
4140,20140508,2,PCA,15.61025253500288
4140,20140508,2,PM2.5,86.1
4146,20140508,3,PCA,21.268266320446354
4146,20140508,3,PM2.5,103.7
4152,20140508,4,PCA,25.804533674066782
4152,20140508,4,PM2.5,109.3
4158,20140508,5,PCA,17.114574488784
4158,20140508,5,PM2.5,93.3
4164,20140508,6,PCA,16.397581317466184
4164,20140508,6,PM2.5,92.9
4170,20140508,7,PCA,14.763004365606838
4170,20140508,7,PM2.5,95.2
4176,20140508,8,PCA,13.19714016776051
4176,20140508,8,PM2.5,105.3
4182,20140508,9,PCA,-3.7760100699807024
4182,20140508,9,PM2.5,95.4
4188,20140508,10,PCA,-16.849278200507786
4188,20140508,10,PM2.5,79.6
4194,20140508,11,PCA,-27.58729891675418
4194,20140508,11,PM2.5,64.8
4200,20140508,12,PCA,-34.17553036183636
4200,20140508,12,PM2.5,55.2
4206,20140508,13,PCA,-30.970438020497117
4206,20140508,13,PM2.5,60.0
4212,20140508,14,PCA,-35.31457995603317
4212,20140508,14,PM2.5,53.4
4218,20140508,15,PCA,-29.10265033337398
4218,20140508,15,PM2.5,60.3
4224,20140508,16,PCA,-18.70286686567587
4224,20140508,16,PM2.5,73.4
4230,20140508,17,PCA,-20.705418034535285
4230,20140508,17,PM2.5,67.5
4236,20140508,18,PCA,-24.161448977313636
4236,20140508,18,PM2.5,60.3
4242,20140508,19,PCA,-24.32778984666809
4242,20140508,19,PM2.5,56.2
4248,20140508,20,PCA,-14.274547503975555
4248,20140508,20,PM2.5,60.5
4254,20140508,21,PCA,-13.287833658139062
4254,20140508,21,PM2.5,60.1
4260,20140508,22,PCA,-4.299856558433547
4260,20140508,22,PM2.5,60.9
4266,20140508,23,PCA,6.858337953266184
4266,20140508,23,PM2.5,66.8
4272,20140509,0,PCA,7.319891684561668
4272,20140509,0,PM2.5,67.1
4278,20140509,1,PCA,0.9916155192419218
4278,20140509,1,PM2.5,62.1
4284,20140509,2,PCA,0.9697931913805997
4284,20140509,2,PM2.5,63.2
4290,20140509,3,PCA,8.445703041344288
4290,20140509,3,PM2.5,67.2
4296,20140509,4,PCA,16.594028443648632
4296,20140509,4,PM2.5,76.3
4302,20140509,5,PCA,3.4817603470843546
4302,20140509,5,PM2.5,63.0
4308,20140509,6,PCA,0.5317666843159323
4308,20140509,6,PM2.5,63.5
4314,20140509,7,PCA,11.165347502673777
4314,20140509,7,PM2.5,76.5
4320,20140509,8,PCA,32.42866209508677
4320,20140509,8,PM2.5,98.3
4326,20140509,9,PCA,32.743388654275854
4326,20140509,9,PM2.5,96.7
4332,20140509,10,PCA,36.87088894426215
4332,20140509,10,PM2.5,102.2
4338,20140509,11,PCA,29.47282871359175
4338,20140509,11,PM2.5,96.8
4344,20140509,12,PCA,35.67713248181596
4344,20140509,12,PM2.5,105.1
4350,20140509,13,PCA,27.956259918103516
4350,20140509,13,PM2.5,96.5
4356,20140509,14,PCA,16.36280414749289
4356,20140509,14,PM2.5,83.2
4362,20140509,15,PCA,-0.647784481269829
4362,20140509,15,PM2.5,60.1
4368,20140509,16,PCA,9.758904410797086
4368,20140509,16,PM2.5,71.7
4374,20140509,17,PCA,14.247057908161159
4374,20140509,17,PM2.5,72.7
4380,20140509,18,PCA,-7.320714753120476
4380,20140509,18,PM2.5,55.9
4386,20140509,19,PCA,-23.86831067107575
4386,20140509,19,PM2.5,40.4
4392,20140509,20,PCA,-24.959886742911912
4392,20140509,20,PM2.5,39.0
4398,20140509,21,PCA,-22.67732122238709
4398,20140509,21,PM2.5,41.1
4404,20140509,22,PCA,-17.847684024250242
4404,20140509,22,PM2.5,44.4
4410,20140509,23,PCA,-8.728514288160431
4410,20140509,23,PM2.5,56.7
4416,20140510,0,PCA,-5.604978795078901
4416,20140510,0,PM2.5,59.4
4422,20140510,1,PCA,-5.372562073998134
4422,20140510,1,PM2.5,58.4
4428,20140510,2,PCA,-14.548678629407199
4428,20140510,2,PM2.5,47.8
4434,20140510,3,PCA,-8.56082286931357
4434,20140510,3,PM2.5,49.6
4440,20140510,4,PCA,-9.652970429262929
4440,20140510,4,PM2.5,49.1
4446,20140510,5,PCA,-17.15514204607976
4446,20140510,5,PM2.5,40.2
4452,20140510,6,PCA,-17.545222451812407
4452,20140510,6,PM2.5,38.0
4458,20140510,7,PCA,-14.245224112004966
4458,20140510,7,PM2.5,46.9
4464,20140510,8,PCA,-16.556104408646597
4464,20140510,8,PM2.5,45.4
4470,20140510,9,PCA,-17.675850736601454
4470,20140510,9,PM2.5,46.3
4476,20140510,10,PCA,-16.681935311743416
4476,20140510,10,PM2.5,52.6
4482,20140510,11,PCA,-14.235175577121538
4482,20140510,11,PM2.5,59.1
4488,20140510,12,PCA,-15.88659279281602
4488,20140510,12,PM2.5,59.6
4494,20140510,13,PCA,-18.33914502969549
4494,20140510,13,PM2.5,59.3
4500,20140510,14,PCA,-15.074684065161144
4500,20140510,14,PM2.5,63.2
4506,20140510,15,PCA,-11.273480760762846
4506,20140510,15,PM2.5,67.5
4512,20140510,16,PCA,-9.383011034031076
4512,20140510,16,PM2.5,71.6
4518,20140510,17,PCA,-21.15306759044959
4518,20140510,17,PM2.5,57.1
4524,20140510,18,PCA,-12.738417179642605
4524,20140510,18,PM2.5,70.8
4530,20140510,19,PCA,-13.93765171422155
4530,20140510,19,PM2.5,62.3
4536,20140510,20,PCA,-8.639156065015628
4536,20140510,20,PM2.5,66.9
4542,20140510,21,PCA,-4.923725914989561
4542,20140510,21,PM2.5,67.2
4548,20140510,22,PCA,-18.88276986710014
4548,20140510,22,PM2.5,54.6
4554,20140510,23,PCA,-26.875772509846552
4554,20140510,23,PM2.5,46.8
4560,20140511,0,PCA,-33.604380086145255
4560,20140511,0,PM2.5,34.6
4566,20140511,1,PCA,-33.19572688926993
4566,20140511,1,PM2.5,35.8
4572,20140511,2,PCA,-32.706594865422
4572,20140511,2,PM2.5,40.6
4578,20140511,3,PCA,-23.755645434673305
4578,20140511,3,PM2.5,51.6
4584,20140511,4,PCA,-30.113611241811824
4584,20140511,4,PM2.5,43.1
4590,20140511,5,PCA,-29.776685993633045
4590,20140511,5,PM2.5,46.0
4596,20140511,6,PCA,-32.140294377398035
4596,20140511,6,PM2.5,42.8
4602,20140511,7,PCA,-34.07276274886472
4602,20140511,7,PM2.5,41.5
4608,20140511,8,PCA,-43.508529421215435
4608,20140511,8,PM2.5,31.4
4614,20140511,9,PCA,-44.533697184499346
4614,20140511,9,PM2.5,30.9
4620,20140511,10,PCA,-50.16137482946287
4620,20140511,10,PM2.5,22.0
4626,20140511,11,PCA,-51.0887409239023
4626,20140511,11,PM2.5,23.8
4632,20140511,12,PCA,-66.68945940609996
4632,20140511,12,PM2.5,9.8
4638,20140511,13,PCA,-71.71528996242395
4638,20140511,13,PM2.5,8.4
4644,20140511,14,PCA,-76.81592159301027
4644,20140511,14,PM2.5,3.0
4650,20140511,15,PCA,-78.42187675432206
4650,20140511,15,PM2.5,3.0
4656,20140511,16,PCA,-79.72806439120806
4656,20140511,16,PM2.5,3.0
4662,20140511,17,PCA,-77.68169105157037
4662,20140511,17,PM2.5,7.8
4668,20140511,18,PCA,-82.70324810402785
4668,20140511,18,PM2.5,3.0
4674,20140511,19,PCA,-82.77037220332141
4674,20140511,19,PM2.5,5.0
4680,20140511,20,PCA,-79.93256415899674
4680,20140511,20,PM2.5,10.2
4686,20140511,21,PCA,-74.66684002451176
4686,20140511,21,PM2.5,19.4
4692,20140511,22,PCA,-75.51113125437217
4692,20140511,22,PM2.5,17.3
4698,20140511,23,PCA,-64.14734915504415
4698,20140511,23,PM2.5,31.3
4704,20140512,0,PCA,-62.40621457793523
4704,20140512,0,PM2.5,32.7
4710,20140512,1,PCA,-54.99565042813275
4710,20140512,1,PM2.5,41.2
4716,20140512,2,PCA,-58.76110945843647
4716,20140512,2,PM2.5,38.1
4722,20140512,3,PCA,-57.1872517491628
4722,20140512,3,PM2.5,37.1
4728,20140512,4,PCA,-75.89997316872872
4728,20140512,4,PM2.5,19.8
4734,20140512,5,PCA,-85.9346283883402
4734,20140512,5,PM2.5,12.0
4740,20140512,6,PCA,-87.04081264745155
4740,20140512,6,PM2.5,8.2
4746,20140512,7,PCA,-87.13280073569734
4746,20140512,7,PM2.5,13.3
4752,20140512,8,PCA,-83.62939156041313
4752,20140512,8,PM2.5,18.3
4758,20140512,9,PCA,-71.9369374408722
4758,20140512,9,PM2.5,27.3
4764,20140512,10,PCA,-80.05122117362976
4764,20140512,10,PM2.5,20.7
