,date,hour,type,南三环
3042,20140430,11,PCA,97.23509562714953
3042,20140430,11,PM2.5,145.3
3048,20140430,12,PCA,74.43401635246401
3048,20140430,12,PM2.5,127.0
3054,20140430,13,PCA,51.377522797798854
3054,20140430,13,PM2.5,107.9
3060,20140430,14,PCA,45.10051988487329
3060,20140430,14,PM2.5,101.6
3066,20140430,15,PCA,22.181709300991976
3066,20140430,15,PM2.5,67.1
3072,20140430,16,PCA,89.20738788232728
3072,20140430,16,PM2.5,163.0
3078,20140430,17,PCA,39.13375803808116
3078,20140430,17,PM2.5,84.1
3084,20140430,18,PCA,46.92680323736401
3084,20140430,18,PM2.5,89.0
3090,20140430,19,PCA,57.74271246748235
3090,20140430,19,PM2.5,95.4
3096,20140430,20,PCA,55.368621300699544
3096,20140430,20,PM2.5,94.7
3102,20140430,21,PCA,40.36566645838547
3102,20140430,21,PM2.5,81.9
3108,20140430,22,PCA,42.61444610779718
3108,20140430,22,PM2.5,85.4
3114,20140430,23,PCA,38.60303793460701
3114,20140430,23,PM2.5,90.8
3120,20140501,0,PCA,42.04825772613741
3120,20140501,0,PM2.5,96.8
3126,20140501,1,PCA,49.20531151245809
3126,20140501,1,PM2.5,102.8
3132,20140501,2,PCA,47.794195953600756
3132,20140501,2,PM2.5,109.7
3138,20140501,3,PCA,39.59389787253908
3138,20140501,3,PM2.5,104.2
3144,20140501,4,PCA,44.209151850951116
3144,20140501,4,PM2.5,106.7
3150,20140501,5,PCA,55.69889127931525
3150,20140501,5,PM2.5,115.3
3156,20140501,6,PCA,78.92747804812964
3156,20140501,6,PM2.5,139.7
3162,20140501,7,PCA,94.91946722727398
3162,20140501,7,PM2.5,151.8
3168,20140501,8,PCA,95.82840396404922
3168,20140501,8,PM2.5,146.7
3174,20140501,9,PCA,107.52680393265776
3174,20140501,9,PM2.5,159.7
3180,20140501,10,PCA,106.80508606133996
3180,20140501,10,PM2.5,162.8
3186,20140501,11,PCA,214.07331712451955
3186,20140501,11,PM2.5,314.3
3192,20140501,12,PCA,119.578064105167
3192,20140501,12,PM2.5,184.9
3198,20140501,13,PCA,104.4093741730634
3198,20140501,13,PM2.5,164.0
3204,20140501,14,PCA,108.89062551080723
3204,20140501,14,PM2.5,165.4
3210,20140501,15,PCA,99.17789320778812
3210,20140501,15,PM2.5,143.5
3216,20140501,16,PCA,118.23550584754688
3216,20140501,16,PM2.5,170.0
3222,20140501,17,PCA,109.26284259435229
3222,20140501,17,PM2.5,154.7
3228,20140501,18,PCA,153.16010042488713
3228,20140501,18,PM2.5,205.4
3234,20140501,19,PCA,74.58653429607955
3234,20140501,19,PM2.5,98.1
3240,20140501,20,PCA,164.6522097250542
3240,20140501,20,PM2.5,224.6
3246,20140501,21,PCA,69.4228322114755
3246,20140501,21,PM2.5,92.6
3252,20140501,22,PCA,42.83163892912444
3252,20140501,22,PM2.5,61.1
3258,20140501,23,PCA,39.39441102291342
3258,20140501,23,PM2.5,58.5
3264,20140502,0,PCA,32.163009943666395
3264,20140502,0,PM2.5,55.1
3270,20140502,1,PCA,24.93984911288473
3270,20140502,1,PM2.5,47.1
3276,20140502,2,PCA,18.21752507257744
3276,20140502,2,PM2.5,42.9
3282,20140502,3,PCA,6.321042866628926
3282,20140502,3,PM2.5,32.0
3288,20140502,4,PCA,3.7947033802686274
3288,20140502,4,PM2.5,32.2
3294,20140502,5,PCA,0.6489058020347847
3294,20140502,5,PM2.5,35.0
3300,20140502,6,PCA,36.7846471447401
3300,20140502,6,PM2.5,89.0
3306,20140502,7,PCA,-8.439918038514389
3306,20140502,7,PM2.5,27.6
3312,20140502,8,PCA,-1.1635772539718034
3312,20140502,8,PM2.5,38.9
3318,20140502,9,PCA,9.353999726496383
3318,20140502,9,PM2.5,55.1
3324,20140502,10,PCA,39.768813585068294
3324,20140502,10,PM2.5,102.4
3330,20140502,11,PCA,6.772790049168231
3330,20140502,11,PM2.5,66.7
3336,20140502,12,PCA,-5.1547528746711855
3336,20140502,12,PM2.5,58.0
3342,20140502,13,PCA,-1.6267179005168604
3342,20140502,13,PM2.5,65.5
3348,20140502,14,PCA,-4.122222139666605
3348,20140502,14,PM2.5,65.8
3354,20140502,15,PCA,-20.43973329013355
3354,20140502,15,PM2.5,43.5
3360,20140502,16,PCA,-28.335877733786134
3360,20140502,16,PM2.5,45.1
3366,20140502,17,PCA,-25.281022352465353
3366,20140502,17,PM2.5,51.7
3648,20140504,16,PCA,-98.2268851671471
3648,20140504,16,PM2.5,9.5
3654,20140504,17,PCA,-88.18447141174181
3654,20140504,17,PM2.5,21.5
3660,20140504,18,PCA,-97.01842168246401
3660,20140504,18,PM2.5,10.4
3666,20140504,19,PCA,-92.27649095570412
3666,20140504,19,PM2.5,16.6
3672,20140504,20,PCA,-88.06271616568155
3672,20140504,20,PM2.5,18.0
3678,20140504,21,PCA,-78.81291173870021
3678,20140504,21,PM2.5,20.8
3684,20140504,22,PCA,-79.90362395838798
3684,20140504,22,PM2.5,20.3
3690,20140504,23,PCA,-63.08601242582265
3690,20140504,23,PM2.5,32.6
3696,20140505,0,PCA,-53.71697417285556
3696,20140505,0,PM2.5,41.6
3702,20140505,1,PCA,-48.83502664358514
3702,20140505,1,PM2.5,42.9
3708,20140505,2,PCA,-47.701440274828535
3708,20140505,2,PM2.5,48.0
3714,20140505,3,PCA,-52.77324676455559
3714,20140505,3,PM2.5,42.8
3720,20140505,4,PCA,-61.73665174782893
3720,20140505,4,PM2.5,36.349999999999994
3726,20140505,5,PCA,-70.70005673110224
3726,20140505,5,PM2.5,29.9
3732,20140505,6,PCA,-77.22089446518022
3732,20140505,6,PM2.5,27.1
3738,20140505,7,PCA,-75.58204918930508
3738,20140505,7,PM2.5,22.9
3744,20140505,8,PCA,-77.84409404276114
3744,20140505,8,PM2.5,23.4
3750,20140505,9,PCA,-92.62852473535676
3750,20140505,9,PM2.5,11.7
3756,20140505,10,PCA,-87.68572116960586
3756,20140505,10,PM2.5,21.6
3762,20140505,11,PCA,-93.72405480089914
3762,20140505,11,PM2.5,14.4
3768,20140505,12,PCA,-94.93800035614751
3768,20140505,12,PM2.5,18.0
3774,20140505,13,PCA,-77.89241213178373
3774,20140505,13,PM2.5,18.3
3780,20140505,14,PCA,-76.66674779227316
3780,20140505,14,PM2.5,16.5
3786,20140505,15,PCA,-65.297556269718
3786,20140505,15,PM2.5,29.0
3792,20140505,16,PCA,-57.92380800210473
3792,20140505,16,PM2.5,39.7
3798,20140505,17,PCA,-47.51194626380257
3798,20140505,17,PM2.5,54.9
3804,20140505,18,PCA,-62.71109570013544
3804,20140505,18,PM2.5,31.7
3810,20140505,19,PCA,-66.11312410407226
3810,20140505,19,PM2.5,26.8
3816,20140505,20,PCA,-56.11539627927248
3816,20140505,20,PM2.5,35.6
3822,20140505,21,PCA,-51.85101570424012
3822,20140505,21,PM2.5,39.5
3828,20140505,22,PCA,-50.8797788296515
3828,20140505,22,PM2.5,42.6
3834,20140505,23,PCA,-48.18871027459575
3834,20140505,23,PM2.5,48.9
3840,20140506,0,PCA,-45.90732165626201
3840,20140506,0,PM2.5,54.0
3846,20140506,1,PCA,-45.57218029287521
3846,20140506,1,PM2.5,53.3
3852,20140506,2,PCA,-53.102101210161024
3852,20140506,2,PM2.5,48.7
3858,20140506,3,PCA,-51.584176564904105
3858,20140506,3,PM2.5,54.4
3864,20140506,4,PCA,-42.318170256186065
3864,20140506,4,PM2.5,63.3
3870,20140506,5,PCA,-35.43304337625745
3870,20140506,5,PM2.5,67.1
3876,20140506,6,PCA,-34.274362834316435
3876,20140506,6,PM2.5,66.8
3882,20140506,7,PCA,-28.048440179391793
3882,20140506,7,PM2.5,70.2
3888,20140506,8,PCA,-21.49361127896482
3888,20140506,8,PM2.5,76.1
3894,20140506,9,PCA,-20.74160742831995
3894,20140506,9,PM2.5,73.1
3900,20140506,10,PCA,-6.912628762132126
3900,20140506,10,PM2.5,88.2
3906,20140506,11,PCA,-4.970267782160384
3906,20140506,11,PM2.5,88.1
3912,20140506,12,PCA,-1.751453559194869
3912,20140506,12,PM2.5,90.1
3918,20140506,13,PCA,4.400315153799622
3918,20140506,13,PM2.5,99.3
3924,20140506,14,PCA,4.539908036488295
3924,20140506,14,PM2.5,98.3
3930,20140506,15,PCA,16.050707224038735
3930,20140506,15,PM2.5,101.7
3936,20140506,16,PCA,23.48752113221301
3936,20140506,16,PM2.5,109.8
3942,20140506,17,PCA,32.562917132862125
3942,20140506,17,PM2.5,115.1
3948,20140506,18,PCA,32.94096074568991
3948,20140506,18,PM2.5,116.9
3954,20140506,19,PCA,32.27005450837126
3954,20140506,19,PM2.5,114.0
3960,20140506,20,PCA,35.062613633871884
3960,20140506,20,PM2.5,112.0
3966,20140506,21,PCA,54.3979122724011
3966,20140506,21,PM2.5,137.3
3972,20140506,22,PCA,47.81157962989694
3972,20140506,22,PM2.5,125.2
3978,20140506,23,PCA,50.34344613243098
3978,20140506,23,PM2.5,122.1
3984,20140507,0,PCA,58.14081214616644
3984,20140507,0,PM2.5,129.2
3990,20140507,1,PCA,59.34399337153135
3990,20140507,1,PM2.5,131.3
3996,20140507,2,PCA,64.97526122904841
3996,20140507,2,PM2.5,138.1
4002,20140507,3,PCA,65.64735603466943
4002,20140507,3,PM2.5,135.5
4008,20140507,4,PCA,66.38757239215894
4008,20140507,4,PM2.5,134.2
4014,20140507,5,PCA,67.07024267027684
4014,20140507,5,PM2.5,131.7
4020,20140507,6,PCA,72.38788147532016
4020,20140507,6,PM2.5,134.8
4026,20140507,7,PCA,85.4291012922224
4026,20140507,7,PM2.5,143.9
4032,20140507,8,PCA,82.10320609521023
4032,20140507,8,PM2.5,131.3
4038,20140507,9,PCA,38.25710361531921
4038,20140507,9,PM2.5,75.7
4044,20140507,10,PCA,4.811472185105904
4044,20140507,10,PM2.5,38.7
4050,20140507,11,PCA,-0.3704687922479367
4050,20140507,11,PM2.5,37.8
4056,20140507,12,PCA,-0.08522010464000986
4056,20140507,12,PM2.5,43.4
4062,20140507,13,PCA,2.5433482304283035
4062,20140507,13,PM2.5,48.2
4068,20140507,14,PCA,10.95688618979987
4068,20140507,14,PM2.5,55.9
4074,20140507,15,PCA,-27.645188803830713
4074,20140507,15,PM2.5,3.0
4080,20140507,16,PCA,-21.390936429897316
4080,20140507,16,PM2.5,21.8
4086,20140507,17,PCA,-26.829667219417168
4086,20140507,17,PM2.5,20.0
4092,20140507,18,PCA,-31.61246666984571
4092,20140507,18,PM2.5,17.7
4098,20140507,19,PCA,-29.606176246488353
4098,20140507,19,PM2.5,20.4
4104,20140507,20,PCA,-24.79567811503558
4104,20140507,20,PM2.5,28.3
4110,20140507,21,PCA,-27.366020811386182
4110,20140507,21,PM2.5,30.1
4116,20140507,22,PCA,-35.15319809085239
4116,20140507,22,PM2.5,30.5
4122,20140507,23,PCA,-29.25096376366562
4122,20140507,23,PM2.5,40.3
4128,20140508,0,PCA,6.587895910446949
4128,20140508,0,PM2.5,85.3
4134,20140508,1,PCA,19.011225535045426
4134,20140508,1,PM2.5,106.1
4140,20140508,2,PCA,26.43008543184649
4140,20140508,2,PM2.5,122.9
4146,20140508,3,PCA,39.992064301711174
4146,20140508,3,PM2.5,143.0
4152,20140508,4,PCA,27.509561433788697
4152,20140508,4,PM2.5,124.9
4158,20140508,5,PCA,22.204745696688317
4158,20140508,5,PM2.5,117.8
4164,20140508,6,PCA,38.81828908189855
4164,20140508,6,PM2.5,139.4
4170,20140508,7,PCA,38.65679347271592
4170,20140508,7,PM2.5,135.7
4176,20140508,8,PCA,32.61870311146005
4176,20140508,8,PM2.5,123.1
4182,20140508,9,PCA,15.83797675520436
4182,20140508,9,PM2.5,97.5
4188,20140508,10,PCA,9.380226013626203
4188,20140508,10,PM2.5,87.6
4194,20140508,11,PCA,2.564288404899468
4194,20140508,11,PM2.5,79.7
4200,20140508,12,PCA,-6.183128144316938
4200,20140508,12,PM2.5,72.5
4206,20140508,13,PCA,54.79184526246124
4206,20140508,13,PM2.5,155.1
4212,20140508,14,PCA,-12.348725722901367
4212,20140508,14,PM2.5,62.8
4218,20140508,15,PCA,-7.221155479278812
4218,20140508,15,PM2.5,68.0
4224,20140508,16,PCA,7.88326205582352
4224,20140508,16,PM2.5,77.7
4230,20140508,17,PCA,3.9501408027735
4230,20140508,17,PM2.5,70.2
4236,20140508,18,PCA,-2.7316277447075845
4236,20140508,18,PM2.5,53.0
4242,20140508,19,PCA,13.485967934593754
4242,20140508,19,PM2.5,61.9
4248,20140508,20,PCA,27.626397158670315
4248,20140508,20,PM2.5,77.3
4254,20140508,21,PCA,21.876155287160845
4254,20140508,21,PM2.5,70.3
4260,20140508,22,PCA,13.15056148247587
4260,20140508,22,PM2.5,58.3
4266,20140508,23,PCA,16.339955777089905
4266,20140508,23,PM2.5,65.7
4272,20140509,0,PCA,25.518735149413214
4272,20140509,0,PM2.5,78.8
4278,20140509,1,PCA,23.06075578177689
4278,20140509,1,PM2.5,80.8
4284,20140509,2,PCA,19.750264338775676
4284,20140509,2,PM2.5,81.3
4290,20140509,3,PCA,1.1052896390464655
4290,20140509,3,PM2.5,68.8
4296,20140509,4,PCA,-4.4380609242823486
4296,20140509,4,PM2.5,63.5
4302,20140509,5,PCA,-2.8802252077215935
4302,20140509,5,PM2.5,64.4
4308,20140509,6,PCA,16.20181920551156
4308,20140509,6,PM2.5,83.6
4314,20140509,7,PCA,34.2063518578642
4314,20140509,7,PM2.5,102.0
4320,20140509,8,PCA,36.21349267473643
4320,20140509,8,PM2.5,103.8
4326,20140509,9,PCA,36.44362162068691
4326,20140509,9,PM2.5,104.3
4332,20140509,10,PCA,29.102322445424747
4332,20140509,10,PM2.5,94.9
4338,20140509,11,PCA,21.02586409050122
4338,20140509,11,PM2.5,90.2
4344,20140509,12,PCA,15.281844452720552
4344,20140509,12,PM2.5,82.4
4350,20140509,13,PCA,7.1978489076778915
4350,20140509,13,PM2.5,73.8
4356,20140509,14,PCA,0.7543351648123701
4356,20140509,14,PM2.5,65.9
4362,20140509,15,PCA,8.514314286855718
4362,20140509,15,PM2.5,80.2
4368,20140509,16,PCA,11.321440132892166
4368,20140509,16,PM2.5,82.1
4374,20140509,17,PCA,-9.214857170213655
4374,20140509,17,PM2.5,50.6
4380,20140509,18,PCA,-9.209135302235804
4380,20140509,18,PM2.5,49.5
4386,20140509,19,PCA,-10.372769557309883
4386,20140509,19,PM2.5,45.5
4392,20140509,20,PCA,-10.359041762873156
4392,20140509,20,PM2.5,49.0
4398,20140509,21,PCA,-14.291397696026147
4398,20140509,21,PM2.5,47.0
4404,20140509,22,PCA,-20.089656661067572
4404,20140509,22,PM2.5,49.3
4410,20140509,23,PCA,-14.992018821988845
4410,20140509,23,PM2.5,61.0
4416,20140510,0,PCA,-14.1135298391978
4416,20140510,0,PM2.5,60.0
4422,20140510,1,PCA,-23.788598144169647
4422,20140510,1,PM2.5,51.8
4428,20140510,2,PCA,-33.922282986344705
4428,20140510,2,PM2.5,44.0
4434,20140510,3,PCA,-32.19398712179478
4434,20140510,3,PM2.5,43.0
4440,20140510,4,PCA,-37.29461358214265
4440,20140510,4,PM2.5,41.1
4446,20140510,5,PCA,-38.02773001156757
4446,20140510,5,PM2.5,38.0
4452,20140510,6,PCA,-37.4850254138191
4452,20140510,6,PM2.5,38.6
4458,20140510,7,PCA,-26.925427909420872
4458,20140510,7,PM2.5,46.1
4464,20140510,8,PCA,-21.2003153655789
4464,20140510,8,PM2.5,49.0
4470,20140510,9,PCA,-14.811661604903566
4470,20140510,9,PM2.5,60.2
4476,20140510,10,PCA,-17.36082143032403
4476,20140510,10,PM2.5,59.0
4482,20140510,11,PCA,-25.161504169666866
4482,20140510,11,PM2.5,54.6
4488,20140510,12,PCA,-21.40455144689465
4488,20140510,12,PM2.5,60.1
4494,20140510,13,PCA,-13.827489682499873
4494,20140510,13,PM2.5,66.0
4500,20140510,14,PCA,-14.141734246992131
4500,20140510,14,PM2.5,69.6
4506,20140510,15,PCA,-16.53659153487773
4506,20140510,15,PM2.5,65.0
4512,20140510,16,PCA,-17.770940158835323
4512,20140510,16,PM2.5,65.6
4518,20140510,17,PCA,-17.26221337509132
4518,20140510,17,PM2.5,60.1
4524,20140510,18,PCA,-2.0463385479105014
4524,20140510,18,PM2.5,70.2
4530,20140510,19,PCA,3.623508652189565
4530,20140510,19,PM2.5,69.9
4536,20140510,20,PCA,-25.290153133898166
4536,20140510,20,PM2.5,46.9
4542,20140510,21,PCA,-22.145938613553064
4542,20140510,21,PM2.5,49.6
4548,20140510,22,PCA,-29.486699056309554
4548,20140510,22,PM2.5,45.5
4554,20140510,23,PCA,-50.30860168454176
4554,20140510,23,PM2.5,32.2
4560,20140511,0,PCA,-52.10466690041031
4560,20140511,0,PM2.5,33.5
4566,20140511,1,PCA,-57.97215872029624
4566,20140511,1,PM2.5,26.3
4572,20140511,2,PCA,-47.31142398863989
4572,20140511,2,PM2.5,44.6
4578,20140511,3,PCA,-50.06552813434583
4578,20140511,3,PM2.5,46.7
4584,20140511,4,PCA,-55.18653009471743
4584,20140511,4,PM2.5,44.4
4590,20140511,5,PCA,-59.52402655984973
4590,20140511,5,PM2.5,40.2
4596,20140511,6,PCA,-60.169828317144976
4596,20140511,6,PM2.5,38.5
4602,20140511,7,PCA,-59.73540938146643
4602,20140511,7,PM2.5,31.6
4608,20140511,8,PCA,-56.111439556459445
4608,20140511,8,PM2.5,30.9
4614,20140511,9,PCA,-61.87387256772296
4614,20140511,9,PM2.5,22.1
4620,20140511,10,PCA,-60.607506992828824
4620,20140511,10,PM2.5,25.8
4626,20140511,11,PCA,-61.81099006306746
4626,20140511,11,PM2.5,25.4
4632,20140511,12,PCA,-64.47037388352288
4632,20140511,12,PM2.5,21.5
4638,20140511,13,PCA,-71.32019583168437
4638,20140511,13,PM2.5,15.1
4644,20140511,14,PCA,-78.13810052194745
4644,20140511,14,PM2.5,5.6
4650,20140511,15,PCA,-76.50410408973572
4650,20140511,15,PM2.5,13.6
4656,20140511,16,PCA,-75.65665035821107
4656,20140511,16,PM2.5,14.9
4662,20140511,17,PCA,-73.50070149257697
4662,20140511,17,PM2.5,13.7
4668,20140511,18,PCA,-75.74770759204323
4668,20140511,18,PM2.5,8.2
4674,20140511,19,PCA,-76.28070835567017
4674,20140511,19,PM2.5,12.1
4680,20140511,20,PCA,-82.48875238840061
4680,20140511,20,PM2.5,20.4
4686,20140511,21,PCA,-79.1098669043335
4686,20140511,21,PM2.5,23.9
4692,20140511,22,PCA,-81.8096720643711
4692,20140511,22,PM2.5,21.5
4698,20140511,23,PCA,-75.56879469661125
4698,20140511,23,PM2.5,31.1
4704,20140512,0,PCA,-76.93932787316216
4704,20140512,0,PM2.5,30.9
4710,20140512,1,PCA,-82.47453896949584
4710,20140512,1,PM2.5,23.7
4716,20140512,2,PCA,-80.88893555433096
4716,20140512,2,PM2.5,27.1
4722,20140512,3,PCA,-85.40174732242876
4722,20140512,3,PM2.5,23.9
4728,20140512,4,PCA,-87.2707218142769
4728,20140512,4,PM2.5,17.4
4734,20140512,5,PCA,-84.24698252742311
4734,20140512,5,PM2.5,22.6
4740,20140512,6,PCA,-80.19725475993796
4740,20140512,6,PM2.5,27.3
4746,20140512,7,PCA,-69.51751383416084
4746,20140512,7,PM2.5,43.0
4752,20140512,8,PCA,-31.822217010286767
4752,20140512,8,PM2.5,65.4
4758,20140512,9,PCA,-40.134364105336644
4758,20140512,9,PM2.5,50.6
4764,20140512,10,PCA,-50.17899771642205
4764,20140512,10,PM2.5,32.8
4770,20140512,11,PCA,-54.35579780183912
4770,20140512,11,PM2.5,28.4
4776,20140512,12,PCA,-73.26454292359854
4776,20140512,12,PM2.5,30.5
4782,20140512,13,PCA,-78.56313638011973
4782,20140512,13,PM2.5,22.9
4788,20140512,14,PCA,-78.3988053042701
4788,20140512,14,PM2.5,25.6
4794,20140512,15,PCA,-74.27914993587457
4794,20140512,15,PM2.5,26.8
4800,20140512,16,PCA,-69.2517450049241
4800,20140512,16,PM2.5,32.2
4806,20140512,17,PCA,-62.28952259564835
4806,20140512,17,PM2.5,35.7
4812,20140512,18,PCA,-36.84296617756398
4812,20140512,18,PM2.5,45.9
4818,20140512,19,PCA,-28.321975340571754
4818,20140512,19,PM2.5,56.6
4824,20140512,20,PCA,-15.357153902887465
4824,20140512,20,PM2.5,63.1
4830,20140512,21,PCA,-28.332463671301955
4830,20140512,21,PM2.5,65.6
4836,20140512,22,PCA,-25.69232076381898
4836,20140512,22,PM2.5,68.9
4842,20140512,23,PCA,-36.8965803812644
4842,20140512,23,PM2.5,61.4
4848,20140513,0,PCA,-47.64805094855026
4848,20140513,0,PM2.5,44.4
4854,20140513,1,PCA,-51.609523006213486
4854,20140513,1,PM2.5,36.6
4860,20140513,2,PCA,-49.836209015844695
4860,20140513,2,PM2.5,37.8
4866,20140513,3,PCA,-44.39483487162982
4866,20140513,3,PM2.5,40.9
4872,20140513,4,PCA,-35.91277407381191
4872,20140513,4,PM2.5,52.1
4878,20140513,5,PCA,-31.033979150063097
4878,20140513,5,PM2.5,54.5
4884,20140513,6,PCA,-26.022367817422843
4884,20140513,6,PM2.5,57.6
4890,20140513,7,PCA,-14.719289817395971
4890,20140513,7,PM2.5,68.2
4896,20140513,8,PCA,1.0392481944490313
4896,20140513,8,PM2.5,80.8
4902,20140513,9,PCA,17.905481853527593
4902,20140513,9,PM2.5,98.2
4908,20140513,10,PCA,25.190817374818607
4908,20140513,10,PM2.5,102.6
4914,20140513,11,PCA,31.531051218947514
4914,20140513,11,PM2.5,106.2
4920,20140513,12,PCA,36.518016830723774
4920,20140513,12,PM2.5,108.9
4926,20140513,13,PCA,10.854581595137065
4926,20140513,13,PM2.5,80.4
4932,20140513,14,PCA,0.025244466360081347
4932,20140513,14,PM2.5,70.0
4938,20140513,15,PCA,-5.153573545625817
4938,20140513,15,PM2.5,66.1
4944,20140513,16,PCA,-18.773055988776548
4944,20140513,16,PM2.5,47.1
4950,20140513,17,PCA,-30.575695973759544
4950,20140513,17,PM2.5,37.2
4956,20140513,18,PCA,-30.32174739209804
4956,20140513,18,PM2.5,30.0
4962,20140513,19,PCA,-32.457607200544814
4962,20140513,19,PM2.5,28.8
4968,20140513,20,PCA,-29.379717121145124
4968,20140513,20,PM2.5,31.9
4974,20140513,21,PCA,-43.44402386402805
4974,20140513,21,PM2.5,25.0
4980,20140513,22,PCA,-51.572148140722824
4980,20140513,22,PM2.5,17.3
4986,20140513,23,PCA,-47.15625193292913
4986,20140513,23,PM2.5,23.4
4992,20140514,0,PCA,-55.82834800550379
4992,20140514,0,PM2.5,16.1
4998,20140514,1,PCA,-47.78081956583186
4998,20140514,1,PM2.5,28.8
5004,20140514,2,PCA,-42.654774638154656
5004,20140514,2,PM2.5,35.0
5010,20140514,3,PCA,-38.59561100253592
5010,20140514,3,PM2.5,41.9
5016,20140514,4,PCA,-50.83949231737345
5016,20140514,4,PM2.5,27.4
5022,20140514,5,PCA,-57.53123394857852
5022,20140514,5,PM2.5,18.0
5028,20140514,6,PCA,-55.874062525634564
5028,20140514,6,PM2.5,18.1
5034,20140514,7,PCA,-56.432423384112774
5034,20140514,7,PM2.5,13.9
5040,20140514,8,PCA,-51.27963178257869
5040,20140514,8,PM2.5,17.3
5046,20140514,9,PCA,-55.18711787825468
5046,20140514,9,PM2.5,16.2
5052,20140514,10,PCA,-62.88343114815518
5052,20140514,10,PM2.5,14.4
5058,20140514,11,PCA,-65.19438832244609
5058,20140514,11,PM2.5,12.2
5064,20140514,12,PCA,-64.56609013300975
5064,20140514,12,PM2.5,16.7
5070,20140514,13,PCA,-68.75205889527143
5070,20140514,13,PM2.5,14.0
5076,20140514,14,PCA,-62.28010163124845
5076,20140514,14,PM2.5,24.2
5082,20140514,15,PCA,-75.89202316656662
5082,20140514,15,PM2.5,12.0
5088,20140514,16,PCA,-70.02430052044157
5088,20140514,16,PM2.5,16.4
5094,20140514,17,PCA,-65.81433690524118
5094,20140514,17,PM2.5,11.9
5100,20140514,18,PCA,-62.54477313861614
5100,20140514,18,PM2.5,12.3
5106,20140514,19,PCA,-58.388779549842596
5106,20140514,19,PM2.5,17.7
5112,20140514,20,PCA,-49.81730152058956
5112,20140514,20,PM2.5,26.2
5118,20140514,21,PCA,-52.06393118560999
5118,20140514,21,PM2.5,27.4
5124,20140514,22,PCA,-56.28855778836397
5124,20140514,22,PM2.5,27.4
5130,20140514,23,PCA,-57.36626879974729
5130,20140514,23,PM2.5,30.3
5136,20140515,0,PCA,-53.949819810788995
5136,20140515,0,PM2.5,35.3
5142,20140515,1,PCA,-44.54525655884511
5142,20140515,1,PM2.5,43.8
5148,20140515,2,PCA,-45.23316186391645
5148,20140515,2,PM2.5,45.7
5154,20140515,3,PCA,-41.02969402105401
5154,20140515,3,PM2.5,49.8
5160,20140515,4,PCA,-39.68097085521154
5160,20140515,4,PM2.5,47.4
5166,20140515,5,PCA,-31.953352649937553
5166,20140515,5,PM2.5,57.2
5172,20140515,6,PCA,-44.086539308238265
5172,20140515,6,PM2.5,43.9
5178,20140515,7,PCA,-49.207943280760134
5178,20140515,7,PM2.5,34.3
5184,20140515,8,PCA,-48.074899879245734
5184,20140515,8,PM2.5,32.9
5190,20140515,9,PCA,-43.68400924429913
5190,20140515,9,PM2.5,36.2
5196,20140515,10,PCA,-33.95202817903012
5196,20140515,10,PM2.5,46.6
5202,20140515,11,PCA,-30.920438232089666
5202,20140515,11,PM2.5,50.2
5208,20140515,12,PCA,-27.805981481329074
5208,20140515,12,PM2.5,53.3
5214,20140515,13,PCA,-11.230782830224713
5214,20140515,13,PM2.5,74.7
5220,20140515,14,PCA,-5.362713916758729
5220,20140515,14,PM2.5,87.1
5226,20140515,15,PCA,3.4532316174297293
5226,20140515,15,PM2.5,98.0
