,date,hour,type,昌平
284328,20191030,6,PCA,-8.681178688102653
284328,20191030,6,PM2.5,47.0
284334,20191030,7,PCA,-14.082358752024078
284334,20191030,7,PM2.5,43.0
284340,20191030,8,PCA,12.06024226162547
284340,20191030,8,PM2.5,52.0
284346,20191030,9,PCA,12.724914922270537
284346,20191030,9,PM2.5,53.0
284352,20191030,10,PCA,6.702606793933393
284352,20191030,10,PM2.5,52.0
284358,20191030,11,PCA,15.260705656182585
284358,20191030,11,PM2.5,55.0
284364,20191030,12,PCA,18.528121086928582
284364,20191030,12,PM2.5,57.0
284370,20191030,13,PCA,11.15422931216399
284370,20191030,13,PM2.5,50.0
284376,20191030,14,PCA,1.0123492947152635
284376,20191030,14,PM2.5,46.0
284382,20191030,15,PCA,11.64705584775444
284382,20191030,15,PM2.5,50.0
284388,20191030,16,PCA,-0.960805678102425
284388,20191030,16,PM2.5,48.0
284394,20191030,17,PCA,7.345208191497194
284394,20191030,17,PM2.5,54.0
284400,20191030,18,PCA,17.785782085400786
284400,20191030,18,PM2.5,63.0
284406,20191030,19,PCA,39.683005853178706
284406,20191030,19,PM2.5,72.0
284412,20191030,20,PCA,13.92812311314576
284412,20191030,20,PM2.5,59.0
284418,20191030,21,PCA,-9.867498200074587
284418,20191030,21,PM2.5,51.0
284424,20191030,22,PCA,-20.521871551158355
284424,20191030,22,PM2.5,40.0
284430,20191030,23,PCA,10.380009656882638
284430,20191030,23,PM2.5,56.0
284436,20191031,0,PCA,1.2811471389536062
284436,20191031,0,PM2.5,52.0
284442,20191031,1,PCA,-17.083013939671407
284442,20191031,1,PM2.5,43.0
284448,20191031,2,PCA,-34.852153427158015
284448,20191031,2,PM2.5,35.0
284454,20191031,3,PCA,-41.03023683619559
284454,20191031,3,PM2.5,28.0
284460,20191031,4,PCA,-24.568218010019145
284460,20191031,4,PM2.5,30.0
284466,20191031,5,PCA,-35.0057086232173
284466,20191031,5,PM2.5,25.0
284472,20191031,6,PCA,-33.32900002095994
284472,20191031,6,PM2.5,31.0
284478,20191031,7,PCA,-27.146967706384395
284478,20191031,7,PM2.5,35.0
284484,20191031,8,PCA,-14.099056157077028
284484,20191031,8,PM2.5,40.0
284490,20191031,9,PCA,-21.784923127499546
284490,20191031,9,PM2.5,32.0
284496,20191031,10,PCA,-37.2541591950709
284496,20191031,10,PM2.5,29.0
284502,20191031,11,PCA,-45.154864115274854
284502,20191031,11,PM2.5,25.0
284508,20191031,12,PCA,-52.84157592961933
284508,20191031,12,PM2.5,18.0
284514,20191031,13,PCA,-63.53821747467331
284514,20191031,13,PM2.5,14.0
284520,20191031,14,PCA,-68.56667159617596
284520,20191031,14,PM2.5,11.0
284526,20191031,15,PCA,-68.98656560409968
284526,20191031,15,PM2.5,11.0
284532,20191031,16,PCA,-68.79380602730383
284532,20191031,16,PM2.5,11.0
284538,20191031,17,PCA,-69.80630490234921
284538,20191031,17,PM2.5,16.0
284544,20191031,18,PCA,-39.09161291378091
284544,20191031,18,PM2.5,16.0
284550,20191031,19,PCA,-30.956278451837033
284550,20191031,19,PM2.5,22.0
284556,20191031,20,PCA,-39.866333270516705
284556,20191031,20,PM2.5,29.0
284562,20191031,21,PCA,-24.246121818115306
284562,20191031,21,PM2.5,29.0
284568,20191031,22,PCA,-42.78744132185486
284568,20191031,22,PM2.5,20.0
284574,20191031,23,PCA,-29.584225790594637
284574,20191031,23,PM2.5,30.0
284580,20191101,0,PCA,-43.72038834492301
284580,20191101,0,PM2.5,19.0
284586,20191101,1,PCA,-37.1317793905539
284586,20191101,1,PM2.5,19.0
284592,20191101,2,PCA,-34.858110344236074
284592,20191101,2,PM2.5,28.0
284598,20191101,3,PCA,-33.906669312157234
284598,20191101,3,PM2.5,21.0
284604,20191101,4,PCA,-44.37565637515182
284604,20191101,4,PM2.5,15.0
284610,20191101,5,PCA,-43.01143936077295
284610,20191101,5,PM2.5,19.0
284616,20191101,6,PCA,-37.87581029792739
284616,20191101,6,PM2.5,15.0
284622,20191101,7,PCA,-44.282141741491344
284622,20191101,7,PM2.5,19.0
284628,20191101,8,PCA,-26.2954684552742
284628,20191101,8,PM2.5,28.0
284634,20191101,9,PCA,-40.192285260464246
284634,20191101,9,PM2.5,18.0
284640,20191101,10,PCA,-31.244232915402968
284640,20191101,10,PM2.5,29.0
284646,20191101,11,PCA,-40.525513937691315
284646,20191101,11,PM2.5,22.0
284652,20191101,12,PCA,-30.154759187432663
284652,20191101,12,PM2.5,28.0
284658,20191101,13,PCA,-33.33115940057444
284658,20191101,13,PM2.5,24.0
284664,20191101,14,PCA,-21.02169735822359
284664,20191101,14,PM2.5,34.0
284670,20191101,15,PCA,-66.6645716294668
284670,20191101,15,PM2.5,29.0
284676,20191101,16,PCA,-32.17873221928962
284676,20191101,16,PM2.5,24.0
284682,20191101,17,PCA,-29.22882399244689
284682,20191101,17,PM2.5,28.0
284688,20191101,18,PCA,-32.99491965939309
284688,20191101,18,PM2.5,26.0
284694,20191101,19,PCA,-19.274703316902496
284694,20191101,19,PM2.5,35.0
284700,20191101,20,PCA,-15.920236883041285
284700,20191101,20,PM2.5,37.0
284706,20191101,21,PCA,-19.465378583946524
284706,20191101,21,PM2.5,34.0
284712,20191101,22,PCA,-18.011987017002237
284712,20191101,22,PM2.5,37.0
284718,20191101,23,PCA,-25.574732565420852
284718,20191101,23,PM2.5,36.0
284724,20191102,0,PCA,-39.36373416569288
284724,20191102,0,PM2.5,22.0
284730,20191102,1,PCA,-46.889646142818584
284730,20191102,1,PM2.5,19.0
284736,20191102,2,PCA,-50.189399760876725
284736,20191102,2,PM2.5,18.0
284742,20191102,3,PCA,-40.85876178411657
284742,20191102,3,PM2.5,20.0
284748,20191102,4,PCA,-38.98660271829731
284748,20191102,4,PM2.5,16.0
284754,20191102,5,PCA,-55.218862541150784
284754,20191102,5,PM2.5,17.0
284760,20191102,6,PCA,-33.76584909125592
284760,20191102,6,PM2.5,28.0
284766,20191102,7,PCA,-41.00435279559771
284766,20191102,7,PM2.5,22.0
284772,20191102,8,PCA,-40.153086214102444
284772,20191102,8,PM2.5,20.0
284778,20191102,9,PCA,-50.91596324262295
284778,20191102,9,PM2.5,20.0
284784,20191102,10,PCA,-40.725695408728505
284784,20191102,10,PM2.5,24.0
284790,20191102,11,PCA,-33.22906878077936
284790,20191102,11,PM2.5,26.0
284796,20191102,12,PCA,-35.76339761936915
284796,20191102,12,PM2.5,30.0
284802,20191102,13,PCA,-36.841798631992326
284802,20191102,13,PM2.5,32.0
284808,20191102,14,PCA,-38.100048837599076
284808,20191102,14,PM2.5,26.0
284814,20191102,15,PCA,-28.647590247086058
284814,20191102,15,PM2.5,38.0
284820,20191102,16,PCA,-27.951732592170693
284820,20191102,16,PM2.5,40.0
284826,20191102,17,PCA,-25.243398529958743
284826,20191102,17,PM2.5,41.0
284832,20191102,18,PCA,-22.68545795941439
284832,20191102,18,PM2.5,43.0
284838,20191102,19,PCA,-23.660112385491345
284838,20191102,19,PM2.5,42.0
284844,20191102,20,PCA,-9.594968123357406
284844,20191102,20,PM2.5,51.0
284850,20191102,21,PCA,-8.821338048915022
284850,20191102,21,PM2.5,52.0
284856,20191102,22,PCA,-15.063855297315929
284856,20191102,22,PM2.5,48.0
284862,20191102,23,PCA,-21.268983374375043
284862,20191102,23,PM2.5,45.0
284868,20191103,0,PCA,-27.803958770137456
284868,20191103,0,PM2.5,41.0
284874,20191103,1,PCA,-32.77192906726676
284874,20191103,1,PM2.5,39.0
284880,20191103,2,PCA,-30.88308010873884
284880,20191103,2,PM2.5,39.0
284886,20191103,3,PCA,-24.672380996718555
284886,20191103,3,PM2.5,42.0
284892,20191103,4,PCA,-22.485227702563623
284892,20191103,4,PM2.5,43.0
284898,20191103,5,PCA,-32.176859471171504
284898,20191103,5,PM2.5,36.0
284904,20191103,6,PCA,-44.40626828245268
284904,20191103,6,PM2.5,29.0
284910,20191103,7,PCA,-37.84518280719697
284910,20191103,7,PM2.5,33.0
284916,20191103,8,PCA,-23.29170739345337
284916,20191103,8,PM2.5,43.0
284922,20191103,9,PCA,-25.029506896908053
284922,20191103,9,PM2.5,42.0
284928,20191103,10,PCA,-18.878423444234095
284928,20191103,10,PM2.5,46.0
284934,20191103,11,PCA,-24.951971862663964
284934,20191103,11,PM2.5,43.0
284940,20191103,12,PCA,-26.45005120977122
284940,20191103,12,PM2.5,42.0
284946,20191103,13,PCA,-27.96787550662681
284946,20191103,13,PM2.5,41.0
284952,20191103,14,PCA,-39.06635119096236
284952,20191103,14,PM2.5,35.0
284958,20191103,15,PCA,-36.652063465679525
284958,20191103,15,PM2.5,36.0
284964,20191103,16,PCA,-34.302443493224686
284964,20191103,16,PM2.5,37.0
284970,20191103,17,PCA,-32.063110170470765
284970,20191103,17,PM2.5,39.0
284976,20191103,18,PCA,-27.51852171592655
284976,20191103,18,PM2.5,41.0
284982,20191103,19,PCA,-41.02247747847934
284982,20191103,19,PM2.5,32.0
284988,20191103,20,PCA,-21.911827884972
284988,20191103,20,PM2.5,44.0
284994,20191103,21,PCA,-31.102261220554116
284994,20191103,21,PM2.5,39.0
285000,20191103,22,PCA,-30.328631146111732
285000,20191103,22,PM2.5,40.0
285006,20191103,23,PCA,-33.134107060937936
285006,20191103,23,PM2.5,38.0
285012,20191104,0,PCA,-30.576166490393582
285012,20191104,0,PM2.5,40.0
285018,20191104,1,PCA,-35.72569134271346
285018,20191104,1,PM2.5,37.0
285024,20191104,2,PCA,-31.583670532917914
285024,20191104,2,PM2.5,40.0
285030,20191104,3,PCA,-43.49689340169573
285030,20191104,3,PM2.5,33.0
285036,20191104,4,PCA,-31.182415924432583
285036,20191104,4,PM2.5,40.0
285042,20191104,5,PCA,-42.28518862840156
285042,20191104,5,PM2.5,33.0
285048,20191104,6,PCA,-42.08416427676699
285048,20191104,6,PM2.5,33.0
285054,20191104,7,PCA,-36.523010191362125
285054,20191104,7,PM2.5,36.0
285060,20191104,8,PCA,-31.180033640081138
285060,20191104,8,PM2.5,40.0
285066,20191104,9,PCA,-19.0568214695762
285066,20191104,9,PM2.5,37.0
285072,20191104,10,PCA,-16.11441754713374
285072,20191104,10,PM2.5,46.0
285078,20191104,11,PCA,-16.520436724321968
285078,20191104,11,PM2.5,46.0
285084,20191104,12,PCA,-0.5621855049622383
285084,20191104,12,PM2.5,56.0
285090,20191104,13,PCA,-5.471196106150877
285090,20191104,13,PM2.5,53.0
285096,20191104,14,PCA,-14.382557517267074
285096,20191104,14,PM2.5,48.0
285102,20191104,15,PCA,-26.1336945178463
285102,20191104,15,PM2.5,42.0
285108,20191104,16,PCA,-15.194877571302271
285108,20191104,16,PM2.5,49.0
285114,20191104,17,PCA,-10.266916115149114
285114,20191104,17,PM2.5,52.0
285120,20191104,18,PCA,-4.626059631483881
285120,20191104,18,PM2.5,53.0
285126,20191104,19,PCA,15.992822610502953
285126,20191104,19,PM2.5,63.0
285132,20191104,20,PCA,3.2327368026501646
285132,20191104,20,PM2.5,58.0
285138,20191104,21,PCA,-9.173174470339923
285138,20191104,21,PM2.5,51.0
285144,20191104,22,PCA,-1.1105457440628965
285144,20191104,22,PM2.5,57.0
285150,20191104,23,PCA,-5.894854354954522
285150,20191104,23,PM2.5,55.0
285156,20191105,0,PCA,6.168623874112723
285156,20191105,0,PM2.5,61.0
285162,20191105,1,PCA,0.9031433361402254
285162,20191105,1,PM2.5,58.0
285168,20191105,2,PCA,1.2739306125296423
285168,20191105,2,PM2.5,59.0
285174,20191105,3,PCA,-7.2332359433346785
285174,20191105,3,PM2.5,53.0
285180,20191105,4,PCA,-13.4493077259688
285180,20191105,4,PM2.5,48.0
285186,20191105,5,PCA,-11.232235940527
285186,20191105,5,PM2.5,50.0
285192,20191105,6,PCA,-20.151580570285365
285192,20191105,6,PM2.5,46.0
285198,20191105,7,PCA,-22.079208525375396
285198,20191105,7,PM2.5,43.0
285204,20191105,8,PCA,-2.0081338535143334
285204,20191105,8,PM2.5,52.0
285210,20191105,9,PCA,13.740764178237109
285210,20191105,9,PM2.5,64.0
285216,20191105,10,PCA,4.863960067206946
285216,20191105,10,PM2.5,60.0
285222,20191105,11,PCA,1.3022167433352427
285222,20191105,11,PM2.5,57.0
285228,20191105,12,PCA,-56.61130872209988
285228,20191105,12,PM2.5,26.0
285234,20191105,13,PCA,-52.52109639587021
285234,20191105,13,PM2.5,28.0
285240,20191105,16,PCA,5.467689617196142
285240,20191105,16,PM2.5,61.0
285246,20191105,17,PCA,-0.21553877671735885
285246,20191105,17,PM2.5,57.0
285252,20191105,18,PCA,2.506169280377919
285252,20191105,18,PM2.5,56.0
285258,20191105,19,PCA,22.933062109605384
285258,20191105,19,PM2.5,67.0
285264,20191105,20,PCA,-11.217747098395439
285264,20191105,20,PM2.5,45.0
285270,20191105,21,PCA,-30.483068031555053
285270,20191105,21,PM2.5,25.0
285276,20191105,22,PCA,-37.61862035358648
285276,20191105,22,PM2.5,17.0
285282,20191105,23,PCA,-38.78358022076869
285282,20191105,23,PM2.5,20.0
285288,20191106,0,PCA,-39.152978781389834
285288,20191106,0,PM2.5,22.0
285294,20191106,1,PCA,-38.76898883731084
285294,20191106,1,PM2.5,23.0
285300,20191106,2,PCA,-35.92997068406226
285300,20191106,2,PM2.5,28.0
285306,20191106,3,PCA,-39.47079304384847
285306,20191106,3,PM2.5,23.0
285312,20191106,4,PCA,-37.893180516603074
285312,20191106,4,PM2.5,29.0
285318,20191106,5,PCA,-34.88505303963906
285318,20191106,5,PM2.5,31.0
285324,20191106,6,PCA,-37.54348677534264
285324,20191106,6,PM2.5,26.0
285330,20191106,7,PCA,-36.99536392152491
285330,20191106,7,PM2.5,27.0
285336,20191106,8,PCA,-30.756932100778386
285336,20191106,8,PM2.5,36.0
285342,20191106,9,PCA,-34.431749733758565
285342,20191106,9,PM2.5,24.0
285348,20191106,10,PCA,-17.880432398572367
285348,20191106,10,PM2.5,39.0
285354,20191106,11,PCA,-17.20715796755332
285354,20191106,11,PM2.5,41.0
285360,20191106,12,PCA,-13.697148557194565
285360,20191106,12,PM2.5,48.0
285366,20191106,13,PCA,-5.843359370486547
285366,20191106,13,PM2.5,54.0
285372,20191106,14,PCA,5.917225853650382
285372,20191106,14,PM2.5,62.0
285378,20191106,15,PCA,21.912929196034845
285378,20191106,15,PM2.5,72.0
285384,20191106,16,PCA,26.97659128758895
285384,20191106,16,PM2.5,75.0
285390,20191106,17,PCA,18.56078048558036
285390,20191106,17,PM2.5,69.0
285396,20191106,18,PCA,28.204124801099297
285396,20191106,18,PM2.5,73.0
285402,20191106,19,PCA,43.63281738638445
285402,20191106,19,PM2.5,81.0
285408,20191106,20,PCA,42.38905709142674
285408,20191106,20,PM2.5,82.0
285414,20191106,21,PCA,23.069711383168794
285414,20191106,21,PM2.5,71.0
285420,20191106,22,PCA,27.684019684022648
285420,20191106,22,PM2.5,74.0
285426,20191106,23,PCA,24.73530950205762
285426,20191106,23,PM2.5,73.0
285432,20191107,0,PCA,26.348031498554185
285432,20191107,0,PM2.5,75.0
285438,20191107,1,PCA,22.78932642243957
285438,20191107,1,PM2.5,72.0
285444,20191107,2,PCA,24.084137264938985
285444,20191107,2,PM2.5,73.0
285450,20191107,3,PCA,4.752718370048729
285450,20191107,3,PM2.5,61.0
285456,20191107,4,PCA,-76.16924510564797
285456,20191107,4,PM2.5,14.0
285462,20191107,5,PCA,-90.20336532618512
285462,20191107,5,PM2.5,6.0
285468,20191107,6,PCA,-90.01679422663022
285468,20191107,6,PM2.5,3.0
285474,20191107,7,PCA,-35.85982878781163
285474,20191107,7,PM2.5,26.0
285480,20191107,8,PCA,-88.15827668772407
285480,20191107,8,PM2.5,6.0
285486,20191107,9,PCA,-36.09025157980155
285486,20191107,9,PM2.5,23.0
285492,20191107,10,PCA,-79.90494881857194
285492,20191107,10,PM2.5,15.5
285498,20191107,11,PCA,-86.4940667847938
285498,20191107,11,PM2.5,8.0
285504,20191107,12,PCA,-79.2088765447527
285504,20191107,12,PM2.5,12.0
285510,20191107,13,PCA,-71.93274517433417
285510,20191107,13,PM2.5,16.0
285516,20191107,14,PCA,-70.39676411729789
285516,20191107,14,PM2.5,17.0
285522,20191107,15,PCA,-68.21770005492967
285522,20191107,15,PM2.5,16.0
285528,20191107,16,PCA,-68.3885300088686
285528,20191107,16,PM2.5,12.0
285534,20191107,17,PCA,-41.408679957107715
285534,20191107,17,PM2.5,25.0
285540,20191107,18,PCA,-28.715674085763933
285540,20191107,18,PM2.5,31.0
285546,20191107,19,PCA,-15.636778125437635
285546,20191107,19,PM2.5,41.0
285552,20191107,20,PCA,-20.577982379668004
285552,20191107,20,PM2.5,39.0
285558,20191107,21,PCA,-34.126809696352545
285558,20191107,21,PM2.5,32.0
285564,20191107,22,PCA,-37.117846942510205
285564,20191107,22,PM2.5,30.0
285570,20191107,23,PCA,-39.53213466779302
285570,20191107,23,PM2.5,29.0
285576,20191108,0,PCA,-38.60160895001191
285576,20191108,0,PM2.5,30.0
285582,20191108,1,PCA,-39.85242699668958
285582,20191108,1,PM2.5,27.0
285588,20191108,2,PCA,-38.665382244699295
285588,20191108,2,PM2.5,27.0
285594,20191108,3,PCA,-34.481591080212
285594,20191108,3,PM2.5,29.0
285600,20191108,4,PCA,-40.369776531657756
285600,20191108,4,PM2.5,28.0
285606,20191108,5,PCA,-42.05363288353609
285606,20191108,5,PM2.5,30.0
285612,20191108,6,PCA,-37.78065207629513
285612,20191108,6,PM2.5,32.0
285618,20191108,7,PCA,-32.54549887648388
285618,20191108,7,PM2.5,29.0
285624,20191108,8,PCA,-23.59070213215133
285624,20191108,8,PM2.5,36.0
285630,20191108,9,PCA,-10.861940702861213
285630,20191108,9,PM2.5,43.0
285636,20191108,10,PCA,-15.71710776272583
285636,20191108,10,PM2.5,40.0
285642,20191108,11,PCA,-15.831957898068497
285642,20191108,11,PM2.5,40.0
285648,20191108,12,PCA,-23.897765365847018
285648,20191108,12,PM2.5,38.0
285654,20191108,13,PCA,-27.75870748348632
285654,20191108,13,PM2.5,37.0
285660,20191108,14,PCA,-34.48886215206984
285660,20191108,14,PM2.5,35.0
285666,20191108,15,PCA,-36.06062960050177
285666,20191108,15,PM2.5,31.0
285672,20191108,16,PCA,-45.97053529496233
285672,20191108,16,PM2.5,26.0
285678,20191108,17,PCA,-35.33952766875388
285678,20191108,17,PM2.5,27.0
285684,20191108,18,PCA,-20.162394013174026
285684,20191108,18,PM2.5,40.0
285690,20191108,19,PCA,-5.235511653406639
285690,20191108,19,PM2.5,49.0
285696,20191108,20,PCA,-21.499449227826567
285696,20191108,20,PM2.5,38.0
285702,20191108,21,PCA,-32.97410016811641
285702,20191108,21,PM2.5,28.0
285708,20191108,22,PCA,-31.60560233374435
285708,20191108,22,PM2.5,33.0
285714,20191108,23,PCA,-30.764923331574565
285714,20191108,23,PM2.5,35.0
285720,20191109,0,PCA,-32.09258379052133
285720,20191109,0,PM2.5,35.0
285726,20191109,1,PCA,-35.74621049702427
285726,20191109,1,PM2.5,32.0
285732,20191109,2,PCA,-27.221160725021804
285732,20191109,2,PM2.5,39.0
285738,20191109,3,PCA,-33.93579103088103
285738,20191109,3,PM2.5,34.0
285744,20191109,4,PCA,-32.26739769930582
285744,20191109,4,PM2.5,32.0
285750,20191109,5,PCA,-27.92594072744332
285750,20191109,5,PM2.5,35.0
285756,20191109,6,PCA,-32.02902269745532
285756,20191109,6,PM2.5,36.0
285762,20191109,7,PCA,-37.31680379367555
285762,20191109,7,PM2.5,33.0
285768,20191109,8,PCA,-28.71737032636487
285768,20191109,8,PM2.5,39.0
285774,20191109,9,PCA,-17.066971388572068
285774,20191109,9,PM2.5,45.0
285780,20191109,10,PCA,10.997636183760642
285780,20191109,10,PM2.5,58.0
285786,20191109,11,PCA,-12.152394292758016
285786,20191109,11,PM2.5,41.0
285792,20191109,12,PCA,-4.3394237416405135
285792,20191109,12,PM2.5,51.0
285798,20191109,13,PCA,-9.193002611937498
285798,20191109,13,PM2.5,48.0
285804,20191109,14,PCA,-34.07497367582332
285804,20191109,14,PM2.5,36.0
285810,20191109,15,PCA,-9.819401736573473
285810,20191109,15,PM2.5,50.0
285816,20191109,16,PCA,46.27863456341918
285816,20191109,16,PM2.5,84.0
285822,20191109,17,PCA,83.07384358627108
285822,20191109,17,PM2.5,104.0
285828,20191109,18,PCA,92.37113471694765
285828,20191109,18,PM2.5,109.0
285834,20191109,19,PCA,91.7116977049903
285834,20191109,19,PM2.5,109.0
285840,20191109,20,PCA,129.22736145237846
285840,20191109,20,PM2.5,132.0
285846,20191109,21,PCA,165.6463075837413
285846,20191109,21,PM2.5,156.0
285852,20191109,22,PCA,129.91219764089453
285852,20191109,22,PM2.5,135.0
285858,20191109,23,PCA,124.41204904005629
285858,20191109,23,PM2.5,133.0
285864,20191110,0,PCA,103.3857331961742
285864,20191110,0,PM2.5,119.0
285870,20191110,1,PCA,59.956743555682785
285870,20191110,1,PM2.5,93.0
285876,20191110,2,PCA,-83.28820331705721
285876,20191110,2,PM2.5,7.0
285882,20191110,3,PCA,-78.21811475333698
285882,20191110,3,PM2.5,7.0
285888,20191110,4,PCA,-77.51472346668375
285888,20191110,4,PM2.5,8.0
285894,20191110,5,PCA,-79.4761568387829
285894,20191110,5,PM2.5,12.0
285900,20191110,6,PCA,-68.3301808525057
285900,20191110,6,PM2.5,11.0
285906,20191110,7,PCA,-47.58867124215586
285906,20191110,7,PM2.5,16.0
285912,20191110,8,PCA,-5.40080763660927
285912,20191110,8,PM2.5,39.0
285918,20191110,9,PCA,13.548942509426974
285918,20191110,9,PM2.5,44.0
285924,20191110,10,PCA,12.242652601469992
285924,20191110,10,PM2.5,42.0
285930,20191110,11,PCA,10.261540203313961
285930,20191110,11,PM2.5,37.0
285936,20191110,12,PCA,11.215157602118113
285936,20191110,12,PM2.5,46.0
285942,20191110,13,PCA,1.1150105276872933
285942,20191110,13,PM2.5,43.0
285948,20191110,14,PCA,0.4132063211496607
285948,20191110,14,PM2.5,43.0
285954,20191110,15,PCA,3.229406837227512
285954,20191110,15,PM2.5,42.0
285960,20191110,16,PCA,-7.23278120894833
285960,20191110,16,PM2.5,39.0
285966,20191110,17,PCA,-14.014498963660818
285966,20191110,17,PM2.5,36.0
285972,20191110,18,PCA,-19.082167831355807
285972,20191110,18,PM2.5,34.0
285978,20191110,19,PCA,-27.900645388555613
285978,20191110,19,PM2.5,29.0
285984,20191110,20,PCA,-43.52946786733476
285984,20191110,20,PM2.5,18.0
285990,20191110,21,PCA,-57.28663148193937
285990,20191110,21,PM2.5,13.0
285996,20191110,22,PCA,-55.26471725747538
285996,20191110,22,PM2.5,18.0
286002,20191110,23,PCA,-58.96603618644053
286002,20191110,23,PM2.5,11.0
286008,20191111,0,PCA,-58.352667658260394
286008,20191111,0,PM2.5,12.0
286014,20191111,1,PCA,-54.99105533733469
286014,20191111,1,PM2.5,13.0
286020,20191111,2,PCA,-55.96650496764749
286020,20191111,2,PM2.5,13.0
286026,20191111,3,PCA,-60.54315005330726
286026,20191111,3,PM2.5,13.0
286032,20191111,4,PCA,-60.887928723012195
286032,20191111,4,PM2.5,16.0
286038,20191111,5,PCA,-58.46080926543059
286038,20191111,5,PM2.5,13.0
286044,20191111,6,PCA,-52.16593594556896
286044,20191111,6,PM2.5,19.0
286050,20191111,7,PCA,-46.101544897561915
286050,20191111,7,PM2.5,18.0
286056,20191111,8,PCA,-41.63594042599922
286056,20191111,8,PM2.5,18.0
286062,20191111,9,PCA,-48.29072556179845
286062,20191111,9,PM2.5,13.0
286068,20191111,10,PCA,-55.298434429307484
286068,20191111,10,PM2.5,13.0
286074,20191111,11,PCA,-65.02519848846187
286074,20191111,11,PM2.5,10.0
286080,20191111,12,PCA,-79.82779929861142
286080,20191111,12,PM2.5,7.0
286086,20191111,13,PCA,-79.31205712485972
286086,20191111,13,PM2.5,14.0
286092,20191111,14,PCA,-86.29239888465855
286092,20191111,14,PM2.5,4.0
286098,20191111,15,PCA,-81.17469564053756
286098,20191111,15,PM2.5,11.0
286104,20191111,16,PCA,-77.33986360239156
286104,20191111,16,PM2.5,12.0
286110,20191111,17,PCA,-62.51122789244391
286110,20191111,17,PM2.5,14.0
286116,20191111,18,PCA,-39.197993760340005
286116,20191111,18,PM2.5,23.0
286122,20191111,19,PCA,-35.71306594598151
286122,20191111,19,PM2.5,20.0
286128,20191111,20,PCA,-11.06822227156459
286128,20191111,20,PM2.5,39.0
286134,20191111,21,PCA,-16.095152264634578
286134,20191111,21,PM2.5,38.0
286140,20191111,22,PCA,-29.037902718323632
286140,20191111,22,PM2.5,25.0
286146,20191111,23,PCA,-24.870568142722625
286146,20191111,23,PM2.5,30.0
286152,20191112,0,PCA,-17.06024822908655
286152,20191112,0,PM2.5,31.0
286158,20191112,1,PCA,-20.04212971408314
286158,20191112,1,PM2.5,31.0
286164,20191112,2,PCA,-29.766611099138384
286164,20191112,2,PM2.5,25.0
286170,20191112,3,PCA,-27.689009339955494
286170,20191112,3,PM2.5,26.0
286176,20191112,4,PCA,-16.527315960981433
286176,20191112,4,PM2.5,32.0
286182,20191112,5,PCA,-19.091164062212442
286182,20191112,5,PM2.5,32.0
286188,20191112,6,PCA,-17.513551534967046
286188,20191112,6,PM2.5,38.0
286194,20191112,7,PCA,-18.675950102927548
286194,20191112,7,PM2.5,34.0
286200,20191112,8,PCA,-18.278951274236007
286200,20191112,8,PM2.5,31.0
286206,20191112,9,PCA,-6.716177720376593
286206,20191112,9,PM2.5,38.0
286212,20191112,10,PCA,-5.62304941182145
286212,20191112,10,PM2.5,41.0
286218,20191112,11,PCA,0.29698972512226934
286218,20191112,11,PM2.5,48.0
286224,20191112,12,PCA,0.5725703431085372
286224,20191112,12,PM2.5,53.0
286230,20191112,13,PCA,-4.085655573871811
286230,20191112,13,PM2.5,53.0
286236,20191112,14,PCA,3.0547751611457756
286236,20191112,14,PM2.5,57.0
286242,20191112,15,PCA,7.85121991035264
286242,20191112,15,PM2.5,59.0
286248,20191112,16,PCA,13.636625163219586
286248,20191112,16,PM2.5,62.0
286254,20191112,17,PCA,11.322944447379268
286254,20191112,17,PM2.5,60.0
286260,20191112,18,PCA,14.993859749035899
286260,20191112,18,PM2.5,61.0
286266,20191112,19,PCA,18.158843848403052
286266,20191112,19,PM2.5,63.0
286272,20191112,20,PCA,32.30709417974224
286272,20191112,20,PM2.5,73.0
286278,20191112,21,PCA,19.162622670983065
286278,20191112,21,PM2.5,65.0
286284,20191112,22,PCA,11.074615008313595
286284,20191112,22,PM2.5,60.0
286290,20191112,23,PCA,-37.22294211443705
286290,20191112,23,PM2.5,29.0
286296,20191113,0,PCA,-65.48444537395612
286296,20191113,0,PM2.5,11.0
286302,20191113,1,PCA,-53.012536502592155
286302,20191113,1,PM2.5,13.0
286308,20191113,2,PCA,-45.407386347919456
286308,20191113,2,PM2.5,12.0
286332,20191113,6,PCA,-43.82173998729148
286332,20191113,6,PM2.5,7.0
286338,20191113,7,PCA,12.680644499352017
286338,20191113,7,PM2.5,34.0
286344,20191113,8,PCA,-16.599077920111988
286344,20191113,8,PM2.5,18.0
286350,20191113,9,PCA,-61.61183183852466
286350,20191113,9,PM2.5,7.0
286356,20191113,10,PCA,-72.39005421489921
286356,20191113,10,PM2.5,3.0
286362,20191113,11,PCA,-67.44736435336206
286362,20191113,11,PM2.5,10.0
286368,20191113,12,PCA,-64.10682875828279
286368,20191113,12,PM2.5,3.0
286374,20191113,13,PCA,-59.55705118833076
286374,20191113,13,PM2.5,7.0
286380,20191113,14,PCA,-67.14352453189123
286380,20191113,14,PM2.5,6.0
286386,20191113,15,PCA,-72.44649571401433
286386,20191113,15,PM2.5,6.0
286392,20191113,16,PCA,-78.8172803294351
286392,20191113,16,PM2.5,4.0
