,date,hour,type,昌平
2634,20140422,7,PM2.5,41.0
2640,20140422,8,PCA,4.749825728295109
2640,20140422,8,PM2.5,73.0
2646,20140422,9,PCA,-1.7516455183567592
2646,20140422,9,PM2.5,58.0
2652,20140422,10,PCA,19.65760904918105
2652,20140422,10,PM2.5,74.0
2658,20140422,11,PCA,5.449952719922441
2658,20140422,11,PM2.5,58.0
2664,20140422,12,PCA,-19.52016610025998
2664,20140422,12,PM2.5,40.0
2670,20140422,13,PCA,-16.75827191547705
2670,20140422,13,PM2.5,47.0
2676,20140422,14,PCA,-22.905593489637337
2676,20140422,14,PM2.5,45.0
2682,20140422,15,PCA,-11.869882560114764
2682,20140422,15,PM2.5,64.0
2688,20140422,16,PCA,8.805445626283053
2688,20140422,16,PM2.5,79.0
2694,20140422,18,PCA,29.48077381268087
2694,20140422,18,PM2.5,94.0
2700,20140422,19,PCA,26.269313135766563
2700,20140422,19,PM2.5,82.0
2706,20140422,20,PCA,36.79798471287291
2706,20140422,20,PM2.5,83.0
2712,20140422,21,PCA,6.203291651338473
2712,20140422,21,PM2.5,46.0
2718,20140422,22,PCA,-2.2979395123983766
2718,20140422,22,PM2.5,48.0
2724,20140422,23,PCA,-4.419190169165764
2724,20140422,23,PM2.5,53.0
2730,20140423,0,PCA,-6.19565980292646
2730,20140423,0,PM2.5,62.0
2736,20140423,1,PCA,-4.9025730624687975
2736,20140423,1,PM2.5,61.0
2742,20140423,2,PCA,-4.1544928862005746
2742,20140423,2,PM2.5,59.0
2748,20140423,3,PCA,0.16815025262355923
2748,20140423,3,PM2.5,63.0
2754,20140423,4,PCA,5.7285394674321735
2754,20140423,4,PM2.5,66.0
2760,20140423,5,PCA,13.823562731170993
2760,20140423,5,PM2.5,74.0
2766,20140423,6,PCA,9.32040783442434
2766,20140423,6,PM2.5,66.0
2772,20140423,7,PCA,22.814242100921458
2772,20140423,7,PM2.5,74.0
2778,20140423,8,PCA,61.25468480955828
2778,20140423,8,PM2.5,108.0
2784,20140423,9,PCA,100.21872532318591
2784,20140423,9,PM2.5,149.0
2790,20140423,10,PCA,129.3516087533752
2790,20140423,10,PM2.5,162.0
2796,20140423,11,PCA,174.1576186694612
2796,20140423,11,PM2.5,182.0
2802,20140423,12,PCA,203.56257990490434
2802,20140423,12,PM2.5,202.0
2808,20140423,13,PCA,191.10225335730303
2808,20140423,13,PM2.5,181.0
2814,20140423,14,PCA,188.98461700477475
2814,20140423,14,PM2.5,176.0
2820,20140423,15,PCA,195.21354508466246
2820,20140423,15,PM2.5,188.0
2826,20140423,16,PCA,199.11075872971898
2826,20140423,16,PM2.5,197.0
2832,20140423,17,PCA,173.01749976793678
2832,20140423,17,PM2.5,163.0
2838,20140423,18,PCA,193.03585540097865
2838,20140423,18,PM2.5,185.0
3000,20140430,4,PCA,55.027193235034396
3000,20140430,4,PM2.5,90.6
3006,20140430,5,PCA,73.12761725905554
3006,20140430,5,PM2.5,89.0
3012,20140430,6,PCA,61.63702237517937
3012,20140430,6,PM2.5,91.8
3018,20140430,7,PCA,72.5961380855854
3018,20140430,7,PM2.5,107.2
3024,20140430,8,PCA,96.7800765411938
3024,20140430,8,PM2.5,122.0
3030,20140430,9,PCA,86.06028980654482
3030,20140430,9,PM2.5,112.9
3036,20140430,10,PCA,93.23585315011948
3036,20140430,10,PM2.5,127.5
3042,20140430,11,PCA,82.17356223414085
3042,20140430,11,PM2.5,128.4
3048,20140430,12,PCA,76.95262575560214
3048,20140430,12,PM2.5,124.6
3054,20140430,13,PCA,72.4347306040462
3054,20140430,13,PM2.5,120.7
3060,20140430,14,PCA,78.68915770558118
3060,20140430,14,PM2.5,127.1
3066,20140430,15,PCA,67.88287995827761
3066,20140430,15,PM2.5,114.7
3072,20140430,16,PCA,66.0885609794175
3072,20140430,16,PM2.5,113.3
3078,20140430,17,PCA,61.34639782394846
3078,20140430,17,PM2.5,105.4
3084,20140430,18,PCA,54.933166977005634
3084,20140430,18,PM2.5,91.1
3090,20140430,19,PCA,62.210291966517865
3090,20140430,19,PM2.5,97.2
3096,20140430,20,PCA,63.22873397346335
3096,20140430,20,PM2.5,96.0
3102,20140430,21,PCA,68.3475212299055
3102,20140430,21,PM2.5,97.8
3108,20140430,22,PCA,73.42057645116091
3108,20140430,22,PM2.5,98.9
3114,20140430,23,PCA,70.94822651770198
3114,20140430,23,PM2.5,100.5
3120,20140501,0,PCA,60.54516521778465
3120,20140501,0,PM2.5,90.6
3126,20140501,1,PCA,63.27747444978151
3126,20140501,1,PM2.5,93.9
3132,20140501,2,PCA,62.14712995270041
3132,20140501,2,PM2.5,94.4
3138,20140501,3,PCA,70.07490069984
3138,20140501,3,PM2.5,99.9
3144,20140501,4,PCA,72.50727311796605
3144,20140501,4,PM2.5,102.0
3150,20140501,5,PCA,70.51872575361108
3150,20140501,5,PM2.5,99.6
3156,20140501,6,PCA,81.41289343121436
3156,20140501,6,PM2.5,112.1
3162,20140501,7,PCA,88.13462790026153
3162,20140501,7,PM2.5,117.2
3168,20140501,8,PCA,95.0058976030131
3168,20140501,8,PM2.5,121.4
3174,20140501,9,PCA,109.88105178985933
3174,20140501,9,PM2.5,148.7
3180,20140501,10,PCA,121.96083019397174
3180,20140501,10,PM2.5,165.2
3186,20140501,11,PCA,139.66651645925782
3186,20140501,11,PM2.5,185.3
3192,20140501,12,PCA,140.5635998225444
3192,20140501,12,PM2.5,186.1
3198,20140501,13,PCA,143.7533718300963
3198,20140501,13,PM2.5,191.0
3204,20140501,14,PCA,136.28968654437486
3204,20140501,14,PM2.5,183.0
3210,20140501,15,PCA,135.8750163478539
3210,20140501,15,PM2.5,182.7
3216,20140501,16,PCA,136.69413379628898
3216,20140501,16,PM2.5,179.6
3222,20140501,17,PCA,81.10420488507106
3222,20140501,17,PM2.5,92.9
3228,20140501,18,PCA,63.077029912287486
3228,20140501,18,PM2.5,63.7
3234,20140501,19,PCA,75.36501173039173
3234,20140501,19,PM2.5,82.3
3240,20140501,20,PCA,62.98991638291335
3240,20140501,20,PM2.5,67.5
3246,20140501,21,PCA,44.417437067387326
3246,20140501,21,PM2.5,43.0
3252,20140501,22,PCA,36.40922801408118
3252,20140501,22,PM2.5,34.9
3258,20140501,23,PCA,31.545199048107822
3258,20140501,23,PM2.5,34.3
3264,20140502,0,PCA,33.37237697050022
3264,20140502,0,PM2.5,41.2
3270,20140502,1,PCA,25.261086420060774
3270,20140502,1,PM2.5,32.0
3276,20140502,2,PCA,15.84239733284886
3276,20140502,2,PM2.5,22.8
3282,20140502,3,PCA,11.854711752683846
3282,20140502,3,PM2.5,18.8
3288,20140502,4,PCA,9.802488331947094
3288,20140502,4,PM2.5,21.8
3294,20140502,5,PCA,0.053442502775740655
3294,20140502,5,PM2.5,14.3
3300,20140502,6,PCA,-8.21850661891046
3300,20140502,6,PM2.5,10.7
3306,20140502,7,PCA,-7.458491717478831
3306,20140502,7,PM2.5,16.4
3312,20140502,8,PCA,-1.5930039683402477
3312,20140502,8,PM2.5,29.8
3318,20140502,9,PCA,3.1841514267076465
3318,20140502,9,PM2.5,42.9
3324,20140502,10,PCA,-8.904907034704449
3324,20140502,10,PM2.5,29.3
3330,20140502,11,PCA,-11.366244228417136
3330,20140502,11,PM2.5,28.4
3336,20140502,12,PCA,-14.327569096548485
3336,20140502,12,PM2.5,28.1
3342,20140502,13,PCA,-23.551732156940187
3342,20140502,13,PM2.5,19.5
3348,20140502,14,PCA,-28.70167367128653
3348,20140502,14,PM2.5,17.9
3354,20140502,15,PCA,-27.897575778213213
3354,20140502,15,PM2.5,18.5
3360,20140502,16,PCA,-32.75166412313803
3360,20140502,16,PM2.5,18.3
3366,20140502,17,PCA,-35.300788948381076
3366,20140502,17,PM2.5,17.5
3372,20140502,18,PCA,-46.23833144252762
3372,20140502,18,PM2.5,3.0
3378,20140502,19,PCA,-46.722103947349794
3378,20140502,19,PM2.5,9.7
3384,20140502,20,PCA,-52.61441134064341
3384,20140502,20,PM2.5,10.6
3390,20140502,21,PCA,-50.77255386424186
3390,20140502,21,PM2.5,15.4
3396,20140502,22,PCA,-54.90813395212807
3396,20140502,22,PM2.5,11.1
3402,20140502,23,PCA,-39.19530860649537
3402,20140502,23,PM2.5,17.5
3408,20140503,0,PCA,-16.648000114552598
3408,20140503,0,PM2.5,30.8
3414,20140503,1,PCA,-44.734571690417916
3414,20140503,1,PM2.5,16.7
3420,20140503,2,PCA,-55.89198636652482
3420,20140503,2,PM2.5,10.2
3426,20140503,3,PCA,-57.50207843459043
3426,20140503,3,PM2.5,12.3
3432,20140503,4,PCA,-56.59949106766053
3432,20140503,4,PM2.5,11.7
3438,20140503,5,PCA,-56.24136144833375
3438,20140503,5,PM2.5,14.0
3444,20140503,6,PCA,-51.81099268918939
3444,20140503,6,PM2.5,13.4
3450,20140503,7,PCA,-25.95666528510011
3450,20140503,7,PM2.5,33.9
3456,20140503,8,PCA,-32.67249498185011
3456,20140503,8,PM2.5,26.9
3462,20140503,9,PCA,-36.59641872217459
3462,20140503,9,PM2.5,29.4
3468,20140503,10,PCA,-37.05971219773904
3468,20140503,10,PM2.5,32.4
3474,20140503,11,PCA,-30.867468011714177
3474,20140503,11,PM2.5,42.1
3480,20140503,12,PCA,-11.967153010021415
3480,20140503,12,PM2.5,59.9
3486,20140503,13,PCA,1.8194755052231295
3486,20140503,13,PM2.5,64.5
3492,20140503,14,PCA,-24.614378950265063
3492,20140503,14,PM2.5,42.1
3498,20140503,15,PCA,-44.486855342391316
3498,20140503,15,PM2.5,27.3
3504,20140503,16,PCA,-38.617920677495995
3504,20140503,16,PM2.5,35.8
3510,20140503,17,PCA,-42.88152805021073
3510,20140503,17,PM2.5,26.0
3516,20140503,18,PCA,-30.913110036638066
3516,20140503,18,PM2.5,37.5
3522,20140503,19,PCA,-30.90910607090496
3522,20140503,19,PM2.5,31.8
3528,20140503,20,PCA,-32.5979340246756
3528,20140503,20,PM2.5,24.9
3534,20140503,21,PCA,-37.81011443421856
3534,20140503,21,PM2.5,15.0
3540,20140503,22,PCA,-30.080026510365133
3540,20140503,22,PM2.5,22.9
3546,20140503,23,PCA,-25.928999147713416
3546,20140503,23,PM2.5,25.8
3552,20140504,0,PCA,-28.29218025823202
3552,20140504,0,PM2.5,21.7
3558,20140504,1,PCA,-29.458867635808875
3558,20140504,1,PM2.5,21.9
3564,20140504,2,PCA,-29.081456378593955
3564,20140504,2,PM2.5,23.2
3570,20140504,3,PCA,-26.22196229602498
3570,20140504,3,PM2.5,24.3
3576,20140504,4,PCA,-17.90232822203395
3576,20140504,4,PM2.5,33.1
3582,20140504,5,PCA,-12.40678479294144
3582,20140504,5,PM2.5,38.9
3588,20140504,6,PCA,-11.935095324533519
3588,20140504,6,PM2.5,38.5
3594,20140504,7,PCA,-13.65432167310201
3594,20140504,7,PM2.5,36.7
3600,20140504,8,PCA,-13.619708443600024
3600,20140504,8,PM2.5,37.1
3606,20140504,9,PCA,-28.132616653453557
3606,20140504,9,PM2.5,23.2
3612,20140504,10,PCA,-28.617566904577576
3612,20140504,10,PM2.5,23.0
3618,20140504,11,PCA,-25.519819151295053
3618,20140504,11,PM2.5,24.3
3624,20140504,12,PCA,-28.24600328042662
3624,20140504,12,PM2.5,20.5
3630,20140504,13,PCA,-25.95374148841882
3630,20140504,13,PM2.5,22.9
3636,20140504,14,PCA,-30.980542967372894
3636,20140504,14,PM2.5,16.1
3642,20140504,15,PCA,-31.53136843156365
3642,20140504,15,PM2.5,16.1
3648,20140504,16,PCA,-37.18749561986982
3648,20140504,16,PM2.5,9.3
3654,20140504,17,PCA,-34.99974494357313
3654,20140504,17,PM2.5,15.9
3660,20140504,18,PCA,-37.975596684939376
3660,20140504,18,PM2.5,16.2
3666,20140504,19,PCA,-42.633189562390555
3666,20140504,19,PM2.5,13.3
3672,20140504,20,PCA,-43.49153514116602
3672,20140504,20,PM2.5,17.9
3678,20140504,21,PCA,-44.66307204114584
3678,20140504,21,PM2.5,15.5
3684,20140504,22,PCA,-43.55016974201075
3684,20140504,22,PM2.5,19.0
3690,20140504,23,PCA,-39.76044223959401
3690,20140504,23,PM2.5,20.3
3696,20140505,0,PCA,-47.846817062920046
3696,20140505,0,PM2.5,12.0
3702,20140505,1,PCA,-52.03942016304698
3702,20140505,1,PM2.5,8.4
3708,20140505,2,PCA,-48.534969305198814
3708,20140505,2,PM2.5,12.3
3714,20140505,3,PCA,-48.81553931022188
3714,20140505,3,PM2.5,9.5
3732,20140505,6,PCA,-51.21863704314239
3732,20140505,6,PM2.5,10.7
3738,20140505,7,PCA,-46.88585429013051
3738,20140505,7,PM2.5,15.5
3744,20140505,8,PCA,-33.73813972193217
3744,20140505,8,PM2.5,26.4
3750,20140505,9,PCA,-48.75436803807428
3750,20140505,9,PM2.5,17.4
3756,20140505,10,PCA,-54.96260203662931
3756,20140505,10,PM2.5,14.9
3762,20140505,11,PCA,-58.12422458734676
3762,20140505,11,PM2.5,15.8
3768,20140505,12,PCA,-64.03744256596205
3768,20140505,12,PM2.5,11.2
3774,20140505,13,PCA,-69.876278281725
3774,20140505,13,PM2.5,8.7
3780,20140505,14,PCA,-67.03243740976282
3780,20140505,14,PM2.5,15.1
3786,20140505,15,PCA,-66.24028018412335
3786,20140505,15,PM2.5,17.7
3792,20140505,16,PCA,-73.35830914990294
3792,20140505,16,PM2.5,8.9
3798,20140505,17,PCA,-70.27303971424976
3798,20140505,17,PM2.5,11.3
3804,20140505,18,PCA,-57.91184943301555
3804,20140505,18,PM2.5,23.7
3810,20140505,19,PCA,-54.41304531211531
3810,20140505,19,PM2.5,27.8
3816,20140505,20,PCA,-50.05818967796361
3816,20140505,20,PM2.5,28.0
3822,20140505,21,PCA,-43.52803260659291
3822,20140505,21,PM2.5,32.0
3828,20140505,22,PCA,-34.31217965505166
3828,20140505,22,PM2.5,37.0
3834,20140505,23,PCA,-30.744515463408078
3834,20140505,23,PM2.5,38.4
3840,20140506,0,PCA,-27.20113134769186
3840,20140506,0,PM2.5,40.8
3846,20140506,1,PCA,-21.553834271497095
3846,20140506,1,PM2.5,47.8
3852,20140506,2,PCA,-21.929935126050598
3852,20140506,2,PM2.5,45.9
3858,20140506,3,PCA,-32.81350440726568
3858,20140506,3,PM2.5,35.1
3864,20140506,4,PCA,-30.044728200195443
3864,20140506,4,PM2.5,39.8
3870,20140506,5,PCA,-22.965059469987033
3870,20140506,5,PM2.5,41.5
3876,20140506,6,PCA,-21.388732362607907
3876,20140506,6,PM2.5,41.8
3882,20140506,7,PCA,-16.712099859370007
3882,20140506,7,PM2.5,46.6
3888,20140506,8,PCA,-9.472651334873142
3888,20140506,8,PM2.5,57.5
3894,20140506,9,PCA,-11.906957525502527
3894,20140506,9,PM2.5,55.8
3900,20140506,10,PCA,-15.548800834466334
3900,20140506,10,PM2.5,58.5
3906,20140506,11,PCA,-14.103312243198634
3906,20140506,11,PM2.5,61.5
3912,20140506,12,PCA,-8.532946521478577
3912,20140506,12,PM2.5,68.4
3918,20140506,13,PCA,-4.832887051638044
3918,20140506,13,PM2.5,75.4
3924,20140506,14,PCA,-9.756088377380838
3924,20140506,14,PM2.5,68.4
3930,20140506,15,PCA,-1.3259409617777305
3930,20140506,15,PM2.5,77.6
3936,20140506,16,PCA,6.1356637257738615
3936,20140506,16,PM2.5,82.4
3942,20140506,17,PCA,7.865396072344921
3942,20140506,17,PM2.5,78.7
3948,20140506,18,PCA,18.057734574672597
3948,20140506,18,PM2.5,89.2
3954,20140506,19,PCA,28.72870916635572
3954,20140506,19,PM2.5,97.1
3960,20140506,20,PCA,31.256576271555996
3960,20140506,20,PM2.5,95.7
3966,20140506,21,PCA,41.96035815244239
3966,20140506,21,PM2.5,103.7
3972,20140506,22,PCA,44.67930702544539
3972,20140506,22,PM2.5,102.4
3978,20140506,23,PCA,33.242708796407086
3978,20140506,23,PM2.5,88.0
3984,20140507,0,PCA,32.58122322334508
3984,20140507,0,PM2.5,86.5
3990,20140507,1,PCA,44.98957982641906
3990,20140507,1,PM2.5,91.5
3996,20140507,2,PCA,35.88333544378314
3996,20140507,2,PM2.5,86.6
4002,20140507,3,PCA,27.366166800975062
4002,20140507,3,PM2.5,77.8
4008,20140507,4,PCA,32.50425876975459
4008,20140507,4,PM2.5,82.4
4014,20140507,5,PCA,44.439466746765135
4014,20140507,5,PM2.5,95.0
4020,20140507,6,PCA,49.94736437108735
4020,20140507,6,PM2.5,101.1
4026,20140507,7,PCA,49.3976364930041
4026,20140507,7,PM2.5,94.7
4032,20140507,8,PCA,7.871939357856111
4032,20140507,8,PM2.5,42.5
4038,20140507,9,PCA,-7.342736415576354
4038,20140507,9,PM2.5,27.4
4044,20140507,10,PCA,-6.441725229693365
4044,20140507,10,PM2.5,30.5
4050,20140507,11,PCA,-14.286024052142428
4050,20140507,11,PM2.5,20.2
4056,20140507,12,PCA,-10.724035982182922
4056,20140507,12,PM2.5,26.8
4062,20140507,13,PCA,-10.606266327333735
4062,20140507,13,PM2.5,29.9
4068,20140507,14,PCA,-18.66106941269015
4068,20140507,14,PM2.5,20.8
4074,20140507,15,PCA,-22.929680671935007
4074,20140507,15,PM2.5,17.1
4080,20140507,16,PCA,-29.872036523861507
4080,20140507,16,PM2.5,12.3
4086,20140507,17,PCA,-32.69391413407651
4086,20140507,17,PM2.5,12.1
4092,20140507,18,PCA,-35.99371834377536
4092,20140507,18,PM2.5,11.5
4098,20140507,19,PCA,-37.805949433969296
4098,20140507,19,PM2.5,12.5
4104,20140507,20,PCA,-42.31021901269329
4104,20140507,20,PM2.5,9.6
4110,20140507,21,PCA,-44.01076057828468
4110,20140507,21,PM2.5,10.8
4116,20140507,22,PCA,-32.6219489511692
4116,20140507,22,PM2.5,21.3
4122,20140507,23,PCA,-20.458742676531706
4122,20140507,23,PM2.5,28.5
4128,20140508,0,PCA,-36.67841938482783
4128,20140508,0,PM2.5,22.1
4134,20140508,1,PCA,-49.365220899933064
4134,20140508,1,PM2.5,11.9
4140,20140508,2,PCA,-48.49007246656644
4140,20140508,2,PM2.5,12.0
4146,20140508,3,PCA,-38.890364676081624
4146,20140508,3,PM2.5,21.8
4152,20140508,4,PCA,-28.554819119093278
4152,20140508,4,PM2.5,39.1
4158,20140508,5,PCA,-43.97071884823953
4158,20140508,5,PM2.5,20.0
4164,20140508,6,PCA,-41.821429105197254
4164,20140508,6,PM2.5,28.8
4170,20140508,7,PCA,-42.743703459452895
4170,20140508,7,PM2.5,27.6
4176,20140508,8,PCA,-33.81152965929183
4176,20140508,8,PM2.5,39.1
4182,20140508,9,PCA,2.570297382417384
4182,20140508,9,PM2.5,91.3
4188,20140508,10,PCA,28.444066737463007
4188,20140508,10,PM2.5,127.9
4194,20140508,11,PCA,17.03361121651164
4194,20140508,11,PM2.5,111.9
4200,20140508,12,PCA,-9.637576596365891
4200,20140508,12,PM2.5,76.8
4206,20140508,13,PCA,-33.21962037277087
4206,20140508,13,PM2.5,48.9
4212,20140508,14,PCA,-27.25052260812977
4212,20140508,14,PM2.5,54.1
4218,20140508,15,PCA,-26.113768242230478
4218,20140508,15,PM2.5,57.8
4224,20140508,16,PCA,-29.913478898103378
4224,20140508,16,PM2.5,52.5
4230,20140508,17,PCA,-13.462629439341239
4230,20140508,17,PM2.5,67.7
4236,20140508,18,PCA,-12.701722322170367
4236,20140508,18,PM2.5,63.0
4242,20140508,19,PCA,-20.089952951912977
4242,20140508,19,PM2.5,56.8
4248,20140508,20,PCA,-9.710340899826416
4248,20140508,20,PM2.5,62.8
4254,20140508,21,PCA,-4.764690132250505
4254,20140508,21,PM2.5,63.6
4260,20140508,22,PCA,-5.452267215340022
4260,20140508,22,PM2.5,58.9
4266,20140508,23,PCA,-4.160449109264735
4266,20140508,23,PM2.5,59.9
4272,20140509,0,PCA,-4.432203796690562
4272,20140509,0,PM2.5,58.4
4278,20140509,1,PCA,-0.9174740329907414
4278,20140509,1,PM2.5,62.1
4284,20140509,2,PCA,-3.412421676929015
4284,20140509,2,PM2.5,57.8
4290,20140509,3,PCA,-4.227385142977459
4290,20140509,3,PM2.5,55.6
4296,20140509,4,PCA,-5.816305035934404
4296,20140509,4,PM2.5,53.6
4302,20140509,5,PCA,-3.8329238927684655
4302,20140509,5,PM2.5,51.9
4308,20140509,6,PCA,9.445630840737852
4308,20140509,6,PM2.5,64.5
4314,20140509,7,PCA,10.612739626720186
4314,20140509,7,PM2.5,62.1
4320,20140509,8,PCA,14.9809699434624
4320,20140509,8,PM2.5,64.3
4326,20140509,9,PCA,11.299502131664035
4326,20140509,9,PM2.5,59.3
4332,20140509,10,PCA,19.796878056381566
4332,20140509,10,PM2.5,70.9
4338,20140509,11,PCA,18.465887943124716
4338,20140509,11,PM2.5,72.9
4344,20140509,12,PCA,12.901856818217896
4344,20140509,12,PM2.5,69.6
4350,20140509,13,PCA,10.920466244309498
4350,20140509,13,PM2.5,68.2
4356,20140509,14,PCA,4.872258020749951
4356,20140509,14,PM2.5,59.0
4362,20140509,15,PCA,3.6798354457312152
4362,20140509,15,PM2.5,55.4
4368,20140509,16,PCA,6.187900887083729
4368,20140509,16,PM2.5,59.3
4374,20140509,17,PCA,5.928605072980566
4374,20140509,17,PM2.5,61.2
4380,20140509,18,PCA,4.411380213640797
4380,20140509,18,PM2.5,60.0
4386,20140509,19,PCA,14.82356284433075
4386,20140509,19,PM2.5,62.1
4392,20140509,20,PCA,2.048611308524551
4392,20140509,20,PM2.5,55.3
4398,20140509,21,PCA,-13.43752760706615
4398,20140509,21,PM2.5,39.7
4404,20140509,22,PCA,-7.8008048604534315
4404,20140509,22,PM2.5,46.9
4410,20140509,23,PCA,-11.426037001272253
4410,20140509,23,PM2.5,42.6
4416,20140510,0,PCA,-7.0439052507462545
4416,20140510,0,PM2.5,48.2
4422,20140510,1,PCA,12.496917306457854
4422,20140510,1,PM2.5,55.1
4428,20140510,2,PCA,-1.4533055107107162
4428,20140510,2,PM2.5,46.5
4434,20140510,3,PCA,-15.848368750194208
4434,20140510,3,PM2.5,41.0
4440,20140510,4,PCA,-21.971633892304926
4440,20140510,4,PM2.5,32.4
4446,20140510,5,PCA,-19.68812538431262
4446,20140510,5,PM2.5,35.9
4452,20140510,6,PCA,-17.484049455349318
4452,20140510,6,PM2.5,39.6
4458,20140510,7,PCA,-18.037760525427448
4458,20140510,7,PM2.5,37.7
4464,20140510,8,PCA,-0.2665220303458559
4464,20140510,8,PM2.5,49.8
4470,20140510,9,PCA,-3.5211917158416357
4470,20140510,9,PM2.5,51.5
4476,20140510,10,PCA,-22.265737878627434
4476,20140510,10,PM2.5,36.9
4482,20140510,11,PCA,-24.127148923580016
4482,20140510,11,PM2.5,38.1
4488,20140510,12,PCA,-20.876188047643467
4488,20140510,12,PM2.5,46.3
4494,20140510,13,PCA,-23.07674254717774
4494,20140510,13,PM2.5,45.2
4500,20140510,14,PCA,-23.231525246045308
4500,20140510,14,PM2.5,45.2
4506,20140510,15,PCA,-20.891363652456725
4506,20140510,15,PM2.5,49.6
4512,20140510,16,PCA,-17.788471634788852
4512,20140510,16,PM2.5,54.4
4518,20140510,17,PCA,-22.553493344778598
4518,20140510,17,PM2.5,48.0
4524,20140510,18,PCA,-24.06173066289468
4524,20140510,18,PM2.5,45.2
4530,20140510,19,PCA,-14.814899392076548
4530,20140510,19,PM2.5,51.7
4536,20140510,20,PCA,-10.613901609194745
4536,20140510,20,PM2.5,57.6
4542,20140510,21,PCA,2.392008769507601
4542,20140510,21,PM2.5,62.8
4548,20140510,22,PCA,9.00164304092777
4548,20140510,22,PM2.5,70.4
4554,20140510,23,PCA,-9.624162017535786
4554,20140510,23,PM2.5,50.1
4560,20140511,0,PCA,-21.765197599362555
4560,20140511,0,PM2.5,38.4
4566,20140511,1,PCA,-23.160284131551222
4566,20140511,1,PM2.5,39.2
4572,20140511,2,PCA,-26.819400884135106
4572,20140511,2,PM2.5,40.2
4578,20140511,3,PCA,-27.283941269765865
4578,20140511,3,PM2.5,41.1
4584,20140511,4,PCA,-27.442939150547854
4584,20140511,4,PM2.5,38.5
4590,20140511,5,PCA,-20.236082904929198
4590,20140511,5,PM2.5,48.2
4596,20140511,6,PCA,-36.86930256400667
4596,20140511,6,PM2.5,26.7
4602,20140511,7,PCA,-41.33184688494487
4602,20140511,7,PM2.5,22.5
4608,20140511,8,PCA,-48.59668751764732
4608,20140511,8,PM2.5,13.2
4614,20140511,9,PCA,-52.098122148261986
4614,20140511,9,PM2.5,7.5
4620,20140511,10,PCA,-47.89052669824457
4620,20140511,10,PM2.5,15.9
4626,20140511,11,PCA,-51.36781116401803
4626,20140511,11,PM2.5,14.4
4632,20140511,12,PCA,-55.23411482531834
4632,20140511,12,PM2.5,10.6
4638,20140511,13,PCA,-61.18400686434607
4638,20140511,13,PM2.5,3.0
4644,20140511,14,PCA,-56.728109736567006
4644,20140511,14,PM2.5,11.6
4650,20140511,15,PCA,-59.147546794689255
4650,20140511,15,PM2.5,8.9
4656,20140511,16,PCA,-66.49457096444534
4656,20140511,16,PM2.5,3.0
4662,20140511,17,PCA,-54.03448883033987
4662,20140511,17,PM2.5,20.7
4668,20140511,18,PCA,-58.33717493418931
4668,20140511,18,PM2.5,14.6
4674,20140511,19,PCA,-47.45159159884281
4674,20140511,19,PM2.5,23.1
4680,20140511,20,PCA,-49.7751045245983
4680,20140511,20,PM2.5,25.0
4686,20140511,21,PCA,-51.72867363614768
4686,20140511,21,PM2.5,24.9
4692,20140511,22,PCA,-50.806710413230924
4692,20140511,22,PM2.5,29.9
4698,20140511,23,PCA,-51.524124189959316
4698,20140511,23,PM2.5,28.2
4704,20140512,0,PCA,-44.83714582649335
4704,20140512,0,PM2.5,40.8
4710,20140512,1,PCA,-47.267946477372845
4710,20140512,1,PM2.5,36.9
4716,20140512,2,PCA,-53.28732613088957
