,date,hour,type,东四
267540,20190628,13,PM2.5,15.0
267546,20190628,14,PCA,-70.66747418900633
267546,20190628,14,PM2.5,20.0
267552,20190628,15,PCA,-50.67415695556663
267552,20190628,15,PM2.5,25.0
267558,20190628,16,PCA,-69.46896077323977
267558,20190628,16,PM2.5,24.0
267564,20190628,17,PCA,-77.19398512485401
267564,20190628,17,PM2.5,22.0
267570,20190628,18,PCA,-52.92275033702115
267570,20190628,18,PM2.5,32.0
267576,20190628,19,PCA,-50.37959604257956
267576,20190628,19,PM2.5,34.0
267582,20190628,20,PCA,-47.24120084023688
267582,20190628,20,PM2.5,41.0
267588,20190628,21,PCA,-48.48669932540386
267588,20190628,21,PM2.5,49.0
267594,20190628,22,PCA,-45.905851057358234
267594,20190628,22,PM2.5,51.0
267600,20190628,23,PCA,-46.87361693454978
267600,20190628,23,PM2.5,50.0
267606,20190629,0,PCA,-39.51645084952911
267606,20190629,0,PM2.5,55.0
267612,20190629,1,PCA,-32.72122073807513
267612,20190629,1,PM2.5,59.0
267618,20190629,2,PCA,-21.248426133837295
267618,20190629,2,PM2.5,63.0
267624,20190629,3,PCA,-71.42218795662887
267624,20190629,3,PM2.5,28.0
267630,20190629,4,PCA,-65.87345957562206
267630,20190629,4,PM2.5,30.0
267636,20190629,5,PCA,-89.88893009638059
267636,20190629,5,PM2.5,10.0
267642,20190629,6,PCA,-90.21677453082671
267642,20190629,6,PM2.5,16.0
267648,20190629,7,PCA,-79.23352341949041
267648,20190629,7,PM2.5,21.0
267654,20190629,8,PCA,-71.27576645161616
267654,20190629,8,PM2.5,27.0
267660,20190629,9,PCA,-81.47312426529773
267660,20190629,9,PM2.5,22.0
267666,20190629,10,PCA,-93.83996520670019
267666,20190629,10,PM2.5,14.0
267672,20190629,11,PCA,-94.88392609046119
267672,20190629,11,PM2.5,12.0
267678,20190629,12,PCA,-88.86229566827247
267678,20190629,12,PM2.5,8.0
267738,20190629,22,PCA,-102.83771863783114
267738,20190629,22,PM2.5,4.0
267744,20190629,23,PCA,-99.47578127247213
267744,20190629,23,PM2.5,10.0
267750,20190630,0,PCA,-104.39108159674892
267750,20190630,0,PM2.5,3.0
267756,20190630,1,PCA,-104.7802598990454
267756,20190630,1,PM2.5,4.0
267762,20190630,2,PCA,-103.97330785043799
267762,20190630,2,PM2.5,5.0
267768,20190630,3,PCA,-103.2083671904539
267768,20190630,3,PM2.5,5.0
267774,20190630,4,PCA,-96.69985679002097
267774,20190630,4,PM2.5,6.0
267780,20190630,5,PCA,-97.95361928178033
267780,20190630,5,PM2.5,3.0
267786,20190630,6,PCA,-98.99655429186159
267786,20190630,6,PM2.5,4.0
267792,20190630,7,PCA,-104.94528920956611
267792,20190630,7,PM2.5,3.0
267798,20190630,8,PCA,-101.74423277899663
267798,20190630,8,PM2.5,3.0
267804,20190630,9,PCA,-102.30718525101085
267804,20190630,9,PM2.5,6.0
267810,20190630,10,PCA,-101.84834917047313
267810,20190630,10,PM2.5,7.0
267816,20190630,11,PCA,-99.6930649829959
267816,20190630,11,PM2.5,9.0
267822,20190630,12,PCA,-101.33665581392762
267822,20190630,12,PM2.5,6.0
267828,20190630,13,PCA,-101.61722113686913
267828,20190630,13,PM2.5,5.0
267834,20190630,14,PCA,-100.51754936541238
267834,20190630,14,PM2.5,6.0
267840,20190630,15,PCA,-99.74147813033125
267840,20190630,15,PM2.5,7.0
267846,20190630,16,PCA,-99.13806048126672
267846,20190630,16,PM2.5,8.0
267852,20190630,17,PCA,-102.15272653050764
267852,20190630,17,PM2.5,5.0
267858,20190630,18,PCA,-99.61939429863969
267858,20190630,18,PM2.5,8.0
267864,20190630,19,PCA,-99.9097816841548
267864,20190630,19,PM2.5,8.0
267870,20190630,20,PCA,-99.50936669347928
267870,20190630,20,PM2.5,9.0
267876,20190630,21,PCA,-99.78633019448027
267876,20190630,21,PM2.5,9.0
267882,20190630,22,PCA,-96.98416722028182
267882,20190630,22,PM2.5,7.0
267888,20190630,23,PCA,-95.10963423569939
267888,20190630,23,PM2.5,9.0
267894,20190701,0,PCA,-86.85409335503097
267894,20190701,0,PM2.5,11.0
267900,20190701,1,PCA,-79.8307764332919
267900,20190701,1,PM2.5,11.0
267906,20190701,2,PCA,-74.93519454739156
267906,20190701,2,PM2.5,10.0
267912,20190701,3,PCA,-76.20494222492648
267912,20190701,3,PM2.5,9.0
267918,20190701,4,PCA,-68.48613811394536
267918,20190701,4,PM2.5,13.0
267924,20190701,5,PCA,-67.47750624928034
267924,20190701,5,PM2.5,15.0
267930,20190701,6,PCA,-72.38183658187559
267930,20190701,6,PM2.5,12.0
267936,20190701,7,PCA,-77.2908336171677
267936,20190701,7,PM2.5,10.0
267942,20190701,8,PCA,-89.67682829485989
267942,20190701,8,PM2.5,7.0
267948,20190701,9,PCA,-99.19577409963067
267948,20190701,9,PM2.5,11.0
267954,20190701,10,PCA,-102.98842887740645
267954,20190701,10,PM2.5,4.0
267960,20190701,11,PCA,-99.80593358087333
267960,20190701,11,PM2.5,8.0
268014,20190701,20,PCA,-93.38976333799499
268014,20190701,20,PM2.5,9.0
268020,20190701,21,PCA,-79.54958710196968
268020,20190701,21,PM2.5,12.0
268026,20190701,22,PCA,-74.75621673306298
268026,20190701,22,PM2.5,17.0
268032,20190701,23,PCA,-58.03585253061669
268032,20190701,23,PM2.5,26.0
268038,20190702,0,PCA,-55.551131945008336
268038,20190702,0,PM2.5,27.0
268044,20190702,1,PCA,-53.07941966234906
268044,20190702,1,PM2.5,28.0
268050,20190702,2,PCA,-65.71535141512189
268050,20190702,2,PM2.5,19.0
268056,20190702,3,PCA,-74.33278663108466
268056,20190702,3,PM2.5,13.0
268062,20190702,4,PCA,-74.024911727412
268062,20190702,4,PM2.5,14.0
268068,20190702,5,PCA,-74.79356659318178
268068,20190702,5,PM2.5,15.0
268074,20190702,6,PCA,-80.0442547520605
268074,20190702,6,PM2.5,14.0
268080,20190702,7,PCA,-70.3859954188356
268080,20190702,7,PM2.5,15.0
268086,20190702,8,PCA,-53.20663037223673
268086,20190702,8,PM2.5,23.0
268092,20190702,9,PCA,-30.569645549125745
268092,20190702,9,PM2.5,30.0
268098,20190702,10,PCA,-39.597321062076375
268098,20190702,10,PM2.5,30.0
268104,20190702,11,PCA,-50.744892894299426
268104,20190702,11,PM2.5,29.0
268110,20190702,12,PCA,-67.01725623801643
268110,20190702,12,PM2.5,27.0
268128,20190702,15,PCA,-33.44338106362122
268128,20190702,15,PM2.5,32.0
268134,20190702,16,PCA,-55.79717235509994
268134,20190702,16,PM2.5,26.0
268140,20190702,17,PCA,-84.36023678164861
268140,20190702,17,PM2.5,17.0
268146,20190702,18,PCA,-78.9921260023915
268146,20190702,18,PM2.5,23.0
268152,20190702,19,PCA,-65.7370581909125
268152,20190702,19,PM2.5,27.0
268158,20190702,20,PCA,-51.784027583515865
268158,20190702,20,PM2.5,31.0
268164,20190702,21,PCA,-55.934019828935725
268164,20190702,21,PM2.5,32.0
268170,20190702,22,PCA,-58.625406987721234
268170,20190702,22,PM2.5,35.0
268176,20190702,23,PCA,-49.393572152151265
268176,20190702,23,PM2.5,37.0
268182,20190703,0,PCA,-70.93582083480723
268182,20190703,0,PM2.5,26.0
268188,20190703,1,PCA,-73.4423052976469
268188,20190703,1,PM2.5,23.0
268194,20190703,2,PCA,-72.36559480640592
268194,20190703,2,PM2.5,23.0
268200,20190703,3,PCA,-69.34401915538817
268200,20190703,3,PM2.5,23.0
268206,20190703,4,PCA,-69.49832584485988
268206,20190703,4,PM2.5,27.0
268212,20190703,5,PCA,-70.6004301550559
268212,20190703,5,PM2.5,28.0
268218,20190703,6,PCA,-66.87984854120711
268218,20190703,6,PM2.5,26.0
268224,20190703,7,PCA,-64.63583881409791
268224,20190703,7,PM2.5,27.0
268230,20190703,8,PCA,-69.31340503855941
268230,20190703,8,PM2.5,25.0
268236,20190703,9,PCA,-70.95231105643967
268236,20190703,9,PM2.5,25.0
268242,20190703,10,PCA,-77.26878329878141
268242,20190703,10,PM2.5,23.0
268248,20190703,11,PCA,-78.15308653151921
268248,20190703,11,PM2.5,26.0
268254,20190703,12,PCA,-103.1591616755829
268254,20190703,12,PM2.5,18.5
268260,20190703,13,PCA,-88.68103051499959
268260,20190703,13,PM2.5,11.0
268266,20190703,14,PCA,-79.91878178125337
268266,20190703,14,PM2.5,27.0
268272,20190703,15,PCA,-76.12397039648785
268272,20190703,15,PM2.5,31.0
268278,20190703,16,PCA,-70.76536500930058
268278,20190703,16,PM2.5,36.0
268284,20190703,17,PCA,-53.177875830486244
268284,20190703,17,PM2.5,20.0
268290,20190703,18,PCA,-37.97010866070915
268290,20190703,18,PM2.5,35.0
268296,20190703,19,PCA,-62.543527507515684
268296,20190703,19,PM2.5,24.0
268302,20190703,20,PCA,-58.09710083814796
268302,20190703,20,PM2.5,44.0
268308,20190703,21,PCA,-68.58754750438871
268308,20190703,21,PM2.5,35.0
268314,20190703,22,PCA,-53.96525802904792
268314,20190703,22,PM2.5,43.0
268320,20190703,23,PCA,-61.122460947320796
268320,20190703,23,PM2.5,38.0
268326,20190704,0,PCA,-41.38750377124842
268326,20190704,0,PM2.5,49.0
268332,20190704,1,PCA,-36.96032921050918
268332,20190704,1,PM2.5,50.0
268338,20190704,2,PCA,-35.72047052532146
268338,20190704,2,PM2.5,49.0
268344,20190704,3,PCA,-34.123046182939085
268344,20190704,3,PM2.5,49.0
268350,20190704,4,PCA,-20.69110727547858
268350,20190704,4,PM2.5,53.0
268356,20190704,5,PCA,-25.571681649712804
268356,20190704,5,PM2.5,48.0
268362,20190704,6,PCA,-10.869641774914948
268362,20190704,6,PM2.5,45.0
268368,20190704,7,PCA,-3.307017406994939
268368,20190704,7,PM2.5,48.0
268374,20190704,8,PCA,10.13474031930045
268374,20190704,8,PM2.5,57.0
268380,20190704,10,PCA,7.000060119070932
268380,20190704,10,PM2.5,64.0
268386,20190704,11,PCA,-48.979539560544126
268386,20190704,11,PM2.5,33.0
268392,20190704,12,PCA,-126.45896520412713
268392,20190704,12,PM2.5,2.0
268566,20190705,17,PCA,-86.26668833472347
268566,20190705,17,PM2.5,14.0
268572,20190705,18,PCA,-90.62991375508376
268572,20190705,18,PM2.5,14.0
268578,20190705,19,PCA,-86.04895125126849
268578,20190705,19,PM2.5,15.0
268584,20190705,20,PCA,-87.91852349104985
268584,20190705,20,PM2.5,17.0
268590,20190705,21,PCA,-83.20787114657236
268590,20190705,21,PM2.5,21.0
268596,20190705,22,PCA,-90.17691630667841
268596,20190705,22,PM2.5,18.0
268602,20190705,23,PCA,-70.0904190989688
268602,20190705,23,PM2.5,28.0
268608,20190706,0,PCA,-71.21545268574877
268608,20190706,0,PM2.5,28.0
268614,20190706,1,PCA,-65.84241738239984
268614,20190706,1,PM2.5,30.0
268620,20190706,2,PCA,-77.89578778538174
268620,20190706,2,PM2.5,22.0
268626,20190706,3,PCA,-102.73767672152196
268626,20190706,3,PM2.5,5.0
268632,20190706,4,PCA,-108.49201228633325
268632,20190706,4,PM2.5,2.0
268638,20190706,5,PCA,-108.75915372476061
268638,20190706,5,PM2.5,1.0
268656,20190706,8,PCA,-102.49480537218459
268656,20190706,8,PM2.5,6.0
268662,20190706,9,PCA,-97.05788445196727
268662,20190706,9,PM2.5,5.0
268668,20190706,10,PCA,-99.69330491365284
268668,20190706,10,PM2.5,6.0
268674,20190706,11,PCA,-106.8689813995655
268674,20190706,11,PM2.5,1.0
268680,20190706,12,PCA,-103.8768130871598
268680,20190706,12,PM2.5,5.0
268686,20190706,13,PCA,-103.05472050472845
268686,20190706,13,PM2.5,7.0
268692,20190706,14,PCA,-103.95064140754354
268692,20190706,14,PM2.5,6.0
268698,20190706,15,PCA,-106.22618371673252
268698,20190706,15,PM2.5,2.0
268704,20190706,16,PCA,-105.82834640599542
268704,20190706,16,PM2.5,3.0
268710,20190706,17,PCA,-104.83040686958464
268710,20190706,17,PM2.5,4.0
268716,20190706,18,PCA,-98.28037405489958
268716,20190706,18,PM2.5,2.0
268722,20190706,19,PCA,-88.38731616842722
268722,20190706,19,PM2.5,6.0
268728,20190706,20,PCA,-93.50484021151495
268728,20190706,20,PM2.5,4.0
268734,20190706,21,PCA,-97.91030425274805
268734,20190706,21,PM2.5,7.0
268740,20190706,22,PCA,-105.04534745878287
268740,20190706,22,PM2.5,5.0
268746,20190706,23,PCA,-106.44958247022738
268746,20190706,23,PM2.5,3.0
268752,20190707,0,PCA,-105.11598241120383
268752,20190707,0,PM2.5,5.0
268758,20190707,1,PCA,-103.28550878205762
268758,20190707,1,PM2.5,7.0
268764,20190707,2,PCA,-103.4874339407194
268764,20190707,2,PM2.5,6.0
268770,20190707,3,PCA,-91.27421114476593
268770,20190707,3,PM2.5,8.0
268776,20190707,4,PCA,-100.15173629991885
268776,20190707,4,PM2.5,6.0
268782,20190707,5,PCA,-101.60260834673805
268782,20190707,5,PM2.5,4.0
268788,20190707,6,PCA,-103.38358583743795
268788,20190707,6,PM2.5,6.0
268794,20190707,7,PCA,-105.54126182490025
268794,20190707,7,PM2.5,3.0
268800,20190707,8,PCA,-104.66134248653763
268800,20190707,8,PM2.5,4.0
268806,20190707,9,PCA,-102.65294161577599
268806,20190707,9,PM2.5,7.0
268812,20190707,10,PCA,-102.204072739011
268812,20190707,10,PM2.5,7.0
268818,20190707,11,PCA,-102.54905277374034
268818,20190707,11,PM2.5,4.0
268824,20190707,12,PCA,-95.20991842682184
268824,20190707,12,PM2.5,11.0
268830,20190707,13,PCA,-90.56914906480678
268830,20190707,13,PM2.5,16.0
268836,20190707,14,PCA,-89.40533851331179
268836,20190707,14,PM2.5,18.0
268842,20190707,15,PCA,-93.14775443377246
268842,20190707,15,PM2.5,12.0
268848,20190707,16,PCA,-91.04952367817455
268848,20190707,16,PM2.5,14.0
268854,20190707,17,PCA,-81.79788470964233
268854,20190707,17,PM2.5,26.0
268860,20190707,18,PCA,-70.02209725539181
268860,20190707,18,PM2.5,34.0
268866,20190707,19,PCA,-79.48669671085361
268866,20190707,19,PM2.5,28.0
268872,20190707,20,PCA,-70.22084339673943
268872,20190707,20,PM2.5,29.0
268878,20190707,21,PCA,-70.91756745341394
268878,20190707,21,PM2.5,24.0
268884,20190707,22,PCA,-89.36854165086537
268884,20190707,22,PM2.5,15.0
268890,20190707,23,PCA,-93.24804145386761
268890,20190707,23,PM2.5,16.0
268896,20190708,0,PCA,-81.59120331245471
268896,20190708,0,PM2.5,21.0
268902,20190708,1,PCA,-76.16724211982897
268902,20190708,1,PM2.5,22.0
268908,20190708,2,PCA,-77.49406834304261
268908,20190708,2,PM2.5,22.0
268914,20190708,3,PCA,-66.52458463220124
268914,20190708,3,PM2.5,28.0
268920,20190708,4,PCA,-44.98221389411717
268920,20190708,4,PM2.5,41.0
268926,20190708,5,PCA,-52.364244402158796
268926,20190708,5,PM2.5,35.0
268932,20190708,6,PCA,-43.034956934355286
268932,20190708,6,PM2.5,42.0
268938,20190708,7,PCA,-47.30682577742007
268938,20190708,7,PM2.5,39.0
268944,20190708,8,PCA,-51.33099893242304
268944,20190708,8,PM2.5,36.0
268950,20190708,9,PCA,-64.90628803236156
268950,20190708,9,PM2.5,30.0
268956,20190708,10,PCA,-81.93737525878485
268956,20190708,10,PM2.5,22.0
268962,20190708,11,PCA,-86.12079946938363
268962,20190708,11,PM2.5,21.0
268968,20190708,12,PCA,-85.64849876557754
268968,20190708,12,PM2.5,19.0
268974,20190708,13,PCA,-83.83641850086899
268974,20190708,13,PM2.5,20.0
268980,20190708,14,PCA,-74.4796736649009
268980,20190708,14,PM2.5,24.0
268986,20190708,15,PCA,-66.51904045693911
268986,20190708,15,PM2.5,24.0
268992,20190708,16,PCA,-66.17477165341411
268992,20190708,16,PM2.5,23.0
268998,20190708,17,PCA,-70.94640465733767
268998,20190708,17,PM2.5,23.0
269004,20190708,18,PCA,-82.31410993365112
269004,20190708,18,PM2.5,20.0
269010,20190708,19,PCA,-83.15842432116814
269010,20190708,19,PM2.5,20.0
269016,20190708,20,PCA,-77.83669275589074
269016,20190708,20,PM2.5,23.0
269022,20190708,21,PCA,-73.29538621759347
269022,20190708,21,PM2.5,23.0
269028,20190708,22,PCA,-66.65963662559217
269028,20190708,22,PM2.5,25.0
269034,20190708,23,PCA,-58.47583504254902
269034,20190708,23,PM2.5,27.0
269040,20190709,0,PCA,-56.53250531035385
269040,20190709,0,PM2.5,32.0
269046,20190709,1,PCA,-50.15848224383047
269046,20190709,1,PM2.5,32.0
269052,20190709,2,PCA,-54.40899670234087
269052,20190709,2,PM2.5,33.0
269058,20190709,3,PCA,-54.677348162723646
269058,20190709,3,PM2.5,32.0
269064,20190709,4,PCA,-47.98771715271244
269064,20190709,4,PM2.5,33.0
269070,20190709,5,PCA,-47.48832759690964
269070,20190709,5,PM2.5,24.0
269076,20190709,6,PCA,-33.730482645178725
269076,20190709,6,PM2.5,28.0
269082,20190709,7,PCA,-26.3576798657797
269082,20190709,7,PM2.5,36.0
269088,20190709,8,PCA,-24.79271484847909
269088,20190709,8,PM2.5,42.0
269094,20190709,9,PCA,-44.99793190516944
269094,20190709,9,PM2.5,33.0
269100,20190709,10,PCA,-50.017062222373056
269100,20190709,10,PM2.5,30.0
269106,20190709,11,PCA,-53.52012556708528
269106,20190709,11,PM2.5,31.0
269112,20190709,12,PCA,-46.43983404474101
269112,20190709,12,PM2.5,32.0
269118,20190709,13,PCA,-61.69564051513645
269118,20190709,13,PM2.5,33.0
269124,20190709,14,PCA,-82.7116152925025
269124,20190709,14,PM2.5,23.0
269130,20190709,15,PCA,-74.48957222956656
269130,20190709,15,PM2.5,27.0
269136,20190709,16,PCA,-84.34508128363399
269136,20190709,16,PM2.5,21.0
269142,20190709,17,PCA,-86.12953356542992
269142,20190709,17,PM2.5,20.0
269148,20190709,18,PCA,-88.121932871739
269148,20190709,18,PM2.5,17.0
269154,20190709,19,PCA,-68.13909412765156
269154,20190709,19,PM2.5,27.0
269160,20190709,20,PCA,-77.39951990984538
269160,20190709,20,PM2.5,26.0
269166,20190709,21,PCA,-75.30326376513241
269166,20190709,21,PM2.5,26.0
269172,20190709,22,PCA,-61.5077785307515
269172,20190709,22,PM2.5,28.0
269178,20190709,23,PCA,-45.76126079631438
269178,20190709,23,PM2.5,37.0
269184,20190710,0,PCA,-32.12279912378757
269184,20190710,0,PM2.5,51.0
269190,20190710,1,PCA,-22.835511221916835
269190,20190710,1,PM2.5,55.0
269196,20190710,2,PCA,-14.53173618403394
269196,20190710,2,PM2.5,61.0
269202,20190710,3,PCA,-18.080074397521525
269202,20190710,3,PM2.5,59.0
269208,20190710,4,PCA,-22.682812977045785
269208,20190710,4,PM2.5,55.0
269214,20190710,5,PCA,-22.17912077149929
269214,20190710,5,PM2.5,57.0
269220,20190710,6,PCA,12.128033895475463
269220,20190710,6,PM2.5,79.0
269226,20190710,7,PCA,-15.405710100041313
269226,20190710,7,PM2.5,63.0
269232,20190710,8,PCA,-19.961516806869607
269232,20190710,8,PM2.5,59.0
269238,20190710,9,PCA,9.362096115070141
269238,20190710,9,PM2.5,77.0
269244,20190710,10,PCA,2.470417890969073
269244,20190710,10,PM2.5,73.0
269262,20190710,13,PCA,-61.44032207967744
269262,20190710,13,PM2.5,39.0
269268,20190710,14,PCA,-85.51042222869837
269268,20190710,14,PM2.5,20.0
269274,20190710,15,PCA,-77.60200700698168
269274,20190710,15,PM2.5,28.0
269280,20190710,16,PCA,-78.70345489039909
269280,20190710,16,PM2.5,25.0
269286,20190710,17,PCA,-67.19616403773044
269286,20190710,17,PM2.5,30.0
269292,20190710,18,PCA,-64.5316246479732
269292,20190710,18,PM2.5,27.0
269298,20190710,19,PCA,-68.48733195237332
269298,20190710,19,PM2.5,29.0
269304,20190710,20,PCA,-51.64506591434021
269304,20190710,20,PM2.5,44.0
269310,20190710,21,PCA,-63.785840886480386
269310,20190710,21,PM2.5,30.0
269316,20190710,22,PCA,-59.37316382613404
269316,20190710,22,PM2.5,36.0
269322,20190710,23,PCA,-70.23447624697786
269322,20190710,23,PM2.5,30.0
269328,20190711,0,PCA,-59.614540486644024
269328,20190711,0,PM2.5,33.0
269334,20190711,1,PCA,-63.782919093056734
269334,20190711,1,PM2.5,28.0
269340,20190711,2,PCA,-73.52799411601441
269340,20190711,2,PM2.5,26.0
269346,20190711,3,PCA,-74.3774050142994
269346,20190711,3,PM2.5,27.0
269352,20190711,4,PCA,-61.92307540069742
269352,20190711,4,PM2.5,33.0
269358,20190711,5,PCA,-55.6503314926395
269358,20190711,5,PM2.5,36.0
269364,20190711,6,PCA,-55.29127114661743
269364,20190711,6,PM2.5,35.0
269370,20190711,7,PCA,-50.413274452321595
269370,20190711,7,PM2.5,40.0
269376,20190711,8,PCA,-55.93937257426503
269376,20190711,8,PM2.5,38.0
269382,20190711,9,PCA,-70.66638915369036
269382,20190711,9,PM2.5,31.0
269388,20190711,10,PCA,-66.16187947783952
269388,20190711,10,PM2.5,34.0
269394,20190711,11,PCA,-65.97106383653215
269394,20190711,11,PM2.5,35.0
269400,20190711,12,PCA,-61.44797491629041
269400,20190711,12,PM2.5,38.0
269406,20190711,13,PCA,-68.95542214965927
269406,20190711,13,PM2.5,36.0
269412,20190711,14,PCA,-64.26720590654082
269412,20190711,14,PM2.5,29.0
269418,20190711,15,PCA,-70.74400895185059
269418,20190711,15,PM2.5,21.0
269424,20190711,16,PCA,-78.67881853278622
269424,20190711,16,PM2.5,20.0
269430,20190711,17,PCA,-86.48757631570938
269430,20190711,17,PM2.5,13.0
269436,20190711,18,PCA,-81.81874916271056
269436,20190711,18,PM2.5,18.0
269442,20190711,20,PCA,-84.15060542864872
269442,20190711,20,PM2.5,17.0
269448,20190711,21,PCA,-77.69387307281853
269448,20190711,21,PM2.5,21.0
269454,20190711,22,PCA,-74.22796821688813
269454,20190711,22,PM2.5,20.0
269460,20190711,23,PCA,-82.77299612817527
269460,20190711,23,PM2.5,15.0
269466,20190712,0,PCA,-69.59283962819097
269466,20190712,0,PM2.5,18.0
269472,20190712,1,PCA,-54.2531759393809
269472,20190712,1,PM2.5,26.0
269478,20190712,2,PCA,-56.260187798066205
269478,20190712,2,PM2.5,21.0
269484,20190712,3,PCA,-66.3993104018388
269484,20190712,3,PM2.5,17.0
269490,20190712,4,PCA,-73.82611911817169
269490,20190712,4,PM2.5,16.0
269496,20190712,5,PCA,-76.82832048690369
269496,20190712,5,PM2.5,15.0
269502,20190712,6,PCA,-80.43840394876679
269502,20190712,6,PM2.5,15.0
269508,20190712,7,PCA,-85.63655150214157
269508,20190712,7,PM2.5,14.0
269514,20190712,8,PCA,-83.94327865281025
269514,20190712,8,PM2.5,20.0
269520,20190712,9,PCA,-81.03633846054092
269520,20190712,9,PM2.5,21.0
269526,20190712,10,PCA,-85.14606514130644
269526,20190712,10,PM2.5,20.0
269532,20190712,11,PCA,-80.64982399009298
269532,20190712,11,PM2.5,23.0
269538,20190712,12,PCA,-75.17074323771868
269538,20190712,12,PM2.5,19.0
269544,20190712,13,PCA,-49.73670114367102
269544,20190712,13,PM2.5,21.0
269550,20190712,14,PCA,-42.930038314275976
269550,20190712,14,PM2.5,22.0
269556,20190712,15,PCA,-41.407874888257226
269556,20190712,15,PM2.5,20.0
269562,20190712,16,PCA,-37.19633027785988
269562,20190712,16,PM2.5,23.0
269568,20190712,17,PCA,-43.637907135675434
269568,20190712,17,PM2.5,23.0
269574,20190712,18,PCA,-57.2566069686607
269574,20190712,18,PM2.5,19.0
269580,20190712,19,PCA,-44.876179348561784
269580,20190712,19,PM2.5,26.0
269586,20190712,20,PCA,-48.39796835317028
269586,20190712,20,PM2.5,30.0
269592,20190712,21,PCA,-55.590553190892884
269592,20190712,21,PM2.5,34.0
269598,20190712,22,PCA,-45.36093269523364
269598,20190712,22,PM2.5,38.0
269604,20190712,23,PCA,-43.30501578829434
269604,20190712,23,PM2.5,40.0
269610,20190713,0,PCA,-39.5931083079113
269610,20190713,0,PM2.5,44.0
269616,20190713,1,PCA,-27.33501300827209
269616,20190713,1,PM2.5,49.0
269622,20190713,2,PCA,-21.747631449656005
269622,20190713,2,PM2.5,49.0
269628,20190713,3,PCA,-15.477162444309908
269628,20190713,3,PM2.5,54.0
269634,20190713,4,PCA,-14.495841493464335
269634,20190713,4,PM2.5,40.0
269640,20190713,5,PCA,3.6324196290901023
269640,20190713,5,PM2.5,62.0
269646,20190713,6,PCA,26.636038071743823
269646,20190713,6,PM2.5,80.0
269652,20190713,7,PCA,45.468680605630716
269652,20190713,7,PM2.5,97.0
269658,20190713,8,PCA,55.129307141008624
269658,20190713,8,PM2.5,107.0
269664,20190713,9,PCA,46.08660349411674
269664,20190713,9,PM2.5,105.0
269670,20190713,10,PCA,38.21739993906532
269670,20190713,10,PM2.5,103.0
269676,20190713,11,PCA,27.105495150535393
269676,20190713,11,PM2.5,98.0
269682,20190713,12,PCA,-1.3207723895257972
269682,20190713,12,PM2.5,83.0
269688,20190713,13,PCA,-13.084233016044658
269688,20190713,13,PM2.5,62.0
269694,20190713,14,PCA,-13.37654165471954
269694,20190713,14,PM2.5,58.0
269700,20190713,15,PCA,-10.563118406441404
269700,20190713,15,PM2.5,64.0
269706,20190713,16,PCA,-18.192305358016558
269706,20190713,16,PM2.5,59.0
269712,20190713,17,PCA,-25.635361481335813
269712,20190713,17,PM2.5,52.0
269718,20190713,18,PCA,-24.695785917356158
269718,20190713,18,PM2.5,52.0
269724,20190713,19,PCA,-26.01901031862927
269724,20190713,19,PM2.5,53.0
269730,20190713,20,PCA,-34.73638730702875
269730,20190713,20,PM2.5,52.0
269736,20190713,21,PCA,-31.774898964005395
269736,20190713,21,PM2.5,58.0
269742,20190713,22,PCA,-29.327310021701837
269742,20190713,22,PM2.5,60.0
269748,20190713,23,PCA,-42.835961352804794
269748,20190713,23,PM2.5,48.0
269754,20190714,0,PCA,-32.042451626787305
269754,20190714,0,PM2.5,57.0
269760,20190714,1,PCA,-53.32122051540394
269760,20190714,1,PM2.5,31.0
269766,20190714,2,PCA,-93.98224675871582
269766,20190714,2,PM2.5,11.0
269772,20190714,3,PCA,-97.49499640003481
269772,20190714,3,PM2.5,8.0
269778,20190714,4,PCA,-96.8873574812993
269778,20190714,4,PM2.5,10.0
269784,20190714,5,PCA,-95.68687709820242
269784,20190714,5,PM2.5,11.0
269790,20190714,6,PCA,-97.01429765534712
269790,20190714,6,PM2.5,10.0
269796,20190714,7,PCA,-99.5669573418585
269796,20190714,7,PM2.5,7.0
269802,20190714,8,PCA,-101.06766355172111
269802,20190714,8,PM2.5,5.0
269808,20190714,9,PCA,-99.05668500102111
269808,20190714,9,PM2.5,8.0
269814,20190714,10,PCA,-100.09184796421061
269814,20190714,10,PM2.5,4.0
269820,20190714,11,PCA,-95.0436951606344
269820,20190714,11,PM2.5,8.0
269826,20190714,12,PCA,-95.18010872312016
269826,20190714,12,PM2.5,7.0
269832,20190714,13,PCA,-91.5663645902077
269832,20190714,13,PM2.5,9.0
269838,20190714,14,PCA,-90.45910492013489
269838,20190714,14,PM2.5,8.0
269844,20190714,15,PCA,-89.59776482616324
269844,20190714,15,PM2.5,9.0
269850,20190714,16,PCA,-63.34324862561734
269850,20190714,16,PM2.5,11.0
269856,20190714,17,PCA,-50.584300682624736
269856,20190714,17,PM2.5,18.0
269862,20190714,18,PCA,-54.196491277600956
269862,20190714,18,PM2.5,15.0
269868,20190714,19,PCA,-52.501578598243114
269868,20190714,19,PM2.5,21.0
269874,20190714,20,PCA,-54.608711219486004
269874,20190714,20,PM2.5,23.0
269880,20190714,21,PCA,-56.273626744345734
269880,20190714,21,PM2.5,25.0
269886,20190714,22,PCA,-67.47198997418492
269886,20190714,22,PM2.5,25.0
269892,20190715,0,PCA,-28.69334259630101
269892,20190715,0,PM2.5,59.0
