,date,hour,type,东四
2634,20140422,7,PCA,-12.428383013454626
2634,20140422,7,PM2.5,51.0
2640,20140422,8,PCA,-15.089116590963428
2640,20140422,8,PM2.5,58.0
2646,20140422,9,PCA,-3.635017155051132
2646,20140422,9,PM2.5,73.0
2652,20140422,10,PCA,-2.7735092914807487
2652,20140422,10,PM2.5,69.0
2658,20140422,11,PCA,-4.440147694718531
2658,20140422,11,PM2.5,64.0
2664,20140422,12,PCA,-9.699921286190113
2664,20140422,12,PM2.5,59.0
2670,20140422,13,PCA,12.649900366072018
2670,20140422,13,PM2.5,91.0
2676,20140422,14,PCA,62.44191621992849
2676,20140422,14,PM2.5,144.0
2682,20140422,15,PCA,59.98837659949309
2682,20140422,15,PM2.5,135.0
2688,20140422,16,PCA,24.397696798377837
2688,20140422,16,PM2.5,100.0
2694,20140422,18,PCA,-11.192983002737439
2694,20140422,18,PM2.5,65.0
2700,20140422,19,PCA,-27.467931040367837
2700,20140422,19,PM2.5,59.0
2706,20140422,20,PCA,-3.9277524568904596
2706,20140422,20,PM2.5,80.0
2712,20140422,21,PCA,2.56447495595673
2712,20140422,21,PM2.5,77.0
2718,20140422,22,PCA,-2.872730248580751
2718,20140422,22,PM2.5,65.0
2724,20140422,23,PCA,-6.573528211609392
2724,20140422,23,PM2.5,61.0
2730,20140423,0,PCA,-0.9222057317695038
2730,20140423,0,PM2.5,72.0
2736,20140423,1,PCA,0.15976579609935884
2736,20140423,1,PM2.5,72.0
2742,20140423,2,PCA,4.074056487141064
2742,20140423,2,PM2.5,76.0
2748,20140423,3,PCA,10.534236788590242
2748,20140423,3,PM2.5,82.0
2754,20140423,4,PCA,24.824458828136347
2754,20140423,4,PM2.5,93.0
2760,20140423,5,PCA,30.854529761638542
2760,20140423,5,PM2.5,92.0
2766,20140423,6,PCA,44.37850262867714
2766,20140423,6,PM2.5,101.0
2772,20140423,7,PCA,58.7025321530148
2772,20140423,7,PM2.5,113.0
2778,20140423,8,PCA,76.73096509788508
2778,20140423,8,PM2.5,128.0
2784,20140423,9,PCA,90.8645136376312
2784,20140423,9,PM2.5,138.0
2790,20140423,10,PCA,114.27399338430996
2790,20140423,10,PM2.5,153.0
2796,20140423,11,PCA,139.3977922156036
2796,20140423,11,PM2.5,171.0
2802,20140423,12,PCA,140.94836058415038
2802,20140423,12,PM2.5,166.0
2808,20140423,13,PCA,150.41714746036132
2808,20140423,13,PM2.5,177.0
2814,20140423,14,PCA,161.39980099402777
2814,20140423,14,PM2.5,187.0
2820,20140423,15,PCA,151.07621642636573
2820,20140423,15,PM2.5,174.0
2826,20140423,16,PCA,148.88433375122386
2826,20140423,16,PM2.5,172.0
2832,20140423,17,PCA,136.57519189479834
2832,20140423,17,PM2.5,155.0
2838,20140423,18,PCA,110.9977530815979
2838,20140423,18,PM2.5,133.0
2844,20140429,2,PCA,8.589571561337005
2844,20140429,2,PM2.5,75.7
2850,20140429,3,PCA,12.767767058180388
2850,20140429,3,PM2.5,79.1
2856,20140429,4,PCA,16.65862152937043
2856,20140429,4,PM2.5,77.6
2862,20140429,5,PCA,16.951151437737018
2862,20140429,5,PM2.5,76.1
2868,20140429,6,PCA,8.965750419322946
2868,20140429,6,PM2.5,67.1
2874,20140429,7,PCA,8.37710125186508
2874,20140429,7,PM2.5,69.7
2880,20140429,8,PCA,13.630450539616827
2880,20140429,8,PM2.5,74.9
2886,20140429,9,PCA,30.36421461961714
2886,20140429,9,PM2.5,96.6
2892,20140429,10,PCA,21.588699710072458
2892,20140429,10,PM2.5,87.6
2898,20140429,11,PCA,10.613592801143128
2898,20140429,11,PM2.5,85.4
2904,20140429,12,PCA,23.004431857708617
2904,20140429,12,PM2.5,98.6
2910,20140429,13,PCA,17.67127290160093
2910,20140429,13,PM2.5,101.2
2916,20140429,14,PCA,4.2458295968127215
2916,20140429,14,PM2.5,89.5
2922,20140429,15,PCA,-10.637301511394874
2922,20140429,15,PM2.5,74.7
2928,20140429,16,PCA,-9.41283681347109
2928,20140429,16,PM2.5,76.9
2934,20140429,17,PCA,-18.468612891937635
2934,20140429,17,PM2.5,63.8
2940,20140429,18,PCA,37.32772278125811
2940,20140429,18,PM2.5,138.4
2946,20140429,19,PCA,-7.3241922060550335
2946,20140429,19,PM2.5,70.1
2952,20140429,20,PCA,-0.9517667200164899
2952,20140429,20,PM2.5,74.1
2958,20140429,21,PCA,16.367096062010198
2958,20140429,21,PM2.5,90.0
2976,20140430,0,PCA,0.5009372107145432
2976,20140430,0,PM2.5,54.8
2982,20140430,1,PCA,16.080105235428622
2982,20140430,1,PM2.5,79.6
2988,20140430,2,PCA,16.292732782848734
2988,20140430,2,PM2.5,78.6
2994,20140430,3,PCA,20.502250457160613
2994,20140430,3,PM2.5,80.6
3000,20140430,4,PCA,30.112586126415714
3000,20140430,4,PM2.5,92.3
3006,20140430,5,PCA,33.57016927129867
3006,20140430,5,PM2.5,93.8
3012,20140430,6,PCA,41.98104380969495
3012,20140430,6,PM2.5,99.3
3018,20140430,7,PCA,48.28254184695574
3018,20140430,7,PM2.5,104.6
3024,20140430,8,PCA,61.32587211841347
3024,20140430,8,PM2.5,111.2
3030,20140430,9,PCA,74.77378198061128
3030,20140430,9,PM2.5,123.8
3036,20140430,10,PCA,81.23121775463393
3036,20140430,10,PM2.5,136.0
3042,20140430,11,PCA,177.9987141568354
3042,20140430,11,PM2.5,278.8
3048,20140430,12,PCA,86.729131830985
3048,20140430,12,PM2.5,166.0
3054,20140430,13,PCA,-0.9303415017097911
3054,20140430,13,PM2.5,53.2
3060,20140430,14,PCA,21.526844825369455
3060,20140430,14,PM2.5,88.3
3066,20140430,15,PCA,15.726508096201472
3066,20140430,15,PM2.5,79.4
3072,20140430,16,PCA,13.138608663606766
3072,20140430,16,PM2.5,77.0
3078,20140430,17,PCA,7.232943426371751
3078,20140430,17,PM2.5,67.4
3084,20140430,18,PCA,4.8830026209663435
3084,20140430,18,PM2.5,66.8
3090,20140430,19,PCA,15.75550252750552
3090,20140430,19,PM2.5,79.4
3096,20140430,20,PCA,17.92958584526708
3096,20140430,20,PM2.5,77.5
3102,20140430,21,PCA,16.334560306691888
3102,20140430,21,PM2.5,72.3
3108,20140430,22,PCA,17.731788374670607
3108,20140430,22,PM2.5,73.6
3114,20140430,23,PCA,19.383288591378506
3114,20140430,23,PM2.5,76.3
3120,20140501,0,PCA,31.389670665271915
3120,20140501,0,PM2.5,90.0
3126,20140501,1,PCA,37.872205209544816
3126,20140501,1,PM2.5,93.5
3132,20140501,2,PCA,39.9223810011123
3132,20140501,2,PM2.5,99.8
3138,20140501,3,PCA,43.66004175175075
3138,20140501,3,PM2.5,106.6
3144,20140501,4,PCA,53.81608041530722
3144,20140501,4,PM2.5,118.4
3150,20140501,5,PCA,64.67391223007056
3150,20140501,5,PM2.5,128.6
3156,20140501,6,PCA,71.68498984666398
3156,20140501,6,PM2.5,132.5
3162,20140501,7,PCA,76.19731756094382
3162,20140501,7,PM2.5,137.8
3168,20140501,8,PCA,87.70842742701497
3168,20140501,8,PM2.5,148.1
3174,20140501,9,PCA,102.11127930534097
3174,20140501,9,PM2.5,165.1
3180,20140501,10,PCA,100.46048607969307
3180,20140501,10,PM2.5,168.3
3186,20140501,11,PCA,78.31692558317715
3186,20140501,11,PM2.5,150.9
3192,20140501,12,PCA,69.51383922817911
3192,20140501,12,PM2.5,143.2
3198,20140501,13,PCA,80.71052873036065
3198,20140501,13,PM2.5,156.3
3204,20140501,14,PCA,73.07141532779046
3204,20140501,14,PM2.5,145.0
3210,20140501,15,PCA,69.04099383646432
3210,20140501,15,PM2.5,136.9
3216,20140501,16,PCA,79.68504107308402
3216,20140501,16,PM2.5,148.5
3222,20140501,17,PCA,78.74093204420993
3222,20140501,17,PM2.5,143.0
3228,20140501,18,PCA,51.11463721131678
3228,20140501,18,PM2.5,89.4
3234,20140501,19,PCA,33.683080565690354
3234,20140501,19,PM2.5,59.3
3240,20140501,20,PCA,28.95338588303297
3240,20140501,20,PM2.5,59.6
3246,20140501,21,PCA,17.902489671251605
3246,20140501,21,PM2.5,44.9
3252,20140501,22,PCA,5.244573431884641
3252,20140501,22,PM2.5,30.5
3258,20140501,23,PCA,5.241417089911612
3258,20140501,23,PM2.5,28.3
3264,20140502,0,PCA,0.27404722431362183
3264,20140502,0,PM2.5,25.9
3270,20140502,1,PCA,-3.4650161873815937
3270,20140502,1,PM2.5,24.6
3276,20140502,2,PCA,-6.00748867849292
3276,20140502,2,PM2.5,24.5
3282,20140502,3,PCA,-13.465245817473386
3282,20140502,3,PM2.5,19.2
3288,20140502,4,PCA,-16.638985030635453
3288,20140502,4,PM2.5,20.3
3294,20140502,5,PCA,-21.71524982033661
3294,20140502,5,PM2.5,19.3
3300,20140502,6,PCA,-31.062646731160086
3300,20140502,6,PM2.5,13.7
3306,20140502,7,PCA,-41.443197139493066
3306,20140502,7,PM2.5,7.6
3312,20140502,8,PCA,-41.810263151247206
3312,20140502,8,PM2.5,12.1
3318,20140502,9,PCA,-39.199865658211664
3318,20140502,9,PM2.5,25.1
3324,20140502,10,PCA,-42.521391051911266
3324,20140502,10,PM2.5,25.1
3330,20140502,11,PCA,-47.321859736840366
3330,20140502,11,PM2.5,22.0
3336,20140502,12,PCA,-55.42379056880812
3336,20140502,12,PM2.5,15.4
3342,20140502,13,PCA,-58.627473828495866
3342,20140502,13,PM2.5,15.4
3348,20140502,14,PCA,-63.10668236706611
3348,20140502,14,PM2.5,13.0
3354,20140502,15,PCA,-63.71006607369642
3354,20140502,15,PM2.5,15.5
3360,20140502,16,PCA,-70.62071546903829
3360,20140502,16,PM2.5,6.5
3366,20140502,17,PCA,-71.56083985163626
3366,20140502,17,PM2.5,9.3
3372,20140502,18,PCA,-68.66815410161469
3372,20140502,18,PM2.5,11.1
3378,20140502,19,PCA,-70.57856467284768
3378,20140502,19,PM2.5,10.3
3384,20140502,20,PCA,-69.29810081087493
3384,20140502,20,PM2.5,12.6
3390,20140502,21,PCA,-68.65727768709672
3390,20140502,21,PM2.5,14.2
3396,20140502,22,PCA,-62.3164011527487
3396,20140502,22,PM2.5,16.4
3402,20140502,23,PCA,-55.354028135633804
3402,20140502,23,PM2.5,15.9
3408,20140503,0,PCA,-49.00658448739481
3408,20140503,0,PM2.5,22.3
3414,20140503,1,PCA,-48.35508624304056
3414,20140503,1,PM2.5,22.2
3420,20140503,2,PCA,-47.81674852261609
3420,20140503,2,PM2.5,23.2
3426,20140503,3,PCA,-45.87365881342609
3426,20140503,3,PM2.5,25.8
3432,20140503,4,PCA,-48.132711253871065
3432,20140503,4,PM2.5,23.5
3438,20140503,5,PCA,-49.89715599666882
3438,20140503,5,PM2.5,20.5
3444,20140503,6,PCA,-48.937570001290695
3444,20140503,6,PM2.5,21.2
3450,20140503,7,PCA,-28.067273483047625
3450,20140503,7,PM2.5,47.1
3456,20140503,8,PCA,-9.983255056954174
3456,20140503,8,PM2.5,68.8
3462,20140503,9,PCA,-22.200601700392603
3462,20140503,9,PM2.5,59.3
3468,20140503,10,PCA,-29.102979226773527
3468,20140503,10,PM2.5,55.8
3474,20140503,11,PCA,-30.905296454352925
3474,20140503,11,PM2.5,58.1
3480,20140503,12,PCA,-33.553660880363715
3480,20140503,12,PM2.5,57.5
3486,20140503,13,PCA,-40.18270723458222
3486,20140503,13,PM2.5,50.1
3492,20140503,14,PCA,-38.1008798588065
3492,20140503,14,PM2.5,49.2
3498,20140503,15,PCA,-55.833838120744815
3498,20140503,15,PM2.5,20.9
3504,20140503,16,PCA,-58.04680843025784
3504,20140503,16,PM2.5,19.3
3510,20140503,17,PCA,-56.688766845745306
3510,20140503,17,PM2.5,21.4
3516,20140503,18,PCA,-43.383252099847546
3516,20140503,18,PM2.5,33.5
3522,20140503,19,PCA,-15.36725085801076
3522,20140503,19,PM2.5,62.2
3528,20140503,20,PCA,-20.787298818015046
3528,20140503,20,PM2.5,46.4
3534,20140503,21,PCA,-34.63972479062739
3534,20140503,21,PM2.5,21.6
3540,20140503,22,PCA,-29.659613301022006
3540,20140503,22,PM2.5,27.9
3546,20140503,23,PCA,-29.80973192009222
3546,20140503,23,PM2.5,25.2
3552,20140504,0,PCA,-24.645697087069273
3552,20140504,0,PM2.5,31.8
3558,20140504,1,PCA,-27.05316793471168
3558,20140504,1,PM2.5,26.0
3564,20140504,2,PCA,-24.129311760346923
3564,20140504,2,PM2.5,32.2
3570,20140504,3,PCA,-30.651370328933705
3570,20140504,3,PM2.5,24.0
3576,20140504,4,PCA,-32.64345585860698
3576,20140504,4,PM2.5,22.9
3582,20140504,5,PCA,-26.6567919847663
3582,20140504,5,PM2.5,32.6
3588,20140504,6,PCA,-28.887260278894146
3588,20140504,6,PM2.5,29.8
3594,20140504,7,PCA,-33.25999278172988
3594,20140504,7,PM2.5,25.1
3600,20140504,8,PCA,-32.22327268645818
3600,20140504,8,PM2.5,30.1
3606,20140504,9,PCA,-38.3727835260704
3606,20140504,9,PM2.5,23.3
3612,20140504,10,PCA,-39.685360789380766
3612,20140504,10,PM2.5,23.8
3618,20140504,11,PCA,-40.997938052691154
3618,20140504,11,PM2.5,24.3
3624,20140504,12,PCA,-44.30752539437927
3624,20140504,12,PM2.5,17.7
3630,20140504,13,PCA,70.13026135895662
3630,20140504,13,PM2.5,188.5
3636,20140504,14,PCA,-2.0307633450172795
3636,20140504,14,PM2.5,81.5
3642,20140504,15,PCA,-50.48183418871396
3642,20140504,15,PM2.5,9.2
3648,20140504,16,PCA,-54.390622470500524
3648,20140504,16,PM2.5,3.0
3654,20140504,17,PCA,-53.18229250327239
3654,20140504,17,PM2.5,6.7
3660,20140504,18,PCA,-55.20056229015292
3660,20140504,18,PM2.5,12.4
3666,20140504,19,PCA,-53.88213677839889
3666,20140504,19,PM2.5,25.3
3672,20140504,20,PCA,-59.937812442217464
3672,20140504,20,PM2.5,18.1
3678,20140504,21,PCA,-53.44049268432553
3678,20140504,21,PM2.5,22.4
3684,20140504,22,PCA,-43.707986064157424
3684,20140504,22,PM2.5,32.5
3690,20140504,23,PCA,-55.457536062234794
3690,20140504,23,PM2.5,19.5
3696,20140505,0,PCA,-47.557577983680524
3696,20140505,0,PM2.5,23.5
3702,20140505,1,PCA,-43.65715739156143
3702,20140505,1,PM2.5,26.1
3708,20140505,2,PCA,-45.1256078503894
3708,20140505,2,PM2.5,23.4
3714,20140505,3,PCA,-32.48864006165091
3714,20140505,3,PM2.5,40.5
3720,20140505,4,PCA,-39.4275168201577
3720,20140505,4,PM2.5,30.05
3726,20140505,5,PCA,-46.36639357866448
3726,20140505,5,PM2.5,19.6
3732,20140505,6,PCA,-52.40948830010417
3732,20140505,6,PM2.5,13.9
3738,20140505,7,PCA,-61.71419457359029
3738,20140505,7,PM2.5,9.9
3744,20140505,8,PCA,-66.5914085185816
3744,20140505,8,PM2.5,9.1
3750,20140505,9,PCA,-72.00501536466417
3750,20140505,9,PM2.5,6.9
3756,20140505,10,PCA,-76.27081044807744
3756,20140505,10,PM2.5,3.4
3762,20140505,11,PCA,-77.963823634091
3762,20140505,11,PM2.5,5.2
3768,20140505,12,PCA,-76.39255800405806
3768,20140505,12,PM2.5,8.8
3774,20140505,13,PCA,-75.54508756288126
3774,20140505,13,PM2.5,13.5
3780,20140505,14,PCA,-82.14918352370215
3780,20140505,14,PM2.5,7.2
3786,20140505,15,PCA,-81.63208152246304
3786,20140505,15,PM2.5,5.7
3792,20140505,16,PCA,-79.31205937300818
3792,20140505,16,PM2.5,8.8
3798,20140505,17,PCA,-79.14649564891377
3798,20140505,17,PM2.5,9.0
3804,20140505,18,PCA,-78.08728363355725
3804,20140505,18,PM2.5,13.0
3810,20140505,19,PCA,-77.3683090677352
3810,20140505,19,PM2.5,12.0
3816,20140505,20,PCA,-71.57978728071852
3816,20140505,20,PM2.5,15.7
3822,20140505,21,PCA,-64.80808147520432
3822,20140505,21,PM2.5,17.5
3828,20140505,22,PCA,-58.26262691928299
3828,20140505,22,PM2.5,19.2
3834,20140505,23,PCA,-46.52024236529712
3834,20140505,23,PM2.5,36.3
3840,20140506,0,PCA,-45.46499636738938
3840,20140506,0,PM2.5,42.0
3846,20140506,1,PCA,-39.18013800940359
3846,20140506,1,PM2.5,48.1
3852,20140506,2,PCA,-40.31011974697266
3852,20140506,2,PM2.5,44.3
3858,20140506,3,PCA,-36.030481231990265
3858,20140506,3,PM2.5,48.2
3864,20140506,4,PCA,-18.68517894953897
3864,20140506,4,PM2.5,64.7
3870,20140506,5,PCA,-20.448379481497074
3870,20140506,5,PM2.5,55.7
3876,20140506,6,PCA,-22.086488500535214
3876,20140506,6,PM2.5,53.9
3882,20140506,7,PCA,-17.96705671918486
3882,20140506,7,PM2.5,59.8
3888,20140506,8,PCA,-20.397908212818912
3888,20140506,8,PM2.5,55.0
3894,20140506,9,PCA,-20.338781130863403
3894,20140506,9,PM2.5,55.8
3900,20140506,10,PCA,-18.511373245932894
3900,20140506,10,PM2.5,61.0
3930,20140506,15,PCA,-24.742541182654637
3930,20140506,15,PM2.5,56.2
3936,20140506,16,PCA,2.823913751052958
3936,20140506,16,PM2.5,99.7
3942,20140506,17,PCA,12.030919074899039
3942,20140506,17,PM2.5,111.3
3948,20140506,18,PCA,21.932055628331472
3948,20140506,18,PM2.5,115.7
3954,20140506,19,PCA,22.21730369250498
3954,20140506,19,PM2.5,109.8
3960,20140506,20,PCA,30.592779684601616
3960,20140506,20,PM2.5,117.4
3966,20140506,21,PCA,43.165281821231495
3966,20140506,21,PM2.5,126.4
3972,20140506,22,PCA,52.09752533429423
3972,20140506,22,PM2.5,125.6
3978,20140506,23,PCA,64.09925686189054
3978,20140506,23,PM2.5,131.1
3984,20140507,0,PCA,61.492275373043526
3984,20140507,0,PM2.5,120.4
3990,20140507,1,PCA,74.59086583452311
3990,20140507,1,PM2.5,133.6
3996,20140507,2,PCA,82.27561636327867
3996,20140507,2,PM2.5,137.4
4002,20140507,3,PCA,91.90988069452452
4002,20140507,3,PM2.5,145.5
4008,20140507,4,PCA,88.00363073192318
4008,20140507,4,PM2.5,142.5
4014,20140507,5,PCA,92.43353476643145
4014,20140507,5,PM2.5,142.3
4020,20140507,6,PCA,102.05564752904404
4020,20140507,6,PM2.5,145.6
4026,20140507,7,PCA,103.96138408879216
4026,20140507,7,PM2.5,144.2
4032,20140507,8,PCA,83.88037202665417
4032,20140507,8,PM2.5,119.7
4038,20140507,9,PCA,49.1855102952396
4038,20140507,9,PM2.5,81.3
4044,20140507,10,PCA,7.174372901375877
4044,20140507,10,PM2.5,41.8
4050,20140507,11,PCA,3.766049525124771
4050,20140507,11,PM2.5,37.4
4056,20140507,12,PCA,2.651973748546431
4056,20140507,12,PM2.5,39.4
4062,20140507,13,PCA,-3.6774378717616667
4062,20140507,13,PM2.5,36.5
4068,20140507,14,PCA,-11.848291678066767
4068,20140507,14,PM2.5,29.9
4074,20140507,15,PCA,-11.240075146510168
4074,20140507,15,PM2.5,31.0
4080,20140507,16,PCA,-18.982986429464376
4080,20140507,16,PM2.5,23.7
4086,20140507,17,PCA,-14.121016710824827
4086,20140507,17,PM2.5,33.5
4092,20140507,18,PCA,-23.37132311911951
4092,20140507,18,PM2.5,23.9
4098,20140507,19,PCA,-24.352893488262808
4098,20140507,19,PM2.5,22.8
4104,20140507,20,PCA,-16.940168876602215
4104,20140507,20,PM2.5,30.0
4110,20140507,21,PCA,-19.407573261868123
4110,20140507,21,PM2.5,28.1
4116,20140507,22,PCA,-32.18191332330893
4116,20140507,22,PM2.5,19.4
4122,20140507,23,PCA,-24.323129422808687
4122,20140507,23,PM2.5,26.6
4128,20140508,0,PCA,10.642184470840297
4128,20140508,0,PM2.5,79.2
4134,20140508,1,PCA,24.509925931350278
4134,20140508,1,PM2.5,105.2
4140,20140508,2,PCA,37.16358736343324
4140,20140508,2,PM2.5,121.9
4146,20140508,3,PCA,39.00722468191973
4146,20140508,3,PM2.5,120.6
4152,20140508,4,PCA,45.96522020948509
4152,20140508,4,PM2.5,130.8
4158,20140508,5,PCA,53.71718568009488
4158,20140508,5,PM2.5,146.4
4164,20140508,6,PCA,44.89667551855165
4164,20140508,6,PM2.5,131.2
4170,20140508,7,PCA,45.42639363291226
4170,20140508,7,PM2.5,130.7
4176,20140508,8,PCA,29.342198655924697
4176,20140508,8,PM2.5,111.8
4182,20140508,9,PCA,13.558349220509587
4182,20140508,9,PM2.5,100.7
4188,20140508,10,PCA,-4.496419723649662
4188,20140508,10,PM2.5,76.8
4194,20140508,11,PCA,-9.809713080015262
4194,20140508,11,PM2.5,70.2
4200,20140508,12,PCA,-16.421519375086078
4200,20140508,12,PM2.5,63.0
4206,20140508,13,PCA,-15.97601750712919
4206,20140508,13,PM2.5,63.9
4212,20140508,14,PCA,-10.539304484271254
4212,20140508,14,PM2.5,70.8
4218,20140508,15,PCA,-7.452688370632437
4218,20140508,15,PM2.5,74.4
4224,20140508,16,PCA,4.189690728246827
4224,20140508,16,PM2.5,88.5
4230,20140508,17,PCA,-3.381457850153991
4230,20140508,17,PM2.5,75.2
4236,20140508,18,PCA,-8.321703591092994
4236,20140508,18,PM2.5,66.1
4242,20140508,19,PCA,3.5259535876219315
4242,20140508,19,PM2.5,68.9
4248,20140508,20,PCA,13.12634154539934
4248,20140508,20,PM2.5,72.3
4254,20140508,21,PCA,9.49577094961395
4254,20140508,21,PM2.5,62.3
4260,20140508,22,PCA,10.472164353536142
4260,20140508,22,PM2.5,59.2
4266,20140508,23,PCA,22.717018035681793
4266,20140508,23,PM2.5,69.1
4272,20140509,0,PCA,31.374424308098387
4272,20140509,0,PM2.5,81.1
4278,20140509,1,PCA,24.560011945546837
4278,20140509,1,PM2.5,77.1
4284,20140509,2,PCA,14.159835456443082
4284,20140509,2,PM2.5,65.4
4290,20140509,3,PCA,9.933668630318486
4290,20140509,3,PM2.5,63.3
4296,20140509,4,PCA,1.6009623936897814
4296,20140509,4,PM2.5,58.1
4302,20140509,5,PCA,11.029131307011642
4302,20140509,5,PM2.5,71.9
4308,20140509,6,PCA,22.81670731971447
4308,20140509,6,PM2.5,81.4
4314,20140509,7,PCA,27.278896651874085
4314,20140509,7,PM2.5,84.8
4320,20140509,8,PCA,27.86683353740944
4320,20140509,8,PM2.5,85.1
4326,20140509,9,PCA,28.767425696713737
4326,20140509,9,PM2.5,88.1
4332,20140509,10,PCA,24.054652485952822
4332,20140509,10,PM2.5,88.1
4338,20140509,11,PCA,19.19728910947769
4338,20140509,11,PM2.5,86.8
4344,20140509,12,PCA,13.900711152446041
4344,20140509,12,PM2.5,81.8
4350,20140509,13,PCA,3.477817503244504
4350,20140509,13,PM2.5,68.6
4356,20140509,14,PCA,0.24758561671524873
4356,20140509,14,PM2.5,65.2
4362,20140509,15,PCA,12.775716455220774
4362,20140509,15,PM2.5,78.9
4368,20140509,16,PCA,11.915739163071201
4368,20140509,16,PM2.5,75.3
4374,20140509,17,PCA,-18.26149392019071
4374,20140509,17,PM2.5,48.8
4380,20140509,18,PCA,-32.04203657144789
4380,20140509,18,PM2.5,32.9
4386,20140509,19,PCA,-32.1739751806708
4386,20140509,19,PM2.5,34.0
4392,20140509,20,PCA,-31.52455214859953
4392,20140509,20,PM2.5,35.5
4398,20140509,21,PCA,-25.50721675888351
4398,20140509,21,PM2.5,42.9
4404,20140509,22,PCA,-18.081879990228632
4404,20140509,22,PM2.5,50.6
4410,20140509,23,PCA,-17.674415791440197
4410,20140509,23,PM2.5,55.8
4416,20140510,0,PCA,-20.026065250757487
4416,20140510,0,PM2.5,51.5
4422,20140510,1,PCA,-23.903157375388133
4422,20140510,1,PM2.5,46.9
4428,20140510,2,PCA,-26.347700087427675
4428,20140510,2,PM2.5,41.5
4434,20140510,3,PCA,-29.522808476994022
4434,20140510,3,PM2.5,38.0
4440,20140510,4,PCA,-32.63086464548569
4440,20140510,4,PM2.5,34.0
4446,20140510,5,PCA,-30.404898513956134
4446,20140510,5,PM2.5,39.6
4452,20140510,6,PCA,-25.694964548081735
4452,20140510,6,PM2.5,42.9
4458,20140510,7,PCA,-29.663031706141957
4458,20140510,7,PM2.5,36.7
4464,20140510,8,PCA,-28.811091954771307
4464,20140510,8,PM2.5,40.5
4470,20140510,9,PCA,-28.078517789059624
4470,20140510,9,PM2.5,45.3
4476,20140510,10,PCA,-25.361555341889883
4476,20140510,10,PM2.5,50.7
4482,20140510,11,PCA,-23.284513134228664
4482,20140510,11,PM2.5,54.4
4488,20140510,12,PCA,-17.650049337110243
4488,20140510,12,PM2.5,61.1
4494,20140510,13,PCA,-19.62447480389264
4494,20140510,13,PM2.5,58.3
4500,20140510,14,PCA,-23.032742441245695
4500,20140510,14,PM2.5,59.0
4506,20140510,15,PCA,-22.393718635353384
4506,20140510,15,PM2.5,62.1
4512,20140510,16,PCA,-23.065567824147276
4512,20140510,16,PM2.5,62.1
4518,20140510,17,PCA,-19.756469767639157
4518,20140510,17,PM2.5,62.2
4524,20140510,18,PCA,-11.8498614426843
4524,20140510,18,PM2.5,69.5
4530,20140510,19,PCA,-10.805243582586172
4530,20140510,19,PM2.5,65.0
4536,20140510,20,PCA,2.9785884251899275
4536,20140510,20,PM2.5,76.8
4542,20140510,21,PCA,-6.985820547649532
4542,20140510,21,PM2.5,66.2
4548,20140510,22,PCA,-33.19437975896106
4548,20140510,22,PM2.5,35.9
4554,20140510,23,PCA,-30.58187535904172
4554,20140510,23,PM2.5,43.0
4560,20140511,0,PCA,-40.100977294999254
4560,20140511,0,PM2.5,32.4
4566,20140511,1,PCA,-34.66659790537717
4566,20140511,1,PM2.5,34.6
4572,20140511,2,PCA,-32.60546681535523
4572,20140511,2,PM2.5,44.3
4578,20140511,3,PCA,-31.097240544617005
4578,20140511,3,PM2.5,49.8
4584,20140511,4,PCA,-38.77735773697452
