,date,hour,type,门头沟
252372,20190314,19,PCA,-83.0940263213876
252372,20190314,19,PM2.5,7.0
252378,20190314,20,PCA,-75.30810331596405
252378,20190314,20,PM2.5,6.0
252384,20190314,21,PCA,-66.71356243499879
252384,20190314,21,PM2.5,8.0
252390,20190314,22,PCA,-59.932915892457494
252390,20190314,22,PM2.5,11.0
252396,20190314,23,PCA,-19.909557378352076
252396,20190314,23,PM2.5,17.0
252402,20190315,0,PCA,-45.80838672065202
252402,20190315,0,PM2.5,9.0
252408,20190315,1,PCA,-65.59916969385786
252408,20190315,1,PM2.5,8.0
252414,20190315,2,PCA,-72.45869840808933
252414,20190315,2,PM2.5,5.0
252420,20190315,3,PCA,-68.88620417299055
252420,20190315,3,PM2.5,5.0
252426,20190315,4,PCA,-71.66733003287754
252426,20190315,4,PM2.5,4.0
252432,20190315,5,PCA,-69.99648671820486
252432,20190315,5,PM2.5,8.0
252438,20190315,6,PCA,-72.11303751241564
252438,20190315,6,PM2.5,5.0
252444,20190315,7,PCA,-77.99329676740183
252444,20190315,7,PM2.5,6.0
252450,20190315,8,PCA,-75.13893236105949
252450,20190315,8,PM2.5,7.0
252456,20190315,9,PCA,-76.8616059810362
252456,20190315,9,PM2.5,7.0
252462,20190315,10,PCA,-80.10538765956485
252462,20190315,10,PM2.5,10.0
252468,20190315,11,PCA,-81.98315425285485
252468,20190315,11,PM2.5,9.0
252474,20190315,12,PCA,-81.2985121298457
252474,20190315,12,PM2.5,11.0
252480,20190315,13,PCA,-87.66075484718922
252480,20190315,13,PM2.5,8.0
252486,20190315,14,PCA,-75.71741889971838
252486,20190315,14,PM2.5,13.0
252492,20190315,15,PCA,-69.91636823436191
252492,20190315,15,PM2.5,11.0
252498,20190315,16,PCA,-65.84841380555527
252498,20190315,16,PM2.5,12.0
252504,20190315,17,PCA,-49.32741979064083
252504,20190315,17,PM2.5,19.0
252510,20190315,18,PCA,-40.70919332177064
252510,20190315,18,PM2.5,19.0
252516,20190315,19,PCA,-36.89221144192609
252516,20190315,19,PM2.5,24.0
252522,20190315,20,PCA,-36.655118130944814
252522,20190315,20,PM2.5,22.0
252528,20190315,21,PCA,-32.08655626392176
252528,20190315,21,PM2.5,27.0
252534,20190315,22,PCA,-26.47619790629737
252534,20190315,22,PM2.5,30.0
252540,20190315,23,PCA,-22.466769748617043
252540,20190315,23,PM2.5,29.0
252546,20190316,0,PCA,-12.542094201191109
252546,20190316,0,PM2.5,36.0
252552,20190316,1,PCA,-18.81281559111265
252552,20190316,1,PM2.5,29.0
252558,20190316,2,PCA,-20.750043358241484
252558,20190316,2,PM2.5,31.0
252564,20190316,3,PCA,-24.417970129243805
252564,20190316,3,PM2.5,30.0
252570,20190316,4,PCA,-26.980577832988036
252570,20190316,4,PM2.5,29.0
252576,20190316,5,PCA,-28.912402797557867
252576,20190316,5,PM2.5,28.0
252582,20190316,6,PCA,-30.853147009592366
252582,20190316,6,PM2.5,28.0
252588,20190316,7,PCA,-28.159729186812744
252588,20190316,7,PM2.5,29.0
252594,20190316,8,PCA,-20.013566631113036
252594,20190316,8,PM2.5,39.0
252600,20190316,9,PCA,-23.824491625357478
252600,20190316,9,PM2.5,40.0
252606,20190316,10,PCA,-17.976735584211163
252606,20190316,10,PM2.5,41.0
252612,20190316,11,PCA,-16.460932194128677
252612,20190316,11,PM2.5,42.0
252618,20190316,12,PCA,-15.472206311382475
252618,20190316,12,PM2.5,45.0
252624,20190316,13,PCA,-42.17588579279199
252624,20190316,13,PM2.5,29.0
252630,20190316,14,PCA,-64.5071771915258
252630,20190316,14,PM2.5,7.0
252636,20190316,15,PCA,-62.728213364197195
252636,20190316,15,PM2.5,10.0
252642,20190316,16,PCA,-71.22692345824296
252642,20190316,16,PM2.5,10.0
252648,20190316,17,PCA,-70.86465939784678
252648,20190316,17,PM2.5,8.0
252654,20190316,18,PCA,-72.09787314126146
252654,20190316,18,PM2.5,8.0
252660,20190316,19,PCA,-70.32728412782497
252660,20190316,19,PM2.5,9.0
252666,20190316,20,PCA,-74.10383128402887
252666,20190316,20,PM2.5,9.0
252672,20190316,21,PCA,-61.27366791503714
252672,20190316,21,PM2.5,11.0
252678,20190316,22,PCA,-24.333839151718415
252678,20190316,22,PM2.5,19.0
252684,20190316,23,PCA,-26.468225383112838
252684,20190316,23,PM2.5,23.0
252690,20190317,0,PCA,-49.49798125943499
252690,20190317,0,PM2.5,16.0
252696,20190317,1,PCA,-33.14778828229814
252696,20190317,1,PM2.5,20.0
252702,20190317,2,PCA,-33.6612704504522
252702,20190317,2,PM2.5,21.0
252708,20190317,3,PCA,-24.88770786373037
252708,20190317,3,PM2.5,37.0
252714,20190317,4,PCA,-41.851137294505854
252714,20190317,4,PM2.5,18.0
252720,20190317,5,PCA,-53.711950969361894
252720,20190317,5,PM2.5,14.0
252726,20190317,6,PCA,-55.62202552470069
252726,20190317,6,PM2.5,14.0
252732,20190317,7,PCA,-47.02585434056038
252732,20190317,7,PM2.5,15.0
252738,20190317,8,PCA,-51.88110425214281
252738,20190317,8,PM2.5,18.0
252744,20190317,9,PCA,-50.735346481755485
252744,20190317,9,PM2.5,18.0
252750,20190317,10,PCA,-45.6812471880561
252750,20190317,10,PM2.5,21.0
252756,20190317,11,PCA,-18.59250439478168
252756,20190317,11,PM2.5,43.0
252762,20190317,12,PCA,-9.591458425254803
252762,20190317,12,PM2.5,47.0
252768,20190317,13,PCA,-13.686265677178739
252768,20190317,13,PM2.5,48.0
252774,20190317,14,PCA,-19.239285261339383
252774,20190317,14,PM2.5,50.0
252780,20190317,15,PCA,-5.67065741286856
252780,20190317,15,PM2.5,61.0
252786,20190317,16,PCA,3.463535868949407
252786,20190317,16,PM2.5,66.0
252792,20190317,17,PCA,3.0167872902280877
252792,20190317,17,PM2.5,58.0
252798,20190317,18,PCA,-7.570674050631034
252798,20190317,18,PM2.5,59.0
252804,20190317,19,PCA,-3.799484639531424
252804,20190317,19,PM2.5,61.0
252810,20190317,20,PCA,-5.288878514967301
252810,20190317,20,PM2.5,58.0
252816,20190317,21,PCA,2.0621466601071328
252816,20190317,21,PM2.5,65.0
252822,20190317,22,PCA,34.82271398616654
252822,20190317,22,PM2.5,73.0
252828,20190317,23,PCA,50.66886849234193
252828,20190317,23,PM2.5,79.0
252834,20190318,0,PCA,52.03774973530217
252834,20190318,0,PM2.5,80.0
252840,20190318,1,PCA,52.481529790130466
252840,20190318,1,PM2.5,81.0
252846,20190318,2,PCA,37.985077102911845
252846,20190318,2,PM2.5,75.0
252852,20190318,3,PCA,37.524158451044826
252852,20190318,3,PM2.5,75.0
252858,20190318,4,PCA,37.063239799177786
252858,20190318,4,PM2.5,75.0
252864,20190318,5,PCA,33.790430008532724
252864,20190318,5,PM2.5,74.0
252870,20190318,6,PCA,31.34699273705762
252870,20190318,6,PM2.5,72.0
252876,20190318,7,PCA,32.069593709266016
252876,20190318,7,PM2.5,75.0
252882,20190318,8,PCA,23.72846021255971
252882,20190318,8,PM2.5,74.0
252888,20190318,9,PCA,38.36202444136216
252888,20190318,9,PM2.5,80.0
252894,20190318,10,PCA,31.777307578065365
252894,20190318,10,PM2.5,78.0
252930,20190318,16,PCA,85.82351996480693
252930,20190318,16,PM2.5,114.0
252936,20190318,17,PCA,85.99803742341157
252936,20190318,17,PM2.5,116.0
252942,20190318,18,PCA,86.98999485940925
252942,20190318,18,PM2.5,118.0
252948,20190318,19,PCA,97.40244689267757
252948,20190318,19,PM2.5,123.0
252954,20190318,20,PCA,118.55749406987047
252954,20190318,20,PM2.5,131.0
252960,20190318,21,PCA,141.54481175288075
252960,20190318,21,PM2.5,138.0
252966,20190318,22,PCA,148.8393847605231
252966,20190318,22,PM2.5,139.0
252972,20190318,23,PCA,132.54668122623264
252972,20190318,23,PM2.5,134.0
252978,20190319,0,PCA,107.68376796193573
252978,20190319,0,PM2.5,124.0
252984,20190319,1,PCA,101.58166910947826
252984,20190319,1,PM2.5,121.0
252990,20190319,2,PCA,76.60874919079484
252990,20190319,2,PM2.5,109.0
252996,20190319,3,PCA,82.83679602973538
252996,20190319,3,PM2.5,109.0
253002,20190319,4,PCA,71.7797425737851
253002,20190319,4,PM2.5,102.0
253008,20190319,5,PCA,80.71558236654319
253008,20190319,5,PM2.5,106.0
253014,20190319,6,PCA,156.41036967783822
253014,20190319,6,PM2.5,142.0
253020,20190319,7,PCA,74.85796362079012
253020,20190319,7,PM2.5,101.0
253026,20190319,8,PCA,61.297429734248794
253026,20190319,8,PM2.5,97.0
253032,20190319,9,PCA,62.69610276378315
253032,20190319,9,PM2.5,101.0
253038,20190319,10,PCA,109.31795630773695
253038,20190319,10,PM2.5,127.0
253044,20190319,11,PCA,164.771203773213
253044,20190319,11,PM2.5,160.0
253050,20190319,12,PCA,166.1786911506345
253050,20190319,12,PM2.5,162.0
253056,20190319,13,PCA,189.98410365134347
253056,20190319,13,PM2.5,179.0
253062,20190319,14,PCA,230.3323990157002
253062,20190319,14,PM2.5,202.0
253068,20190319,15,PCA,152.9426464747674
253068,20190319,15,PM2.5,156.0
253074,20190319,16,PCA,99.99731404148764
253074,20190319,16,PM2.5,130.0
253080,20190319,17,PCA,48.63743453793943
253080,20190319,17,PM2.5,99.0
253086,20190319,18,PCA,35.26879635607439
253086,20190319,18,PM2.5,88.0
253092,20190319,19,PCA,21.900158174209356
253092,20190319,19,PM2.5,77.0
253098,20190319,20,PCA,29.37919713324545
253098,20190319,20,PM2.5,68.0
253104,20190319,21,PCA,38.96084511131181
253104,20190319,21,PM2.5,76.0
253110,20190319,22,PCA,28.07851961894123
253110,20190319,22,PM2.5,71.0
253116,20190319,23,PCA,94.17372998374944
253116,20190319,23,PM2.5,124.0
253122,20190320,0,PCA,4.265815238754094
253122,20190320,0,PM2.5,66.0
253128,20190320,1,PCA,3.6694218551502056
253128,20190320,1,PM2.5,67.0
253134,20190320,2,PCA,14.178147487380853
253134,20190320,2,PM2.5,72.0
253140,20190320,3,PCA,21.75877400201023
253140,20190320,3,PM2.5,71.0
253146,20190320,4,PCA,39.66672929421988
253146,20190320,4,PM2.5,79.0
253152,20190320,5,PCA,49.381351106967095
253152,20190320,5,PM2.5,83.0
253158,20190320,6,PCA,35.48688961386786
253158,20190320,6,PM2.5,76.0
253164,20190320,7,PCA,39.400633939738924
253164,20190320,7,PM2.5,76.0
253170,20190320,8,PCA,46.15497308559114
253170,20190320,8,PM2.5,82.0
253176,20190320,9,PCA,52.11977691041754
253176,20190320,9,PM2.5,89.0
253182,20190320,10,PCA,106.29452884145906
253182,20190320,10,PM2.5,127.0
253188,20190320,11,PCA,45.59467567528964
253188,20190320,11,PM2.5,89.0
253194,20190320,12,PCA,43.699566227534184
253194,20190320,12,PM2.5,89.0
253200,20190320,13,PCA,49.28951210961003
253200,20190320,13,PM2.5,93.0
253206,20190320,14,PCA,37.360415623200424
253206,20190320,14,PM2.5,88.0
253212,20190320,15,PCA,-13.33609208332743
253212,20190320,15,PM2.5,47.0
253218,20190320,16,PCA,-23.555195168169256
253218,20190320,16,PM2.5,48.0
253224,20190320,17,PCA,-22.638855030987617
253224,20190320,17,PM2.5,49.0
253230,20190320,18,PCA,-45.54408328218791
253230,20190320,18,PM2.5,29.0
253236,20190320,19,PCA,-27.928918037795487
253236,20190320,19,PM2.5,27.0
253242,20190320,20,PCA,-34.82397477770912
253242,20190320,20,PM2.5,24.0
253248,20190320,21,PCA,-38.007051740621655
253248,20190320,21,PM2.5,20.0
253254,20190320,22,PCA,-28.481604142033163
253254,20190320,22,PM2.5,17.0
253260,20190320,23,PCA,-37.42285099734392
253260,20190320,23,PM2.5,11.0
253266,20190321,0,PCA,-61.1519540445309
253266,20190321,0,PM2.5,6.0
253272,20190321,1,PCA,-59.95402024220694
253272,20190321,1,PM2.5,11.0
253278,20190321,2,PCA,-75.62760348302339
253278,20190321,2,PM2.5,6.0
253284,20190321,3,PCA,-77.75579396400043
253284,20190321,3,PM2.5,2.0
253290,20190321,4,PCA,-79.77300101382615
253290,20190321,4,PM2.5,5.0
253296,20190321,5,PCA,-75.49624467042176
253296,20190321,5,PM2.5,8.0
253302,20190321,6,PCA,-84.9864611489401
253302,20190321,6,PM2.5,4.0
253308,20190321,7,PCA,-82.94919077743548
253308,20190321,7,PM2.5,6.0
253314,20190321,8,PCA,-82.81386823196894
253314,20190321,8,PM2.5,5.0
253320,20190321,9,PCA,-81.4453319430877
253320,20190321,9,PM2.5,4.0
253326,20190321,10,PCA,-84.41355785323616
253326,20190321,10,PM2.5,5.0
253332,20190321,11,PCA,-82.96152932419248
253332,20190321,11,PM2.5,7.0
253338,20190321,12,PCA,-84.55665769800802
253338,20190321,12,PM2.5,8.0
253344,20190321,13,PCA,-84.83607585384912
253344,20190321,13,PM2.5,7.0
253350,20190321,14,PCA,-84.40270692106806
253350,20190321,14,PM2.5,7.0
253356,20190321,15,PCA,-85.77966684486195
253356,20190321,15,PM2.5,4.0
253362,20190321,16,PCA,-86.9857273764866
253362,20190321,16,PM2.5,2.0
253368,20190321,17,PCA,-83.3568941130154
253368,20190321,17,PM2.5,7.0
253374,20190321,18,PCA,-82.87977278321036
253374,20190321,18,PM2.5,8.0
253380,20190321,19,PCA,-81.917354573279
253380,20190321,19,PM2.5,9.0
253386,20190321,20,PCA,-78.86518913500885
253386,20190321,20,PM2.5,6.0
253392,20190321,21,PCA,-80.39298164185297
253392,20190321,21,PM2.5,5.0
253398,20190321,22,PCA,-77.86961788819016
253398,20190321,22,PM2.5,9.0
253404,20190321,23,PCA,-70.26594081965597
253404,20190321,23,PM2.5,10.0
253410,20190322,0,PCA,-64.86751430835102
253410,20190322,0,PM2.5,11.0
253416,20190322,1,PCA,-64.52565546158773
253416,20190322,1,PM2.5,12.0
253422,20190322,2,PCA,-58.638662937288686
253422,20190322,2,PM2.5,17.0
253428,20190322,3,PCA,-67.91625269336473
253428,20190322,3,PM2.5,13.0
253434,20190322,4,PCA,-66.59137115946632
253434,20190322,4,PM2.5,15.0
253440,20190322,5,PCA,-71.65375516305807
253440,20190322,5,PM2.5,7.0
253446,20190322,6,PCA,-71.54142283294581
253446,20190322,6,PM2.5,8.0
253452,20190322,7,PCA,-73.18065303378067
253452,20190322,7,PM2.5,9.0
253458,20190322,8,PCA,-76.66137785686604
253458,20190322,8,PM2.5,10.0
253464,20190322,9,PCA,-81.23409895675903
253464,20190322,9,PM2.5,8.0
253470,20190322,10,PCA,-86.61503968117772
253470,20190322,10,PM2.5,4.0
253476,20190322,11,PCA,-85.06722918623511
253476,20190322,11,PM2.5,6.0
253518,20190322,18,PCA,-82.48198069713197
253518,20190322,18,PM2.5,6.0
253524,20190322,19,PCA,-70.43396584691254
253524,20190322,19,PM2.5,5.0
253530,20190322,20,PCA,-51.701236586475254
253530,20190322,20,PM2.5,11.0
253536,20190322,21,PCA,-53.901279620848484
253536,20190322,21,PM2.5,5.0
253542,20190322,22,PCA,-63.46235288716026
253542,20190322,22,PM2.5,4.0
253548,20190322,23,PCA,-65.13711111367726
253548,20190322,23,PM2.5,5.0
253554,20190323,0,PCA,-56.97990289835801
253554,20190323,0,PM2.5,10.0
253560,20190323,1,PCA,-57.42987101637302
253560,20190323,1,PM2.5,7.0
253566,20190323,2,PCA,-64.19753267654993
253566,20190323,2,PM2.5,9.0
253572,20190323,3,PCA,-75.43752716581449
253572,20190323,3,PM2.5,9.0
253578,20190323,4,PCA,-79.69104520927316
253578,20190323,4,PM2.5,9.0
253584,20190323,5,PCA,-83.40272437729942
253584,20190323,5,PM2.5,7.0
253590,20190323,6,PCA,-85.25184961987081
253590,20190323,6,PM2.5,7.0
253596,20190323,7,PCA,-85.92053488147367
253596,20190323,7,PM2.5,6.0
253602,20190323,8,PCA,-80.47354293773881
253602,20190323,8,PM2.5,4.0
253608,20190323,9,PCA,-84.63980399561517
253608,20190323,9,PM2.5,6.0
253614,20190323,10,PCA,-81.58461822141913
253614,20190323,10,PM2.5,8.0
253620,20190323,11,PCA,-84.38615655685469
253620,20190323,11,PM2.5,8.0
253626,20190323,12,PCA,-84.31108795160492
253626,20190323,12,PM2.5,7.0
253632,20190323,13,PCA,-84.54224128399092
253632,20190323,13,PM2.5,6.0
253638,20190323,14,PCA,-81.90070258753595
253638,20190323,14,PM2.5,9.0
253644,20190323,15,PCA,-83.41298505679636
253644,20190323,15,PM2.5,7.0
253650,20190323,16,PCA,-73.03864228736569
253650,20190323,16,PM2.5,14.0
253656,20190323,17,PCA,-66.69523055250652
253656,20190323,17,PM2.5,16.0
253662,20190323,18,PCA,-58.37574584350154
253662,20190323,18,PM2.5,15.0
253668,20190323,19,PCA,-49.0492937493836
253668,20190323,19,PM2.5,23.0
253674,20190323,20,PCA,-41.110652511227684
253674,20190323,20,PM2.5,26.0
253680,20190323,21,PCA,-45.16006881256066
253680,20190323,21,PM2.5,28.0
253686,20190323,22,PCA,-43.930867899157214
253686,20190323,22,PM2.5,24.0
253692,20190323,23,PCA,-16.86285878017498
253692,20190323,23,PM2.5,28.0
253698,20190324,0,PCA,-5.865221688822733
253698,20190324,0,PM2.5,36.0
253704,20190324,1,PCA,-14.739965489828968
253704,20190324,1,PM2.5,30.0
253710,20190324,2,PCA,-33.7451210833525
253710,20190324,2,PM2.5,24.0
253716,20190324,3,PCA,-42.6359688888861
253716,20190324,3,PM2.5,26.0
253722,20190324,4,PCA,-20.293590828058658
253722,20190324,4,PM2.5,28.0
253728,20190324,5,PCA,-29.50711307747754
253728,20190324,5,PM2.5,25.0
253734,20190324,6,PCA,-47.397924254452874
253734,20190324,6,PM2.5,19.0
253740,20190324,7,PCA,-39.76754126208789
253740,20190324,7,PM2.5,23.0
253746,20190324,8,PCA,-43.951284127361916
253746,20190324,8,PM2.5,23.0
253752,20190324,9,PCA,-32.970986154821176
253752,20190324,9,PM2.5,31.0
253758,20190324,10,PCA,-24.203366884945385
253758,20190324,10,PM2.5,35.0
253764,20190324,11,PCA,-23.192533409008647
253764,20190324,11,PM2.5,37.0
253770,20190324,12,PCA,-21.410593590858372
253770,20190324,12,PM2.5,40.0
253776,20190324,13,PCA,-25.09561537994865
253776,20190324,13,PM2.5,44.0
253782,20190324,14,PCA,-26.54560760083721
253782,20190324,14,PM2.5,41.0
253788,20190324,15,PCA,-33.338292081160716
253788,20190324,15,PM2.5,36.0
253794,20190324,16,PCA,-32.42820006959054
253794,20190324,16,PM2.5,36.0
253800,20190324,17,PCA,-29.984612631690922
253800,20190324,17,PM2.5,34.0
253806,20190324,18,PCA,-27.653357523903555
253806,20190324,18,PM2.5,31.0
253812,20190324,19,PCA,-25.85195217478692
253812,20190324,19,PM2.5,30.0
253818,20190324,20,PCA,-15.840027947994361
253818,20190324,20,PM2.5,30.0
253824,20190324,21,PCA,25.26233072352939
253824,20190324,21,PM2.5,42.0
253830,20190324,22,PCA,17.767961173265192
253830,20190324,22,PM2.5,40.0
253836,20190324,23,PCA,6.689653477266719
253836,20190324,23,PM2.5,42.0
253842,20190325,0,PCA,-23.0603333174255
253842,20190325,0,PM2.5,30.0
253848,20190325,1,PCA,-12.816458764166551
253848,20190325,1,PM2.5,30.0
253854,20190325,2,PCA,-26.042986943198287
253854,20190325,2,PM2.5,23.0
253860,20190325,3,PCA,-34.12388696306725
253860,20190325,3,PM2.5,22.0
253866,20190325,4,PCA,-34.138750449120856
253866,20190325,4,PM2.5,21.0
253872,20190325,5,PCA,-53.82066523303877
253872,20190325,5,PM2.5,14.0
253878,20190325,6,PCA,-63.24190352745286
253878,20190325,6,PM2.5,11.0
253884,20190325,7,PCA,-56.41378866348834
253884,20190325,7,PM2.5,12.0
253890,20190325,8,PCA,-59.05933991382879
253890,20190325,8,PM2.5,10.0
253896,20190325,9,PCA,-37.910232229713024
253896,20190325,9,PM2.5,22.0
253902,20190325,10,PCA,-57.788219608294035
253902,20190325,10,PM2.5,19.0
253908,20190325,11,PCA,-76.8355944412798
253908,20190325,11,PM2.5,9.0
253914,20190325,12,PCA,-67.30673174318957
253914,20190325,12,PM2.5,14.0
253938,20190325,16,PCA,-80.63948981723026
253938,20190325,16,PM2.5,8.0
253944,20190325,17,PCA,-79.8040681598939
253944,20190325,17,PM2.5,10.0
253950,20190325,18,PCA,-72.82175471052376
253950,20190325,18,PM2.5,10.0
253956,20190325,19,PCA,-72.49249373651313
253956,20190325,19,PM2.5,10.0
253962,20190325,20,PCA,-48.99281585619392
253962,20190325,20,PM2.5,14.0
253968,20190325,21,PCA,-32.06937462927412
253968,20190325,21,PM2.5,21.0
253974,20190325,22,PCA,-15.137017432937396
253974,20190325,22,PM2.5,25.0
253980,20190325,23,PCA,-15.340375477919643
253980,20190325,23,PM2.5,23.0
253986,20190326,0,PCA,-38.28891226542171
253986,20190326,0,PM2.5,12.0
253992,20190326,1,PCA,-48.75848803105927
253992,20190326,1,PM2.5,12.0
253998,20190326,2,PCA,-59.06202277351401
253998,20190326,2,PM2.5,13.0
254004,20190326,3,PCA,-73.84973278283361
254004,20190326,3,PM2.5,10.0
254010,20190326,4,PCA,-66.41750003646905
254010,20190326,4,PM2.5,11.0
254016,20190326,5,PCA,-60.047134353390675
254016,20190326,5,PM2.5,8.0
254022,20190326,6,PCA,-51.63573376931057
254022,20190326,6,PM2.5,14.0
254028,20190326,7,PCA,-42.22326455593662
254028,20190326,7,PM2.5,14.0
254034,20190326,8,PCA,-32.70460197849078
254034,20190326,8,PM2.5,20.0
254040,20190326,9,PCA,-28.18513049658376
254040,20190326,9,PM2.5,28.0
254046,20190326,10,PCA,-27.723551751431536
254046,20190326,10,PM2.5,37.0
254052,20190326,11,PCA,-25.87684933019923
254052,20190326,11,PM2.5,36.0
254058,20190326,12,PCA,-19.631586310551505
254058,20190326,12,PM2.5,40.0
254064,20190326,13,PCA,-13.972959365906163
254064,20190326,13,PM2.5,46.0
254070,20190326,14,PCA,-11.584384473493008
254070,20190326,14,PM2.5,48.0
254076,20190326,15,PCA,1.3387276149858478
254076,20190326,15,PM2.5,60.0
254082,20190326,16,PCA,2.951740026703557
254082,20190326,16,PM2.5,57.0
254088,20190326,17,PCA,8.744644714269393
254088,20190326,17,PM2.5,63.0
254094,20190326,18,PCA,7.036733174739254
254094,20190326,18,PM2.5,57.0
254100,20190326,19,PCA,21.028956653943276
254100,20190326,19,PM2.5,68.0
254106,20190326,20,PCA,28.356732011542025
254106,20190326,20,PM2.5,70.0
254112,20190326,21,PCA,89.97059685754742
254112,20190326,21,PM2.5,110.0
254118,20190326,22,PCA,73.49519327271751
254118,20190326,22,PM2.5,99.0
254124,20190326,23,PCA,66.85463754062944
254124,20190326,23,PM2.5,98.0
254130,20190327,0,PCA,70.33665027850807
254130,20190327,0,PM2.5,102.0
254136,20190327,1,PCA,67.71818742549074
254136,20190327,1,PM2.5,97.0
254142,20190327,2,PCA,68.01771793995408
254142,20190327,2,PM2.5,97.0
254148,20190327,3,PCA,68.7105238475406
254148,20190327,3,PM2.5,95.0
254154,20190327,4,PCA,65.2293069058737
254154,20190327,4,PM2.5,95.0
254160,20190327,5,PCA,71.17775210292594
254160,20190327,5,PM2.5,98.0
254166,20190327,6,PCA,64.76323549568185
254166,20190327,6,PM2.5,94.0
254172,20190327,7,PCA,70.96894243436408
254172,20190327,7,PM2.5,97.0
254178,20190327,8,PCA,77.52753386697542
254178,20190327,8,PM2.5,102.5
254184,20190327,9,PCA,84.08612529958671
254184,20190327,9,PM2.5,108.0
254190,20190327,10,PCA,35.00076717208064
254190,20190327,10,PM2.5,79.0
254196,20190327,11,PCA,-20.29520857155478
254196,20190327,11,PM2.5,47.0
254202,20190327,12,PCA,-38.04208261517505
254202,20190327,12,PM2.5,33.0
254208,20190327,13,PCA,-69.75913708314994
254208,20190327,13,PM2.5,11.0
254214,20190327,14,PCA,-80.71218043829364
254214,20190327,14,PM2.5,8.0
254220,20190327,15,PCA,-44.17693320228859
254220,20190327,15,PM2.5,38.0
254226,20190327,16,PCA,-64.47065340024089
254226,20190327,16,PM2.5,12.0
254232,20190327,17,PCA,-56.76520529006619
254232,20190327,17,PM2.5,17.0
254238,20190327,18,PCA,85.0721505288268
254238,20190327,18,PM2.5,68.0
254244,20190327,19,PCA,231.92960375066093
254244,20190327,19,PM2.5,94.0
254250,20190327,20,PCA,68.18418331830168
254250,20190327,20,PM2.5,68.0
254256,20190327,21,PCA,36.78201852797807
254256,20190327,21,PM2.5,60.0
254262,20190327,22,PCA,4.1873269978831615
254262,20190327,22,PM2.5,49.0
254268,20190327,23,PCA,-16.25212303290434
254268,20190327,23,PM2.5,40.0
254274,20190328,0,PCA,-13.669651271052029
254274,20190328,0,PM2.5,43.0
254280,20190328,1,PCA,-8.258439140953561
254280,20190328,1,PM2.5,46.0
254286,20190328,2,PCA,-18.00027876403502
254286,20190328,2,PM2.5,35.0
254292,20190328,3,PCA,-26.526141853948115
254292,20190328,3,PM2.5,29.0
254298,20190328,4,PCA,-30.073263562779164
254298,20190328,4,PM2.5,40.0
254304,20190328,5,PCA,-51.278518825863635
254304,20190328,5,PM2.5,14.0
254310,20190328,6,PCA,-33.37844217836325
254310,20190328,6,PM2.5,30.0
254316,20190328,7,PCA,-25.28793556856883
254316,20190328,7,PM2.5,26.0
254322,20190328,8,PCA,-32.39381475371166
254322,20190328,8,PM2.5,29.0
254328,20190328,9,PCA,-35.86086347717945
254328,20190328,9,PM2.5,28.0
254334,20190328,10,PCA,-39.327912200647255
254334,20190328,10,PM2.5,27.0
254352,20190328,13,PCA,-78.18237654645442
254352,20190328,13,PM2.5,15.0
254358,20190328,14,PCA,-26.337944697059267
254358,20190328,14,PM2.5,21.0
254364,20190328,15,PCA,-36.08185765128136
254364,20190328,15,PM2.5,21.0
254370,20190328,16,PCA,-32.911119235125845
254370,20190328,16,PM2.5,26.0
254376,20190328,17,PCA,-39.55183316372833
254376,20190328,17,PM2.5,25.0
254382,20190328,18,PCA,-39.17817324116362
254382,20190328,18,PM2.5,24.0
254388,20190328,19,PCA,-34.85781494328559
254388,20190328,19,PM2.5,27.0
254394,20190328,20,PCA,-25.81970451246711
254394,20190328,20,PM2.5,30.0
254400,20190328,21,PCA,-19.887216425035096
254400,20190328,21,PM2.5,31.0
254406,20190328,22,PCA,-32.55515610085026
254406,20190328,22,PM2.5,26.0
254412,20190328,23,PCA,-41.099049907649984
254412,20190328,23,PM2.5,24.0
254418,20190329,0,PCA,-49.288123024761276
254418,20190329,0,PM2.5,19.0
254424,20190329,1,PCA,-32.93001104820926
254424,20190329,1,PM2.5,24.0
254430,20190329,2,PCA,-32.35553003391667
254430,20190329,2,PM2.5,19.0
254436,20190329,3,PCA,-32.85226754663071
254436,20190329,3,PM2.5,25.0
254442,20190329,4,PCA,-35.11444284878413
254442,20190329,4,PM2.5,28.0
254448,20190329,5,PCA,-29.552398135635435
254448,20190329,5,PM2.5,29.0
254454,20190329,6,PCA,-25.678983420055914
254454,20190329,6,PM2.5,26.0
254460,20190329,7,PCA,-25.126744663980528
254460,20190329,7,PM2.5,28.0
254466,20190329,8,PCA,-20.438764064174187
254466,20190329,8,PM2.5,29.0
254472,20190329,9,PCA,-16.376561867921904
254472,20190329,9,PM2.5,34.0
254478,20190329,10,PCA,-10.587222446282306
254478,20190329,10,PM2.5,36.0
254484,20190329,11,PCA,-10.56814714277237
254484,20190329,11,PM2.5,39.0
254490,20190329,12,PCA,-33.30990331886179
254490,20190329,12,PM2.5,31.0
254496,20190329,13,PCA,-35.23830522057343
254496,20190329,13,PM2.5,33.0
254502,20190329,14,PCA,-37.98816341712941
254502,20190329,14,PM2.5,33.0
254508,20190329,15,PCA,-45.282703105149025
254508,20190329,15,PM2.5,32.0
254514,20190329,16,PCA,-14.39948594612908
254514,20190329,16,PM2.5,14.0
254520,20190329,17,PCA,51.39887231238856
254520,20190329,17,PM2.5,19.0
