,date,hour,type,门头沟
254526,20190329,18,PCA,116.91821066608098
254526,20190329,18,PM2.5,24.0
254532,20190329,19,PCA,18.041152904991076
254532,20190329,19,PM2.5,17.0
254538,20190329,20,PCA,-49.50336535804043
254538,20190329,20,PM2.5,4.0
254544,20190329,21,PCA,-63.798992909460246
254544,20190329,21,PM2.5,7.0
254550,20190329,23,PCA,-77.6052094053386
254550,20190329,23,PM2.5,8.0
254556,20190330,0,PCA,-82.25335230404258
254556,20190330,0,PM2.5,5.0
254562,20190330,1,PCA,-74.3233336882444
254562,20190330,1,PM2.5,6.0
254568,20190330,2,PCA,-85.55876693005725
254568,20190330,2,PM2.5,7.0
254574,20190330,3,PCA,-85.06549348705481
254574,20190330,3,PM2.5,8.0
254580,20190330,4,PCA,-86.79654192092364
254580,20190330,4,PM2.5,6.0
254586,20190330,5,PCA,-87.53578336134517
254586,20190330,5,PM2.5,5.0
254592,20190330,6,PCA,-85.37518304857566
254592,20190330,6,PM2.5,8.0
254598,20190330,7,PCA,-87.72705017160821
254598,20190330,7,PM2.5,4.0
254604,20190330,8,PCA,-87.01426308298606
254604,20190330,8,PM2.5,5.0
254610,20190330,9,PCA,-86.74758172491786
254610,20190330,9,PM2.5,6.0
254616,20190330,10,PCA,-87.69221751847675
254616,20190330,10,PM2.5,4.0
254622,20190330,11,PCA,-85.08204385126815
254622,20190330,11,PM2.5,7.0
254628,20190330,12,PCA,-83.40312262831537
254628,20190330,12,PM2.5,6.0
254634,20190330,13,PCA,-71.18331026236507
254634,20190330,13,PM2.5,7.0
254640,20190330,14,PCA,-78.89059918068992
254640,20190330,14,PM2.5,3.0
254646,20190330,15,PCA,-63.440741402949534
254646,20190330,15,PM2.5,6.0
254652,20190330,16,PCA,-66.36105191963824
254652,20190330,16,PM2.5,8.0
254658,20190330,17,PCA,-73.22479245132607
254658,20190330,17,PM2.5,3.0
254664,20190330,18,PCA,-83.83975643397063
254664,20190330,18,PM2.5,7.0
254670,20190330,19,PCA,-83.98415265331998
254670,20190330,19,PM2.5,8.0
254676,20190330,20,PCA,-84.66041622678307
254676,20190330,20,PM2.5,7.0
254682,20190330,21,PCA,-79.91531538204757
254682,20190330,21,PM2.5,5.0
254688,20190330,22,PCA,-79.88221465362086
254688,20190330,22,PM2.5,7.0
254694,20190330,23,PCA,-66.82312200643912
254694,20190330,23,PM2.5,10.0
254700,20190331,0,PCA,-64.37081381209211
254700,20190331,0,PM2.5,11.0
254706,20190331,1,PCA,-59.85081367413616
254706,20190331,1,PM2.5,9.0
254712,20190331,2,PCA,-55.13568433845615
254712,20190331,2,PM2.5,11.0
254718,20190331,3,PCA,-55.43953177934565
254718,20190331,3,PM2.5,12.0
254724,20190331,4,PCA,-43.695315548995154
254724,20190331,4,PM2.5,14.0
254730,20190331,5,PCA,-47.09007228976781
254730,20190331,5,PM2.5,13.0
254736,20190331,6,PCA,-59.796112979028706
254736,20190331,6,PM2.5,11.0
254742,20190331,7,PCA,-59.43691801537589
254742,20190331,7,PM2.5,15.0
254748,20190331,8,PCA,-65.64877167406259
254748,20190331,8,PM2.5,18.0
254754,20190331,9,PCA,-76.23370835613021
254754,20190331,9,PM2.5,11.0
254760,20190331,10,PCA,-85.79215583416926
254760,20190331,10,PM2.5,4.0
254766,20190331,11,PCA,-83.51941869129251
254766,20190331,11,PM2.5,8.0
254772,20190331,12,PCA,-84.53807828755514
254772,20190331,12,PM2.5,6.0
254778,20190331,13,PCA,-85.03135173055759
254778,20190331,13,PM2.5,5.0
254784,20190331,14,PCA,-80.61501220320982
254784,20190331,14,PM2.5,11.0
254790,20190331,15,PCA,-78.40267944310015
254790,20190331,15,PM2.5,14.0
254796,20190331,16,PCA,-81.2795344683769
254796,20190331,16,PM2.5,10.0
254802,20190331,17,PCA,-82.87214216288949
254802,20190331,17,PM2.5,8.0
254808,20190331,18,PCA,-77.02701240644372
254808,20190331,18,PM2.5,13.0
254814,20190331,19,PCA,-76.97934509757539
254814,20190331,19,PM2.5,9.0
254820,20190331,20,PCA,-78.25516879342688
254820,20190331,20,PM2.5,11.0
254826,20190331,21,PCA,-72.89340876852337
254826,20190331,21,PM2.5,9.0
254832,20190331,22,PCA,-35.69196026356167
254832,20190331,22,PM2.5,15.0
254838,20190331,23,PCA,-40.63705216244773
254838,20190331,23,PM2.5,15.0
254844,20190401,0,PCA,-78.20146386392214
254844,20190401,0,PM2.5,8.0
254850,20190401,1,PCA,-72.84435519047011
254850,20190401,1,PM2.5,8.0
254856,20190401,2,PCA,-78.30625944127914
254856,20190401,2,PM2.5,7.0
254862,20190401,3,PCA,-80.69761832285874
254862,20190401,3,PM2.5,6.0
254868,20190401,4,PCA,-76.35659548535217
254868,20190401,4,PM2.5,8.0
254874,20190401,5,PCA,-66.31022533891408
254874,20190401,5,PM2.5,9.0
254880,20190401,6,PCA,-63.05951140362754
254880,20190401,6,PM2.5,10.0
254886,20190401,7,PCA,-58.71437439070576
254886,20190401,7,PM2.5,10.0
254892,20190401,8,PCA,-61.921880362540904
254892,20190401,8,PM2.5,13.0
254898,20190401,9,PCA,-58.452298841116225
254898,20190401,9,PM2.5,13.0
254904,20190401,10,PCA,-51.730027635102445
254904,20190401,10,PM2.5,12.0
254910,20190401,11,PCA,-66.67843265595327
254910,20190401,11,PM2.5,12.0
254916,20190401,12,PCA,-78.12981029797105
254916,20190401,12,PM2.5,12.0
254922,20190401,13,PCA,-77.77557134534581
254922,20190401,13,PM2.5,12.0
254928,20190401,14,PCA,-76.0337208003294
254928,20190401,14,PM2.5,14.0
254934,20190401,15,PCA,-74.30302179645594
254934,20190401,15,PM2.5,17.0
254940,20190401,16,PCA,-68.67635739564376
254940,20190401,16,PM2.5,19.0
254946,20190401,17,PCA,-64.71018524988183
254946,20190401,17,PM2.5,19.0
254952,20190401,18,PCA,-62.6062210870195
254952,20190401,18,PM2.5,18.0
254958,20190401,19,PCA,-53.90821830238609
254958,20190401,19,PM2.5,24.0
254964,20190401,20,PCA,-42.71479749842325
254964,20190401,20,PM2.5,29.0
254970,20190401,21,PCA,-37.87920484333665
254970,20190401,21,PM2.5,34.0
254976,20190401,22,PCA,-45.88855270286151
254976,20190401,22,PM2.5,30.0
254982,20190401,23,PCA,-32.471171245678455
254982,20190401,23,PM2.5,32.0
254988,20190402,0,PCA,-10.36826497206715
254988,20190402,0,PM2.5,40.0
254994,20190402,1,PCA,-4.172612463521155
254994,20190402,1,PM2.5,43.0
255000,20190402,2,PCA,-6.680275155511663
255000,20190402,2,PM2.5,41.0
255006,20190402,3,PCA,0.15631216438610093
255006,20190402,3,PM2.5,48.0
255012,20190402,4,PCA,0.6266967374382226
255012,20190402,4,PM2.5,45.0
255018,20190402,5,PCA,9.11539396045271
255018,20190402,5,PM2.5,45.0
255024,20190402,6,PCA,-11.441133410071753
255024,20190402,6,PM2.5,33.0
255030,20190402,7,PCA,-15.704803249582007
255030,20190402,7,PM2.5,34.0
255036,20190402,8,PCA,-14.146780620037275
255036,20190402,8,PM2.5,39.0
255042,20190402,9,PCA,-25.094416912628322
255042,20190402,9,PM2.5,38.0
255048,20190402,10,PCA,-32.396035039962506
255048,20190402,10,PM2.5,37.0
255054,20190402,11,PCA,-31.295122793737953
255054,20190402,11,PM2.5,37.0
255060,20190402,12,PCA,-37.274347027359035
255060,20190402,12,PM2.5,31.0
255066,20190402,13,PCA,-59.074950535172555
255066,20190402,13,PM2.5,23.0
255072,20190402,14,PCA,-70.67790424146125
255072,20190402,14,PM2.5,17.0
255078,20190402,15,PCA,-72.01091250466033
255078,20190402,15,PM2.5,18.0
255084,20190402,16,PCA,-66.44901447049605
255084,20190402,16,PM2.5,21.0
255090,20190402,17,PCA,-61.01852406995397
255090,20190402,17,PM2.5,20.0
255096,20190402,18,PCA,-62.132916811094915
255096,20190402,18,PM2.5,20.0
255102,20190402,19,PCA,-55.27953885655955
255102,20190402,19,PM2.5,21.0
255108,20190402,20,PCA,-29.512518881958506
255108,20190402,20,PM2.5,31.0
255114,20190402,21,PCA,-6.4649317682433125
255114,20190402,21,PM2.5,39.0
255120,20190402,22,PCA,-4.902258063372897
255120,20190402,22,PM2.5,37.0
255126,20190402,23,PCA,2.100284651624331
255126,20190402,23,PM2.5,45.0
255132,20190403,0,PCA,9.83906375659233
255132,20190403,0,PM2.5,59.0
255138,20190403,1,PCA,38.48887901119113
255138,20190403,1,PM2.5,75.0
255144,20190403,2,PCA,25.599449444025886
255144,20190403,2,PM2.5,70.0
255150,20190403,3,PCA,31.474497412590217
255150,20190403,3,PM2.5,72.0
255156,20190403,4,PCA,27.26204912239302
255156,20190403,4,PM2.5,68.0
255162,20190403,5,PCA,11.983037655807674
255162,20190403,5,PM2.5,59.0
255168,20190403,6,PCA,-1.1146566499190282
255168,20190403,6,PM2.5,52.0
255174,20190403,7,PCA,-6.010195098206172
255174,20190403,7,PM2.5,51.0
255180,20190403,8,PCA,-4.840590271882136
255180,20190403,8,PM2.5,55.0
255186,20190403,9,PCA,-9.464296138104006
255186,20190403,9,PM2.5,53.0
255192,20190403,10,PCA,12.186963162892061
255192,20190403,10,PM2.5,66.0
255198,20190403,11,PCA,15.049942929676565
255198,20190403,11,PM2.5,67.0
255204,20190403,12,PCA,19.96263351237821
255204,20190403,12,PM2.5,73.0
255210,20190403,13,PCA,24.89047995062603
255210,20190403,13,PM2.5,77.0
255216,20190403,14,PCA,18.220433802582512
255216,20190403,14,PM2.5,76.0
255222,20190403,15,PCA,33.855570363523725
255222,20190403,15,PM2.5,88.0
255228,20190403,16,PCA,44.77363815011737
255228,20190403,16,PM2.5,96.0
255234,20190403,17,PCA,31.792529274938445
255234,20190403,17,PM2.5,87.0
255240,20190403,18,PCA,8.746324379806875
255240,20190403,18,PM2.5,73.0
255246,20190403,19,PCA,11.671789894968255
255246,20190403,19,PM2.5,73.0
255252,20190403,20,PCA,21.687043096751374
255252,20190403,20,PM2.5,79.0
255258,20190403,22,PCA,38.12013008711334
255258,20190403,22,PM2.5,88.0
255264,20190403,23,PCA,66.24786081256522
255264,20190403,23,PM2.5,92.0
255270,20190404,0,PCA,52.24840851822976
255270,20190404,0,PM2.5,89.0
255276,20190404,1,PCA,44.32280824099511
255276,20190404,1,PM2.5,90.0
255282,20190404,2,PCA,40.3393865949033
255282,20190404,2,PM2.5,86.0
255288,20190404,3,PCA,22.95542294728662
255288,20190404,3,PM2.5,76.0
255294,20190404,4,PCA,39.7638902673881
255294,20190404,4,PM2.5,80.0
255300,20190404,5,PCA,48.27850655559304
255300,20190404,5,PM2.5,84.5
255306,20190404,6,PCA,56.793122843797995
255306,20190404,6,PM2.5,89.0
255312,20190404,7,PCA,62.3992731475319
255312,20190404,7,PM2.5,93.0
255318,20190404,8,PCA,41.78992346966647
255318,20190404,8,PM2.5,83.0
255324,20190404,9,PCA,36.10385819474445
255324,20190404,9,PM2.5,83.0
255330,20190404,10,PCA,48.89131800894986
255330,20190404,10,PM2.5,91.0
255336,20190404,11,PCA,112.5791146737837
255336,20190404,11,PM2.5,128.0
255342,20190404,12,PCA,202.06640579937894
255342,20190404,12,PM2.5,191.0
255348,20190404,13,PCA,191.93501199442724
255348,20190404,13,PM2.5,194.0
255354,20190404,14,PCA,78.53876460431664
255354,20190404,14,PM2.5,118.0
255360,20190404,15,PCA,51.23096397336908
255360,20190404,15,PM2.5,101.0
255366,20190404,16,PCA,16.04161224088632
255366,20190404,16,PM2.5,71.0
255372,20190404,17,PCA,42.98316853502597
255372,20190404,17,PM2.5,75.0
255378,20190404,18,PCA,-26.52430510077861
255378,20190404,18,PM2.5,14.0
255384,20190404,19,PCA,-51.44029999403283
255384,20190404,19,PM2.5,9.0
255390,20190404,20,PCA,-54.4751708745184
255390,20190404,20,PM2.5,15.0
255396,20190404,21,PCA,-63.46363775073822
255396,20190404,21,PM2.5,8.0
255402,20190404,22,PCA,-58.66793886878048
255402,20190404,22,PM2.5,12.0
255408,20190404,23,PCA,-61.79551863893298
255408,20190404,23,PM2.5,7.0
255414,20190405,0,PCA,-66.08857726195927
255414,20190405,0,PM2.5,8.0
255420,20190405,1,PCA,-73.79576853824295
255420,20190405,1,PM2.5,8.0
255426,20190405,2,PCA,-76.18712741982256
255426,20190405,2,PM2.5,7.0
255432,20190405,3,PCA,-77.55150071226802
255432,20190405,3,PM2.5,8.0
255438,20190405,4,PCA,-64.87336069550646
255438,20190405,4,PM2.5,9.0
255444,20190405,5,PCA,-58.85574231077281
255444,20190405,5,PM2.5,11.0
255450,20190405,6,PCA,-61.855581334759094
255450,20190405,6,PM2.5,7.0
255456,20190405,7,PCA,-49.47899584400208
255456,20190405,7,PM2.5,14.0
255462,20190405,8,PCA,-56.35373022327658
255462,20190405,8,PM2.5,12.0
255468,20190405,9,PCA,-55.48942342944542
255468,20190405,9,PM2.5,10.0
255474,20190405,10,PCA,-48.30960579355644
255474,20190405,10,PM2.5,12.0
255480,20190405,11,PCA,23.770483264070343
255480,20190405,11,PM2.5,36.0
255486,20190405,12,PCA,230.39825749020753
255486,20190405,12,PM2.5,61.0
255492,20190405,13,PCA,303.16788359867877
255492,20190405,13,PM2.5,84.0
255498,20190405,14,PCA,309.51808467487734
255498,20190405,14,PM2.5,95.0
255504,20190405,15,PCA,307.63932632776425
255504,20190405,15,PM2.5,93.0
255510,20190405,16,PCA,294.1966586847473
255510,20190405,16,PM2.5,74.0
255516,20190405,17,PCA,294.2549206017102
255516,20190405,17,PM2.5,67.0
255522,20190405,18,PCA,299.09868504355217
255522,20190405,18,PM2.5,68.0
255528,20190405,19,PCA,202.10136959714293
255528,20190405,19,PM2.5,56.0
255534,20190405,20,PCA,137.88362565638258
255534,20190405,20,PM2.5,48.0
255540,20190405,21,PCA,78.34860199206341
255540,20190405,21,PM2.5,50.0
255546,20190405,22,PCA,53.62035768008934
255546,20190405,22,PM2.5,36.0
255552,20190405,23,PCA,58.0279238664033
255552,20190405,23,PM2.5,34.0
255558,20190406,0,PCA,69.32083858117576
255558,20190406,0,PM2.5,41.0
255564,20190406,1,PCA,38.07878706532022
255564,20190406,1,PM2.5,33.0
255570,20190406,2,PCA,50.272952792041934
255570,20190406,2,PM2.5,44.5
255576,20190406,3,PCA,62.467118518763655
255576,20190406,3,PM2.5,56.0
255582,20190406,4,PCA,46.720946218210464
255582,20190406,4,PM2.5,37.0
255588,20190406,5,PCA,29.935506416953853
255588,20190406,5,PM2.5,31.0
255594,20190406,6,PCA,30.429328553522545
255594,20190406,6,PM2.5,34.0
255600,20190406,7,PCA,33.82886630874447
255600,20190406,7,PM2.5,34.0
255606,20190406,8,PCA,37.22840406396641
255606,20190406,8,PM2.5,34.0
255612,20190406,9,PCA,38.178235918675064
255612,20190406,9,PM2.5,36.0
255618,20190406,10,PCA,33.558392439914165
255618,20190406,10,PM2.5,37.0
255624,20190406,11,PCA,35.212937178327714
255624,20190406,11,PM2.5,35.0
255630,20190406,12,PCA,41.10008363261715
255630,20190406,12,PM2.5,39.0
255636,20190406,13,PCA,36.17798194908537
255636,20190406,13,PM2.5,37.0
255642,20190406,14,PCA,9.081865140068828
255642,20190406,14,PM2.5,30.0
255648,20190406,15,PCA,0.9123671990131257
255648,20190406,15,PM2.5,28.0
255654,20190406,16,PCA,17.64375236464388
255654,20190406,16,PM2.5,33.0
255660,20190406,17,PCA,8.96988223995195
255660,20190406,17,PM2.5,28.0
255666,20190406,18,PCA,1.246291042005193
255666,20190406,18,PM2.5,28.0
255672,20190406,19,PCA,2.6981691284985834
255672,20190406,19,PM2.5,29.0
255678,20190406,20,PCA,8.029507581297793
255678,20190406,20,PM2.5,32.0
255684,20190406,21,PCA,0.17495205819950424
255684,20190406,21,PM2.5,28.0
255690,20190406,22,PCA,23.742988866146455
255690,20190406,22,PM2.5,44.0
255696,20190406,23,PCA,11.198078306698575
255696,20190406,23,PM2.5,51.0
255702,20190407,0,PCA,-1.5138245472413845
255702,20190407,0,PM2.5,40.0
255708,20190407,1,PCA,10.386915944240457
255708,20190407,1,PM2.5,40.0
255714,20190407,2,PCA,11.58861449198425
255714,20190407,2,PM2.5,44.0
255720,20190407,3,PCA,6.269907727988195
255720,20190407,3,PM2.5,44.0
255726,20190407,4,PCA,-2.332158873720463
255726,20190407,4,PM2.5,43.0
255732,20190407,5,PCA,8.63792320065229
255732,20190407,5,PM2.5,45.0
255738,20190407,6,PCA,10.756807424552902
255738,20190407,6,PM2.5,46.0
255744,20190407,7,PCA,10.772276179157425
255744,20190407,7,PM2.5,50.0
255750,20190407,8,PCA,20.702898956184562
255750,20190407,8,PM2.5,55.0
255756,20190407,9,PCA,20.715985669471017
255756,20190407,9,PM2.5,55.0
255762,20190407,10,PCA,-9.897559752522927
255762,20190407,10,PM2.5,46.0
255768,20190407,11,PCA,-33.246616327320545
255768,20190407,11,PM2.5,33.0
255774,20190407,12,PCA,-25.097831746913958
255774,20190407,12,PM2.5,34.0
255780,20190407,13,PCA,-22.09462622852381
255780,20190407,13,PM2.5,36.0
255786,20190407,14,PCA,-25.968146340108593
255786,20190407,14,PM2.5,36.0
255792,20190407,15,PCA,-22.766091715727256
255792,20190407,15,PM2.5,39.0
255798,20190407,16,PCA,-18.493547189779232
255798,20190407,16,PM2.5,40.0
255804,20190407,17,PCA,-18.855961692725725
255804,20190407,17,PM2.5,41.0
255810,20190407,18,PCA,-14.968870706099041
255810,20190407,18,PM2.5,43.0
255816,20190407,19,PCA,-10.746274659541884
255816,20190407,19,PM2.5,38.0
255822,20190407,20,PCA,-12.279811921102047
255822,20190407,20,PM2.5,35.0
255828,20190407,21,PCA,-11.457228683068386
255828,20190407,21,PM2.5,38.0
255834,20190407,22,PCA,-11.855516938329592
255834,20190407,22,PM2.5,30.0
255840,20190407,23,PCA,-15.350458635735418
255840,20190407,23,PM2.5,41.0
255846,20190408,0,PCA,-27.15845754129189
255846,20190408,0,PM2.5,28.0
255852,20190408,1,PCA,-15.872787209782162
255852,20190408,1,PM2.5,32.0
255858,20190408,2,PCA,-7.794374825719191
255858,20190408,2,PM2.5,31.0
255864,20190408,3,PCA,-10.846532510025225
255864,20190408,3,PM2.5,33.0
255870,20190408,4,PCA,-2.711378867085317
255870,20190408,4,PM2.5,33.0
255876,20190408,5,PCA,3.9151179110709355
255876,20190408,5,PM2.5,39.0
255882,20190408,6,PCA,4.208403787362909
255882,20190408,6,PM2.5,36.0
255888,20190408,7,PCA,2.7829917905008257
255888,20190408,7,PM2.5,34.0
255894,20190408,8,PCA,0.9293557885392282
255894,20190408,8,PM2.5,39.0
255900,20190408,9,PCA,-17.540125247479203
255900,20190408,9,PM2.5,36.0
255906,20190408,10,PCA,-27.237284738094505
255906,20190408,10,PM2.5,32.0
255912,20190408,11,PCA,-43.762258483699526
255912,20190408,11,PM2.5,24.0
255918,20190408,12,PCA,-47.57612216965434
255918,20190408,12,PM2.5,20.0
255924,20190408,13,PCA,-41.95000618628266
255924,20190408,13,PM2.5,25.0
255930,20190408,14,PCA,-43.48745012020493
255930,20190408,14,PM2.5,27.0
255936,20190408,15,PCA,-36.245334488510316
255936,20190408,15,PM2.5,31.0
255942,20190408,16,PCA,-38.318513538790256
255942,20190408,16,PM2.5,29.0
255948,20190408,17,PCA,-38.24045266372939
255948,20190408,17,PM2.5,25.0
255954,20190408,18,PCA,-38.16239178866853
255954,20190408,18,PM2.5,21.0
255960,20190408,19,PCA,-43.15203307865894
255960,20190408,19,PM2.5,21.0
255966,20190408,20,PCA,-54.675263550198686
255966,20190408,20,PM2.5,14.0
255972,20190408,21,PCA,-43.641102667561526
255972,20190408,21,PM2.5,27.0
255978,20190408,22,PCA,-50.29460249108331
255978,20190408,22,PM2.5,19.0
255984,20190408,23,PCA,-39.61031459770198
255984,20190408,23,PM2.5,25.0
255990,20190409,0,PCA,162.18731234364265
255990,20190409,0,PM2.5,160.0
255996,20190409,1,PCA,-28.93842929299101
255996,20190409,1,PM2.5,38.0
256002,20190409,2,PCA,-48.45043652667757
256002,20190409,2,PM2.5,14.0
256008,20190409,3,PCA,-48.21025834142927
256008,20190409,3,PM2.5,13.0
256014,20190409,4,PCA,-49.30446665847509
256014,20190409,4,PM2.5,14.0
256020,20190409,5,PCA,-53.175555698328886
256020,20190409,5,PM2.5,16.0
256026,20190409,6,PCA,-60.468855299720204
256026,20190409,6,PM2.5,22.0
256032,20190409,7,PCA,-68.12921306827876
256032,20190409,7,PM2.5,21.0
256038,20190409,8,PCA,-70.2687540778438
256038,20190409,8,PM2.5,20.0
256044,20190409,9,PCA,-68.10433671119387
256044,20190409,9,PM2.5,22.0
256050,20190409,10,PCA,-70.84983292386899
256050,20190409,10,PM2.5,20.0
256056,20190409,11,PCA,-66.69606057917414
256056,20190409,11,PM2.5,23.0
256062,20190409,12,PCA,-64.34369734716181
256062,20190409,12,PM2.5,24.0
256068,20190409,13,PCA,-58.81391202325525
256068,20190409,13,PM2.5,27.0
256074,20190409,14,PCA,-54.63278720319951
256074,20190409,14,PM2.5,31.0
256080,20190409,15,PCA,-71.57634455230739
256080,20190409,15,PM2.5,22.0
256086,20190409,16,PCA,-71.54567489561167
256086,20190409,16,PM2.5,22.0
256092,20190409,17,PCA,-64.51524678921092
256092,20190409,17,PM2.5,26.0
256098,20190409,18,PCA,-70.81024702163057
256098,20190409,18,PM2.5,22.0
256104,20190409,19,PCA,-70.63573332659178
256104,20190409,19,PM2.5,21.0
256110,20190409,20,PCA,-63.02318569136092
256110,20190409,20,PM2.5,24.0
256116,20190409,21,PCA,-55.41063805613009
256116,20190409,21,PM2.5,27.0
256122,20190409,22,PCA,-57.77295758418903
256122,20190409,22,PM2.5,27.0
256128,20190409,23,PCA,-64.95034792282254
256128,20190409,23,PM2.5,23.0
256134,20190410,0,PCA,-61.22578151447301
256134,20190410,0,PM2.5,26.0
256140,20190410,1,PCA,-60.97827708144452
256140,20190410,1,PM2.5,25.0
256146,20190410,2,PCA,-58.349971567868074
256146,20190410,2,PM2.5,26.0
256152,20190410,3,PCA,-49.91141777199793
256152,20190410,3,PM2.5,30.0
256158,20190410,4,PCA,-45.05779788746481
256158,20190410,4,PM2.5,33.0
256164,20190410,5,PCA,-38.069236036357424
256164,20190410,5,PM2.5,39.0
256170,20190410,6,PCA,-31.956928812863687
256170,20190410,6,PM2.5,42.0
256176,20190410,7,PCA,-32.85621871328631
256176,20190410,7,PM2.5,42.0
256182,20190410,8,PCA,-35.03733312313403
256182,20190410,8,PM2.5,41.0
256188,20190410,9,PCA,-52.36257926614343
256188,20190410,9,PM2.5,32.0
256194,20190410,10,PCA,-53.34149901926754
256194,20190410,10,PM2.5,32.0
256200,20190410,11,PCA,-74.55854783890562
256200,20190410,11,PM2.5,19.0
256206,20190410,12,PCA,-79.93607352402562
256206,20190410,12,PM2.5,10.0
256212,20190410,13,PCA,-75.06565170324762
256212,20190410,13,PM2.5,17.0
256218,20190410,14,PCA,-78.14159965911335
256218,20190410,14,PM2.5,12.0
256224,20190410,15,PCA,-72.44482636744178
256224,20190410,15,PM2.5,19.0
256230,20190410,16,PCA,-73.29258657153513
256230,20190410,16,PM2.5,18.0
256236,20190410,17,PCA,-72.64877766701716
256236,20190410,17,PM2.5,18.0
256242,20190410,18,PCA,-70.15440395380595
256242,20190410,18,PM2.5,20.0
256248,20190410,19,PCA,-56.372567645829655
256248,20190410,19,PM2.5,28.0
256254,20190410,20,PCA,-46.32981180226112
256254,20190410,20,PM2.5,31.0
256260,20190410,21,PCA,-47.42279581020228
256260,20190410,21,PM2.5,32.0
256266,20190410,22,PCA,-44.447040625136886
256266,20190410,22,PM2.5,37.0
