,date,hour,type,东高村
240798,20181223,22,PM2.5,17.0
240804,20181223,23,PCA,-53.444171668012686
240804,20181223,23,PM2.5,23.0
240810,20181224,0,PCA,-52.584539313044964
240810,20181224,0,PM2.5,19.0
240816,20181224,1,PCA,-48.47195116812283
240816,20181224,1,PM2.5,22.0
240822,20181224,2,PCA,-38.25228616490099
240822,20181224,2,PM2.5,35.0
240828,20181224,3,PCA,-36.910533165298226
240828,20181224,3,PM2.5,34.0
240834,20181224,4,PCA,-38.84823290706607
240834,20181224,4,PM2.5,27.0
240840,20181224,5,PCA,-33.61882077427765
240840,20181224,5,PM2.5,41.0
240846,20181224,6,PCA,-27.33328675787182
240846,20181224,6,PM2.5,45.0
240852,20181224,7,PCA,-32.27977696077755
240852,20181224,7,PM2.5,37.0
240858,20181224,8,PCA,-29.05400359066804
240858,20181224,8,PM2.5,43.0
240864,20181224,9,PCA,-41.24899251529863
240864,20181224,9,PM2.5,34.0
240870,20181224,10,PCA,-31.201487947496183
240870,20181224,10,PM2.5,40.0
240894,20181224,14,PCA,-44.55186832326534
240894,20181224,14,PM2.5,25.0
240900,20181224,15,PCA,-56.969149688930564
240900,20181224,15,PM2.5,27.0
240906,20181224,16,PCA,-53.76734399820904
240906,20181224,16,PM2.5,29.0
240912,20181224,17,PCA,-40.963497640494616
240912,20181224,17,PM2.5,34.0
240918,20181224,18,PCA,-7.72178262291664
240918,20181224,18,PM2.5,58.0
240924,20181224,19,PCA,59.88678436015328
240924,20181224,19,PM2.5,100.0
240930,20181224,20,PCA,53.16998339789782
240930,20181224,20,PM2.5,95.0
240936,20181224,21,PCA,40.37417438684766
240936,20181224,21,PM2.5,88.0
240942,20181224,22,PCA,52.185914617794396
240942,20181224,22,PM2.5,96.0
240948,20181224,23,PCA,54.136480053199115
240948,20181224,23,PM2.5,97.0
240954,20181225,0,PCA,65.14766482754656
240954,20181225,0,PM2.5,104.0
240960,20181225,1,PCA,64.28507404187604
240960,20181225,1,PM2.5,103.0
240966,20181225,2,PCA,48.378825192398125
240966,20181225,2,PM2.5,93.0
240972,20181225,3,PCA,54.8611962911072
240972,20181225,3,PM2.5,98.0
240978,20181225,4,PCA,17.86917972945309
240978,20181225,4,PM2.5,74.0
240984,20181225,5,PCA,49.63156144154793
240984,20181225,5,PM2.5,95.0
240990,20181225,6,PCA,-9.523165931086991
240990,20181225,6,PM2.5,57.0
240996,20181225,7,PCA,-31.636866648802776
240996,20181225,7,PM2.5,44.0
241002,20181225,8,PCA,-38.644541799629934
241002,20181225,8,PM2.5,40.0
241008,20181225,9,PCA,-34.27638506912421
241008,20181225,9,PM2.5,39.0
241014,20181225,10,PCA,-37.16350734376575
241014,20181225,10,PM2.5,32.0
241020,20181225,11,PCA,-57.951982448969105
241020,20181225,11,PM2.5,18.0
241026,20181225,12,PCA,-64.01120578761306
241026,20181225,12,PM2.5,15.0
241032,20181225,13,PCA,-77.86423442043302
241032,20181225,13,PM2.5,7.0
241038,20181225,14,PCA,-83.26932300011373
241038,20181225,14,PM2.5,9.0
241044,20181225,15,PCA,-78.75686798169697
241044,20181225,15,PM2.5,7.0
241050,20181225,16,PCA,-83.42955162074844
241050,20181225,16,PM2.5,4.0
241056,20181225,17,PCA,-83.29197131486804
241056,20181225,17,PM2.5,8.0
241062,20181225,18,PCA,-84.59043251802449
241062,20181225,18,PM2.5,6.0
241068,20181225,19,PCA,-69.29063559820908
241068,20181225,19,PM2.5,7.0
241074,20181225,20,PCA,-53.52551396907841
241074,20181225,20,PM2.5,16.0
241080,20181225,21,PCA,-93.39564452093941
241080,20181225,21,PM2.5,5.0
241086,20181225,22,PCA,-94.64910333646918
241086,20181225,22,PM2.5,9.0
241092,20181225,23,PCA,-77.18901999196929
241092,20181225,23,PM2.5,2.0
241098,20181226,0,PCA,-100.42818545644431
241098,20181226,0,PM2.5,2.0
241104,20181226,1,PCA,-88.4680687751128
241104,20181226,1,PM2.5,1.0
241110,20181226,2,PCA,-95.53723747591548
241110,20181226,2,PM2.5,9.0
241116,20181226,3,PCA,-95.58952702570751
241116,20181226,3,PM2.5,9.0
241122,20181226,4,PCA,-101.06936652672631
241122,20181226,4,PM2.5,2.0
241128,20181226,5,PCA,-98.06953697709585
241128,20181226,5,PM2.5,7.0
241134,20181226,6,PCA,-97.17277085129703
241134,20181226,6,PM2.5,7.0
241140,20181226,7,PCA,-88.4099604388694
241140,20181226,7,PM2.5,4.0
241146,20181226,8,PCA,-98.93223506144002
241146,20181226,8,PM2.5,2.0
241152,20181226,9,PCA,-101.27759767809725
241152,20181226,9,PM2.5,2.0
241158,20181226,10,PCA,-94.35098989008308
241158,20181226,10,PM2.5,2.0
241164,20181226,11,PCA,-86.58850282914182
241164,20181226,11,PM2.5,2.0
241170,20181226,12,PCA,-83.19159739521956
241170,20181226,12,PM2.5,4.0
241176,20181226,13,PCA,-91.41648647231571
241176,20181226,13,PM2.5,10.0
241182,20181226,14,PCA,-94.34422604057379
241182,20181226,14,PM2.5,9.0
241188,20181226,15,PCA,-98.92689787523805
241188,20181226,15,PM2.5,2.0
241194,20181226,16,PCA,-99.40180991195277
241194,20181226,16,PM2.5,2.0
241200,20181226,17,PCA,-99.02313000663233
241200,20181226,17,PM2.5,3.0
241206,20181226,18,PCA,-85.26577970471536
241206,20181226,18,PM2.5,4.0
241212,20181226,19,PCA,-90.5931519032213
241212,20181226,19,PM2.5,4.0
241218,20181226,20,PCA,-82.0881633198631
241218,20181226,20,PM2.5,10.0
241224,20181226,21,PCA,-83.05869317637625
241224,20181226,21,PM2.5,4.0
241230,20181226,22,PCA,-79.11870871983605
241230,20181226,22,PM2.5,16.0
241236,20181226,23,PCA,-76.2027107742992
241236,20181226,23,PM2.5,11.0
241242,20181227,0,PCA,-86.85247236981749
241242,20181227,0,PM2.5,12.0
241248,20181227,1,PCA,-71.57141324186176
241248,20181227,1,PM2.5,5.0
241254,20181227,2,PCA,-63.74862497811678
241254,20181227,2,PM2.5,2.0
241260,20181227,3,PCA,-67.22636670757151
241260,20181227,3,PM2.5,8.0
241266,20181227,4,PCA,-71.20693377445544
241266,20181227,4,PM2.5,2.0
241272,20181227,5,PCA,-79.72414516562529
241272,20181227,5,PM2.5,2.0
241278,20181227,6,PCA,-87.70830150056423
241278,20181227,6,PM2.5,5.0
241284,20181227,7,PCA,-99.81089945014946
241284,20181227,7,PM2.5,2.0
241290,20181227,8,PCA,-80.70236372485958
241290,20181227,8,PM2.5,2.0
241296,20181227,9,PCA,-90.48214007386828
241296,20181227,9,PM2.5,2.0
241302,20181227,10,PCA,-83.79160256046427
241302,20181227,10,PM2.5,8.5
241308,20181227,11,PCA,-71.51906139067793
241308,20181227,11,PM2.5,15.0
241314,20181227,12,PCA,-83.04840391061491
241314,20181227,12,PM2.5,2.0
241320,20181227,13,PCA,-70.35731598109544
241320,20181227,13,PM2.5,5.0
241326,20181227,14,PCA,-82.76912720425251
241326,20181227,14,PM2.5,6.0
241332,20181227,15,PCA,-83.70616522857975
241332,20181227,15,PM2.5,12.0
241338,20181227,16,PCA,-85.75938544523768
241338,20181227,16,PM2.5,10.0
241344,20181227,17,PCA,-93.07963275060553
241344,20181227,17,PM2.5,2.0
241350,20181227,18,PCA,-79.8104077326937
241350,20181227,18,PM2.5,2.0
241356,20181227,19,PCA,-73.3063151329285
241356,20181227,19,PM2.5,6.0
241362,20181227,20,PCA,-77.17762376433612
241362,20181227,20,PM2.5,8.0
241368,20181227,21,PCA,-76.32156401748787
241368,20181227,21,PM2.5,6.0
241374,20181227,22,PCA,-78.01385168120635
241374,20181227,22,PM2.5,4.0
241380,20181227,23,PCA,-82.75551241640638
241380,20181227,23,PM2.5,7.0
241386,20181228,0,PCA,-85.56963935817208
241386,20181228,0,PM2.5,6.0
241392,20181228,1,PCA,-87.29646921930167
241392,20181228,1,PM2.5,5.0
241398,20181228,2,PCA,-89.1775669326681
241398,20181228,2,PM2.5,6.0
241404,20181228,3,PCA,-86.60846874173573
241404,20181228,3,PM2.5,6.0
241410,20181228,4,PCA,-92.98698221695099
241410,20181228,4,PM2.5,4.0
241416,20181228,5,PCA,-89.31900377454095
241416,20181228,5,PM2.5,2.0
241422,20181228,6,PCA,-86.28815348241285
241422,20181228,6,PM2.5,12.0
241428,20181228,7,PCA,-93.67719094072086
241428,20181228,7,PM2.5,2.0
241434,20181228,8,PCA,-99.88808133446236
241434,20181228,8,PM2.5,3.0
241440,20181228,9,PCA,-90.55336118978329
241440,20181228,9,PM2.5,10.0
241446,20181228,10,PCA,-94.2598274509309
241446,20181228,10,PM2.5,5.0
241452,20181228,11,PCA,-96.891257371382
241452,20181228,11,PM2.5,2.0
241476,20181228,15,PCA,-98.83664581587094
241476,20181228,15,PM2.5,1.0
241482,20181228,16,PCA,-99.84900503196064
241482,20181228,16,PM2.5,2.0
241488,20181228,17,PCA,-96.37174448759632
241488,20181228,17,PM2.5,8.0
241494,20181228,18,PCA,-94.0141046610663
241494,20181228,18,PM2.5,10.0
241500,20181228,19,PCA,-89.22169536718906
241500,20181228,19,PM2.5,12.0
241506,20181228,20,PCA,-80.27640955992804
241506,20181228,20,PM2.5,15.0
241512,20181228,21,PCA,-71.4536381280837
241512,20181228,21,PM2.5,17.5
241518,20181228,22,PCA,-62.630866696239366
241518,20181228,22,PM2.5,20.0
241524,20181228,23,PCA,-76.37894937219235
241524,20181228,23,PM2.5,12.0
241530,20181229,0,PCA,-83.98327736163135
241530,20181229,0,PM2.5,10.0
241536,20181229,1,PCA,-79.14432468901258
241536,20181229,1,PM2.5,13.0
241542,20181229,2,PCA,-77.90294669934795
241542,20181229,2,PM2.5,19.0
241548,20181229,3,PCA,-79.06450407543244
241548,20181229,3,PM2.5,18.0
241554,20181229,4,PCA,-84.61178791645148
241554,20181229,4,PM2.5,10.0
241560,20181229,5,PCA,-90.1590717574705
241560,20181229,5,PM2.5,2.0
241566,20181229,6,PCA,-83.93091519643848
241566,20181229,6,PM2.5,14.0
241572,20181229,7,PCA,-88.80861524640402
241572,20181229,7,PM2.5,8.0
241578,20181229,8,PCA,-83.08306942545387
241578,20181229,8,PM2.5,16.0
241584,20181229,9,PCA,-93.3999190674208
241584,20181229,9,PM2.5,1.0
241590,20181229,10,PCA,-90.39292915600697
241590,20181229,10,PM2.5,11.0
241596,20181229,11,PCA,-76.7076655505873
241596,20181229,11,PM2.5,18.0
241602,20181229,12,PCA,-94.4139440975018
241602,20181229,12,PM2.5,8.0
241608,20181229,13,PCA,-97.47352702430916
241608,20181229,13,PM2.5,5.0
241614,20181229,14,PCA,-94.72395037227511
241614,20181229,14,PM2.5,8.0
241620,20181229,15,PCA,-96.54506983312842
241620,20181229,15,PM2.5,3.0
241626,20181229,16,PCA,-98.00065002055084
241626,20181229,16,PM2.5,2.0
241632,20181229,17,PCA,-95.03094508563399
241632,20181229,17,PM2.5,7.0
241638,20181229,18,PCA,-93.83104078246883
241638,20181229,18,PM2.5,8.0
241644,20181229,19,PCA,-86.17041444730975
241644,20181229,19,PM2.5,2.0
241650,20181229,20,PCA,-91.53525502594094
241650,20181229,20,PM2.5,9.5
241656,20181229,21,PCA,-79.97379774599379
241656,20181229,21,PM2.5,17.0
241662,20181229,22,PCA,-78.27251123863998
241662,20181229,22,PM2.5,19.0
241668,20181229,23,PCA,-93.847835627499
241668,20181229,23,PM2.5,10.0
241674,20181230,0,PCA,-90.62173333223457
241674,20181230,0,PM2.5,12.0
241680,20181230,1,PCA,-98.46918222410919
241680,20181230,1,PM2.5,4.0
241686,20181230,2,PCA,-82.86193573860774
241686,20181230,2,PM2.5,17.0
241692,20181230,3,PCA,-101.35731099300372
241692,20181230,3,PM2.5,1.0
241698,20181230,4,PCA,-99.23080120158788
241698,20181230,4,PM2.5,5.0
241704,20181230,5,PCA,-100.74617269831512
241704,20181230,5,PM2.5,2.0
241710,20181230,6,PCA,-96.89733246758742
241710,20181230,6,PM2.5,7.0
241716,20181230,7,PCA,-98.9221581984405
241716,20181230,7,PM2.5,5.0
241722,20181230,8,PCA,-99.45628773445553
241722,20181230,8,PM2.5,3.5
241728,20181230,9,PCA,-99.63947997550952
241728,20181230,9,PM2.5,2.0
241734,20181230,10,PCA,-97.95045420809528
241734,20181230,10,PM2.5,6.0
241740,20181230,11,PCA,-89.79799722258447
241740,20181230,11,PM2.5,6.0
241746,20181230,12,PCA,-83.93176365397069
241746,20181230,12,PM2.5,11.0
241752,20181230,13,PCA,-82.27233521460191
241752,20181230,13,PM2.5,13.0
241758,20181230,14,PCA,-92.28065618122903
241758,20181230,14,PM2.5,10.0
241764,20181230,15,PCA,-91.53235559114897
241764,20181230,15,PM2.5,11.0
241770,20181230,16,PCA,-98.3674452669339
241770,20181230,16,PM2.5,2.0
241776,20181230,17,PCA,-98.40037385782932
241776,20181230,17,PM2.5,2.0
241782,20181230,18,PCA,-88.35158460866612
241782,20181230,18,PM2.5,11.0
241788,20181230,19,PCA,-32.21634988577099
241788,20181230,19,PM2.5,46.0
241794,20181230,20,PCA,-58.66951860630558
241794,20181230,20,PM2.5,30.0
241800,20181230,21,PCA,-70.08934422244671
241800,20181230,21,PM2.5,24.0
241806,20181230,22,PCA,-75.10367207094181
241806,20181230,22,PM2.5,17.0
241812,20181230,23,PCA,-70.8716086060837
241812,20181230,23,PM2.5,20.0
241818,20181231,0,PCA,-73.03726731540196
241818,20181231,0,PM2.5,13.0
241824,20181231,1,PCA,-78.141214651448
241824,20181231,1,PM2.5,13.0
241830,20181231,2,PCA,-78.97676499922018
241830,20181231,2,PM2.5,9.0
241836,20181231,3,PCA,-74.94822086115349
241836,20181231,3,PM2.5,7.0
241842,20181231,4,PCA,-75.54144111310605
241842,20181231,4,PM2.5,18.0
241848,20181231,5,PCA,-80.01785684998909
241848,20181231,5,PM2.5,17.0
241854,20181231,6,PCA,-81.47779342301307
241854,20181231,6,PM2.5,11.0
241860,20181231,7,PCA,-70.21666246552567
241860,20181231,7,PM2.5,23.0
241866,20181231,8,PCA,-84.49194672798546
241866,20181231,8,PM2.5,15.0
241872,20181231,9,PCA,-83.03306996098593
241872,20181231,9,PM2.5,14.0
241878,20181231,10,PCA,-74.4871533721959
241878,20181231,10,PM2.5,14.0
241884,20181231,11,PCA,-44.08724752981759
241884,20181231,11,PM2.5,37.0
241890,20181231,12,PCA,-54.73799956481463
241890,20181231,12,PM2.5,31.0
241896,20181231,13,PCA,-56.14576307441954
241896,20181231,13,PM2.5,30.0
241902,20181231,14,PCA,-48.309086174865314
241902,20181231,14,PM2.5,34.0
241908,20181231,15,PCA,-57.68255369689111
241908,20181231,15,PM2.5,24.0
241914,20181231,16,PCA,-33.28451304141219
241914,20181231,16,PM2.5,43.0
241920,20181231,17,PCA,-30.68735253868491
241920,20181231,17,PM2.5,43.0
241926,20181231,18,PCA,-27.29473986458369
241926,20181231,18,PM2.5,45.0
241932,20181231,19,PCA,-27.204344732980438
241932,20181231,19,PM2.5,45.0
241938,20181231,20,PCA,-15.084604384711508
241938,20181231,20,PM2.5,53.0
241944,20181231,21,PCA,-24.52547007964305
241944,20181231,21,PM2.5,48.0
241950,20181231,22,PCA,-7.784382044474304
241950,20181231,22,PM2.5,59.0
241956,20181231,23,PCA,-2.9157881368177962
241956,20181231,23,PM2.5,61.0
241962,20190101,0,PCA,-6.652180651165781
241962,20190101,0,PM2.5,58.0
241968,20190101,1,PCA,-14.353050393524658
241968,20190101,1,PM2.5,54.0
241974,20190101,2,PCA,-14.268544505208089
241974,20190101,2,PM2.5,54.0
241980,20190101,3,PCA,-33.96362771478163
241980,20190101,3,PM2.5,43.0
241986,20190101,4,PCA,-21.19721859349972
241986,20190101,4,PM2.5,51.0
241992,20190101,5,PCA,-24.520451878172373
241992,20190101,5,PM2.5,49.0
241998,20190101,6,PCA,-27.843685162845034
241998,20190101,6,PM2.5,47.0
242004,20190101,7,PCA,-22.55861647987214
242004,20190101,7,PM2.5,50.0
242010,20190101,8,PCA,-26.760887504026588
242010,20190101,8,PM2.5,47.0
242016,20190101,9,PCA,-27.68026726130686
242016,20190101,9,PM2.5,46.0
242022,20190101,10,PCA,-33.60033461968266
242022,20190101,10,PM2.5,42.0
242028,20190101,11,PCA,-37.685740344759886
242028,20190101,11,PM2.5,40.0
242034,20190101,12,PCA,-64.28063224971874
242034,20190101,12,PM2.5,26.0
242040,20190101,13,PCA,-94.02274911999328
242040,20190101,13,PM2.5,9.0
242046,20190101,14,PCA,-87.97055338490559
242046,20190101,14,PM2.5,14.0
242052,20190101,15,PCA,-91.20146581380294
242052,20190101,15,PM2.5,12.0
242058,20190101,16,PCA,-94.38687820004999
242058,20190101,16,PM2.5,8.0
242064,20190101,17,PCA,-89.19861082860614
242064,20190101,17,PM2.5,13.0
242070,20190101,18,PCA,-92.15935160316046
242070,20190101,18,PM2.5,8.0
242076,20190101,19,PCA,-76.50754111242635
242076,20190101,19,PM2.5,20.0
242082,20190101,20,PCA,-66.24154732781028
242082,20190101,20,PM2.5,26.0
242088,20190101,21,PCA,-54.85918440765511
242088,20190101,21,PM2.5,32.0
242094,20190101,22,PCA,-45.86896882816824
242094,20190101,22,PM2.5,37.0
242100,20190101,23,PCA,-77.62652003472505
242100,20190101,23,PM2.5,19.0
242106,20190102,0,PCA,-66.10820688513842
242106,20190102,0,PM2.5,26.0
242112,20190102,1,PCA,-96.26198839709642
242112,20190102,1,PM2.5,8.0
242118,20190102,2,PCA,-98.64159896928273
242118,20190102,2,PM2.5,5.0
242124,20190102,3,PCA,-99.16265284418331
242124,20190102,3,PM2.5,4.0
242130,20190102,4,PCA,-100.08274485383453
242130,20190102,4,PM2.5,3.0
242136,20190102,5,PCA,-101.31988298029063
242136,20190102,5,PM2.5,1.0
242142,20190102,6,PCA,-97.1446523940345
242142,20190102,6,PM2.5,7.0
242148,20190102,7,PCA,-94.8263648985485
242148,20190102,7,PM2.5,10.0
242154,20190102,8,PCA,-100.49018610224265
242154,20190102,8,PM2.5,2.0
242160,20190102,9,PCA,-96.17872925801268
242160,20190102,9,PM2.5,9.0
242166,20190102,10,PCA,-97.28702636361463
242166,20190102,10,PM2.5,7.0
242172,20190102,11,PCA,-80.79347281622022
242172,20190102,11,PM2.5,16.0
242178,20190102,12,PCA,-92.42278880553961
242178,20190102,12,PM2.5,10.0
242184,20190102,13,PCA,-79.59247228035126
242184,20190102,13,PM2.5,16.0
242202,20190102,16,PCA,-48.22039157654631
242202,20190102,16,PM2.5,34.0
242208,20190102,17,PCA,-48.813104949755854
242208,20190102,17,PM2.5,34.0
242214,20190102,18,PCA,-44.03137747257541
242214,20190102,18,PM2.5,37.0
242220,20190102,19,PCA,-27.267071942517525
242220,20190102,19,PM2.5,48.0
242226,20190102,20,PCA,-18.21938982232282
242226,20190102,20,PM2.5,53.0
242232,20190102,21,PCA,-27.256079414005498
242232,20190102,21,PM2.5,47.0
242238,20190102,22,PCA,-14.03516364128642
242238,20190102,22,PM2.5,55.0
242244,20190102,23,PCA,-5.709311943697812
242244,20190102,23,PM2.5,60.0
242250,20190103,0,PCA,16.838563745868004
242250,20190103,0,PM2.5,74.0
242256,20190103,1,PCA,36.44542538676935
242256,20190103,1,PM2.5,86.0
242262,20190103,2,PCA,5.084103076400687
242262,20190103,2,PM2.5,68.0
242268,20190103,3,PCA,-4.132733892663315
242268,20190103,3,PM2.5,62.0
242274,20190103,4,PCA,-17.708801363998464
242274,20190103,4,PM2.5,53.0
242280,20190103,5,PCA,22.059948809981094
242280,20190103,5,PM2.5,78.0
242286,20190103,6,PCA,17.02701018708821
242286,20190103,6,PM2.5,75.0
242292,20190103,7,PCA,48.454680269117354
242292,20190103,7,PM2.5,95.0
242298,20190103,8,PCA,56.791226255977215
242298,20190103,8,PM2.5,100.0
242304,20190103,9,PCA,76.75560013765414
242304,20190103,9,PM2.5,112.0
242310,20190103,10,PCA,78.03306131584475
242310,20190103,10,PM2.5,112.0
242316,20190103,11,PCA,69.76111786221229
242316,20190103,11,PM2.5,106.0
242322,20190103,12,PCA,83.31318298889661
242322,20190103,12,PM2.5,114.0
242328,20190103,13,PCA,96.86524811558095
242328,20190103,13,PM2.5,122.0
242334,20190103,14,PCA,82.9586094780456
242334,20190103,14,PM2.5,114.0
242340,20190103,15,PCA,84.3484018502229
242340,20190103,15,PM2.5,115.0
242346,20190103,16,PCA,85.06505528191326
242346,20190103,16,PM2.5,115.0
242352,20190103,17,PCA,84.21147581245253
242352,20190103,17,PM2.5,115.0
242358,20190103,18,PCA,109.40530678817973
242358,20190103,18,PM2.5,129.0
242364,20190103,19,PCA,105.14692436151358
242364,20190103,19,PM2.5,126.0
242370,20190103,20,PCA,84.47144902977469
242370,20190103,20,PM2.5,114.0
242376,20190103,21,PCA,84.18856394173028
242376,20190103,21,PM2.5,115.0
242382,20190103,22,PCA,74.65303256607282
242382,20190103,22,PM2.5,109.0
242388,20190103,23,PCA,100.29176748619413
242388,20190103,23,PM2.5,124.0
242394,20190104,0,PCA,89.6083282055712
242394,20190104,0,PM2.5,118.0
242400,20190104,1,PCA,96.95276481680824
242400,20190104,1,PM2.5,122.0
242406,20190104,2,PCA,112.86347840483097
242406,20190104,2,PM2.5,132.0
242412,20190104,3,PCA,67.82780844081519
242412,20190104,3,PM2.5,105.0
242418,20190104,4,PCA,48.584052915784405
242418,20190104,4,PM2.5,94.0
242424,20190104,5,PCA,47.249125196885934
242424,20190104,5,PM2.5,94.0
242430,20190104,6,PCA,-16.976673164395258
242430,20190104,6,PM2.5,55.0
242436,20190104,7,PCA,-51.835096185609686
242436,20190104,7,PM2.5,33.0
242442,20190104,8,PCA,-84.66705440990191
242442,20190104,8,PM2.5,15.0
242448,20190104,9,PCA,-92.34816165280846
242448,20190104,9,PM2.5,11.0
242454,20190104,10,PCA,-94.94989419275423
242454,20190104,10,PM2.5,7.0
242460,20190104,11,PCA,-95.3046790340875
242460,20190104,11,PM2.5,6.0
242466,20190104,12,PCA,-98.317674675161
242466,20190104,12,PM2.5,1.0
242472,20190104,13,PCA,-97.34560382753293
242472,20190104,13,PM2.5,2.0
242478,20190104,14,PCA,-91.56941674657925
242478,20190104,14,PM2.5,11.0
242484,20190104,15,PCA,-97.51187286110026
242484,20190104,15,PM2.5,2.0
242490,20190104,16,PCA,-96.88298721403069
242490,20190104,16,PM2.5,4.0
242496,20190104,17,PCA,-96.99696669780592
242496,20190104,17,PM2.5,4.0
242502,20190104,18,PCA,-95.4532007152738
242502,20190104,18,PM2.5,7.0
242508,20190104,19,PCA,-92.74270036574143
242508,20190104,19,PM2.5,11.0
242514,20190104,20,PCA,-88.95169244271476
242514,20190104,20,PM2.5,13.0
242520,20190104,21,PCA,-93.81903960113841
242520,20190104,21,PM2.5,10.0
242526,20190104,22,PCA,-78.91461013299994
242526,20190104,22,PM2.5,16.0
242532,20190104,23,PCA,-84.76985117310166
242532,20190104,23,PM2.5,10.0
242538,20190105,0,PCA,-94.98423297702375
242538,20190105,0,PM2.5,4.0
242544,20190105,1,PCA,-96.80881774732283
242544,20190105,1,PM2.5,5.0
242550,20190105,2,PCA,-98.77648764928328
242550,20190105,2,PM2.5,3.0
242556,20190105,3,PCA,-94.77308532443665
242556,20190105,3,PM2.5,2.0
242562,20190105,4,PCA,-94.27036728568115
242562,20190105,4,PM2.5,10.0
242568,20190105,5,PCA,-97.14098895717456
242568,20190105,5,PM2.5,5.0
242574,20190105,6,PCA,-89.45980909886727
242574,20190105,6,PM2.5,13.0
242580,20190105,7,PCA,-97.08869940738249
242580,20190105,7,PM2.5,5.0
242586,20190105,8,PCA,-77.134447385987
242586,20190105,8,PM2.5,20.0
242592,20190105,9,PCA,-95.3858372256409
242592,20190105,9,PM2.5,2.0
242598,20190105,10,PCA,-89.03474026932625
242598,20190105,10,PM2.5,10.0
242604,20190105,11,PCA,-96.16407329264077
242604,20190105,11,PM2.5,6.0
242610,20190105,12,PCA,-94.32776336955361
242610,20190105,12,PM2.5,7.0
242616,20190105,13,PCA,-97.69786971084702
242616,20190105,13,PM2.5,2.0
242622,20190105,14,PCA,-96.65539510376308
242622,20190105,14,PM2.5,4.0
242628,20190105,15,PCA,-96.5512732917904
242628,20190105,15,PM2.5,4.5
242634,20190105,16,PCA,-95.90678380186782
242634,20190105,16,PM2.5,5.0
242640,20190105,17,PCA,-97.07351816886802
242640,20190105,17,PM2.5,4.0
242646,20190105,18,PCA,-91.86799407093292
242646,20190105,18,PM2.5,2.0
242652,20190105,19,PCA,-89.31790928524366
242652,20190105,19,PM2.5,9.0
242658,20190105,20,PCA,-67.91186424587245
242658,20190105,20,PM2.5,25.0
242664,20190105,21,PCA,-75.16946910990633
242664,20190105,21,PM2.5,20.0
242670,20190105,22,PCA,-77.91991243281224
242670,20190105,22,PM2.5,18.0
242676,20190105,23,PCA,-56.69258630474183
242676,20190105,23,PM2.5,31.0
242682,20190106,0,PCA,-29.202852592315097
242682,20190106,0,PM2.5,46.0
242688,20190106,1,PCA,-33.37572372670131
242688,20190106,1,PM2.5,42.0
242694,20190106,2,PCA,-71.7578401234929
242694,20190106,2,PM2.5,21.0
242700,20190106,3,PCA,-73.4146116202547
242700,20190106,3,PM2.5,21.0
242706,20190106,4,PCA,-75.73581961431557
242706,20190106,4,PM2.5,17.0
242712,20190106,5,PCA,-58.92208489021416
242712,20190106,5,PM2.5,30.0
242718,20190106,6,PCA,-61.0754062468333
242718,20190106,6,PM2.5,28.0
242724,20190106,7,PCA,-53.90116782055681
242724,20190106,7,PM2.5,28.0
242730,20190106,8,PCA,-19.87197975990915
242730,20190106,8,PM2.5,50.0
242736,20190106,9,PCA,-16.28528955828966
242736,20190106,9,PM2.5,51.0
242742,20190106,10,PCA,-16.608759415243153
242742,20190106,10,PM2.5,51.0
242748,20190106,11,PCA,-19.639175975452908
242748,20190106,11,PM2.5,50.0
242754,20190106,12,PCA,-11.716494977149814
242754,20190106,12,PM2.5,55.0
242760,20190106,13,PCA,-9.591235183821896
242760,20190106,13,PM2.5,56.0
242766,20190106,14,PCA,20.29565878079576
242766,20190106,14,PM2.5,74.0
242772,20190106,15,PCA,21.362929806011618
242772,20190106,15,PM2.5,75.0
242778,20190106,16,PCA,26.08116064356069
242778,20190106,16,PM2.5,77.0
242784,20190106,17,PCA,24.496303211455505
242784,20190106,17,PM2.5,76.0
242790,20190106,18,PCA,33.85646266009167
242790,20190106,18,PM2.5,82.0
242796,20190106,19,PCA,20.556144284281366
242796,20190106,19,PM2.5,73.0
242802,20190106,20,PCA,44.28080574429346
242802,20190106,20,PM2.5,88.0
242808,20190106,21,PCA,32.708029481983665
242808,20190106,21,PM2.5,80.0
242814,20190106,22,PCA,49.38947741351354
242814,20190106,22,PM2.5,90.0
242820,20190106,23,PCA,68.51729445316532
242820,20190106,23,PM2.5,102.0
242826,20190107,0,PCA,59.84367629408031
242826,20190107,0,PM2.5,97.0
242832,20190107,1,PCA,53.05697463481309
242832,20190107,1,PM2.5,94.0
242838,20190107,2,PCA,28.900531414857664
242838,20190107,2,PM2.5,81.0
242844,20190107,3,PCA,28.94801083101682
242844,20190107,3,PM2.5,81.0
242850,20190107,4,PCA,6.4701985934671375
242850,20190107,4,PM2.5,68.0
242856,20190107,5,PCA,-13.331326566806386
242856,20190107,5,PM2.5,56.0
242862,20190107,6,PCA,-29.955583986170787
242862,20190107,6,PM2.5,46.0
242868,20190107,7,PCA,-27.95533088840299
242868,20190107,7,PM2.5,48.0
242874,20190107,8,PCA,-49.2305851290356
242874,20190107,8,PM2.5,34.0
242880,20190107,9,PCA,-49.37709166315056
242880,20190107,9,PM2.5,34.0
242886,20190107,10,PCA,-53.77852562849487
242886,20190107,10,PM2.5,31.0
242892,20190107,11,PCA,-44.321076401005385
242892,20190107,11,PM2.5,36.0
242898,20190107,12,PCA,-82.32716193575283
242898,20190107,12,PM2.5,16.0
