,date,hour,type,通州
280404,20191002,12,PM2.5,59.0
280410,20191002,13,PCA,-54.256640720960384
280410,20191002,13,PM2.5,55.0
280416,20191002,14,PCA,-75.4053170098417
280416,20191002,14,PM2.5,42.0
280422,20191002,15,PCA,-76.72658693744461
280422,20191002,15,PM2.5,37.0
280428,20191002,16,PCA,-75.72812254698378
280428,20191002,16,PM2.5,37.0
280434,20191002,17,PCA,-77.29379165031783
280434,20191002,17,PM2.5,35.0
280440,20191002,18,PCA,-78.82597713332653
280440,20191002,18,PM2.5,38.0
280446,20191002,19,PCA,-67.49543676050715
280446,20191002,19,PM2.5,41.0
280452,20191002,20,PCA,-69.61269959863723
280452,20191002,20,PM2.5,40.0
280458,20191002,21,PCA,-63.52126233602094
280458,20191002,21,PM2.5,42.0
280464,20191003,0,PCA,-36.671597278243986
280464,20191003,0,PM2.5,53.0
280470,20191003,10,PCA,-17.66238590308592
280470,20191003,10,PM2.5,70.0
280476,20191003,11,PCA,-35.40494837785976
280476,20191003,11,PM2.5,64.0
280482,20191003,12,PCA,-36.68543059416446
280482,20191003,12,PM2.5,65.0
280488,20191003,13,PCA,-48.342703964913554
280488,20191003,13,PM2.5,60.0
280494,20191003,14,PCA,-52.40430285166502
280494,20191003,14,PM2.5,54.0
280500,20191003,15,PCA,-43.06096820882068
280500,20191003,15,PM2.5,54.0
280506,20191003,16,PCA,-42.9447814469794
280506,20191003,16,PM2.5,52.0
280512,20191003,17,PCA,-53.2218068429297
280512,20191003,17,PM2.5,47.0
280518,20191003,18,PCA,-51.01444774160107
280518,20191003,18,PM2.5,51.0
280524,20191003,19,PCA,-54.09778670859697
280524,20191003,19,PM2.5,48.0
280530,20191003,20,PCA,12.989091631360258
280530,20191003,20,PM2.5,74.0
280536,20191003,21,PCA,-18.184129347313633
280536,20191003,21,PM2.5,74.0
280542,20191003,22,PCA,-12.106012733924914
280542,20191003,22,PM2.5,77.0
280548,20191003,23,PCA,-26.80351589162873
280548,20191003,23,PM2.5,66.0
280554,20191004,0,PCA,-56.212937118940715
280554,20191004,0,PM2.5,46.0
280560,20191004,1,PCA,-70.64232770936009
280560,20191004,1,PM2.5,36.0
280566,20191004,2,PCA,-73.59229983593869
280566,20191004,2,PM2.5,33.0
280572,20191004,3,PCA,-77.60819917225096
280572,20191004,3,PM2.5,30.0
280578,20191004,4,PCA,-66.12272600560723
280578,20191004,4,PM2.5,28.0
280584,20191004,5,PCA,-92.25450514820947
280584,20191004,5,PM2.5,21.0
280590,20191004,6,PCA,-108.41681718521262
280590,20191004,6,PM2.5,12.0
280596,20191004,7,PCA,-115.56685391392054
280596,20191004,7,PM2.5,7.0
280602,20191004,8,PCA,-119.7499315306853
280602,20191004,8,PM2.5,2.0
280608,20191004,9,PCA,-120.43273919920752
280608,20191004,9,PM2.5,1.0
280614,20191004,10,PCA,-115.78911679316467
280614,20191004,10,PM2.5,7.0
280620,20191004,11,PCA,-118.31910788169151
280620,20191004,11,PM2.5,4.0
280626,20191004,12,PCA,-119.20315513577559
280626,20191004,12,PM2.5,2.0
280632,20191004,13,PCA,-118.913323565614
280632,20191004,13,PM2.5,2.0
280638,20191004,14,PCA,-119.23714137208451
280638,20191004,14,PM2.5,2.0
280644,20191004,15,PCA,-118.88446186894151
280644,20191004,15,PM2.5,2.0
280650,20191004,16,PCA,-118.53178236579853
280650,20191004,16,PM2.5,2.0
280656,20191004,17,PCA,-117.53028143044227
280656,20191004,17,PM2.5,3.0
280662,20191004,18,PCA,-111.74938247153639
280662,20191004,18,PM2.5,1.0
280668,20191004,19,PCA,-100.95477857080019
280668,20191004,19,PM2.5,8.0
280674,20191004,20,PCA,-98.75610146692483
280674,20191004,20,PM2.5,9.0
280680,20191004,21,PCA,-102.05949910315591
280680,20191004,21,PM2.5,7.0
280686,20191004,22,PCA,-108.00646559204253
280686,20191004,22,PM2.5,9.0
280692,20191004,23,PCA,-111.30154597478256
280692,20191004,23,PM2.5,7.0
280698,20191005,0,PCA,-108.14047871149624
280698,20191005,0,PM2.5,9.0
280704,20191005,1,PCA,-100.32578435942354
280704,20191005,1,PM2.5,9.0
280710,20191005,2,PCA,-96.72068144772624
280710,20191005,2,PM2.5,10.0
280716,20191005,3,PCA,-90.01543863951864
280716,20191005,3,PM2.5,11.0
280722,20191005,4,PCA,-110.27201567764035
280722,20191005,4,PM2.5,8.0
280728,20191005,5,PCA,-117.86048466462204
280728,20191005,5,PM2.5,3.0
280734,20191005,6,PCA,-111.63763101468474
280734,20191005,6,PM2.5,6.0
280740,20191005,7,PCA,-102.69885750634718
280740,20191005,7,PM2.5,6.0
280746,20191005,8,PCA,-111.6476428248399
280746,20191005,8,PM2.5,5.0
280752,20191005,9,PCA,-112.69499244223316
280752,20191005,9,PM2.5,7.0
280758,20191005,10,PCA,-113.11051987835742
280758,20191005,10,PM2.5,7.0
280764,20191005,11,PCA,-110.89366896384202
280764,20191005,11,PM2.5,10.0
280770,20191005,12,PCA,-114.04042707405503
280770,20191005,12,PM2.5,6.0
280776,20191005,13,PCA,-113.3621601389769
280776,20191005,13,PM2.5,6.0
280782,20191005,14,PCA,-116.02735016622977
280782,20191005,14,PM2.5,2.0
280788,20191005,15,PCA,-116.28512732586432
280788,20191005,15,PM2.5,2.0
280794,20191005,16,PCA,-114.44937880440479
280794,20191005,16,PM2.5,3.0
280800,20191005,17,PCA,-114.38333815756884
280800,20191005,17,PM2.5,3.0
280806,20191005,18,PCA,-110.6141746104731
280806,20191005,18,PM2.5,5.0
280812,20191005,19,PCA,-105.52802083461809
280812,20191005,19,PM2.5,6.0
280818,20191005,20,PCA,-98.46378816435879
280818,20191005,20,PM2.5,8.0
280824,20191005,21,PCA,-93.48397163055728
280824,20191005,21,PM2.5,8.0
280830,20191005,22,PCA,-85.15170480505668
280830,20191005,22,PM2.5,9.0
280836,20191005,23,PCA,-83.77697992337599
280836,20191005,23,PM2.5,10.0
280842,20191006,0,PCA,-80.5253888497082
280842,20191006,0,PM2.5,11.0
280848,20191006,1,PCA,-68.50069826955655
280848,20191006,1,PM2.5,14.0
280854,20191006,2,PCA,-73.18065321615367
280854,20191006,2,PM2.5,18.0
280860,20191006,3,PCA,-70.93915874691842
280860,20191006,3,PM2.5,16.0
280866,20191006,4,PCA,-63.73409998231321
280866,20191006,4,PM2.5,14.0
280872,20191006,5,PCA,-64.35614792213144
280872,20191006,5,PM2.5,16.0
280878,20191006,6,PCA,-68.15466452230669
280878,20191006,6,PM2.5,21.0
280884,20191006,7,PCA,-69.9615513470937
280884,20191006,7,PM2.5,20.0
280890,20191006,8,PCA,-78.55865270365045
280890,20191006,8,PM2.5,15.0
280896,20191006,9,PCA,-78.20629156978372
280896,20191006,9,PM2.5,16.0
280902,20191006,10,PCA,-74.5001662337346
280902,20191006,10,PM2.5,21.0
280908,20191006,11,PCA,-73.1285702566845
280908,20191006,11,PM2.5,19.0
280914,20191006,12,PCA,-74.57148658316277
280914,20191006,12,PM2.5,26.0
280920,20191006,13,PCA,-77.95744848288516
280920,20191006,13,PM2.5,27.0
280926,20191006,14,PCA,-89.28900724644123
280926,20191006,14,PM2.5,24.0
280932,20191006,15,PCA,-90.87210314790259
280932,20191006,15,PM2.5,23.0
280938,20191006,16,PCA,-87.48834968040433
280938,20191006,16,PM2.5,24.0
280944,20191006,17,PCA,-67.09354138087626
280944,20191006,17,PM2.5,32.0
280950,20191006,18,PCA,-59.492805160462915
280950,20191006,18,PM2.5,38.0
280956,20191006,19,PCA,-45.33546686369542
280956,20191006,19,PM2.5,44.0
280962,20191006,20,PCA,-28.956153112776054
280962,20191006,20,PM2.5,53.0
280968,20191006,21,PCA,-39.82428257895276
280968,20191006,21,PM2.5,46.0
280974,20191006,22,PCA,-34.08067165806687
280974,20191006,22,PM2.5,51.0
280980,20191006,23,PCA,-37.071686386372534
280980,20191006,23,PM2.5,48.0
280986,20191007,0,PCA,-32.72815166712552
280986,20191007,0,PM2.5,49.0
280992,20191007,1,PCA,-28.29940795519873
280992,20191007,1,PM2.5,52.0
280998,20191007,2,PCA,-31.241808834795783
280998,20191007,2,PM2.5,50.0
281004,20191007,3,PCA,-31.465599758121478
281004,20191007,3,PM2.5,50.0
281010,20191007,4,PCA,-27.605518872517184
281010,20191007,4,PM2.5,53.0
281016,20191007,5,PCA,-34.61439978797614
281016,20191007,5,PM2.5,49.0
281022,20191007,6,PCA,-33.01474444833323
281022,20191007,6,PM2.5,51.0
281028,20191007,7,PCA,-36.40472717458165
281028,20191007,7,PM2.5,49.0
281034,20191007,8,PCA,-58.90726122042055
281034,20191007,8,PM2.5,35.0
281040,20191007,9,PCA,-50.671595427257316
281040,20191007,9,PM2.5,42.0
281046,20191007,10,PCA,-43.2978488753823
281046,20191007,10,PM2.5,47.0
281052,20191007,11,PCA,-26.304799419453722
281052,20191007,11,PM2.5,57.0
281058,20191007,12,PCA,-30.09726031082271
281058,20191007,12,PM2.5,57.0
281064,20191007,13,PCA,-46.06577763712714
281064,20191007,13,PM2.5,50.0
281070,20191007,14,PCA,-52.13683788509764
281070,20191007,14,PM2.5,47.0
281076,20191007,15,PCA,-64.00208975350372
281076,20191007,15,PM2.5,40.0
281082,20191007,16,PCA,-85.26553666314743
281082,20191007,16,PM2.5,28.0
281088,20191007,17,PCA,-80.62258620081685
281088,20191007,17,PM2.5,30.0
281094,20191007,18,PCA,-71.78966404667074
281094,20191007,18,PM2.5,33.0
281100,20191007,19,PCA,-62.79797322529817
281100,20191007,19,PM2.5,36.0
281106,20191007,20,PCA,-52.735155585755
281106,20191007,20,PM2.5,38.0
281112,20191007,21,PCA,-40.29460785057606
281112,20191007,21,PM2.5,46.0
281118,20191007,22,PCA,-32.062356648643735
281118,20191007,22,PM2.5,49.0
281124,20191007,23,PCA,-43.25202987069991
281124,20191007,23,PM2.5,41.0
281130,20191008,0,PCA,-68.47294073585738
281130,20191008,0,PM2.5,31.0
281136,20191008,1,PCA,-108.03989087168875
281136,20191008,1,PM2.5,12.0
281142,20191008,2,PCA,-118.39247727817283
281142,20191008,2,PM2.5,3.0
281148,20191008,3,PCA,-119.17370268559975
281148,20191008,3,PM2.5,2.0
281154,20191008,4,PCA,-119.49752049207025
281154,20191008,4,PM2.5,2.0
281160,20191008,5,PCA,-118.42627745863159
281160,20191008,5,PM2.5,3.0
281166,20191008,6,PCA,-116.92815328073229
281166,20191008,6,PM2.5,1.0
281172,20191008,7,PCA,-115.83411038083568
281172,20191008,7,PM2.5,2.0
281178,20191008,8,PCA,-117.96362919282095
281178,20191008,8,PM2.5,2.0
281184,20191008,9,PCA,-116.47973909919436
281184,20191008,9,PM2.5,1.0
281190,20191008,10,PCA,-115.70422625981136
281190,20191008,10,PM2.5,6.0
281196,20191008,11,PCA,-117.3693384400979
281196,20191008,11,PM2.5,3.0
281202,20191008,12,PCA,-117.83836699544953
281202,20191008,12,PM2.5,1.0
281208,20191008,13,PCA,-116.53559959138649
281208,20191008,13,PM2.5,3.0
281214,20191008,14,PCA,-114.56145941734637
281214,20191008,14,PM2.5,5.0
281220,20191008,15,PCA,-109.76565289635589
281220,20191008,15,PM2.5,5.0
281226,20191008,16,PCA,-112.49502580746007
281226,20191008,16,PM2.5,6.0
281232,20191008,17,PCA,-112.81884361393061
281232,20191008,17,PM2.5,6.0
281238,20191008,18,PCA,-97.35150865060135
281238,20191008,18,PM2.5,4.0
281244,20191008,19,PCA,-78.12856102116022
281244,20191008,19,PM2.5,11.0
281250,20191008,20,PCA,-73.0064028548375
281250,20191008,20,PM2.5,13.0
281256,20191008,21,PCA,-66.17940290103138
281256,20191008,21,PM2.5,15.0
281262,20191008,22,PCA,-62.870406893345184
281262,20191008,22,PM2.5,13.0
281268,20191008,23,PCA,-59.47411380818803
281268,20191008,23,PM2.5,16.0
281274,20191009,0,PCA,-57.2208309560219
281274,20191009,0,PM2.5,16.0
281280,20191009,1,PCA,-42.28657493836904
281280,20191009,1,PM2.5,24.0
281286,20191009,2,PCA,-39.54005183557985
281286,20191009,2,PM2.5,24.0
281292,20191009,3,PCA,-49.047255829754
281292,20191009,3,PM2.5,24.0
281298,20191009,4,PCA,-48.367526768547926
281298,20191009,4,PM2.5,21.0
281304,20191009,5,PCA,-53.27399776140109
281304,20191009,5,PM2.5,22.0
281310,20191009,6,PCA,-53.26339519774248
281310,20191009,6,PM2.5,23.0
281316,20191009,7,PCA,-63.20087045570877
281316,20191009,7,PM2.5,20.0
281322,20191009,8,PCA,-65.0069249456093
281322,20191009,8,PM2.5,19.0
281328,20191009,9,PCA,-60.940444909747384
281328,20191009,9,PM2.5,21.0
281334,20191009,10,PCA,-48.20963705122048
281334,20191009,10,PM2.5,29.0
281340,20191009,11,PCA,-42.66344291121378
281340,20191009,11,PM2.5,32.0
281346,20191009,12,PCA,-52.263218756819285
281346,20191009,12,PM2.5,31.0
281352,20191009,13,PCA,-48.528988900133434
281352,20191009,13,PM2.5,39.0
281370,20191009,16,PCA,-62.431175560236476
281370,20191009,16,PM2.5,41.0
281376,20191009,17,PCA,-25.181581186049012
281376,20191009,17,PM2.5,68.0
281382,20191009,18,PCA,0.5865056335031845
281382,20191009,18,PM2.5,81.0
281388,20191009,19,PCA,5.0579916419893545
281388,20191009,19,PM2.5,82.0
281394,20191009,20,PCA,0.456916116272388
281394,20191009,20,PM2.5,80.0
281400,20191009,21,PCA,-45.142938066424215
281400,20191009,21,PM2.5,49.0
281406,20191009,22,PCA,-77.4064280670545
281406,20191009,22,PM2.5,19.0
281412,20191009,23,PCA,-85.27865553440681
281412,20191009,23,PM2.5,16.0
281418,20191010,0,PCA,-90.22218926215535
281418,20191010,0,PM2.5,19.0
281424,20191010,1,PCA,-88.52963847358639
281424,20191010,1,PM2.5,22.0
281430,20191010,2,PCA,-84.03619610305505
281430,20191010,2,PM2.5,25.0
281436,20191010,3,PCA,-73.0826673661333
281436,20191010,3,PM2.5,31.0
281442,20191010,4,PCA,-68.28634516043988
281442,20191010,4,PM2.5,32.0
281448,20191010,5,PCA,-75.84792432027223
281448,20191010,5,PM2.5,26.0
281454,20191010,6,PCA,-74.38859245899172
281454,20191010,6,PM2.5,27.0
281460,20191010,7,PCA,-66.73443630955981
281460,20191010,7,PM2.5,31.0
281466,20191010,8,PCA,-66.68582246085121
281466,20191010,8,PM2.5,32.0
281472,20191010,9,PCA,-59.1127733774145
281472,20191010,9,PM2.5,37.0
281478,20191010,10,PCA,-50.63229336724338
281478,20191010,10,PM2.5,43.0
281484,20191010,11,PCA,-45.27534818580933
281484,20191010,11,PM2.5,48.0
281490,20191010,12,PCA,-43.883988797146564
281490,20191010,12,PM2.5,49.0
281496,20191010,13,PCA,-47.160063034359894
281496,20191010,13,PM2.5,49.0
281502,20191010,14,PCA,-60.117339648503744
281502,20191010,14,PM2.5,42.0
281508,20191010,15,PCA,-58.82517480809927
281508,20191010,15,PM2.5,43.0
281514,20191010,16,PCA,-60.08957744272656
281514,20191010,16,PM2.5,42.0
281520,20191010,17,PCA,-56.184040397209
281520,20191010,17,PM2.5,44.0
281526,20191010,18,PCA,-57.63032399348911
281526,20191010,18,PM2.5,41.0
281532,20191010,19,PCA,-51.858563363384334
281532,20191010,19,PM2.5,41.0
281538,20191010,20,PCA,-42.139743229530815
281538,20191010,20,PM2.5,46.0
281544,20191010,21,PCA,-26.53182913173334
281544,20191010,21,PM2.5,55.0
281550,20191010,22,PCA,-20.663501488347077
281550,20191010,22,PM2.5,55.0
281556,20191010,23,PCA,-25.193290474155383
281556,20191010,23,PM2.5,52.0
281562,20191011,0,PCA,-23.829693291269816
281562,20191011,0,PM2.5,53.0
281568,20191011,1,PCA,-15.891697471258492
281568,20191011,1,PM2.5,59.0
281574,20191011,2,PCA,-3.6642630269461023
281574,20191011,2,PM2.5,67.0
281580,20191011,3,PCA,-7.471542814783483
281580,20191011,3,PM2.5,65.0
281586,20191011,4,PCA,-4.768322875166079
281586,20191011,4,PM2.5,68.0
281592,20191011,5,PCA,-1.8042380177510822
281592,20191011,5,PM2.5,71.0
281598,20191011,6,PCA,-4.523680308908974
281598,20191011,6,PM2.5,69.0
281604,20191011,7,PCA,-6.3356916733324455
281604,20191011,7,PM2.5,68.0
281610,20191011,8,PCA,-6.558650261771597
281610,20191011,8,PM2.5,68.0
281616,20191011,9,PCA,-3.4038933573939847
281616,20191011,9,PM2.5,69.0
281622,20191011,10,PCA,-4.60831717539984
281622,20191011,10,PM2.5,68.0
281628,20191011,11,PCA,-26.112817103056873
281628,20191011,11,PM2.5,54.0
281634,20191011,12,PCA,-66.95054029219595
281634,20191011,12,PM2.5,25.0
281640,20191011,13,PCA,-85.88548853983437
281640,20191011,13,PM2.5,13.0
281646,20191011,14,PCA,-85.27570804298425
281646,20191011,14,PM2.5,12.0
281652,20191011,15,PCA,-79.55235801152634
281652,20191011,15,PM2.5,16.0
281658,20191011,16,PCA,-76.41687863089926
281658,20191011,16,PM2.5,18.0
281664,20191011,17,PCA,-73.43299542686262
281664,20191011,17,PM2.5,18.0
281670,20191011,18,PCA,-64.06792449020658
281670,20191011,18,PM2.5,20.0
281676,20191011,19,PCA,-58.062985989230576
281676,20191011,19,PM2.5,23.0
281682,20191011,20,PCA,-51.46608731765885
281682,20191011,20,PM2.5,24.0
281688,20191011,21,PCA,-50.71050109620901
281688,20191011,21,PM2.5,22.0
281694,20191011,22,PCA,-50.633262909995864
281694,20191011,22,PM2.5,20.0
281700,20191011,23,PCA,-47.11320578465789
281700,20191011,23,PM2.5,23.0
281706,20191012,0,PCA,-43.251939079781295
281706,20191012,0,PM2.5,27.0
281712,20191012,1,PCA,-44.15305964760699
281712,20191012,1,PM2.5,27.0
281718,20191012,2,PCA,-42.576274105054345
281718,20191012,2,PM2.5,27.0
281724,20191012,3,PCA,-49.36815330659707
281724,20191012,3,PM2.5,23.0
281730,20191012,4,PCA,-58.50840375966453
281730,20191012,4,PM2.5,19.0
281736,20191012,5,PCA,-62.01828164631177
281736,20191012,5,PM2.5,18.0
281742,20191012,6,PCA,-63.14051007695342
281742,20191012,6,PM2.5,18.0
281748,20191012,7,PCA,-56.242128839867185
281748,20191012,7,PM2.5,24.0
281754,20191012,8,PCA,-40.010990774872376
281754,20191012,8,PM2.5,33.0
281760,20191012,9,PCA,-37.330582471766625
281760,20191012,9,PM2.5,34.0
281766,20191012,10,PCA,-36.61236811359125
281766,20191012,10,PM2.5,35.0
281772,20191012,11,PCA,-36.19179723798911
281772,20191012,11,PM2.5,35.0
281778,20191012,12,PCA,-40.05502911648696
281778,20191012,12,PM2.5,34.0
281784,20191012,13,PCA,-44.6821591998344
281784,20191012,13,PM2.5,35.0
281790,20191012,14,PCA,-46.03902006379775
281790,20191012,14,PM2.5,34.0
281796,20191012,15,PCA,-34.21491575281034
281796,20191012,15,PM2.5,41.0
281802,20191012,16,PCA,-32.09663883620896
281802,20191012,16,PM2.5,41.0
281808,20191012,17,PCA,-30.26802606123362
281808,20191012,17,PM2.5,42.0
281814,20191012,18,PCA,-28.186716400303677
281814,20191012,18,PM2.5,41.0
281820,20191012,19,PCA,-28.974252166639285
281820,20191012,19,PM2.5,39.0
281826,20191012,20,PCA,-34.37772742425622
281826,20191012,20,PM2.5,35.0
281832,20191012,21,PCA,-39.81065513204906
281832,20191012,21,PM2.5,31.0
281838,20191012,22,PCA,-38.99366691553757
281838,20191012,22,PM2.5,33.0
281844,20191012,23,PCA,-35.15216362227364
281844,20191012,23,PM2.5,34.0
281850,20191013,0,PCA,-36.614532028449666
281850,20191013,0,PM2.5,32.0
281856,20191013,1,PCA,-33.31736365096875
281856,20191013,1,PM2.5,33.0
281862,20191013,2,PCA,-30.92644038094996
281862,20191013,2,PM2.5,34.0
281868,20191013,3,PCA,-44.51449098878533
281868,20191013,3,PM2.5,26.0
281874,20191013,4,PCA,-55.267936072526425
281874,20191013,4,PM2.5,21.0
281880,20191013,5,PCA,-59.432833847293026
281880,20191013,5,PM2.5,19.0
281886,20191013,6,PCA,-68.61508059041037
281886,20191013,6,PM2.5,16.0
281892,20191013,7,PCA,-75.20010977889265
281892,20191013,7,PM2.5,17.0
281898,20191013,8,PCA,-78.08396618983474
281898,20191013,8,PM2.5,13.0
281904,20191013,9,PCA,-76.19633000565342
281904,20191013,9,PM2.5,15.0
281910,20191013,10,PCA,-78.59660017947644
281910,20191013,10,PM2.5,12.0
281916,20191013,11,PCA,-77.91236511029885
281916,20191013,11,PM2.5,14.0
281922,20191013,12,PCA,-77.6328063848928
281922,20191013,12,PM2.5,18.0
281928,20191013,13,PCA,-78.64769781005874
281928,20191013,13,PM2.5,20.0
281934,20191013,14,PCA,-71.5537085453462
281934,20191013,14,PM2.5,27.0
281940,20191013,15,PCA,-66.77043460465325
281940,20191013,15,PM2.5,30.0
281946,20191013,16,PCA,-73.5274952350006
281946,20191013,16,PM2.5,26.0
281952,20191013,17,PCA,-77.8673840285341
281952,20191013,17,PM2.5,25.0
281958,20191013,18,PCA,-94.18551451624519
281958,20191013,18,PM2.5,16.0
281964,20191013,19,PCA,-68.22520710517516
281964,20191013,19,PM2.5,29.0
281970,20191013,20,PCA,-67.23347639859092
281970,20191013,20,PM2.5,29.0
281976,20191013,21,PCA,-70.83235527975654
281976,20191013,21,PM2.5,28.0
281982,20191013,22,PCA,-65.29164861420567
281982,20191013,22,PM2.5,32.0
281988,20191013,23,PCA,-69.92229681804531
281988,20191013,23,PM2.5,29.0
281994,20191014,0,PCA,-74.67670906206584
281994,20191014,0,PM2.5,26.0
282000,20191014,1,PCA,-78.29643958616289
282000,20191014,1,PM2.5,24.0
282006,20191014,2,PCA,-79.658932139985
282006,20191014,2,PM2.5,20.0
282012,20191014,3,PCA,-89.41170862325632
282012,20191014,3,PM2.5,16.0
282018,20191014,4,PCA,-94.71035091741851
282018,20191014,4,PM2.5,9.0
282024,20191014,5,PCA,-99.65220746948775
282024,20191014,5,PM2.5,6.0
282030,20191014,6,PCA,-103.56405487391402
282030,20191014,6,PM2.5,3.0
282036,20191014,7,PCA,-97.43433394202046
282036,20191014,7,PM2.5,6.0
282042,20191014,8,PCA,-100.1116587992286
282042,20191014,8,PM2.5,4.0
282048,20191014,9,PCA,-93.38345986555372
282048,20191014,9,PM2.5,8.0
282054,20191014,10,PCA,-109.72879160237936
282054,20191014,10,PM2.5,2.0
282060,20191014,11,PCA,-116.7968930623704
282060,20191014,11,PM2.5,3.0
282066,20191014,12,PCA,-116.5956534768085
282066,20191014,12,PM2.5,4.0
282072,20191014,13,PCA,-115.16399749292812
282072,20191014,13,PM2.5,6.0
282078,20191014,14,PCA,-116.30439881825687
282078,20191014,14,PM2.5,4.0
282084,20191014,15,PCA,-114.93878348121244
282084,20191014,15,PM2.5,6.0
282090,20191014,16,PCA,-116.4324550631876
282090,20191014,16,PM2.5,4.0
282096,20191014,17,PCA,-112.07933617101865
282096,20191014,17,PM2.5,6.0
282102,20191014,18,PCA,-92.48629349988377
282102,20191014,18,PM2.5,10.0
282108,20191014,19,PCA,-77.17669755346773
282108,20191014,19,PM2.5,10.0
282114,20191014,20,PCA,-68.26558866295383
282114,20191014,20,PM2.5,13.0
282120,20191014,21,PCA,-56.037640343081414
282120,20191014,21,PM2.5,18.0
282126,20191014,22,PCA,-53.36075007041761
282126,20191014,22,PM2.5,19.0
282132,20191014,23,PCA,-55.59391602658532
282132,20191014,23,PM2.5,23.0
282138,20191015,0,PCA,-54.6519081100386
282138,20191015,0,PM2.5,24.0
282144,20191015,1,PCA,-41.0993480171109
282144,20191015,1,PM2.5,28.0
282150,20191015,2,PCA,-44.46216874151919
282150,20191015,2,PM2.5,28.0
282156,20191015,3,PCA,-52.93369035733111
282156,20191015,3,PM2.5,25.0
282162,20191015,4,PCA,-63.18193937898265
282162,20191015,4,PM2.5,23.0
282168,20191015,5,PCA,-65.82154152357619
282168,20191015,5,PM2.5,19.0
282174,20191015,6,PCA,-80.61220024885347
282174,20191015,6,PM2.5,12.0
282180,20191015,7,PCA,-87.42007884786814
282180,20191015,7,PM2.5,10.0
282186,20191015,8,PCA,-82.4001559969144
282186,20191015,8,PM2.5,14.0
282192,20191015,9,PCA,-76.91910032827505
282192,20191015,9,PM2.5,15.0
282198,20191015,10,PCA,-86.0362897001836
282198,20191015,10,PM2.5,14.0
282204,20191015,11,PCA,-86.82163979377448
282204,20191015,11,PM2.5,18.0
282210,20191015,12,PCA,-90.64851547463864
282210,20191015,12,PM2.5,18.0
282216,20191015,13,PCA,-107.13333835494018
282216,20191015,13,PM2.5,11.0
282222,20191015,14,PCA,-111.17163286005703
282222,20191015,14,PM2.5,8.0
282228,20191015,15,PCA,-101.20993455719257
282228,20191015,15,PM2.5,15.0
282234,20191015,16,PCA,-90.71061648515744
282234,20191015,16,PM2.5,17.0
282240,20191015,17,PCA,-87.02525010192797
282240,20191015,17,PM2.5,15.0
282246,20191015,18,PCA,-77.96550047956063
282246,20191015,18,PM2.5,19.0
282252,20191015,19,PCA,-55.49759059468694
282252,20191015,19,PM2.5,23.0
282258,20191015,20,PCA,-38.627877631756235
282258,20191015,20,PM2.5,29.0
282264,20191015,21,PCA,-41.29719053603021
282264,20191015,21,PM2.5,34.0
282270,20191015,22,PCA,-38.602989680507164
282270,20191015,22,PM2.5,32.0
282276,20191015,23,PCA,-30.585153713931522
282276,20191015,23,PM2.5,36.0
282282,20191016,0,PCA,-9.785027013810708
282282,20191016,0,PM2.5,45.0
282288,20191016,1,PCA,-20.19615788894974
282288,20191016,1,PM2.5,38.0
282294,20191016,2,PCA,-34.74472039273787
282294,20191016,2,PM2.5,36.0
282300,20191016,3,PCA,-55.50049987427432
282300,20191016,3,PM2.5,28.0
282306,20191016,4,PCA,-57.01602286260301
282306,20191016,4,PM2.5,24.0
282312,20191016,5,PCA,-73.82438513378985
282312,20191016,5,PM2.5,19.0
282318,20191016,6,PCA,-81.32769211914412
282318,20191016,6,PM2.5,14.0
282324,20191016,7,PCA,-81.10390119581844
282324,20191016,7,PM2.5,14.0
282330,20191016,8,PCA,-78.4700256939915
282330,20191016,8,PM2.5,12.0
282336,20191016,9,PCA,-73.65588316204375
282336,20191016,9,PM2.5,14.0
282342,20191016,10,PCA,-71.67274956858513
282342,20191016,10,PM2.5,17.0
282348,20191016,11,PCA,-74.3982648594838
282348,20191016,11,PM2.5,17.0
282354,20191016,12,PCA,-82.54190155766342
282354,20191016,12,PM2.5,17.0
282360,20191016,13,PCA,-90.35893252322144
282360,20191016,13,PM2.5,13.0
282366,20191016,14,PCA,-97.08026014132494
282366,20191016,14,PM2.5,13.0
282372,20191016,15,PCA,-87.3705145270485
282372,20191016,15,PM2.5,17.0
282378,20191016,16,PCA,-38.20323272711717
282378,20191016,16,PM2.5,43.0
282384,20191016,17,PCA,-35.31494748573369
282384,20191016,17,PM2.5,47.0
282390,20191016,18,PCA,-41.90931935580504
282390,20191016,18,PM2.5,43.0
282396,20191016,19,PCA,-55.7966645628241
282396,20191016,19,PM2.5,35.0
282402,20191016,20,PCA,-65.23700683485225
282402,20191016,20,PM2.5,33.0
282408,20191016,21,PCA,-62.590747884325545
282408,20191016,21,PM2.5,34.0
282414,20191016,22,PCA,-48.08352927014267
282414,20191016,22,PM2.5,42.0
282420,20191016,23,PCA,-35.28912747212496
282420,20191016,23,PM2.5,49.0
282426,20191017,0,PCA,-31.49505220829737
282426,20191017,0,PM2.5,50.0
282432,20191017,1,PCA,-31.51161164647891
282432,20191017,1,PM2.5,49.0
282438,20191017,2,PCA,-39.88492207970995
282438,20191017,2,PM2.5,44.0
282444,20191017,3,PCA,-31.24014416502272
282444,20191017,3,PM2.5,50.0
282450,20191017,4,PCA,-20.16194912240121
282450,20191017,4,PM2.5,58.0
282456,20191017,5,PCA,-24.228429158263115
282456,20191017,5,PM2.5,56.0
282462,20191017,6,PCA,-18.5622937827583
