,date,hour,type,密云
258642,20190427,10,PM2.5,57.0
258648,20190427,11,PCA,-5.1195356070727875
258648,20190427,11,PM2.5,55.0
258654,20190427,12,PCA,0.2845928562149987
258654,20190427,12,PM2.5,58.0
258660,20190427,13,PCA,-49.42754414804601
258660,20190427,13,PM2.5,28.0
258666,20190427,14,PCA,-48.56212685607189
258666,20190427,14,PM2.5,28.0
258672,20190427,15,PCA,-20.00809841012176
258672,20190427,15,PM2.5,45.0
258678,20190427,16,PCA,-44.501701100832314
258678,20190427,16,PM2.5,31.0
258684,20190427,17,PCA,-62.03358665002188
258684,20190427,17,PM2.5,21.0
258690,20190427,18,PCA,-58.69342104129859
258690,20190427,18,PM2.5,23.0
258696,20190427,19,PCA,-65.47496847938432
258696,20190427,19,PM2.5,18.0
258702,20190427,20,PCA,-65.15147716808248
258702,20190427,20,PM2.5,18.0
258708,20190427,21,PCA,-66.41330453036183
258708,20190427,21,PM2.5,18.0
258714,20190427,22,PCA,-68.6551292606482
258714,20190427,22,PM2.5,17.0
258720,20190427,23,PCA,-60.9364843584965
258720,20190427,23,PM2.5,21.0
258726,20190428,0,PCA,-57.90721250247071
258726,20190428,0,PM2.5,23.0
258732,20190428,1,PCA,-46.41238127820489
258732,20190428,1,PM2.5,27.0
258738,20190428,2,PCA,-46.80124519713706
258738,20190428,2,PM2.5,28.0
258744,20190428,3,PCA,-51.130300002390854
258744,20190428,3,PM2.5,27.0
258750,20190428,4,PCA,-46.22125369998296
258750,20190428,4,PM2.5,30.0
258756,20190428,5,PCA,-34.28738893781943
258756,20190428,5,PM2.5,37.0
258762,20190428,6,PCA,-27.969108004277118
258762,20190428,6,PM2.5,41.0
258768,20190428,7,PCA,-17.89062540639413
258768,20190428,7,PM2.5,47.0
258774,20190428,8,PCA,-15.342872406401124
258774,20190428,8,PM2.5,48.0
258780,20190428,9,PCA,-4.32138228121703
258780,20190428,9,PM2.5,55.0
258786,20190428,10,PCA,-5.006157579633716
258786,20190428,10,PM2.5,55.0
258792,20190428,11,PCA,-14.462852672121723
258792,20190428,11,PM2.5,49.0
258798,20190428,12,PCA,-14.32000335437732
258798,20190428,12,PM2.5,49.0
258804,20190428,13,PCA,-20.810527909074164
258804,20190428,13,PM2.5,45.0
258810,20190428,14,PCA,-19.443285139954217
258810,20190428,14,PM2.5,46.0
258828,20190428,17,PCA,-8.6411268787383
258828,20190428,17,PM2.5,35.0
258834,20190428,18,PCA,-10.013562997949988
258834,20190428,18,PM2.5,51.0
258840,20190428,19,PCA,-3.77098094124665
258840,20190428,19,PM2.5,55.0
258846,20190428,20,PCA,-12.683205922997878
258846,20190428,20,PM2.5,50.0
258852,20190428,21,PCA,-12.830254426943728
258852,20190428,21,PM2.5,50.0
258858,20190428,22,PCA,0.8523667256724373
258858,20190428,22,PM2.5,58.0
258864,20190428,23,PCA,3.802233974778416
258864,20190428,23,PM2.5,58.0
258870,20190429,0,PCA,7.870405330844407
258870,20190429,0,PM2.5,61.0
258876,20190429,1,PCA,-2.7518488159559453
258876,20190429,1,PM2.5,56.0
258882,20190429,2,PCA,3.5794583908784703
258882,20190429,2,PM2.5,60.0
258888,20190429,3,PCA,0.526490599761978
258888,20190429,3,PM2.5,59.0
258894,20190429,4,PCA,-4.745731048248795
258894,20190429,4,PM2.5,55.0
258900,20190429,5,PCA,-5.074074317328545
258900,20190429,5,PM2.5,55.0
258906,20190429,6,PCA,6.359546947190655
258906,20190429,6,PM2.5,60.0
258912,20190429,7,PCA,7.175226776323876
258912,20190429,7,PM2.5,60.0
258918,20190429,8,PCA,19.980914564625827
258918,20190429,8,PM2.5,68.0
258924,20190429,9,PCA,46.06644233916355
258924,20190429,9,PM2.5,85.0
258930,20190429,10,PCA,51.838598105832155
258930,20190429,10,PM2.5,89.0
258936,20190429,11,PCA,49.236570874695175
258936,20190429,11,PM2.5,88.0
258942,20190429,12,PCA,59.917772943771645
258942,20190429,12,PM2.5,95.0
258948,20190429,13,PCA,72.15525814792841
258948,20190429,13,PM2.5,103.0
258954,20190429,14,PCA,86.60860666837341
258954,20190429,14,PM2.5,112.0
258960,20190429,15,PCA,95.86623571111505
258960,20190429,15,PM2.5,117.0
258966,20190429,16,PCA,104.08605331883612
258966,20190429,16,PM2.5,122.0
258972,20190429,17,PCA,108.96570531783388
258972,20190429,17,PM2.5,125.0
258978,20190429,18,PCA,103.67133493236345
258978,20190429,18,PM2.5,122.0
258984,20190429,19,PCA,118.49389352220406
258984,20190429,19,PM2.5,130.0
258990,20190429,20,PCA,137.55192277227283
258990,20190429,20,PM2.5,138.0
258996,20190429,21,PCA,156.92809791974486
258996,20190429,21,PM2.5,148.0
259002,20190429,22,PCA,131.39626387288985
259002,20190429,22,PM2.5,136.0
259008,20190429,23,PCA,128.14666598900558
259008,20190429,23,PM2.5,133.0
259014,20190430,0,PCA,141.50429083771363
259014,20190430,0,PM2.5,142.0
259020,20190430,1,PCA,121.10039468043985
259020,20190430,1,PM2.5,131.0
259026,20190430,2,PCA,102.06003556220517
259026,20190430,2,PM2.5,119.0
259032,20190430,3,PCA,107.55069187958637
259032,20190430,3,PM2.5,123.0
259038,20190430,4,PCA,110.10942392036449
259038,20190430,4,PM2.5,125.0
259044,20190430,5,PCA,82.63889570796637
259044,20190430,5,PM2.5,108.0
259050,20190430,6,PCA,84.18855126680218
259050,20190430,6,PM2.5,109.0
259056,20190430,7,PCA,98.80219862137385
259056,20190430,7,PM2.5,118.0
259062,20190430,8,PCA,100.39704072905656
259062,20190430,8,PM2.5,119.0
259068,20190430,9,PCA,-42.582363182478765
259068,20190430,9,PM2.5,32.0
259074,20190430,10,PCA,-70.67152650759702
259074,20190430,10,PM2.5,11.0
259080,20190430,11,PCA,-70.91316365593757
259080,20190430,11,PM2.5,10.0
259086,20190430,12,PCA,-67.06502432106281
259086,20190430,12,PM2.5,11.0
259092,20190430,13,PCA,-70.36015216319304
259092,20190430,13,PM2.5,6.0
259098,20190430,14,PCA,-72.50047370328963
259098,20190430,14,PM2.5,4.0
259104,20190430,15,PCA,-71.17906321747638
259104,20190430,15,PM2.5,6.0
259110,20190430,16,PCA,-67.87553700294326
259110,20190430,16,PM2.5,11.0
259116,20190430,17,PCA,-56.100986493877265
259116,20190430,17,PM2.5,10.0
259122,20190430,18,PCA,-54.57069299271933
259122,20190430,18,PM2.5,9.0
259128,20190430,19,PCA,-52.36630217333678
259128,20190430,19,PM2.5,11.0
259134,20190430,20,PCA,-56.597846488032246
259134,20190430,20,PM2.5,9.0
259140,20190430,21,PCA,-61.80859365402109
259140,20190430,21,PM2.5,8.0
259146,20190430,22,PCA,-60.270204105520996
259146,20190430,22,PM2.5,10.0
259152,20190430,23,PCA,-44.538752551893076
259152,20190430,23,PM2.5,16.0
259158,20190501,0,PCA,-34.68592022976863
259158,20190501,0,PM2.5,20.0
259164,20190501,1,PCA,-32.551911076441634
259164,20190501,1,PM2.5,22.0
259170,20190501,2,PCA,-41.86427523938596
259170,20190501,2,PM2.5,17.0
259176,20190501,3,PCA,-52.8394607911412
259176,20190501,3,PM2.5,10.0
259182,20190501,4,PCA,-56.53685421038274
259182,20190501,4,PM2.5,13.0
259188,20190501,5,PCA,-49.97497171018556
259188,20190501,5,PM2.5,15.0
259194,20190501,6,PCA,-54.04961354184869
259194,20190501,6,PM2.5,13.0
259200,20190501,7,PCA,-48.31376535991761
259200,20190501,7,PM2.5,12.0
259206,20190501,8,PCA,-48.64793465141151
259206,20190501,8,PM2.5,15.0
259212,20190501,9,PCA,-59.60795029457368
259212,20190501,9,PM2.5,11.0
259218,20190501,10,PCA,-68.86224243017531
259218,20190501,10,PM2.5,12.0
259224,20190501,11,PCA,-70.57320614481492
259224,20190501,11,PM2.5,11.0
259230,20190501,12,PCA,-71.98084215966088
259230,20190501,12,PM2.5,5.0
259236,20190501,13,PCA,-67.34026199613159
259236,20190501,13,PM2.5,9.0
259242,20190501,14,PCA,-66.98596435017039
259242,20190501,14,PM2.5,8.0
259248,20190501,15,PCA,-66.33509773084013
259248,20190501,15,PM2.5,8.0
259254,20190501,16,PCA,-63.47420085475241
259254,20190501,16,PM2.5,11.0
259260,20190501,17,PCA,-66.61808100673534
259260,20190501,17,PM2.5,6.0
259266,20190501,18,PCA,-65.02531684257991
259266,20190501,18,PM2.5,10.0
259272,20190501,19,PCA,-64.92829980814221
259272,20190501,19,PM2.5,11.0
259278,20190501,20,PCA,-50.4004839606531
259278,20190501,20,PM2.5,20.0
259284,20190501,21,PCA,-45.02893618602351
259284,20190501,21,PM2.5,17.0
259290,20190501,22,PCA,-38.510150708008624
259290,20190501,22,PM2.5,22.0
259296,20190501,23,PCA,-23.55453907519391
259296,20190501,23,PM2.5,27.0
259302,20190502,0,PCA,-27.772352451192962
259302,20190502,0,PM2.5,24.0
259308,20190502,1,PCA,-46.37089791369434
259308,20190502,1,PM2.5,15.0
259314,20190502,2,PCA,-48.362207795998465
259314,20190502,2,PM2.5,17.0
259320,20190502,3,PCA,-58.04664523665407
259320,20190502,3,PM2.5,16.0
259326,20190502,4,PCA,-54.32066034910951
259326,20190502,4,PM2.5,13.0
259332,20190502,5,PCA,-50.1651371378445
259332,20190502,5,PM2.5,14.0
259338,20190502,6,PCA,-49.50330683323925
259338,20190502,6,PM2.5,16.0
259344,20190502,7,PCA,-46.52796330786232
259344,20190502,7,PM2.5,16.0
259350,20190502,8,PCA,-54.244830376738925
259350,20190502,8,PM2.5,13.0
259356,20190502,9,PCA,-61.912792302273665
259356,20190502,9,PM2.5,15.0
259362,20190502,10,PCA,-62.37287115710133
259362,20190502,10,PM2.5,13.0
259368,20190502,11,PCA,-67.22917189487518
259368,20190502,11,PM2.5,14.0
259374,20190502,12,PCA,-67.46714562410158
259374,20190502,12,PM2.5,7.0
259380,20190502,13,PCA,-60.27416920417993
259380,20190502,13,PM2.5,11.0
259386,20190502,14,PCA,-57.94358058744535
259386,20190502,14,PM2.5,9.0
259392,20190502,15,PCA,-53.214525246656514
259392,20190502,15,PM2.5,15.0
259398,20190502,16,PCA,-55.13806764869006
259398,20190502,16,PM2.5,10.0
259404,20190502,17,PCA,-51.45262028094406
259404,20190502,17,PM2.5,14.0
259410,20190502,18,PCA,-51.74899563215727
259410,20190502,18,PM2.5,10.0
259416,20190502,19,PCA,-47.31806478076204
259416,20190502,19,PM2.5,17.0
259422,20190502,20,PCA,-44.88455427470033
259422,20190502,20,PM2.5,17.0
259428,20190502,21,PCA,-35.82270843901449
259428,20190502,21,PM2.5,25.0
259434,20190502,22,PCA,-24.342042165611417
259434,20190502,22,PM2.5,26.0
259440,20190502,23,PCA,-15.332005157538397
259440,20190502,23,PM2.5,38.0
259446,20190503,0,PCA,-13.003775350296747
259446,20190503,0,PM2.5,38.0
259452,20190503,1,PCA,-19.94720361881977
259452,20190503,1,PM2.5,30.0
259458,20190503,2,PCA,-26.009136628039894
259458,20190503,2,PM2.5,31.0
259464,20190503,3,PCA,-32.024261091317655
259464,20190503,3,PM2.5,25.0
259470,20190503,4,PCA,-38.76951503570833
259470,20190503,4,PM2.5,19.0
259476,20190503,5,PCA,-45.97238072959673
259476,20190503,5,PM2.5,22.0
259482,20190503,6,PCA,-42.60492745608527
259482,20190503,6,PM2.5,21.0
259488,20190503,7,PCA,-39.23747418257381
259488,20190503,7,PM2.5,20.0
259494,20190503,8,PCA,-26.264672923691048
259494,20190503,8,PM2.5,28.0
259500,20190503,9,PCA,-29.362893761534515
259500,20190503,9,PM2.5,28.0
259506,20190503,10,PCA,-22.19829481105876
259506,20190503,10,PM2.5,37.0
259512,20190503,11,PCA,-20.9400156030425
259512,20190503,11,PM2.5,40.0
259518,20190503,12,PCA,-26.40230986113645
259518,20190503,12,PM2.5,38.0
259524,20190503,13,PCA,-22.004377907262953
259524,20190503,13,PM2.5,44.0
259530,20190503,14,PCA,-13.598753373540276
259530,20190503,14,PM2.5,48.0
259536,20190503,15,PCA,-3.678340669194293
259536,20190503,15,PM2.5,55.0
259542,20190503,16,PCA,4.977874942137317
259542,20190503,16,PM2.5,51.5
259548,20190503,17,PCA,13.634090553468928
259548,20190503,17,PM2.5,48.0
259554,20190503,18,PCA,8.880662832109323
259554,20190503,18,PM2.5,46.0
259560,20190503,19,PCA,-0.1974588616346871
259560,20190503,19,PM2.5,49.0
259566,20190503,20,PCA,-16.10423412072357
259566,20190503,20,PM2.5,44.0
259572,20190503,21,PCA,4.334962183030003
259572,20190503,21,PM2.5,54.0
259578,20190503,22,PCA,5.8393171758264355
259578,20190503,22,PM2.5,47.0
259584,20190503,23,PCA,1.3053262267771018
259584,20190503,23,PM2.5,57.0
259590,20190504,0,PCA,-10.905065922927585
259590,20190504,0,PM2.5,51.0
259596,20190504,1,PCA,-30.990643688801278
259596,20190504,1,PM2.5,32.0
259602,20190504,2,PCA,-25.020675814808026
259602,20190504,2,PM2.5,37.0
259608,20190504,3,PCA,-12.499512214373555
259608,20190504,3,PM2.5,45.0
259614,20190504,4,PCA,-16.44129339859016
259614,20190504,4,PM2.5,46.0
259620,20190504,5,PCA,-15.18330645760304
259620,20190504,5,PM2.5,47.0
259626,20190504,6,PCA,-15.166509712797252
259626,20190504,6,PM2.5,47.0
259632,20190504,7,PCA,-9.585285670577015
259632,20190504,7,PM2.5,50.0
259638,20190504,8,PCA,0.31531386877653234
259638,20190504,8,PM2.5,55.0
259644,20190504,9,PCA,-13.573925770617807
259644,20190504,9,PM2.5,43.0
259650,20190504,10,PCA,-17.24281586060534
259650,20190504,10,PM2.5,46.0
259656,20190504,11,PCA,-15.963568941506098
259656,20190504,11,PM2.5,47.0
259662,20190504,12,PCA,-1.8537696618812038
259662,20190504,12,PM2.5,57.0
259668,20190504,13,PCA,-6.540093799322718
259668,20190504,13,PM2.5,42.0
259674,20190504,14,PCA,-1.4837024405572226
259674,20190504,14,PM2.5,34.0
259680,20190504,15,PCA,4.911394113129211
259680,20190504,15,PM2.5,41.0
259686,20190504,16,PCA,8.427027989401807
259686,20190504,16,PM2.5,42.0
259692,20190504,17,PCA,12.111822585571334
259692,20190504,17,PM2.5,46.0
259698,20190504,18,PCA,-1.2460874762400396
259698,20190504,18,PM2.5,40.0
259704,20190504,19,PCA,-55.79999438335997
259704,20190504,19,PM2.5,4.0
259710,20190504,20,PCA,-63.875667171406164
259710,20190504,20,PM2.5,8.0
259716,20190504,21,PCA,-61.88935225648483
259716,20190504,21,PM2.5,11.0
259722,20190504,22,PCA,-63.3860522680312
259722,20190504,22,PM2.5,12.0
259728,20190504,23,PCA,-67.36947360327882
259728,20190504,23,PM2.5,9.0
259734,20190505,0,PCA,-65.52781405930125
259734,20190505,0,PM2.5,9.0
259740,20190505,1,PCA,-67.08373139235565
259740,20190505,1,PM2.5,10.0
259746,20190505,2,PCA,-71.9930717014308
259746,20190505,2,PM2.5,8.0
259752,20190505,3,PCA,-72.20760119126705
259752,20190505,3,PM2.5,9.0
259758,20190505,4,PCA,-45.996101863696744
259758,20190505,4,PM2.5,15.0
259764,20190505,5,PCA,-16.3042264575276
259764,20190505,5,PM2.5,21.0
259770,20190505,6,PCA,-41.91859286927124
259770,20190505,6,PM2.5,12.0
259776,20190505,7,PCA,-62.19822386974266
259776,20190505,7,PM2.5,9.0
259782,20190505,8,PCA,-65.17583164739864
259782,20190505,8,PM2.5,11.0
259788,20190505,9,PCA,-57.31548112626427
259788,20190505,9,PM2.5,3.0
259794,20190505,10,PCA,-70.82841363511923
259794,20190505,10,PM2.5,10.0
259800,20190505,11,PCA,-74.73841443684941
259800,20190505,11,PM2.5,3.0
259806,20190505,12,PCA,-72.76469708053241
259806,20190505,12,PM2.5,6.0
259812,20190505,13,PCA,-74.08190838014421
259812,20190505,13,PM2.5,4.0
259818,20190505,14,PCA,-70.113477736503
259818,20190505,14,PM2.5,10.0
259824,20190505,15,PCA,-73.5182201716753
259824,20190505,15,PM2.5,4.0
259830,20190505,16,PCA,-75.50873427279805
259830,20190505,16,PM2.5,1.0
259836,20190505,17,PCA,-68.84325200182077
259836,20190505,17,PM2.5,10.0
259842,20190505,18,PCA,-66.19623184399282
259842,20190505,18,PM2.5,14.0
259848,20190505,19,PCA,-66.56718804746302
259848,20190505,19,PM2.5,10.0
259854,20190505,20,PCA,-68.83953214285813
259854,20190505,20,PM2.5,8.0
259872,20190505,23,PCA,-74.61927640970583
259872,20190505,23,PM2.5,5.0
259878,20190506,0,PCA,-75.27578246641099
259878,20190506,0,PM2.5,4.0
259884,20190506,1,PCA,-75.81460610265621
259884,20190506,1,PM2.5,5.0
259890,20190506,2,PCA,-71.59675618833946
259890,20190506,2,PM2.5,8.0
259896,20190506,3,PCA,-73.1018545722887
259896,20190506,3,PM2.5,9.0
259902,20190506,4,PCA,-63.956541828471345
259902,20190506,4,PM2.5,7.0
259908,20190506,5,PCA,-58.05342382677004
259908,20190506,5,PM2.5,8.0
259914,20190506,6,PCA,-56.79851101028575
259914,20190506,6,PM2.5,10.0
259920,20190506,7,PCA,-38.93023426612929
259920,20190506,7,PM2.5,17.0
259926,20190506,8,PCA,-42.78115371883964
259926,20190506,8,PM2.5,16.0
259932,20190506,9,PCA,-74.33464639606716
259932,20190506,9,PM2.5,8.0
259938,20190506,10,PCA,-77.09742939594278
259938,20190506,10,PM2.5,5.0
259944,20190506,11,PCA,-76.15182003426101
259944,20190506,11,PM2.5,4.0
259950,20190506,12,PCA,-75.86159166758576
259950,20190506,12,PM2.5,3.0
259956,20190506,13,PCA,-66.81834989437277
259956,20190506,13,PM2.5,15.0
259962,20190506,14,PCA,-68.01450232396105
259962,20190506,14,PM2.5,11.0
259968,20190506,15,PCA,-67.30441838312277
259968,20190506,15,PM2.5,11.0
259974,20190506,16,PCA,-68.41129937909976
259974,20190506,16,PM2.5,8.0
259980,20190506,17,PCA,-62.89918315898263
259980,20190506,17,PM2.5,15.0
259986,20190506,18,PCA,-64.8022036597692
259986,20190506,18,PM2.5,12.0
259992,20190506,19,PCA,-66.33749086384225
259992,20190506,19,PM2.5,11.0
259998,20190506,20,PCA,-58.2861617612722
259998,20190506,20,PM2.5,17.0
260004,20190506,21,PCA,-52.6274597444702
260004,20190506,21,PM2.5,14.0
260010,20190506,22,PCA,-47.81235635199719
260010,20190506,22,PM2.5,15.0
260016,20190506,23,PCA,-40.30547619416543
260016,20190506,23,PM2.5,17.0
260022,20190507,0,PCA,-31.531436107760804
260022,20190507,0,PM2.5,18.0
260028,20190507,1,PCA,-24.157743684114536
260028,20190507,1,PM2.5,26.0
260034,20190507,2,PCA,-39.51379334390683
260034,20190507,2,PM2.5,18.0
260040,20190507,3,PCA,-54.65257119881269
260040,20190507,3,PM2.5,16.0
260046,20190507,4,PCA,-65.20174367547402
260046,20190507,4,PM2.5,10.0
260052,20190507,5,PCA,-57.739950670158024
260052,20190507,5,PM2.5,16.0
260058,20190507,6,PCA,-50.7246556445039
260058,20190507,6,PM2.5,19.0
260064,20190507,7,PCA,-43.974563833377765
260064,20190507,7,PM2.5,19.0
260070,20190507,8,PCA,-39.404680525378865
260070,20190507,8,PM2.5,23.0
260076,20190507,9,PCA,-48.9401403008152
260076,20190507,9,PM2.5,16.0
260082,20190507,10,PCA,-66.9664939756253
260082,20190507,10,PM2.5,9.0
260088,20190507,11,PCA,-70.51057711670244
260088,20190507,11,PM2.5,10.0
260112,20190507,15,PCA,-52.28218737058534
260112,20190507,15,PM2.5,7.0
260118,20190507,16,PCA,-58.06842578693381
260118,20190507,16,PM2.5,8.0
260124,20190507,17,PCA,-62.53017959296618
260124,20190507,17,PM2.5,10.0
260130,20190507,18,PCA,-57.980468214868935
260130,20190507,18,PM2.5,11.0
260136,20190507,19,PCA,-52.2930624690187
260136,20190507,19,PM2.5,15.0
260142,20190507,20,PCA,-43.27657536204972
260142,20190507,20,PM2.5,18.0
260148,20190507,21,PCA,-40.09326692128628
260148,20190507,21,PM2.5,18.0
260154,20190507,22,PCA,-42.84778216912022
260154,20190507,22,PM2.5,19.0
260160,20190507,23,PCA,-43.52589993173007
260160,20190507,23,PM2.5,18.0
260166,20190508,0,PCA,-47.14370640655584
260166,20190508,0,PM2.5,22.0
260172,20190508,1,PCA,-32.40912121946065
260172,20190508,1,PM2.5,24.0
260178,20190508,2,PCA,-32.94308457953447
260178,20190508,2,PM2.5,23.0
260184,20190508,3,PCA,-31.28782655364839
260184,20190508,3,PM2.5,25.0
260190,20190508,4,PCA,-30.871186849125316
260190,20190508,4,PM2.5,25.0
260196,20190508,5,PCA,-33.859290844242224
260196,20190508,5,PM2.5,26.0
260202,20190508,6,PCA,-33.52852622223612
260202,20190508,6,PM2.5,25.0
260208,20190508,7,PCA,-36.66595706462037
260208,20190508,7,PM2.5,22.0
260214,20190508,8,PCA,-34.74711435883466
260214,20190508,8,PM2.5,24.0
260220,20190508,9,PCA,-28.813536435978907
260220,20190508,9,PM2.5,32.0
260226,20190508,10,PCA,-33.953457865714284
260226,20190508,10,PM2.5,30.0
260232,20190508,11,PCA,-34.48199177106857
260232,20190508,11,PM2.5,32.0
260238,20190508,12,PCA,-29.77911312441177
260238,20190508,12,PM2.5,36.0
260244,20190508,13,PCA,-33.49203521715563
260244,20190508,13,PM2.5,35.0
260250,20190508,14,PCA,-39.70862763993662
260250,20190508,14,PM2.5,33.0
260256,20190508,15,PCA,-38.489084406700904
260256,20190508,15,PM2.5,31.0
260262,20190508,16,PCA,-42.312095122247065
260262,20190508,16,PM2.5,31.0
260268,20190508,17,PCA,-34.49652695334773
260268,20190508,17,PM2.5,34.0
260274,20190508,18,PCA,-26.680958784448386
260274,20190508,18,PM2.5,37.0
260280,20190508,19,PCA,-26.62752264545244
260280,20190508,19,PM2.5,34.0
260286,20190508,20,PCA,-4.878791206144723
260286,20190508,20,PM2.5,51.0
260292,20190508,21,PCA,3.359149872342646
260292,20190508,21,PM2.5,57.0
260298,20190508,22,PCA,10.512028147327712
260298,20190508,22,PM2.5,60.0
260304,20190508,23,PCA,13.769873881722923
260304,20190508,23,PM2.5,63.0
260310,20190509,0,PCA,8.630211820565634
260310,20190509,0,PM2.5,58.0
260316,20190509,1,PCA,8.998741373630947
260316,20190509,1,PM2.5,59.0
260322,20190509,2,PCA,-5.685130546348994
260322,20190509,2,PM2.5,51.0
260328,20190509,3,PCA,-14.158245317887292
260328,20190509,3,PM2.5,46.0
260334,20190509,4,PCA,-22.484933939132535
260334,20190509,4,PM2.5,40.0
260340,20190509,5,PCA,-23.70998016208457
260340,20190509,5,PM2.5,39.0
260346,20190509,6,PCA,-26.659173473615606
260346,20190509,6,PM2.5,36.0
260352,20190509,7,PCA,-19.93460027075732
260352,20190509,7,PM2.5,42.0
260358,20190509,8,PCA,-27.16478181151879
260358,20190509,8,PM2.5,36.0
260364,20190509,9,PCA,-30.235714984574084
260364,20190509,9,PM2.5,33.0
260370,20190509,10,PCA,-52.93028693421744
260370,20190509,10,PM2.5,22.0
260376,20190509,11,PCA,-51.56065229656306
260376,20190509,11,PM2.5,27.0
260382,20190509,12,PCA,-52.99508204490616
260382,20190509,12,PM2.5,26.0
260388,20190509,13,PCA,-50.239600575659054
260388,20190509,13,PM2.5,28.0
260394,20190509,14,PCA,-54.46469431628816
260394,20190509,14,PM2.5,21.0
260400,20190509,15,PCA,-57.33626790810026
260400,20190509,15,PM2.5,14.0
260406,20190509,16,PCA,-50.456908918863185
260406,20190509,16,PM2.5,22.0
260412,20190509,17,PCA,-50.24303220060342
260412,20190509,17,PM2.5,21.0
260418,20190509,18,PCA,-47.946661625132634
260418,20190509,18,PM2.5,21.0
260424,20190509,19,PCA,-45.10365833562506
260424,20190509,19,PM2.5,25.0
260430,20190509,20,PCA,-39.36017104096381
260430,20190509,20,PM2.5,25.0
260436,20190509,21,PCA,-37.24019969741462
260436,20190509,21,PM2.5,26.0
260442,20190509,22,PCA,-25.78613177890554
260442,20190509,22,PM2.5,30.0
260448,20190509,23,PCA,-5.835435850030333
260448,20190509,23,PM2.5,38.0
260454,20190510,0,PCA,-10.802439704227115
260454,20190510,0,PM2.5,37.0
260460,20190510,1,PCA,-19.688801424873922
260460,20190510,1,PM2.5,35.0
260466,20190510,2,PCA,-25.742183800161072
260466,20190510,2,PM2.5,33.0
260472,20190510,3,PCA,-25.540876420581387
260472,20190510,3,PM2.5,34.0
260478,20190510,4,PCA,-23.40830751842785
260478,20190510,4,PM2.5,35.0
260484,20190510,5,PCA,-30.152091765092482
260484,20190510,5,PM2.5,35.0
260490,20190510,6,PCA,-27.697628903457904
260490,20190510,6,PM2.5,34.0
260496,20190510,7,PCA,-23.65622179649712
260496,20190510,7,PM2.5,37.0
260502,20190510,8,PCA,-19.03210783278863
260502,20190510,8,PM2.5,40.0
260508,20190510,9,PCA,-19.57068684828929
260508,20190510,9,PM2.5,41.0
260514,20190510,10,PCA,-0.8390448581897535
260514,20190510,10,PM2.5,54.5
260520,20190510,11,PCA,17.89259713190979
260520,20190510,11,PM2.5,68.0
260526,20190510,12,PCA,25.747891960430273
260526,20190510,12,PM2.5,74.0
260532,20190510,13,PCA,26.25775704506978
260532,20190510,13,PM2.5,74.0
260538,20190510,14,PCA,29.319282048874594
260538,20190510,14,PM2.5,73.0
260544,20190510,15,PCA,26.901918520147976
260544,20190510,15,PM2.5,63.0
260550,20190510,16,PCA,26.23585377230037
260550,20190510,16,PM2.5,58.0
260556,20190510,17,PCA,21.57652906562877
260556,20190510,17,PM2.5,49.0
260562,20190510,18,PCA,18.913356157816718
260562,20190510,18,PM2.5,47.0
260568,20190510,19,PCA,-0.6622414289119186
260568,20190510,19,PM2.5,37.0
260574,20190510,20,PCA,-15.756756132407615
260574,20190510,20,PM2.5,34.0
260580,20190510,21,PCA,-23.107317291330006
260580,20190510,21,PM2.5,35.0
260586,20190510,22,PCA,-29.07817986766528
260586,20190510,22,PM2.5,35.0
260592,20190510,23,PCA,-13.406520928247094
260592,20190510,23,PM2.5,49.0
260598,20190511,0,PCA,7.067435143661195
260598,20190511,0,PM2.5,63.0
260604,20190511,1,PCA,14.303565483974966
260604,20190511,1,PM2.5,68.0
260610,20190511,2,PCA,16.741604511403914
260610,20190511,2,PM2.5,68.0
260616,20190511,3,PCA,16.432208714196058
260616,20190511,3,PM2.5,66.0
260622,20190511,4,PCA,14.31034601215885
260622,20190511,4,PM2.5,64.0
260628,20190511,5,PCA,26.19752626998586
260628,20190511,5,PM2.5,73.0
260634,20190511,6,PCA,36.06597257090128
260634,20190511,6,PM2.5,79.0
260640,20190511,7,PCA,41.438033703182256
260640,20190511,7,PM2.5,78.0
260646,20190511,8,PCA,46.831334874205226
260646,20190511,8,PM2.5,83.0
260652,20190511,9,PCA,57.934652644225146
260652,20190511,9,PM2.5,94.0
260658,20190511,10,PCA,46.71522153099332
260658,20190511,10,PM2.5,87.0
260664,20190511,11,PCA,44.423772863078995
260664,20190511,11,PM2.5,86.0
260670,20190511,12,PCA,32.31843077655033
260670,20190511,12,PM2.5,79.0
260676,20190511,13,PCA,31.3915178197467
260676,20190511,13,PM2.5,75.0
260682,20190511,14,PCA,21.56498581283813
260682,20190511,14,PM2.5,58.0
260688,20190511,15,PCA,31.06808364845777
260688,20190511,15,PM2.5,65.0
260694,20190511,16,PCA,21.373142002883693
260694,20190511,16,PM2.5,54.0
260700,20190511,17,PCA,23.711985507245874
260700,20190511,17,PM2.5,53.0
260706,20190511,18,PCA,32.592830584465055
260706,20190511,18,PM2.5,60.0
260712,20190511,19,PCA,44.55768572058266
260712,20190511,19,PM2.5,72.0
260718,20190511,20,PCA,18.344379433659075
260718,20190511,20,PM2.5,53.0
260724,20190511,21,PCA,-17.575500166965686
260724,20190511,21,PM2.5,37.0
260730,20190511,22,PCA,-32.832091062692704
260730,20190511,22,PM2.5,37.0
260736,20190511,23,PCA,-54.1312121198799
260736,20190511,23,PM2.5,19.0
