,date,hour,type,东四环
222576,20180819,0,PM2.5,15.0
222582,20180819,1,PCA,-63.35703622317433
222582,20180819,1,PM2.5,16.0
222588,20180819,3,PCA,-62.686308603832465
222588,20180819,3,PM2.5,15.0
222594,20180819,4,PCA,-69.17892013462931
222594,20180819,4,PM2.5,13.0
222600,20180819,5,PCA,-84.2831671289177
222600,20180819,5,PM2.5,11.0
222606,20180819,6,PCA,-83.8964933443983
222606,20180819,6,PM2.5,11.0
222612,20180819,7,PCA,-88.96032026198311
222612,20180819,7,PM2.5,12.0
222618,20180819,8,PCA,-80.70893179748421
222618,20180819,8,PM2.5,13.0
222624,20180819,9,PCA,-73.0074219806952
222624,20180819,9,PM2.5,21.0
222630,20180819,10,PCA,-61.67194002211109
222630,20180819,10,PM2.5,32.0
222636,20180819,11,PCA,-60.869146314876836
222636,20180819,11,PM2.5,25.0
222642,20180819,12,PCA,-74.56823519808002
222642,20180819,12,PM2.5,20.0
222648,20180819,13,PCA,-72.92883399932478
222648,20180819,13,PM2.5,24.0
222654,20180819,14,PCA,-65.45514077990485
222654,20180819,14,PM2.5,29.0
222660,20180819,15,PCA,-60.12736960555964
222660,20180819,15,PM2.5,32.0
222666,20180819,16,PCA,-52.809601198799186
222666,20180819,16,PM2.5,40.0
222672,20180819,17,PCA,-67.07787257697083
222672,20180819,17,PM2.5,22.0
222678,20180819,18,PCA,-82.32309211634792
222678,20180819,18,PM2.5,18.0
222684,20180819,19,PCA,-73.34547056051115
222684,20180819,19,PM2.5,17.0
222690,20180819,20,PCA,-74.33141914634733
222690,20180819,20,PM2.5,18.0
222696,20180819,21,PCA,-84.50973951676175
222696,20180819,21,PM2.5,12.0
222702,20180819,22,PCA,-79.96589433087327
222702,20180819,22,PM2.5,14.0
222708,20180819,23,PCA,-87.93145265083217
222708,20180819,23,PM2.5,12.0
222714,20180820,0,PCA,-89.30679197039964
222714,20180820,0,PM2.5,12.0
222720,20180820,1,PCA,-79.07453504562957
222720,20180820,1,PM2.5,16.0
222726,20180820,2,PCA,-58.50732343488396
222726,20180820,2,PM2.5,35.0
222732,20180820,3,PCA,-60.14229085669835
222732,20180820,3,PM2.5,32.0
222738,20180820,4,PCA,-61.187648465081104
222738,20180820,4,PM2.5,29.0
222744,20180820,5,PCA,-72.84458689643036
222744,20180820,5,PM2.5,25.0
222750,20180820,6,PCA,-79.31869785378646
222750,20180820,6,PM2.5,22.0
222756,20180820,7,PCA,-77.63861958332593
222756,20180820,7,PM2.5,23.0
222762,20180820,8,PCA,-63.7769311081185
222762,20180820,8,PM2.5,26.0
222768,20180820,9,PCA,-75.1977094199535
222768,20180820,9,PM2.5,17.0
222774,20180820,10,PCA,-86.50818882320065
222774,20180820,10,PM2.5,15.0
222804,20180820,15,PCA,-87.81438081793584
222804,20180820,15,PM2.5,20.0
222810,20180820,16,PCA,-93.92193089743861
222810,20180820,16,PM2.5,17.0
222816,20180820,17,PCA,-96.22598094030987
222816,20180820,17,PM2.5,16.0
222822,20180820,18,PCA,-94.0260002972026
222822,20180820,18,PM2.5,16.0
222828,20180820,19,PCA,-95.25600235087423
222828,20180820,19,PM2.5,18.0
222834,20180820,20,PCA,-90.78389821609737
222834,20180820,20,PM2.5,18.0
222840,20180820,21,PCA,-87.68410462258043
222840,20180820,21,PM2.5,20.0
222846,20180820,22,PCA,-75.29308862425532
222846,20180820,22,PM2.5,25.0
222852,20180820,23,PCA,-68.39822867452757
222852,20180820,23,PM2.5,31.0
222858,20180821,0,PCA,-59.296918418113044
222858,20180821,0,PM2.5,23.0
222864,20180821,1,PCA,-62.261343835902636
222864,20180821,1,PM2.5,21.0
222870,20180821,2,PCA,-48.787428750213884
222870,20180821,2,PM2.5,21.0
222876,20180821,3,PCA,-57.474175124032826
222876,20180821,3,PM2.5,18.0
222882,20180821,4,PCA,-73.87627336790702
222882,20180821,4,PM2.5,14.0
222888,20180821,5,PCA,-74.48588753462776
222888,20180821,5,PM2.5,13.0
222894,20180821,6,PCA,-60.2263575430161
222894,20180821,6,PM2.5,16.0
222900,20180821,7,PCA,-77.72125535439959
222900,20180821,7,PM2.5,12.0
222906,20180821,8,PCA,-103.33048557224875
222906,20180821,8,PM2.5,11.0
222912,20180821,9,PCA,-104.54427197406477
222912,20180821,9,PM2.5,11.0
222918,20180821,10,PCA,-99.84697822277565
222918,20180821,10,PM2.5,10.0
222948,20180821,16,PCA,-102.69151081225125
222948,20180821,16,PM2.5,10.0
222954,20180821,17,PCA,-97.38735167136942
222954,20180821,17,PM2.5,12.0
222960,20180821,18,PCA,-80.99691401123346
222960,20180821,18,PM2.5,13.0
222966,20180821,19,PCA,-63.88427087479718
222966,20180821,19,PM2.5,15.0
222972,20180821,20,PCA,-64.76086194404013
222972,20180821,20,PM2.5,16.0
222978,20180821,21,PCA,-85.2255572690467
222978,20180821,21,PM2.5,15.0
222984,20180821,22,PCA,-87.5902070004643
222984,20180821,22,PM2.5,15.0
222990,20180821,23,PCA,-92.75744245609873
222990,20180821,23,PM2.5,15.5
222996,20180822,0,PCA,-77.59593408625858
222996,20180822,0,PM2.5,16.0
223002,20180822,1,PCA,-58.87147428203196
223002,20180822,1,PM2.5,18.0
223008,20180822,2,PCA,-29.063845494943376
223008,20180822,2,PM2.5,22.0
223014,20180822,3,PCA,-27.746427376793395
223014,20180822,3,PM2.5,24.0
223020,20180822,4,PCA,-38.91415843032897
223020,20180822,4,PM2.5,24.0
223026,20180822,5,PCA,-45.04912064097843
223026,20180822,5,PM2.5,22.0
223032,20180822,6,PCA,-54.30203490182863
223032,20180822,6,PM2.5,19.0
223038,20180822,7,PCA,-59.96137330365496
223038,20180822,7,PM2.5,18.0
223044,20180822,8,PCA,-63.044163668117925
223044,20180822,8,PM2.5,18.0
223050,20180822,9,PCA,-61.950433764030265
223050,20180822,9,PM2.5,22.0
223056,20180822,10,PCA,-63.369074758761435
223056,20180822,10,PM2.5,22.0
223062,20180822,11,PCA,-65.5734123958635
223062,20180822,11,PM2.5,20.0
223068,20180822,12,PCA,-80.17486835232671
223068,20180822,12,PM2.5,19.0
223074,20180822,13,PCA,-75.45486390784204
223074,20180822,13,PM2.5,21.0
223080,20180822,14,PCA,-74.49648487921273
223080,20180822,14,PM2.5,21.0
223086,20180822,15,PCA,-70.19287419675943
223086,20180822,15,PM2.5,20.5
223092,20180822,16,PCA,-74.1308212252686
223092,20180822,16,PM2.5,20.0
223098,20180822,17,PCA,-71.93847072516584
223098,20180822,17,PM2.5,21.0
223104,20180822,18,PCA,-82.57231414729762
223104,20180822,18,PM2.5,17.0
223110,20180822,19,PCA,-79.68796943531055
223110,20180822,19,PM2.5,17.0
223116,20180822,20,PCA,-50.06918379397474
223116,20180822,20,PM2.5,24.0
223122,20180822,21,PCA,-37.76278517446806
223122,20180822,21,PM2.5,25.0
223128,20180822,22,PCA,-45.36070313604109
223128,20180822,22,PM2.5,22.0
223134,20180822,23,PCA,-55.11171979205019
223134,20180822,23,PM2.5,22.0
223140,20180823,0,PCA,-44.27379592138693
223140,20180823,0,PM2.5,26.0
223146,20180823,1,PCA,-42.822851854677374
223146,20180823,1,PM2.5,23.0
223152,20180823,2,PCA,-56.02963717425321
223152,20180823,2,PM2.5,20.0
223158,20180823,3,PCA,-64.69245165231139
223158,20180823,3,PM2.5,19.0
223164,20180823,4,PCA,-71.83630071683191
223164,20180823,4,PM2.5,19.0
223170,20180823,5,PCA,-72.78031410656946
223170,20180823,5,PM2.5,18.0
223176,20180823,6,PCA,-78.15267125258453
223176,20180823,6,PM2.5,16.0
223182,20180823,7,PCA,-85.29803470625883
223182,20180823,7,PM2.5,15.0
223188,20180823,8,PCA,-83.80571783130439
223188,20180823,8,PM2.5,15.0
223206,20180823,11,PCA,-81.93837462695662
223206,20180823,11,PM2.5,16.0
223212,20180823,12,PCA,-85.21079246629309
223212,20180823,12,PM2.5,16.0
223218,20180823,13,PCA,-86.48159307345546
223218,20180823,13,PM2.5,15.0
223224,20180823,14,PCA,-93.8133397984167
223224,20180823,14,PM2.5,15.0
223230,20180823,15,PCA,-94.57317649055706
223230,20180823,15,PM2.5,14.5
223236,20180823,16,PCA,-94.38757819567039
223236,20180823,16,PM2.5,14.0
223242,20180823,17,PCA,-79.68124404363404
223242,20180823,17,PM2.5,18.0
223248,20180823,18,PCA,-61.71398459994545
223248,20180823,18,PM2.5,21.0
223254,20180823,19,PCA,-53.91741132560362
223254,20180823,19,PM2.5,21.0
223260,20180823,20,PCA,-43.61712938525637
223260,20180823,20,PM2.5,23.0
223266,20180823,21,PCA,-37.52484127392589
223266,20180823,21,PM2.5,26.0
223272,20180823,22,PCA,-37.920868217234734
223272,20180823,22,PM2.5,28.0
223278,20180823,23,PCA,-36.50872226384353
223278,20180823,23,PM2.5,23.0
223284,20180824,0,PCA,-41.00185878365519
223284,20180824,0,PM2.5,23.0
223290,20180824,1,PCA,-36.10999161421707
223290,20180824,1,PM2.5,27.0
223296,20180824,2,PCA,-42.13618864295473
223296,20180824,2,PM2.5,23.0
223302,20180824,3,PCA,-70.69098870937627
223302,20180824,3,PM2.5,15.0
223308,20180824,4,PCA,-76.98814767873061
223308,20180824,4,PM2.5,14.0
223314,20180824,5,PCA,-79.22738533719708
223314,20180824,5,PM2.5,15.0
223320,20180824,6,PCA,-67.76500070312618
223320,20180824,6,PM2.5,17.0
223326,20180824,7,PCA,-59.255383479210224
223326,20180824,7,PM2.5,21.0
223332,20180824,8,PCA,-66.51081286633168
223332,20180824,8,PM2.5,16.0
223338,20180824,9,PCA,-86.90657514384124
223338,20180824,9,PM2.5,11.0
223344,20180824,10,PCA,-97.2452748173721
223344,20180824,10,PM2.5,9.0
223350,20180824,11,PCA,-94.25685009631559
223350,20180824,11,PM2.5,9.0
223356,20180824,12,PCA,-96.20458840947825
223356,20180824,12,PM2.5,8.0
223362,20180824,13,PCA,-103.36480643555605
223362,20180824,13,PM2.5,7.0
223368,20180824,14,PCA,-105.39517456638428
223368,20180824,14,PM2.5,7.0
223374,20180824,15,PCA,-104.40774571371915
223374,20180824,15,PM2.5,7.5
223380,20180824,16,PCA,-100.09741375663627
223380,20180824,16,PM2.5,8.0
223386,20180824,17,PCA,-90.54353317992295
223386,20180824,17,PM2.5,9.0
223392,20180824,18,PCA,-79.69470447630219
223392,20180824,18,PM2.5,10.0
223398,20180824,19,PCA,-99.9693493671706
223398,20180824,19,PM2.5,11.0
223404,20180824,20,PCA,-99.80883509047021
223404,20180824,20,PM2.5,13.0
223410,20180824,21,PCA,-99.92385016267319
223410,20180824,21,PM2.5,14.0
223416,20180824,22,PCA,-95.26569838041942
223416,20180824,22,PM2.5,15.0
223422,20180824,23,PCA,-56.44846452292222
223422,20180824,23,PM2.5,17.0
223428,20180825,0,PCA,-51.518421607006424
223428,20180825,0,PM2.5,14.0
223434,20180825,1,PCA,-56.13930419274275
223434,20180825,1,PM2.5,13.0
223440,20180825,2,PCA,-66.52883278836669
223440,20180825,2,PM2.5,13.0
223446,20180825,3,PCA,-66.08188978690377
223446,20180825,3,PM2.5,12.0
223452,20180825,4,PCA,-75.6236433497309
223452,20180825,4,PM2.5,11.0
223458,20180825,5,PCA,-80.92878556732859
223458,20180825,5,PM2.5,12.0
223464,20180825,6,PCA,-73.63717547428892
223464,20180825,6,PM2.5,13.0
223470,20180825,7,PCA,-82.05778649747543
223470,20180825,7,PM2.5,12.0
223476,20180825,8,PCA,-77.21016164269535
223476,20180825,8,PM2.5,15.0
223482,20180825,9,PCA,-62.255172714923354
223482,20180825,9,PM2.5,21.0
223488,20180825,10,PCA,-55.097292350568225
223488,20180825,10,PM2.5,28.0
223494,20180825,11,PCA,-58.411937536743146
223494,20180825,11,PM2.5,29.0
223500,20180825,12,PCA,-57.56897126072052
223500,20180825,12,PM2.5,32.0
223506,20180825,13,PCA,-67.36358927074025
223506,20180825,13,PM2.5,31.0
223512,20180825,14,PCA,-57.776928084098294
223512,20180825,14,PM2.5,38.0
223518,20180825,15,PCA,-53.88540536956416
223518,20180825,15,PM2.5,42.0
223524,20180825,16,PCA,-69.12738873855643
223524,20180825,16,PM2.5,39.0
223530,20180825,17,PCA,-60.40249973752667
223530,20180825,17,PM2.5,45.0
223536,20180825,18,PCA,-51.49473199162016
223536,20180825,18,PM2.5,45.0
223542,20180825,19,PCA,-63.92504847837473
223542,20180825,19,PM2.5,44.0
223548,20180825,20,PCA,-56.791424967488275
223548,20180825,20,PM2.5,44.0
223554,20180825,21,PCA,-56.99107060391861
223554,20180825,21,PM2.5,43.0
223560,20180825,22,PCA,-54.75824239098601
223560,20180825,22,PM2.5,42.0
223566,20180825,23,PCA,-48.10211834174677
223566,20180825,23,PM2.5,44.0
223572,20180826,0,PCA,-26.548223599799485
223572,20180826,0,PM2.5,44.0
223578,20180826,1,PCA,-39.355940741809206
223578,20180826,1,PM2.5,40.0
223584,20180826,2,PCA,-48.46915387505731
223584,20180826,2,PM2.5,36.0
223590,20180826,3,PCA,-56.72980810609425
223590,20180826,3,PM2.5,35.0
223596,20180826,4,PCA,-49.67555708067461
223596,20180826,4,PM2.5,41.0
223602,20180826,5,PCA,-27.11941324128652
223602,20180826,5,PM2.5,57.0
223608,20180826,6,PCA,-21.783948829995932
223608,20180826,6,PM2.5,59.0
223614,20180826,7,PCA,-9.414454150217319
223614,20180826,7,PM2.5,63.0
223620,20180826,8,PCA,-3.2093115239905434
223620,20180826,8,PM2.5,71.0
223626,20180826,9,PCA,7.352173930689336
223626,20180826,9,PM2.5,78.0
223632,20180826,10,PCA,-1.2392149875042262
223632,20180826,10,PM2.5,71.0
223638,20180826,11,PCA,-6.283152399418606
223638,20180826,11,PM2.5,70.0
223644,20180826,12,PCA,-4.473489694535265
223644,20180826,12,PM2.5,74.0
223650,20180826,13,PCA,-31.044191060667874
223650,20180826,13,PM2.5,65.0
223656,20180826,14,PCA,-52.326063856017385
223656,20180826,14,PM2.5,47.0
223662,20180826,15,PCA,-74.67074841512797
223662,20180826,15,PM2.5,30.0
223668,20180826,16,PCA,-84.69029333484009
223668,20180826,16,PM2.5,22.0
223674,20180826,17,PCA,-69.82125907872062
223674,20180826,17,PM2.5,37.0
223680,20180826,18,PCA,-58.00929950217906
223680,20180826,18,PM2.5,46.0
223686,20180826,19,PCA,-57.1149959417884
223686,20180826,19,PM2.5,40.0
223692,20180826,20,PCA,-52.7378443854865
223692,20180826,20,PM2.5,42.0
223698,20180826,21,PCA,-47.98826706112951
223698,20180826,21,PM2.5,45.0
223704,20180826,22,PCA,-30.435174681315843
223704,20180826,22,PM2.5,48.0
223710,20180826,23,PCA,-12.319656512935422
223710,20180826,23,PM2.5,52.0
223716,20180827,0,PCA,4.340596034609115
223716,20180827,0,PM2.5,54.0
223722,20180827,1,PCA,-9.927980437404957
223722,20180827,1,PM2.5,55.0
223728,20180827,2,PCA,-14.631639715046813
223728,20180827,2,PM2.5,57.0
223734,20180827,3,PCA,10.689977853891063
223734,20180827,3,PM2.5,73.0
223740,20180827,4,PCA,34.60096772604582
223740,20180827,4,PM2.5,87.0
223746,20180827,5,PCA,26.94569889946764
223746,20180827,5,PM2.5,84.0
223752,20180827,6,PCA,26.31697656751833
223752,20180827,6,PM2.5,82.0
223758,20180827,7,PCA,27.237096631262332
223758,20180827,7,PM2.5,85.0
223764,20180827,8,PCA,-14.78391962000294
223764,20180827,8,PM2.5,61.0
223770,20180827,9,PCA,-24.68952508718813
223770,20180827,9,PM2.5,58.0
223776,20180827,10,PCA,-11.098142030641123
223776,20180827,10,PM2.5,64.0
223782,20180827,11,PCA,-22.72171347228693
223782,20180827,11,PM2.5,57.0
223788,20180827,12,PCA,-43.698112478183994
223788,20180827,12,PM2.5,50.0
223794,20180827,13,PCA,-53.91504422587043
223794,20180827,13,PM2.5,40.0
223800,20180827,14,PCA,-59.53170718682805
223800,20180827,14,PM2.5,38.0
223806,20180827,15,PCA,-48.251474485678465
223806,20180827,15,PM2.5,43.0
223812,20180827,16,PCA,-64.11412053310869
223812,20180827,16,PM2.5,34.0
223818,20180827,17,PCA,-62.183318181215334
223818,20180827,17,PM2.5,27.0
223824,20180827,18,PCA,-58.16336213693188
223824,20180827,18,PM2.5,21.0
223830,20180827,19,PCA,-75.705289866059
223830,20180827,19,PM2.5,19.0
223836,20180827,20,PCA,-79.63984640482606
223836,20180827,20,PM2.5,19.0
223842,20180827,21,PCA,-72.53851485151799
223842,20180827,21,PM2.5,21.0
223848,20180827,22,PCA,-63.23724945677685
223848,20180827,22,PM2.5,21.0
223854,20180827,23,PCA,-55.582957462061785
223854,20180827,23,PM2.5,20.0
223860,20180828,0,PCA,-56.643877280043625
223860,20180828,0,PM2.5,19.0
223866,20180828,1,PCA,-68.22520164629609
223866,20180828,1,PM2.5,18.0
223872,20180828,2,PCA,-37.7352348216598
223872,20180828,2,PM2.5,31.0
223878,20180828,3,PCA,-21.421989162423987
223878,20180828,3,PM2.5,37.0
223884,20180828,4,PCA,-17.493803813909324
223884,20180828,4,PM2.5,53.0
223890,20180828,5,PCA,-21.490969550445595
223890,20180828,5,PM2.5,52.0
223896,20180828,6,PCA,-16.54465228844021
223896,20180828,6,PM2.5,55.0
223902,20180828,7,PCA,-6.042427896019196
223902,20180828,7,PM2.5,64.0
223908,20180828,8,PCA,-5.2974416352293225
223908,20180828,8,PM2.5,67.0
223914,20180828,9,PCA,-26.82063905514418
223914,20180828,9,PM2.5,56.0
223920,20180828,11,PCA,-58.31730432356729
223920,20180828,11,PM2.5,40.0
223926,20180828,12,PCA,-58.539935254071366
223926,20180828,12,PM2.5,39.0
223932,20180828,13,PCA,-51.563697955268026
223932,20180828,13,PM2.5,42.0
223938,20180828,14,PCA,-46.69292234646383
223938,20180828,14,PM2.5,48.0
223944,20180828,15,PCA,-48.09983400771252
223944,20180828,15,PM2.5,50.0
223950,20180828,16,PCA,-64.64956345063287
223950,20180828,16,PM2.5,39.0
223956,20180828,17,PCA,-77.91200343704624
223956,20180828,17,PM2.5,32.0
223962,20180828,18,PCA,-70.30810237460473
223962,20180828,18,PM2.5,34.0
223968,20180828,19,PCA,-50.46925027698321
223968,20180828,19,PM2.5,34.5
223974,20180828,20,PCA,-30.630398179361656
223974,20180828,20,PM2.5,35.0
223980,20180828,21,PCA,-48.206567808658285
223980,20180828,21,PM2.5,30.0
223986,20180828,22,PCA,-36.818008505154225
223986,20180828,22,PM2.5,35.0
223992,20180828,23,PCA,-28.543168073438718
223992,20180828,23,PM2.5,54.0
223998,20180829,0,PCA,-52.92152850701588
223998,20180829,0,PM2.5,32.0
224004,20180829,1,PCA,-78.94271764200457
224004,20180829,1,PM2.5,19.0
224010,20180829,2,PCA,-89.58613663896007
224010,20180829,2,PM2.5,6.0
224016,20180829,3,PCA,-79.94365478886681
224016,20180829,3,PM2.5,5.0
224022,20180829,4,PCA,-76.67296676396315
224022,20180829,4,PM2.5,5.0
224028,20180829,5,PCA,-90.76509854379779
224028,20180829,5,PM2.5,5.5
224034,20180829,6,PCA,-78.36137273757099
224034,20180829,6,PM2.5,6.0
224040,20180829,7,PCA,-75.1957806032337
224040,20180829,7,PM2.5,7.0
224046,20180829,8,PCA,-81.66541694416757
224046,20180829,8,PM2.5,6.0
224052,20180829,9,PCA,-94.06141746213314
224052,20180829,9,PM2.5,5.0
224058,20180829,10,PCA,-100.92673605351534
224058,20180829,10,PM2.5,5.0
224064,20180829,11,PCA,-103.86618989864432
224064,20180829,11,PM2.5,4.0
224070,20180829,12,PCA,-108.14359336190284
224070,20180829,12,PM2.5,4.0
224088,20180829,15,PCA,-103.04320933340367
224088,20180829,15,PM2.5,5.0
224094,20180829,16,PCA,-103.55128848805806
224094,20180829,16,PM2.5,5.0
224112,20180829,19,PCA,-84.44828612607692
224112,20180829,19,PM2.5,7.0
224118,20180829,20,PCA,-77.77951533668387
224118,20180829,20,PM2.5,9.0
224124,20180829,21,PCA,-79.93446191409102
224124,20180829,21,PM2.5,8.0
224130,20180829,22,PCA,-101.99936611417463
224130,20180829,22,PM2.5,7.0
224136,20180829,23,PCA,-90.68162787900728
224136,20180829,23,PM2.5,7.0
224142,20180830,0,PCA,-76.62224049053941
224142,20180830,0,PM2.5,8.0
224148,20180830,1,PCA,-61.40089882353124
224148,20180830,1,PM2.5,10.0
224154,20180830,2,PCA,-75.51773919342104
224154,20180830,2,PM2.5,14.0
224160,20180830,3,PCA,-77.49986508238197
224160,20180830,3,PM2.5,22.0
224166,20180830,4,PCA,-47.06899178244744
224166,20180830,4,PM2.5,26.0
224172,20180830,5,PCA,-45.075829506790036
224172,20180830,5,PM2.5,32.0
224178,20180830,6,PCA,-32.56218693576469
224178,20180830,6,PM2.5,36.0
224184,20180830,7,PCA,-36.920143133291816
224184,20180830,7,PM2.5,35.0
224190,20180830,8,PCA,-49.191031506745865
224190,20180830,8,PM2.5,26.0
224196,20180830,9,PCA,-49.459855846128285
224196,20180830,9,PM2.5,28.0
224202,20180830,10,PCA,-49.17617019249135
224202,20180830,10,PM2.5,33.0
224208,20180830,11,PCA,-52.53770485763158
224208,20180830,11,PM2.5,29.0
224214,20180830,12,PCA,-74.35970932745364
224214,20180830,12,PM2.5,21.0
224220,20180830,13,PCA,-105.16203108371353
224220,20180830,13,PM2.5,11.0
224226,20180830,14,PCA,-107.02803134602176
224226,20180830,14,PM2.5,9.0
224232,20180830,15,PCA,-108.56788123450546
224232,20180830,15,PM2.5,7.0
224238,20180830,16,PCA,-109.99255213177925
224238,20180830,16,PM2.5,6.0
224244,20180830,17,PCA,-110.5376577099891
224244,20180830,17,PM2.5,6.0
224250,20180830,18,PCA,-108.66732810775855
224250,20180830,18,PM2.5,7.0
224256,20180830,19,PCA,-105.21723404456846
224256,20180830,19,PM2.5,7.0
224262,20180830,20,PCA,-89.35965990243236
224262,20180830,20,PM2.5,9.0
224268,20180830,21,PCA,-70.29323794098536
224268,20180830,21,PM2.5,12.0
224274,20180830,22,PCA,-76.90717470320932
224274,20180830,22,PM2.5,14.0
224280,20180830,23,PCA,-74.30000711172076
224280,20180830,23,PM2.5,14.0
224286,20180831,0,PCA,-70.1796294651559
224286,20180831,0,PM2.5,17.0
224292,20180831,1,PCA,-62.215940836516694
224292,20180831,1,PM2.5,20.0
224298,20180831,2,PCA,-55.56799246397756
224298,20180831,2,PM2.5,20.0
224304,20180831,3,PCA,-55.27430392893128
224304,20180831,3,PM2.5,19.0
224310,20180831,4,PCA,-63.133858218719745
224310,20180831,4,PM2.5,18.0
224316,20180831,5,PCA,-73.68352977995978
224316,20180831,5,PM2.5,17.0
224322,20180831,6,PCA,-75.77443805986057
224322,20180831,6,PM2.5,15.0
224328,20180831,7,PCA,-84.35705009482878
224328,20180831,7,PM2.5,14.0
224334,20180831,8,PCA,-84.96123293922948
224334,20180831,8,PM2.5,16.0
224340,20180831,9,PCA,-66.84758697928864
224340,20180831,9,PM2.5,18.0
224346,20180831,10,PCA,-81.6913916671233
224346,20180831,10,PM2.5,14.0
224352,20180831,11,PCA,-91.46669258108082
224352,20180831,11,PM2.5,12.0
224358,20180831,12,PCA,-96.03221111046452
224358,20180831,12,PM2.5,12.0
224394,20180831,18,PCA,-93.30682648170288
224394,20180831,18,PM2.5,14.0
224400,20180831,19,PCA,-72.91637244698781
224400,20180831,19,PM2.5,17.0
224406,20180831,20,PCA,-53.53333583201992
224406,20180831,20,PM2.5,21.0
224412,20180831,21,PCA,-78.93719481038613
224412,20180831,21,PM2.5,20.0
224418,20180831,22,PCA,-87.86563963916146
224418,20180831,22,PM2.5,18.0
224424,20180831,23,PCA,-73.32551950115469
224424,20180831,23,PM2.5,17.0
224430,20180901,0,PCA,-61.234104624380564
224430,20180901,0,PM2.5,20.0
224436,20180901,2,PCA,-27.34437692430083
224436,20180901,2,PM2.5,39.0
224442,20180901,3,PCA,-13.89937541240738
224442,20180901,3,PM2.5,64.5
224448,20180901,4,PCA,32.85336378411999
224448,20180901,4,PM2.5,90.0
224454,20180901,5,PCA,56.27715897656642
224454,20180901,5,PM2.5,105.0
224460,20180901,6,PCA,32.695874673774874
224460,20180901,6,PM2.5,90.0
224466,20180901,7,PCA,-4.611159002346594
224466,20180901,7,PM2.5,67.0
224472,20180901,8,PCA,-19.964605071512363
224472,20180901,8,PM2.5,59.0
224478,20180901,9,PCA,-34.78007308295596
224478,20180901,9,PM2.5,52.0
224484,20180901,10,PCA,-58.4326185717095
224484,20180901,10,PM2.5,38.0
224490,20180901,11,PCA,-68.66213629280824
224490,20180901,11,PM2.5,34.0
224496,20180901,12,PCA,-91.09633561362831
224496,20180901,12,PM2.5,23.0
224502,20180901,13,PCA,-96.31775117527368
224502,20180901,13,PM2.5,15.0
224508,20180901,14,PCA,-96.8815026034241
224508,20180901,14,PM2.5,13.0
224514,20180901,15,PCA,-102.73911495292322
224514,20180901,15,PM2.5,8.0
224520,20180901,16,PCA,-93.24445563414764
224520,20180901,16,PM2.5,14.0
224526,20180901,17,PCA,-96.47470426708453
224526,20180901,17,PM2.5,13.0
224532,20180901,18,PCA,-97.40266310046415
224532,20180901,18,PM2.5,13.0
224538,20180901,19,PCA,-90.89192751700334
224538,20180901,19,PM2.5,18.0
224544,20180901,20,PCA,-69.92036382930736
224544,20180901,20,PM2.5,21.0
224550,20180901,21,PCA,-62.2133502717049
224550,20180901,21,PM2.5,25.0
224556,20180901,22,PCA,-56.278966054874054
224556,20180901,22,PM2.5,30.0
224562,20180901,23,PCA,-57.0181142423911
224562,20180901,23,PM2.5,28.0
224568,20180902,0,PCA,-60.513315485478174
224568,20180902,0,PM2.5,24.0
224574,20180902,1,PCA,-57.61968378834228
224574,20180902,1,PM2.5,22.0
224580,20180902,2,PCA,-61.152845153922804
224580,20180902,2,PM2.5,22.0
224586,20180902,3,PCA,-66.90759587340848
224586,20180902,3,PM2.5,23.0
224592,20180902,4,PCA,-63.940719038923156
224592,20180902,4,PM2.5,27.0
224598,20180902,5,PCA,-74.70233777879213
224598,20180902,5,PM2.5,24.0
224604,20180902,6,PCA,-80.9649985242328
224604,20180902,6,PM2.5,22.0
224610,20180902,7,PCA,-79.59162426395301
224610,20180902,7,PM2.5,22.0
224616,20180902,10,PCA,-75.97349800168567
224616,20180902,10,PM2.5,29.0
224622,20180902,11,PCA,-72.30999124339611
224622,20180902,11,PM2.5,31.0
224628,20180902,12,PCA,-76.7159824321533
224628,20180902,12,PM2.5,30.0
224634,20180902,13,PCA,-86.56912954176781
224634,20180902,13,PM2.5,27.0
224640,20180902,14,PCA,-92.1029602464846
224640,20180902,14,PM2.5,23.0
224646,20180902,15,PCA,-86.35328381628929
224646,20180902,15,PM2.5,27.0
224652,20180902,16,PCA,-76.00944239507456
224652,20180902,16,PM2.5,30.0
224658,20180902,17,PCA,-72.01436840930383
224658,20180902,17,PM2.5,30.0
224664,20180902,18,PCA,-77.88638469386329
224664,20180902,18,PM2.5,32.5
224670,20180902,19,PCA,-63.16419690929388
224670,20180902,19,PM2.5,35.0
224676,20180902,20,PCA,-42.56760656785899
224676,20180902,20,PM2.5,51.0
224682,20180902,21,PCA,-16.701540191571695
224682,20180902,21,PM2.5,62.0
224688,20180902,22,PCA,-6.818362533909489
224688,20180902,22,PM2.5,67.0
224694,20180902,23,PCA,3.1930723776485195
224694,20180902,23,PM2.5,73.0
224700,20180903,0,PCA,13.384342779016016
224700,20180903,0,PM2.5,80.0
224706,20180903,1,PCA,13.228646270655153
224706,20180903,1,PM2.5,78.0
224712,20180903,2,PCA,13.060929761530103
224712,20180903,2,PM2.5,77.0
224718,20180903,3,PCA,22.935771682843203
224718,20180903,3,PM2.5,84.0
224724,20180903,4,PCA,20.02647507655138
224724,20180903,4,PM2.5,83.0
224730,20180903,5,PCA,2.911807654340863
224730,20180903,5,PM2.5,73.0
224736,20180903,6,PCA,-12.973641432038374
224736,20180903,6,PM2.5,63.0
