,date,hour,type,东四环
2646,20140422,9,PCA,93.81139171433999
2646,20140422,9,PM2.5,145.0
2652,20140422,10,PCA,60.78304374166833
2652,20140422,10,PM2.5,95.0
2658,20140422,11,PCA,36.7582959514368
2658,20140422,11,PM2.5,65.0
2664,20140422,12,PCA,16.84185473300999
2664,20140422,12,PM2.5,67.5
2670,20140422,13,PCA,-3.0745864854168183
2670,20140422,13,PM2.5,70.0
2676,20140422,14,PCA,-25.129630730350456
2676,20140422,14,PM2.5,61.0
2682,20140422,15,PCA,-40.3869625004646
2682,20140422,15,PM2.5,50.0
2688,20140422,16,PCA,-42.67120981703221
2688,20140422,16,PM2.5,54.0
2694,20140422,18,PCA,-44.95545713359983
2694,20140422,18,PM2.5,58.0
2700,20140422,19,PCA,-40.57980941463154
2700,20140422,19,PM2.5,61.0
2706,20140422,20,PCA,-27.322088722420414
2706,20140422,20,PM2.5,66.0
2712,20140422,21,PCA,-27.414263578344254
2712,20140422,21,PM2.5,62.0
2718,20140422,22,PCA,84.3780062758567
2718,20140422,22,PM2.5,183.0
2724,20140422,23,PCA,24.562078190132823
2724,20140422,23,PM2.5,88.0
2730,20140423,0,PCA,51.751485261003445
2730,20140423,0,PM2.5,112.0
2736,20140423,1,PCA,36.882785599443125
2736,20140423,1,PM2.5,81.0
2742,20140423,2,PCA,14.394338979720942
2742,20140423,2,PM2.5,80.0
2748,20140423,3,PCA,13.360992105035127
2748,20140423,3,PM2.5,80.0
2754,20140423,4,PCA,15.103485622787035
2754,20140423,4,PM2.5,76.0
2760,20140423,5,PCA,40.169741859615755
2760,20140423,5,PM2.5,102.0
2766,20140423,6,PCA,49.18622764492626
2766,20140423,6,PM2.5,106.0
2772,20140423,7,PCA,63.45757130411458
2772,20140423,7,PM2.5,117.0
2778,20140423,8,PCA,85.77918421206031
2778,20140423,8,PM2.5,134.0
2784,20140423,9,PCA,91.63842571930402
2784,20140423,9,PM2.5,138.0
2790,20140423,10,PCA,105.11161256615605
2790,20140423,10,PM2.5,141.0
2796,20140423,11,PCA,123.84396938154366
2796,20140423,11,PM2.5,157.0
2802,20140423,12,PCA,180.3606473983064
2802,20140423,12,PM2.5,215.0
2808,20140423,13,PCA,147.29111746169846
2808,20140423,13,PM2.5,171.0
2814,20140423,14,PCA,152.8015134360731
2814,20140423,14,PM2.5,172.0
2820,20140423,15,PCA,151.19688159206578
2820,20140423,15,PM2.5,168.0
2826,20140423,16,PCA,113.31842704556291
2826,20140423,16,PM2.5,141.0
2832,20140423,17,PCA,91.63906179043396
2832,20140423,17,PM2.5,125.0
2850,20140429,3,PCA,31.160217423336352
2850,20140429,3,PM2.5,109.9
2856,20140429,4,PCA,29.34434118833945
2856,20140429,4,PM2.5,100.7
2862,20140429,5,PCA,22.49708130496799
2862,20140429,5,PM2.5,93.1
2868,20140429,6,PCA,9.935278045469412
2868,20140429,6,PM2.5,78.0
2874,20140429,7,PCA,12.306052077107507
2874,20140429,7,PM2.5,82.5
2880,20140429,8,PCA,22.50142756463549
2880,20140429,8,PM2.5,93.8
2886,20140429,9,PCA,27.81034983716671
2886,20140429,9,PM2.5,102.3
2892,20140429,10,PCA,33.412923484058524
2892,20140429,10,PM2.5,112.1
2898,20140429,11,PCA,30.39355105172408
2898,20140429,11,PM2.5,109.9
2916,20140429,14,PCA,-36.334941151200184
2916,20140429,14,PM2.5,34.4
2922,20140429,15,PCA,-6.186275487147801
2922,20140429,15,PM2.5,80.1
2928,20140429,16,PCA,-28.96767878206961
2928,20140429,16,PM2.5,51.6
2934,20140429,17,PCA,-30.822206430897754
2934,20140429,17,PM2.5,49.1
2940,20140429,18,PCA,-15.456781780789147
2940,20140429,18,PM2.5,63.3
2946,20140429,19,PCA,-19.499850593490365
2946,20140429,19,PM2.5,66.3
2952,20140429,20,PCA,-8.463726265444269
2952,20140429,20,PM2.5,73.8
2958,20140429,21,PCA,7.331189429630353
2958,20140429,21,PM2.5,88.8
2964,20140429,22,PCA,4.1365472574003
2964,20140429,22,PM2.5,77.0
2970,20140429,23,PCA,1.4552893681964896
2970,20140429,23,PM2.5,76.7
2976,20140430,0,PCA,0.851302580276487
2976,20140430,0,PM2.5,76.1
2982,20140430,1,PCA,-2.0934478419382727
2982,20140430,1,PM2.5,70.2
2988,20140430,2,PCA,-9.139122292144704
2988,20140430,2,PM2.5,63.1
2994,20140430,3,PCA,-9.043948697621088
2994,20140430,3,PM2.5,65.3
3000,20140430,4,PCA,20.36473971690932
3000,20140430,4,PM2.5,87.8
3006,20140430,5,PCA,33.18892768283821
3006,20140430,5,PM2.5,96.9
3012,20140430,6,PCA,39.870910367631744
3012,20140430,6,PM2.5,104.4
3018,20140430,7,PCA,46.44469406373276
3018,20140430,7,PM2.5,113.3
3024,20140430,8,PCA,56.39958031797825
3024,20140430,8,PM2.5,123.3
3030,20140430,9,PCA,66.46724245802123
3030,20140430,9,PM2.5,131.6
3036,20140430,10,PCA,71.8740575911183
3036,20140430,10,PM2.5,137.0
3042,20140430,11,PCA,72.4655455909051
3042,20140430,11,PM2.5,143.1
3048,20140430,12,PCA,35.94241220312428
3048,20140430,12,PM2.5,119.3
3054,20140430,13,PCA,12.057544282520434
3054,20140430,13,PM2.5,98.4
3060,20140430,14,PCA,5.183578655950836
3060,20140430,14,PM2.5,91.3
3066,20140430,15,PCA,-9.913938471095108
3066,20140430,15,PM2.5,65.4
3072,20140430,16,PCA,-17.324328831634777
3072,20140430,16,PM2.5,54.4
3078,20140430,17,PCA,-16.08127535824164
3078,20140430,17,PM2.5,54.5
3084,20140430,18,PCA,0.6412725889428225
3084,20140430,18,PM2.5,75.1
3090,20140430,19,PCA,-4.539047946028815
3090,20140430,19,PM2.5,70.2
3096,20140430,20,PCA,-3.443762249180024
3096,20140430,20,PM2.5,71.7
3102,20140430,21,PCA,-0.8631678733037133
3102,20140430,21,PM2.5,71.0
3108,20140430,22,PCA,3.157821031802882
3108,20140430,22,PM2.5,75.8
3114,20140430,23,PCA,4.627336440311048
3114,20140430,23,PM2.5,74.1
3120,20140501,0,PCA,12.098486769131815
3120,20140501,0,PM2.5,87.5
3126,20140501,1,PCA,35.53001287511952
3126,20140501,1,PM2.5,94.1
3132,20140501,2,PCA,28.036703654592113
3132,20140501,2,PM2.5,96.5
3138,20140501,3,PCA,39.3707626772242
3138,20140501,3,PM2.5,103.7
3144,20140501,4,PCA,21.16113230562067
3144,20140501,4,PM2.5,94.8
3150,20140501,5,PCA,32.756034996615476
3150,20140501,5,PM2.5,97.1
3156,20140501,6,PCA,67.42240619301955
3156,20140501,6,PM2.5,125.4
3162,20140501,7,PCA,82.40675345938168
3162,20140501,7,PM2.5,147.6
3168,20140501,8,PCA,81.1658022512857
3168,20140501,8,PM2.5,150.7
3174,20140501,9,PCA,66.24545934635596
3174,20140501,9,PM2.5,136.1
3180,20140501,10,PCA,68.58512690096599
3180,20140501,10,PM2.5,141.6
3186,20140501,11,PCA,61.765680170187835
3186,20140501,11,PM2.5,143.9
3192,20140501,12,PCA,48.4537929744444
3192,20140501,12,PM2.5,135.1
3198,20140501,13,PCA,60.9270755266598
3198,20140501,13,PM2.5,147.8
3204,20140501,14,PCA,60.075142569255284
3204,20140501,14,PM2.5,143.2
3210,20140501,15,PCA,51.16547891492366
3210,20140501,15,PM2.5,124.6
3216,20140501,16,PCA,37.28285236443676
3216,20140501,16,PM2.5,114.1
3222,20140501,17,PCA,43.17822264045123
3222,20140501,17,PM2.5,125.4
3228,20140501,18,PCA,21.045800389133532
3228,20140501,18,PM2.5,79.3
3234,20140501,19,PCA,17.794195080852308
3234,20140501,19,PM2.5,67.5
3240,20140501,20,PCA,17.31400863877252
3240,20140501,20,PM2.5,71.4
3246,20140501,21,PCA,-0.5186776210335499
3246,20140501,21,PM2.5,47.3
3252,20140501,22,PCA,-14.532579139262719
3252,20140501,22,PM2.5,28.9
3258,20140501,23,PCA,-5.416325156466665
3258,20140501,23,PM2.5,37.4
3264,20140502,0,PCA,-19.47469985055861
3264,20140502,0,PM2.5,25.5
3270,20140502,1,PCA,-22.46564613012937
3270,20140502,1,PM2.5,22.0
3276,20140502,2,PCA,-17.846197795624395
3276,20140502,2,PM2.5,28.6
3282,20140502,3,PCA,-25.447176968067783
3282,20140502,3,PM2.5,23.6
3288,20140502,4,PCA,-31.933310897761434
3288,20140502,4,PM2.5,16.2
3294,20140502,5,PCA,-36.17399502692596
3294,20140502,5,PM2.5,15.1
3300,20140502,6,PCA,-47.65050039442298
3300,20140502,6,PM2.5,16.2
3306,20140502,7,PCA,-52.98420827634983
3306,20140502,7,PM2.5,16.2
3312,20140502,8,PCA,-58.25972578184773
3312,20140502,8,PM2.5,13.8
3318,20140502,9,PCA,-53.702475792900685
3318,20140502,9,PM2.5,24.8
3324,20140502,10,PCA,-61.54808868967865
3324,20140502,10,PM2.5,20.0
3330,20140502,11,PCA,-68.53321265103843
3330,20140502,11,PM2.5,16.0
3336,20140502,12,PCA,-75.38107119470017
3336,20140502,12,PM2.5,15.6
3342,20140502,13,PCA,-80.86741654979207
3342,20140502,13,PM2.5,15.9
3348,20140502,14,PCA,-86.39558320351698
3348,20140502,14,PM2.5,11.1
3354,20140502,15,PCA,-86.50133382399241
3354,20140502,15,PM2.5,11.1
3360,20140502,16,PCA,-90.25295492269602
3360,20140502,16,PM2.5,5.5
3366,20140502,17,PCA,-88.12321891532571
3366,20140502,17,PM2.5,11.6
3372,20140502,18,PCA,-84.97574807969602
3372,20140502,18,PM2.5,15.5
3378,20140502,19,PCA,-90.00273970533206
3378,20140502,19,PM2.5,11.2
3384,20140502,20,PCA,-91.81806551727709
3384,20140502,20,PM2.5,7.7
3390,20140502,21,PCA,-59.29956548946233
3390,20140502,21,PM2.5,23.9
3396,20140502,22,PCA,-50.18670107709009
3396,20140502,22,PM2.5,34.1
3402,20140502,23,PCA,-37.82852258016321
3402,20140502,23,PM2.5,47.1
3408,20140503,0,PCA,-43.41071087543747
3408,20140503,0,PM2.5,49.5
3414,20140503,1,PCA,-35.01943182677867
3414,20140503,1,PM2.5,46.2
3420,20140503,2,PCA,-27.24964016126695
3420,20140503,2,PM2.5,45.6
3426,20140503,3,PCA,-36.786725779765916
3426,20140503,3,PM2.5,42.4
3432,20140503,4,PCA,-51.0558597042006
3432,20140503,4,PM2.5,31.4
3438,20140503,5,PCA,-33.24579771963476
3438,20140503,5,PM2.5,54.8
3444,20140503,6,PCA,-23.40629525171709
3444,20140503,6,PM2.5,67.8
3450,20140503,7,PCA,-15.547699972711746
3450,20140503,7,PM2.5,78.1
3456,20140503,8,PCA,-14.518326566303028
3456,20140503,8,PM2.5,76.3
3462,20140503,9,PCA,-10.904235030884166
3462,20140503,9,PM2.5,79.2
3468,20140503,10,PCA,-28.56644725303345
3468,20140503,10,PM2.5,64.8
3474,20140503,11,PCA,-30.65375734718184
3474,20140503,11,PM2.5,63.9
3480,20140503,12,PCA,-36.95326974727981
3480,20140503,12,PM2.5,65.2
3486,20140503,13,PCA,-55.71109608476171
3486,20140503,13,PM2.5,43.5
3492,20140503,14,PCA,-71.70999109473367
3492,20140503,14,PM2.5,27.6
3498,20140503,15,PCA,-73.86722652505243
3498,20140503,15,PM2.5,20.3
3504,20140503,16,PCA,-62.77865983502958
3504,20140503,16,PM2.5,38.3
3510,20140503,17,PCA,-71.5901601561755
3510,20140503,17,PM2.5,28.1
3516,20140503,18,PCA,-63.64199294069672
3516,20140503,18,PM2.5,36.7
3522,20140503,19,PCA,-50.536756550603
3522,20140503,19,PM2.5,48.1
3528,20140503,20,PCA,-56.582283897787754
3528,20140503,20,PM2.5,36.0
3534,20140503,21,PCA,-64.73391557283934
3534,20140503,21,PM2.5,21.6
3540,20140503,22,PCA,-65.20307509696208
3540,20140503,22,PM2.5,21.1
3546,20140503,23,PCA,-57.23218728694212
3546,20140503,23,PM2.5,32.5
3552,20140504,0,PCA,-60.534105839517686
3552,20140504,0,PM2.5,27.6
3558,20140504,1,PCA,-63.491499912297066
3558,20140504,1,PM2.5,23.5
3564,20140504,2,PCA,-66.85950526653504
3564,20140504,2,PM2.5,20.9
3570,20140504,3,PCA,-64.199319522956
3570,20140504,3,PM2.5,22.9
3576,20140504,4,PCA,-64.07074939760695
3576,20140504,4,PM2.5,23.4
3582,20140504,5,PCA,-57.710959510437576
3582,20140504,5,PM2.5,34.7
3588,20140504,6,PCA,-58.71678009449957
3588,20140504,6,PM2.5,33.0
3594,20140504,7,PCA,-62.15754737623839
3594,20140504,7,PM2.5,29.7
3600,20140504,8,PCA,-62.14419272473244
3600,20140504,8,PM2.5,31.0
3606,20140504,9,PCA,-62.266619515587955
3606,20140504,9,PM2.5,31.6
3612,20140504,10,PCA,-68.33880298476514
3612,20140504,10,PM2.5,25.1
3618,20140504,11,PCA,-72.8519369067734
3618,20140504,11,PM2.5,21.8
3624,20140504,12,PCA,-76.61414764353101
3624,20140504,12,PM2.5,17.6
3630,20140504,13,PCA,-71.61887445680664
3630,20140504,13,PM2.5,25.0
3636,20140504,14,PCA,-82.20957687875499
3636,20140504,14,PM2.5,9.7
3642,20140504,15,PCA,-76.25675526223529
3642,20140504,15,PM2.5,17.7
3648,20140504,16,PCA,-80.26198375108407
3648,20140504,16,PM2.5,11.4
3654,20140504,17,PCA,-81.80178502009583
3654,20140504,17,PM2.5,8.9
3660,20140504,18,PCA,-84.51071394893664
3660,20140504,18,PM2.5,11.1
3666,20140504,19,PCA,-88.74329687995893
3666,20140504,19,PM2.5,10.8
3672,20140504,20,PCA,-86.51344826714376
3672,20140504,20,PM2.5,14.7
3678,20140504,21,PCA,-74.60211961047159
3678,20140504,21,PM2.5,19.3
3684,20140504,22,PCA,-65.14577699256668
3684,20140504,22,PM2.5,22.5
3690,20140504,23,PCA,-48.294429754520735
3690,20140504,23,PM2.5,40.9
3696,20140505,0,PCA,-42.39148018533725
3696,20140505,0,PM2.5,42.5
3702,20140505,1,PCA,-23.918072051653237
3702,20140505,1,PM2.5,53.5
3708,20140505,2,PCA,-34.737442894888346
3708,20140505,2,PM2.5,51.0
3732,20140505,6,PCA,-57.09123449180924
3732,20140505,6,PM2.5,26.0
3738,20140505,7,PCA,-62.69409855597259
3738,20140505,7,PM2.5,32.6
3744,20140505,8,PCA,-83.76792275768412
3744,20140505,8,PM2.5,5.8
3750,20140505,9,PCA,-77.28416151954643
3750,20140505,9,PM2.5,16.8
3756,20140505,10,PCA,-80.40382853390287
3756,20140505,10,PM2.5,12.4
3762,20140505,11,PCA,-84.77618158333551
3762,20140505,11,PM2.5,13.2
3768,20140505,12,PCA,-89.55846623884044
3768,20140505,12,PM2.5,3.0
3774,20140505,13,PCA,-88.28791734805422
3774,20140505,13,PM2.5,9.2
3780,20140505,14,PCA,-91.31991495987441
3780,20140505,14,PM2.5,8.8
3786,20140505,15,PCA,-86.54647718055719
3786,20140505,15,PM2.5,15.4
3792,20140505,16,PCA,-77.90415889001822
3792,20140505,16,PM2.5,14.4
3798,20140505,17,PCA,-71.74760859363447
3798,20140505,17,PM2.5,24.0
3804,20140505,18,PCA,-69.46600399889816
3804,20140505,18,PM2.5,22.4
3810,20140505,19,PCA,-78.0445232628278
3810,20140505,19,PM2.5,21.8
3816,20140505,20,PCA,-72.38877965406625
3816,20140505,20,PM2.5,23.3
3822,20140505,21,PCA,-55.200350924232495
3822,20140505,21,PM2.5,28.1
3828,20140505,22,PCA,-30.88265799062585
3828,20140505,22,PM2.5,45.0
3834,20140505,23,PCA,-33.27024032693437
3834,20140505,23,PM2.5,53.3
3840,20140506,0,PCA,-33.8284641515401
3840,20140506,0,PM2.5,52.8
3846,20140506,1,PCA,-36.54775558424735
3846,20140506,1,PM2.5,53.1
3852,20140506,2,PCA,-20.755903528773175
3852,20140506,2,PM2.5,62.6
3858,20140506,3,PCA,-9.778570968937913
3858,20140506,3,PM2.5,81.1
3864,20140506,4,PCA,-20.708142043059468
3864,20140506,4,PM2.5,68.6
3870,20140506,5,PCA,-24.011912829359062
3870,20140506,5,PM2.5,70.2
3876,20140506,6,PCA,-26.923727500949596
3876,20140506,6,PM2.5,66.0
3882,20140506,7,PCA,-25.89357017144829
3882,20140506,7,PM2.5,66.2
3888,20140506,8,PCA,-33.38248844786604
3888,20140506,8,PM2.5,54.0
3894,20140506,9,PCA,-31.675404261053565
3894,20140506,9,PM2.5,57.8
3900,20140506,10,PCA,-27.959299012608756
3900,20140506,10,PM2.5,61.6
3906,20140506,11,PCA,-31.747699221129615
3906,20140506,11,PM2.5,58.9
3912,20140506,12,PCA,-25.013881907471387
3912,20140506,12,PM2.5,65.5
3918,20140506,13,PCA,-21.078253168640106
3918,20140506,13,PM2.5,72.9
3924,20140506,14,PCA,-21.59449774661379
3924,20140506,14,PM2.5,66.7
3930,20140506,15,PCA,-15.893169467798673
3930,20140506,15,PM2.5,71.5
3936,20140506,16,PCA,-10.903321841610365
3936,20140506,16,PM2.5,73.8
3942,20140506,17,PCA,7.4078888025009295
3942,20140506,17,PM2.5,93.3
3948,20140506,18,PCA,7.416205992864863
3948,20140506,18,PM2.5,88.5
3954,20140506,19,PCA,19.940573485861723
3954,20140506,19,PM2.5,92.4
3960,20140506,20,PCA,33.797099448935874
3960,20140506,20,PM2.5,108.7
3966,20140506,21,PCA,41.06000838209
3966,20140506,21,PM2.5,109.2
3972,20140506,22,PCA,55.03933851716123
3972,20140506,22,PM2.5,122.8
3978,20140506,23,PCA,46.75934056257344
3978,20140506,23,PM2.5,112.1
3984,20140507,0,PCA,52.88339136265028
3984,20140507,0,PM2.5,120.5
3990,20140507,1,PCA,47.653778964273556
3990,20140507,1,PM2.5,115.3
3996,20140507,2,PCA,55.163984290120894
3996,20140507,2,PM2.5,122.9
4002,20140507,3,PCA,57.12155195380051
4002,20140507,3,PM2.5,126.7
4008,20140507,4,PCA,47.383801328628024
4008,20140507,4,PM2.5,113.1
4014,20140507,5,PCA,41.42713931598381
4014,20140507,5,PM2.5,104.6
4020,20140507,6,PCA,68.62345065786276
4020,20140507,6,PM2.5,136.3
4026,20140507,7,PCA,78.29630659926815
4026,20140507,7,PM2.5,144.1
4032,20140507,8,PCA,82.17408236096736
4032,20140507,8,PM2.5,140.8
4038,20140507,9,PCA,40.00906436869524
4038,20140507,9,PM2.5,93.2
4044,20140507,10,PCA,-5.803655542769796
4044,20140507,10,PM2.5,47.7
4050,20140507,11,PCA,-30.12107758069196
4050,20140507,11,PM2.5,22.5
4056,20140507,12,PCA,-40.82834995626946
4056,20140507,12,PM2.5,11.9
4062,20140507,13,PCA,-41.011144728852535
4062,20140507,13,PM2.5,14.6
4068,20140507,14,PCA,-39.09251736386562
4068,20140507,14,PM2.5,19.3
4074,20140507,15,PCA,-42.354909409032366
4074,20140507,15,PM2.5,16.6
4080,20140507,16,PCA,-43.323896266357806
4080,20140507,16,PM2.5,20.6
4086,20140507,17,PCA,-43.99281221028851
4086,20140507,17,PM2.5,14.1
4092,20140507,18,PCA,-51.076111104710826
4092,20140507,18,PM2.5,4.9
4098,20140507,19,PCA,-46.674089562333
4098,20140507,19,PM2.5,13.7
4104,20140507,20,PCA,-37.58395592453644
4104,20140507,20,PM2.5,14.7
4110,20140507,21,PCA,-17.63905523829011
4110,20140507,21,PM2.5,37.5
4116,20140507,22,PCA,-28.964741697960815
4116,20140507,22,PM2.5,26.6
4122,20140507,23,PCA,-19.781611871786524
4122,20140507,23,PM2.5,38.1
4128,20140508,0,PCA,14.357350226889562
4128,20140508,0,PM2.5,84.5
4134,20140508,1,PCA,12.0060499300616
4134,20140508,1,PM2.5,88.7
4140,20140508,2,PCA,7.852901277461386
4140,20140508,2,PM2.5,88.6
4146,20140508,3,PCA,9.776855233174064
4146,20140508,3,PM2.5,96.8
4152,20140508,4,PCA,24.35584915060195
4152,20140508,4,PM2.5,109.7
4158,20140508,5,PCA,24.461016886512326
4158,20140508,5,PM2.5,111.1
4164,20140508,6,PCA,17.605646345657878
4164,20140508,6,PM2.5,103.0
4170,20140508,7,PCA,23.30155053954388
4170,20140508,7,PM2.5,112.6
4176,20140508,8,PCA,40.01233874413956
4176,20140508,8,PM2.5,132.3
4182,20140508,9,PCA,44.27669169942535
4182,20140508,9,PM2.5,137.7
4188,20140508,10,PCA,-9.037508984198729
4188,20140508,10,PM2.5,81.3
4194,20140508,11,PCA,-23.177351446255695
4194,20140508,11,PM2.5,63.5
4200,20140508,12,PCA,-34.9498192907466
4200,20140508,12,PM2.5,53.6
4206,20140508,13,PCA,-34.79126351905115
4206,20140508,13,PM2.5,49.9
4212,20140508,14,PCA,-27.246903985215727
4212,20140508,14,PM2.5,53.9
4218,20140508,15,PCA,-40.46931555537244
4218,20140508,15,PM2.5,41.4
4224,20140508,16,PCA,-22.470803832869315
4224,20140508,16,PM2.5,53.8
4230,20140508,17,PCA,-13.388502956840624
4230,20140508,17,PM2.5,69.4
4236,20140508,18,PCA,-15.310321227123072
4236,20140508,18,PM2.5,59.1
4242,20140508,19,PCA,6.784363623472738
4242,20140508,19,PM2.5,68.4
4248,20140508,20,PCA,-2.764031274817538
4248,20140508,20,PM2.5,57.4
4254,20140508,21,PCA,-3.9535345799634634
4254,20140508,21,PM2.5,53.0
4260,20140508,22,PCA,-2.20466425260254
4260,20140508,22,PM2.5,50.9
4266,20140508,23,PCA,8.572805136409901
4266,20140508,23,PM2.5,61.9
4272,20140509,0,PCA,12.399703301097723
4272,20140509,0,PM2.5,63.4
4278,20140509,1,PCA,6.991764027498245
4278,20140509,1,PM2.5,54.5
4284,20140509,2,PCA,10.929935402408208
4284,20140509,2,PM2.5,59.3
4290,20140509,3,PCA,12.715524908688119
4290,20140509,3,PM2.5,65.9
4296,20140509,4,PCA,8.977951096322139
4296,20140509,4,PM2.5,64.9
4302,20140509,5,PCA,1.91987414358719
4302,20140509,5,PM2.5,58.8
4308,20140509,6,PCA,6.255884913854677
4308,20140509,6,PM2.5,64.6
4314,20140509,7,PCA,15.948680981299125
4314,20140509,7,PM2.5,78.0
4320,20140509,8,PCA,16.000336646733476
4320,20140509,8,PM2.5,81.1
4326,20140509,9,PCA,5.69822547600638
4326,20140509,9,PM2.5,75.0
4332,20140509,10,PCA,1.4356081787552344
4332,20140509,10,PM2.5,74.2
4338,20140509,11,PCA,-7.926144333438398
4338,20140509,11,PM2.5,64.2
4344,20140509,12,PCA,-13.538820273667184
4344,20140509,12,PM2.5,57.4
4350,20140509,13,PCA,-12.98168581676447
4350,20140509,13,PM2.5,60.4
4356,20140509,14,PCA,-8.756113134219172
4356,20140509,14,PM2.5,64.3
4362,20140509,15,PCA,-9.541944574661798
4362,20140509,15,PM2.5,57.3
4368,20140509,16,PCA,-10.031341585020511
4368,20140509,16,PM2.5,61.3
4374,20140509,17,PCA,-38.29178623078549
4374,20140509,17,PM2.5,35.7
4380,20140509,18,PCA,-40.104476280942244
4380,20140509,18,PM2.5,31.9
4386,20140509,19,PCA,-37.74746781238187
4386,20140509,19,PM2.5,33.7
4392,20140509,20,PCA,-33.16619228433428
4392,20140509,20,PM2.5,38.4
4398,20140509,21,PCA,-27.13567374200487
4398,20140509,21,PM2.5,43.1
4404,20140509,22,PCA,-29.63038899972881
4404,20140509,22,PM2.5,45.1
4410,20140509,23,PCA,-23.11656728928854
4410,20140509,23,PM2.5,48.8
4416,20140510,0,PCA,-26.01250540813158
4416,20140510,0,PM2.5,41.4
4422,20140510,1,PCA,-24.077024090430296
4422,20140510,1,PM2.5,40.0
4428,20140510,2,PCA,-30.184605384164936
4428,20140510,2,PM2.5,34.0
4434,20140510,3,PCA,-30.065243205876275
4434,20140510,3,PM2.5,35.5
4440,20140510,4,PCA,-32.00173549568299
4440,20140510,4,PM2.5,36.3
4446,20140510,5,PCA,-32.7397472091269
4446,20140510,5,PM2.5,38.6
4452,20140510,6,PCA,-28.14847796479061
4452,20140510,6,PM2.5,41.4
4458,20140510,7,PCA,-33.26421321955311
4458,20140510,7,PM2.5,40.3
4464,20140510,8,PCA,-37.204272385266094
4464,20140510,8,PM2.5,41.5
4470,20140510,9,PCA,-36.348340970057905
4470,20140510,9,PM2.5,48.0
4476,20140510,10,PCA,-41.424548383856035
4476,20140510,10,PM2.5,42.0
4482,20140510,11,PCA,-40.59202817294791
4482,20140510,11,PM2.5,44.3
4488,20140510,12,PCA,-38.52210495460918
4488,20140510,12,PM2.5,45.8
4494,20140510,13,PCA,-33.43976578003499
4494,20140510,13,PM2.5,56.3
4500,20140510,14,PCA,-29.29940509912438
4500,20140510,14,PM2.5,60.9
4506,20140510,15,PCA,-37.59267932515771
4506,20140510,15,PM2.5,49.9
4512,20140510,16,PCA,-38.49070942344582
4512,20140510,16,PM2.5,47.3
4518,20140510,17,PCA,-35.60139162913271
4518,20140510,17,PM2.5,48.4
4524,20140510,18,PCA,-26.89637257276226
4524,20140510,18,PM2.5,52.2
4530,20140510,19,PCA,-21.615416233536177
4530,20140510,19,PM2.5,59.1
4536,20140510,20,PCA,-23.881298735275145
4536,20140510,20,PM2.5,52.7
4542,20140510,21,PCA,-29.156050597787857
4542,20140510,21,PM2.5,45.4
4548,20140510,22,PCA,-39.86023856578454
4548,20140510,22,PM2.5,34.2
4554,20140510,23,PCA,-40.546292734790974
4554,20140510,23,PM2.5,38.2
4560,20140511,0,PCA,-38.572691164192676
4560,20140511,0,PM2.5,38.0
4566,20140511,1,PCA,-40.17913512432071
4566,20140511,1,PM2.5,39.8
4572,20140511,2,PCA,-41.94177147873797
4572,20140511,2,PM2.5,41.3
4578,20140511,3,PCA,-43.92849767501103
4578,20140511,3,PM2.5,43.9
4584,20140511,4,PCA,-38.66458270553027
4584,20140511,4,PM2.5,47.8
4590,20140511,5,PCA,-45.43027289637869
4590,20140511,5,PM2.5,37.8
4596,20140511,6,PCA,-50.86427842246588
4596,20140511,6,PM2.5,33.1
4602,20140511,7,PCA,-52.84447193910768
4602,20140511,7,PM2.5,30.6
4608,20140511,8,PCA,-57.25644981594656
4608,20140511,8,PM2.5,26.1
