,date,hour,type,丰台花园
302874,20200307,5,PM2.5,100.0
302880,20200307,6,PCA,25.763155621004216
302880,20200307,6,PM2.5,90.0
302886,20200307,7,PCA,12.013166191043796
302886,20200307,7,PM2.5,81.0
302892,20200307,8,PCA,-1.9833223933544226
302892,20200307,8,PM2.5,73.0
302898,20200307,9,PCA,-31.43150547257403
302898,20200307,9,PM2.5,57.0
302904,20200307,10,PCA,-50.79809672264919
302904,20200307,10,PM2.5,46.0
302910,20200307,11,PCA,-68.43492696768355
302910,20200307,11,PM2.5,35.0
302916,20200307,12,PCA,-82.60850513562544
302916,20200307,12,PM2.5,27.0
302922,20200307,13,PCA,-89.35805100973255
302922,20200307,13,PM2.5,24.0
302928,20200307,14,PCA,-86.34186630578965
302928,20200307,14,PM2.5,26.0
302934,20200307,15,PCA,-84.94466578785008
302934,20200307,15,PM2.5,27.0
302940,20200307,16,PCA,-91.25836870951557
302940,20200307,16,PM2.5,24.0
302946,20200307,17,PCA,-96.48881057246145
302946,20200307,17,PM2.5,21.0
302952,20200307,18,PCA,-92.41936870368772
302952,20200307,18,PM2.5,22.0
302958,20200307,19,PCA,-75.60949672207447
302958,20200307,19,PM2.5,29.0
302964,20200307,20,PCA,-48.33535285155308
302964,20200307,20,PM2.5,48.0
302970,20200307,21,PCA,6.446625566040848
302970,20200307,21,PM2.5,82.0
302976,20200307,22,PCA,143.07613697063914
302976,20200307,22,PM2.5,171.0
302982,20200307,23,PCA,137.4284180788148
302982,20200307,23,PM2.5,167.0
302988,20200308,0,PCA,105.88389515727256
302988,20200308,0,PM2.5,145.0
302994,20200308,1,PCA,95.18473141546544
302994,20200308,1,PM2.5,137.0
303000,20200308,2,PCA,81.05565994426037
303000,20200308,2,PM2.5,129.0
303006,20200308,3,PCA,65.59278433366975
303006,20200308,3,PM2.5,118.0
303012,20200308,4,PCA,59.84789246018606
303012,20200308,4,PM2.5,110.0
303018,20200308,5,PCA,48.90874046020671
303018,20200308,5,PM2.5,102.0
303024,20200308,6,PCA,46.74479258975196
303024,20200308,6,PM2.5,102.0
303030,20200308,7,PCA,67.41349232343815
303030,20200308,7,PM2.5,118.0
303036,20200308,8,PCA,64.56402910559528
303036,20200308,8,PM2.5,117.0
303042,20200308,9,PCA,56.24283684376268
303042,20200308,9,PM2.5,112.0
303048,20200308,10,PCA,45.1975073222934
303048,20200308,10,PM2.5,105.0
303054,20200308,11,PCA,47.61499658825213
303054,20200308,11,PM2.5,107.0
303060,20200308,12,PCA,47.21853800041286
303060,20200308,12,PM2.5,108.0
303066,20200308,13,PCA,50.42165183859141
303066,20200308,13,PM2.5,110.0
303072,20200308,14,PCA,52.115201719538554
303072,20200308,14,PM2.5,111.0
303078,20200308,15,PCA,52.75103407165392
303078,20200308,15,PM2.5,111.0
303084,20200308,16,PCA,51.628290901808185
303084,20200308,16,PM2.5,109.0
303090,20200308,17,PCA,46.732455226196315
303090,20200308,17,PM2.5,106.0
303096,20200308,18,PCA,39.967336676359146
303096,20200308,18,PM2.5,101.0
303102,20200308,19,PCA,-2.0860892492392495
303102,20200308,19,PM2.5,73.0
303108,20200308,20,PCA,19.807801108771734
303108,20200308,20,PM2.5,87.0
303114,20200308,21,PCA,49.30060043063135
303114,20200308,21,PM2.5,105.0
303120,20200308,22,PCA,47.791864516913776
303120,20200308,22,PM2.5,104.0
303126,20200308,23,PCA,40.727522860322416
303126,20200308,23,PM2.5,98.0
303132,20200309,0,PCA,28.731134404025557
303132,20200309,0,PM2.5,90.0
303138,20200309,1,PCA,18.61802923988483
303138,20200309,1,PM2.5,85.0
303144,20200309,2,PCA,-4.910090203346932
303144,20200309,2,PM2.5,71.0
303150,20200309,3,PCA,-7.1036806342358405
303150,20200309,3,PM2.5,69.0
303156,20200309,4,PCA,-8.886555204798178
303156,20200309,4,PM2.5,66.0
303162,20200309,5,PCA,-19.660619813169316
303162,20200309,5,PM2.5,60.0
303168,20200309,6,PCA,2.06697246386203
303168,20200309,6,PM2.5,76.0
303174,20200309,7,PCA,27.288641788040945
303174,20200309,7,PM2.5,91.0
303180,20200309,8,PCA,24.3855081781743
303180,20200309,8,PM2.5,86.0
303186,20200309,9,PCA,22.780412301122915
303186,20200309,9,PM2.5,85.0
303192,20200309,10,PCA,-9.919607284569084
303192,20200309,10,PM2.5,67.0
303198,20200309,11,PCA,14.139893998271834
303198,20200309,11,PM2.5,86.0
303204,20200309,12,PCA,16.458192199355754
303204,20200309,12,PM2.5,89.0
303210,20200309,13,PCA,-66.13252823884305
303210,20200309,13,PM2.5,37.0
303216,20200309,14,PCA,-82.39836232604247
303216,20200309,14,PM2.5,28.0
303222,20200309,15,PCA,-79.63109144030555
303222,20200309,15,PM2.5,30.0
303228,20200309,16,PCA,-80.07723302341756
303228,20200309,16,PM2.5,30.0
303234,20200309,17,PCA,-83.0306049998763
303234,20200309,17,PM2.5,28.0
303240,20200309,18,PCA,-83.31870143244629
303240,20200309,18,PM2.5,27.0
303246,20200309,19,PCA,-79.44849038660581
303246,20200309,19,PM2.5,29.0
303252,20200309,20,PCA,-78.32000669661439
303252,20200309,20,PM2.5,28.0
303258,20200309,21,PCA,-91.8074432238927
303258,20200309,21,PM2.5,21.0
303264,20200309,22,PCA,-96.13661679448452
303264,20200309,22,PM2.5,11.0
303270,20200309,23,PCA,-80.91639493817316
303270,20200309,23,PM2.5,14.0
303276,20200310,0,PCA,-76.24076327771826
303276,20200310,0,PM2.5,13.0
303282,20200310,1,PCA,-73.27970282740483
303282,20200310,1,PM2.5,12.0
303288,20200310,2,PCA,-69.99290641049981
303288,20200310,2,PM2.5,16.0
303294,20200310,3,PCA,-72.06455743833584
303294,20200310,3,PM2.5,16.0
303300,20200310,4,PCA,-81.34337719865545
303300,20200310,4,PM2.5,13.0
303306,20200310,5,PCA,-66.78200635194281
303306,20200310,5,PM2.5,16.0
303312,20200310,6,PCA,-61.65548389331592
303312,20200310,6,PM2.5,14.0
303318,20200310,7,PCA,-69.30613377980946
303318,20200310,7,PM2.5,17.0
303324,20200310,8,PCA,-73.73946306289668
303324,20200310,8,PM2.5,13.0
303330,20200310,9,PCA,-92.09826810618225
303330,20200310,9,PM2.5,6.0
303336,20200310,10,PCA,-107.71894983435537
303336,20200310,10,PM2.5,2.0
303342,20200310,11,PCA,-113.63605288174588
303342,20200310,11,PM2.5,3.0
303348,20200310,12,PCA,-113.42410876437413
303348,20200310,12,PM2.5,3.0
303354,20200310,13,PCA,-113.53564416015213
303354,20200310,13,PM2.5,3.0
303360,20200310,14,PCA,-114.12091799924346
303360,20200310,14,PM2.5,2.0
303366,20200310,15,PCA,-111.85441033035765
303366,20200310,15,PM2.5,5.0
303372,20200310,16,PCA,-112.0038412170074
303372,20200310,16,PM2.5,4.0
303378,20200310,17,PCA,-110.32177934369918
303378,20200310,17,PM2.5,6.0
303384,20200310,18,PCA,-112.0911202063898
303384,20200310,18,PM2.5,3.0
303390,20200310,19,PCA,-107.73311519498696
303390,20200310,19,PM2.5,6.0
303396,20200310,20,PCA,-101.55900360927927
303396,20200310,20,PM2.5,8.0
303402,20200310,21,PCA,-91.26693734200663
303402,20200310,21,PM2.5,9.0
303408,20200310,22,PCA,-88.82395965047823
303408,20200310,22,PM2.5,11.0
303414,20200310,23,PCA,-78.13179484479849
303414,20200310,23,PM2.5,14.0
303420,20200311,0,PCA,-78.90958965672789
303420,20200311,0,PM2.5,16.0
303426,20200311,1,PCA,-79.95535246786164
303426,20200311,1,PM2.5,15.0
303432,20200311,2,PCA,-69.03602547016031
303432,20200311,2,PM2.5,20.0
303438,20200311,3,PCA,-69.13194790089182
303438,20200311,3,PM2.5,17.0
303444,20200311,4,PCA,-70.23986260929293
303444,20200311,4,PM2.5,16.0
303450,20200311,5,PCA,-70.36508456378454
303450,20200311,5,PM2.5,16.0
303456,20200311,6,PCA,-77.4777426424132
303456,20200311,6,PM2.5,16.0
303462,20200311,7,PCA,-81.21555744420402
303462,20200311,7,PM2.5,12.0
303468,20200311,8,PCA,-88.52458023210006
303468,20200311,8,PM2.5,13.0
303474,20200311,9,PCA,-95.43397119164807
303474,20200311,9,PM2.5,15.0
303480,20200311,10,PCA,-91.58185262693719
303480,20200311,10,PM2.5,18.0
303486,20200311,11,PCA,-87.0687195136777
303486,20200311,11,PM2.5,21.0
303492,20200311,12,PCA,-68.00817332943083
303492,20200311,12,PM2.5,28.0
303498,20200311,13,PCA,-53.6941542346412
303498,20200311,13,PM2.5,40.0
303504,20200311,14,PCA,-57.90702354572128
303504,20200311,14,PM2.5,37.0
303510,20200311,15,PCA,-55.91096037650053
303510,20200311,15,PM2.5,38.0
303516,20200311,16,PCA,-43.73332820179554
303516,20200311,16,PM2.5,48.0
303522,20200311,17,PCA,-34.92553135136908
303522,20200311,17,PM2.5,55.0
303528,20200311,18,PCA,-35.31496229557043
303528,20200311,18,PM2.5,53.0
303534,20200311,19,PCA,-32.93065916697988
303534,20200311,19,PM2.5,48.0
303540,20200311,20,PCA,-5.421337881492453
303540,20200311,20,PM2.5,54.0
303546,20200311,21,PCA,-13.830905595183962
303546,20200311,21,PM2.5,54.0
303552,20200311,22,PCA,-20.697823096115407
303552,20200311,22,PM2.5,52.0
303558,20200311,23,PCA,-14.044170475282966
303558,20200311,23,PM2.5,56.0
303564,20200312,0,PCA,-17.123133369768688
303564,20200312,0,PM2.5,54.0
303570,20200312,1,PCA,-28.69687807260859
303570,20200312,1,PM2.5,48.0
303576,20200312,2,PCA,-30.028551227350142
303576,20200312,2,PM2.5,50.0
303582,20200312,3,PCA,-16.8228991885657
303582,20200312,3,PM2.5,60.0
303588,20200312,4,PCA,-18.256408577122663
303588,20200312,4,PM2.5,59.0
303594,20200312,5,PCA,-24.286114096764475
303594,20200312,5,PM2.5,54.0
303600,20200312,6,PCA,-30.63560497237641
303600,20200312,6,PM2.5,49.0
303606,20200312,7,PCA,-40.1596198397509
303606,20200312,7,PM2.5,38.0
303612,20200312,8,PCA,-63.7543535798741
303612,20200312,8,PM2.5,23.0
303618,20200312,9,PCA,-77.3792303662729
303618,20200312,9,PM2.5,18.0
303624,20200312,10,PCA,-96.31070133081575
303624,20200312,10,PM2.5,9.0
303630,20200312,11,PCA,-112.92628112796217
303630,20200312,11,PM2.5,3.0
303636,20200312,12,PCA,-113.54574867066486
303636,20200312,12,PM2.5,2.0
303642,20200312,13,PCA,-111.85256012317238
303642,20200312,13,PM2.5,4.0
303648,20200312,14,PCA,-108.90119793711523
303648,20200312,14,PM2.5,8.0
303654,20200312,15,PCA,-109.0127333328932
303654,20200312,15,PM2.5,8.0
303660,20200312,16,PCA,-111.5402072842068
303660,20200312,16,PM2.5,4.0
303666,20200312,17,PCA,-110.38244236723587
303666,20200312,17,PM2.5,6.0
303672,20200312,18,PCA,-109.08888564809139
303672,20200312,18,PM2.5,7.0
303678,20200312,19,PCA,-108.69212756349
303678,20200312,19,PM2.5,7.0
303684,20200312,20,PCA,-107.78347958785334
303684,20200312,20,PM2.5,6.0
303690,20200312,21,PCA,-109.14242328146649
303690,20200312,21,PM2.5,5.0
303696,20200312,22,PCA,-112.16814803933926
303696,20200312,22,PM2.5,4.0
303702,20200312,23,PCA,-112.05661264356125
303702,20200312,23,PM2.5,4.0
303708,20200313,0,PCA,-112.70321033640614
303708,20200313,0,PM2.5,3.0
303714,20200313,1,PCA,-113.8348672669063
303714,20200313,1,PM2.5,2.0
303720,20200313,2,PCA,-112.168808869556
303720,20200313,2,PM2.5,4.0
303726,20200313,3,PCA,-114.11219835874672
303726,20200313,3,PM2.5,2.0
303732,20200313,4,PCA,-111.7494979398241
303732,20200313,4,PM2.5,5.0
303738,20200313,5,PCA,-114.21260708034052
303738,20200313,5,PM2.5,2.0
303744,20200313,6,PCA,-113.49273081604402
303744,20200313,6,PM2.5,3.0
303750,20200313,7,PCA,-114.0652218939235
303750,20200313,7,PM2.5,2.0
303756,20200313,8,PCA,-113.29530130089961
303756,20200313,8,PM2.5,3.0
303762,20200313,9,PCA,-109.44918618053211
303762,20200313,9,PM2.5,7.0
303768,20200313,10,PCA,-112.87141306615601
303768,20200313,10,PM2.5,3.0
303774,20200313,11,PCA,-111.39806023301826
303774,20200313,11,PM2.5,5.0
303780,20200313,12,PCA,-108.31915917522507
303780,20200313,12,PM2.5,9.0
303786,20200313,13,PCA,-104.88918937416148
303786,20200313,13,PM2.5,13.0
303792,20200313,14,PCA,-101.8374184665105
303792,20200313,14,PM2.5,17.0
303798,20200313,15,PCA,-99.14537410593417
303798,20200313,15,PM2.5,19.0
303804,20200313,16,PCA,-102.93138302926714
303804,20200313,16,PM2.5,14.0
303810,20200313,17,PCA,-91.21077495438755
303810,20200313,17,PM2.5,20.0
303816,20200313,18,PCA,-77.09672833538106
303816,20200313,18,PM2.5,23.0
303822,20200313,19,PCA,-64.44357721192388
303822,20200313,19,PM2.5,28.0
303828,20200313,20,PCA,-57.57225914806091
303828,20200313,20,PM2.5,33.0
303834,20200313,21,PCA,-55.33288162931727
303834,20200313,21,PM2.5,36.0
303840,20200313,22,PCA,-52.000042167707406
303840,20200313,22,PM2.5,38.0
303846,20200313,23,PCA,-41.90653689018059
303846,20200313,23,PM2.5,44.0
303852,20200314,0,PCA,-39.95396868051469
303852,20200314,0,PM2.5,46.0
303858,20200314,1,PCA,-38.54630231860771
303858,20200314,1,PM2.5,47.0
303864,20200314,2,PCA,-34.89111225701388
303864,20200314,2,PM2.5,45.0
303870,20200314,3,PCA,-39.710740513109386
303870,20200314,3,PM2.5,42.0
303876,20200314,4,PCA,-38.78875968213304
303876,20200314,4,PM2.5,43.0
303882,20200314,5,PCA,-29.8963491034581
303882,20200314,5,PM2.5,49.0
303888,20200314,6,PCA,-39.56350817753435
303888,20200314,6,PM2.5,42.0
303894,20200314,7,PCA,-46.82214201859262
303894,20200314,7,PM2.5,35.0
303900,20200314,8,PCA,-44.564487646558526
303900,20200314,8,PM2.5,34.0
303906,20200314,9,PCA,-89.51916790263813
303906,20200314,9,PM2.5,11.0
303912,20200314,10,PCA,-99.70036860732019
303912,20200314,10,PM2.5,6.0
303918,20200314,11,PCA,-93.46356704881032
303918,20200314,11,PM2.5,3.0
303924,20200314,12,PCA,-110.00994068903013
303924,20200314,12,PM2.5,7.0
303930,20200314,13,PCA,-110.5952145281215
303930,20200314,13,PM2.5,6.0
303936,20200314,14,PCA,-111.97568890319374
303936,20200314,14,PM2.5,3.0
303942,20200314,15,PCA,-108.8834931704884
303942,20200314,15,PM2.5,1.0
303948,20200314,16,PCA,-100.53438625491177
303948,20200314,16,PM2.5,2.0
303954,20200314,17,PCA,-96.21114703378392
303954,20200314,17,PM2.5,2.0
303960,20200314,18,PCA,-89.55197621042103
303960,20200314,18,PM2.5,4.0
303966,20200314,19,PCA,-85.36776386866805
303966,20200314,19,PM2.5,5.0
303972,20200314,20,PCA,-82.88601516851661
303972,20200314,20,PM2.5,6.0
303978,20200314,21,PCA,-87.78257351103781
303978,20200314,21,PM2.5,5.0
303984,20200314,22,PCA,-88.48240934049572
303984,20200314,22,PM2.5,3.0
303990,20200314,23,PCA,-90.21530004613325
303990,20200314,23,PM2.5,5.0
303996,20200315,0,PCA,-96.92090140949017
303996,20200315,0,PM2.5,5.0
304002,20200315,1,PCA,-90.94708545259273
304002,20200315,1,PM2.5,7.0
304008,20200315,2,PCA,-99.3443941197923
304008,20200315,2,PM2.5,4.0
304014,20200315,3,PCA,-103.65192936172423
304014,20200315,3,PM2.5,3.0
304020,20200315,4,PCA,-99.78459205963034
304020,20200315,4,PM2.5,4.0
304026,20200315,5,PCA,-103.10214397981719
304026,20200315,5,PM2.5,3.0
304032,20200315,6,PCA,-104.08505142126116
304032,20200315,6,PM2.5,4.0
304038,20200315,7,PCA,-100.3761565129952
304038,20200315,7,PM2.5,4.0
304044,20200315,8,PCA,-95.33092586056479
304044,20200315,8,PM2.5,5.0
304050,20200315,9,PCA,-95.18113364046037
304050,20200315,9,PM2.5,5.0
304056,20200315,10,PCA,-95.58661136555851
304056,20200315,10,PM2.5,5.0
304062,20200315,11,PCA,-107.35434648550692
304062,20200315,11,PM2.5,4.0
304068,20200315,12,PCA,-109.06082970791158
304068,20200315,12,PM2.5,8.0
304074,20200315,13,PCA,-111.04016673426506
304074,20200315,13,PM2.5,5.0
304080,20200315,14,PCA,-109.79275843642988
304080,20200315,14,PM2.5,6.0
304086,20200315,15,PCA,-110.81185780748058
304086,20200315,15,PM2.5,4.0
304092,20200315,16,PCA,-108.98000371406788
304092,20200315,16,PM2.5,6.0
304098,20200315,17,PCA,-105.09682114634244
304098,20200315,17,PM2.5,11.0
304104,20200315,18,PCA,-107.11600161727665
304104,20200315,18,PM2.5,7.0
304110,20200315,19,PCA,-101.70074578710118
304110,20200315,19,PM2.5,10.0
304116,20200315,20,PCA,-60.22181378886313
304116,20200315,20,PM2.5,22.0
304122,20200315,21,PCA,-59.65409413615289
304122,20200315,21,PM2.5,25.0
304128,20200315,22,PCA,-72.04615667668715
304128,20200315,22,PM2.5,14.0
304134,20200315,23,PCA,-61.42600478404994
304134,20200315,23,PM2.5,16.0
304140,20200316,0,PCA,-81.86636987263672
304140,20200316,0,PM2.5,10.0
304146,20200316,1,PCA,-81.78985622398389
304146,20200316,1,PM2.5,10.0
304152,20200316,2,PCA,-76.27182054835845
304152,20200316,2,PM2.5,10.0
304158,20200316,3,PCA,-75.40132402044371
304158,20200316,3,PM2.5,11.0
304164,20200316,4,PCA,-70.19909630800402
304164,20200316,4,PM2.5,17.0
304170,20200316,5,PCA,-70.98508221367848
304170,20200316,5,PM2.5,18.0
304176,20200316,6,PCA,-67.0268144072281
304176,20200316,6,PM2.5,18.0
304182,20200316,7,PCA,-68.61047734934415
304182,20200316,7,PM2.5,18.0
304188,20200316,8,PCA,-68.48154597751143
304188,20200316,8,PM2.5,20.0
304194,20200316,9,PCA,-68.31697556824871
304194,20200316,9,PM2.5,18.0
304200,20200316,10,PCA,-71.21301037754817
304200,20200316,10,PM2.5,20.0
304206,20200316,11,PCA,-74.87163863947151
304206,20200316,11,PM2.5,19.0
304212,20200316,12,PCA,-74.84605919975243
304212,20200316,12,PM2.5,21.0
304218,20200316,13,PCA,-74.13371319898421
304218,20200316,13,PM2.5,21.0
304224,20200316,14,PCA,-69.223319381233
304224,20200316,14,PM2.5,28.0
304230,20200316,15,PCA,-71.70874370681037
304230,20200316,15,PM2.5,27.0
304236,20200316,16,PCA,-66.77501254032671
304236,20200316,16,PM2.5,31.0
304242,20200316,17,PCA,-60.998522992565434
304242,20200316,17,PM2.5,30.0
304248,20200316,18,PCA,-55.13178206744505
304248,20200316,18,PM2.5,34.0
304254,20200316,19,PCA,-42.084507570173606
304254,20200316,19,PM2.5,44.0
304260,20200316,20,PCA,-41.317240673877365
304260,20200316,20,PM2.5,38.0
304266,20200316,21,PCA,-31.37306090639581
304266,20200316,21,PM2.5,45.0
304272,20200316,22,PCA,-13.93192904564701
304272,20200316,22,PM2.5,49.0
304278,20200316,23,PCA,-17.90224258394478
304278,20200316,23,PM2.5,47.0
304284,20200317,0,PCA,-32.53642529204982
304284,20200317,0,PM2.5,45.0
304290,20200317,1,PCA,-33.19953581311753
304290,20200317,1,PM2.5,41.0
304296,20200317,2,PCA,-27.833919438302868
304296,20200317,2,PM2.5,47.0
304302,20200317,3,PCA,-29.505313717405354
304302,20200317,3,PM2.5,45.0
304308,20200317,4,PCA,-29.4325996025367
304308,20200317,4,PM2.5,43.0
304314,20200317,5,PCA,-29.234251927435473
304314,20200317,5,PM2.5,43.0
304320,20200317,6,PCA,-29.087185432267535
304320,20200317,6,PM2.5,46.0
304326,20200317,7,PCA,-27.554645459758426
304326,20200317,7,PM2.5,45.0
304332,20200317,8,PCA,-28.346678114715033
304332,20200317,8,PM2.5,49.0
304338,20200317,9,PCA,-29.09479263996958
304338,20200317,9,PM2.5,49.0
304344,20200317,10,PCA,-29.886624442394197
304344,20200317,10,PM2.5,51.0
304350,20200317,11,PCA,-35.26963428769416
304350,20200317,11,PM2.5,54.0
304356,20200317,12,PCA,-67.4998251724933
304356,20200317,12,PM2.5,37.0
304362,20200317,13,PCA,-83.31793105632637
304362,20200317,13,PM2.5,29.0
304368,20200317,14,PCA,-86.97640110792332
304368,20200317,14,PM2.5,24.0
304374,20200317,15,PCA,-87.67310496618819
304374,20200317,15,PM2.5,25.0
304380,20200317,16,PCA,-88.0084338204315
304380,20200317,16,PM2.5,27.0
304386,20200317,17,PCA,-80.63577115924386
304386,20200317,17,PM2.5,24.0
304392,20200317,18,PCA,-74.72262585596394
304392,20200317,18,PM2.5,25.0
304398,20200317,19,PCA,-68.48517299602042
304398,20200317,19,PM2.5,26.0
304404,20200317,20,PCA,-64.12813731456711
304404,20200317,20,PM2.5,24.0
304410,20200317,21,PCA,-54.88046055281845
304410,20200317,21,PM2.5,30.0
304416,20200317,22,PCA,-48.76249514943848
304416,20200317,22,PM2.5,36.0
304422,20200317,23,PCA,-31.842638482470342
304422,20200317,23,PM2.5,45.0
304428,20200318,0,PCA,-31.38321914833684
304428,20200318,0,PM2.5,48.0
304434,20200318,1,PCA,-26.654404455587105
304434,20200318,1,PM2.5,49.0
304440,20200318,2,PCA,-22.841027957015523
304440,20200318,2,PM2.5,51.0
304446,20200318,3,PCA,-24.290019007153184
304446,20200318,3,PM2.5,50.0
304452,20200318,4,PCA,-24.328840288062526
304452,20200318,4,PM2.5,48.0
304458,20200318,5,PCA,-26.547048458801704
304458,20200318,5,PM2.5,48.0
304464,20200318,6,PCA,-31.44005303287257
304464,20200318,6,PM2.5,44.0
304470,20200318,7,PCA,-26.368414897209277
304470,20200318,7,PM2.5,47.0
304476,20200318,8,PCA,-24.70905871987348
304476,20200318,8,PM2.5,48.0
304482,20200318,9,PCA,-21.6160594976257
304482,20200318,9,PM2.5,54.0
304488,20200318,10,PCA,-19.40553980074121
304488,20200318,10,PM2.5,57.0
304494,20200318,11,PCA,-18.568423295379088
304494,20200318,11,PM2.5,58.0
304500,20200318,12,PCA,-1.4976350686512179
304500,20200318,12,PM2.5,69.0
304506,20200318,13,PCA,-1.979987775856856
304506,20200318,13,PM2.5,70.0
304512,20200318,14,PCA,-4.878173661993598
304512,20200318,14,PM2.5,69.0
304518,20200318,15,PCA,-34.27134966356763
304518,20200318,15,PM2.5,53.0
304524,20200318,16,PCA,-45.266372167084974
304524,20200318,16,PM2.5,42.0
304530,20200318,17,PCA,-35.9153760641614
304530,20200318,17,PM2.5,59.0
304536,20200318,18,PCA,253.2503381700825
304536,20200318,18,PM2.5,62.0
304542,20200318,19,PCA,234.10118050597234
304542,20200318,19,PM2.5,35.0
304548,20200318,20,PCA,-20.58283580807471
304548,20200318,20,PM2.5,23.0
304554,20200318,21,PCA,-103.5765376588897
304554,20200318,21,PM2.5,4.0
304560,20200318,22,PCA,-109.18508066872442
304560,20200318,22,PM2.5,2.0
304566,20200318,23,PCA,-108.96273254407777
304566,20200318,23,PM2.5,4.0
304572,20200319,0,PCA,-103.15705951586074
304572,20200319,0,PM2.5,5.0
304578,20200319,1,PCA,-101.99939997549431
304578,20200319,1,PM2.5,5.0
304584,20200319,2,PCA,-97.41519447193869
304584,20200319,2,PM2.5,6.0
304590,20200319,3,PCA,-90.3131963574351
304590,20200319,3,PM2.5,7.0
304596,20200319,4,PCA,-84.35700844220436
304596,20200319,4,PM2.5,6.0
304602,20200319,5,PCA,-69.64508006627237
304602,20200319,5,PM2.5,9.0
304608,20200319,6,PCA,-77.90448176429226
304608,20200319,6,PM2.5,5.0
304614,20200319,7,PCA,-84.8181726069186
304614,20200319,7,PM2.5,6.0
304620,20200319,8,PCA,-91.57449969659658
304620,20200319,8,PM2.5,7.0
304626,20200319,9,PCA,-95.89773891772438
304626,20200319,9,PM2.5,7.0
304668,20200319,16,PCA,-108.77697335735049
304668,20200319,16,PM2.5,7.0
304674,20200319,17,PCA,-102.89921113465039
304674,20200319,17,PM2.5,9.0
304680,20200319,18,PCA,-84.71439425406221
304680,20200319,18,PM2.5,12.0
304686,20200319,19,PCA,-78.73817126347733
304686,20200319,19,PM2.5,14.0
304692,20200319,20,PCA,-71.53100253099373
304692,20200319,20,PM2.5,17.0
304698,20200319,21,PCA,-71.53377089813583
304698,20200319,21,PM2.5,18.0
304704,20200319,22,PCA,-65.80847151615848
304704,20200319,22,PM2.5,22.0
304710,20200319,23,PCA,-53.821745649259796
304710,20200319,23,PM2.5,32.0
304716,20200320,0,PCA,-48.718119991140625
304716,20200320,0,PM2.5,33.0
304722,20200320,1,PCA,-55.04617793181721
304722,20200320,1,PM2.5,29.0
304728,20200320,2,PCA,-57.54997012483442
304728,20200320,2,PM2.5,30.0
304734,20200320,3,PCA,-61.13906907680404
304734,20200320,3,PM2.5,30.0
304740,20200320,4,PCA,-58.351695919536006
304740,20200320,4,PM2.5,29.0
304746,20200320,5,PCA,-49.03904378905967
304746,20200320,5,PM2.5,33.0
304752,20200320,6,PCA,-43.648915050999264
304752,20200320,6,PM2.5,35.0
304758,20200320,7,PCA,-50.186191384111126
304758,20200320,7,PM2.5,28.0
304764,20200320,8,PCA,-51.94947625957584
304764,20200320,8,PM2.5,32.0
304770,20200320,9,PCA,-54.12326368072258
304770,20200320,9,PM2.5,32.0
304776,20200320,10,PCA,-54.06807759040055
304776,20200320,10,PM2.5,33.0
304794,20200320,13,PCA,-47.93686687347501
304794,20200320,13,PM2.5,43.0
304818,20200320,17,PCA,38.36714331775632
304818,20200320,17,PM2.5,103.0
304824,20200320,18,PCA,-2.9635828720852904
304824,20200320,18,PM2.5,74.0
304830,20200320,19,PCA,18.202595391697578
304830,20200320,19,PM2.5,82.0
304836,20200320,20,PCA,3.71827693190579
304836,20200320,20,PM2.5,70.0
304842,20200320,21,PCA,8.66937791260967
304842,20200320,21,PM2.5,75.0
304848,20200320,22,PCA,20.74561350401758
304848,20200320,22,PM2.5,80.0
304854,20200320,23,PCA,26.536563447394457
304854,20200320,23,PM2.5,82.0
304860,20200321,0,PCA,-41.40475150965807
304860,20200321,0,PM2.5,42.0
304866,20200321,1,PCA,-93.32554268443312
304866,20200321,1,PM2.5,11.0
304872,20200321,2,PCA,-101.45700153505675
304872,20200321,2,PM2.5,8.0
304878,20200321,3,PCA,-64.87083280733377
304878,20200321,3,PM2.5,27.0
304884,20200321,4,PCA,-17.787464515754152
304884,20200321,4,PM2.5,57.0
304890,20200321,5,PCA,-36.46053671247935
304890,20200321,5,PM2.5,48.0
304896,20200321,6,PCA,-45.06968412044619
304896,20200321,6,PM2.5,47.0
304902,20200321,7,PCA,-43.15197944757906
304902,20200321,7,PM2.5,45.0
304908,20200321,8,PCA,-49.32107545064667
304908,20200321,8,PM2.5,37.0
304914,20200321,9,PCA,-56.593006237213366
304914,20200321,9,PM2.5,31.0
304920,20200321,10,PCA,-58.5995428804823
304920,20200321,10,PM2.5,29.0
304926,20200321,11,PCA,-69.18272734288158
304926,20200321,11,PM2.5,22.0
304932,20200321,12,PCA,-72.38003095916801
304932,20200321,12,PM2.5,22.0
304938,20200321,13,PCA,-64.40472976918002
304938,20200321,13,PM2.5,31.0
304944,20200321,14,PCA,-63.95335005083956
304944,20200321,14,PM2.5,30.0
304950,20200321,15,PCA,-52.47655894537327
304950,20200321,15,PM2.5,30.0
304956,20200321,16,PCA,-40.61811336808731
304956,20200321,16,PM2.5,36.0
304962,20200321,17,PCA,-28.83597831632592
304962,20200321,17,PM2.5,45.0
304968,20200321,18,PCA,-5.1963763110380485
304968,20200321,18,PM2.5,65.0
304974,20200321,19,PCA,-1.1481442412925715
304974,20200321,19,PM2.5,50.0
304980,20200321,20,PCA,-5.065855174196634
304980,20200321,20,PM2.5,39.0
304986,20200321,21,PCA,-14.517241654633235
304986,20200321,21,PM2.5,32.0
304992,20200321,22,PCA,-41.829003802639384
