,date,hour,type,定陵
195228,20180205,13,PM2.5,4.0
195234,20180205,14,PCA,-74.7906953607563
195234,20180205,14,PM2.5,4.0
195240,20180205,15,PCA,-75.4510310948185
195240,20180205,15,PM2.5,3.0
195246,20180205,16,PCA,-71.67409548218812
195246,20180205,16,PM2.5,9.0
195252,20180205,17,PCA,-73.84018147611746
195252,20180205,17,PM2.5,6.0
195258,20180205,18,PCA,-73.6551026843747
195258,20180205,18,PM2.5,6.0
195264,20180205,19,PCA,-74.30864791233367
195264,20180205,19,PM2.5,5.0
195270,20180205,20,PCA,-75.86160731646844
195270,20180205,20,PM2.5,4.0
195276,20180205,21,PCA,-75.85547135765498
195276,20180205,21,PM2.5,4.0
195282,20180205,22,PCA,-75.91626151412912
195282,20180205,22,PM2.5,5.0
195288,20180205,23,PCA,-77.88170252339664
195288,20180205,23,PM2.5,3.0
195294,20180206,0,PCA,-70.6268615789538
195294,20180206,0,PM2.5,14.0
195300,20180206,1,PCA,-70.89428218862761
195300,20180206,1,PM2.5,14.0
195306,20180206,2,PCA,-77.96684681848157
195306,20180206,2,PM2.5,8.0
195312,20180206,3,PCA,-75.9729131513783
195312,20180206,3,PM2.5,11.0
195318,20180206,4,PCA,-76.99218994046947
195318,20180206,4,PM2.5,10.0
195324,20180206,5,PCA,-81.62759339652614
195324,20180206,5,PM2.5,3.0
195330,20180206,6,PCA,-79.63353287671825
195330,20180206,6,PM2.5,6.0
195336,20180206,7,PCA,-70.87197388569133
195336,20180206,7,PM2.5,13.0
195342,20180206,8,PCA,-29.863472998754435
195342,20180206,8,PM2.5,35.0
195348,20180206,9,PCA,-46.6118961017121
195348,20180206,9,PM2.5,24.0
195354,20180206,10,PCA,-40.32169877002829
195354,20180206,10,PM2.5,30.0
195360,20180206,11,PCA,-64.06350676641758
195360,20180206,11,PM2.5,17.0
195366,20180206,12,PCA,-49.875308175643646
195366,20180206,12,PM2.5,25.0
195372,20180206,13,PCA,-64.71293184906783
195372,20180206,13,PM2.5,22.0
195378,20180206,14,PCA,-58.30514994024971
195378,20180206,14,PM2.5,19.0
195384,20180206,15,PCA,-29.9251551918178
195384,20180206,15,PM2.5,34.0
195390,20180206,16,PCA,-2.8041702218805313
195390,20180206,16,PM2.5,49.0
195396,20180206,17,PCA,12.163274197352209
195396,20180206,17,PM2.5,57.0
195402,20180206,18,PCA,11.050219459765234
195402,20180206,18,PM2.5,56.0
195408,20180206,19,PCA,20.552079410512903
195408,20180206,19,PM2.5,61.0
195414,20180206,20,PCA,19.34394502302259
195414,20180206,20,PM2.5,61.0
195420,20180206,21,PCA,22.247756950734466
195420,20180206,21,PM2.5,64.0
195426,20180206,22,PCA,26.036747495125915
195426,20180206,22,PM2.5,67.0
195432,20180206,23,PCA,29.471977635127896
195432,20180206,23,PM2.5,69.0
195438,20180207,0,PCA,49.45004430896518
195438,20180207,0,PM2.5,82.0
195444,20180207,1,PCA,44.36859717932492
195444,20180207,1,PM2.5,80.0
195450,20180207,2,PCA,40.52980825747725
195450,20180207,2,PM2.5,78.0
195456,20180207,3,PCA,42.852910097630215
195456,20180207,3,PM2.5,80.0
195462,20180207,4,PCA,21.084213086372625
195462,20180207,4,PM2.5,65.0
195468,20180207,5,PCA,-48.620982037881376
195468,20180207,5,PM2.5,17.0
195474,20180207,6,PCA,-70.29427902716684
195474,20180207,6,PM2.5,4.0
195480,20180207,7,PCA,-71.47351468207582
195480,20180207,7,PM2.5,5.0
195486,20180207,8,PCA,-72.09989788562179
195486,20180207,8,PM2.5,4.0
195492,20180207,9,PCA,-71.27723880199187
195492,20180207,9,PM2.5,3.0
195498,20180207,10,PCA,-71.75990758231858
195498,20180207,10,PM2.5,8.0
195504,20180207,11,PCA,-64.5148014603006
195504,20180207,11,PM2.5,9.0
195510,20180207,12,PCA,-68.96346151492186
195510,20180207,12,PM2.5,10.0
195516,20180207,13,PCA,-72.13406104386092
195516,20180207,13,PM2.5,6.0
195522,20180207,14,PCA,-71.16975551929268
195522,20180207,14,PM2.5,6.0
195528,20180207,15,PCA,-73.3290510071188
195528,20180207,15,PM2.5,3.0
195534,20180207,16,PCA,-73.15076272147925
195534,20180207,16,PM2.5,3.0
195540,20180207,17,PCA,-73.33584151322205
195540,20180207,17,PM2.5,3.0
195546,20180207,18,PCA,-73.33584151322205
195546,20180207,18,PM2.5,3.0
195552,20180207,19,PCA,-73.3290510071188
195552,20180207,19,PM2.5,3.0
195558,20180207,20,PCA,-73.37626015138643
195558,20180207,20,PM2.5,4.0
195564,20180207,21,PCA,-75.09510907082924
195564,20180207,21,PM2.5,3.0
195570,20180207,22,PCA,-74.74414076377843
195570,20180207,22,PM2.5,3.0
195576,20180207,23,PCA,-72.63205442021999
195576,20180207,23,PM2.5,7.0
195582,20180208,0,PCA,-75.57660728582356
195582,20180208,0,PM2.5,3.0
195588,20180208,1,PCA,-72.96952549008259
195588,20180208,1,PM2.5,9.0
195594,20180208,2,PCA,-74.8486556606051
195594,20180208,2,PM2.5,8.0
195600,20180208,3,PCA,-68.15701389153357
195600,20180208,3,PM2.5,15.0
195606,20180208,4,PCA,-62.57761741271512
195606,20180208,4,PM2.5,18.0
195612,20180208,5,PCA,-75.93088212704242
195612,20180208,5,PM2.5,8.0
195618,20180208,6,PCA,-64.75975421646235
195618,20180208,6,PM2.5,16.0
195624,20180208,7,PCA,-62.52457315605279
195624,20180208,7,PM2.5,16.0
195630,20180208,8,PCA,-58.48807973842981
195630,20180208,8,PM2.5,17.0
195636,20180208,9,PCA,-21.690832665816338
195636,20180208,9,PM2.5,40.0
195642,20180208,10,PCA,-29.858129513048414
195642,20180208,10,PM2.5,34.0
195648,20180208,11,PCA,-45.38198478581161
195648,20180208,11,PM2.5,23.0
195654,20180208,12,PCA,-32.618006527517515
195654,20180208,12,PM2.5,31.0
195660,20180208,13,PCA,-32.08392551576649
195660,20180208,13,PM2.5,34.0
195666,20180208,14,PCA,0.08377222132043499
195666,20180208,14,PM2.5,53.0
195672,20180208,15,PCA,17.103802914081676
195672,20180208,15,PM2.5,62.0
195678,20180208,16,PCA,51.89644893902901
195678,20180208,16,PM2.5,83.0
195684,20180208,17,PCA,57.42380984132591
195684,20180208,17,PM2.5,85.0
195690,20180208,18,PCA,61.88423312712436
195690,20180208,18,PM2.5,88.0
195696,20180208,19,PCA,41.137205827163925
195696,20180208,19,PM2.5,76.0
195702,20180208,20,PCA,37.24386802151705
195702,20180208,20,PM2.5,74.0
195708,20180208,21,PCA,69.99312837118312
195708,20180208,21,PM2.5,93.0
195714,20180208,22,PCA,55.86019004177576
195714,20180208,22,PM2.5,86.0
195720,20180208,23,PCA,36.10147707545938
195720,20180208,23,PM2.5,75.0
195726,20180209,0,PCA,39.25193935138259
195726,20180209,0,PM2.5,77.0
195732,20180209,1,PCA,68.72768632743066
195732,20180209,1,PM2.5,96.0
195738,20180209,2,PCA,33.85727687624192
195738,20180209,2,PM2.5,75.0
195744,20180209,3,PCA,16.16116293119248
195744,20180209,3,PM2.5,64.0
195750,20180209,4,PCA,-5.335685781290137
195750,20180209,4,PM2.5,50.0
195756,20180209,5,PCA,-6.563761974773654
195756,20180209,5,PM2.5,50.0
195762,20180209,6,PCA,0.7244926465722697
195762,20180209,6,PM2.5,54.0
195768,20180209,7,PCA,5.856138563569307
195768,20180209,7,PM2.5,57.0
195774,20180209,8,PCA,25.968389606054224
195774,20180209,8,PM2.5,68.0
195780,20180209,9,PCA,36.33633941002305
195780,20180209,9,PM2.5,70.0
195786,20180209,10,PCA,30.256752189152298
195786,20180209,10,PM2.5,66.0
195792,20180209,11,PCA,-9.91122694947041
195792,20180209,11,PM2.5,31.0
195798,20180209,12,PCA,-38.02468682863442
195798,20180209,12,PM2.5,11.0
195804,20180209,13,PCA,-43.352389541121816
195804,20180209,13,PM2.5,12.0
195810,20180209,14,PCA,-58.4250191929345
195810,20180209,14,PM2.5,6.0
195816,20180209,15,PCA,-45.261839210809626
195816,20180209,15,PM2.5,6.0
195822,20180209,16,PCA,-40.479768731265466
195822,20180209,16,PM2.5,7.0
195828,20180209,17,PCA,-42.26263214754537
195828,20180209,17,PM2.5,9.0
195834,20180209,18,PCA,-36.664282386293415
195834,20180209,18,PM2.5,5.0
195840,20180209,19,PCA,-39.69008323240691
195840,20180209,19,PM2.5,7.0
195846,20180209,20,PCA,-51.45832589158824
195846,20180209,20,PM2.5,9.0
195852,20180209,21,PCA,-56.15296020828788
195852,20180209,21,PM2.5,12.0
195858,20180209,22,PCA,-62.54177911461477
195858,20180209,22,PM2.5,9.0
195864,20180209,23,PCA,-68.2907391190507
195864,20180209,23,PM2.5,8.0
195870,20180210,0,PCA,-71.1348240430316
195870,20180210,0,PM2.5,7.0
195876,20180210,1,PCA,-68.52074844505727
195876,20180210,1,PM2.5,12.0
195882,20180210,2,PCA,-69.23270948343983
195882,20180210,2,PM2.5,8.0
195888,20180210,3,PCA,-73.5804908922573
195888,20180210,3,PM2.5,8.0
195894,20180210,4,PCA,-60.115314774149724
195894,20180210,4,PM2.5,20.0
195900,20180210,5,PCA,-71.54947991775667
195900,20180210,5,PM2.5,8.0
195906,20180210,6,PCA,-72.66576632729944
195906,20180210,6,PM2.5,10.0
195912,20180210,7,PCA,-67.94105836773636
195912,20180210,7,PM2.5,9.0
195918,20180210,8,PCA,-67.42894895299281
195918,20180210,8,PM2.5,7.0
195924,20180210,9,PCA,-67.11150346414172
195924,20180210,9,PM2.5,7.0
195930,20180210,10,PCA,-74.7913499080461
195930,20180210,10,PM2.5,4.0
195936,20180210,11,PCA,-74.22167467719139
195936,20180210,11,PM2.5,3.0
195942,20180210,12,PCA,-70.91320550077718
195942,20180210,12,PM2.5,8.0
195948,20180210,13,PCA,-70.05691828508611
195948,20180210,13,PM2.5,6.0
195954,20180210,14,PCA,-65.02908417118653
195954,20180210,14,PM2.5,7.0
195960,20180210,15,PCA,-64.75876152087702
195960,20180210,15,PM2.5,3.0
195966,20180210,16,PCA,-72.21621377291224
195966,20180210,16,PM2.5,3.0
195972,20180210,17,PCA,-60.26070001771032
195972,20180210,17,PM2.5,9.0
195978,20180210,18,PCA,-45.546839241454514
195978,20180210,18,PM2.5,7.0
195984,20180210,19,PCA,-42.30135252579223
195984,20180210,19,PM2.5,5.0
195990,20180210,20,PCA,-35.164140390654545
195990,20180210,20,PM2.5,7.0
195996,20180210,21,PCA,-33.46586628565157
195996,20180210,21,PM2.5,9.0
196002,20180210,22,PCA,-47.98273186765078
196002,20180210,22,PM2.5,3.0
196008,20180210,23,PCA,-49.75609645550704
196008,20180210,23,PM2.5,8.0
196014,20180211,0,PCA,-50.63275518950783
196014,20180211,0,PM2.5,10.0
196020,20180211,1,PCA,-59.05430233838836
196020,20180211,1,PM2.5,8.0
196026,20180211,2,PCA,-68.70919010641022
196026,20180211,2,PM2.5,9.0
196032,20180211,3,PCA,-76.69462307194188
196032,20180211,3,PM2.5,3.0
196038,20180211,4,PCA,-73.69174984747556
196038,20180211,4,PM2.5,7.0
196044,20180211,5,PCA,-65.224162020932
196044,20180211,5,PM2.5,12.0
196050,20180211,6,PCA,-68.16981335339224
196050,20180211,6,PM2.5,6.0
196056,20180211,7,PCA,-67.70405523949645
196056,20180211,7,PM2.5,4.0
196062,20180211,8,PCA,-56.21530966059317
196062,20180211,8,PM2.5,4.0
196068,20180211,9,PCA,-52.64330833997271
196068,20180211,9,PM2.5,5.0
196074,20180211,10,PCA,-55.23473380963345
196074,20180211,10,PM2.5,3.0
196080,20180211,11,PCA,-58.874315792831275
196080,20180211,11,PM2.5,3.0
196086,20180211,12,PCA,-64.43192251746376
196086,20180211,12,PM2.5,7.0
196092,20180211,13,PCA,-72.9441301695518
196092,20180211,13,PM2.5,3.0
196098,20180211,14,PCA,-72.01755396896296
196098,20180211,14,PM2.5,3.0
196104,20180211,15,PCA,-59.84842553614284
196104,20180211,15,PM2.5,3.0
196110,20180211,16,PCA,-40.79611828396766
196110,20180211,16,PM2.5,12.0
196116,20180211,17,PCA,-39.73708908054446
196116,20180211,17,PM2.5,7.0
196122,20180211,18,PCA,-39.71671756223473
196122,20180211,18,PM2.5,7.0
196128,20180211,19,PCA,-45.28330709724825
196128,20180211,19,PM2.5,3.0
196134,20180211,20,PCA,-34.60093126744802
196134,20180211,20,PM2.5,7.0
196140,20180211,21,PCA,-16.562636378706188
196140,20180211,21,PM2.5,12.0
196146,20180211,22,PCA,-11.830072661568941
196146,20180211,22,PM2.5,7.0
196152,20180211,23,PCA,-17.27018125703602
196152,20180211,23,PM2.5,12.0
196158,20180212,0,PCA,-23.550516396075707
196158,20180212,0,PM2.5,14.0
196164,20180212,1,PCA,-38.075481578757746
196164,20180212,1,PM2.5,8.0
196170,20180212,2,PCA,-42.92437285972802
196170,20180212,2,PM2.5,7.0
196176,20180212,3,PCA,-52.258915196990884
196176,20180212,3,PM2.5,5.0
196182,20180212,4,PCA,-51.64578860719634
196182,20180212,4,PM2.5,7.0
196188,20180212,5,PCA,-52.13733488404263
196188,20180212,5,PM2.5,3.0
196194,20180212,6,PCA,-53.364434230509026
196194,20180212,6,PM2.5,5.0
196200,20180212,7,PCA,-52.49456600261149
196200,20180212,7,PM2.5,3.0
196206,20180212,8,PCA,-52.44464853602346
196206,20180212,8,PM2.5,5.0
196212,20180212,9,PCA,-46.343688623290745
196212,20180212,9,PM2.5,15.0
196218,20180212,10,PCA,-59.04006677889206
196218,20180212,10,PM2.5,8.0
196224,20180212,11,PCA,-68.3576004674554
196224,20180212,11,PM2.5,3.0
196230,20180212,12,PCA,-74.92242904941796
196230,20180212,12,PM2.5,3.0
196236,20180212,13,PCA,-73.49375828055183
196236,20180212,13,PM2.5,3.0
196242,20180212,14,PCA,-74.2210201299016
196242,20180212,14,PM2.5,3.0
196248,20180212,15,PCA,-69.07568788683659
196248,20180212,15,PM2.5,5.0
196254,20180212,16,PCA,-58.619133885398625
196254,20180212,16,PM2.5,9.0
196260,20180212,17,PCA,-51.70462455212169
196260,20180212,17,PM2.5,10.0
196266,20180212,18,PCA,-48.68567897899433
196266,20180212,18,PM2.5,14.0
196272,20180212,19,PCA,-46.90010470968632
196272,20180212,19,PM2.5,12.0
196278,20180212,20,PCA,-46.98891473399329
196278,20180212,20,PM2.5,14.0
196284,20180212,21,PCA,-51.2553959387797
196284,20180212,21,PM2.5,18.0
196290,20180212,22,PCA,-48.575363740942024
196290,20180212,22,PM2.5,19.0
196296,20180212,23,PCA,-28.50412072591183
196296,20180212,23,PM2.5,30.0
196302,20180213,0,PCA,-9.588372729904755
196302,20180213,0,PM2.5,49.0
196308,20180213,1,PCA,-41.69055142855231
196308,20180213,1,PM2.5,29.0
196314,20180213,2,PCA,-53.837320481289034
196314,20180213,2,PM2.5,18.0
196320,20180213,3,PCA,-44.59758559789939
196320,20180213,3,PM2.5,27.0
196326,20180213,4,PCA,-46.27201747041327
196326,20180213,4,PM2.5,24.0
196332,20180213,5,PCA,-55.889582356362475
196332,20180213,5,PM2.5,18.0
196338,20180213,6,PCA,-50.837681175000505
196338,20180213,6,PM2.5,18.0
196344,20180213,7,PCA,-43.91841357180774
196344,20180213,7,PM2.5,17.0
196350,20180213,8,PCA,-46.87451774413812
196350,20180213,8,PM2.5,18.0
196356,20180213,9,PCA,3.041408314344152
196356,20180213,9,PM2.5,56.0
196362,20180213,10,PCA,-15.209762323419028
196362,20180213,10,PM2.5,42.0
196368,20180213,11,PCA,-27.25830359628608
196368,20180213,11,PM2.5,37.0
196374,20180213,12,PCA,-34.40556379327572
196374,20180213,12,PM2.5,31.0
196380,20180213,13,PCA,-28.14064775337053
196380,20180213,13,PM2.5,35.0
196386,20180213,14,PCA,-15.113119002682412
196386,20180213,14,PM2.5,47.0
196392,20180213,15,PCA,-19.59602394731562
196392,20180213,15,PM2.5,42.0
196398,20180213,16,PCA,-3.386050703702642
196398,20180213,16,PM2.5,53.0
196404,20180213,17,PCA,-3.1796210159253
196404,20180213,17,PM2.5,52.0
196410,20180213,18,PCA,17.390202258001942
196410,20180213,18,PM2.5,64.0
196416,20180213,19,PCA,22.729691839237418
196416,20180213,19,PM2.5,67.0
196422,20180213,20,PCA,28.119175330486375
196422,20180213,20,PM2.5,71.0
196428,20180213,21,PCA,41.01337017138196
196428,20180213,21,PM2.5,79.0
196434,20180213,22,PCA,27.843473880357344
196434,20180213,22,PM2.5,71.0
196440,20180213,23,PCA,36.30802593790314
196440,20180213,23,PM2.5,77.0
196446,20180214,0,PCA,-28.114759768918162
196446,20180214,0,PM2.5,31.0
196452,20180214,1,PCA,-44.76176362096397
196452,20180214,1,PM2.5,10.0
196458,20180214,2,PCA,-47.7172107152968
196458,20180214,2,PM2.5,8.0
196464,20180214,3,PCA,-42.27490981555192
196464,20180214,3,PM2.5,11.0
196470,20180214,4,PCA,-45.15565559236943
196470,20180214,4,PM2.5,7.0
196476,20180214,5,PCA,-64.73094494917424
196476,20180214,5,PM2.5,3.0
196482,20180214,6,PCA,-73.63743948838534
196482,20180214,6,PM2.5,3.0
196488,20180214,7,PCA,-75.6429003926645
196488,20180214,7,PM2.5,3.0
196494,20180214,8,PCA,-75.62931938045803
196494,20180214,8,PM2.5,3.0
196500,20180214,9,PCA,-70.10585680592929
196500,20180214,9,PM2.5,5.0
196506,20180214,10,PCA,-74.01512590028226
196506,20180214,10,PM2.5,5.0
196512,20180214,11,PCA,-66.67642611776313
196512,20180214,11,PM2.5,11.0
196518,20180214,12,PCA,-70.92234418465226
196518,20180214,12,PM2.5,9.0
196524,20180214,13,PCA,-72.2769681832929
196524,20180214,13,PM2.5,7.0
196530,20180214,14,PCA,-70.5220076444418
196530,20180214,14,PM2.5,10.0
196536,20180214,15,PCA,-70.21135266169395
196536,20180214,15,PM2.5,10.0
196542,20180214,16,PCA,-73.7855272784568
196542,20180214,16,PM2.5,5.0
196548,20180214,17,PCA,-73.07798240012694
196548,20180214,17,PM2.5,5.0
196554,20180214,18,PCA,-74.45265351862223
196554,20180214,18,PM2.5,4.0
196560,20180214,19,PCA,-72.45806530422915
196560,20180214,19,PM2.5,7.0
196566,20180214,20,PCA,-72.47164631643562
196566,20180214,20,PM2.5,7.0
196572,20180214,21,PCA,-75.16085294424184
196572,20180214,21,PM2.5,4.0
196578,20180214,22,PCA,-74.44651755980878
196578,20180214,22,PM2.5,4.0
196584,20180214,23,PCA,-76.5280790093441
196584,20180214,23,PM2.5,3.0
196590,20180215,0,PCA,-72.50527444849679
196590,20180215,0,PM2.5,8.0
196620,20180215,5,PCA,-73.92791457241098
196620,20180215,5,PM2.5,9.0
196626,20180215,6,PCA,-72.6549847440245
196626,20180215,6,PM2.5,10.0
196632,20180215,7,PCA,-67.42230445808302
196632,20180215,7,PM2.5,12.0
196638,20180215,8,PCA,-57.981447304725585
196638,20180215,8,PM2.5,21.0
196644,20180215,9,PCA,-52.219441314261175
196644,20180215,9,PM2.5,23.0
196650,20180215,10,PCA,-52.43009128308864
196650,20180215,10,PM2.5,20.0
196656,20180215,11,PCA,-71.81680464388964
196656,20180215,11,PM2.5,9.0
196662,20180215,12,PCA,-66.96161733601554
196662,20180215,12,PM2.5,16.0
196668,20180215,13,PCA,-69.01009988691803
196668,20180215,13,PM2.5,13.0
196674,20180215,14,PCA,-71.2102579324754
196674,20180215,14,PM2.5,9.0
196680,20180215,15,PCA,-68.6888829230034
196680,20180215,15,PM2.5,13.0
196686,20180215,16,PCA,-61.209085932974254
196686,20180215,16,PM2.5,19.0
196692,20180215,17,PCA,-55.75083910529301
196692,20180215,17,PM2.5,20.0
196698,20180215,18,PCA,-34.12982861024637
196698,20180215,18,PM2.5,35.0
196704,20180215,19,PCA,-21.581130071243106
196704,20180215,19,PM2.5,43.0
196710,20180215,20,PCA,-18.04253204771054
196710,20180215,20,PM2.5,45.0
196716,20180215,21,PCA,-19.289570669462417
196716,20180215,21,PM2.5,44.0
196722,20180215,22,PCA,-4.735946252357987
196722,20180215,22,PM2.5,53.0
196728,20180215,23,PCA,0.9152516020678962
196728,20180215,23,PM2.5,57.0
196734,20180216,0,PCA,1.4144487591450579
196734,20180216,0,PM2.5,57.0
196740,20180216,1,PCA,48.507300952854514
196740,20180216,1,PM2.5,87.0
196746,20180216,2,PCA,100.90504620125817
196746,20180216,2,PM2.5,120.0
196752,20180216,3,PCA,32.31137052387249
196752,20180216,3,PM2.5,77.0
196758,20180216,4,PCA,15.085287913755844
196758,20180216,4,PM2.5,66.0
196764,20180216,5,PCA,11.381328069500448
196764,20180216,5,PM2.5,64.0
196770,20180216,6,PCA,-9.82719141404825
196770,20180216,6,PM2.5,50.0
196776,20180216,7,PCA,-18.246810667152864
196776,20180216,7,PM2.5,45.0
196782,20180216,8,PCA,-39.57120321974754
196782,20180216,8,PM2.5,25.0
196788,20180216,9,PCA,-38.740010046188544
196788,20180216,9,PM2.5,28.0
196794,20180216,10,PCA,-44.330420274848024
196794,20180216,10,PM2.5,26.0
196800,20180216,11,PCA,-46.69914294264802
196800,20180216,11,PM2.5,25.0
196806,20180216,12,PCA,-54.42286887659561
196806,20180216,12,PM2.5,20.0
196812,20180216,13,PCA,-59.41245764847317
196812,20180216,13,PM2.5,14.0
196818,20180216,14,PCA,-68.7968121384626
196818,20180216,14,PM2.5,9.0
196824,20180216,15,PCA,-71.45173608691788
196824,20180216,15,PM2.5,5.0
196830,20180216,16,PCA,-67.7151137985904
196830,20180216,16,PM2.5,11.0
196836,20180216,17,PCA,-67.00756892026057
196836,20180216,17,PM2.5,11.0
196842,20180216,18,PCA,-72.98421865888145
196842,20180216,18,PM2.5,3.0
196848,20180216,19,PCA,-73.02529184433565
196848,20180216,19,PM2.5,4.0
196854,20180216,20,PCA,-49.327621650155265
196854,20180216,20,PM2.5,24.0
196860,20180216,21,PCA,-66.02029208859555
196860,20180216,21,PM2.5,14.0
196866,20180216,22,PCA,-58.649693550590825
196866,20180216,22,PM2.5,17.0
196872,20180216,23,PCA,-72.05406050408887
196872,20180216,23,PM2.5,8.0
196878,20180217,0,PCA,-50.74064498179179
196878,20180217,0,PM2.5,26.0
196908,20180217,5,PCA,-27.58519836824157
196908,20180217,5,PM2.5,39.0
196914,20180217,6,PCA,-30.491396750526494
196914,20180217,6,PM2.5,37.0
196920,20180217,7,PCA,-21.847103722098904
196920,20180217,7,PM2.5,42.0
196926,20180217,8,PCA,13.385138876919285
196926,20180217,8,PM2.5,63.0
196932,20180217,9,PCA,8.283088494383147
196932,20180217,9,PM2.5,60.0
196938,20180217,10,PCA,38.42128031608625
196938,20180217,10,PM2.5,79.0
196944,20180217,11,PCA,30.125266280524485
196944,20180217,11,PM2.5,75.0
196950,20180217,12,PCA,37.48454087748342
196950,20180217,12,PM2.5,80.0
196956,20180217,13,PCA,39.55317586210203
196956,20180217,13,PM2.5,81.0
196962,20180217,14,PCA,28.756751078472625
196962,20180217,14,PM2.5,74.0
196968,20180217,15,PCA,44.552250204647464
196968,20180217,15,PM2.5,84.0
196974,20180217,16,PCA,55.27679558803077
196974,20180217,16,PM2.5,90.0
196980,20180217,17,PCA,54.78720510394644
196980,20180217,17,PM2.5,89.0
196986,20180217,18,PCA,51.40760810735003
196986,20180217,18,PM2.5,87.0
196992,20180217,19,PCA,58.25584334192144
196992,20180217,19,PM2.5,92.0
196998,20180217,20,PCA,55.31463180708487
196998,20180217,20,PM2.5,90.0
197004,20180217,21,PCA,67.66532508942868
197004,20180217,21,PM2.5,98.0
197010,20180217,22,PCA,66.11236568529387
197010,20180217,22,PM2.5,97.0
197016,20180217,23,PCA,72.49905184245699
197016,20180217,23,PM2.5,101.0
197022,20180218,0,PCA,79.99167941386199
197022,20180218,0,PM2.5,106.0
197028,20180218,1,PCA,61.27329860465226
197028,20180218,1,PM2.5,94.0
197034,20180218,2,PCA,60.13277375017533
197034,20180218,2,PM2.5,93.0
197040,20180218,3,PCA,45.248425691625215
197040,20180218,3,PM2.5,84.0
197046,20180218,4,PCA,34.82311589838307
197046,20180218,4,PM2.5,77.0
197052,20180218,5,PCA,35.99890237795582
197052,20180218,5,PM2.5,78.0
197058,20180218,6,PCA,37.220708428328415
197058,20180218,6,PM2.5,79.0
197064,20180218,7,PCA,36.58700702409402
197064,20180218,7,PM2.5,78.0
197070,20180218,8,PCA,62.64336447421502
197070,20180218,8,PM2.5,94.0
197076,20180218,9,PCA,76.68173612353927
197076,20180218,9,PM2.5,102.0
197082,20180218,10,PCA,84.02966524060925
197082,20180218,10,PM2.5,108.0
197088,20180218,11,PCA,100.47881490860452
197088,20180218,11,PM2.5,118.0
197094,20180218,12,PCA,103.21069977644353
197094,20180218,12,PM2.5,119.0
197100,20180218,13,PCA,95.4963515685946
197100,20180218,13,PM2.5,115.0
197106,20180218,14,PCA,94.22947234279009
197106,20180218,14,PM2.5,115.0
197112,20180218,15,PCA,89.57157672778243
197112,20180218,15,PM2.5,112.0
197118,20180218,16,PCA,86.99330255801164
197118,20180218,16,PM2.5,110.0
197124,20180218,17,PCA,84.67362050524434
197124,20180218,17,PM2.5,108.0
197130,20180218,18,PCA,94.48472836189167
197130,20180218,18,PM2.5,113.0
197136,20180218,19,PCA,89.08403725499215
197136,20180218,19,PM2.5,109.0
197142,20180218,20,PCA,121.80428415185025
197142,20180218,20,PM2.5,128.0
197148,20180218,21,PCA,111.11456334965334
197148,20180218,21,PM2.5,123.0
197154,20180218,22,PCA,95.07769040944756
197154,20180218,22,PM2.5,114.0
197160,20180218,23,PCA,97.43801751656568
197160,20180218,23,PM2.5,116.0
197166,20180219,0,PCA,125.36531488585054
197166,20180219,0,PM2.5,132.0
197196,20180219,5,PCA,130.73703932152475
197196,20180219,5,PM2.5,136.0
197202,20180219,6,PCA,141.28455501903431
197202,20180219,6,PM2.5,141.0
197208,20180219,7,PCA,113.57080756048478
197208,20180219,7,PM2.5,125.0
197214,20180219,8,PCA,116.875259319999
197214,20180219,8,PM2.5,127.0
197220,20180219,9,PCA,187.5232256483716
197220,20180219,9,PM2.5,171.0
197226,20180219,10,PCA,161.10756864146543
197226,20180219,10,PM2.5,154.0
197232,20180219,11,PCA,130.37833933685715
197232,20180219,11,PM2.5,136.0
197238,20180219,12,PCA,116.97740925318497
197238,20180219,12,PM2.5,128.0
197244,20180219,13,PCA,103.99055949376023
197244,20180219,13,PM2.5,120.0
197250,20180219,14,PCA,103.54850577207058
197250,20180219,14,PM2.5,120.0
197256,20180219,15,PCA,110.76473740250772
197256,20180219,15,PM2.5,124.0
197262,20180219,16,PCA,127.67718228640024
197262,20180219,16,PM2.5,134.0
197268,20180219,17,PCA,139.6218258824238
197268,20180219,17,PM2.5,140.0
197274,20180219,18,PCA,156.686273190134
197274,20180219,18,PM2.5,149.0
197280,20180219,19,PCA,156.055378114444
197280,20180219,19,PM2.5,149.0
197286,20180219,20,PCA,179.6777746615798
197286,20180219,20,PM2.5,166.0
197292,20180219,21,PCA,176.93587747798227
197292,20180219,21,PM2.5,164.0
197298,20180219,22,PCA,167.21572610849694
197298,20180219,22,PM2.5,158.0
197304,20180219,23,PCA,76.3484007322783
197304,20180219,23,PM2.5,104.0
197310,20180220,0,PCA,-72.36732059402338
197310,20180220,0,PM2.5,5.0
197316,20180220,1,PCA,-73.86628034778731
197316,20180220,1,PM2.5,3.0
197322,20180220,2,PCA,-73.14515445725097
197322,20180220,2,PM2.5,3.0
197328,20180220,3,PCA,-73.337023755097
197328,20180220,3,PM2.5,3.0
197334,20180220,4,PCA,-72.0163522869726
197334,20180220,4,PM2.5,5.0
197340,20180220,5,PCA,-72.66989751493155
197340,20180220,5,PM2.5,4.0
197346,20180220,6,PCA,-72.06356143124026
197346,20180220,6,PM2.5,6.0
197352,20180220,7,PCA,-74.03777812732359
197352,20180220,7,PM2.5,3.0
197358,20180220,8,PCA,-71.34243554070393
197358,20180220,8,PM2.5,6.0
