,date,hour,type,定陵
102786,20160328,20,PM2.5,50.0
102792,20160328,21,PCA,-10.85013661203791
102792,20160328,21,PM2.5,21.0
102798,20160328,22,PCA,-17.585227641321527
102798,20160328,22,PM2.5,10.0
102804,20160328,23,PCA,-15.014828237260309
102804,20160328,23,PM2.5,12.0
102810,20160329,0,PCA,-16.92825477686952
102810,20160329,0,PM2.5,8.0
102816,20160329,1,PCA,-17.753952331654546
102816,20160329,1,PM2.5,7.0
102822,20160329,2,PCA,-19.135413956253057
102822,20160329,2,PM2.5,6.0
102840,20160329,5,PCA,-16.168240065800717
102840,20160329,5,PM2.5,5.0
102846,20160329,6,PCA,-16.08997833292476
102846,20160329,6,PM2.5,7.0
102852,20160329,7,PCA,-11.664245899950659
102852,20160329,7,PM2.5,12.0
102858,20160329,8,PCA,-11.1901711995062
102858,20160329,8,PM2.5,13.0
102864,20160329,9,PCA,-13.774464337686393
102864,20160329,9,PM2.5,15.0
102906,20160329,16,PCA,-25.49034877888758
102906,20160329,16,PM2.5,9.0
102930,20160329,20,PCA,-48.40094861367183
102930,20160329,20,PM2.5,4.0
102936,20160329,21,PCA,-48.704899396042485
102936,20160329,21,PM2.5,9.0
102942,20160329,22,PCA,-52.141739391508196
102942,20160329,22,PM2.5,6.0
102948,20160329,23,PCA,-56.49157457535626
102948,20160329,23,PM2.5,3.0
102954,20160330,0,PCA,-58.756485440058825
102954,20160330,0,PM2.5,4.0
102960,20160330,1,PCA,-58.817275596532944
102960,20160330,1,PM2.5,5.0
102966,20160330,2,PCA,-60.38995404646003
102966,20160330,2,PM2.5,3.0
102972,20160330,3,PCA,-56.98760002647537
102972,20160330,3,PM2.5,8.0
102978,20160330,4,PCA,-59.130090161732014
102978,20160330,4,PM2.5,3.0
102984,20160330,5,PCA,-60.27569768457983
102984,20160330,5,PM2.5,3.0
102990,20160330,6,PCA,-55.064813187689744
102990,20160330,6,PM2.5,10.0
102996,20160330,7,PCA,-55.55365114221564
102996,20160330,7,PM2.5,9.0
103002,20160330,8,PCA,-46.98330698727957
103002,20160330,8,PM2.5,16.0
103008,20160330,9,PCA,-43.694124637588814
103008,20160330,9,PM2.5,19.0
103014,20160330,10,PCA,-53.36296515337367
103014,20160330,10,PM2.5,11.0
103020,20160330,11,PCA,-54.284792946347274
103020,20160330,11,PM2.5,13.0
103026,20160330,12,PCA,-57.23990989184539
103026,20160330,12,PM2.5,10.0
103032,20160330,13,PCA,-58.108048743167416
103032,20160330,13,PM2.5,14.0
103038,20160330,14,PCA,-56.26845791408086
103038,20160330,14,PM2.5,16.0
103056,20160330,17,PCA,-39.66587541628995
103056,20160330,17,PM2.5,37.0
103062,20160330,18,PCA,-33.44637366176411
103062,20160330,18,PM2.5,43.0
103068,20160330,19,PCA,-29.727670089077254
103068,20160330,19,PM2.5,43.0
103074,20160330,20,PCA,-19.754759701789926
103074,20160330,20,PM2.5,49.0
103080,20160330,21,PCA,-17.11139410716854
103080,20160330,21,PM2.5,49.0
103086,20160330,22,PCA,-9.695304642443666
103086,20160330,22,PM2.5,56.0
103092,20160330,23,PCA,-4.953103567635577
103092,20160330,23,PM2.5,59.0
103098,20160331,0,PCA,-3.411895718135357
103098,20160331,0,PM2.5,61.0
103104,20160331,1,PCA,0.536301162515478
103104,20160331,1,PM2.5,62.0
103110,20160331,2,PCA,3.42792696081193
103110,20160331,2,PM2.5,62.0
103116,20160331,3,PCA,2.6121442570313302
103116,20160331,3,PM2.5,60.0
103122,20160331,4,PCA,4.224176117607322
103122,20160331,4,PM2.5,63.0
103128,20160331,5,PCA,8.341828679306433
103128,20160331,5,PM2.5,66.0
103134,20160331,6,PCA,11.812191492971825
103134,20160331,6,PM2.5,69.0
103140,20160331,7,PCA,21.59573349668251
103140,20160331,7,PM2.5,81.0
103146,20160331,8,PCA,43.953347129260735
103146,20160331,8,PM2.5,107.0
103152,20160331,9,PCA,49.28291294668572
103152,20160331,9,PM2.5,111.0
103158,20160331,10,PCA,50.61240330571019
103158,20160331,10,PM2.5,109.0
103164,20160331,11,PCA,75.34501461166364
103164,20160331,11,PM2.5,139.0
103170,20160331,12,PCA,105.53182423283661
103170,20160331,12,PM2.5,175.0
103176,20160331,13,PCA,123.75581671165833
103176,20160331,13,PM2.5,194.0
103182,20160331,14,PCA,152.7491007961771
103182,20160331,14,PM2.5,222.0
103188,20160331,15,PCA,175.72769312013844
103188,20160331,15,PM2.5,244.0
103194,20160331,16,PCA,192.1019540441527
103194,20160331,16,PM2.5,257.0
103200,20160331,17,PCA,185.17345305892655
103200,20160331,17,PM2.5,245.0
103206,20160331,18,PCA,180.7770753894824
103206,20160331,18,PM2.5,229.0
103224,20160331,21,PCA,110.26908902108482
103224,20160331,21,PM2.5,110.0
103230,20160331,22,PCA,143.47845904176896
103230,20160331,22,PM2.5,152.0
103236,20160331,23,PCA,90.54715046778932
103236,20160331,23,PM2.5,75.0
103242,20160401,0,PCA,80.69244009691784
103242,20160401,0,PM2.5,61.0
103248,20160401,1,PCA,80.52955008699956
103248,20160401,1,PM2.5,59.0
103254,20160401,2,PCA,82.90304542737071
103254,20160401,2,PM2.5,64.0
103260,20160401,3,PCA,103.09458753025407
103260,20160401,3,PM2.5,95.0
103266,20160401,4,PCA,120.19150313174111
103266,20160401,4,PM2.5,117.0
103272,20160401,5,PCA,118.01257079626146
103272,20160401,5,PM2.5,113.0
103278,20160401,6,PCA,119.70198066250067
103278,20160401,6,PM2.5,112.0
103284,20160401,7,PCA,123.91891369108241
103284,20160401,7,PM2.5,118.0
103290,20160401,8,PCA,137.88026931748948
103290,20160401,8,PM2.5,141.0
103296,20160401,9,PCA,93.83386261549087
103296,20160401,9,PM2.5,79.0
103302,20160401,10,PCA,60.87031570160082
103302,20160401,10,PM2.5,29.0
103308,20160401,11,PCA,51.405948563316755
103308,20160401,11,PM2.5,19.0
103314,20160401,12,PCA,44.38016336541391
103314,20160401,12,PM2.5,12.0
103320,20160401,13,PCA,44.72943341254713
103320,20160401,13,PM2.5,17.0
103326,20160401,14,PCA,37.10746550666642
103326,20160401,14,PM2.5,11.0
103332,20160401,15,PCA,30.704305726981758
103332,20160401,15,PM2.5,9.0
103338,20160401,16,PCA,27.57631714048487
103338,20160401,16,PM2.5,12.0
103344,20160401,17,PCA,20.50668566792458
103344,20160401,17,PM2.5,9.0
103350,20160401,18,PCA,16.159558806396902
103350,20160401,18,PM2.5,9.0
103356,20160401,19,PCA,13.908228953900826
103356,20160401,19,PM2.5,10.0
103362,20160401,20,PCA,13.133103412993616
103362,20160401,20,PM2.5,11.0
103368,20160401,21,PCA,12.013284053096298
103368,20160401,21,PM2.5,17.0
103374,20160401,22,PCA,2.2408649405232963
103374,20160401,22,PM2.5,11.0
103380,20160401,23,PCA,-2.3293754270462235
103380,20160401,23,PM2.5,14.0
103386,20160402,0,PCA,-10.787259030308293
103386,20160402,0,PM2.5,10.0
103392,20160402,1,PCA,-17.809681358600955
103392,20160402,1,PM2.5,6.0
103398,20160402,2,PCA,-23.565431869140117
103398,20160402,2,PM2.5,5.0
103404,20160402,3,PCA,-25.904713902523284
103404,20160402,3,PM2.5,7.0
103410,20160402,4,PCA,-26.6798394434305
103410,20160402,4,PM2.5,8.0
103416,20160402,5,PCA,-30.918967004216398
103416,20160402,5,PM2.5,6.0
103422,20160402,6,PCA,-35.14451355279581
103422,20160402,6,PM2.5,4.0
103428,20160402,7,PCA,-37.93427442795075
103428,20160402,7,PM2.5,3.0
103434,20160402,8,PCA,-46.130515766511614
103434,20160402,8,PM2.5,6.0
103440,20160402,9,PCA,-52.01496149455736
103440,20160402,9,PM2.5,6.0
103446,20160402,10,PCA,-51.57773926653701
103446,20160402,10,PM2.5,10.0
103452,20160402,11,PCA,-58.41100061930404
103452,20160402,11,PM2.5,3.0
103458,20160402,12,PCA,-61.47140854322353
103458,20160402,12,PM2.5,5.0
103464,20160402,13,PCA,-61.61336037448154
103464,20160402,13,PM2.5,7.0
103470,20160402,14,PCA,-57.09933393524302
103470,20160402,14,PM2.5,15.0
103476,20160402,15,PCA,-63.09635519217365
103476,20160402,15,PM2.5,7.0
103482,20160402,16,PCA,-61.1761381464612
103482,20160402,16,PM2.5,11.0
103488,20160402,17,PCA,-63.06240266165744
103488,20160402,17,PM2.5,7.0
103494,20160402,18,PCA,-57.56339378922127
103494,20160402,18,PM2.5,12.0
103500,20160402,19,PCA,-58.29131018586083
103500,20160402,19,PM2.5,12.0
103506,20160402,20,PCA,-63.763157033884006
103506,20160402,20,PM2.5,7.0
103512,20160402,21,PCA,-65.81853540475122
103512,20160402,21,PM2.5,5.0
103518,20160402,22,PCA,-65.81853540475122
103518,20160402,22,PM2.5,5.0
103524,20160402,23,PCA,-65.81174489864797
103524,20160402,23,PM2.5,5.0
103530,20160403,0,PCA,-66.46529012660692
103530,20160403,0,PM2.5,4.0
103536,20160403,1,PCA,-65.20540881495667
103536,20160403,1,PM2.5,7.0
103542,20160403,2,PCA,-68.62253183940244
103542,20160403,2,PM2.5,4.0
103548,20160403,3,PCA,-69.2893336811128
103548,20160403,3,PM2.5,4.0
103554,20160403,4,PCA,-70.020645330804
103554,20160403,4,PM2.5,4.0
103560,20160403,5,PCA,-68.16850425881266
103560,20160403,5,PM2.5,6.0
103566,20160403,6,PCA,-68.49587670719072
103566,20160403,6,PM2.5,4.0
103572,20160403,7,PCA,-58.457203438355336
103572,20160403,7,PM2.5,13.0
103578,20160403,8,PCA,-49.426797752670964
103578,20160403,8,PM2.5,24.0
103584,20160403,9,PCA,-60.00704007880215
103584,20160403,9,PM2.5,10.0
103590,20160403,10,PCA,-57.868116109285765
103590,20160403,10,PM2.5,13.0
103596,20160403,11,PCA,-58.42734836257091
103596,20160403,11,PM2.5,11.0
103602,20160403,12,PCA,-59.114846121046064
103602,20160403,12,PM2.5,10.0
103608,20160403,13,PCA,-59.63364072803139
103608,20160403,13,PM2.5,11.0
103614,20160403,14,PCA,-64.29392026690434
103614,20160403,14,PM2.5,6.0
103620,20160403,15,PCA,-61.42159848922477
103620,20160403,15,PM2.5,9.0
103626,20160403,16,PCA,-54.62885743683168
103626,20160403,16,PM2.5,17.0
103632,20160403,17,PCA,-47.941114081062935
103632,20160403,17,PM2.5,24.0
103638,20160403,18,PCA,-46.317865692030374
103638,20160403,18,PM2.5,27.0
103644,20160403,19,PCA,-47.85434414205079
103644,20160403,19,PM2.5,23.0
103650,20160403,20,PCA,-39.22957838800013
103650,20160403,20,PM2.5,32.0
103656,20160403,21,PCA,-36.940405440792475
103656,20160403,21,PM2.5,34.0
103662,20160403,22,PCA,-37.572066759732
103662,20160403,22,PM2.5,32.0
103668,20160403,23,PCA,-39.77448920804289
103668,20160403,23,PM2.5,27.0
103674,20160404,0,PCA,-34.15594010795333
103674,20160404,0,PM2.5,31.0
103680,20160404,1,PCA,-33.65233889934597
103680,20160404,1,PM2.5,32.0
103686,20160404,2,PCA,-32.52775744209768
103686,20160404,2,PM2.5,32.0
103692,20160404,3,PCA,-31.156652489342687
103692,20160404,3,PM2.5,31.0
103698,20160404,4,PCA,-28.28981212318674
103698,20160404,4,PM2.5,34.0
103704,20160404,5,PCA,-20.116690025860557
103704,20160404,5,PM2.5,43.0
103710,20160404,6,PCA,-25.529272797855022
103710,20160404,6,PM2.5,34.0
103716,20160404,7,PCA,-26.011320246277688
103716,20160404,7,PM2.5,33.0
103722,20160404,8,PCA,-18.093546485476637
103722,20160404,8,PM2.5,42.0
103728,20160404,9,PCA,-15.42288191840825
103728,20160404,9,PM2.5,46.0
103734,20160404,10,PCA,-17.302250181659797
103734,20160404,10,PM2.5,39.0
103740,20160404,11,PCA,-14.919499362414522
103740,20160404,11,PM2.5,43.0
103746,20160404,12,PCA,-10.704502686479335
103746,20160404,12,PM2.5,48.0
103752,20160404,13,PCA,-5.183597796501213
103752,20160404,13,PM2.5,55.0
103758,20160404,14,PCA,0.5133357772480256
103758,20160404,14,PM2.5,63.0
103764,20160404,15,PCA,-1.293801398079534
103764,20160404,15,PM2.5,57.0
103770,20160404,16,PCA,5.792031522068412
103770,20160404,16,PM2.5,67.0
103776,20160404,17,PCA,5.257813880846774
103776,20160404,17,PM2.5,68.0
103782,20160404,18,PCA,12.214399130387898
103782,20160404,18,PM2.5,77.0
103788,20160404,19,PCA,24.74018905587944
103788,20160404,19,PM2.5,95.0
103794,20160404,20,PCA,18.609811628786264
103794,20160404,20,PM2.5,84.0
103800,20160404,21,PCA,14.299623113428787
103800,20160404,21,PM2.5,78.0
103806,20160404,22,PCA,13.349763776079744
103806,20160404,22,PM2.5,76.0
103812,20160404,23,PCA,19.52872737132941
103812,20160404,23,PM2.5,82.0
103818,20160405,0,PCA,21.96148354410194
103818,20160405,0,PM2.5,84.0
103824,20160405,1,PCA,34.088969683085
103824,20160405,1,PM2.5,101.0
103830,20160405,2,PCA,34.09217501531254
103830,20160405,2,PM2.5,95.0
103836,20160405,3,PCA,23.83929504223005
103836,20160405,3,PM2.5,79.0
103842,20160405,4,PCA,16.916213602753174
103842,20160405,4,PM2.5,66.0
103848,20160405,5,PCA,15.637897125439755
103848,20160405,5,PM2.5,64.0
103854,20160405,6,PCA,18.75307825061715
103854,20160405,6,PM2.5,64.0
103860,20160405,7,PCA,5.252523602544309
103860,20160405,7,PM2.5,48.0
103866,20160405,8,PCA,6.33291537854465
103866,20160405,8,PM2.5,47.0
103872,20160405,9,PCA,8.962507192138808
103872,20160405,9,PM2.5,50.0
103878,20160405,10,PCA,25.759672566916624
103878,20160405,10,PM2.5,72.0
103884,20160405,11,PCA,49.56906435519814
103884,20160405,11,PM2.5,106.0
103890,20160405,12,PCA,49.451134932503
103890,20160405,12,PM2.5,104.0
103896,20160405,13,PCA,78.23479498459527
103896,20160405,13,PM2.5,140.0
103902,20160405,14,PCA,89.7136905620524
103902,20160405,14,PM2.5,152.0
103908,20160405,15,PCA,97.54512253890009
103908,20160405,15,PM2.5,159.0
103914,20160405,16,PCA,101.11680679265831
103914,20160405,16,PM2.5,158.0
103920,20160405,17,PCA,98.45603806845895
103920,20160405,17,PM2.5,149.0
103926,20160405,18,PCA,100.38743319437714
103926,20160405,18,PM2.5,147.0
103932,20160405,19,PCA,83.95479491104925
103932,20160405,19,PM2.5,120.0
103938,20160405,20,PCA,61.569455124415235
103938,20160405,20,PM2.5,87.0
103944,20160405,21,PCA,39.860943702500386
103944,20160405,21,PM2.5,57.0
103950,20160405,22,PCA,35.06784989530036
103950,20160405,22,PM2.5,51.0
103956,20160405,23,PCA,32.86305721285989
103956,20160405,23,PM2.5,48.0
103962,20160406,0,PCA,48.38395502289057
103962,20160406,0,PM2.5,67.0
103968,20160406,1,PCA,43.837071989284745
103968,20160406,1,PM2.5,64.0
103974,20160406,2,PCA,33.493234579545785
103974,20160406,2,PM2.5,53.0
103980,20160406,3,PCA,32.03265337865141
103980,20160406,3,PM2.5,51.0
103986,20160406,4,PCA,26.337996401712864
103986,20160406,4,PM2.5,47.0
103992,20160406,5,PCA,28.22813980456186
103992,20160406,5,PM2.5,49.0
104010,20160406,8,PCA,84.38805950738302
104010,20160406,8,PM2.5,104.0
104016,20160406,9,PCA,67.73963259462049
104016,20160406,9,PM2.5,76.0
104022,20160406,10,PCA,70.29807485378423
104022,20160406,10,PM2.5,77.0
104028,20160406,11,PCA,77.89648264708575
104028,20160406,11,PM2.5,88.0
104034,20160406,12,PCA,85.3257671783511
104034,20160406,12,PM2.5,101.0
104040,20160406,13,PCA,107.85933374023912
104040,20160406,13,PM2.5,133.0
104046,20160406,14,PCA,117.34829101113519
104046,20160406,14,PM2.5,146.0
104052,20160406,15,PCA,129.1823872236366
104052,20160406,15,PM2.5,163.0
104058,20160406,16,PCA,143.16542225212058
104058,20160406,16,PM2.5,181.0
104064,20160406,17,PCA,159.01219075661893
104064,20160406,17,PM2.5,203.0
104070,20160406,18,PCA,163.81508147492485
104070,20160406,18,PM2.5,208.0
104076,20160406,19,PCA,169.79041001044357
104076,20160406,19,PM2.5,213.0
104082,20160406,20,PCA,173.8170598115779
104082,20160406,20,PM2.5,212.0
104088,20160406,21,PCA,182.16962612064575
104088,20160406,21,PM2.5,216.0
104094,20160406,22,PCA,192.70832554349764
104094,20160406,22,PM2.5,222.0
104100,20160406,23,PCA,200.86469494661466
104100,20160406,23,PM2.5,224.0
104106,20160407,0,PCA,203.28673640172292
104106,20160407,0,PM2.5,219.0
104112,20160407,1,PCA,204.99499213780635
104112,20160407,1,PM2.5,213.0
104118,20160407,2,PCA,188.0349214821613
104118,20160407,2,PM2.5,184.0
104124,20160407,3,PCA,177.73973820317826
104124,20160407,3,PM2.5,165.0
104130,20160407,4,PCA,141.6947124078408
104130,20160407,4,PM2.5,106.0
104136,20160407,5,PCA,108.18627759501318
104136,20160407,5,PM2.5,63.0
104142,20160407,6,PCA,97.91592507207889
104142,20160407,6,PM2.5,50.0
104148,20160407,7,PCA,79.27406718884902
104148,20160407,7,PM2.5,40.0
104154,20160407,8,PCA,79.4305885558732
104154,20160407,8,PM2.5,45.0
104160,20160407,9,PCA,68.88193907739344
104160,20160407,9,PM2.5,33.0
104166,20160407,10,PCA,59.08772767992674
104166,20160407,10,PM2.5,23.0
104172,20160407,11,PCA,54.61779771659726
104172,20160407,11,PM2.5,20.0
104178,20160407,12,PCA,48.91615217029047
104178,20160407,12,PM2.5,17.0
104184,20160407,13,PCA,42.27358955003707
104184,20160407,13,PM2.5,15.0
104190,20160407,14,PCA,30.715598698863783
104190,20160407,14,PM2.5,8.0
104196,20160407,15,PCA,30.167508344851765
104196,20160407,15,PM2.5,16.0
104202,20160407,16,PCA,18.90530390848339
104202,20160407,16,PM2.5,10.0
104208,20160407,17,PCA,12.29326618225316
104208,20160407,17,PM2.5,11.0
104214,20160407,18,PCA,2.9790953633000288
104214,20160407,18,PM2.5,9.0
104220,20160407,19,PCA,-4.279697084785907
104220,20160407,19,PM2.5,9.0
104226,20160407,20,PCA,-12.124454098253423
104226,20160407,20,PM2.5,7.0
104232,20160407,21,PCA,-14.233832119491504
104232,20160407,21,PM2.5,6.0
104238,20160407,22,PCA,-14.328574806481853
104238,20160407,22,PM2.5,7.0
104244,20160407,23,PCA,-16.694694465822938
104244,20160407,23,PM2.5,10.0
104250,20160408,0,PCA,-22.94166685475333
104250,20160408,0,PM2.5,6.0
104256,20160408,1,PCA,-30.678100169024
104256,20160408,1,PM2.5,3.0
104262,20160408,2,PCA,-34.317682152221835
104262,20160408,2,PM2.5,3.0
104268,20160408,3,PCA,-27.67272191836738
104268,20160408,3,PM2.5,11.0
104274,20160408,4,PCA,-31.941587047019087
104274,20160408,4,PM2.5,13.0
104280,20160408,5,PCA,-32.83163114725256
104280,20160408,5,PM2.5,7.0
104286,20160408,6,PCA,-36.060508156319194
104286,20160408,6,PM2.5,15.0
104292,20160408,7,PCA,-33.63398114769904
104292,20160408,7,PM2.5,21.0
104298,20160408,8,PCA,-19.647048679362257
104298,20160408,8,PM2.5,45.0
104304,20160408,9,PCA,-45.22440682027917
104304,20160408,9,PM2.5,13.0
104310,20160408,10,PCA,-51.35691380081963
104310,20160408,10,PM2.5,6.0
104316,20160408,11,PCA,-50.77839428883108
104316,20160408,11,PM2.5,8.0
104322,20160408,12,PCA,-49.55246550769705
104322,20160408,12,PM2.5,11.0
104328,20160408,13,PCA,-50.321124940956075
104328,20160408,13,PM2.5,11.0
104334,20160408,14,PCA,-52.4579893850622
104334,20160408,14,PM2.5,9.0
104340,20160408,15,PCA,-51.750225422138776
104340,20160408,15,PM2.5,11.0
104346,20160408,16,PCA,-53.90692212994128
104346,20160408,16,PM2.5,10.0
104352,20160408,17,PCA,-56.06361883774382
104352,20160408,17,PM2.5,9.0
104358,20160408,18,PCA,-45.19268313360003
104358,20160408,18,PM2.5,18.5
104364,20160408,19,PCA,-34.98897898348312
104364,20160408,19,PM2.5,28.0
104370,20160408,20,PCA,-17.92474535171815
104370,20160408,20,PM2.5,44.0
104376,20160408,21,PCA,6.5107509431561725
104376,20160408,21,PM2.5,69.0
104382,20160408,22,PCA,-16.936882416728007
104382,20160408,22,PM2.5,36.0
104388,20160408,23,PCA,-24.857892194434612
104388,20160408,23,PM2.5,24.0
104394,20160409,0,PCA,-3.5481507679816455
104394,20160409,0,PM2.5,44.0
104400,20160409,1,PCA,10.14046115589509
104400,20160409,1,PM2.5,55.0
104406,20160409,2,PCA,5.996465964952063
104406,20160409,2,PM2.5,45.0
104412,20160409,3,PCA,0.38082623709101066
104412,20160409,3,PM2.5,36.0
104418,20160409,4,PCA,7.599543885583017
104418,20160409,4,PM2.5,40.0
104424,20160409,5,PCA,16.408739634466322
104424,20160409,5,PM2.5,47.0
104430,20160409,6,PCA,-0.1628181340785337
104430,20160409,6,PM2.5,27.0
104436,20160409,7,PCA,1.5627159776060415
104436,20160409,7,PM2.5,29.0
104442,20160409,8,PCA,27.030351623565284
104442,20160409,8,PM2.5,57.0
104448,20160409,9,PCA,21.1612719053496
104448,20160409,9,PM2.5,45.0
104454,20160409,10,PCA,20.523037583687234
104454,20160409,10,PM2.5,44.0
104460,20160409,11,PCA,0.34606630858338655
104460,20160409,11,PM2.5,22.0
104466,20160409,12,PCA,-5.521707277740416
104466,20160409,12,PM2.5,15.0
104472,20160409,13,PCA,-6.710542274049378
104472,20160409,13,PM2.5,16.0
104478,20160409,14,PCA,-0.808918251398901
104478,20160409,14,PM2.5,25.0
104484,20160409,15,PCA,96.64753400043423
104484,20160409,15,PM2.5,144.0
104490,20160409,16,PCA,82.07871437356901
104490,20160409,16,PM2.5,111.0
104496,20160409,17,PCA,79.394853700217
104496,20160409,17,PM2.5,96.0
104502,20160409,18,PCA,74.36716588199661
104502,20160409,18,PM2.5,80.0
104508,20160409,19,PCA,72.07029192976471
104508,20160409,19,PM2.5,71.0
104514,20160409,20,PCA,67.64788915101502
104514,20160409,20,PM2.5,63.0
104520,20160409,21,PCA,54.10702319183242
104520,20160409,21,PM2.5,46.0
104526,20160409,22,PCA,52.09010924758084
104526,20160409,22,PM2.5,41.0
104532,20160409,23,PCA,54.22308312749164
104532,20160409,23,PM2.5,40.0
104538,20160410,0,PCA,51.28273101728814
104538,20160410,0,PM2.5,38.0
104544,20160410,1,PCA,50.168605795365174
104544,20160410,1,PM2.5,41.0
104550,20160410,2,PCA,93.00636689271599
104550,20160410,2,PM2.5,110.0
104556,20160410,3,PCA,45.705163046547064
104556,20160410,3,PM2.5,40.0
104562,20160410,4,PCA,45.4477551846117
104562,20160410,4,PM2.5,39.0
104568,20160410,5,PCA,41.56961077734279
104568,20160410,5,PM2.5,35.0
104574,20160410,6,PCA,46.987457974995074
104574,20160410,6,PM2.5,41.0
104580,20160410,7,PCA,46.85172840827658
104580,20160410,7,PM2.5,38.0
104586,20160410,8,PCA,51.28577061372107
104586,20160410,8,PM2.5,45.0
104592,20160410,9,PCA,55.9304274738795
104592,20160410,9,PM2.5,50.0
104598,20160410,10,PCA,57.37775781140211
104598,20160410,10,PM2.5,51.0
104604,20160410,11,PCA,52.350992168645334
104604,20160410,11,PM2.5,47.0
104610,20160410,12,PCA,58.05124806502617
104610,20160410,12,PM2.5,53.0
104616,20160410,13,PCA,68.83347826811784
104616,20160410,13,PM2.5,63.0
104622,20160410,14,PCA,71.45335374990796
104622,20160410,14,PM2.5,62.0
