,date,hour,type,农展馆
293742,20200103,18,PM2.5,61.0
293748,20200103,19,PCA,-2.7577578168336783
293748,20200103,19,PM2.5,57.0
293754,20200103,20,PCA,9.773565731365458
293754,20200103,20,PM2.5,65.0
293760,20200103,21,PCA,13.230970926247705
293760,20200103,21,PM2.5,67.0
293766,20200103,22,PCA,11.337893565128898
293766,20200103,22,PM2.5,66.0
293772,20200103,23,PCA,23.85065682385736
293772,20200103,23,PM2.5,73.0
293778,20200104,0,PCA,19.537863637666305
293778,20200104,0,PM2.5,70.0
293784,20200104,1,PCA,21.799143840356262
293784,20200104,1,PM2.5,71.0
293790,20200104,2,PCA,27.625081032003916
293790,20200104,2,PM2.5,75.0
293796,20200104,3,PCA,23.013676554248313
293796,20200104,3,PM2.5,72.0
293802,20200104,4,PCA,7.648996443709945
293802,20200104,4,PM2.5,63.0
293808,20200104,5,PCA,-33.848844027437856
293808,20200104,5,PM2.5,38.0
293814,20200104,6,PCA,-35.819388156011286
293814,20200104,6,PM2.5,37.0
293820,20200104,7,PCA,-53.04390765550123
293820,20200104,7,PM2.5,28.0
293826,20200104,8,PCA,-50.42683598090289
293826,20200104,8,PM2.5,30.0
293832,20200104,9,PCA,-63.562210527778745
293832,20200104,9,PM2.5,23.0
293838,20200104,10,PCA,-72.48656495330894
293838,20200104,10,PM2.5,23.0
293844,20200104,11,PCA,-81.28116715248774
293844,20200104,11,PM2.5,16.0
293850,20200104,12,PCA,-83.42105690743294
293850,20200104,12,PM2.5,18.0
293856,20200104,13,PCA,-84.6582730469199
293856,20200104,13,PM2.5,19.0
293862,20200104,14,PCA,-83.41818560597119
293862,20200104,14,PM2.5,20.0
293868,20200104,15,PCA,-91.35838753255277
293868,20200104,15,PM2.5,15.0
293874,20200104,16,PCA,-87.1804395345963
293874,20200104,16,PM2.5,14.0
293880,20200104,17,PCA,-89.1235878155372
293880,20200104,17,PM2.5,16.0
293886,20200104,18,PCA,-80.5303685833454
293886,20200104,18,PM2.5,16.0
293892,20200104,19,PCA,-43.434633891786746
293892,20200104,19,PM2.5,31.0
293898,20200104,20,PCA,-30.391868837426628
293898,20200104,20,PM2.5,40.0
293904,20200104,21,PCA,-13.844642613340826
293904,20200104,21,PM2.5,50.0
293910,20200104,22,PCA,-10.54361429752789
293910,20200104,22,PM2.5,52.0
293916,20200104,23,PCA,7.370236218005203
293916,20200104,23,PM2.5,63.0
293922,20200105,0,PCA,20.669368467483608
293922,20200105,0,PM2.5,72.0
293928,20200105,1,PCA,21.912647343983608
293928,20200105,1,PM2.5,73.0
293934,20200105,2,PCA,15.547101668879497
293934,20200105,2,PM2.5,69.0
293940,20200105,3,PCA,15.088093577440674
293940,20200105,3,PM2.5,69.0
293946,20200105,4,PCA,12.120324947154835
293946,20200105,4,PM2.5,68.0
293952,20200105,5,PCA,7.115699902301156
293952,20200105,5,PM2.5,65.0
293958,20200105,6,PCA,6.6574957950233316
293958,20200105,6,PM2.5,65.0
293964,20200105,7,PCA,7.110958309416156
293964,20200105,7,PM2.5,65.0
293970,20200105,8,PCA,13.489474004023274
293970,20200105,8,PM2.5,68.0
293976,20200105,9,PCA,32.791911200618834
293976,20200105,9,PM2.5,79.0
293982,20200105,10,PCA,1.7441115212882976
293982,20200105,10,PM2.5,61.0
293988,20200105,11,PCA,-6.344389289842047
293988,20200105,11,PM2.5,58.0
293994,20200105,12,PCA,-2.1677891853534965
293994,20200105,12,PM2.5,61.0
294000,20200105,13,PCA,-13.01429634566969
294000,20200105,13,PM2.5,56.0
294006,20200105,14,PCA,-11.868643532898377
294006,20200105,14,PM2.5,57.0
294012,20200105,15,PCA,-9.986397944926964
294012,20200105,15,PM2.5,59.0
294018,20200105,16,PCA,-0.6609792015297712
294018,20200105,16,PM2.5,61.0
294024,20200105,17,PCA,5.5789647687873885
294024,20200105,17,PM2.5,64.0
294030,20200105,18,PCA,-16.015032051033735
294030,20200105,18,PM2.5,53.0
294036,20200105,19,PCA,-21.399011324046345
294036,20200105,19,PM2.5,49.0
294042,20200105,20,PCA,-13.992511493018606
294042,20200105,20,PM2.5,52.0
294048,20200105,21,PCA,-10.833501694561756
294048,20200105,21,PM2.5,54.0
294054,20200105,22,PCA,-10.908556509533394
294054,20200105,22,PM2.5,54.0
294060,20200105,23,PCA,12.571908596136643
294060,20200105,23,PM2.5,69.0
294066,20200106,0,PCA,18.70674424927984
294066,20200106,0,PM2.5,73.0
294072,20200106,1,PCA,2.1837367046488967
294072,20200106,1,PM2.5,63.0
294078,20200106,2,PCA,-20.161931862489954
294078,20200106,2,PM2.5,50.0
294084,20200106,3,PCA,-22.505715537867204
294084,20200106,3,PM2.5,47.0
294090,20200106,4,PCA,-24.554448105975283
294090,20200106,4,PM2.5,46.0
294096,20200106,5,PCA,-23.816850991049186
294096,20200106,5,PM2.5,48.0
294102,20200106,6,PCA,-20.851494313246338
294102,20200106,6,PM2.5,49.0
294108,20200106,7,PCA,-12.606861175826554
294108,20200106,7,PM2.5,55.0
294114,20200106,8,PCA,-9.269129167876661
294114,20200106,8,PM2.5,57.0
294120,20200106,9,PCA,-1.6513700571486458
294120,20200106,9,PM2.5,62.0
294126,20200106,10,PCA,1.7945419250019516
294126,20200106,10,PM2.5,66.0
294132,20200106,11,PCA,12.84030104992756
294132,20200106,11,PM2.5,75.0
294138,20200106,12,PCA,-1.737400924884898
294138,20200106,12,PM2.5,66.0
294144,20200106,13,PCA,-9.188000232865878
294144,20200106,13,PM2.5,61.0
294150,20200106,14,PCA,15.022059765279606
294150,20200106,14,PM2.5,76.0
294156,20200106,15,PCA,26.738303891523902
294156,20200106,15,PM2.5,83.0
294162,20200106,16,PCA,12.653743663653328
294162,20200106,16,PM2.5,74.0
294168,20200106,17,PCA,-22.8169728180546
294168,20200106,17,PM2.5,54.0
294174,20200106,18,PCA,-30.202438439592452
294174,20200106,18,PM2.5,49.0
294180,20200106,19,PCA,-27.802171621740364
294180,20200106,19,PM2.5,49.0
294186,20200106,20,PCA,-13.154742778822682
294186,20200106,20,PM2.5,54.0
294192,20200106,21,PCA,-13.505341882855058
294192,20200106,21,PM2.5,54.0
294198,20200106,22,PCA,-30.148153775969007
294198,20200106,22,PM2.5,45.0
294204,20200106,23,PCA,-60.40478529549139
294204,20200106,23,PM2.5,30.0
294210,20200107,0,PCA,-63.84457672964072
294210,20200107,0,PM2.5,28.0
294216,20200107,1,PCA,-83.74022355414674
294216,20200107,1,PM2.5,19.0
294222,20200107,2,PCA,-92.35432983186381
294222,20200107,2,PM2.5,13.0
294228,20200107,3,PCA,-95.16671759738803
294228,20200107,3,PM2.5,11.0
294234,20200107,4,PCA,-95.96286453598944
294234,20200107,4,PM2.5,11.0
294240,20200107,5,PCA,-100.34980955202907
294240,20200107,5,PM2.5,6.0
294246,20200107,6,PCA,-98.92855400310847
294246,20200107,6,PM2.5,8.0
294252,20200107,7,PCA,-96.14077137829537
294252,20200107,7,PM2.5,13.0
294258,20200107,8,PCA,-99.49179307699788
294258,20200107,8,PM2.5,8.0
294264,20200107,9,PCA,-96.13067743540253
294264,20200107,9,PM2.5,4.0
294270,20200107,10,PCA,-88.66756791973727
294270,20200107,10,PM2.5,12.0
294276,20200107,11,PCA,-84.64264186989925
294276,20200107,11,PM2.5,18.0
294282,20200107,12,PCA,-89.18388878821159
294282,20200107,12,PM2.5,16.0
294288,20200107,13,PCA,-91.63229054339598
294288,20200107,13,PM2.5,15.0
294294,20200107,14,PCA,-89.39987827777071
294294,20200107,14,PM2.5,16.0
294300,20200107,15,PCA,-89.56716924206837
294300,20200107,15,PM2.5,17.0
294306,20200107,16,PCA,-93.45205221941578
294306,20200107,16,PM2.5,15.0
294312,20200107,17,PCA,-93.98837141566588
294312,20200107,17,PM2.5,14.0
294318,20200107,18,PCA,-93.67022528435248
294318,20200107,18,PM2.5,12.0
294324,20200107,19,PCA,-83.36326816040422
294324,20200107,19,PM2.5,18.0
294330,20200107,20,PCA,-85.97830007640233
294330,20200107,20,PM2.5,16.0
294336,20200107,21,PCA,-90.59691654661445
294336,20200107,21,PM2.5,12.0
294342,20200107,22,PCA,-91.5123042457697
294342,20200107,22,PM2.5,13.0
294348,20200107,23,PCA,-92.24562021572974
294348,20200107,23,PM2.5,14.0
294354,20200108,0,PCA,-93.9576457269535
294354,20200108,0,PM2.5,13.0
294360,20200108,1,PCA,-97.82810701521949
294360,20200108,1,PM2.5,10.0
294366,20200108,2,PCA,-99.08260124177575
294366,20200108,2,PM2.5,8.0
294372,20200108,3,PCA,-99.40429852055686
294372,20200108,3,PM2.5,7.0
294378,20200108,4,PCA,-97.64407962491227
294378,20200108,4,PM2.5,10.0
294384,20200108,5,PCA,-98.23906490291448
294384,20200108,5,PM2.5,10.0
294390,20200108,6,PCA,-100.794685200088
294390,20200108,6,PM2.5,6.0
294396,20200108,7,PCA,-93.85506867794712
294396,20200108,7,PM2.5,9.0
294402,20200108,8,PCA,-91.97439889770915
294402,20200108,8,PM2.5,12.0
294408,20200108,9,PCA,-92.62907013676354
294408,20200108,9,PM2.5,13.0
294414,20200108,10,PCA,-95.10519575374826
294414,20200108,10,PM2.5,13.0
294420,20200108,11,PCA,-97.39601880141996
294420,20200108,11,PM2.5,11.0
294426,20200108,12,PCA,-98.40529658334546
294426,20200108,12,PM2.5,9.0
294432,20200108,13,PCA,-97.60865877127698
294432,20200108,13,PM2.5,11.0
294438,20200108,14,PCA,-98.38679410486303
294438,20200108,14,PM2.5,10.0
294444,20200108,15,PCA,-98.28203348047911
294444,20200108,15,PM2.5,9.0
294450,20200108,16,PCA,-95.6502066913829
294450,20200108,16,PM2.5,13.0
294456,20200108,17,PCA,-94.65780851614402
294456,20200108,17,PM2.5,12.0
294462,20200108,18,PCA,-64.49457918822353
294462,20200108,18,PM2.5,18.0
294468,20200108,19,PCA,-54.095934599404536
294468,20200108,19,PM2.5,21.0
294474,20200108,20,PCA,-30.93394363921566
294474,20200108,20,PM2.5,42.0
294480,20200108,21,PCA,-31.14833654347897
294480,20200108,21,PM2.5,40.0
294486,20200108,22,PCA,-34.241432489002044
294486,20200108,22,PM2.5,29.0
294492,20200108,23,PCA,-52.95014998898232
294492,20200108,23,PM2.5,22.0
294498,20200109,0,PCA,-47.6712516477035
294498,20200109,0,PM2.5,22.0
294504,20200109,1,PCA,-37.44288846706816
294504,20200109,1,PM2.5,28.0
294510,20200109,2,PCA,-39.97947250477782
294510,20200109,2,PM2.5,29.0
294516,20200109,3,PCA,-65.78150670887652
294516,20200109,3,PM2.5,18.0
294522,20200109,4,PCA,-83.73223506092066
294522,20200109,4,PM2.5,12.0
294528,20200109,5,PCA,-85.47449602349005
294528,20200109,5,PM2.5,13.0
294534,20200109,6,PCA,-73.18109339076815
294534,20200109,6,PM2.5,15.0
294540,20200109,7,PCA,-69.45089107013183
294540,20200109,7,PM2.5,14.0
294546,20200109,8,PCA,-79.46354198778312
294546,20200109,8,PM2.5,12.0
294552,20200109,9,PCA,-79.30827324205018
294552,20200109,9,PM2.5,15.0
294558,20200109,10,PCA,-82.58142313235965
294558,20200109,10,PM2.5,16.0
294564,20200109,11,PCA,-63.37400623145585
294564,20200109,11,PM2.5,28.0
294570,20200109,12,PCA,-54.47743699916195
294570,20200109,12,PM2.5,33.0
294576,20200109,13,PCA,-52.179276035471425
294576,20200109,13,PM2.5,35.0
294582,20200109,14,PCA,-44.19067621235598
294582,20200109,14,PM2.5,40.0
294588,20200109,15,PCA,-75.57865464543036
294588,20200109,15,PM2.5,31.5
294594,20200109,16,PCA,-58.405486661391826
294594,20200109,16,PM2.5,23.0
294600,20200109,17,PCA,-50.47947021402996
294600,20200109,17,PM2.5,34.0
294606,20200109,18,PCA,-44.712341648711174
294606,20200109,18,PM2.5,38.0
294612,20200109,19,PCA,-27.35361101513069
294612,20200109,19,PM2.5,47.0
294618,20200109,20,PCA,-5.938182477199764
294618,20200109,20,PM2.5,61.0
294624,20200109,21,PCA,4.9057546464825705
294624,20200109,21,PM2.5,66.0
294630,20200109,22,PCA,6.584654998477215
294630,20200109,22,PM2.5,65.0
294636,20200109,23,PCA,-2.7335785997546327
294636,20200109,23,PM2.5,57.0
294642,20200110,0,PCA,-20.176447018653555
294642,20200110,0,PM2.5,44.0
294648,20200110,1,PCA,-14.241281951964625
294648,20200110,1,PM2.5,46.0
294654,20200110,2,PCA,-13.246209963981395
294654,20200110,2,PM2.5,49.0
294660,20200110,3,PCA,-14.161814194376042
294660,20200110,3,PM2.5,49.0
294666,20200110,4,PCA,-27.634294278518986
294666,20200110,4,PM2.5,42.0
294672,20200110,5,PCA,-50.00961084408189
294672,20200110,5,PM2.5,30.0
294678,20200110,6,PCA,-53.42159368284241
294678,20200110,6,PM2.5,28.0
294684,20200110,7,PCA,-42.61008612972655
294684,20200110,7,PM2.5,36.0
294690,20200110,8,PCA,-48.258093713015995
294690,20200110,8,PM2.5,34.0
294696,20200110,9,PCA,-57.98303494236478
294696,20200110,9,PM2.5,30.0
294702,20200110,10,PCA,-67.06383607707892
294702,20200110,10,PM2.5,27.0
294708,20200110,11,PCA,-79.89273901841607
294708,20200110,11,PM2.5,22.0
294714,20200110,12,PCA,-83.31614171934586
294714,20200110,12,PM2.5,21.0
294720,20200110,13,PCA,-83.28439551523306
294720,20200110,13,PM2.5,21.0
294726,20200110,14,PCA,-89.1831312320127
294726,20200110,14,PM2.5,18.0
294732,20200110,15,PCA,-94.93332651870477
294732,20200110,15,PM2.5,12.0
294738,20200110,16,PCA,-91.00303608870951
294738,20200110,16,PM2.5,16.0
294744,20200110,17,PCA,-96.95337315670068
294744,20200110,17,PM2.5,10.0
294750,20200110,18,PCA,-94.08279050426918
294750,20200110,18,PM2.5,13.0
294756,20200110,19,PCA,-91.8200700728362
294756,20200110,19,PM2.5,10.0
294762,20200110,20,PCA,-91.03873128457244
294762,20200110,20,PM2.5,14.0
294768,20200110,21,PCA,-92.30729289954236
294768,20200110,21,PM2.5,9.0
294774,20200110,22,PCA,-94.79798338628551
294774,20200110,22,PM2.5,8.0
294780,20200110,23,PCA,-93.28413261222269
294780,20200110,23,PM2.5,11.0
294786,20200111,0,PCA,-93.45456858410951
294786,20200111,0,PM2.5,10.0
294792,20200111,1,PCA,-94.02092160393966
294792,20200111,1,PM2.5,14.0
294798,20200111,2,PCA,-87.52191510696589
294798,20200111,2,PM2.5,13.0
294804,20200111,3,PCA,-89.49355246540185
294804,20200111,3,PM2.5,13.0
294810,20200111,4,PCA,-100.91902662934297
294810,20200111,4,PM2.5,5.0
294816,20200111,5,PCA,-95.13435765385364
294816,20200111,5,PM2.5,10.0
294822,20200111,6,PCA,-92.68990489041938
294822,20200111,6,PM2.5,9.0
294828,20200111,7,PCA,-96.0064481251762
294828,20200111,7,PM2.5,9.0
294834,20200111,8,PCA,-97.06291367959601
294834,20200111,8,PM2.5,8.0
294840,20200111,9,PCA,-94.20355403671662
294840,20200111,9,PM2.5,9.0
294846,20200111,10,PCA,-100.36654597803864
294846,20200111,10,PM2.5,5.0
294852,20200111,11,PCA,-96.37293370593493
294852,20200111,11,PM2.5,12.0
294858,20200111,12,PCA,-97.76332038546607
294858,20200111,12,PM2.5,11.0
294864,20200111,13,PCA,-99.66032045183508
294864,20200111,13,PM2.5,8.0
294870,20200111,14,PCA,-99.64584031566517
294870,20200111,14,PM2.5,8.0
294876,20200111,15,PCA,-97.10784516225067
294876,20200111,15,PM2.5,10.0
294882,20200111,16,PCA,-94.11095881157442
294882,20200111,16,PM2.5,10.0
294888,20200111,17,PCA,-92.36814916454975
294888,20200111,17,PM2.5,11.0
294894,20200111,18,PCA,-82.46025887128239
294894,20200111,18,PM2.5,14.0
294900,20200111,19,PCA,-76.68505707914905
294900,20200111,19,PM2.5,12.0
294906,20200111,20,PCA,-73.01556123496532
294906,20200111,20,PM2.5,11.0
294912,20200111,21,PCA,-89.20524702858164
294912,20200111,21,PM2.5,12.0
294918,20200111,22,PCA,-89.92493281165498
294918,20200111,22,PM2.5,9.0
294924,20200111,23,PCA,-87.29520486434784
294924,20200111,23,PM2.5,11.0
294930,20200112,0,PCA,-72.87925125908578
294930,20200112,0,PM2.5,13.0
294936,20200112,1,PCA,-66.38267098196857
294936,20200112,1,PM2.5,15.0
294942,20200112,2,PCA,-53.613056157401225
294942,20200112,2,PM2.5,20.0
294948,20200112,3,PCA,-46.50176725283396
294948,20200112,3,PM2.5,25.0
294954,20200112,4,PCA,-55.892984209688535
294954,20200112,4,PM2.5,24.0
294960,20200112,5,PCA,-85.25210324297456
294960,20200112,5,PM2.5,10.0
294966,20200112,6,PCA,-84.22475540894519
294966,20200112,6,PM2.5,12.0
294972,20200112,7,PCA,-80.02123542681733
294972,20200112,7,PM2.5,14.0
294978,20200112,8,PCA,-81.47334846210124
294978,20200112,8,PM2.5,13.0
294984,20200112,9,PCA,-84.4388363014547
294984,20200112,9,PM2.5,13.0
294990,20200112,10,PCA,-85.86033513095457
294990,20200112,10,PM2.5,16.0
294996,20200112,11,PCA,-89.37844616618918
294996,20200112,11,PM2.5,15.0
295002,20200112,12,PCA,-88.32334818385952
295002,20200112,12,PM2.5,16.0
295008,20200112,13,PCA,-78.44930582084145
295008,20200112,13,PM2.5,22.0
295014,20200112,14,PCA,-75.73699553390469
295014,20200112,14,PM2.5,24.0
295020,20200112,15,PCA,-75.15649039207239
295020,20200112,15,PM2.5,24.0
295026,20200112,16,PCA,-72.02078247597123
295026,20200112,16,PM2.5,25.0
295032,20200112,17,PCA,-71.79256914008181
295032,20200112,17,PM2.5,24.0
295038,20200112,18,PCA,-74.94025698583366
295038,20200112,18,PM2.5,20.0
295044,20200112,19,PCA,-78.9146749143226
295044,20200112,19,PM2.5,18.0
295050,20200112,20,PCA,-81.77273969957396
295050,20200112,20,PM2.5,19.0
295056,20200112,21,PCA,-84.00549965798925
295056,20200112,21,PM2.5,18.0
295062,20200112,22,PCA,-87.96522155516915
295062,20200112,22,PM2.5,16.0
295068,20200112,23,PCA,-92.59594497753449
295068,20200112,23,PM2.5,15.0
295074,20200113,0,PCA,-93.95737138472585
295074,20200113,0,PM2.5,14.0
295080,20200113,1,PCA,-76.72229572651668
295080,20200113,1,PM2.5,19.0
295086,20200113,2,PCA,-85.71745245475088
295086,20200113,2,PM2.5,15.0
295092,20200113,3,PCA,-94.41993062363235
295092,20200113,3,PM2.5,11.0
295098,20200113,4,PCA,-94.58854273205806
295098,20200113,4,PM2.5,10.0
295104,20200113,5,PCA,-88.37865226394318
295104,20200113,5,PM2.5,14.0
295110,20200113,6,PCA,-93.44159506165866
295110,20200113,6,PM2.5,13.0
295116,20200113,7,PCA,-88.2398306985183
295116,20200113,7,PM2.5,15.0
295122,20200113,8,PCA,-89.02166036024907
295122,20200113,8,PM2.5,9.0
295128,20200113,9,PCA,-86.95422432199328
295128,20200113,9,PM2.5,13.0
295134,20200113,10,PCA,-90.1011355690243
295134,20200113,10,PM2.5,14.0
295140,20200113,11,PCA,-99.15603670539926
295140,20200113,11,PM2.5,10.0
295146,20200113,12,PCA,-101.06735882378729
295146,20200113,12,PM2.5,7.0
295152,20200113,13,PCA,-97.1358319832525
295152,20200113,13,PM2.5,12.0
295158,20200113,14,PCA,-97.47275493527597
295158,20200113,14,PM2.5,12.0
295164,20200113,15,PCA,-97.54780975024757
295164,20200113,15,PM2.5,12.0
295170,20200113,16,PCA,-98.96906529916824
295170,20200113,16,PM2.5,10.0
295176,20200113,17,PCA,-98.8170584552014
295176,20200113,17,PM2.5,9.0
295182,20200113,18,PCA,-95.60847929950621
295182,20200113,18,PM2.5,7.0
295188,20200113,19,PCA,-92.55068548071203
295188,20200113,19,PM2.5,9.0
295194,20200113,20,PCA,-87.48989456062546
295194,20200113,20,PM2.5,14.0
295200,20200113,21,PCA,-86.78757925770577
295200,20200113,21,PM2.5,12.0
295206,20200113,22,PCA,-90.91604442486195
295206,20200113,22,PM2.5,10.0
295212,20200113,23,PCA,-89.84183683250608
295212,20200113,23,PM2.5,15.0
295218,20200114,0,PCA,-91.05125639573066
295218,20200114,0,PM2.5,13.0
295224,20200114,1,PCA,-93.04159722431426
295224,20200114,1,PM2.5,10.0
295230,20200114,2,PCA,-93.19332972605338
295230,20200114,2,PM2.5,12.0
295236,20200114,3,PCA,-91.07203902904511
295236,20200114,3,PM2.5,12.0
295242,20200114,4,PCA,-91.34710446376523
295242,20200114,4,PM2.5,11.0
295248,20200114,5,PCA,-89.74032981429221
295248,20200114,5,PM2.5,12.0
295254,20200114,6,PCA,-91.60516615364368
295254,20200114,6,PM2.5,12.0
295260,20200114,7,PCA,-92.8427420050471
295260,20200114,7,PM2.5,10.0
295266,20200114,8,PCA,-88.22636692120078
295266,20200114,8,PM2.5,11.0
295272,20200114,9,PCA,-83.14907514886602
295272,20200114,9,PM2.5,13.0
295278,20200114,10,PCA,-94.7691078475342
295278,20200114,10,PM2.5,7.0
295284,20200114,11,PCA,-95.02926360405326
295284,20200114,11,PM2.5,12.0
295290,20200114,12,PCA,-93.0564631856402
295290,20200114,12,PM2.5,14.0
295296,20200114,13,PCA,-85.4253756156933
295296,20200114,13,PM2.5,19.0
295302,20200114,14,PCA,-87.50510821474143
295302,20200114,14,PM2.5,18.0
295308,20200114,15,PCA,-73.87597754540182
295308,20200114,15,PM2.5,25.0
295314,20200114,16,PCA,-77.88636501198135
295314,20200114,16,PM2.5,20.0
295320,20200114,17,PCA,-73.29956457599671
295320,20200114,17,PM2.5,21.0
295326,20200114,18,PCA,-72.06293588943134
295326,20200114,18,PM2.5,21.0
295332,20200114,19,PCA,-68.34393753582518
295332,20200114,19,PM2.5,21.0
295338,20200114,20,PCA,-51.21729651542215
295338,20200114,20,PM2.5,27.0
295344,20200114,21,PCA,-58.49860386897151
295344,20200114,21,PM2.5,24.0
295350,20200114,22,PCA,-54.96266606221229
295350,20200114,22,PM2.5,30.0
295356,20200114,23,PCA,-52.7761324440797
295356,20200114,23,PM2.5,31.0
295362,20200115,0,PCA,-51.657484242536206
295362,20200115,0,PM2.5,32.0
295368,20200115,1,PCA,-40.43425070168319
295368,20200115,1,PM2.5,38.0
295374,20200115,2,PCA,-38.60275541669991
295374,20200115,2,PM2.5,36.0
295380,20200115,3,PCA,-24.56413820786593
295380,20200115,3,PM2.5,39.0
295386,20200115,4,PCA,-27.119340982134794
295386,20200115,4,PM2.5,38.0
295392,20200115,5,PCA,-26.168872462638436
295392,20200115,5,PM2.5,39.0
295398,20200115,6,PCA,-48.158724998966974
295398,20200115,6,PM2.5,29.0
295404,20200115,7,PCA,-65.83923764491702
295404,20200115,7,PM2.5,18.0
295410,20200115,8,PCA,-72.58428424930482
295410,20200115,8,PM2.5,15.0
295416,20200115,9,PCA,-73.14630181612853
295416,20200115,9,PM2.5,18.0
295422,20200115,10,PCA,-56.918922720862774
295422,20200115,10,PM2.5,27.0
295428,20200115,11,PCA,-51.01574713886593
295428,20200115,11,PM2.5,34.0
295434,20200115,12,PCA,-25.77170810146922
295434,20200115,12,PM2.5,51.0
295440,20200115,13,PCA,-23.32343750783543
295440,20200115,13,PM2.5,53.0
295446,20200115,14,PCA,-12.920712129615392
295446,20200115,14,PM2.5,58.0
295452,20200115,15,PCA,-3.28202904616809
295452,20200115,15,PM2.5,64.0
295458,20200115,16,PCA,-57.867394752534544
295458,20200115,16,PM2.5,56.5
295464,20200115,17,PCA,-19.360963827960923
295464,20200115,17,PM2.5,49.0
295470,20200115,18,PCA,19.049328012794984
295470,20200115,18,PM2.5,73.0
295476,20200115,19,PCA,22.123583915371054
295476,20200115,19,PM2.5,75.0
295482,20200115,20,PCA,31.360557417041488
295482,20200115,20,PM2.5,80.0
295488,20200115,21,PCA,35.23074436307985
295488,20200115,21,PM2.5,82.0
295494,20200115,22,PCA,33.562027462714944
295494,20200115,22,PM2.5,81.0
295500,20200115,23,PCA,34.81665285082184
295500,20200115,23,PM2.5,82.0
295506,20200116,0,PCA,79.19296372418228
295506,20200116,0,PM2.5,111.0
295512,20200116,1,PCA,139.96729417680822
295512,20200116,1,PM2.5,148.0
295518,20200116,2,PCA,77.33694326437039
295518,20200116,2,PM2.5,109.0
295524,20200116,3,PCA,-35.80346883222933
295524,20200116,3,PM2.5,40.0
295530,20200116,4,PCA,-71.75281655697036
295530,20200116,4,PM2.5,23.0
295536,20200116,5,PCA,-77.22516772114737
295536,20200116,5,PM2.5,21.0
295542,20200116,6,PCA,-84.81388182594704
295542,20200116,6,PM2.5,17.0
295548,20200116,7,PCA,-84.23577615463145
295548,20200116,7,PM2.5,14.0
295554,20200116,8,PCA,-81.42134799440669
295554,20200116,8,PM2.5,17.0
295560,20200116,9,PCA,-86.87758476759183
295560,20200116,9,PM2.5,15.0
295566,20200116,10,PCA,-84.52442098864556
295566,20200116,10,PM2.5,17.0
295572,20200116,11,PCA,-83.59162404087036
295572,20200116,11,PM2.5,18.0
295578,20200116,12,PCA,-94.15389632749068
295578,20200116,12,PM2.5,15.0
295584,20200116,13,PCA,-92.8552161553522
295584,20200116,13,PM2.5,16.0
295590,20200116,14,PCA,-93.56135694796725
295590,20200116,14,PM2.5,14.0
295596,20200116,15,PCA,-90.27322466499467
295596,20200116,15,PM2.5,17.0
295602,20200116,16,PCA,-71.5421243681471
295602,20200116,16,PM2.5,21.0
295608,20200116,17,PCA,-64.2222029325615
295608,20200116,17,PM2.5,23.0
295614,20200116,18,PCA,-51.30412411589898
295614,20200116,18,PM2.5,26.0
295620,20200116,19,PCA,14.247175699107622
295620,20200116,19,PM2.5,68.0
295626,20200116,20,PCA,61.36295713327596
295626,20200116,20,PM2.5,98.0
295632,20200116,21,PCA,67.34768315647591
295632,20200116,21,PM2.5,102.0
295638,20200116,22,PCA,82.34551797433912
295638,20200116,22,PM2.5,111.0
295644,20200116,23,PCA,109.8184520758892
295644,20200116,23,PM2.5,127.0
295650,20200117,0,PCA,103.83629057294316
295650,20200117,0,PM2.5,124.0
295656,20200117,1,PCA,105.5761246795557
295656,20200117,1,PM2.5,125.0
295662,20200117,2,PCA,76.18046177332413
295662,20200117,2,PM2.5,107.0
295668,20200117,3,PCA,57.32329628366268
295668,20200117,3,PM2.5,95.0
295674,20200117,4,PCA,45.50258077873596
295674,20200117,4,PM2.5,88.0
295680,20200117,5,PCA,32.563530819059956
295680,20200117,5,PM2.5,79.0
295686,20200117,6,PCA,23.630787536562444
295686,20200117,6,PM2.5,73.0
295692,20200117,7,PCA,9.303135356249832
295692,20200117,7,PM2.5,65.0
295698,20200117,8,PCA,-15.182782677750629
295698,20200117,8,PM2.5,51.0
295704,20200117,9,PCA,-28.748147232737246
295704,20200117,9,PM2.5,44.0
295710,20200117,10,PCA,-28.395051442633363
295710,20200117,10,PM2.5,45.0
295716,20200117,11,PCA,-24.477174467607515
295716,20200117,11,PM2.5,50.0
295722,20200117,12,PCA,-19.70863797609128
295722,20200117,12,PM2.5,54.0
295728,20200117,13,PCA,-5.106318841441286
295728,20200117,13,PM2.5,63.0
295734,20200117,14,PCA,-7.987214314203502
295734,20200117,14,PM2.5,61.0
295740,20200117,15,PCA,-3.825321624050114
295740,20200117,15,PM2.5,62.0
295746,20200117,16,PCA,8.548727365811624
295746,20200117,16,PM2.5,68.0
295752,20200117,17,PCA,15.967078849286892
295752,20200117,17,PM2.5,70.0
295758,20200117,18,PCA,15.371204853535184
295758,20200117,18,PM2.5,69.0
295764,20200117,19,PCA,14.241136789822407
295764,20200117,19,PM2.5,69.0
295770,20200117,20,PCA,26.03629998919996
295770,20200117,20,PM2.5,77.0
295776,20200117,21,PCA,46.65128490398932
295776,20200117,21,PM2.5,89.0
295782,20200117,22,PCA,91.20719532156615
295782,20200117,22,PM2.5,117.0
295788,20200117,23,PCA,179.10303700379532
295788,20200117,23,PM2.5,174.0
295794,20200118,0,PCA,216.01720520495073
