,date,hour,type,农展馆
295794,20200118,0,PM2.5,201.0
295800,20200118,1,PCA,205.20478637111566
295800,20200118,1,PM2.5,193.0
295806,20200118,2,PCA,87.99972187769976
295806,20200118,2,PM2.5,115.0
295812,20200118,3,PCA,61.56730190400812
295812,20200118,3,PM2.5,98.0
295818,20200118,4,PCA,53.69343612841339
295818,20200118,4,PM2.5,93.0
295824,20200118,5,PCA,42.69855846802654
295824,20200118,5,PM2.5,87.0
295830,20200118,6,PCA,-3.327991328309096
295830,20200118,6,PM2.5,58.0
295836,20200118,7,PCA,-25.904430149904616
295836,20200118,7,PM2.5,44.0
295842,20200118,8,PCA,-28.884997597476005
295842,20200118,8,PM2.5,42.0
295848,20200118,9,PCA,-50.698500472227884
295848,20200118,9,PM2.5,30.0
295854,20200118,10,PCA,-58.63700969689896
295854,20200118,10,PM2.5,26.0
295860,20200118,11,PCA,245.30268282735912
295860,20200118,11,PM2.5,223.0
295866,20200118,12,PCA,286.9117002771493
295866,20200118,12,PM2.5,254.0
295872,20200118,13,PCA,204.98126026226163
295872,20200118,13,PM2.5,196.0
295878,20200118,14,PCA,232.93115487194584
295878,20200118,14,PM2.5,217.0
295884,20200118,15,PCA,245.9981701228067
295884,20200118,15,PM2.5,228.0
295890,20200118,16,PCA,263.25546163016486
295890,20200118,16,PM2.5,242.0
295896,20200118,17,PCA,257.64033990881285
295896,20200118,17,PM2.5,237.0
295902,20200118,18,PCA,265.072967016345
295902,20200118,18,PM2.5,241.0
295908,20200118,19,PCA,274.7586070736736
295908,20200118,19,PM2.5,248.0
295914,20200118,20,PCA,288.1453770602701
295914,20200118,20,PM2.5,258.0
295920,20200118,21,PCA,260.08787744734053
295920,20200118,21,PM2.5,237.0
295926,20200118,22,PCA,68.34229223032557
295926,20200118,22,PM2.5,113.0
295932,20200118,23,PCA,-79.44994910152202
295932,20200118,23,PM2.5,20.0
295938,20200119,0,PCA,-88.2298815558918
295938,20200119,0,PM2.5,13.0
295944,20200119,1,PCA,-69.69048114753613
295944,20200119,1,PM2.5,17.0
295950,20200119,2,PCA,-60.83373984484827
295950,20200119,2,PM2.5,21.0
295956,20200119,3,PCA,-60.209265288673194
295956,20200119,3,PM2.5,19.0
295962,20200119,4,PCA,-61.599651968204334
295962,20200119,4,PM2.5,18.0
295968,20200119,5,PCA,-66.70923862910722
295968,20200119,5,PM2.5,14.0
295974,20200119,6,PCA,-61.753293066993066
295974,20200119,6,PM2.5,19.0
295980,20200119,7,PCA,-62.017619121650114
295980,20200119,7,PM2.5,15.0
295986,20200119,8,PCA,-58.489795193530284
295986,20200119,8,PM2.5,17.0
295992,20200119,9,PCA,-59.452776805058384
295992,20200119,9,PM2.5,18.0
295998,20200119,10,PCA,-54.526800011558066
295998,20200119,10,PM2.5,25.0
296004,20200119,11,PCA,-45.40620321295767
296004,20200119,11,PM2.5,36.0
296010,20200119,12,PCA,-27.321105544720858
296010,20200119,12,PM2.5,55.0
296016,20200119,13,PCA,-21.11121507660602
296016,20200119,13,PM2.5,59.0
296022,20200119,14,PCA,-17.48417789399796
296022,20200119,14,PM2.5,62.0
296028,20200119,15,PCA,-33.05661906747747
296028,20200119,15,PM2.5,52.0
296034,20200119,16,PCA,-41.04115012031827
296034,20200119,16,PM2.5,46.0
296040,20200119,17,PCA,-37.67721748530158
296040,20200119,17,PM2.5,48.0
296046,20200119,18,PCA,-47.19421868486465
296046,20200119,18,PM2.5,36.0
296052,20200119,19,PCA,-36.03512235330719
296052,20200119,19,PM2.5,37.0
296058,20200119,20,PCA,-33.940164081016675
296058,20200119,20,PM2.5,37.0
296064,20200119,21,PCA,-67.23223533791587
296064,20200119,21,PM2.5,18.0
296070,20200119,22,PCA,-93.73928122064831
296070,20200119,22,PM2.5,6.0
296076,20200119,23,PCA,-92.1758158181344
296076,20200119,23,PM2.5,6.0
296082,20200120,0,PCA,-94.80681894444734
296082,20200120,0,PM2.5,6.0
296088,20200120,1,PCA,-99.06158780984829
296088,20200120,1,PM2.5,7.0
296094,20200120,2,PCA,-97.47357093856338
296094,20200120,2,PM2.5,9.0
296100,20200120,3,PCA,-99.46242069300209
296100,20200120,3,PM2.5,4.0
296106,20200120,4,PCA,-98.45410497938846
296106,20200120,4,PM2.5,6.0
296112,20200120,5,PCA,-94.6618172271832
296112,20200120,5,PM2.5,7.0
296118,20200120,6,PCA,-93.94132745994888
296118,20200120,6,PM2.5,10.0
296124,20200120,7,PCA,-90.5173808497122
296124,20200120,7,PM2.5,7.0
296130,20200120,8,PCA,-86.15840728836065
296130,20200120,8,PM2.5,6.0
296136,20200120,9,PCA,-88.04036651497798
296136,20200120,9,PM2.5,8.0
296142,20200120,10,PCA,-94.73592487731686
296142,20200120,10,PM2.5,9.0
296148,20200120,11,PCA,-98.95651407477041
296148,20200120,11,PM2.5,4.0
296166,20200120,14,PCA,-99.1984416950348
296166,20200120,14,PM2.5,9.0
296172,20200120,15,PCA,-101.98059400921332
296172,20200120,15,PM2.5,5.0
296178,20200120,16,PCA,-100.4679062951277
296178,20200120,16,PM2.5,6.0
296184,20200120,17,PCA,-94.94524863736721
296184,20200120,17,PM2.5,9.0
296190,20200120,18,PCA,-83.21507369550864
296190,20200120,18,PM2.5,13.0
296196,20200120,19,PCA,-80.84451268706883
296196,20200120,19,PM2.5,14.0
296202,20200120,20,PCA,-76.67144405142575
296202,20200120,20,PM2.5,18.0
296208,20200120,21,PCA,-74.39178556621764
296208,20200120,21,PM2.5,19.0
296214,20200120,22,PCA,-69.40974378924741
296214,20200120,22,PM2.5,19.0
296220,20200120,23,PCA,-67.59036857448395
296220,20200120,23,PM2.5,22.0
296226,20200121,0,PCA,-67.07029556687662
296226,20200121,0,PM2.5,23.0
296232,20200121,1,PCA,-53.552649062417935
296232,20200121,1,PM2.5,31.0
296238,20200121,2,PCA,-47.986624346710094
296238,20200121,2,PM2.5,35.0
296244,20200121,3,PCA,-37.662474505381326
296244,20200121,3,PM2.5,42.0
296250,20200121,4,PCA,-22.410652284294255
296250,20200121,4,PM2.5,52.0
296256,20200121,5,PCA,-3.612968243572035
296256,20200121,5,PM2.5,63.0
296262,20200121,6,PCA,-0.26462035761387387
296262,20200121,6,PM2.5,64.0
296268,20200121,7,PCA,-14.64328516401587
296268,20200121,7,PM2.5,54.0
296274,20200121,8,PCA,-19.062002034567985
296274,20200121,8,PM2.5,50.0
296280,20200121,9,PCA,-36.622816992492965
296280,20200121,9,PM2.5,39.0
296286,20200121,10,PCA,-27.2411123922558
296286,20200121,10,PM2.5,45.0
296292,20200121,11,PCA,-18.489478770641604
296292,20200121,11,PM2.5,51.0
296298,20200121,12,PCA,-21.471785348085607
296298,20200121,12,PM2.5,50.0
296304,20200121,13,PCA,-14.464654075406575
296304,20200121,13,PM2.5,54.0
296310,20200121,14,PCA,-29.568088546750694
296310,20200121,14,PM2.5,50.0
296316,20200121,15,PCA,-52.82962366738544
296316,20200121,15,PM2.5,39.0
296322,20200121,16,PCA,-50.39768399598292
296322,20200121,16,PM2.5,40.0
296328,20200121,17,PCA,-53.51905495659121
296328,20200121,17,PM2.5,37.0
296334,20200121,18,PCA,-54.8187550080298
296334,20200121,18,PM2.5,36.0
296340,20200121,19,PCA,-46.073856946038994
296340,20200121,19,PM2.5,39.0
296346,20200121,20,PCA,-32.72509689223366
296346,20200121,20,PM2.5,45.0
296352,20200121,21,PCA,-23.30227213679489
296352,20200121,21,PM2.5,50.0
296358,20200121,22,PCA,-16.769591160036462
296358,20200121,22,PM2.5,54.0
296364,20200121,23,PCA,-15.638730495188812
296364,20200121,23,PM2.5,52.0
296370,20200122,0,PCA,-11.388454530844905
296370,20200122,0,PM2.5,53.0
296376,20200122,1,PCA,-3.2822707649672695
296376,20200122,1,PM2.5,58.0
296382,20200122,2,PCA,9.211761002073048
296382,20200122,2,PM2.5,66.0
296388,20200122,3,PCA,4.501746312691696
296388,20200122,3,PM2.5,64.0
296394,20200122,4,PCA,0.18836503747876254
296394,20200122,4,PM2.5,61.0
296400,20200122,5,PCA,-11.912636349393706
296400,20200122,5,PM2.5,54.0
296406,20200122,6,PCA,-10.199806854008992
296406,20200122,6,PM2.5,55.0
296412,20200122,7,PCA,-19.510382864972403
296412,20200122,7,PM2.5,51.0
296418,20200122,8,PCA,-19.661944800594327
296418,20200122,8,PM2.5,50.0
296424,20200122,9,PCA,-9.534046195903016
296424,20200122,9,PM2.5,58.0
296430,20200122,10,PCA,-25.487295638260562
296430,20200122,10,PM2.5,50.0
296436,20200122,11,PCA,-20.971732187048048
296436,20200122,11,PM2.5,54.0
296442,20200122,12,PCA,-21.52062228631815
296442,20200122,12,PM2.5,55.0
296448,20200122,13,PCA,-29.56577444592281
296448,20200122,13,PM2.5,51.0
296454,20200122,14,PCA,-19.731103085039557
296454,20200122,14,PM2.5,57.0
296460,20200122,15,PCA,-13.372049515719187
296460,20200122,15,PM2.5,60.0
296466,20200122,16,PCA,-0.6930282900597827
296466,20200122,16,PM2.5,68.0
296472,20200122,17,PCA,-3.7230982470536462
296472,20200122,17,PM2.5,65.0
296478,20200122,18,PCA,2.838315087779074
296478,20200122,18,PM2.5,66.0
296484,20200122,19,PCA,14.093210099156403
296484,20200122,19,PM2.5,71.0
296490,20200122,20,PCA,33.52078201260888
296490,20200122,20,PM2.5,86.0
296496,20200122,21,PCA,33.95110417393554
296496,20200122,21,PM2.5,87.0
296502,20200122,22,PCA,33.48046032518832
296502,20200122,22,PM2.5,88.0
296508,20200122,23,PCA,43.61634805920598
296508,20200122,23,PM2.5,90.0
296514,20200123,0,PCA,35.832148396303424
296514,20200123,0,PM2.5,84.0
296520,20200123,1,PCA,35.279680863065636
296520,20200123,1,PM2.5,82.0
296526,20200123,2,PCA,37.76636039052239
296526,20200123,2,PM2.5,84.0
296532,20200123,3,PCA,34.05124056245143
296532,20200123,3,PM2.5,82.0
296538,20200123,4,PCA,34.223044106428375
296538,20200123,4,PM2.5,83.0
296544,20200123,5,PCA,8.011941569162307
296544,20200123,5,PM2.5,70.0
296550,20200123,6,PCA,0.06279196539021567
296550,20200123,6,PM2.5,67.0
296556,20200123,7,PCA,5.21540151189815
296556,20200123,7,PM2.5,68.0
296562,20200123,8,PCA,-9.1773843548576
296562,20200123,8,PM2.5,60.0
296568,20200123,9,PCA,-8.598404869266323
296568,20200123,9,PM2.5,60.0
296574,20200123,10,PCA,-9.031980433680491
296574,20200123,10,PM2.5,62.0
296580,20200123,11,PCA,-40.0273084504717
296580,20200123,11,PM2.5,46.0
296586,20200123,12,PCA,-62.201206783529116
296586,20200123,12,PM2.5,34.0
296592,20200123,13,PCA,-73.36364911434099
296592,20200123,13,PM2.5,29.0
296598,20200123,14,PCA,-89.83705629789439
296598,20200123,14,PM2.5,19.0
296604,20200123,15,PCA,-85.52367502268147
296604,20200123,15,PM2.5,22.0
296610,20200123,16,PCA,-80.99738421053226
296610,20200123,16,PM2.5,20.0
296616,20200123,17,PCA,-91.09107932960586
296616,20200123,17,PM2.5,15.0
296622,20200123,18,PCA,-93.33995367901298
296622,20200123,18,PM2.5,14.0
296628,20200123,19,PCA,-89.38015906737103
296628,20200123,19,PM2.5,14.0
296634,20200123,20,PCA,-83.67584242817163
296634,20200123,20,PM2.5,20.0
296640,20200123,21,PCA,-48.9455293078853
296640,20200123,21,PM2.5,33.0
296646,20200123,22,PCA,18.68847881239949
296646,20200123,22,PM2.5,85.0
296652,20200123,23,PCA,21.090928569528838
296652,20200123,23,PM2.5,87.0
296658,20200124,0,PCA,20.619611898171257
296658,20200124,0,PM2.5,87.0
296664,20200124,1,PCA,66.70816417789452
296664,20200124,1,PM2.5,117.0
296670,20200124,2,PCA,99.66022527872691
296670,20200124,2,PM2.5,136.0
296676,20200124,3,PCA,94.02681761013183
296676,20200124,3,PM2.5,131.0
296682,20200124,4,PCA,46.27971939970712
296682,20200124,4,PM2.5,101.0
296688,20200124,5,PCA,34.18120331588001
296688,20200124,5,PM2.5,93.0
296694,20200124,6,PCA,2.6075936578497325
296694,20200124,6,PM2.5,74.0
296700,20200124,7,PCA,-24.435527504453255
296700,20200124,7,PM2.5,57.0
296706,20200124,8,PCA,-33.50703390528714
296706,20200124,8,PM2.5,51.0
296712,20200124,9,PCA,-31.385576162609453
296712,20200124,9,PM2.5,52.0
296718,20200124,10,PCA,-40.34545521788538
296718,20200124,10,PM2.5,47.0
296724,20200124,11,PCA,-64.99862417551665
296724,20200124,11,PM2.5,33.0
296730,20200124,12,PCA,-87.48172159879726
296730,20200124,12,PM2.5,20.0
296736,20200124,13,PCA,-72.87444497612312
296736,20200124,13,PM2.5,29.0
296742,20200124,14,PCA,-64.26243690409483
296742,20200124,14,PM2.5,34.0
296748,20200124,15,PCA,-40.89051194738185
296748,20200124,15,PM2.5,50.0
296754,20200124,16,PCA,-39.52908554019052
296754,20200124,16,PM2.5,51.0
296760,20200124,17,PCA,-38.82627936380375
296760,20200124,17,PM2.5,51.0
296766,20200124,18,PCA,-27.56823934483728
296766,20200124,18,PM2.5,58.0
296772,20200124,19,PCA,-9.627408719169127
296772,20200124,19,PM2.5,69.0
296778,20200124,20,PCA,-3.9082839296320446
296778,20200124,20,PM2.5,71.0
296784,20200124,21,PCA,-2.3640665426730094
296784,20200124,21,PM2.5,71.0
296790,20200124,22,PCA,33.184751909940594
296790,20200124,22,PM2.5,94.0
296796,20200124,23,PCA,13.68439285438225
296796,20200124,23,PM2.5,82.0
296802,20200125,0,PCA,20.888133803414636
296802,20200125,0,PM2.5,86.0
296808,20200125,1,PCA,-29.43342837270964
296808,20200125,1,PM2.5,55.0
296814,20200125,2,PCA,-49.6079076745426
296814,20200125,2,PM2.5,42.0
296820,20200125,3,PCA,-27.858268765798805
296820,20200125,3,PM2.5,55.0
296826,20200125,4,PCA,157.90181089736336
296826,20200125,4,PM2.5,166.0
296832,20200125,5,PCA,203.5797387148081
296832,20200125,5,PM2.5,199.0
296838,20200125,6,PCA,207.285610236961
296838,20200125,6,PM2.5,202.0
296844,20200125,7,PCA,174.96621028540514
296844,20200125,7,PM2.5,183.0
296850,20200125,8,PCA,123.06362261797413
296850,20200125,8,PM2.5,147.0
296856,20200125,9,PCA,86.03162540807004
296856,20200125,9,PM2.5,125.0
296862,20200125,10,PCA,48.43217717332487
296862,20200125,10,PM2.5,102.0
296868,20200125,11,PCA,34.37435923358086
296868,20200125,11,PM2.5,95.0
296874,20200125,12,PCA,26.822217659367475
296874,20200125,12,PM2.5,92.0
296880,20200125,13,PCA,30.617218628883574
296880,20200125,13,PM2.5,95.0
296886,20200125,14,PCA,28.660533237562653
296886,20200125,14,PM2.5,94.0
296892,20200125,15,PCA,37.07239952829186
296892,20200125,15,PM2.5,99.0
296898,20200125,16,PCA,34.6382035670497
296898,20200125,16,PM2.5,97.0
296904,20200125,17,PCA,40.66534948335896
296904,20200125,17,PM2.5,100.0
296910,20200125,18,PCA,45.11842902261988
296910,20200125,18,PM2.5,102.0
296916,20200125,19,PCA,92.73080251724399
296916,20200125,19,PM2.5,128.0
296922,20200125,20,PCA,128.17036266926823
296922,20200125,20,PM2.5,148.0
296928,20200125,21,PCA,138.24074686915847
296928,20200125,21,PM2.5,157.0
296934,20200125,22,PCA,158.1258237807784
296934,20200125,22,PM2.5,171.0
296940,20200125,23,PCA,167.30453670447503
296940,20200125,23,PM2.5,177.0
296946,20200126,0,PCA,160.13943722291904
296946,20200126,0,PM2.5,167.0
296952,20200126,1,PCA,139.45355761234134
296952,20200126,1,PM2.5,149.0
296958,20200126,2,PCA,152.90685887494377
296958,20200126,2,PM2.5,158.0
296964,20200126,3,PCA,136.43468746582963
296964,20200126,3,PM2.5,148.0
296970,20200126,4,PCA,109.46064961782018
296970,20200126,4,PM2.5,134.0
296976,20200126,5,PCA,32.62220516402344
296976,20200126,5,PM2.5,92.0
296982,20200126,6,PCA,16.54621087770676
296982,20200126,6,PM2.5,81.0
296988,20200126,7,PCA,38.267967840499395
296988,20200126,7,PM2.5,95.0
296994,20200126,8,PCA,4.213839764329613
296994,20200126,8,PM2.5,71.0
297000,20200126,9,PCA,41.368784544898595
297000,20200126,9,PM2.5,94.0
297006,20200126,10,PCA,167.74067572746753
297006,20200126,10,PM2.5,177.0
297012,20200126,11,PCA,188.78497494340988
297012,20200126,11,PM2.5,193.0
297018,20200126,12,PCA,174.9798557017419
297018,20200126,12,PM2.5,185.0
297024,20200126,13,PCA,167.14219641533094
297024,20200126,13,PM2.5,181.0
297030,20200126,14,PCA,163.64907409771632
297030,20200126,14,PM2.5,179.0
297036,20200126,15,PCA,160.75441773935668
297036,20200126,15,PM2.5,176.0
297042,20200126,16,PCA,166.3108619959305
297042,20200126,16,PM2.5,180.0
297048,20200126,17,PCA,173.71874078207458
297048,20200126,17,PM2.5,185.0
297054,20200126,18,PCA,179.82793939608007
297054,20200126,18,PM2.5,189.0
297060,20200126,19,PCA,189.9684942734802
297060,20200126,19,PM2.5,197.0
297066,20200126,20,PCA,220.21172352038144
297066,20200126,20,PM2.5,219.0
297072,20200126,21,PCA,236.17282015864663
297072,20200126,21,PM2.5,231.0
297078,20200126,22,PCA,246.85163787428237
297078,20200126,22,PM2.5,237.0
297084,20200126,23,PCA,247.4649555274897
297084,20200126,23,PM2.5,235.0
297090,20200127,0,PCA,255.4935877923242
297090,20200127,0,PM2.5,239.0
297096,20200127,1,PCA,248.18442001161768
297096,20200127,1,PM2.5,229.0
297102,20200127,2,PCA,234.47012688501124
297102,20200127,2,PM2.5,220.0
297108,20200127,3,PCA,214.00374084739795
297108,20200127,3,PM2.5,206.0
297114,20200127,4,PCA,208.6509196894763
297114,20200127,4,PM2.5,202.0
297120,20200127,5,PCA,154.8905651809404
297120,20200127,5,PM2.5,170.0
297126,20200127,6,PCA,105.21372159085374
297126,20200127,6,PM2.5,138.0
297132,20200127,7,PCA,89.41274195166446
297132,20200127,7,PM2.5,128.0
297138,20200127,8,PCA,82.28622737385484
297138,20200127,8,PM2.5,124.0
297144,20200127,9,PCA,78.15279333564837
297144,20200127,9,PM2.5,120.0
297150,20200127,10,PCA,84.1622676802365
297150,20200127,10,PM2.5,123.0
297156,20200127,11,PCA,96.63123035569888
297156,20200127,11,PM2.5,133.0
297162,20200127,12,PCA,101.4323903860513
297162,20200127,12,PM2.5,136.0
297168,20200127,13,PCA,118.22716269516985
297168,20200127,13,PM2.5,146.0
297174,20200127,14,PCA,155.61032144772855
297174,20200127,14,PM2.5,169.0
297180,20200127,15,PCA,170.54176817026277
297180,20200127,15,PM2.5,181.0
297186,20200127,16,PCA,152.6966926807998
297186,20200127,16,PM2.5,171.0
297192,20200127,17,PCA,126.47964016164964
297192,20200127,17,PM2.5,153.0
297198,20200127,18,PCA,121.27684390008274
297198,20200127,18,PM2.5,148.0
297204,20200127,19,PCA,156.37237696497638
297204,20200127,19,PM2.5,174.0
297210,20200127,20,PCA,165.9046181051554
297210,20200127,20,PM2.5,182.0
297216,20200127,21,PCA,149.46362931222487
297216,20200127,21,PM2.5,172.0
297222,20200127,22,PCA,172.6633872895142
297222,20200127,22,PM2.5,183.0
297228,20200127,23,PCA,177.3746716993306
297228,20200127,23,PM2.5,186.0
297234,20200128,0,PCA,166.12973222531747
297234,20200128,0,PM2.5,176.0
297240,20200128,1,PCA,134.23416342824478
297240,20200128,1,PM2.5,152.0
297246,20200128,2,PCA,138.099597398372
297246,20200128,2,PM2.5,152.0
297252,20200128,3,PCA,126.11943335734922
297252,20200128,3,PM2.5,142.0
297258,20200128,4,PCA,119.24152765138695
297258,20200128,4,PM2.5,140.0
297264,20200128,5,PCA,139.36120512962944
297264,20200128,5,PM2.5,155.0
297270,20200128,6,PCA,153.90293820245157
297270,20200128,6,PM2.5,162.0
297276,20200128,7,PCA,138.31499637740177
297276,20200128,7,PM2.5,151.0
297282,20200128,8,PCA,132.16947149568793
297282,20200128,8,PM2.5,149.0
297288,20200128,9,PCA,138.5933230777878
297288,20200128,9,PM2.5,155.0
297294,20200128,10,PCA,158.6733683875436
297294,20200128,10,PM2.5,169.0
297300,20200128,11,PCA,165.49573811586902
297300,20200128,11,PM2.5,176.0
297306,20200128,12,PCA,211.20720159205203
297306,20200128,12,PM2.5,214.0
297312,20200128,13,PCA,231.22823376336598
297312,20200128,13,PM2.5,230.0
297318,20200128,14,PCA,237.36419329994467
297318,20200128,14,PM2.5,233.0
297324,20200128,15,PCA,219.65375192604768
297324,20200128,15,PM2.5,223.0
297330,20200128,16,PCA,193.01011034218178
297330,20200128,16,PM2.5,206.0
297336,20200128,17,PCA,160.7592008481917
297336,20200128,17,PM2.5,182.0
297342,20200128,18,PCA,141.7388858789693
297342,20200128,18,PM2.5,168.0
297348,20200128,19,PCA,143.82413955397072
297348,20200128,19,PM2.5,169.0
297354,20200128,20,PCA,176.54662804241968
297354,20200128,20,PM2.5,191.0
297360,20200128,21,PCA,189.27788692168184
297360,20200128,21,PM2.5,200.0
297366,20200128,22,PCA,189.51031157242264
297366,20200128,22,PM2.5,199.0
297372,20200128,23,PCA,206.63596423801383
297372,20200128,23,PM2.5,205.0
297378,20200129,0,PCA,233.47996413441817
297378,20200129,0,PM2.5,223.0
297384,20200129,1,PCA,244.92349110079084
297384,20200129,1,PM2.5,226.0
297390,20200129,2,PCA,231.960776026395
297390,20200129,2,PM2.5,217.0
297396,20200129,3,PCA,214.89673742426763
297396,20200129,3,PM2.5,208.0
297402,20200129,4,PCA,216.57388897346164
297402,20200129,4,PM2.5,212.0
297408,20200129,5,PCA,164.70629917819053
297408,20200129,5,PM2.5,177.0
297414,20200129,6,PCA,132.10870368779928
297414,20200129,6,PM2.5,153.0
297420,20200129,7,PCA,33.230543402337254
297420,20200129,7,PM2.5,92.0
297426,20200129,8,PCA,2.224686496815864
297426,20200129,8,PM2.5,70.0
297432,20200129,9,PCA,12.886636624891501
297432,20200129,9,PM2.5,76.0
297438,20200129,10,PCA,47.50154848937799
297438,20200129,10,PM2.5,100.0
297444,20200129,11,PCA,-33.94459177134695
297444,20200129,11,PM2.5,51.0
297450,20200129,12,PCA,-72.07271299809996
297450,20200129,12,PM2.5,29.0
297456,20200129,13,PCA,-77.0378477829434
297456,20200129,13,PM2.5,27.0
297462,20200129,14,PCA,-65.82528793108692
297462,20200129,14,PM2.5,34.0
297468,20200129,15,PCA,-71.48357508262075
297468,20200129,15,PM2.5,31.0
297474,20200129,16,PCA,-81.22614145572857
297474,20200129,16,PM2.5,25.0
297480,20200129,17,PCA,-84.42133082076897
297480,20200129,17,PM2.5,23.0
297486,20200129,18,PCA,-90.48119639252907
297486,20200129,18,PM2.5,18.0
297492,20200129,19,PCA,-93.11465743644723
297492,20200129,19,PM2.5,14.0
297498,20200129,20,PCA,-89.29313506967452
297498,20200129,20,PM2.5,16.0
297504,20200129,21,PCA,-83.49793558586569
297504,20200129,21,PM2.5,18.0
297510,20200129,22,PCA,-54.58944844227788
297510,20200129,22,PM2.5,34.0
297516,20200129,23,PCA,-32.57420829987123
297516,20200129,23,PM2.5,49.0
297522,20200130,0,PCA,-20.520635717825204
297522,20200130,0,PM2.5,56.0
297528,20200130,1,PCA,-22.896034435764623
297528,20200130,1,PM2.5,52.0
297534,20200130,2,PCA,-0.0780538190607956
297534,20200130,2,PM2.5,65.0
297540,20200130,3,PCA,13.124978022929943
297540,20200130,3,PM2.5,74.0
297546,20200130,4,PCA,11.272712586598477
