,date,hour,type,怀柔
91758,20160112,6,PM2.5,16.0
91764,20160112,7,PCA,-70.15918344490808
91764,20160112,7,PM2.5,13.0
91770,20160112,8,PCA,-57.93345283107949
91770,20160112,8,PM2.5,28.0
91776,20160112,9,PCA,-61.545103685264046
91776,20160112,9,PM2.5,24.0
91782,20160112,10,PCA,-64.61522380162783
91782,20160112,10,PM2.5,20.0
91788,20160112,11,PCA,-69.93923884949808
91788,20160112,11,PM2.5,14.0
91794,20160112,12,PCA,-69.68023184859682
91794,20160112,12,PM2.5,14.0
91800,20160112,13,PCA,-74.10429616100402
91800,20160112,13,PM2.5,8.0
91806,20160112,14,PCA,-71.881394632718
91806,20160112,14,PM2.5,10.0
91812,20160112,15,PCA,-67.11621275097063
91812,20160112,15,PM2.5,17.0
91818,20160112,16,PCA,-64.64850956669518
91818,20160112,16,PM2.5,19.0
91824,20160112,17,PCA,-66.78144749146676
91824,20160112,17,PM2.5,14.0
91830,20160112,18,PCA,-56.66661760702658
91830,20160112,18,PM2.5,26.0
91836,20160112,19,PCA,-56.18956671929679
91836,20160112,19,PM2.5,30.0
91842,20160112,20,PCA,-73.10665620077093
91842,20160112,20,PM2.5,8.0
91848,20160112,21,PCA,-74.57552977875574
91848,20160112,21,PM2.5,6.0
91854,20160112,22,PCA,-73.25674424919296
91854,20160112,22,PM2.5,8.0
91860,20160112,23,PCA,-70.65587097725579
91860,20160112,23,PM2.5,12.0
91866,20160113,0,PCA,-53.235251534189416
91866,20160113,0,PM2.5,31.0
91872,20160113,1,PCA,-47.82633533695667
91872,20160113,1,PM2.5,36.0
91878,20160113,2,PCA,-44.274382916638885
91878,20160113,2,PM2.5,44.0
91884,20160113,3,PCA,-58.08684867844044
91884,20160113,3,PM2.5,27.0
91890,20160113,4,PCA,-51.53094156277506
91890,20160113,4,PM2.5,33.0
91896,20160113,5,PCA,-52.6245954766772
91896,20160113,5,PM2.5,30.0
91902,20160113,6,PCA,-60.19820876511782
91902,20160113,6,PM2.5,18.0
91908,20160113,7,PCA,-55.43279925992378
91908,20160113,7,PM2.5,24.0
91914,20160113,8,PCA,-51.97776399309525
91914,20160113,8,PM2.5,24.0
91920,20160113,9,PCA,-52.87485331986295
91920,20160113,9,PM2.5,27.0
91926,20160113,10,PCA,-64.36420834331489
91926,20160113,10,PM2.5,12.0
91932,20160113,11,PCA,-65.50516424510454
91932,20160113,11,PM2.5,12.0
91938,20160113,12,PCA,-57.310374526453586
91938,20160113,12,PM2.5,23.0
91944,20160113,13,PCA,-63.90643769201911
91944,20160113,13,PM2.5,14.0
91950,20160113,14,PCA,-60.195985932082046
91950,20160113,14,PM2.5,18.0
91956,20160113,15,PCA,-62.36351301951344
91956,20160113,15,PM2.5,16.0
91962,20160113,16,PCA,-64.92826560235903
91962,20160113,16,PM2.5,13.0
91968,20160113,17,PCA,-61.83960637747669
91968,20160113,17,PM2.5,15.0
91974,20160113,18,PCA,-54.099296682231454
91974,20160113,18,PM2.5,23.0
91980,20160113,19,PCA,-58.63938636361813
91980,20160113,19,PM2.5,18.0
91986,20160113,20,PCA,-48.11607141722708
91986,20160113,20,PM2.5,33.0
91992,20160113,21,PCA,-35.50001487708978
91992,20160113,21,PM2.5,48.0
91998,20160113,22,PCA,-21.800661595168283
91998,20160113,22,PM2.5,66.0
92004,20160113,23,PCA,-24.644288392583906
92004,20160113,23,PM2.5,61.0
92010,20160114,0,PCA,-23.72149619716679
92010,20160114,0,PM2.5,60.0
92016,20160114,1,PCA,-48.95320352771297
92016,20160114,1,PM2.5,27.0
92022,20160114,2,PCA,-44.35160085302741
92022,20160114,2,PM2.5,34.0
92028,20160114,3,PCA,-43.22741371059893
92028,20160114,3,PM2.5,34.0
92034,20160114,4,PCA,-59.014897498278685
92034,20160114,4,PM2.5,14.0
92040,20160114,5,PCA,-59.242851972859384
92040,20160114,5,PM2.5,15.0
92046,20160114,6,PCA,-54.180626912538145
92046,20160114,6,PM2.5,19.0
92052,20160114,7,PCA,-44.48887505053311
92052,20160114,7,PM2.5,29.0
92058,20160114,8,PCA,-39.76188265825305
92058,20160114,8,PM2.5,33.0
92064,20160114,9,PCA,-33.756302039147485
92064,20160114,9,PM2.5,42.0
92070,20160114,10,PCA,-23.078410540248623
92070,20160114,10,PM2.5,54.0
92076,20160114,11,PCA,-30.869838877816854
92076,20160114,11,PM2.5,44.0
92082,20160114,12,PCA,-23.85069682429152
92082,20160114,12,PM2.5,49.0
92088,20160114,13,PCA,-19.104490047428794
92088,20160114,13,PM2.5,52.0
92094,20160114,14,PCA,-19.42548636693922
92094,20160114,14,PM2.5,56.0
92100,20160114,15,PCA,-48.831985502121086
92100,20160114,15,PM2.5,16.0
92106,20160114,16,PCA,-56.557912843887266
92106,20160114,16,PM2.5,4.0
92112,20160114,17,PCA,-51.58909840209321
92112,20160114,17,PM2.5,11.0
92118,20160114,18,PCA,-48.80668797464783
92118,20160114,18,PM2.5,14.0
92124,20160114,19,PCA,-37.54970200248027
92124,20160114,19,PM2.5,28.0
92130,20160114,20,PCA,-9.969049334593649
92130,20160114,20,PM2.5,67.0
92136,20160114,21,PCA,-24.886154352363835
92136,20160114,21,PM2.5,44.0
92142,20160114,22,PCA,-25.804483747247225
92142,20160114,22,PM2.5,47.0
92148,20160114,23,PCA,-30.758139786711666
92148,20160114,23,PM2.5,42.0
92154,20160115,0,PCA,-26.185389458414786
92154,20160115,0,PM2.5,49.0
92160,20160115,1,PCA,-28.821052623235175
92160,20160115,1,PM2.5,45.0
92166,20160115,2,PCA,-18.86509747457571
92166,20160115,2,PM2.5,57.0
92172,20160115,3,PCA,-14.510860327301415
92172,20160115,3,PM2.5,63.0
92178,20160115,4,PCA,-15.230684039457058
92178,20160115,4,PM2.5,58.0
92184,20160115,5,PCA,-21.169391371473303
92184,20160115,5,PM2.5,46.0
92190,20160115,6,PCA,-27.806752669908605
92190,20160115,6,PM2.5,33.0
92196,20160115,7,PCA,-29.176668955018133
92196,20160115,7,PM2.5,32.0
92202,20160115,8,PCA,-24.827122231724246
92202,20160115,8,PM2.5,37.0
92208,20160115,9,PCA,-20.008110111937487
92208,20160115,9,PM2.5,44.0
92214,20160115,10,PCA,-14.920040118871219
92214,20160115,10,PM2.5,53.0
92220,20160115,11,PCA,-30.672884129011734
92220,20160115,11,PM2.5,33.0
92226,20160115,12,PCA,-34.481060106610634
92226,20160115,12,PM2.5,28.0
92232,20160115,13,PCA,-34.6146065621457
92232,20160115,13,PM2.5,30.0
92238,20160115,14,PCA,-32.93557064873831
92238,20160115,14,PM2.5,33.0
92244,20160115,15,PCA,-22.89109309015122
92244,20160115,15,PM2.5,44.0
92250,20160115,16,PCA,-15.057337398471327
92250,20160115,16,PM2.5,52.0
92256,20160115,17,PCA,2.668856022940306
92256,20160115,17,PM2.5,70.0
92262,20160115,18,PCA,12.967220890833364
92262,20160115,18,PM2.5,76.0
92268,20160115,19,PCA,75.05707910148796
92268,20160115,19,PM2.5,162.0
92274,20160115,20,PCA,59.173231933608655
92274,20160115,20,PM2.5,136.0
92280,20160115,21,PCA,46.853843067340335
92280,20160115,21,PM2.5,115.0
92286,20160115,22,PCA,113.07477042783614
92286,20160115,22,PM2.5,200.0
92292,20160115,23,PCA,157.68048190536604
92292,20160115,23,PM2.5,256.0
92298,20160116,0,PCA,112.98533214604254
92298,20160116,0,PM2.5,187.0
92304,20160116,1,PCA,111.82152439976815
92304,20160116,1,PM2.5,178.0
92310,20160116,2,PCA,115.12331974938601
92310,20160116,2,PM2.5,177.0
92316,20160116,3,PCA,107.32948433607098
92316,20160116,3,PM2.5,160.0
92322,20160116,4,PCA,107.00410165557732
92322,20160116,4,PM2.5,153.0
92328,20160116,5,PCA,111.46046083472045
92328,20160116,5,PM2.5,153.0
92334,20160116,6,PCA,114.57356245442294
92334,20160116,6,PM2.5,152.0
92340,20160116,7,PCA,111.55691408783515
92340,20160116,7,PM2.5,141.0
92346,20160116,8,PCA,111.0484833952662
92346,20160116,8,PM2.5,134.0
92352,20160116,9,PCA,97.80069074620603
92352,20160116,9,PM2.5,108.0
92358,20160116,10,PCA,103.76355144398963
92358,20160116,10,PM2.5,113.0
92364,20160116,11,PCA,109.99349072981626
92364,20160116,11,PM2.5,116.0
92370,20160116,12,PCA,102.71749154045098
92370,20160116,12,PM2.5,103.0
92376,20160116,13,PCA,99.52944981705394
92376,20160116,13,PM2.5,96.0
92382,20160116,14,PCA,106.51635117530557
92382,20160116,14,PM2.5,101.0
92388,20160116,15,PCA,111.09562272233751
92388,20160116,15,PM2.5,103.0
92394,20160116,16,PCA,116.19739082762555
92394,20160116,16,PM2.5,108.0
92400,20160116,17,PCA,124.69273301099388
92400,20160116,17,PM2.5,115.0
92406,20160116,18,PCA,130.28049696414988
92406,20160116,18,PM2.5,119.0
92412,20160116,19,PCA,141.08032206996768
92412,20160116,19,PM2.5,136.0
92418,20160116,20,PCA,142.28959179303465
92418,20160116,20,PM2.5,138.0
92424,20160116,21,PCA,146.79004207702062
92424,20160116,21,PM2.5,143.0
92430,20160116,22,PCA,140.10858581479465
92430,20160116,22,PM2.5,139.0
92436,20160116,23,PCA,128.6609022737828
92436,20160116,23,PM2.5,133.0
92442,20160117,0,PCA,131.63299976968653
92442,20160117,0,PM2.5,140.0
92472,20160117,5,PCA,95.5576490484034
92472,20160117,5,PM2.5,104.0
92478,20160117,6,PCA,74.24537025297194
92478,20160117,6,PM2.5,78.0
92484,20160117,7,PCA,28.60001823496919
92484,20160117,7,PM2.5,21.0
92490,20160117,8,PCA,20.380389540732534
92490,20160117,8,PM2.5,15.0
92496,20160117,9,PCA,22.825836919791502
92496,20160117,9,PM2.5,23.0
92502,20160117,10,PCA,22.469113800896892
92502,20160117,10,PM2.5,27.0
92508,20160117,11,PCA,18.903612061204164
92508,20160117,11,PM2.5,28.0
92514,20160117,12,PCA,10.572422121018874
92514,20160117,12,PM2.5,20.0
92520,20160117,13,PCA,4.728059671392786
92520,20160117,13,PM2.5,16.0
92526,20160117,14,PCA,9.434636978412971
92526,20160117,14,PM2.5,28.0
92532,20160117,15,PCA,2.818374646362734
92532,20160117,15,PM2.5,22.0
92538,20160117,16,PCA,-3.516537443908843
92538,20160117,16,PM2.5,18.0
92544,20160117,17,PCA,-7.327041112841966
92544,20160117,17,PM2.5,17.0
92550,20160117,18,PCA,-3.526687972101076
92550,20160117,18,PM2.5,27.0
92556,20160117,19,PCA,-4.50705239725533
92556,20160117,19,PM2.5,30.0
92562,20160117,20,PCA,-4.522870333284488
92562,20160117,20,PM2.5,36.0
92568,20160117,21,PCA,-2.1965892927235093
92568,20160117,21,PM2.5,45.0
92574,20160117,22,PCA,8.753122722740681
92574,20160117,22,PM2.5,66.0
92580,20160117,23,PCA,-6.023426181624157
92580,20160117,23,PM2.5,49.0
92586,20160118,0,PCA,-12.42654337532552
92586,20160118,0,PM2.5,47.0
92646,20160118,10,PCA,-71.0668040554775
92646,20160118,10,PM2.5,7.0
92652,20160118,11,PCA,-69.27666351393209
92652,20160118,11,PM2.5,11.0
92658,20160118,12,PCA,-71.80217465105986
92658,20160118,12,PM2.5,7.0
92664,20160118,13,PCA,-75.19377366048658
92664,20160118,13,PM2.5,3.0
92670,20160118,14,PCA,-76.70182956108903
92670,20160118,14,PM2.5,3.0
92676,20160118,15,PCA,-76.1370719818275
92676,20160118,15,PM2.5,5.0
92682,20160118,16,PCA,-74.15889368748338
92682,20160118,16,PM2.5,8.0
92688,20160118,17,PCA,-75.38487304681138
92688,20160118,17,PM2.5,7.0
92694,20160118,18,PCA,-74.29446988852692
92694,20160118,18,PM2.5,9.0
92700,20160118,19,PCA,-71.05581269352147
92700,20160118,19,PM2.5,14.0
92706,20160118,20,PCA,-71.13227800109266
92706,20160118,20,PM2.5,12.0
92712,20160118,21,PCA,-69.17189275985142
92712,20160118,21,PM2.5,15.0
92718,20160118,22,PCA,-68.13526219361073
92718,20160118,22,PM2.5,17.0
92724,20160118,23,PCA,-67.60560100969907
92724,20160118,23,PM2.5,18.0
92730,20160119,0,PCA,-70.96050268890993
92730,20160119,0,PM2.5,13.0
92736,20160119,1,PCA,-73.67235200903056
92736,20160119,1,PM2.5,11.0
92754,20160119,4,PCA,-72.35405349926559
92754,20160119,4,PM2.5,11.0
92760,20160119,5,PCA,-69.30957398042042
92760,20160119,5,PM2.5,12.0
92766,20160119,6,PCA,-67.07324447857025
92766,20160119,6,PM2.5,13.0
92772,20160119,7,PCA,-69.39063244794946
92772,20160119,7,PM2.5,9.0
92778,20160119,8,PCA,-60.34849469574142
92778,20160119,8,PM2.5,19.0
92784,20160119,9,PCA,-55.98377129130262
92784,20160119,9,PM2.5,26.0
92790,20160119,10,PCA,-59.50181976192979
92790,20160119,10,PM2.5,23.0
92796,20160119,11,PCA,-58.57691894198419
92796,20160119,11,PM2.5,25.0
92802,20160119,12,PCA,-62.61202510042205
92802,20160119,12,PM2.5,21.0
92808,20160119,13,PCA,-62.5738670715461
92808,20160119,13,PM2.5,19.0
92814,20160119,14,PCA,-56.97658248883959
92814,20160119,14,PM2.5,24.0
92820,20160119,15,PCA,-46.141281014795545
92820,20160119,15,PM2.5,37.0
92826,20160119,16,PCA,-42.25699684697156
92826,20160119,16,PM2.5,40.0
92832,20160119,17,PCA,-42.559508734818316
92832,20160119,17,PM2.5,39.0
92838,20160119,18,PCA,-39.96381382060416
92838,20160119,18,PM2.5,38.0
92844,20160119,19,PCA,-37.892689119819366
92844,20160119,19,PM2.5,41.0
92850,20160119,20,PCA,-33.813214229792464
92850,20160119,20,PM2.5,45.0
92856,20160119,21,PCA,-4.423882368814321
92856,20160119,21,PM2.5,85.0
92862,20160119,22,PCA,-9.515160962720016
92862,20160119,22,PM2.5,77.0
92868,20160119,23,PCA,-7.654845609281374
92868,20160119,23,PM2.5,77.0
92874,20160120,0,PCA,-7.549444042614156
92874,20160120,0,PM2.5,73.0
92880,20160120,1,PCA,-4.027686469564939
92880,20160120,1,PM2.5,76.0
92886,20160120,2,PCA,-5.171693719546631
92886,20160120,2,PM2.5,72.0
92892,20160120,3,PCA,-13.817411203276434
92892,20160120,3,PM2.5,56.0
92898,20160120,4,PCA,-26.359996595011342
92898,20160120,4,PM2.5,38.0
92904,20160120,5,PCA,-30.88257146162119
92904,20160120,5,PM2.5,31.0
92910,20160120,6,PCA,-35.42053235400729
92910,20160120,6,PM2.5,23.0
92916,20160120,7,PCA,-37.18629140094608
92916,20160120,7,PM2.5,20.0
92922,20160120,8,PCA,-35.68569093452147
92922,20160120,8,PM2.5,22.0
92928,20160120,9,PCA,-35.84002266825131
92928,20160120,9,PM2.5,21.0
92934,20160120,10,PCA,-29.67807160471427
92934,20160120,10,PM2.5,31.0
92940,20160120,11,PCA,-27.07413578530614
92940,20160120,11,PM2.5,34.0
92946,20160120,12,PCA,-23.600645779638864
92946,20160120,12,PM2.5,37.0
92952,20160120,13,PCA,-16.224940550924508
92952,20160120,13,PM2.5,46.0
92958,20160120,14,PCA,-5.825270437509554
92958,20160120,14,PM2.5,59.0
92964,20160120,15,PCA,10.390847877671261
92964,20160120,15,PM2.5,78.0
92970,20160120,16,PCA,35.17417201561299
92970,20160120,16,PM2.5,107.0
92976,20160120,17,PCA,41.15585902543439
92976,20160120,17,PM2.5,111.0
92982,20160120,18,PCA,58.46118993889719
92982,20160120,18,PM2.5,130.0
92988,20160120,19,PCA,71.90783489731335
92988,20160120,19,PM2.5,144.0
92994,20160120,20,PCA,81.09814292450025
92994,20160120,20,PM2.5,153.0
93000,20160120,21,PCA,93.70884409834727
93000,20160120,21,PM2.5,167.0
93006,20160120,22,PCA,87.04329585044938
93006,20160120,22,PM2.5,154.0
93012,20160120,23,PCA,78.04291651169183
93012,20160120,23,PM2.5,138.0
93018,20160121,0,PCA,76.26030936939944
93018,20160121,0,PM2.5,132.0
93024,20160121,1,PCA,80.49735828867271
93024,20160121,1,PM2.5,137.0
93030,20160121,2,PCA,78.2471580366226
93030,20160121,2,PM2.5,134.0
93036,20160121,3,PCA,79.73808057242914
93036,20160121,3,PM2.5,132.0
93042,20160121,4,PCA,80.61926813250979
93042,20160121,4,PM2.5,126.0
93048,20160121,5,PCA,84.31812852844365
93048,20160121,5,PM2.5,125.0
93054,20160121,6,PCA,87.23784599425029
93054,20160121,6,PM2.5,123.0
93060,20160121,7,PCA,113.70155736465696
93060,20160121,7,PM2.5,156.0
93066,20160121,8,PCA,105.95800143244136
93066,20160121,8,PM2.5,137.0
93072,20160121,9,PCA,107.1510122714752
93072,20160121,9,PM2.5,132.0
93078,20160121,10,PCA,120.54066062114642
93078,20160121,10,PM2.5,146.0
93084,20160121,11,PCA,127.49585245582868
93084,20160121,11,PM2.5,149.0
93090,20160121,12,PCA,127.66271898578633
93090,20160121,12,PM2.5,143.0
93096,20160121,13,PCA,119.38427045818823
93096,20160121,13,PM2.5,126.0
93102,20160121,14,PCA,111.15460478191042
93102,20160121,14,PM2.5,110.0
93108,20160121,15,PCA,111.71496137479654
93108,20160121,15,PM2.5,108.0
93114,20160121,16,PCA,112.49815325606068
93114,20160121,16,PM2.5,109.0
93120,20160121,17,PCA,110.67989431031847
93120,20160121,17,PM2.5,106.0
93126,20160121,18,PCA,123.22022741520577
93126,20160121,18,PM2.5,124.0
93132,20160121,19,PCA,136.8401760642058
93132,20160121,19,PM2.5,145.0
93138,20160121,20,PCA,142.8812031164709
93138,20160121,20,PM2.5,154.0
93144,20160121,21,PCA,156.39799540611492
93144,20160121,21,PM2.5,174.0
93150,20160121,22,PCA,160.24161679674128
93150,20160121,22,PM2.5,179.0
93156,20160121,23,PCA,151.22042020445815
93156,20160121,23,PM2.5,164.0
93162,20160122,0,PCA,154.14117006367502
93162,20160122,0,PM2.5,167.0
93168,20160122,1,PCA,148.05267222051023
93168,20160122,1,PM2.5,157.0
93174,20160122,2,PCA,124.17112635621214
93174,20160122,2,PM2.5,125.0
93180,20160122,3,PCA,38.04611110551898
93180,20160122,3,PM2.5,10.0
93186,20160122,4,PCA,28.14701997209459
93186,20160122,4,PM2.5,3.0
93192,20160122,5,PCA,23.696306967763995
93192,20160122,5,PM2.5,4.0
93198,20160122,6,PCA,17.795397039114913
93198,20160122,6,PM2.5,3.0
93204,20160122,7,PCA,12.646108947385265
93204,20160122,7,PM2.5,5.0
93210,20160122,8,PCA,6.311275736133692
93210,20160122,8,PM2.5,3.0
93216,20160122,9,PCA,2.689972115861186
93216,20160122,9,PM2.5,4.0
93222,20160122,10,PCA,-2.8149449356146925
93222,20160122,10,PM2.5,5.0
93228,20160122,11,PCA,-9.41260093637773
93228,20160122,11,PM2.5,3.0
93234,20160122,12,PCA,-11.263096188915409
93234,20160122,12,PM2.5,8.0
93240,20160122,13,PCA,-18.520144954459816
93240,20160122,13,PM2.5,5.0
93246,20160122,14,PCA,-23.515686967197254
93246,20160122,14,PM2.5,3.0
93252,20160122,15,PCA,-27.268401982225495
93252,20160122,15,PM2.5,4.0
93258,20160122,16,PCA,-30.79507041697815
93258,20160122,16,PM2.5,4.0
93264,20160122,17,PCA,-31.17486307624596
93264,20160122,17,PM2.5,9.0
93270,20160122,18,PCA,-35.851473916425476
93270,20160122,18,PM2.5,8.0
93276,20160122,19,PCA,-41.95850185449545
93276,20160122,19,PM2.5,7.0
93282,20160122,20,PCA,-49.31018580555972
93282,20160122,20,PM2.5,5.0
93300,20160122,23,PCA,-64.3636671520548
93300,20160122,23,PM2.5,8.0
93306,20160123,0,PCA,-68.77584525424352
93306,20160123,0,PM2.5,12.0
93312,20160123,1,PCA,-77.70905910233445
93312,20160123,1,PM2.5,9.0
93318,20160123,2,PCA,-80.45826127281521
93318,20160123,2,PM2.5,8.0
93324,20160123,3,PCA,-80.51627755016676
93324,20160123,3,PM2.5,7.0
93330,20160123,4,PCA,-82.17249476291119
93330,20160123,4,PM2.5,6.0
93336,20160123,5,PCA,-82.2101854797896
93336,20160123,5,PM2.5,6.0
93342,20160123,6,PCA,-83.5280565017098
93342,20160123,6,PM2.5,3.0
93348,20160123,7,PCA,-80.79328638564263
93348,20160123,7,PM2.5,7.0
93354,20160123,8,PCA,-82.56526824851827
93354,20160123,8,PM2.5,5.0
93360,20160123,9,PCA,-83.24333766696591
93360,20160123,9,PM2.5,4.0
93366,20160123,10,PCA,-82.03603450433182
93366,20160123,10,PM2.5,6.0
93372,20160123,11,PCA,-82.65872993889731
93372,20160123,11,PM2.5,4.0
93378,20160123,12,PCA,-80.71981284619088
93378,20160123,12,PM2.5,7.0
93384,20160123,13,PCA,-81.4944253444635
93384,20160123,13,PM2.5,7.0
93390,20160123,14,PCA,-82.20927097214705
93390,20160123,14,PM2.5,5.0
93396,20160123,15,PCA,-82.20927097214705
93396,20160123,15,PM2.5,5.0
93402,20160123,16,PCA,-81.17374357866804
93402,20160123,16,PM2.5,5.0
93408,20160123,17,PCA,-82.51120576189709
93408,20160123,17,PM2.5,3.0
93414,20160123,18,PCA,-79.87363470277158
93414,20160123,18,PM2.5,7.0
93420,20160123,19,PCA,-81.98322439187146
93420,20160123,19,PM2.5,4.0
93426,20160123,20,PCA,-79.21424193799022
93426,20160123,20,PM2.5,8.0
93432,20160123,21,PCA,-83.47194811866332
93432,20160123,21,PM2.5,4.0
93438,20160123,22,PCA,-84.11266422977843
93438,20160123,22,PM2.5,3.0
93444,20160123,23,PCA,-83.5660062060865
93444,20160123,23,PM2.5,4.0
93450,20160124,0,PCA,-82.26589733019003
93450,20160124,0,PM2.5,6.0
93456,20160124,1,PCA,-81.7782014555438
93456,20160124,1,PM2.5,7.0
93462,20160124,2,PCA,-81.00607394967298
93462,20160124,2,PM2.5,8.0
93468,20160124,3,PCA,-83.32186007024131
93468,20160124,3,PM2.5,4.0
93474,20160124,4,PCA,-80.53522571340794
93474,20160124,4,PM2.5,7.0
93480,20160124,5,PCA,-76.42774873130759
93480,20160124,5,PM2.5,10.0
93486,20160124,6,PCA,-75.89976736128197
93486,20160124,6,PM2.5,11.0
93492,20160124,7,PCA,-81.68407304574158
93492,20160124,7,PM2.5,3.0
93498,20160124,8,PCA,-71.69025006857346
93498,20160124,8,PM2.5,11.5
93504,20160124,9,PCA,-64.76713235711422
93504,20160124,9,PM2.5,20.0
93510,20160124,10,PCA,-61.44388810948881
93510,20160124,10,PM2.5,27.0
93516,20160124,11,PCA,-71.97704332125292
93516,20160124,11,PM2.5,13.0
93522,20160124,12,PCA,-73.52129833299453
93522,20160124,12,PM2.5,11.0
93528,20160124,13,PCA,-74.04870260492346
93528,20160124,13,PM2.5,9.0
93534,20160124,14,PCA,-73.67256797622586
93534,20160124,14,PM2.5,8.0
93540,20160124,15,PCA,-74.53815717247574
93540,20160124,15,PM2.5,6.0
93546,20160124,16,PCA,-73.06745457920587
93546,20160124,16,PM2.5,6.0
93552,20160124,17,PCA,-69.58304939954436
93552,20160124,17,PM2.5,11.0
93558,20160124,18,PCA,-68.16962868446177
93558,20160124,18,PM2.5,12.0
93564,20160124,19,PCA,-67.45295404149313
93564,20160124,19,PM2.5,12.0
93570,20160124,20,PCA,-65.4542700781976
93570,20160124,20,PM2.5,13.0
93576,20160124,21,PCA,-68.0918411373231
93576,20160124,21,PM2.5,9.0
93582,20160124,22,PCA,-43.9689846727839
93582,20160124,22,PM2.5,34.0
93588,20160124,23,PCA,-10.83812922660071
93588,20160124,23,PM2.5,79.0
93594,20160125,0,PCA,-29.684513739045546
93594,20160125,0,PM2.5,53.0
93600,20160125,1,PCA,-50.89979202179257
93600,20160125,1,PM2.5,23.0
93606,20160125,2,PCA,-56.195577811115136
93606,20160125,2,PM2.5,14.0
93612,20160125,3,PCA,-55.517508849639896
93612,20160125,3,PM2.5,14.0
93618,20160125,4,PCA,-55.44403485321571
93618,20160125,4,PM2.5,15.0
93624,20160125,5,PCA,-54.78632235929275
93624,20160125,5,PM2.5,15.0
93630,20160125,6,PCA,-56.032737065193054
93630,20160125,6,PM2.5,12.0
93636,20160125,7,PCA,-49.19678361073412
93636,20160125,7,PM2.5,15.0
93642,20160125,8,PCA,-39.64515257358732
93642,20160125,8,PM2.5,24.0
93648,20160125,9,PCA,-26.763936538990993
93648,20160125,9,PM2.5,42.0
93654,20160125,10,PCA,-19.569036939522167
93654,20160125,10,PM2.5,51.0
93660,20160125,11,PCA,-24.21906580515435
93660,20160125,11,PM2.5,46.0
93666,20160125,12,PCA,-35.290532363173114
93666,20160125,12,PM2.5,33.0
93672,20160125,13,PCA,-38.45631241577093
93672,20160125,13,PM2.5,29.0
93678,20160125,14,PCA,-43.9389028826788
93678,20160125,14,PM2.5,21.0
93684,20160125,15,PCA,-46.069077119750055
93684,20160125,15,PM2.5,18.0
93690,20160125,16,PCA,-45.44703720532883
93690,20160125,16,PM2.5,20.0
93696,20160125,17,PCA,-43.46603628055087
