,date,hour,type,怀柔
287718,20191122,21,PM2.5,132.0
287724,20191122,22,PCA,137.117554644991
287724,20191122,22,PM2.5,137.0
287730,20191122,23,PCA,135.87420967228528
287730,20191122,23,PM2.5,136.0
287736,20191123,0,PCA,130.957350054949
287736,20191123,0,PM2.5,134.0
287742,20191123,1,PCA,129.3918747310115
287742,20191123,1,PM2.5,133.0
287748,20191123,2,PCA,118.15650300916738
287748,20191123,2,PM2.5,127.0
287754,20191123,3,PCA,139.32325055202503
287754,20191123,3,PM2.5,139.0
287760,20191123,4,PCA,148.19926094397627
287760,20191123,4,PM2.5,144.0
287766,20191123,5,PCA,124.69797984753245
287766,20191123,5,PM2.5,131.0
287772,20191123,6,PCA,121.77752752558911
287772,20191123,6,PM2.5,130.0
287778,20191123,7,PCA,109.35800106050405
287778,20191123,7,PM2.5,123.0
287784,20191123,8,PCA,131.46953862698166
287784,20191123,8,PM2.5,136.0
287790,20191123,9,PCA,120.36937478955602
287790,20191123,9,PM2.5,130.0
287796,20191123,10,PCA,122.4306090670608
287796,20191123,10,PM2.5,132.0
287802,20191123,11,PCA,120.64030048214133
287802,20191123,11,PM2.5,131.0
287808,20191123,12,PCA,115.19374108299857
287808,20191123,12,PM2.5,128.0
287814,20191123,13,PCA,89.99514659742186
287814,20191123,13,PM2.5,114.0
287820,20191123,14,PCA,71.74925951728531
287820,20191123,14,PM2.5,103.0
287826,20191123,15,PCA,56.387146270851204
287826,20191123,15,PM2.5,93.0
287832,20191123,16,PCA,42.3795108894014
287832,20191123,16,PM2.5,84.0
287838,20191123,17,PCA,66.23157963698155
287838,20191123,17,PM2.5,97.0
287844,20191123,18,PCA,67.88520884809577
287844,20191123,18,PM2.5,97.0
287850,20191123,19,PCA,75.15059532588427
287850,20191123,19,PM2.5,103.0
287856,20191123,20,PCA,102.85883946302684
287856,20191123,20,PM2.5,120.0
287862,20191123,21,PCA,104.53867067581204
287862,20191123,21,PM2.5,121.0
287868,20191123,22,PCA,96.96795871675924
287868,20191123,22,PM2.5,118.0
287874,20191123,23,PCA,62.79954221722985
287874,20191123,23,PM2.5,97.0
287880,20191124,0,PCA,-67.7446695524014
287880,20191124,0,PM2.5,17.0
287886,20191124,1,PCA,-73.662278375005
287886,20191124,1,PM2.5,11.0
287892,20191124,2,PCA,-75.05416867042207
287892,20191124,2,PM2.5,9.0
287898,20191124,3,PCA,-74.88189468219024
287898,20191124,3,PM2.5,8.0
287904,20191124,4,PCA,-77.63343310064617
287904,20191124,4,PM2.5,5.0
287910,20191124,5,PCA,-79.66764135598913
287910,20191124,5,PM2.5,2.0
287916,20191124,6,PCA,-80.1401698631126
287916,20191124,6,PM2.5,2.0
287922,20191124,7,PCA,-79.99000339264299
287922,20191124,7,PM2.5,3.0
287928,20191124,8,PCA,-79.40348822724171
287928,20191124,8,PM2.5,2.0
287934,20191124,9,PCA,-79.06660624354087
287934,20191124,9,PM2.5,7.0
287940,20191124,10,PCA,-81.48779275946181
287940,20191124,10,PM2.5,4.5
287946,20191124,11,PCA,-82.6824228179581
287946,20191124,11,PM2.5,2.0
287952,20191124,12,PCA,-82.8325108663801
287952,20191124,12,PM2.5,2.0
287958,20191124,13,PCA,-80.83565591836971
287958,20191124,13,PM2.5,5.0
287964,20191124,14,PCA,-80.00632495635917
287964,20191124,14,PM2.5,4.0
287970,20191124,16,PCA,-81.38239236410922
287970,20191124,16,PM2.5,3.0
287976,20191124,17,PCA,-81.98633226598841
287976,20191124,17,PM2.5,3.0
287982,20191124,18,PCA,-83.28701823998153
287982,20191124,18,PM2.5,2.0
287988,20191124,19,PCA,-83.7022648689178
287988,20191124,19,PM2.5,1.0
287994,20191124,20,PCA,-84.474313952741
287994,20191124,20,PM2.5,1.0
288000,20191124,21,PCA,-83.39907816197932
288000,20191124,21,PM2.5,2.0
288006,20191124,22,PCA,-85.54785017369689
288006,20191124,22,PM2.5,1.0
288012,20191124,23,PCA,-83.56967187935275
288012,20191124,23,PM2.5,4.0
288018,20191125,0,PCA,-84.90713406258182
288018,20191125,0,PM2.5,2.0
288024,20191125,1,PCA,-84.77572266782606
288024,20191125,1,PM2.5,2.0
288030,20191125,2,PCA,-85.56901181976497
288030,20191125,2,PM2.5,2.0
288036,20191125,3,PCA,-82.92334034619743
288036,20191125,3,PM2.5,2.0
288042,20191125,4,PCA,-87.70618533017587
288042,20191125,4,PM2.5,1.0
288048,20191125,5,PCA,-74.10664203491437
288048,20191125,5,PM2.5,6.0
288054,20191125,6,PCA,-82.94017988491014
288054,20191125,6,PM2.5,5.0
288060,20191125,7,PCA,-84.01102278896494
288060,20191125,7,PM2.5,3.0
288066,20191125,8,PCA,-81.00999993323522
288066,20191125,8,PM2.5,3.0
288072,20191125,9,PCA,-82.85882392852777
288072,20191125,9,PM2.5,2.0
288078,20191125,10,PCA,-75.01841935210311
288078,20191125,10,PM2.5,6.0
288084,20191125,11,PCA,-86.23081115490058
288084,20191125,11,PM2.5,3.0
288090,20191125,12,PCA,-86.30436357337234
288090,20191125,12,PM2.5,1.0
288096,20191125,13,PCA,-84.759452584514
288096,20191125,13,PM2.5,4.0
288102,20191125,14,PCA,-84.42250027843409
288102,20191125,14,PM2.5,5.0
288108,20191125,15,PCA,-83.57800194890078
288108,20191125,15,PM2.5,5.0
288114,20191125,16,PCA,-69.56213625055727
288114,20191125,16,PM2.5,8.0
288120,20191125,17,PCA,-53.040538784541624
288120,20191125,17,PM2.5,14.0
288126,20191125,18,PCA,-44.72795517564351
288126,20191125,18,PM2.5,18.0
288132,20191125,19,PCA,-37.99823225998046
288132,20191125,19,PM2.5,20.0
288138,20191125,20,PCA,-35.907468425946
288138,20191125,20,PM2.5,25.0
288144,20191125,21,PCA,-32.605535531180365
288144,20191125,21,PM2.5,26.0
288150,20191125,22,PCA,-47.36632331361635
288150,20191125,22,PM2.5,20.0
288156,20191125,23,PCA,-43.21893811795479
288156,20191125,23,PM2.5,25.0
288162,20191126,0,PCA,-51.680864176831705
288162,20191126,0,PM2.5,18.0
288168,20191126,1,PCA,-52.717047090454976
288168,20191126,1,PM2.5,18.0
288174,20191126,2,PCA,-53.24326976757462
288174,20191126,2,PM2.5,19.0
288180,20191126,3,PCA,-56.61626244571413
288180,20191126,3,PM2.5,19.0
288186,20191126,4,PCA,-59.12249243246299
288186,20191126,4,PM2.5,19.0
288192,20191126,5,PCA,-56.6717153086163
288192,20191126,5,PM2.5,18.0
288198,20191126,6,PCA,-52.25967785118577
288198,20191126,6,PM2.5,22.0
288204,20191126,7,PCA,-57.046020922028816
288204,20191126,7,PM2.5,17.0
288210,20191126,8,PCA,-51.29696893398669
288210,20191126,8,PM2.5,21.0
288216,20191126,9,PCA,-42.71624353309593
288216,20191126,9,PM2.5,22.0
288222,20191126,10,PCA,-32.55932653660714
288222,20191126,10,PM2.5,27.0
288228,20191126,11,PCA,-41.52732521931274
288228,20191126,11,PM2.5,13.0
288234,20191126,12,PCA,-66.84999114606639
288234,20191126,12,PM2.5,21.0
288240,20191126,13,PCA,-40.00759079447389
288240,20191126,13,PM2.5,29.0
288246,20191126,14,PCA,-38.31377335200283
288246,20191126,14,PM2.5,29.0
288252,20191126,15,PCA,-27.669737578964522
288252,20191126,15,PM2.5,36.0
288258,20191126,16,PCA,-26.636545976488247
288258,20191126,16,PM2.5,35.0
288264,20191126,17,PCA,-23.323748065635414
288264,20191126,17,PM2.5,36.0
288270,20191126,18,PCA,-12.735891911967496
288270,20191126,18,PM2.5,44.0
288276,20191126,19,PCA,-10.246579885978925
288276,20191126,19,PM2.5,46.0
288282,20191126,20,PCA,-15.524277319010821
288282,20191126,20,PM2.5,43.0
288288,20191126,21,PCA,-12.599790093231357
288288,20191126,21,PM2.5,45.0
288294,20191126,22,PCA,-24.65952279228238
288294,20191126,22,PM2.5,38.0
288300,20191126,23,PCA,-71.98094460909087
288300,20191126,23,PM2.5,8.0
288306,20191127,0,PCA,-64.87063190689254
288306,20191127,0,PM2.5,7.0
288312,20191127,1,PCA,-77.85791846166505
288312,20191127,1,PM2.5,2.0
288318,20191127,2,PCA,-78.27082884262612
288318,20191127,2,PM2.5,3.0
288324,20191127,3,PCA,-80.34364232249007
288324,20191127,3,PM2.5,1.0
288330,20191127,4,PCA,-78.88202466819453
288330,20191127,4,PM2.5,2.5
288336,20191127,5,PCA,-76.82005482021091
288336,20191127,5,PM2.5,4.0
288342,20191127,6,PCA,-77.89851000253873
288342,20191127,6,PM2.5,2.0
288348,20191127,7,PCA,-78.52112655808419
288348,20191127,7,PM2.5,2.0
288354,20191127,8,PCA,-78.87843533171642
288354,20191127,8,PM2.5,1.0
288360,20191127,9,PCA,-71.62445939897701
288360,20191127,9,PM2.5,12.0
288366,20191127,10,PCA,-64.9534786031889
288366,20191127,10,PM2.5,17.0
288372,20191127,11,PCA,-77.25779389142363
288372,20191127,11,PM2.5,3.0
288378,20191127,12,PCA,-73.31953685830496
288378,20191127,12,PM2.5,8.0
288384,20191127,13,PCA,-75.85990886048879
288384,20191127,13,PM2.5,4.0
288390,20191127,14,PCA,-75.74659702130265
288390,20191127,14,PM2.5,3.0
288396,20191127,15,PCA,-77.00992968796321
288396,20191127,15,PM2.5,2.0
288402,20191127,16,PCA,-77.35039128018667
288402,20191127,16,PM2.5,2.0
288408,20191127,17,PCA,-75.84524826868363
288408,20191127,17,PM2.5,2.0
288414,20191127,18,PCA,-66.25547612286323
288414,20191127,18,PM2.5,7.0
288420,20191127,19,PCA,-59.188145380975925
288420,20191127,19,PM2.5,10.0
288426,20191127,20,PCA,-61.763892425388
288426,20191127,20,PM2.5,10.0
288432,20191127,21,PCA,-67.33275296695572
288432,20191127,21,PM2.5,11.0
288438,20191127,22,PCA,-76.8412013378505
288438,20191127,22,PM2.5,6.0
288444,20191127,23,PCA,-82.02601372162763
288444,20191127,23,PM2.5,6.0
288450,20191128,0,PCA,-69.23940140261293
288450,20191128,0,PM2.5,12.0
288456,20191128,1,PCA,-83.30860014005124
288456,20191128,1,PM2.5,6.0
288462,20191128,2,PCA,-76.2926165778785
288462,20191128,2,PM2.5,6.0
288468,20191128,3,PCA,-83.72143255593716
288468,20191128,3,PM2.5,7.0
288474,20191128,4,PCA,-81.23380034383457
288474,20191128,4,PM2.5,9.0
288480,20191128,5,PCA,-78.4099506817888
288480,20191128,5,PM2.5,9.0
288486,20191128,6,PCA,-75.58185733443516
288486,20191128,6,PM2.5,10.0
288492,20191128,7,PCA,-77.88071739457475
288492,20191128,7,PM2.5,9.0
288498,20191128,8,PCA,-67.25170070160496
288498,20191128,8,PM2.5,11.0
288504,20191128,9,PCA,-61.95349759962168
288504,20191128,9,PM2.5,12.0
288510,20191128,10,PCA,-61.08879108999033
288510,20191128,10,PM2.5,16.0
288516,20191128,11,PCA,-76.76486598115117
288516,20191128,11,PM2.5,2.0
288522,20191128,12,PCA,-63.108251568713854
288522,20191128,12,PM2.5,19.0
288528,20191128,13,PCA,-62.10943006209167
288528,20191128,13,PM2.5,14.0
288534,20191128,14,PCA,-66.42493299633814
288534,20191128,14,PM2.5,3.0
288540,20191128,15,PCA,-52.56053935172232
288540,20191128,15,PM2.5,21.0
288546,20191128,16,PCA,-45.0791941421674
288546,20191128,16,PM2.5,27.0
288552,20191128,17,PCA,-33.07878116648059
288552,20191128,17,PM2.5,29.0
288558,20191128,18,PCA,-17.782149965330117
288558,20191128,18,PM2.5,39.0
288564,20191128,19,PCA,-8.624362805819915
288564,20191128,19,PM2.5,44.0
288570,20191128,20,PCA,-23.832561424495136
288570,20191128,20,PM2.5,36.0
288576,20191128,21,PCA,-24.85079398394791
288576,20191128,21,PM2.5,39.0
288582,20191128,22,PCA,-33.480978426167944
288582,20191128,22,PM2.5,34.0
288588,20191128,23,PCA,-31.616489301248325
288588,20191128,23,PM2.5,32.0
288594,20191129,0,PCA,-26.542912770557983
288594,20191129,0,PM2.5,38.0
288600,20191129,1,PCA,-28.708006345991702
288600,20191129,1,PM2.5,38.0
288606,20191129,2,PCA,-40.94323242484066
288606,20191129,2,PM2.5,31.0
288612,20191129,3,PCA,-34.72660980125491
288612,20191129,3,PM2.5,34.0
288618,20191129,4,PCA,-38.59023099905992
288618,20191129,4,PM2.5,32.0
288624,20191129,5,PCA,-29.566695973136067
288624,20191129,5,PM2.5,37.0
288630,20191129,6,PCA,-32.641271247337556
288630,20191129,6,PM2.5,35.0
288636,20191129,7,PCA,-33.30066401211893
288636,20191129,7,PM2.5,34.0
288642,20191129,8,PCA,-32.52408495341346
288642,20191129,8,PM2.5,34.0
288648,20191129,9,PCA,-32.44519423351308
288648,20191129,9,PM2.5,33.0
288654,20191129,10,PCA,-37.07683679702883
288654,20191129,10,PM2.5,29.0
288660,20191129,11,PCA,-36.60628604961713
288660,20191129,11,PM2.5,34.0
288666,20191129,12,PCA,-33.517724545729756
288666,20191129,12,PM2.5,35.0
288672,20191129,13,PCA,-23.5312520652153
288672,20191129,13,PM2.5,40.0
288678,20191129,14,PCA,-3.496633661789313
288678,20191129,14,PM2.5,53.0
288684,20191129,15,PCA,0.8137419381658169
288684,20191129,15,PM2.5,55.0
288690,20191129,16,PCA,12.894059185188237
288690,20191129,16,PM2.5,62.0
288696,20191129,17,PCA,22.68978038311065
288696,20191129,17,PM2.5,68.0
288702,20191129,18,PCA,33.09069385707309
288702,20191129,18,PM2.5,74.0
288708,20191129,19,PCA,40.31024011388582
288708,20191129,19,PM2.5,79.0
288714,20191129,20,PCA,32.56125178838736
288714,20191129,20,PM2.5,74.0
288720,20191129,21,PCA,32.861427885231414
288720,20191129,21,PM2.5,74.0
288726,20191129,22,PCA,26.39635677436492
288726,20191129,22,PM2.5,70.0
288732,20191129,23,PCA,39.96883625497123
288732,20191129,23,PM2.5,79.0
288738,20191130,0,PCA,32.410508219821054
288738,20191130,0,PM2.5,74.0
288744,20191130,1,PCA,32.41116373996533
288744,20191130,1,PM2.5,74.0
288750,20191130,2,PCA,35.3114787095823
288750,20191130,2,PM2.5,76.0
288756,20191130,3,PCA,48.240309891026705
288756,20191130,3,PM2.5,84.0
288762,20191130,4,PCA,60.71953244734932
288762,20191130,4,PM2.5,92.0
288768,20191130,5,PCA,56.23577968640061
288768,20191130,5,PM2.5,89.0
288774,20191130,6,PCA,66.73433941294974
288774,20191130,6,PM2.5,96.0
288780,20191130,7,PCA,70.55935492926135
288780,20191130,7,PM2.5,98.0
288786,20191130,8,PCA,72.8979233866836
288786,20191130,8,PM2.5,100.0
288792,20191130,9,PCA,61.40412176203491
288792,20191130,9,PM2.5,93.0
288798,20191130,10,PCA,56.358394865444865
288798,20191130,10,PM2.5,91.0
288804,20191130,11,PCA,63.335028061625835
288804,20191130,11,PM2.5,96.0
288810,20191130,12,PCA,70.24970779761411
288810,20191130,12,PM2.5,100.0
288816,20191130,13,PCA,92.11841072550756
288816,20191130,13,PM2.5,114.0
288822,20191130,14,PCA,77.73813070255626
288822,20191130,14,PM2.5,105.0
288828,20191130,15,PCA,55.81463088887736
288828,20191130,15,PM2.5,91.0
288834,20191130,16,PCA,35.6477179471047
288834,20191130,16,PM2.5,79.0
288840,20191130,17,PCA,-78.85750502264148
288840,20191130,17,PM2.5,3.0
288846,20191130,18,PCA,-78.85750502264148
288846,20191130,18,PM2.5,3.0
288852,20191130,19,PCA,-76.76476297192279
288852,20191130,19,PM2.5,4.0
288858,20191130,20,PCA,-79.12090491024962
288858,20191130,20,PM2.5,4.0
288864,20191130,21,PCA,-78.48018879913457
288864,20191130,21,PM2.5,5.0
288870,20191130,22,PCA,-79.08412870101374
288870,20191130,22,PM2.5,5.0
288876,20191130,23,PCA,-81.36313861234622
288876,20191130,23,PM2.5,2.0
288882,20191201,0,PCA,-82.1412608537348
288882,20191201,0,PM2.5,2.0
288888,20191201,1,PCA,-79.99489495539908
288888,20191201,1,PM2.5,6.0
288894,20191201,2,PCA,-83.46127900153853
288894,20191201,2,PM2.5,1.0
288900,20191201,3,PCA,-83.10557161974472
288900,20191201,3,PM2.5,3.0
288906,20191201,4,PCA,-82.7685408916172
288906,20191201,4,PM2.5,5.0
288912,20191201,5,PCA,-81.61566629814354
288912,20191201,5,PM2.5,6.0
288918,20191201,6,PCA,-84.44426642121476
288918,20191201,6,PM2.5,2.0
288924,20191201,7,PCA,-80.00371204474487
288924,20191201,7,PM2.5,5.0
288930,20191201,8,PCA,-61.924858829378955
288930,20191201,8,PM2.5,12.0
288936,20191201,9,PCA,-69.00772616935888
288936,20191201,9,PM2.5,7.0
288942,20191201,10,PCA,-60.76600971327978
288942,20191201,10,PM2.5,10.0
288948,20191201,11,PCA,-73.96279269879999
288948,20191201,11,PM2.5,14.0
288954,20191201,12,PCA,-80.59532557113471
288954,20191201,12,PM2.5,5.0
288960,20191201,13,PCA,-72.49334202271851
288960,20191201,13,PM2.5,15.0
288966,20191201,14,PCA,-79.48318366868547
288966,20191201,14,PM2.5,5.0
288972,20191201,15,PCA,-80.67406708963604
288972,20191201,15,PM2.5,4.0
288978,20191201,16,PCA,-66.82111245959368
288978,20191201,16,PM2.5,13.0
288984,20191201,17,PCA,-55.63477188238117
288984,20191201,17,PM2.5,16.0
288990,20191201,18,PCA,-64.08007838329598
288990,20191201,18,PM2.5,11.0
288996,20191201,19,PCA,-74.01651426741206
288996,20191201,19,PM2.5,10.0
289002,20191201,20,PCA,-78.49645933941905
289002,20191201,20,PM2.5,2.0
289008,20191201,21,PCA,-78.76234376245661
289008,20191201,21,PM2.5,5.0
289014,20191201,22,PCA,-80.75919871046699
289014,20191201,22,PM2.5,2.0
289020,20191201,23,PCA,-82.2099727328822
289020,20191201,23,PM2.5,1.0
289026,20191202,0,PCA,-82.32328457206832
289026,20191202,0,PM2.5,2.0
289032,20191202,1,PCA,-82.42048362901
289032,20191202,1,PM2.5,2.0
289038,20191202,2,PCA,-82.42048362901
289038,20191202,2,PM2.5,2.0
289044,20191202,3,PCA,-83.7553819408172
289044,20191202,3,PM2.5,1.0
289050,20191202,4,PCA,-83.87060213128093
289050,20191202,4,PM2.5,1.0
289056,20191202,5,PCA,-79.52996227562296
289056,20191202,5,PM2.5,2.0
289062,20191202,6,PCA,-86.62065245246087
289062,20191202,6,PM2.5,2.0
289068,20191202,7,PCA,-83.551415479688
289068,20191202,7,PM2.5,7.0
289074,20191202,8,PCA,-77.07219055273396
289074,20191202,8,PM2.5,6.0
289080,20191202,9,PCA,-83.16877862541284
289080,20191202,9,PM2.5,4.5
289086,20191202,10,PCA,-81.3105206734683
289086,20191202,10,PM2.5,3.0
289092,20191202,11,PCA,-77.2590221235426
289092,20191202,11,PM2.5,11.0
289098,20191202,12,PCA,-82.21180220513972
289098,20191202,12,PM2.5,2.0
289104,20191202,13,PCA,-82.15320882969145
289104,20191202,13,PM2.5,2.0
289110,20191202,14,PCA,-81.38115974586822
289110,20191202,14,PM2.5,2.0
289116,20191202,15,PCA,-81.2304161773019
289116,20191202,15,PM2.5,2.0
289122,20191202,16,PCA,-78.95023277082865
289122,20191202,16,PM2.5,3.0
289128,20191202,17,PCA,-73.76782650043332
289128,20191202,17,PM2.5,6.0
289134,20191202,18,PCA,-73.75155596014882
289134,20191202,18,PM2.5,9.0
289140,20191202,19,PCA,-62.5385086372071
289140,20191202,19,PM2.5,12.0
289146,20191202,20,PCA,-54.17514466135712
289146,20191202,20,PM2.5,13.0
289152,20191202,21,PCA,-58.01665024173142
289152,20191202,21,PM2.5,14.0
289158,20191202,22,PCA,-48.37876976367357
289158,20191202,22,PM2.5,14.0
289164,20191202,23,PCA,-78.87905998106767
289164,20191202,23,PM2.5,11.0
289170,20191203,0,PCA,-75.99376317757437
289170,20191203,0,PM2.5,10.0
289176,20191203,1,PCA,-77.80324709220928
289176,20191203,1,PM2.5,11.0
289182,20191203,2,PCA,-69.73305948289126
289182,20191203,2,PM2.5,11.0
289188,20191203,3,PCA,-73.91912068242529
289188,20191203,3,PM2.5,10.0
289194,20191203,4,PCA,-81.79878600351522
289194,20191203,4,PM2.5,7.0
289200,20191203,5,PCA,-74.12642028665547
289200,20191203,5,PM2.5,7.0
289206,20191203,6,PCA,-71.39215694630595
289206,20191203,6,PM2.5,8.0
289212,20191203,7,PCA,-72.95948149842079
289212,20191203,7,PM2.5,7.0
289218,20191203,8,PCA,-73.99794062297414
289218,20191203,8,PM2.5,8.0
289224,20191203,9,PCA,-61.34556857752479
289224,20191203,9,PM2.5,10.0
289230,20191203,10,PCA,-66.51112720953893
289230,20191203,10,PM2.5,9.0
289236,20191203,11,PCA,-75.97247117208215
289236,20191203,11,PM2.5,8.0
289242,20191203,12,PCA,-53.79862043384791
289242,20191203,12,PM2.5,7.0
289248,20191203,13,PCA,-79.49607751633631
289248,20191203,13,PM2.5,6.0
289254,20191203,14,PCA,-79.26051810038875
289254,20191203,14,PM2.5,4.5
289260,20191203,15,PCA,-81.15437876642835
289260,20191203,15,PM2.5,3.0
289266,20191203,16,PCA,-74.56045111861461
289266,20191203,16,PM2.5,13.0
289272,20191203,17,PCA,-66.58855672538665
289272,20191203,17,PM2.5,18.0
289278,20191203,18,PCA,-71.72114227831399
289278,20191203,18,PM2.5,7.0
289284,20191203,19,PCA,-63.28842269610877
289284,20191203,19,PM2.5,14.0
289290,20191203,20,PCA,-67.91597077571579
289290,20191203,20,PM2.5,13.0
289296,20191203,21,PCA,-77.59584452717085
289296,20191203,21,PM2.5,8.0
289302,20191203,22,PCA,-80.57036789237627
289302,20191203,22,PM2.5,3.0
289308,20191203,23,PCA,-82.06200450826758
289308,20191203,23,PM2.5,3.0
289314,20191204,0,PCA,-81.46945630946252
289314,20191204,0,PM2.5,7.0
289320,20191204,1,PCA,-74.02772223316774
289320,20191204,1,PM2.5,12.0
289326,20191204,2,PCA,-81.71059183521328
289326,20191204,2,PM2.5,8.0
289332,20191204,3,PCA,-81.44009495327047
289332,20191204,3,PM2.5,6.0
289338,20191204,4,PCA,-74.51592442655915
289338,20191204,4,PM2.5,9.0
289344,20191204,5,PCA,-74.06892917002409
289344,20191204,5,PM2.5,7.0
289350,20191204,6,PCA,-70.60063722957953
289350,20191204,6,PM2.5,12.0
289356,20191204,7,PCA,-72.93803219186098
289356,20191204,7,PM2.5,8.0
289362,20191204,8,PCA,-54.498899765350174
289362,20191204,8,PM2.5,14.0
289368,20191204,9,PCA,-63.00467724021842
289368,20191204,9,PM2.5,12.0
289374,20191204,10,PCA,-75.34964583506496
289374,20191204,10,PM2.5,8.0
289380,20191204,11,PCA,-74.93404973147874
289380,20191204,11,PM2.5,9.0
289386,20191204,12,PCA,-78.94842259751852
289386,20191204,12,PM2.5,2.0
289392,20191204,13,PCA,-70.05490049040093
289392,20191204,13,PM2.5,15.0
289398,20191204,14,PCA,-75.17995456022993
289398,20191204,14,PM2.5,7.0
289404,20191204,15,PCA,-76.53807971347791
289404,20191204,15,PM2.5,4.0
289410,20191204,16,PCA,-76.72494397113583
289410,20191204,16,PM2.5,3.0
289416,20191204,17,PCA,-77.89612644467834
289416,20191204,17,PM2.5,2.0
289422,20191204,18,PCA,-76.09305614864549
289422,20191204,18,PM2.5,8.0
289428,20191204,19,PCA,-56.816831689004346
289428,20191204,19,PM2.5,18.0
289434,20191204,20,PCA,-50.70358180052218
289434,20191204,20,PM2.5,24.0
289440,20191204,21,PCA,-73.95128341026759
289440,20191204,21,PM2.5,11.0
289446,20191204,22,PCA,-66.22322692172499
289446,20191204,22,PM2.5,4.0
289452,20191204,23,PCA,-78.93855539050199
289452,20191204,23,PM2.5,5.0
289458,20191205,0,PCA,-24.042685618995367
289458,20191205,0,PM2.5,34.0
289464,20191205,1,PCA,-16.04896595988656
289464,20191205,1,PM2.5,43.0
289470,20191205,2,PCA,-19.103761864632443
289470,20191205,2,PM2.5,42.0
289476,20191205,3,PCA,-21.724038089731735
289476,20191205,3,PM2.5,41.0
289482,20191205,4,PCA,-21.573950041309715
289482,20191205,4,PM2.5,41.0
289488,20191205,5,PCA,-21.25465009515435
289488,20191205,5,PM2.5,42.0
289494,20191205,6,PCA,-27.568977637454527
289494,20191205,6,PM2.5,38.0
289500,20191205,7,PCA,-35.57953637830364
289500,20191205,7,PM2.5,33.0
289506,20191205,8,PCA,-38.63001827536263
289506,20191205,8,PM2.5,29.0
289512,20191205,9,PCA,-67.38570245245354
289512,20191205,9,PM2.5,7.0
289518,20191205,10,PCA,-77.19741549536192
289518,20191205,10,PM2.5,1.0
289524,20191205,11,PCA,-84.00427043801935
289524,20191205,11,PM2.5,2.0
289530,20191205,12,PCA,-78.10651176422286
289530,20191205,12,PM2.5,10.0
289536,20191205,13,PCA,-80.8568175644378
289536,20191205,13,PM2.5,6.0
289542,20191205,14,PCA,-83.36488512311267
289542,20191205,14,PM2.5,2.0
289548,20191205,15,PCA,-82.04609959354991
289548,20191205,15,PM2.5,4.0
289554,20191205,16,PCA,-83.72410179105
289554,20191205,16,PM2.5,1.0
289560,20191205,17,PCA,-79.39569695790438
289560,20191205,17,PM2.5,8.0
289566,20191205,18,PCA,-67.78695475203536
289566,20191205,18,PM2.5,10.0
289572,20191205,19,PCA,-58.38280568899093
289572,20191205,19,PM2.5,19.0
289578,20191205,20,PCA,-69.57211761766095
289578,20191205,20,PM2.5,16.0
289584,20191205,21,PCA,-82.01097625655657
289584,20191205,21,PM2.5,9.0
289590,20191205,22,PCA,-74.0096818006983
289590,20191205,22,PM2.5,12.0
289596,20191205,23,PCA,-58.66318357440442
289596,20191205,23,PM2.5,19.0
289602,20191206,0,PCA,-84.72149523744125
289602,20191206,0,PM2.5,7.0
289608,20191206,1,PCA,-82.70405619843186
289608,20191206,1,PM2.5,9.0
289614,20191206,2,PCA,-80.27669763263596
289614,20191206,2,PM2.5,10.0
289620,20191206,3,PCA,-85.60984747159765
289620,20191206,3,PM2.5,7.0
289626,20191206,4,PCA,-83.04224112275277
289626,20191206,4,PM2.5,9.0
289632,20191206,5,PCA,-85.043260877051
289632,20191206,5,PM2.5,7.0
289638,20191206,6,PCA,-88.19254276591765
289638,20191206,6,PM2.5,5.0
289644,20191206,7,PCA,-87.36079759085683
289644,20191206,7,PM2.5,6.0
289650,20191206,8,PCA,-83.10228714561279
289650,20191206,8,PM2.5,7.0
289656,20191206,9,PCA,-70.66752299062588
289656,20191206,9,PM2.5,11.0
289662,20191206,10,PCA,-60.45149510066471
289662,20191206,10,PM2.5,13.0
289668,20191206,11,PCA,-55.344182555114386
289668,20191206,11,PM2.5,26.0
289674,20191206,12,PCA,-28.445139670352013
289674,20191206,12,PM2.5,39.0
289680,20191206,13,PCA,-42.54494454386728
289680,20191206,13,PM2.5,30.0
289686,20191206,14,PCA,-34.063823856327545
289686,20191206,14,PM2.5,35.0
289692,20191206,15,PCA,-32.98984043972666
289692,20191206,15,PM2.5,36.0
289698,20191206,16,PCA,-36.426545270964894
289698,20191206,16,PM2.5,33.0
289704,20191206,17,PCA,-36.07528994739834
289704,20191206,17,PM2.5,27.0
289710,20191206,18,PCA,-21.12059987910639
289710,20191206,18,PM2.5,39.0
289716,20191206,19,PCA,8.77382870018647
289716,20191206,19,PM2.5,58.0
289722,20191206,20,PCA,3.747453276354387
289722,20191206,20,PM2.5,56.0
289728,20191206,21,PCA,-14.191848871176889
289728,20191206,21,PM2.5,46.0
289734,20191206,22,PCA,-21.876301023085865
289734,20191206,22,PM2.5,42.0
289740,20191206,23,PCA,-28.622216056985824
289740,20191206,23,PM2.5,38.0
289746,20191207,0,PCA,-25.082287692043078
289746,20191207,0,PM2.5,40.0
289752,20191207,1,PCA,-28.705428884241606
289752,20191207,1,PM2.5,37.0
289758,20191207,2,PCA,-26.927951418869746
289758,20191207,2,PM2.5,39.0
289764,20191207,3,PCA,-31.99762294817565
289764,20191207,3,PM2.5,36.0
289770,20191207,4,PCA,-31.84753489975362
289770,20191207,4,PM2.5,36.0
