,date,hour,type,奥体中心
271002,20190723,5,PM2.5,51.0
271008,20190723,6,PCA,-28.999555041459224
271008,20190723,6,PM2.5,51.0
271014,20190723,7,PCA,-59.13287621575973
271014,20190723,7,PM2.5,32.0
271020,20190723,8,PCA,-81.24916335238466
271020,20190723,8,PM2.5,20.0
271026,20190723,9,PCA,-84.0819404645905
271026,20190723,9,PM2.5,21.0
271032,20190723,10,PCA,-94.45115814870708
271032,20190723,10,PM2.5,9.0
271038,20190723,11,PCA,-88.48889671648254
271038,20190723,11,PM2.5,16.0
271044,20190723,12,PCA,-96.540770279181
271044,20190723,12,PM2.5,4.0
271050,20190723,13,PCA,-85.19310623594772
271050,20190723,13,PM2.5,20.0
271056,20190723,14,PCA,-85.12675954001257
271056,20190723,14,PM2.5,19.0
271062,20190723,15,PCA,-83.59228656336096
271062,20190723,15,PM2.5,16.0
271068,20190723,16,PCA,-54.788455766272385
271068,20190723,16,PM2.5,20.0
271074,20190723,17,PCA,-60.074149389370795
271074,20190723,17,PM2.5,19.0
271080,20190723,18,PCA,-61.4430710586632
271080,20190723,18,PM2.5,21.0
271086,20190723,19,PCA,-69.24289472746483
271086,20190723,19,PM2.5,26.0
271092,20190723,20,PCA,-78.99163355472135
271092,20190723,20,PM2.5,20.0
271098,20190723,21,PCA,-80.56548675969741
271098,20190723,21,PM2.5,14.0
271104,20190723,22,PCA,-81.98716335362376
271104,20190723,22,PM2.5,19.0
271110,20190723,23,PCA,-75.87411979526006
271110,20190723,23,PM2.5,25.0
271116,20190724,0,PCA,-73.35804153124998
271116,20190724,0,PM2.5,25.0
271122,20190724,1,PCA,-72.95020724334739
271122,20190724,1,PM2.5,25.0
271128,20190724,2,PCA,-65.7875954560221
271128,20190724,2,PM2.5,26.0
271134,20190724,3,PCA,-59.49289346556432
271134,20190724,3,PM2.5,28.0
271140,20190724,4,PCA,-38.66523936679991
271140,20190724,4,PM2.5,35.0
271146,20190724,5,PCA,-30.518932372701258
271146,20190724,5,PM2.5,34.0
271152,20190724,6,PCA,-30.434703078165136
271152,20190724,6,PM2.5,35.0
271158,20190724,7,PCA,-29.232154743267806
271158,20190724,7,PM2.5,45.0
271164,20190724,8,PCA,-21.61252888024381
271164,20190724,8,PM2.5,54.0
271170,20190724,9,PCA,-14.199012512659658
271170,20190724,9,PM2.5,62.0
271176,20190724,10,PCA,-13.022072145570002
271176,20190724,10,PM2.5,67.0
271182,20190724,11,PCA,-38.94072264187319
271182,20190724,11,PM2.5,55.0
271188,20190724,12,PCA,-34.743691985472765
271188,20190724,12,PM2.5,41.0
271194,20190724,13,PCA,-45.92850848469046
271194,20190724,13,PM2.5,33.0
271200,20190724,14,PCA,-52.19971625184975
271200,20190724,14,PM2.5,26.0
271206,20190724,15,PCA,-56.020901489761634
271206,20190724,15,PM2.5,33.0
271212,20190724,16,PCA,-80.31860591070105
271212,20190724,16,PM2.5,24.0
271218,20190724,17,PCA,-86.09139033008292
271218,20190724,17,PM2.5,15.0
271224,20190724,18,PCA,-77.22505486724862
271224,20190724,18,PM2.5,26.0
271230,20190724,19,PCA,-42.3123406719193
271230,20190724,19,PM2.5,47.0
271236,20190724,20,PCA,-24.328428662479066
271236,20190724,20,PM2.5,49.0
271242,20190724,21,PCA,-59.18411699131096
271242,20190724,21,PM2.5,39.0
271248,20190724,22,PCA,-69.06132113132693
271248,20190724,22,PM2.5,31.0
271254,20190724,23,PCA,-65.76461150269847
271254,20190724,23,PM2.5,30.0
271260,20190725,0,PCA,-62.50218924800711
271260,20190725,0,PM2.5,29.0
271266,20190725,1,PCA,-63.0910242359046
271266,20190725,1,PM2.5,24.0
271272,20190725,2,PCA,-44.222798346140564
271272,20190725,2,PM2.5,35.0
271278,20190725,3,PCA,-46.67724464405472
271278,20190725,3,PM2.5,33.0
271284,20190725,4,PCA,-52.41750976942157
271284,20190725,4,PM2.5,23.0
271290,20190725,5,PCA,-45.23756572367457
271290,20190725,5,PM2.5,26.0
271296,20190725,6,PCA,-39.28060921537353
271296,20190725,6,PM2.5,29.0
271302,20190725,7,PCA,-36.37375513663064
271302,20190725,7,PM2.5,32.0
271308,20190725,8,PCA,-54.71679870268974
271308,20190725,8,PM2.5,19.0
271314,20190725,9,PCA,-66.78976571921937
271314,20190725,9,PM2.5,23.0
271320,20190725,10,PCA,-73.0199492781148
271320,20190725,10,PM2.5,22.0
271326,20190725,11,PCA,-73.96260751594228
271326,20190725,11,PM2.5,27.0
271332,20190725,12,PCA,-71.28273413367167
271332,20190725,12,PM2.5,22.0
271338,20190725,13,PCA,-47.35865888846413
271338,20190725,13,PM2.5,24.0
271344,20190725,14,PCA,-40.19808150117954
271344,20190725,14,PM2.5,28.0
271350,20190725,15,PCA,-46.400244516847174
271350,20190725,15,PM2.5,27.0
271356,20190725,16,PCA,-69.42604374350579
271356,20190725,16,PM2.5,29.0
271362,20190725,17,PCA,-58.98009369432521
271362,20190725,17,PM2.5,31.0
271368,20190725,18,PCA,-51.153284169084955
271368,20190725,18,PM2.5,34.0
271374,20190725,19,PCA,-57.23770563584544
271374,20190725,19,PM2.5,32.0
271380,20190725,20,PCA,-88.20723507947358
271380,20190725,20,PM2.5,14.0
271386,20190725,21,PCA,-59.299292207184344
271386,20190725,21,PM2.5,23.0
271392,20190725,22,PCA,-71.54641668161878
271392,20190725,22,PM2.5,11.0
271398,20190725,23,PCA,-82.23734276144364
271398,20190725,23,PM2.5,20.0
271404,20190726,0,PCA,-85.64444895805934
271404,20190726,0,PM2.5,17.0
271410,20190726,1,PCA,-88.96824425267198
271410,20190726,1,PM2.5,12.0
271416,20190726,2,PCA,-85.29930566409627
271416,20190726,2,PM2.5,17.0
271422,20190726,3,PCA,-86.33985055932955
271422,20190726,3,PM2.5,16.0
271428,20190726,4,PCA,-90.68484891041552
271428,20190726,4,PM2.5,9.0
271434,20190726,5,PCA,-84.18036145611312
271434,20190726,5,PM2.5,16.0
271440,20190726,6,PCA,-84.89258236779399
271440,20190726,6,PM2.5,19.0
271446,20190726,7,PCA,-87.750016955926
271446,20190726,7,PM2.5,14.0
271452,20190726,8,PCA,-83.3212959505289
271452,20190726,8,PM2.5,14.0
271458,20190726,9,PCA,-77.30629397704276
271458,20190726,9,PM2.5,19.0
271464,20190726,10,PCA,-62.45403528504376
271464,20190726,10,PM2.5,30.0
271470,20190726,11,PCA,-61.5693469631508
271470,20190726,11,PM2.5,37.0
271476,20190726,12,PCA,-49.75051763173418
271476,20190726,12,PM2.5,41.0
271482,20190726,13,PCA,-27.4239907463455
271482,20190726,13,PM2.5,42.0
271488,20190726,14,PCA,-18.17995386637847
271488,20190726,14,PM2.5,48.0
271494,20190726,15,PCA,-17.91226783300593
271494,20190726,15,PM2.5,52.0
271500,20190726,16,PCA,-34.27451401461056
271500,20190726,16,PM2.5,41.0
271506,20190726,17,PCA,-34.33264162726406
271506,20190726,17,PM2.5,40.0
271512,20190726,18,PCA,-26.764860817034265
271512,20190726,18,PM2.5,47.0
271518,20190726,19,PCA,-18.7541607331156
271518,20190726,19,PM2.5,52.0
271524,20190726,20,PCA,-13.836714392878967
271524,20190726,20,PM2.5,59.0
271530,20190726,21,PCA,-10.207853089822276
271530,20190726,21,PM2.5,70.0
271536,20190726,22,PCA,-17.03108315982616
271536,20190726,22,PM2.5,64.0
271542,20190726,23,PCA,-8.534453609562036
271542,20190726,23,PM2.5,75.0
271548,20190727,0,PCA,30.001194206339
271548,20190727,0,PM2.5,99.0
271554,20190727,1,PCA,43.936540959510275
271554,20190727,1,PM2.5,106.0
271560,20190727,2,PCA,86.1323545069294
271560,20190727,2,PM2.5,130.0
271566,20190727,3,PCA,105.59118999132738
271566,20190727,3,PM2.5,141.0
271572,20190727,4,PCA,123.53741452147314
271572,20190727,4,PM2.5,146.0
271578,20190727,5,PCA,123.92089324439755
271578,20190727,5,PM2.5,145.0
271584,20190727,6,PCA,129.97629014350068
271584,20190727,6,PM2.5,148.0
271590,20190727,7,PCA,123.40985670230263
271590,20190727,7,PM2.5,145.0
271596,20190727,8,PCA,129.04596843076538
271596,20190727,8,PM2.5,152.0
271602,20190727,9,PCA,122.81669900405635
271602,20190727,9,PM2.5,150.0
271608,20190727,10,PCA,101.04273918889166
271608,20190727,10,PM2.5,140.0
271614,20190727,11,PCA,38.18702335595134
271614,20190727,11,PM2.5,108.0
271620,20190727,12,PCA,20.428083856186593
271620,20190727,12,PM2.5,99.0
271626,20190727,13,PCA,-17.72297183612922
271626,20190727,13,PM2.5,58.0
271632,20190727,14,PCA,-20.948817765526908
271632,20190727,14,PM2.5,50.0
271638,20190727,15,PCA,-15.175265806224386
271638,20190727,15,PM2.5,58.0
271644,20190727,16,PCA,-11.251155510095957
271644,20190727,16,PM2.5,58.0
271650,20190727,17,PCA,1.6746709830508848
271650,20190727,17,PM2.5,71.0
271656,20190727,18,PCA,-3.0422346132391738
271656,20190727,18,PM2.5,67.0
271662,20190727,19,PCA,-47.118503405205296
271662,20190727,19,PM2.5,37.0
271668,20190727,20,PCA,-66.01104041488438
271668,20190727,20,PM2.5,32.0
271674,20190727,21,PCA,-61.535057177638336
271674,20190727,21,PM2.5,27.0
271680,20190727,22,PCA,-56.002859133483156
271680,20190727,22,PM2.5,27.0
271686,20190727,23,PCA,-56.47078103138636
271686,20190727,23,PM2.5,27.0
271692,20190728,0,PCA,-50.65082715989317
271692,20190728,0,PM2.5,41.0
271698,20190728,1,PCA,-50.34143326279268
271698,20190728,1,PM2.5,41.0
271704,20190728,2,PCA,-36.40457082905953
271704,20190728,2,PM2.5,51.0
271710,20190728,3,PCA,-34.01585835501183
271710,20190728,3,PM2.5,52.0
271716,20190728,4,PCA,-34.60768237008992
271716,20190728,4,PM2.5,50.0
271722,20190728,5,PCA,-35.857069240019804
271722,20190728,5,PM2.5,49.0
271728,20190728,6,PCA,-37.66925291971396
271728,20190728,6,PM2.5,47.0
271734,20190728,7,PCA,-10.735398382655221
271734,20190728,7,PM2.5,66.0
271740,20190728,8,PCA,13.595456146425247
271740,20190728,8,PM2.5,81.0
271746,20190728,9,PCA,5.40498275993727
271746,20190728,9,PM2.5,76.0
271752,20190728,10,PCA,8.061088723874574
271752,20190728,10,PM2.5,79.0
271758,20190728,11,PCA,-10.404713973140892
271758,20190728,11,PM2.5,70.0
271764,20190728,12,PCA,4.468441441254659
271764,20190728,12,PM2.5,82.0
271770,20190728,13,PCA,-16.78702696915538
271770,20190728,13,PM2.5,70.0
271776,20190728,14,PCA,-30.95951449157282
271776,20190728,14,PM2.5,57.0
271782,20190728,15,PCA,-19.73684351678676
271782,20190728,15,PM2.5,66.0
271788,20190728,16,PCA,-31.303512421066664
271788,20190728,16,PM2.5,57.0
271794,20190728,17,PCA,-33.97712059531816
271794,20190728,17,PM2.5,60.0
271800,20190728,18,PCA,-32.374520432958
271800,20190728,18,PM2.5,57.0
271806,20190728,19,PCA,-25.664251040616143
271806,20190728,19,PM2.5,63.0
271812,20190728,20,PCA,-55.689165642286724
271812,20190728,20,PM2.5,45.0
271818,20190728,21,PCA,-85.24464108318172
271818,20190728,21,PM2.5,19.0
271824,20190728,22,PCA,-91.80232600837655
271824,20190728,22,PM2.5,11.0
271830,20190728,23,PCA,-75.36095335475687
271830,20190728,23,PM2.5,26.0
271836,20190729,0,PCA,-83.30513335725115
271836,20190729,0,PM2.5,19.0
271842,20190729,1,PCA,-83.12878388334607
271842,20190729,1,PM2.5,19.0
271848,20190729,2,PCA,-80.34922423152929
271848,20190729,2,PM2.5,14.0
271854,20190729,3,PCA,-90.21607341560741
271854,20190729,3,PM2.5,14.0
271860,20190729,4,PCA,-95.79947707607467
271860,20190729,4,PM2.5,7.0
271866,20190729,5,PCA,-95.93556154643058
271866,20190729,5,PM2.5,9.0
271872,20190729,6,PCA,-84.53601830361534
271872,20190729,6,PM2.5,17.0
271878,20190729,7,PCA,-83.45516063023341
271878,20190729,7,PM2.5,17.0
271884,20190729,8,PCA,-87.89070563333283
271884,20190729,8,PM2.5,16.0
271890,20190729,9,PCA,-84.24912235015861
271890,20190729,9,PM2.5,20.0
271896,20190729,10,PCA,-91.58811134566038
271896,20190729,10,PM2.5,15.0
271902,20190729,11,PCA,-85.04457627672086
271902,20190729,11,PM2.5,20.0
271908,20190729,12,PCA,-91.83072536803225
271908,20190729,12,PM2.5,15.0
271914,20190729,13,PCA,-85.5965841961932
271914,20190729,13,PM2.5,20.0
271920,20190729,14,PCA,-81.72606080941672
271920,20190729,14,PM2.5,23.0
271926,20190729,15,PCA,-94.69386503179003
271926,20190729,15,PM2.5,7.0
271932,20190729,17,PCA,-92.39536315202001
271932,20190729,17,PM2.5,9.0
271938,20190729,18,PCA,-92.58170718307285
271938,20190729,18,PM2.5,6.0
271944,20190729,19,PCA,-90.79155714074047
271944,20190729,19,PM2.5,10.0
271950,20190729,20,PCA,-91.93876151005753
271950,20190729,20,PM2.5,11.0
271956,20190729,21,PCA,-93.60707750339544
271956,20190729,21,PM2.5,12.0
271962,20190729,22,PCA,-83.79734467872672
271962,20190729,22,PM2.5,16.0
271968,20190729,23,PCA,-60.18905664980001
271968,20190729,23,PM2.5,29.0
271974,20190730,0,PCA,-55.23385133236252
271974,20190730,0,PM2.5,33.0
271980,20190730,1,PCA,-64.7316455495355
271980,20190730,1,PM2.5,30.0
271986,20190730,2,PCA,-80.40320342272041
271986,20190730,2,PM2.5,22.0
271992,20190730,3,PCA,-79.07507548496953
271992,20190730,3,PM2.5,23.0
271998,20190730,4,PCA,-73.87973309145939
271998,20190730,4,PM2.5,26.0
272004,20190730,5,PCA,-74.92613162810518
272004,20190730,5,PM2.5,23.0
272010,20190730,6,PCA,-71.86338877568069
272010,20190730,6,PM2.5,25.0
272016,20190730,7,PCA,-54.664345236841505
272016,20190730,7,PM2.5,35.0
272022,20190730,8,PCA,-61.13470961214353
272022,20190730,8,PM2.5,30.0
272028,20190730,9,PCA,-43.19383342896292
272028,20190730,9,PM2.5,41.0
272034,20190730,10,PCA,-57.3499833499232
272034,20190730,10,PM2.5,34.0
272040,20190730,11,PCA,-77.68021860125883
272040,20190730,11,PM2.5,26.0
272046,20190730,12,PCA,-67.89770772632703
272046,20190730,12,PM2.5,32.0
272052,20190730,13,PCA,-69.55907481580202
272052,20190730,13,PM2.5,34.0
272058,20190730,14,PCA,-78.33954028286576
272058,20190730,14,PM2.5,21.0
272064,20190730,15,PCA,-81.53441342629928
272064,20190730,15,PM2.5,18.0
272070,20190730,16,PCA,-82.75087461664417
272070,20190730,16,PM2.5,18.0
272076,20190730,17,PCA,-76.09522621977467
272076,20190730,17,PM2.5,20.0
272082,20190730,18,PCA,-53.154493339108825
272082,20190730,18,PM2.5,31.0
272088,20190730,19,PCA,-47.40909124443312
272088,20190730,19,PM2.5,28.0
272094,20190730,20,PCA,-63.80993061131562
272094,20190730,20,PM2.5,33.0
272100,20190730,21,PCA,-68.04191071485843
272100,20190730,21,PM2.5,26.0
272106,20190730,22,PCA,-65.07880565265145
272106,20190730,22,PM2.5,27.0
272112,20190730,23,PCA,-71.82915233051237
272112,20190730,23,PM2.5,27.0
272118,20190731,0,PCA,-80.66930479074564
272118,20190731,0,PM2.5,18.0
272124,20190731,1,PCA,-81.2620242942912
272124,20190731,1,PM2.5,20.0
272130,20190731,2,PCA,-74.18629213329042
272130,20190731,2,PM2.5,20.0
272136,20190731,3,PCA,-78.79064960016684
272136,20190731,3,PM2.5,16.0
272142,20190731,4,PCA,-80.91907385264831
272142,20190731,4,PM2.5,18.0
272148,20190731,5,PCA,-73.05617461246307
272148,20190731,5,PM2.5,20.0
272154,20190731,6,PCA,-70.48770683851647
272154,20190731,6,PM2.5,16.0
272160,20190731,7,PCA,-66.82833807779903
272160,20190731,7,PM2.5,16.0
272166,20190731,8,PCA,-63.29429500966776
272166,20190731,8,PM2.5,21.0
272172,20190731,9,PCA,-65.35166511602081
272172,20190731,9,PM2.5,27.0
272178,20190731,10,PCA,-76.03686682500086
272178,20190731,10,PM2.5,17.0
272184,20190731,11,PCA,-94.25968902409893
272184,20190731,11,PM2.5,12.5
272190,20190731,12,PCA,-93.5525760028766
272190,20190731,12,PM2.5,8.0
272196,20190731,13,PCA,-86.89511311113428
272196,20190731,13,PM2.5,16.0
272202,20190731,14,PCA,-86.25621280465538
272202,20190731,14,PM2.5,14.0
272208,20190731,15,PCA,-72.34229808963909
272208,20190731,15,PM2.5,17.0
272214,20190731,16,PCA,-62.5971036860293
272214,20190731,16,PM2.5,17.0
272220,20190731,17,PCA,-44.71402750727048
272220,20190731,17,PM2.5,19.0
272226,20190731,18,PCA,-37.35783186423674
272226,20190731,18,PM2.5,24.0
272232,20190731,19,PCA,-42.76691065555796
272232,20190731,19,PM2.5,23.0
272238,20190731,20,PCA,-55.92791857210398
272238,20190731,20,PM2.5,28.0
272244,20190731,21,PCA,-65.7864246847008
272244,20190731,21,PM2.5,26.0
272250,20190731,22,PCA,-61.484144623837
272250,20190731,22,PM2.5,29.0
272256,20190731,23,PCA,-66.64576274427131
272256,20190731,23,PM2.5,29.0
272262,20190801,0,PCA,-71.0800802354331
272262,20190801,0,PM2.5,27.0
272268,20190801,1,PCA,-61.24448348524997
272268,20190801,1,PM2.5,26.0
272274,20190801,2,PCA,-61.29667368633239
272274,20190801,2,PM2.5,28.0
272280,20190801,3,PCA,-81.74365787704997
272280,20190801,3,PM2.5,23.0
272286,20190801,4,PCA,-78.53790038533668
272286,20190801,4,PM2.5,18.0
272292,20190801,5,PCA,-55.86926927150366
272292,20190801,5,PM2.5,25.0
272298,20190801,6,PCA,-48.070056478162726
272298,20190801,6,PM2.5,26.0
272304,20190801,7,PCA,-41.844581951771104
272304,20190801,7,PM2.5,33.0
272310,20190801,8,PCA,-56.904956804979214
272310,20190801,8,PM2.5,28.0
272316,20190801,9,PCA,-65.52934023788754
272316,20190801,9,PM2.5,22.0
272322,20190801,10,PCA,-73.38373712756209
272322,20190801,10,PM2.5,20.0
272328,20190801,11,PCA,-76.69926696090269
272328,20190801,11,PM2.5,20.0
272334,20190801,12,PCA,-65.26750855065674
272334,20190801,12,PM2.5,22.0
272340,20190801,13,PCA,-46.43324242659812
272340,20190801,13,PM2.5,25.0
272346,20190801,14,PCA,-42.491096776924586
272346,20190801,14,PM2.5,25.0
272352,20190801,15,PCA,-45.41516698517653
272352,20190801,15,PM2.5,25.0
272358,20190801,16,PCA,-46.74466570783202
272358,20190801,16,PM2.5,24.0
272364,20190801,17,PCA,-43.61649029165878
272364,20190801,17,PM2.5,26.0
272370,20190801,18,PCA,-44.28009719444104
272370,20190801,18,PM2.5,25.0
272376,20190801,19,PCA,-46.86794261700528
272376,20190801,19,PM2.5,25.0
272382,20190801,20,PCA,-56.42043152761497
272382,20190801,20,PM2.5,22.0
272388,20190801,21,PCA,-67.13025430266455
272388,20190801,21,PM2.5,25.0
272394,20190801,22,PCA,-51.25027265998716
272394,20190801,22,PM2.5,39.0
272400,20190801,23,PCA,-53.09993042696292
272400,20190801,23,PM2.5,44.0
272406,20190802,0,PCA,-48.070654667073796
272406,20190802,0,PM2.5,48.0
272412,20190802,1,PCA,-31.288861898834295
272412,20190802,1,PM2.5,59.0
272418,20190802,2,PCA,16.306142849929113
272418,20190802,2,PM2.5,80.0
272424,20190802,3,PCA,9.970474498001133
272424,20190802,3,PM2.5,74.0
272430,20190802,4,PCA,-46.36485126887965
272430,20190802,4,PM2.5,49.0
272436,20190802,5,PCA,-91.95770506192072
272436,20190802,5,PM2.5,8.0
272442,20190802,6,PCA,-79.9450305808219
272442,20190802,6,PM2.5,25.0
272448,20190802,7,PCA,-69.01601179309881
272448,20190802,7,PM2.5,30.0
272454,20190802,8,PCA,-66.55671884666964
272454,20190802,8,PM2.5,33.0
272460,20190802,9,PCA,-86.29065519727527
272460,20190802,9,PM2.5,16.0
272466,20190802,10,PCA,-79.82100383439898
272466,20190802,10,PM2.5,25.0
272472,20190802,11,PCA,-69.67758931174762
272472,20190802,11,PM2.5,30.0
272478,20190802,12,PCA,-82.82422398859065
272478,20190802,12,PM2.5,21.0
272484,20190802,13,PCA,-75.76261734279078
272484,20190802,13,PM2.5,28.0
272490,20190802,15,PCA,-79.92590280820605
272490,20190802,15,PM2.5,25.0
272496,20190802,16,PCA,-78.10313034301436
272496,20190802,16,PM2.5,25.0
272502,20190802,17,PCA,-75.50916665552752
272502,20190802,17,PM2.5,26.0
272508,20190802,18,PCA,-73.69720575861226
272508,20190802,18,PM2.5,30.0
272514,20190802,19,PCA,-71.65165922934034
272514,20190802,19,PM2.5,31.0
272520,20190802,20,PCA,-79.99151464048093
272520,20190802,20,PM2.5,20.0
272526,20190802,21,PCA,-66.58884189849822
272526,20190802,21,PM2.5,26.0
272532,20190802,22,PCA,-54.76367889023718
272532,20190802,22,PM2.5,30.0
272538,20190802,23,PCA,-44.531390371045255
272538,20190802,23,PM2.5,37.0
272544,20190803,0,PCA,-37.1872348231918
272544,20190803,0,PM2.5,47.0
272550,20190803,1,PCA,-47.93195760771444
272550,20190803,1,PM2.5,41.0
272556,20190803,2,PCA,-60.46303855355132
272556,20190803,2,PM2.5,34.0
272562,20190803,3,PCA,-55.871978050754514
272562,20190803,3,PM2.5,38.0
272568,20190803,4,PCA,-48.5383711107373
272568,20190803,4,PM2.5,36.0
272574,20190803,5,PCA,-34.06689900952281
272574,20190803,5,PM2.5,36.0
272580,20190803,6,PCA,-46.66731567847542
272580,20190803,6,PM2.5,33.0
272586,20190803,7,PCA,-33.56611006771336
272586,20190803,7,PM2.5,47.0
272592,20190803,8,PCA,-20.307168411041957
272592,20190803,8,PM2.5,57.0
272598,20190803,9,PCA,-19.33722764781633
272598,20190803,9,PM2.5,57.0
272604,20190803,10,PCA,-5.906597775144198
272604,20190803,10,PM2.5,70.0
272610,20190803,11,PCA,-33.20212519645166
272610,20190803,11,PM2.5,56.0
272616,20190803,12,PCA,-40.60084302585418
272616,20190803,12,PM2.5,54.0
272622,20190803,13,PCA,-53.97787662170938
272622,20190803,13,PM2.5,41.0
272628,20190803,14,PCA,-40.08605602850499
272628,20190803,14,PM2.5,42.0
272634,20190803,15,PCA,-25.332382622965298
272634,20190803,15,PM2.5,50.0
272640,20190803,16,PCA,-33.71374821166992
272640,20190803,16,PM2.5,39.0
272646,20190803,17,PCA,-58.111444773450735
272646,20190803,17,PM2.5,28.0
272652,20190803,18,PCA,-68.11638939438035
272652,20190803,18,PM2.5,20.0
272658,20190803,19,PCA,-74.20878169111091
272658,20190803,19,PM2.5,22.0
272664,20190803,20,PCA,-79.94824396264022
272664,20190803,20,PM2.5,18.0
272670,20190803,21,PCA,-78.96312360859665
272670,20190803,21,PM2.5,21.0
272676,20190803,22,PCA,-67.1322603040843
272676,20190803,22,PM2.5,21.0
272682,20190803,23,PCA,-65.95612627526027
272682,20190803,23,PM2.5,23.0
272688,20190804,0,PCA,-70.07417383667308
272688,20190804,0,PM2.5,23.0
272694,20190804,1,PCA,-66.99284691321452
272694,20190804,1,PM2.5,23.0
272700,20190804,2,PCA,-57.96631627514069
272700,20190804,2,PM2.5,25.0
272706,20190804,3,PCA,-47.08021003020693
272706,20190804,3,PM2.5,37.0
272712,20190804,4,PCA,-15.806615799564373
272712,20190804,4,PM2.5,48.0
272718,20190804,5,PCA,-33.36805803613977
272718,20190804,5,PM2.5,37.0
272724,20190804,6,PCA,-28.93185281112133
272724,20190804,6,PM2.5,41.0
272730,20190804,7,PCA,-31.409435021362896
272730,20190804,7,PM2.5,42.0
272736,20190804,8,PCA,-44.31102650413436
272736,20190804,8,PM2.5,37.0
272742,20190804,9,PCA,-35.111750885954905
272742,20190804,9,PM2.5,44.0
272748,20190804,10,PCA,-32.975842413852035
272748,20190804,10,PM2.5,46.0
272754,20190804,11,PCA,-32.243494016303806
272754,20190804,11,PM2.5,48.0
272760,20190804,12,PCA,-36.34881616400232
272760,20190804,12,PM2.5,48.0
272766,20190804,13,PCA,-43.28411680324402
272766,20190804,13,PM2.5,46.0
272772,20190804,14,PCA,-65.64490407340729
272772,20190804,14,PM2.5,34.0
272778,20190804,15,PCA,-46.31988387142414
272778,20190804,15,PM2.5,47.0
272784,20190804,16,PCA,-45.201877455253594
272784,20190804,16,PM2.5,48.0
272790,20190804,17,PCA,-53.66280274559807
272790,20190804,17,PM2.5,42.0
272796,20190804,18,PCA,-39.76059310049941
272796,20190804,18,PM2.5,51.0
272802,20190804,19,PCA,-26.879146880184585
272802,20190804,19,PM2.5,58.0
272808,20190804,20,PCA,-35.24844203510557
272808,20190804,20,PM2.5,52.0
272814,20190804,21,PCA,-49.76243055122099
272814,20190804,21,PM2.5,43.0
272820,20190804,22,PCA,-33.51732645796711
272820,20190804,22,PM2.5,52.0
272826,20190804,23,PCA,-11.917669711545315
272826,20190804,23,PM2.5,64.0
272832,20190805,0,PCA,-23.546115477578297
272832,20190805,0,PM2.5,54.0
272838,20190805,1,PCA,-35.33568043752999
272838,20190805,1,PM2.5,48.0
272844,20190805,2,PCA,-20.696481767523913
272844,20190805,2,PM2.5,55.0
272850,20190805,3,PCA,-36.20511017530599
272850,20190805,3,PM2.5,42.0
272856,20190805,4,PCA,-47.65832247494154
272856,20190805,4,PM2.5,38.0
272862,20190805,5,PCA,-69.0734064038299
272862,20190805,5,PM2.5,28.0
272868,20190805,6,PCA,-91.61814128352498
272868,20190805,6,PM2.5,17.0
272874,20190805,7,PCA,-88.83847012727819
272874,20190805,7,PM2.5,17.0
272880,20190805,8,PCA,-75.42155289780229
272880,20190805,8,PM2.5,20.0
272886,20190805,9,PCA,-86.317563858472
272886,20190805,9,PM2.5,15.0
272892,20190805,10,PCA,-95.25310168875751
272892,20190805,10,PM2.5,11.0
272898,20190805,11,PCA,-92.75101901788052
272898,20190805,11,PM2.5,14.0
272904,20190805,12,PCA,-86.7169520199674
272904,20190805,12,PM2.5,15.0
272910,20190805,13,PCA,-82.75763678411867
272910,20190805,13,PM2.5,21.0
272916,20190805,14,PCA,-71.93203630355828
272916,20190805,14,PM2.5,29.0
272922,20190805,15,PCA,-71.31459582033716
272922,20190805,15,PM2.5,29.0
272928,20190805,16,PCA,-71.13784754050751
272928,20190805,16,PM2.5,28.0
272934,20190805,17,PCA,-62.55481500613378
272934,20190805,17,PM2.5,36.0
272940,20190805,18,PCA,-50.56307505389712
272940,20190805,18,PM2.5,43.0
272946,20190805,19,PCA,-41.365828819851124
272946,20190805,19,PM2.5,49.0
272952,20190805,20,PCA,-30.77862866592398
272952,20190805,20,PM2.5,54.0
272958,20190805,21,PCA,-51.43545115137257
272958,20190805,21,PM2.5,38.0
272964,20190805,22,PCA,-47.63952290077456
272964,20190805,22,PM2.5,38.0
272970,20190805,23,PCA,-41.666863089570484
272970,20190805,23,PM2.5,43.0
272976,20190806,0,PCA,-37.808666310583725
272976,20190806,0,PM2.5,45.0
272982,20190806,1,PCA,-24.929717667113234
272982,20190806,1,PM2.5,50.0
272988,20190806,2,PCA,-21.258696903897338
272988,20190806,2,PM2.5,49.0
272994,20190806,3,PCA,-25.557152707482114
272994,20190806,3,PM2.5,47.0
273000,20190806,4,PCA,-27.04050133770872
273000,20190806,4,PM2.5,45.0
273006,20190806,5,PCA,-23.32765049309216
273006,20190806,5,PM2.5,48.0
273012,20190806,6,PCA,-30.432609964201124
273012,20190806,6,PM2.5,44.0
273018,20190806,7,PCA,-36.70015776901806
273018,20190806,7,PM2.5,40.0
273024,20190806,8,PCA,-14.643599466293827
273024,20190806,8,PM2.5,55.0
273030,20190806,9,PCA,-20.723308190041273
273030,20190806,9,PM2.5,56.0
273036,20190806,10,PCA,-19.069128425146957
273036,20190806,10,PM2.5,59.0
273042,20190806,11,PCA,-33.5736563540954
273042,20190806,11,PM2.5,50.0
273048,20190806,12,PCA,-32.700764930358105
273048,20190806,12,PM2.5,55.0
