,date,hour,type,奥体中心
74058,20150911,8,PM2.5,9.0
74064,20150911,9,PCA,-86.38392552799658
74064,20150911,9,PM2.5,9.0
74070,20150911,10,PCA,-97.48292482195036
74070,20150911,10,PM2.5,6.0
74076,20150911,11,PCA,-98.50873839326067
74076,20150911,11,PM2.5,6.0
74082,20150911,12,PCA,-97.53845568926243
74082,20150911,12,PM2.5,7.0
74100,20150911,15,PCA,-99.52513811953038
74100,20150911,15,PM2.5,3.0
74106,20150911,16,PCA,-97.9916270496646
74106,20150911,16,PM2.5,4.0
74112,20150911,17,PCA,-94.12412932667633
74112,20150911,17,PM2.5,8.0
74118,20150911,18,PCA,-85.4666919148054
74118,20150911,18,PM2.5,9.0
74124,20150911,19,PCA,-67.71446735775315
74124,20150911,19,PM2.5,23.0
74130,20150911,20,PCA,-76.5481353116165
74130,20150911,20,PM2.5,13.0
74136,20150911,21,PCA,-65.16517954626026
74136,20150911,21,PM2.5,11.0
74142,20150911,22,PCA,-53.84043757529143
74142,20150911,22,PM2.5,17.0
74148,20150911,23,PCA,-50.33617053475743
74148,20150911,23,PM2.5,20.0
74154,20150912,0,PCA,-61.38858520394601
74154,20150912,0,PM2.5,12.0
74160,20150912,1,PCA,-82.76469778262873
74160,20150912,1,PM2.5,7.0
74166,20150912,2,PCA,-87.79403769220664
74166,20150912,2,PM2.5,6.0
74172,20150912,3,PCA,-92.82337760178459
74172,20150912,3,PM2.5,5.0
74178,20150912,4,PCA,-94.5307101307738
74178,20150912,4,PM2.5,6.0
74184,20150912,5,PCA,-93.19737207791582
74184,20150912,5,PM2.5,5.0
74190,20150912,6,PCA,-90.68292439211461
74190,20150912,6,PM2.5,3.0
74196,20150912,7,PCA,-92.21560913421813
74196,20150912,7,PM2.5,8.0
74202,20150912,8,PCA,-89.07038472685214
74202,20150912,8,PM2.5,10.0
74208,20150912,9,PCA,-92.7544835577977
74208,20150912,9,PM2.5,7.0
74214,20150912,10,PCA,-95.64767319974803
74214,20150912,10,PM2.5,8.0
74220,20150912,11,PCA,-98.9357583005728
74220,20150912,11,PM2.5,4.0
74226,20150912,12,PCA,-97.23542913714608
74226,20150912,12,PM2.5,7.0
74232,20150912,13,PCA,-97.15320575281865
74232,20150912,13,PM2.5,7.0
74238,20150912,14,PCA,-98.35888876611432
74238,20150912,14,PM2.5,5.0
74244,20150912,15,PCA,-95.82845451018107
74244,20150912,15,PM2.5,7.0
74250,20150912,16,PCA,-98.53287117546003
74250,20150912,16,PM2.5,3.0
74256,20150912,17,PCA,-96.01439811261916
74256,20150912,17,PM2.5,5.0
74262,20150912,18,PCA,-95.16841633172031
74262,20150912,18,PM2.5,5.0
74268,20150912,19,PCA,-77.17058306815983
74268,20150912,19,PM2.5,10.0
74274,20150912,20,PCA,-60.22128836267901
74274,20150912,20,PM2.5,16.0
74280,20150912,21,PCA,-52.2095592489269
74280,20150912,21,PM2.5,19.0
74286,20150912,22,PCA,-58.57180533473525
74286,20150912,22,PM2.5,17.0
74292,20150912,23,PCA,-57.687395264164074
74292,20150912,23,PM2.5,18.0
74298,20150913,0,PCA,-52.36711361473481
74298,20150913,0,PM2.5,18.0
74304,20150913,1,PCA,30.53901591477359
74304,20150913,1,PM2.5,137.0
74310,20150913,2,PCA,-41.29258380176454
74310,20150913,2,PM2.5,25.0
74316,20150913,3,PCA,-43.931423648686014
74316,20150913,3,PM2.5,26.0
74322,20150913,4,PCA,-49.612277354168924
74322,20150913,4,PM2.5,21.0
74328,20150913,5,PCA,-50.76019816950848
74328,20150913,5,PM2.5,19.0
74334,20150913,6,PCA,-49.43207023175759
74334,20150913,6,PM2.5,20.0
74340,20150913,7,PCA,-52.06908181430631
74340,20150913,7,PM2.5,19.0
74346,20150913,8,PCA,-56.96497121022737
74346,20150913,8,PM2.5,16.0
74352,20150913,9,PCA,-55.82998356696021
74352,20150913,9,PM2.5,17.0
74358,20150913,10,PCA,-59.85884956392875
74358,20150913,10,PM2.5,18.0
74364,20150913,11,PCA,-60.97645717417473
74364,20150913,11,PM2.5,16.0
74370,20150913,12,PCA,-60.29748890926202
74370,20150913,12,PM2.5,18.0
74376,20150913,13,PCA,-70.20831509417779
74376,20150913,13,PM2.5,12.0
74382,20150913,14,PCA,-72.42931333536684
74382,20150913,14,PM2.5,13.0
74388,20150913,15,PCA,-74.86738965556287
74388,20150913,15,PM2.5,15.0
74394,20150913,16,PCA,-76.9554533552963
74394,20150913,16,PM2.5,13.0
74400,20150913,17,PCA,-74.85906069054143
74400,20150913,17,PM2.5,16.0
74406,20150913,18,PCA,-70.52497182472986
74406,20150913,18,PM2.5,16.0
74412,20150913,19,PCA,-67.44543977441688
74412,20150913,19,PM2.5,16.0
74418,20150913,20,PCA,-52.50149009840821
74418,20150913,20,PM2.5,27.0
74424,20150913,21,PCA,-39.909323266308
74424,20150913,21,PM2.5,36.0
74430,20150913,22,PCA,-37.99261674074682
74430,20150913,22,PM2.5,34.0
74436,20150913,23,PCA,-35.10927676028704
74436,20150913,23,PM2.5,33.0
74442,20150914,0,PCA,-37.54224663866378
74442,20150914,0,PM2.5,38.0
74448,20150914,1,PCA,-19.581582158219927
74448,20150914,1,PM2.5,49.0
74454,20150914,2,PCA,-19.807137717203773
74454,20150914,2,PM2.5,40.0
74460,20150914,3,PCA,-18.874080246506733
74460,20150914,3,PM2.5,35.0
74466,20150914,4,PCA,-10.989441359883054
74466,20150914,4,PM2.5,53.0
74472,20150914,5,PCA,-10.760239840286319
74472,20150914,5,PM2.5,56.0
74478,20150914,6,PCA,-17.072043652823254
74478,20150914,6,PM2.5,48.0
74484,20150914,7,PCA,-24.111689532475754
74484,20150914,7,PM2.5,40.0
74490,20150914,8,PCA,-21.133877447020474
74490,20150914,8,PM2.5,45.0
74496,20150914,9,PCA,-9.89952511277432
74496,20150914,9,PM2.5,59.0
74502,20150914,10,PCA,11.993594253239122
74502,20150914,10,PM2.5,82.0
74508,20150914,11,PCA,34.414390419531394
74508,20150914,11,PM2.5,102.0
74514,20150914,12,PCA,55.77952013226754
74514,20150914,12,PM2.5,119.0
74520,20150914,13,PCA,10.130770786291786
74520,20150914,13,PM2.5,104.0
74526,20150914,14,PCA,10.879817369788737
74526,20150914,14,PM2.5,116.0
74532,20150914,15,PCA,-6.917316137256589
74532,20150914,15,PM2.5,91.0
74538,20150914,16,PCA,-7.464180408442891
74538,20150914,16,PM2.5,89.0
74544,20150914,17,PCA,-21.088620261988073
74544,20150914,17,PM2.5,70.0
74550,20150914,18,PCA,-28.93084759954334
74550,20150914,18,PM2.5,54.0
74556,20150914,19,PCA,-23.325808466590335
74556,20150914,19,PM2.5,58.0
74562,20150914,20,PCA,-12.538010703564652
74562,20150914,20,PM2.5,64.0
74568,20150914,21,PCA,2.7616619613521363
74568,20150914,21,PM2.5,72.0
74574,20150914,22,PCA,22.44536760522884
74574,20150914,22,PM2.5,76.0
74580,20150914,23,PCA,21.142239084176726
74580,20150914,23,PM2.5,82.0
74586,20150915,0,PCA,21.999178310650848
74586,20150915,0,PM2.5,85.0
74592,20150915,1,PCA,31.958533719340416
74592,20150915,1,PM2.5,86.0
74598,20150915,2,PCA,40.08978566771327
74598,20150915,2,PM2.5,94.0
74604,20150915,3,PCA,52.39011299308338
74604,20150915,3,PM2.5,99.0
74610,20150915,4,PCA,71.24356385897023
74610,20150915,4,PM2.5,117.0
74616,20150915,5,PCA,74.30648597992082
74616,20150915,5,PM2.5,124.0
74622,20150915,6,PCA,84.87528417471962
74622,20150915,6,PM2.5,135.0
74628,20150915,7,PCA,78.63328590069956
74628,20150915,7,PM2.5,126.0
74634,20150915,8,PCA,80.4129813399489
74634,20150915,8,PM2.5,132.0
74640,20150915,9,PCA,82.54313533913636
74640,20150915,9,PM2.5,132.0
74646,20150915,10,PCA,80.0876535584927
74646,20150915,10,PM2.5,133.0
74652,20150915,11,PCA,71.43364228213109
74652,20150915,11,PM2.5,134.0
74658,20150915,12,PCA,63.70079078712357
74658,20150915,12,PM2.5,126.0
74664,20150915,13,PCA,50.32005500655204
74664,20150915,13,PM2.5,119.0
74670,20150915,14,PCA,40.94476257898619
74670,20150915,14,PM2.5,113.0
74676,20150915,15,PCA,44.53473597118433
74676,20150915,15,PM2.5,120.0
74682,20150915,16,PCA,27.123467040451747
74682,20150915,16,PM2.5,96.0
74688,20150915,17,PCA,30.12673496924289
74688,20150915,17,PM2.5,97.0
74694,20150915,18,PCA,39.08584048425847
74694,20150915,18,PM2.5,103.0
74700,20150915,19,PCA,43.32127727137456
74700,20150915,19,PM2.5,98.0
74706,20150915,20,PCA,65.92801231462938
74706,20150915,20,PM2.5,111.0
74712,20150915,21,PCA,79.13753845434238
74712,20150915,21,PM2.5,119.0
74718,20150915,22,PCA,107.08830774666214
74718,20150915,22,PM2.5,124.0
74724,20150915,23,PCA,123.27862002542157
74724,20150915,23,PM2.5,127.0
74730,20150916,0,PCA,120.17774105288987
74730,20150916,0,PM2.5,124.0
74736,20150916,1,PCA,125.34628029208432
74736,20150916,1,PM2.5,131.0
74742,20150916,2,PCA,161.92833810352425
74742,20150916,2,PM2.5,182.0
74748,20150916,3,PCA,148.20879207251062
74748,20150916,3,PM2.5,165.0
74754,20150916,4,PCA,141.37144743708134
74754,20150916,4,PM2.5,158.0
74760,20150916,5,PCA,127.79302147423434
74760,20150916,5,PM2.5,154.0
74766,20150916,6,PCA,123.98438219329431
74766,20150916,6,PM2.5,153.0
74790,20150916,10,PCA,114.63380693016447
74790,20150916,10,PM2.5,152.0
74796,20150916,11,PCA,137.09344819472415
74796,20150916,11,PM2.5,177.0
74802,20150916,12,PCA,132.6308716484057
74802,20150916,12,PM2.5,178.0
74808,20150916,13,PCA,98.99328431115245
74808,20150916,13,PM2.5,143.0
74814,20150916,14,PCA,71.6292240310184
74814,20150916,14,PM2.5,116.0
74820,20150916,15,PCA,58.326333934530666
74820,20150916,15,PM2.5,101.0
74838,20150916,18,PCA,41.794686120482794
74838,20150916,18,PM2.5,61.0
74844,20150916,19,PCA,69.68003163620803
74844,20150916,19,PM2.5,99.0
74850,20150916,20,PCA,75.33831026648605
74850,20150916,20,PM2.5,104.0
74856,20150916,21,PCA,92.58459253243979
74856,20150916,21,PM2.5,117.0
74862,20150916,22,PCA,121.13587032261209
74862,20150916,22,PM2.5,143.0
74898,20150917,4,PCA,119.3989640617106
74898,20150917,4,PM2.5,121.0
74904,20150917,5,PCA,150.5675072110358
74904,20150917,5,PM2.5,178.0
74910,20150917,6,PCA,141.88007325252747
74910,20150917,6,PM2.5,177.0
74916,20150917,7,PCA,138.2318302665876
74916,20150917,7,PM2.5,170.0
74922,20150917,8,PCA,149.1977029898776
74922,20150917,8,PM2.5,174.0
74928,20150917,9,PCA,144.54876459553736
74928,20150917,9,PM2.5,166.0
74934,20150917,10,PCA,131.19984731819
74934,20150917,10,PM2.5,159.0
74940,20150917,11,PCA,122.09682132631147
74940,20150917,11,PM2.5,157.0
74946,20150917,12,PCA,123.56362663371043
74946,20150917,12,PM2.5,169.0
74952,20150917,13,PCA,122.72468193501645
74952,20150917,13,PM2.5,165.0
74958,20150917,14,PCA,117.90753829201212
74958,20150917,14,PM2.5,158.0
74964,20150917,15,PCA,80.92221971733909
74964,20150917,15,PM2.5,116.0
74970,20150917,16,PCA,74.05139275435964
74970,20150917,16,PM2.5,110.0
74976,20150917,17,PCA,70.87705091862529
74976,20150917,17,PM2.5,107.0
74982,20150917,18,PCA,84.8948662803546
74982,20150917,18,PM2.5,118.0
74988,20150917,19,PCA,99.14541564081905
74988,20150917,19,PM2.5,129.0
74994,20150917,20,PCA,129.31843547242704
74994,20150917,20,PM2.5,149.0
75000,20150917,21,PCA,148.60423886344122
75000,20150917,21,PM2.5,164.0
75006,20150917,22,PCA,179.96261129432526
75006,20150917,22,PM2.5,177.0
75012,20150917,23,PCA,191.69957343375685
75012,20150917,23,PM2.5,180.0
75018,20150918,0,PCA,221.67877015627735
75018,20150918,0,PM2.5,241.0
75024,20150918,1,PCA,224.51487441847013
75024,20150918,1,PM2.5,252.0
75030,20150918,2,PCA,212.61509581940507
75030,20150918,2,PM2.5,237.0
75036,20150918,3,PCA,208.43131745342512
75036,20150918,3,PM2.5,228.0
75042,20150918,4,PCA,195.464180330616
75042,20150918,4,PM2.5,206.0
75048,20150918,5,PCA,91.2043593219963
75048,20150918,5,PM2.5,87.0
75054,20150918,6,PCA,64.47659651423974
75054,20150918,6,PM2.5,53.0
75060,20150918,7,PCA,97.70114460410429
75060,20150918,7,PM2.5,89.0
75066,20150918,8,PCA,119.07954010260016
75066,20150918,8,PM2.5,118.0
75072,20150918,9,PCA,87.69650189412258
75072,20150918,9,PM2.5,86.0
75078,20150918,10,PCA,80.22675765286313
75078,20150918,10,PM2.5,84.0
75084,20150918,11,PCA,72.91839870661256
75084,20150918,11,PM2.5,78.0
75090,20150918,12,PCA,42.69402646343255
75090,20150918,12,PM2.5,44.0
75096,20150918,13,PCA,18.528073544818636
75096,20150918,13,PM2.5,25.0
75102,20150918,14,PCA,6.273727062697542
75102,20150918,14,PM2.5,18.0
75108,20150918,15,PCA,2.837739571391532
75108,20150918,15,PM2.5,17.0
75114,20150918,16,PCA,-3.1350213951358588
75114,20150918,16,PM2.5,14.0
75120,20150918,17,PCA,-3.3585669594839804
75120,20150918,17,PM2.5,17.0
75126,20150918,18,PCA,3.4924499720246707
75126,20150918,18,PM2.5,23.0
75132,20150918,19,PCA,22.155162769741203
75132,20150918,19,PM2.5,29.0
75138,20150918,20,PCA,41.96685639228261
75138,20150918,20,PM2.5,43.0
75144,20150918,21,PCA,47.11276026003839
75144,20150918,21,PM2.5,49.0
75150,20150918,22,PCA,43.75979900689732
75150,20150918,22,PM2.5,54.0
75156,20150918,23,PCA,22.261046432379057
75156,20150918,23,PM2.5,37.0
75162,20150919,0,PCA,7.885922589644346
75162,20150919,0,PM2.5,32.0
75168,20150919,1,PCA,-3.6064587463607483
75168,20150919,1,PM2.5,27.0
75174,20150919,2,PCA,-15.924862746979281
75174,20150919,2,PM2.5,24.0
75180,20150919,3,PCA,-28.664259628008214
75180,20150919,3,PM2.5,20.0
75186,20150919,4,PCA,-38.82768104154438
75186,20150919,4,PM2.5,16.0
75192,20150919,5,PCA,-41.70747094140162
75192,20150919,5,PM2.5,17.0
75198,20150919,6,PCA,-44.68653321677901
75198,20150919,6,PM2.5,18.0
75204,20150919,7,PCA,-54.91591161087828
75204,20150919,7,PM2.5,13.0
75210,20150919,8,PCA,-56.814034065405394
75210,20150919,8,PM2.5,13.0
75216,20150919,9,PCA,-57.925437002913746
75216,20150919,9,PM2.5,15.0
75222,20150919,10,PCA,-61.689238167417614
75222,20150919,10,PM2.5,14.0
75228,20150919,11,PCA,-68.08113439302093
75228,20150919,11,PM2.5,14.0
75234,20150919,12,PCA,-69.60411372824258
75234,20150919,12,PM2.5,14.0
75240,20150919,13,PCA,-72.82037118606304
75240,20150919,13,PM2.5,14.0
75246,20150919,14,PCA,-75.37359819286168
75246,20150919,14,PM2.5,13.0
75252,20150919,15,PCA,-76.24056876092781
75252,20150919,15,PM2.5,15.0
75258,20150919,16,PCA,-75.01314265714532
75258,20150919,16,PM2.5,17.0
75264,20150919,17,PCA,-74.50762445428776
75264,20150919,17,PM2.5,18.0
75270,20150919,18,PCA,-65.4032757829155
75270,20150919,18,PM2.5,23.0
75276,20150919,19,PCA,-57.16411153288024
75276,20150919,19,PM2.5,25.0
75282,20150919,20,PCA,-53.34281808675009
75282,20150919,20,PM2.5,29.0
75288,20150919,21,PCA,-24.774835283145386
75288,20150919,21,PM2.5,37.0
75294,20150919,22,PCA,0.677817317042584
75294,20150919,22,PM2.5,44.0
75300,20150919,23,PCA,-7.8467763770960675
75300,20150919,23,PM2.5,55.0
75306,20150920,0,PCA,2.856189412869822
75306,20150920,0,PM2.5,91.0
75312,20150920,1,PCA,3.196121510750156
75312,20150920,1,PM2.5,99.0
75318,20150920,2,PCA,4.394703938091653
75318,20150920,2,PM2.5,109.0
75324,20150920,3,PCA,11.61506397180506
75324,20150920,3,PM2.5,120.0
75330,20150920,4,PCA,1.155670125233983
75330,20150920,4,PM2.5,88.0
75336,20150920,5,PCA,-8.656728370607414
75336,20150920,5,PM2.5,62.0
75342,20150920,6,PCA,-10.257384729899199
75342,20150920,6,PM2.5,60.0
75348,20150920,7,PCA,-13.78940750444951
75348,20150920,7,PM2.5,55.0
75354,20150920,8,PCA,-20.494366315912178
75354,20150920,8,PM2.5,47.0
75360,20150920,9,PCA,-18.118210885996817
75360,20150920,9,PM2.5,51.0
75366,20150920,10,PCA,-13.983965717388832
75366,20150920,10,PM2.5,56.0
75372,20150920,11,PCA,2.002201549705734
75372,20150920,11,PM2.5,73.0
75378,20150920,12,PCA,35.62904985908556
75378,20150920,12,PM2.5,111.0
75384,20150920,13,PCA,36.509066661993714
75384,20150920,13,PM2.5,142.0
75390,20150920,14,PCA,19.00864580341763
75390,20150920,14,PM2.5,114.0
75396,20150920,15,PCA,13.622566816590735
75396,20150920,15,PM2.5,111.0
75402,20150920,16,PCA,13.026127881218969
75402,20150920,16,PM2.5,106.0
75408,20150920,17,PCA,7.894761685487869
75408,20150920,17,PM2.5,97.0
75414,20150920,18,PCA,8.582151735753351
75414,20150920,18,PM2.5,89.0
75420,20150920,19,PCA,2.585363362316916
75420,20150920,19,PM2.5,72.0
75426,20150920,20,PCA,4.162978822161984
75426,20150920,20,PM2.5,61.0
75432,20150920,21,PCA,7.7514081486966
75432,20150920,21,PM2.5,57.0
75438,20150920,22,PCA,3.7430457251557727
75438,20150920,22,PM2.5,54.0
75444,20150920,23,PCA,11.103474503587357
75444,20150920,23,PM2.5,64.0
75450,20150921,0,PCA,16.80317045071836
75450,20150921,0,PM2.5,67.0
75456,20150921,1,PCA,32.05029561854791
75456,20150921,1,PM2.5,79.0
75462,20150921,2,PCA,35.93847030045313
75462,20150921,2,PM2.5,78.0
75468,20150921,3,PCA,35.44246144100372
75468,20150921,3,PM2.5,78.0
75474,20150921,4,PCA,54.18964533094535
75474,20150921,4,PM2.5,99.0
75480,20150921,5,PCA,61.53287881613619
75480,20150921,5,PM2.5,110.0
75486,20150921,6,PCA,57.76227305320949
75486,20150921,6,PM2.5,103.0
75492,20150921,7,PCA,54.86469261952207
75492,20150921,7,PM2.5,99.0
75498,20150921,8,PCA,56.33637324118776
75498,20150921,8,PM2.5,101.0
75504,20150921,9,PCA,62.459937820952874
75504,20150921,9,PM2.5,105.0
75510,20150921,10,PCA,79.20842493561805
75510,20150921,10,PM2.5,122.0
75516,20150921,11,PCA,90.46387005573445
75516,20150921,11,PM2.5,131.0
75522,20150921,12,PCA,102.00335885100858
75522,20150921,12,PM2.5,143.0
75528,20150921,13,PCA,75.39291836073795
75528,20150921,13,PM2.5,132.0
75534,20150921,14,PCA,24.87358629639135
75534,20150921,14,PM2.5,97.0
75540,20150921,15,PCA,18.520696353939943
75540,20150921,15,PM2.5,91.0
75546,20150921,16,PCA,19.639241570297056
75546,20150921,16,PM2.5,92.0
75552,20150921,17,PCA,22.08082061851872
75552,20150921,17,PM2.5,96.0
75558,20150921,18,PCA,25.325122734540184
75558,20150921,18,PM2.5,94.0
75564,20150921,19,PCA,32.6017944454121
75564,20150921,19,PM2.5,96.0
75570,20150921,20,PCA,50.38266214936186
75570,20150921,20,PM2.5,107.0
75576,20150921,21,PCA,85.37638178628156
75576,20150921,21,PM2.5,120.0
75582,20150921,22,PCA,77.55969692595829
75582,20150921,22,PM2.5,115.0
75588,20150921,23,PCA,76.76408642921241
75588,20150921,23,PM2.5,120.0
75594,20150922,0,PCA,95.26345480170247
75594,20150922,0,PM2.5,141.0
75600,20150922,1,PCA,97.23802673503752
75600,20150922,1,PM2.5,148.0
75606,20150922,2,PCA,89.6435937145295
75606,20150922,2,PM2.5,138.0
75612,20150922,3,PCA,101.60263921946407
75612,20150922,3,PM2.5,145.0
75618,20150922,4,PCA,120.35965353696014
75618,20150922,4,PM2.5,155.0
75624,20150922,5,PCA,127.73100997925627
75624,20150922,5,PM2.5,170.0
75630,20150922,6,PCA,142.70053933896378
75630,20150922,6,PM2.5,187.0
75636,20150922,7,PCA,152.2567167017478
75636,20150922,7,PM2.5,189.0
75642,20150922,8,PCA,164.49216890727467
75642,20150922,8,PM2.5,197.0
75648,20150922,9,PCA,187.46779614045778
75648,20150922,9,PM2.5,223.0
75654,20150922,10,PCA,205.12890653917864
75654,20150922,10,PM2.5,241.0
75660,20150922,11,PCA,178.8542421333863
75660,20150922,11,PM2.5,217.0
75666,20150922,12,PCA,171.9057859209361
75666,20150922,12,PM2.5,206.0
75672,20150922,13,PCA,148.05329117953528
75672,20150922,13,PM2.5,182.0
75678,20150922,14,PCA,139.06067242850696
75678,20150922,14,PM2.5,174.0
75684,20150922,15,PCA,141.690494598656
75684,20150922,15,PM2.5,173.0
75690,20150922,16,PCA,148.36435863256284
75690,20150922,16,PM2.5,180.0
75696,20150922,17,PCA,175.3109341578622
75696,20150922,17,PM2.5,198.0
75702,20150922,18,PCA,82.55044504534166
75702,20150922,18,PM2.5,70.0
75708,20150922,19,PCA,60.95580889321317
75708,20150922,19,PM2.5,30.0
75714,20150922,20,PCA,58.31405892119904
75714,20150922,20,PM2.5,29.0
75720,20150922,21,PCA,61.87542390350464
75720,20150922,21,PM2.5,37.0
75726,20150922,22,PCA,59.08661953178976
75726,20150922,22,PM2.5,40.0
75732,20150922,23,PCA,51.13801033042395
75732,20150922,23,PM2.5,34.0
75738,20150923,0,PCA,39.71762658931564
75738,20150923,0,PM2.5,25.0
75744,20150923,1,PCA,37.73983455140889
75744,20150923,1,PM2.5,27.0
75750,20150923,2,PCA,49.37108312726184
75750,20150923,2,PM2.5,33.0
75756,20150923,3,PCA,37.93517535177659
75756,20150923,3,PM2.5,27.0
75762,20150923,4,PCA,27.818112387009684
75762,20150923,4,PM2.5,26.0
75768,20150923,5,PCA,7.460190788444069
75768,20150923,5,PM2.5,18.0
75774,20150923,6,PCA,1.6785874743933484
75774,20150923,6,PM2.5,17.0
75780,20150923,7,PCA,-4.9824864010024505
75780,20150923,7,PM2.5,18.0
75786,20150923,8,PCA,-10.984892882842118
75786,20150923,8,PM2.5,17.0
75792,20150923,9,PCA,-20.097376679121155
75792,20150923,9,PM2.5,18.0
75798,20150923,10,PCA,-23.323989052499762
75798,20150923,10,PM2.5,23.0
75804,20150923,11,PCA,-33.848968452637614
75804,20150923,11,PM2.5,23.0
75810,20150923,12,PCA,-42.53561698033794
75810,20150923,12,PM2.5,22.0
75816,20150923,13,PCA,-42.33530829542419
75816,20150923,13,PM2.5,27.0
75822,20150923,14,PCA,-43.73575712512554
75822,20150923,14,PM2.5,32.0
75828,20150923,15,PCA,-47.5369047185819
75828,20150923,15,PM2.5,34.0
75834,20150923,16,PCA,-58.09523796119097
75834,20150923,16,PM2.5,28.0
75840,20150923,17,PCA,-64.76559496361932
75840,20150923,17,PM2.5,33.0
75846,20150923,18,PCA,-58.45893178006913
75846,20150923,18,PM2.5,35.0
75852,20150923,19,PCA,-51.24267097625159
75852,20150923,19,PM2.5,39.0
75858,20150923,20,PCA,-47.67154191352058
75858,20150923,20,PM2.5,41.0
75864,20150923,21,PCA,-36.12408292932488
75864,20150923,21,PM2.5,51.0
75870,20150923,22,PCA,-29.001069096815932
75870,20150923,22,PM2.5,54.0
75876,20150923,23,PCA,-11.814012674434016
75876,20150923,23,PM2.5,65.0
75882,20150924,0,PCA,-7.1731551466954
75882,20150924,0,PM2.5,67.0
75888,20150924,1,PCA,21.451204726968257
75888,20150924,1,PM2.5,89.0
75894,20150924,2,PCA,17.93103186716143
75894,20150924,2,PM2.5,91.0
75900,20150924,3,PCA,14.907054984835234
75900,20150924,3,PM2.5,87.0
75906,20150924,4,PCA,7.352353964359275
75906,20150924,4,PM2.5,76.0
75912,20150924,5,PCA,-12.804160621555196
75912,20150924,5,PM2.5,60.0
75918,20150924,6,PCA,-12.710294325281817
75918,20150924,6,PM2.5,58.0
75924,20150924,7,PCA,-7.897600292668225
75924,20150924,7,PM2.5,60.0
75930,20150924,8,PCA,12.836383839757357
75930,20150924,8,PM2.5,88.0
75936,20150924,9,PCA,50.73883791195548
75936,20150924,9,PM2.5,139.0
75942,20150924,10,PCA,48.32020032549601
75942,20150924,10,PM2.5,134.0
75948,20150924,11,PCA,88.85421702779173
75948,20150924,11,PM2.5,189.0
75954,20150924,12,PCA,96.08605390093241
75954,20150924,12,PM2.5,191.0
75960,20150924,13,PCA,94.70698760803599
75960,20150924,13,PM2.5,184.0
75966,20150924,14,PCA,105.81090502511015
75966,20150924,14,PM2.5,197.0
75972,20150924,15,PCA,114.28472911465816
75972,20150924,15,PM2.5,202.0
75978,20150924,16,PCA,112.97145838863254
75978,20150924,16,PM2.5,206.0
75984,20150924,17,PCA,108.19775978081812
75984,20150924,17,PM2.5,194.0
75990,20150924,18,PCA,92.22623237354455
75990,20150924,18,PM2.5,166.0
75996,20150924,19,PCA,35.25050650521625
