,date,hour,type,八达岭
229866,20181008,22,PCA,-50.63243131089638
229866,20181008,22,PM2.5,8.0
229872,20181008,23,PCA,-59.060800630661134
229872,20181008,23,PM2.5,2.0
229878,20181009,0,PCA,-82.79174180818002
229878,20181009,0,PM2.5,4.0
229884,20181009,1,PCA,-83.74415993125136
229884,20181009,1,PM2.5,6.0
229890,20181009,2,PCA,-81.95451771738303
229890,20181009,2,PM2.5,6.0
229896,20181009,3,PCA,-78.47268393874124
229896,20181009,3,PM2.5,9.0
229902,20181009,4,PCA,-71.41011569244878
229902,20181009,4,PM2.5,13.0
229908,20181009,5,PCA,-71.76895107912095
229908,20181009,5,PM2.5,15.0
229914,20181009,6,PCA,-70.37279927198979
229914,20181009,6,PM2.5,14.0
229920,20181009,7,PCA,-70.77495954518093
229920,20181009,7,PM2.5,13.0
229926,20181009,8,PCA,-60.03138673217323
229926,20181009,8,PM2.5,18.0
229932,20181009,9,PCA,-75.74114656970289
229932,20181009,9,PM2.5,13.0
229950,20181009,12,PCA,-85.03041876668354
229950,20181009,12,PM2.5,4.0
229956,20181009,13,PCA,-78.43253622553021
229956,20181009,13,PM2.5,9.0
229962,20181009,14,PCA,-84.75165541180615
229962,20181009,14,PM2.5,5.0
229968,20181009,15,PCA,-84.79230197758206
229968,20181009,15,PM2.5,5.0
229974,20181009,16,PCA,-88.39974394953028
229974,20181009,16,PM2.5,2.0
229980,20181009,17,PCA,-83.73216976225186
229980,20181009,17,PM2.5,3.0
229986,20181009,18,PCA,-87.59501975287642
229986,20181009,18,PM2.5,3.0
229992,20181009,19,PCA,-85.4693975238318
229992,20181009,19,PM2.5,2.0
229998,20181009,20,PCA,-83.46645872378693
229998,20181009,20,PM2.5,5.0
230004,20181009,21,PCA,-87.9786592934296
230004,20181009,21,PM2.5,4.0
230010,20181009,22,PCA,-39.64799608587526
230010,20181009,22,PM2.5,21.0
230016,20181009,23,PCA,-57.38406254422724
230016,20181009,23,PM2.5,11.0
230022,20181010,0,PCA,-66.57035853052011
230022,20181010,0,PM2.5,14.0
230028,20181010,1,PCA,-57.213013281608724
230028,20181010,1,PM2.5,12.0
230034,20181010,2,PCA,-63.04254513753294
230034,20181010,2,PM2.5,11.0
230040,20181010,3,PCA,-72.9870790837592
230040,20181010,3,PM2.5,12.0
230046,20181010,4,PCA,-58.53551207178163
230046,20181010,4,PM2.5,12.0
230052,20181010,5,PCA,-42.73565789935266
230052,20181010,5,PM2.5,15.0
230058,20181010,6,PCA,-57.52471473869523
230058,20181010,6,PM2.5,14.0
230064,20181010,7,PCA,-52.617573722401374
230064,20181010,7,PM2.5,17.0
230070,20181010,8,PCA,-44.79922115346161
230070,20181010,8,PM2.5,17.0
230076,20181010,9,PCA,-59.173547275760974
230076,20181010,9,PM2.5,20.0
230082,20181010,10,PCA,-43.23416074069307
230082,20181010,10,PM2.5,21.0
230088,20181010,11,PCA,-56.7852210827166
230088,20181010,11,PM2.5,22.0
230094,20181010,12,PCA,-68.73679596982059
230094,20181010,12,PM2.5,17.0
230100,20181010,13,PCA,-81.46611856783353
230100,20181010,13,PM2.5,8.0
230106,20181010,14,PCA,-81.72078285483786
230106,20181010,14,PM2.5,7.0
230112,20181010,15,PCA,-79.16417782240948
230112,20181010,15,PM2.5,10.0
230118,20181010,16,PCA,-78.18158169802898
230118,20181010,16,PM2.5,9.0
230124,20181010,17,PCA,-76.86574002828607
230124,20181010,17,PM2.5,6.0
230130,20181010,18,PCA,-80.71564884374177
230130,20181010,18,PM2.5,6.0
230136,20181010,19,PCA,-71.29104577385455
230136,20181010,19,PM2.5,7.0
230142,20181010,20,PCA,-68.90465772774934
230142,20181010,20,PM2.5,6.0
230148,20181010,21,PCA,-67.45084481118907
230148,20181010,21,PM2.5,8.0
230154,20181010,22,PCA,-68.65599322093176
230154,20181010,22,PM2.5,10.0
230160,20181010,23,PCA,-11.759155457768351
230160,20181010,23,PM2.5,32.0
230166,20181011,0,PCA,-21.980004897984518
230166,20181011,0,PM2.5,24.0
230172,20181011,1,PCA,-24.412918757434877
230172,20181011,1,PM2.5,24.0
230178,20181011,2,PCA,-36.998996766999866
230178,20181011,2,PM2.5,20.0
230184,20181011,3,PCA,-44.53943021853183
230184,20181011,3,PM2.5,25.0
230190,20181011,4,PCA,-45.603786520214534
230190,20181011,4,PM2.5,23.0
230196,20181011,5,PCA,-57.43228028688539
230196,20181011,5,PM2.5,18.0
230202,20181011,6,PCA,-63.84461120909381
230202,20181011,6,PM2.5,14.0
230208,20181011,7,PCA,-64.855114287516
230208,20181011,7,PM2.5,15.0
230214,20181011,8,PCA,-61.64832639977416
230214,20181011,8,PM2.5,16.0
230220,20181011,9,PCA,-53.13637036330649
230220,20181011,9,PM2.5,17.0
230226,20181011,10,PCA,-64.15576157123469
230226,20181011,10,PM2.5,14.0
230232,20181011,11,PCA,-75.69962044653262
230232,20181011,11,PM2.5,10.0
230238,20181011,12,PCA,-81.44300249412402
230238,20181011,12,PM2.5,10.0
230244,20181011,13,PCA,-79.91179650000794
230244,20181011,13,PM2.5,8.0
230250,20181011,14,PCA,-79.39790498048033
230250,20181011,14,PM2.5,7.0
230256,20181011,15,PCA,-77.06141919933664
230256,20181011,15,PM2.5,10.0
230262,20181011,16,PCA,-72.38599977616188
230262,20181011,16,PM2.5,8.0
230268,20181011,17,PCA,-67.57610428766013
230268,20181011,17,PM2.5,10.0
230274,20181011,18,PCA,-51.335171747735885
230274,20181011,18,PM2.5,17.0
230280,20181011,19,PCA,-33.70761254760834
230280,20181011,19,PM2.5,20.0
230286,20181011,20,PCA,-20.792678558375677
230286,20181011,20,PM2.5,31.0
230292,20181011,21,PCA,-28.032382705197058
230292,20181011,21,PM2.5,27.0
230298,20181011,22,PCA,-37.3827397443222
230298,20181011,22,PM2.5,20.0
230304,20181011,23,PCA,-44.59473850053659
230304,20181011,23,PM2.5,16.0
230310,20181012,0,PCA,-38.580398757339516
230310,20181012,0,PM2.5,22.0
230316,20181012,1,PCA,-33.003904059258986
230316,20181012,1,PM2.5,25.0
230322,20181012,2,PCA,-44.98797475263645
230322,20181012,2,PM2.5,17.0
230328,20181012,3,PCA,-48.90859699393365
230328,20181012,3,PM2.5,15.0
230334,20181012,4,PCA,-46.61047546235655
230334,20181012,4,PM2.5,16.0
230340,20181012,5,PCA,-47.11374769954926
230340,20181012,5,PM2.5,17.0
230346,20181012,6,PCA,-53.04969432568654
230346,20181012,6,PM2.5,16.0
230352,20181012,7,PCA,-42.42151885402403
230352,20181012,7,PM2.5,22.0
230358,20181012,8,PCA,-22.690423157962915
230358,20181012,8,PM2.5,27.0
230364,20181012,9,PCA,-27.888562396061136
230364,20181012,9,PM2.5,28.0
230370,20181012,10,PCA,-37.88973488092826
230370,20181012,10,PM2.5,26.0
230376,20181012,11,PCA,-37.785325675666975
230376,20181012,11,PM2.5,28.0
230382,20181012,12,PCA,-51.40410726121271
230382,20181012,12,PM2.5,26.0
230388,20181012,13,PCA,-51.52940631430847
230388,20181012,13,PM2.5,26.0
230394,20181012,14,PCA,-65.95867476739784
230394,20181012,14,PM2.5,17.0
230400,20181012,15,PCA,-50.16121405242167
230400,20181012,15,PM2.5,23.0
230406,20181012,16,PCA,-32.54872762580419
230406,20181012,16,PM2.5,29.0
230412,20181012,17,PCA,-22.197951925869763
230412,20181012,17,PM2.5,38.0
230418,20181012,18,PCA,-4.774915018998561
230418,20181012,18,PM2.5,50.0
230424,20181012,19,PCA,18.711079466131334
230424,20181012,19,PM2.5,64.0
230430,20181012,20,PCA,38.84987407815021
230430,20181012,20,PM2.5,75.0
230436,20181012,21,PCA,74.84056717230774
230436,20181012,21,PM2.5,97.0
230442,20181012,22,PCA,66.22384964927586
230442,20181012,22,PM2.5,93.0
230448,20181012,23,PCA,46.29231938895774
230448,20181012,23,PM2.5,81.0
230454,20181013,0,PCA,53.331463003468706
230454,20181013,0,PM2.5,86.0
230460,20181013,1,PCA,47.5634262976305
230460,20181013,1,PM2.5,82.0
230466,20181013,2,PCA,53.234217475676566
230466,20181013,2,PM2.5,85.0
230472,20181013,3,PCA,63.944106366944474
230472,20181013,3,PM2.5,93.0
230478,20181013,4,PCA,57.52621252504899
230478,20181013,4,PM2.5,90.0
230484,20181013,5,PCA,55.41839753932829
230484,20181013,5,PM2.5,89.0
230490,20181013,6,PCA,51.08819841496737
230490,20181013,6,PM2.5,87.0
230496,20181013,7,PCA,56.78907186862715
230496,20181013,7,PM2.5,91.0
230502,20181013,8,PCA,54.828380392140275
230502,20181013,8,PM2.5,90.0
230508,20181013,9,PCA,64.23712738022071
230508,20181013,9,PM2.5,96.0
230514,20181013,10,PCA,49.32420155798368
230514,20181013,10,PM2.5,87.0
230520,20181013,11,PCA,48.55057449665804
230520,20181013,11,PM2.5,86.0
230526,20181013,12,PCA,54.14630989893093
230526,20181013,12,PM2.5,89.0
230532,20181013,13,PCA,62.34611186004191
230532,20181013,13,PM2.5,94.0
230538,20181013,14,PCA,58.09776741644466
230538,20181013,14,PM2.5,91.0
230544,20181013,15,PCA,61.4442803622883
230544,20181013,15,PM2.5,92.0
230550,20181013,16,PCA,74.36225206930317
230550,20181013,16,PM2.5,99.0
230556,20181013,17,PCA,72.31623366940485
230556,20181013,17,PM2.5,97.0
230562,20181013,18,PCA,74.96104492068433
230562,20181013,18,PM2.5,98.0
230568,20181013,19,PCA,87.7478455147057
230568,20181013,19,PM2.5,106.0
230574,20181013,20,PCA,87.48110420097821
230574,20181013,20,PM2.5,106.0
230580,20181013,21,PCA,136.49627722902076
230580,20181013,21,PM2.5,133.0
230586,20181013,22,PCA,135.04271846709784
230586,20181013,22,PM2.5,133.0
230592,20181013,23,PCA,142.63821550270714
230592,20181013,23,PM2.5,139.0
230598,20181014,0,PCA,145.76506217214558
230598,20181014,0,PM2.5,142.0
230604,20181014,1,PCA,128.68427450837962
230604,20181014,1,PM2.5,133.0
230610,20181014,2,PCA,126.53706143336235
230610,20181014,2,PM2.5,133.0
230616,20181014,3,PCA,131.30305443708926
230616,20181014,3,PM2.5,136.0
230622,20181014,4,PCA,124.24384554656493
230622,20181014,4,PM2.5,132.0
230628,20181014,5,PCA,118.29207255757665
230628,20181014,5,PM2.5,129.0
230634,20181014,6,PCA,113.96280027830849
230634,20181014,6,PM2.5,127.0
230640,20181014,7,PCA,118.40484301248334
230640,20181014,7,PM2.5,130.0
230646,20181014,8,PCA,142.27395384334525
230646,20181014,8,PM2.5,142.0
230652,20181014,9,PCA,163.42032139278004
230652,20181014,9,PM2.5,156.0
230658,20181014,10,PCA,141.53087726028176
230658,20181014,10,PM2.5,142.0
230664,20181014,11,PCA,130.5847778613006
230664,20181014,11,PM2.5,135.0
230670,20181014,12,PCA,130.36940997245992
230670,20181014,12,PM2.5,135.0
230676,20181014,13,PCA,103.23060441164748
230676,20181014,13,PM2.5,119.0
230682,20181014,14,PCA,98.22618191414088
230682,20181014,14,PM2.5,116.0
230688,20181014,15,PCA,63.539519468720975
230688,20181014,15,PM2.5,94.0
230694,20181014,16,PCA,67.89607154703823
230694,20181014,16,PM2.5,95.0
230700,20181014,17,PCA,133.26799532654252
230700,20181014,17,PM2.5,133.0
230706,20181014,18,PCA,146.054577195945
230706,20181014,18,PM2.5,139.0
230712,20181014,19,PCA,139.9527488110806
230712,20181014,19,PM2.5,137.0
230718,20181014,20,PCA,141.4846043756297
230718,20181014,20,PM2.5,136.0
230724,20181014,21,PCA,149.9325962745132
230724,20181014,21,PM2.5,142.0
230730,20181014,22,PCA,139.38515782722592
230730,20181014,22,PM2.5,136.0
230736,20181014,23,PCA,110.37635982172952
230736,20181014,23,PM2.5,120.0
230742,20181015,0,PCA,82.18887857869781
230742,20181015,0,PM2.5,107.0
230748,20181015,1,PCA,56.83064527949581
230748,20181015,1,PM2.5,91.0
230754,20181015,2,PCA,68.09301169894272
230754,20181015,2,PM2.5,99.0
230760,20181015,3,PCA,107.51177220620517
230760,20181015,3,PM2.5,123.0
230766,20181015,4,PCA,137.68696292150858
230766,20181015,4,PM2.5,140.0
230772,20181015,5,PCA,120.9507139981293
230772,20181015,5,PM2.5,131.0
230778,20181015,6,PCA,119.76244838758782
230778,20181015,6,PM2.5,130.0
230784,20181015,7,PCA,144.14546737575927
230784,20181015,7,PM2.5,144.0
230790,20181015,8,PCA,169.58448724947394
230790,20181015,8,PM2.5,162.0
230796,20181015,9,PCA,161.0864838124647
230796,20181015,9,PM2.5,158.0
230802,20181015,10,PCA,169.45444628404465
230802,20181015,10,PM2.5,163.0
230808,20181015,11,PCA,161.86425033693442
230808,20181015,11,PM2.5,158.0
230814,20181015,12,PCA,147.53044222368084
230814,20181015,12,PM2.5,148.0
230820,20181015,13,PCA,130.7974420382283
230820,20181015,13,PM2.5,139.0
230826,20181015,14,PCA,119.49994883819978
230826,20181015,14,PM2.5,132.0
230832,20181015,15,PCA,103.23074761282047
230832,20181015,15,PM2.5,123.0
230838,20181015,16,PCA,115.14787681310433
230838,20181015,16,PM2.5,130.0
230844,20181015,17,PCA,104.25786567249399
230844,20181015,17,PM2.5,124.0
230850,20181015,18,PCA,114.89134220473187
230850,20181015,18,PM2.5,129.0
230856,20181015,19,PCA,48.55486362849053
230856,20181015,19,PM2.5,87.0
230862,20181015,20,PCA,-1.0115089134756703
230862,20181015,20,PM2.5,56.0
230868,20181015,21,PCA,-15.848959201887519
230868,20181015,21,PM2.5,47.0
230874,20181015,22,PCA,-42.724515589397484
230874,20181015,22,PM2.5,30.0
230880,20181015,23,PCA,-28.982973233834624
230880,20181015,23,PM2.5,39.0
230886,20181016,0,PCA,-29.632585671964424
230886,20181016,0,PM2.5,38.0
230892,20181016,1,PCA,-27.20577334257034
230892,20181016,1,PM2.5,39.0
230898,20181016,2,PCA,-29.272380213303247
230898,20181016,2,PM2.5,37.0
230904,20181016,3,PCA,-22.118509546932465
230904,20181016,3,PM2.5,42.0
230910,20181016,4,PCA,-11.945006927414992
230910,20181016,4,PM2.5,49.0
230916,20181016,5,PCA,-10.490619447064836
230916,20181016,5,PM2.5,50.0
230922,20181016,6,PCA,-24.44895952913282
230922,20181016,6,PM2.5,42.0
230928,20181016,7,PCA,-43.32857528697012
230928,20181016,7,PM2.5,31.0
230934,20181016,8,PCA,-65.43400915319803
230934,20181016,8,PM2.5,18.0
230940,20181016,9,PCA,-70.48701802117432
230940,20181016,9,PM2.5,15.0
230946,20181016,10,PCA,-63.63021330643807
230946,20181016,10,PM2.5,13.0
230952,20181016,11,PCA,-61.51604625922776
230952,20181016,11,PM2.5,12.0
230958,20181016,12,PCA,-60.01772624078381
230958,20181016,12,PM2.5,20.0
230964,20181016,13,PCA,-64.39564875066613
230964,20181016,13,PM2.5,19.0
230970,20181016,14,PCA,-60.3149618249662
230970,20181016,14,PM2.5,21.0
230976,20181016,15,PCA,-57.549951024331016
230976,20181016,15,PM2.5,20.0
230982,20181016,16,PCA,-43.22097112691961
230982,20181016,16,PM2.5,30.0
230988,20181016,17,PCA,-34.17676657073251
230988,20181016,17,PM2.5,31.0
230994,20181016,18,PCA,-12.134641901555696
230994,20181016,18,PM2.5,39.0
231000,20181016,19,PCA,-8.293068306589468
231000,20181016,19,PM2.5,40.0
231006,20181016,20,PCA,-21.546255170497822
231006,20181016,20,PM2.5,36.0
231012,20181016,21,PCA,-37.158386549016086
231012,20181016,21,PM2.5,33.0
231018,20181016,22,PCA,-35.98286055020881
231018,20181016,22,PM2.5,34.0
231024,20181016,23,PCA,-42.362691578274095
231024,20181016,23,PM2.5,31.0
231030,20181017,0,PCA,-35.90052995572295
231030,20181017,0,PM2.5,34.0
231036,20181017,1,PCA,-36.22102462040931
231036,20181017,1,PM2.5,33.0
231042,20181017,2,PCA,-43.74752765249728
231042,20181017,2,PM2.5,28.0
231048,20181017,3,PCA,-43.850486817844626
231048,20181017,3,PM2.5,27.0
231054,20181017,4,PCA,-52.30569679763193
231054,20181017,4,PM2.5,25.0
231060,20181017,5,PCA,-53.160513553740174
231060,20181017,5,PM2.5,25.0
231066,20181017,6,PCA,-51.65402432577983
231066,20181017,6,PM2.5,26.0
231072,20181017,7,PCA,-48.8979435050741
231072,20181017,7,PM2.5,28.0
231078,20181017,8,PCA,-48.426504430407334
231078,20181017,8,PM2.5,29.0
231084,20181017,9,PCA,-61.644505963693234
231084,20181017,9,PM2.5,21.0
231090,20181017,10,PCA,-69.82428222541546
231090,20181017,10,PM2.5,13.0
231096,20181017,11,PCA,-58.64586373068268
231096,20181017,11,PM2.5,23.0
231102,20181017,12,PCA,-65.58039127299335
231102,20181017,12,PM2.5,19.0
231108,20181017,13,PCA,-58.70167763876602
231108,20181017,13,PM2.5,23.0
231114,20181017,14,PCA,-67.3605874931832
231114,20181017,14,PM2.5,18.0
231120,20181017,15,PCA,-73.35430636999311
231120,20181017,15,PM2.5,15.0
231126,20181017,16,PCA,-78.20629846418473
231126,20181017,16,PM2.5,12.0
231132,20181017,17,PCA,-60.4335327751518
231132,20181017,17,PM2.5,18.0
231138,20181017,18,PCA,-24.57265940948107
231138,20181017,18,PM2.5,24.0
231144,20181017,19,PCA,-19.56149708042696
231144,20181017,19,PM2.5,30.0
231150,20181017,20,PCA,-18.953761234538355
231150,20181017,20,PM2.5,26.0
231156,20181017,21,PCA,2.7437737820894923
231156,20181017,21,PM2.5,45.0
231162,20181017,22,PCA,-11.302092706038593
231162,20181017,22,PM2.5,32.0
231168,20181017,23,PCA,-28.342915362455845
231168,20181017,23,PM2.5,27.0
231174,20181018,0,PCA,-44.661907711553184
231174,20181018,0,PM2.5,21.0
231180,20181018,1,PCA,-48.5298140648256
231180,20181018,1,PM2.5,20.0
231186,20181018,2,PCA,-45.000360337431616
231186,20181018,2,PM2.5,21.0
231192,20181018,3,PCA,-36.66885635743224
231192,20181018,3,PM2.5,27.0
231198,20181018,4,PCA,-42.237773114164064
231198,20181018,4,PM2.5,25.0
231204,20181018,5,PCA,-50.18182604423765
231204,20181018,5,PM2.5,21.0
231210,20181018,6,PCA,-57.75462501855325
231210,20181018,6,PM2.5,20.0
231216,20181018,7,PCA,-48.59867257824764
231216,20181018,7,PM2.5,22.0
231222,20181018,8,PCA,-42.18783127257787
231222,20181018,8,PM2.5,23.0
231228,20181018,9,PCA,-34.5698602103975
231228,20181018,9,PM2.5,30.0
231234,20181018,10,PCA,-50.11157189433626
231234,20181018,10,PM2.5,25.0
231240,20181018,11,PCA,-51.876077642733385
231240,20181018,11,PM2.5,18.0
231246,20181018,12,PCA,-61.74963630400639
231246,20181018,12,PM2.5,21.0
231252,20181018,13,PCA,-50.72214564680793
231252,20181018,13,PM2.5,27.0
231258,20181018,14,PCA,-69.77085232467445
231258,20181018,14,PM2.5,17.0
231264,20181018,15,PCA,-59.25254729342667
231264,20181018,15,PM2.5,17.0
231270,20181018,16,PCA,-51.76477380678614
231270,20181018,16,PM2.5,19.0
231276,20181018,17,PCA,-35.42331513559202
231276,20181018,17,PM2.5,28.0
231282,20181018,18,PCA,-15.156066719209328
231282,20181018,18,PM2.5,39.0
231288,20181018,19,PCA,7.7225991935075635
231288,20181018,19,PM2.5,59.0
231294,20181018,20,PCA,2.2953370063818186
231294,20181018,20,PM2.5,55.0
231300,20181018,21,PCA,7.782241183409648
231300,20181018,21,PM2.5,58.0
231306,20181018,22,PCA,-9.157353587660463
231306,20181018,22,PM2.5,50.0
231312,20181018,23,PCA,-16.868234950036925
231312,20181018,23,PM2.5,45.0
231318,20181019,0,PCA,-32.07932441718368
231318,20181019,0,PM2.5,36.0
231324,20181019,1,PCA,-32.575885130511736
231324,20181019,1,PM2.5,35.0
231330,20181019,2,PCA,-26.841220171736744
231330,20181019,2,PM2.5,39.0
231336,20181019,3,PCA,-17.656611334654773
231336,20181019,3,PM2.5,44.0
231342,20181019,4,PCA,-13.747487409684656
231342,20181019,4,PM2.5,48.0
231348,20181019,5,PCA,-2.945434225530449
231348,20181019,5,PM2.5,53.0
231354,20181019,6,PCA,-1.085839297497088
231354,20181019,6,PM2.5,55.0
231360,20181019,7,PCA,-2.40904795378003
231360,20181019,7,PM2.5,54.0
231366,20181019,8,PCA,14.865760161951656
231366,20181019,8,PM2.5,66.0
231372,20181019,9,PCA,0.2759636019131558
231372,20181019,9,PM2.5,57.0
231378,20181019,10,PCA,-14.600647258939976
231378,20181019,10,PM2.5,48.0
231396,20181019,13,PCA,-49.22298739323044
231396,20181019,13,PM2.5,27.0
231402,20181019,14,PCA,-27.350672510096373
231402,20181019,14,PM2.5,40.0
231408,20181019,15,PCA,-1.2380257749116266
231408,20181019,15,PM2.5,55.0
231414,20181019,16,PCA,-0.024338835608638306
231414,20181019,16,PM2.5,55.0
231420,20181019,17,PCA,2.2458154462497975
231420,20181019,17,PM2.5,56.0
231426,20181019,18,PCA,3.3059872382046676
231426,20181019,18,PM2.5,56.0
231432,20181019,19,PCA,26.616838373179412
231432,20181019,19,PM2.5,68.0
231438,20181019,20,PCA,79.74387292571069
231438,20181019,20,PM2.5,102.0
231444,20181019,21,PCA,36.17185359661914
231444,20181019,21,PM2.5,74.0
231450,20181019,22,PCA,7.779442853451274
231450,20181019,22,PM2.5,58.0
231456,20181019,23,PCA,5.413445802615676
231456,20181019,23,PM2.5,57.0
231462,20181020,0,PCA,-2.0613788043816244
231462,20181020,0,PM2.5,53.0
231468,20181020,1,PCA,8.060789960274333
231468,20181020,1,PM2.5,59.0
231474,20181020,2,PCA,18.98093182109482
231474,20181020,2,PM2.5,66.0
231480,20181020,3,PCA,12.252290743927865
231480,20181020,3,PM2.5,63.0
231486,20181020,4,PCA,20.07618725913854
231486,20181020,4,PM2.5,67.0
231492,20181020,5,PCA,23.272708145848338
231492,20181020,5,PM2.5,69.0
231498,20181020,6,PCA,15.355965190586064
231498,20181020,6,PM2.5,66.0
231504,20181020,7,PCA,22.828467904749367
231504,20181020,7,PM2.5,70.0
231510,20181020,8,PCA,34.224790752570144
231510,20181020,8,PM2.5,77.0
231516,20181020,9,PCA,21.397343592772888
231516,20181020,9,PM2.5,69.0
231522,20181020,10,PCA,16.822263564243183
231522,20181020,10,PM2.5,66.0
231528,20181020,11,PCA,21.21241556435304
231528,20181020,11,PM2.5,70.0
231534,20181020,12,PCA,17.428333503375384
231534,20181020,12,PM2.5,67.0
231540,20181020,13,PCA,29.246307860012998
231540,20181020,13,PM2.5,74.0
231546,20181020,14,PCA,28.925598617313966
231546,20181020,14,PM2.5,73.0
231552,20181020,15,PCA,38.08276392290065
231552,20181020,15,PM2.5,78.0
231558,20181020,16,PCA,33.85825668806479
231558,20181020,16,PM2.5,75.0
231564,20181020,17,PCA,33.75245191166007
231564,20181020,17,PM2.5,74.0
231570,20181020,18,PCA,39.2551298603362
231570,20181020,18,PM2.5,77.0
231576,20181020,19,PCA,39.72125071324341
231576,20181020,19,PM2.5,77.0
231582,20181020,20,PCA,47.810724710235036
231582,20181020,20,PM2.5,84.0
231588,20181020,21,PCA,72.82838090755308
231588,20181020,21,PM2.5,98.0
231594,20181020,22,PCA,82.7896490883069
231594,20181020,22,PM2.5,104.0
231600,20181020,23,PCA,57.92010658205777
231600,20181020,23,PM2.5,90.0
231606,20181021,0,PCA,88.10596917089873
231606,20181021,0,PM2.5,109.0
231612,20181021,1,PCA,46.47714677964834
231612,20181021,1,PM2.5,83.0
231618,20181021,2,PCA,75.90637216633809
231618,20181021,2,PM2.5,102.0
231624,20181021,3,PCA,74.78275406278007
231624,20181021,3,PM2.5,102.0
231630,20181021,4,PCA,56.94583575390204
231630,20181021,4,PM2.5,91.0
231636,20181021,5,PCA,68.9509057494578
231636,20181021,5,PM2.5,97.0
231642,20181021,6,PCA,56.88367387219877
231642,20181021,6,PM2.5,91.0
231648,20181021,7,PCA,77.13961782461534
231648,20181021,7,PM2.5,103.0
231654,20181021,8,PCA,64.02804595368839
231654,20181021,8,PM2.5,95.0
231660,20181021,9,PCA,64.44645643565217
231660,20181021,9,PM2.5,96.0
231666,20181021,10,PCA,65.35683469084256
231666,20181021,10,PM2.5,97.0
231672,20181021,11,PCA,73.6575244559002
231672,20181021,11,PM2.5,102.0
231678,20181021,12,PCA,85.93120194654482
231678,20181021,12,PM2.5,109.0
231684,20181021,13,PCA,79.38861904536195
231684,20181021,13,PM2.5,105.0
231690,20181021,14,PCA,74.53198316550235
231690,20181021,14,PM2.5,102.0
231696,20181021,15,PCA,64.92359477913051
231696,20181021,15,PM2.5,96.0
231702,20181021,16,PCA,58.52132399101514
231702,20181021,16,PM2.5,92.0
231708,20181021,17,PCA,80.89870345244667
231708,20181021,17,PM2.5,103.0
231714,20181021,18,PCA,96.0218994054205
231714,20181021,18,PM2.5,113.0
231720,20181021,19,PCA,95.7486558357374
231720,20181021,19,PM2.5,113.0
231726,20181021,20,PCA,120.87820648843594
231726,20181021,20,PM2.5,127.0
231732,20181021,21,PCA,135.94693151986658
231732,20181021,21,PM2.5,137.0
231738,20181021,22,PCA,157.14704879705624
231738,20181021,22,PM2.5,149.0
231744,20181021,23,PCA,154.8936584686812
231744,20181021,23,PM2.5,148.0
231750,20181022,0,PCA,135.39983555018944
231750,20181022,0,PM2.5,138.0
231756,20181022,1,PCA,118.20025108928333
231756,20181022,1,PM2.5,129.0
231762,20181022,2,PCA,100.47666238355386
231762,20181022,2,PM2.5,119.0
231768,20181022,3,PCA,79.0706793668722
231768,20181022,3,PM2.5,107.0
231774,20181022,4,PCA,75.67437407507651
231774,20181022,4,PM2.5,105.0
231780,20181022,5,PCA,95.75978477862361
231780,20181022,5,PM2.5,118.0
231786,20181022,6,PCA,105.08745321316496
231786,20181022,6,PM2.5,124.0
231792,20181022,7,PCA,117.29794625131807
231792,20181022,7,PM2.5,131.0
231798,20181022,8,PCA,137.50117431570987
231798,20181022,8,PM2.5,142.0
231804,20181022,9,PCA,132.29437595009801
231804,20181022,9,PM2.5,138.0
231810,20181022,10,PCA,136.14333054373859
231810,20181022,10,PM2.5,140.0
231816,20181022,11,PCA,64.12028105236534
231816,20181022,11,PM2.5,97.0
231822,20181022,12,PCA,-16.639710202473744
231822,20181022,12,PM2.5,47.0
231828,20181022,13,PCA,-29.68922602943668
231828,20181022,13,PM2.5,39.0
231834,20181022,14,PCA,-26.47572661783022
231834,20181022,14,PM2.5,38.0
231840,20181022,15,PCA,-22.669048120096143
231840,20181022,15,PM2.5,38.0
231846,20181022,16,PCA,-5.025551415874126
231846,20181022,16,PM2.5,42.0
231852,20181022,17,PCA,15.872382843797718
231852,20181022,17,PM2.5,38.0
231858,20181022,18,PCA,-50.01055625136769
231858,20181022,18,PM2.5,14.0
231864,20181022,19,PCA,-31.42887473361748
231864,20181022,19,PM2.5,18.0
231870,20181022,20,PCA,-38.57781500539383
231870,20181022,20,PM2.5,22.0
231876,20181022,21,PCA,-81.9438416972392
231876,20181022,21,PM2.5,10.0
231882,20181022,22,PCA,-65.56271221625336
231882,20181022,22,PM2.5,7.0
231888,20181022,23,PCA,-52.64584637988233
231888,20181022,23,PM2.5,8.0
231894,20181023,0,PCA,-68.97946705335946
231894,20181023,0,PM2.5,10.0
231900,20181023,1,PCA,-74.42664379863045
231900,20181023,1,PM2.5,8.0
231906,20181023,2,PCA,-73.68783852428194
231906,20181023,2,PM2.5,8.0
231912,20181023,3,PCA,-77.07744356115484
231912,20181023,3,PM2.5,7.0
231918,20181023,4,PCA,-73.21151096601972
231918,20181023,4,PM2.5,7.0
231924,20181023,5,PCA,-60.99694818258628
231924,20181023,5,PM2.5,14.0
231930,20181023,6,PCA,-74.43893540336632
231930,20181023,6,PM2.5,9.0
231936,20181023,7,PCA,-73.94237469003826
231936,20181023,7,PM2.5,10.0
231942,20181023,8,PCA,-53.93074933663953
231942,20181023,8,PM2.5,12.0
231948,20181023,9,PCA,-53.97718058118729
231948,20181023,9,PM2.5,14.0
