,date,hour,type,八达岭
231954,20181023,10,PCA,-53.85002662227141
231954,20181023,10,PM2.5,15.0
231960,20181023,11,PCA,-55.79500287715082
231960,20181023,11,PM2.5,17.0
231966,20181023,12,PCA,-64.32988054622894
231966,20181023,12,PM2.5,19.0
231972,20181023,13,PCA,-68.86745690917029
231972,20181023,13,PM2.5,16.0
231978,20181023,14,PCA,-67.35137096966324
231978,20181023,14,PM2.5,17.0
231984,20181023,15,PCA,-62.90478788658957
231984,20181023,15,PM2.5,19.0
231990,20181023,16,PCA,-67.23911652850558
231990,20181023,16,PM2.5,16.0
231996,20181023,17,PCA,-56.95469707767114
231996,20181023,17,PM2.5,14.0
232002,20181023,18,PCA,-10.117194030407207
232002,20181023,18,PM2.5,29.0
232008,20181023,20,PCA,-30.199538245083463
232008,20181023,20,PM2.5,29.0
232014,20181023,21,PCA,-21.991671034627476
232014,20181023,21,PM2.5,27.0
232020,20181023,22,PCA,-34.90655599052556
232020,20181023,22,PM2.5,22.0
232026,20181023,23,PCA,-37.02989590336087
232026,20181023,23,PM2.5,21.0
232032,20181024,0,PCA,-51.320677095883816
232032,20181024,0,PM2.5,19.0
232038,20181024,1,PCA,-37.47452403696089
232038,20181024,1,PM2.5,23.0
232044,20181024,2,PCA,-38.58752285818401
232044,20181024,2,PM2.5,23.0
232050,20181024,3,PCA,-38.31366514808633
232050,20181024,3,PM2.5,24.0
232056,20181024,4,PCA,-29.104013825592443
232056,20181024,4,PM2.5,25.0
232062,20181024,5,PCA,-25.749657979486553
232062,20181024,5,PM2.5,31.0
232068,20181024,6,PCA,-31.34028973801257
232068,20181024,6,PM2.5,29.0
232074,20181024,7,PCA,-19.786342420938713
232074,20181024,7,PM2.5,38.0
232080,20181024,8,PCA,1.8768279314575693
232080,20181024,8,PM2.5,43.0
232086,20181024,9,PCA,2.146646414259633
232086,20181024,9,PM2.5,47.0
232092,20181024,10,PCA,-6.281805215663592
232092,20181024,10,PM2.5,46.0
232098,20181024,11,PCA,-5.370511907724456
232098,20181024,11,PM2.5,51.0
232104,20181024,12,PCA,-30.584664725578506
232104,20181024,12,PM2.5,37.0
232110,20181024,13,PCA,-55.68557648490734
232110,20181024,13,PM2.5,23.0
232116,20181024,14,PCA,-59.99617135483116
232116,20181024,14,PM2.5,19.0
232122,20181024,15,PCA,-43.62027977516836
232122,20181024,15,PM2.5,23.5
232128,20181024,16,PCA,-27.244388195505582
232128,20181024,16,PM2.5,28.0
232134,20181024,17,PCA,-10.972255083483931
232134,20181024,17,PM2.5,36.0
232140,20181024,18,PCA,-11.46245200008561
232140,20181024,18,PM2.5,42.0
232146,20181024,19,PCA,1.8265118035755312
232146,20181024,19,PM2.5,52.0
232152,20181024,20,PCA,-0.45524890138757496
232152,20181024,20,PM2.5,51.0
232158,20181024,21,PCA,51.68635162018016
232158,20181024,21,PM2.5,84.0
232164,20181024,22,PCA,41.491139832374344
232164,20181024,22,PM2.5,78.0
232170,20181024,23,PCA,68.84875457688601
232170,20181024,23,PM2.5,96.0
232176,20181025,0,PCA,51.94387641038771
232176,20181025,0,PM2.5,85.0
232182,20181025,1,PCA,27.75079867219175
232182,20181025,1,PM2.5,70.0
232188,20181025,2,PCA,57.413323682490706
232188,20181025,2,PM2.5,84.0
232194,20181025,3,PCA,30.20861584375439
232194,20181025,3,PM2.5,73.0
232200,20181025,4,PCA,29.6671300748633
232200,20181025,4,PM2.5,73.0
232206,20181025,5,PCA,28.101228327159422
232206,20181025,5,PM2.5,73.0
232212,20181025,6,PCA,24.235755007964478
232212,20181025,6,PM2.5,71.0
232218,20181025,7,PCA,38.37459034632949
232218,20181025,7,PM2.5,79.0
232224,20181025,8,PCA,41.657931330857465
232224,20181025,8,PM2.5,81.0
232230,20181025,9,PCA,39.01888456269973
232230,20181025,9,PM2.5,79.0
232236,20181025,10,PCA,43.16812500821722
232236,20181025,10,PM2.5,81.0
232242,20181025,11,PCA,44.501295671927735
232242,20181025,11,PM2.5,83.0
232248,20181025,12,PCA,36.730821287647835
232248,20181025,12,PM2.5,78.0
232254,20181025,13,PCA,20.228703107275038
232254,20181025,13,PM2.5,64.0
232260,20181025,14,PCA,-13.8340029867927
232260,20181025,14,PM2.5,31.0
232266,20181025,15,PCA,-39.739288066146
232266,20181025,15,PM2.5,32.0
232272,20181025,16,PCA,-47.99423894935924
232272,20181025,16,PM2.5,27.0
232278,20181025,17,PCA,-44.6225918736785
232278,20181025,17,PM2.5,29.0
232284,20181025,18,PCA,-35.531911819711155
232284,20181025,18,PM2.5,34.0
232290,20181025,19,PCA,-46.11886668521007
232290,20181025,19,PM2.5,28.0
232296,20181025,20,PCA,-70.5662416688933
232296,20181025,20,PM2.5,16.0
232302,20181025,21,PCA,-69.40415803219406
232302,20181025,21,PM2.5,8.0
232308,20181025,22,PCA,-56.467004637322596
232308,20181025,22,PM2.5,6.0
232314,20181025,23,PCA,-27.65242140244779
232314,20181025,23,PM2.5,8.0
232320,20181026,0,PCA,-40.97949845794724
232320,20181026,0,PM2.5,7.0
232326,20181026,1,PCA,-52.86001481897893
232326,20181026,1,PM2.5,6.0
232332,20181026,2,PCA,-50.21308323830014
232332,20181026,2,PM2.5,7.0
232338,20181026,3,PCA,-51.2758387822007
232338,20181026,3,PM2.5,7.0
232344,20181026,4,PCA,-52.49407908498051
232344,20181026,4,PM2.5,8.0
232350,20181026,5,PCA,-52.10826836946153
232350,20181026,5,PM2.5,6.0
232356,20181026,6,PCA,-43.166245105761035
232356,20181026,6,PM2.5,8.0
232362,20181026,7,PCA,-44.30421484777728
232362,20181026,7,PM2.5,9.0
232368,20181026,8,PCA,-80.39540658145718
232368,20181026,8,PM2.5,11.0
232374,20181026,9,PCA,-17.628195017115996
232374,20181026,9,PM2.5,12.0
232380,20181026,10,PCA,-47.66873782261353
232380,20181026,10,PM2.5,6.0
232386,20181026,11,PCA,-60.134150707081844
232386,20181026,11,PM2.5,11.0
232392,20181026,12,PCA,-71.97359309854782
232392,20181026,12,PM2.5,4.0
232398,20181026,13,PCA,-73.5277022752604
232398,20181026,13,PM2.5,5.0
232404,20181026,14,PCA,-59.161706884621786
232404,20181026,14,PM2.5,6.0
232794,20181029,7,PCA,-85.48978851910142
232794,20181029,7,PM2.5,4.0
232878,20181029,21,PCA,-45.68674345501739
232878,20181029,21,PM2.5,18.0
233106,20181031,11,PCA,-24.916826619522023
233106,20181031,11,PM2.5,31.0
233112,20181031,12,PCA,-45.86559932351486
233112,20181031,12,PM2.5,29.0
233148,20181031,18,PCA,4.433890487590532
233148,20181031,18,PM2.5,38.0
233178,20181031,23,PCA,-54.28281710748352
233178,20181031,23,PM2.5,23.0
233184,20181101,0,PCA,-31.890717096737564
233184,20181101,0,PM2.5,17.0
233190,20181101,1,PCA,-52.54122446468767
233190,20181101,1,PM2.5,13.0
233196,20181101,2,PCA,-33.374127739754435
233196,20181101,2,PM2.5,20.0
233202,20181101,3,PCA,-47.16842964123701
233202,20181101,3,PM2.5,13.0
233238,20181101,9,PCA,0.0066581192766270916
233238,20181101,9,PM2.5,44.0
233244,20181101,10,PCA,-14.722369367664408
233244,20181101,10,PM2.5,39.0
233280,20181101,16,PCA,-24.38812996036539
233280,20181101,16,PM2.5,30.0
233310,20181101,21,PCA,70.05819897982249
233310,20181101,21,PM2.5,96.0
233328,20181102,0,PCA,81.89733584768244
233328,20181102,0,PM2.5,103.0
233364,20181102,6,PCA,149.03535667376704
233364,20181102,6,PM2.5,146.0
233388,20181102,10,PCA,136.25487151547603
233388,20181102,10,PM2.5,138.0
233394,20181102,11,PCA,153.23297421524578
233394,20181102,11,PM2.5,147.0
233400,20181102,12,PCA,146.72937553095048
233400,20181102,12,PM2.5,144.0
233454,20181102,21,PCA,185.1201037631536
233454,20181102,21,PM2.5,168.0
233460,20181102,22,PCA,198.22319780775567
233460,20181102,22,PM2.5,182.0
233466,20181102,23,PCA,210.2984104110103
233466,20181102,23,PM2.5,188.0
233490,20181103,3,PCA,214.98668118250032
233490,20181103,3,PM2.5,194.0
233544,20181103,12,PCA,252.83542861354346
233544,20181103,12,PM2.5,219.0
233562,20181103,15,PCA,235.67980966308286
233562,20181103,15,PM2.5,203.0
233568,20181103,16,PCA,255.98368218765947
233568,20181103,16,PM2.5,217.0
233646,20181104,5,PCA,-29.055844813464592
233646,20181104,5,PM2.5,41.0
233652,20181104,6,PCA,-26.637557598093807
233652,20181104,6,PM2.5,45.0
233658,20181104,7,PCA,-50.67245620762352
233658,20181104,7,PM2.5,29.0
233664,20181104,8,PCA,-59.03253743114991
233664,20181104,8,PM2.5,24.0
233688,20181104,12,PCA,-58.89268874062877
233688,20181104,12,PM2.5,24.0
233694,20181104,13,PCA,-62.294363099750484
233694,20181104,13,PM2.5,22.0
233700,20181104,14,PCA,-51.43783316054724
233700,20181104,14,PM2.5,28.0
233706,20181104,15,PCA,-55.12187719728026
233706,20181104,15,PM2.5,25.0
233712,20181104,16,PCA,-49.010043147093285
233712,20181104,16,PM2.5,25.0
233718,20181104,17,PCA,-53.14266621038939
233718,20181104,17,PM2.5,24.0
233754,20181104,23,PCA,-63.57234170686597
233754,20181104,23,PM2.5,18.0
233760,20181105,0,PCA,-60.179520327618874
233760,20181105,0,PM2.5,16.0
233766,20181105,1,PCA,-54.44656726786953
233766,20181105,1,PM2.5,19.0
233772,20181105,2,PCA,-51.73692687279474
233772,20181105,2,PM2.5,30.0
233778,20181105,3,PCA,-60.313306657150015
233778,20181105,3,PM2.5,21.0
233808,20181105,8,PCA,-36.12161987882559
233808,20181105,8,PM2.5,34.0
233862,20181105,17,PCA,-24.32219749348045
233862,20181105,17,PM2.5,33.0
233868,20181105,18,PCA,-2.367489901352165
233868,20181105,18,PM2.5,42.0
233886,20181105,21,PCA,13.11563482436123
233886,20181105,21,PM2.5,58.0
233892,20181105,22,PCA,-16.36594524234212
233892,20181105,22,PM2.5,41.0
233898,20181105,23,PCA,-18.999766479969836
233898,20181105,23,PM2.5,37.0
233904,20181106,0,PCA,-30.30970959123298
233904,20181106,0,PM2.5,23.0
233910,20181106,1,PCA,-16.087600240843237
233910,20181106,1,PM2.5,27.0
233916,20181106,2,PCA,-27.194127874471842
233916,20181106,2,PM2.5,22.0
233922,20181106,3,PCA,-56.2344144069291
233922,20181106,3,PM2.5,15.0
233928,20181106,4,PCA,-59.63114354464646
233928,20181106,4,PM2.5,15.0
233934,20181106,5,PCA,-61.22099008448712
233934,20181106,5,PM2.5,12.0
233940,20181106,6,PCA,-61.79585478151356
233940,20181106,6,PM2.5,13.0
233946,20181106,7,PCA,-40.976069916764835
233946,20181106,7,PM2.5,24.0
233952,20181106,8,PCA,-46.37945347834889
233952,20181106,8,PM2.5,17.0
233958,20181106,9,PCA,-41.098118915180365
233958,20181106,9,PM2.5,20.0
233982,20181106,13,PCA,-73.74908127196618
233982,20181106,13,PM2.5,7.0
234012,20181106,18,PCA,-15.337034791055968
234012,20181106,18,PM2.5,25.0
234018,20181106,19,PCA,-14.837660520000602
234018,20181106,19,PM2.5,24.0
234024,20181106,20,PCA,-20.723966674952127
234024,20181106,20,PM2.5,26.0
234030,20181106,21,PCA,-21.867484509845475
234030,20181106,21,PM2.5,21.0
234054,20181107,1,PCA,-43.681228607501104
234054,20181107,1,PM2.5,23.0
234060,20181107,2,PCA,-37.01858560588889
234060,20181107,2,PM2.5,21.0
234066,20181107,3,PCA,-35.95744564658042
234066,20181107,3,PM2.5,26.0
234114,20181107,11,PCA,-2.8843949361247443
234114,20181107,11,PM2.5,51.0
234132,20181107,14,PCA,-47.02988874266356
234132,20181107,14,PM2.5,20.0
234138,20181107,15,PCA,-31.289232111006427
234138,20181107,15,PM2.5,29.0
234156,20181107,18,PCA,8.042810710986826
234156,20181107,18,PM2.5,38.0
234162,20181107,19,PCA,-13.667808516787947
234162,20181107,19,PM2.5,34.0
234168,20181107,20,PCA,-15.547483547644651
234168,20181107,20,PM2.5,40.0
234174,20181107,21,PCA,-16.770970507565192
234174,20181107,21,PM2.5,37.0
234192,20181108,0,PCA,-8.397373545079999
234192,20181108,0,PM2.5,41.0
234198,20181108,1,PCA,4.573029186669339
234198,20181108,1,PM2.5,43.0
234204,20181108,2,PCA,21.41927807638489
234204,20181108,2,PM2.5,46.0
234210,20181108,3,PCA,17.669392393028012
234210,20181108,3,PM2.5,46.0
234216,20181108,4,PCA,8.487292185404796
234216,20181108,4,PM2.5,48.0
234222,20181108,5,PCA,21.768687439091202
234222,20181108,5,PM2.5,54.0
234228,20181108,6,PCA,17.86349439921312
234228,20181108,6,PM2.5,52.0
234234,20181108,7,PCA,6.098989519941204
234234,20181108,7,PM2.5,51.0
234252,20181108,10,PCA,36.687815637126015
234252,20181108,10,PM2.5,76.0
234258,20181108,11,PCA,49.3642180685794
234258,20181108,11,PM2.5,86.0
234264,20181108,12,PCA,32.56088002744079
234264,20181108,12,PM2.5,76.0
234270,20181108,13,PCA,11.335925043919497
234270,20181108,13,PM2.5,63.0
234288,20181108,16,PCA,7.643858093305362
234288,20181108,16,PM2.5,55.0
234294,20181108,17,PCA,19.210111318522845
234294,20181108,17,PM2.5,57.0
234300,20181108,18,PCA,47.1167251141009
234300,20181108,18,PM2.5,67.0
234306,20181108,19,PCA,25.56108218267463
234306,20181108,19,PM2.5,62.0
234312,20181108,20,PCA,6.760684172454689
234312,20181108,20,PM2.5,59.0
234318,20181108,21,PCA,0.8622973609765343
234318,20181108,21,PM2.5,56.0
234324,20181108,22,PCA,6.454228441548334
234324,20181108,22,PM2.5,58.0
234330,20181108,23,PCA,8.810287768476186
234330,20181108,23,PM2.5,55.0
234336,20181109,0,PCA,24.607708906827668
234336,20181109,0,PM2.5,59.0
234342,20181109,1,PCA,38.776230516272626
234342,20181109,1,PM2.5,63.0
234348,20181109,2,PCA,21.492962142958646
234348,20181109,2,PM2.5,67.0
234354,20181109,3,PCA,45.672924169263354
234354,20181109,3,PM2.5,79.0
234360,20181109,4,PCA,61.18473727974726
234360,20181109,4,PM2.5,93.0
234366,20181109,5,PCA,42.90599874926979
234366,20181109,5,PM2.5,82.0
234372,20181109,6,PCA,48.296761181290634
234372,20181109,6,PM2.5,86.0
234378,20181109,7,PCA,43.85878819239608
234378,20181109,7,PM2.5,83.0
234384,20181109,8,PCA,14.709727479166748
234384,20181109,8,PM2.5,57.5
234390,20181109,9,PCA,-14.439333234062586
234390,20181109,9,PM2.5,32.0
234396,20181109,10,PCA,8.563760287207039
234396,20181109,10,PM2.5,24.0
234402,20181109,11,PCA,32.52801913901935
234402,20181109,11,PM2.5,25.0
234408,20181109,12,PCA,25.735566454368346
234408,20181109,12,PM2.5,21.0
234414,20181109,13,PCA,-2.2544176023320697
234414,20181109,13,PM2.5,16.0
234420,20181109,14,PCA,-16.64346689343536
234420,20181109,14,PM2.5,13.0
234426,20181109,15,PCA,-25.06654227496038
234426,20181109,15,PM2.5,11.0
234432,20181109,16,PCA,-30.17507609986003
234432,20181109,16,PM2.5,12.0
234438,20181109,17,PCA,-36.861225155541455
234438,20181109,17,PM2.5,9.0
234444,20181109,18,PCA,-26.259922798190573
234444,20181109,18,PM2.5,12.0
234450,20181109,19,PCA,-26.70549434932944
234450,20181109,19,PM2.5,18.0
234456,20181109,20,PCA,-4.5175194638085925
234456,20181109,20,PM2.5,26.0
234462,20181109,21,PCA,-28.099586122738263
234462,20181109,21,PM2.5,19.0
234468,20181109,22,PCA,-24.30392962665008
234468,20181109,22,PM2.5,27.0
234474,20181109,23,PCA,-23.467086124838808
234474,20181109,23,PM2.5,23.0
234480,20181110,0,PCA,-28.79153986448539
234480,20181110,0,PM2.5,19.0
234486,20181110,1,PCA,0.8347035265894757
234486,20181110,1,PM2.5,29.0
234492,20181110,2,PCA,-11.975858680811998
234492,20181110,2,PM2.5,29.0
234498,20181110,3,PCA,-16.08225785800703
234498,20181110,3,PM2.5,31.0
234504,20181110,4,PCA,2.067324706470906
234504,20181110,4,PM2.5,39.0
234510,20181110,5,PCA,-28.068586584073984
234510,20181110,5,PM2.5,22.0
234516,20181110,6,PCA,-36.91676284481672
234516,20181110,6,PM2.5,27.0
234522,20181110,7,PCA,-41.42134442647657
234522,20181110,7,PM2.5,21.0
234528,20181110,8,PCA,-26.50978989846253
234528,20181110,8,PM2.5,25.0
234534,20181110,9,PCA,0.01775450971648512
234534,20181110,9,PM2.5,26.0
234540,20181110,10,PCA,-17.950416946686786
234540,20181110,10,PM2.5,32.0
234546,20181110,11,PCA,-24.245117179339356
234546,20181110,11,PM2.5,26.0
234552,20181110,12,PCA,-15.38913835089811
234552,20181110,12,PM2.5,32.0
234558,20181110,13,PCA,-47.176257715949184
234558,20181110,13,PM2.5,18.0
234564,20181110,14,PCA,-72.68892430682125
234564,20181110,14,PM2.5,14.0
234570,20181110,15,PCA,-72.92962484786842
234570,20181110,15,PM2.5,13.0
234576,20181110,16,PCA,-49.49739357136625
234576,20181110,16,PM2.5,17.0
234582,20181110,17,PCA,-57.015861073065004
234582,20181110,17,PM2.5,12.0
234588,20181110,18,PCA,-34.178575185150734
234588,20181110,18,PM2.5,19.0
234594,20181110,19,PCA,-34.89804402301196
234594,20181110,19,PM2.5,22.0
234600,20181110,20,PCA,-19.869050569944395
234600,20181110,20,PM2.5,29.0
234606,20181110,21,PCA,3.1572449427505638
234606,20181110,21,PM2.5,35.0
234612,20181110,22,PCA,4.243541563180394
234612,20181110,22,PM2.5,32.0
234618,20181110,23,PCA,4.779615130252614
234618,20181110,23,PM2.5,34.0
234624,20181111,0,PCA,12.735776959199749
234624,20181111,0,PM2.5,41.0
234630,20181111,1,PCA,-22.98265637537361
234630,20181111,1,PM2.5,42.0
234636,20181111,2,PCA,-21.2580044930817
234636,20181111,2,PM2.5,44.0
234642,20181111,3,PCA,-12.195080675287857
234642,20181111,3,PM2.5,50.0
234648,20181111,4,PCA,-11.462674220125809
234648,20181111,4,PM2.5,51.0
234654,20181111,5,PCA,-0.2994117987586475
234654,20181111,5,PM2.5,58.0
234660,20181111,6,PCA,-5.927234518194834
234660,20181111,6,PM2.5,55.0
234666,20181111,7,PCA,-0.2563452134832448
234666,20181111,7,PM2.5,57.0
234672,20181111,8,PCA,27.596679894542717
234672,20181111,8,PM2.5,74.0
234678,20181111,9,PCA,26.05169320255429
234678,20181111,9,PM2.5,73.0
234684,20181111,10,PCA,43.59109608278996
234684,20181111,10,PM2.5,84.0
234690,20181111,11,PCA,46.395970140904296
234690,20181111,11,PM2.5,85.0
234696,20181111,12,PCA,32.29088264316012
234696,20181111,12,PM2.5,77.0
234702,20181111,13,PCA,-1.5895983846198452
234702,20181111,13,PM2.5,56.0
234708,20181111,14,PCA,-12.378755803735677
234708,20181111,14,PM2.5,48.0
234714,20181111,15,PCA,-9.982731469459107
234714,20181111,15,PM2.5,49.0
234720,20181111,16,PCA,-7.320124243797544
234720,20181111,16,PM2.5,51.0
234726,20181111,17,PCA,16.263946299783665
234726,20181111,17,PM2.5,60.0
234732,20181111,18,PCA,28.141494704908578
234732,20181111,18,PM2.5,72.0
234738,20181111,19,PCA,23.31943504973385
234738,20181111,19,PM2.5,55.0
234744,20181111,20,PCA,10.539886743140931
234744,20181111,20,PM2.5,56.0
234750,20181111,21,PCA,4.854276946222173
234750,20181111,21,PM2.5,58.0
234756,20181111,22,PCA,15.360247238241302
234756,20181111,22,PM2.5,61.0
234762,20181111,23,PCA,3.953617812763811
234762,20181111,23,PM2.5,53.0
234768,20181112,0,PCA,1.3519765835289272
234768,20181112,0,PM2.5,52.0
234774,20181112,1,PCA,-1.8882250288708389
234774,20181112,1,PM2.5,50.0
234780,20181112,2,PCA,1.1111383391915697
234780,20181112,2,PM2.5,50.0
234786,20181112,3,PCA,-5.814469962129901
234786,20181112,3,PM2.5,48.0
234792,20181112,4,PCA,-9.028120091604546
234792,20181112,4,PM2.5,48.0
234798,20181112,5,PCA,4.79527694472199
234798,20181112,5,PM2.5,56.0
234804,20181112,6,PCA,7.6391011504705455
234804,20181112,6,PM2.5,62.0
234810,20181112,7,PCA,29.81369496585687
234810,20181112,7,PM2.5,75.0
234816,20181112,8,PCA,65.95723285254122
234816,20181112,8,PM2.5,91.0
234822,20181112,9,PCA,71.80592647629867
234822,20181112,9,PM2.5,95.0
234828,20181112,10,PCA,54.87944110167232
234828,20181112,10,PM2.5,91.0
234834,20181112,11,PCA,68.08789320451052
234834,20181112,11,PM2.5,99.0
234840,20181112,12,PCA,68.70520731193187
234840,20181112,12,PM2.5,99.0
234846,20181112,13,PCA,28.494017305953882
234846,20181112,13,PM2.5,74.0
234852,20181112,14,PCA,11.123639608035075
234852,20181112,14,PM2.5,63.0
234858,20181112,15,PCA,4.8185067643364325
234858,20181112,15,PM2.5,57.0
234864,20181112,16,PCA,9.85852664604321
234864,20181112,16,PM2.5,58.0
234870,20181112,17,PCA,27.327552232499208
234870,20181112,17,PM2.5,66.0
234876,20181112,18,PCA,43.859877186529665
234876,20181112,18,PM2.5,81.0
234882,20181112,19,PCA,46.68689559313181
234882,20181112,19,PM2.5,83.0
234888,20181112,20,PCA,56.46323347642744
234888,20181112,20,PM2.5,88.0
234894,20181112,21,PCA,61.66234088187926
234894,20181112,21,PM2.5,92.0
234900,20181112,22,PCA,62.641846697274914
234900,20181112,22,PM2.5,93.0
234906,20181112,23,PCA,47.40027688696666
234906,20181112,23,PM2.5,84.5
234912,20181113,0,PCA,32.158707076658416
234912,20181113,0,PM2.5,76.0
234918,20181113,1,PCA,28.37304089568065
234918,20181113,1,PM2.5,74.0
234924,20181113,2,PCA,24.183617306933627
234924,20181113,2,PM2.5,72.0
234930,20181113,3,PCA,21.602041353712156
234930,20181113,3,PM2.5,70.0
234936,20181113,4,PCA,28.96792055315556
234936,20181113,4,PM2.5,75.0
234942,20181113,5,PCA,7.308295820257792
234942,20181113,5,PM2.5,62.0
234948,20181113,6,PCA,14.994518966519351
234948,20181113,6,PM2.5,67.0
234954,20181113,7,PCA,14.17932620539878
234954,20181113,7,PM2.5,67.0
234960,20181113,8,PCA,26.092013183449332
234960,20181113,8,PM2.5,74.0
234966,20181113,9,PCA,48.048608076950266
234966,20181113,9,PM2.5,87.0
234972,20181113,10,PCA,56.912298926826374
234972,20181113,10,PM2.5,92.0
234978,20181113,11,PCA,57.33028193966444
234978,20181113,11,PM2.5,92.0
234984,20181113,12,PCA,72.47688763227394
234984,20181113,12,PM2.5,101.0
234990,20181113,13,PCA,86.56626474724925
234990,20181113,13,PM2.5,110.0
234996,20181113,14,PCA,169.16109819734655
234996,20181113,14,PM2.5,160.0
235002,20181113,15,PCA,212.41860198162263
235002,20181113,15,PM2.5,190.0
235008,20181113,16,PCA,227.60476780907533
235008,20181113,16,PM2.5,200.0
235014,20181113,17,PCA,245.07197677090664
235014,20181113,17,PM2.5,212.0
235020,20181113,18,PCA,263.2173276098938
235020,20181113,18,PM2.5,225.0
235026,20181113,19,PCA,268.33894976996237
235026,20181113,19,PM2.5,229.0
235032,20181113,20,PCA,305.95340145118183
235032,20181113,20,PM2.5,253.0
235038,20181113,21,PCA,299.3408227013411
235038,20181113,21,PM2.5,249.0
235044,20181113,22,PCA,284.4719708073987
235044,20181113,22,PM2.5,241.0
235050,20181113,23,PCA,283.5799199558875
235050,20181113,23,PM2.5,242.0
235056,20181114,0,PCA,263.04959509855206
235056,20181114,0,PM2.5,228.0
