,date,hour,type,西直门北
2634,20140422,7,PCA,25.050856357406932
2634,20140422,7,PM2.5,69.0
2640,20140422,8,PCA,14.738621190205887
2640,20140422,8,PM2.5,74.0
2646,20140422,9,PCA,-10.576614606878591
2646,20140422,9,PM2.5,49.0
2652,20140422,10,PCA,-24.919106023367796
2652,20140422,10,PM2.5,41.0
2658,20140422,11,PCA,-34.296308542215165
2658,20140422,11,PM2.5,40.0
2664,20140422,12,PCA,-28.958165043344625
2664,20140422,12,PM2.5,56.0
2670,20140422,13,PCA,-12.401704596699675
2670,20140422,13,PM2.5,73.0
2676,20140422,14,PCA,-11.035292657654681
2676,20140422,14,PM2.5,72.0
2682,20140422,15,PCA,-25.161299899182783
2682,20140422,15,PM2.5,54.0
2688,20140422,16,PCA,-9.96361398607399
2688,20140422,16,PM2.5,58.0
2694,20140422,18,PCA,5.234071927034801
2694,20140422,18,PM2.5,62.0
2700,20140422,19,PCA,19.123085083264975
2700,20140422,19,PM2.5,68.0
2706,20140422,20,PCA,23.22393523412668
2706,20140422,20,PM2.5,71.0
2712,20140422,21,PCA,-18.998450128728855
2712,20140422,21,PM2.5,43.0
2718,20140422,22,PCA,-27.110623886538836
2718,20140422,22,PM2.5,45.0
2724,20140422,23,PCA,-24.780333224071178
2724,20140422,23,PM2.5,53.0
2730,20140423,0,PCA,-9.213369583282345
2730,20140423,0,PM2.5,72.0
2736,20140423,1,PCA,-0.8968402526874956
2736,20140423,1,PM2.5,79.0
2742,20140423,2,PCA,7.206527849976734
2742,20140423,2,PM2.5,82.0
2748,20140423,3,PCA,15.216875193587622
2748,20140423,3,PM2.5,84.0
2754,20140423,4,PCA,27.553493367896127
2754,20140423,4,PM2.5,94.0
2760,20140423,5,PCA,41.70086059507842
2760,20140423,5,PM2.5,106.0
2766,20140423,6,PCA,52.26046006713049
2766,20140423,6,PM2.5,112.0
2772,20140423,7,PCA,70.64759639890612
2772,20140423,7,PM2.5,120.0
2778,20140423,8,PCA,84.44843574996658
2778,20140423,8,PM2.5,131.0
2784,20140423,9,PCA,100.7698487587914
2784,20140423,9,PM2.5,144.0
2790,20140423,10,PCA,119.1866474940528
2790,20140423,10,PM2.5,155.0
2796,20140423,11,PCA,141.7141673632642
2796,20140423,11,PM2.5,170.0
2802,20140423,12,PCA,136.20331565698217
2802,20140423,12,PM2.5,159.0
2808,20140423,13,PCA,160.36281206116544
2808,20140423,13,PM2.5,186.0
2814,20140423,14,PCA,176.01295706665064
2814,20140423,14,PM2.5,196.0
2820,20140423,15,PCA,167.21011238656845
2820,20140423,15,PM2.5,181.0
2826,20140423,16,PCA,146.0123692494806
2826,20140423,16,PM2.5,153.0
2832,20140423,17,PCA,150.59509950710827
2832,20140423,17,PM2.5,162.0
2838,20140423,18,PCA,115.42665139567087
2838,20140423,18,PM2.5,118.4
2844,20140429,2,PCA,15.915052920018267
2844,20140429,2,PM2.5,74.8
2850,20140429,3,PCA,27.264928002042456
2850,20140429,3,PM2.5,81.7
2856,20140429,4,PCA,42.42436885894686
2856,20140429,4,PM2.5,95.7
2862,20140429,5,PCA,54.4645500277511
2862,20140429,5,PM2.5,111.9
2868,20140429,6,PCA,44.5732842200147
2868,20140429,6,PM2.5,101.4
2874,20140429,7,PCA,42.95988944714657
2874,20140429,7,PM2.5,97.6
2880,20140429,8,PCA,37.12122229312939
2880,20140429,8,PM2.5,89.9
2886,20140429,9,PCA,39.82886561069036
2886,20140429,9,PM2.5,93.4
2892,20140429,10,PCA,38.06200055936621
2892,20140429,10,PM2.5,96.4
2898,20140429,11,PCA,42.34662678592682
2898,20140429,11,PM2.5,106.2
2904,20140429,12,PCA,31.790903508937653
2904,20140429,12,PM2.5,102.3
2910,20140429,13,PCA,37.654430598756186
2910,20140429,13,PM2.5,107.5
2916,20140429,14,PCA,32.582108119047824
2916,20140429,14,PM2.5,106.2
2922,20140429,15,PCA,16.22411890110307
2922,20140429,15,PM2.5,83.8
2928,20140429,16,PCA,16.214119686373586
2928,20140429,16,PM2.5,78.9
2934,20140429,17,PCA,8.528864766962787
2934,20140429,17,PM2.5,64.6
2940,20140429,18,PCA,33.05351632504589
2940,20140429,18,PM2.5,86.7
2946,20140429,19,PCA,27.947466390294206
2946,20140429,19,PM2.5,81.0
2952,20140429,20,PCA,39.234514182125345
2952,20140429,20,PM2.5,94.5
2958,20140429,21,PCA,50.52393692427526
2958,20140429,21,PM2.5,104.3
2964,20140429,22,PCA,54.14819523851676
2964,20140429,22,PM2.5,109.2
2970,20140429,23,PCA,49.89947734431709
2970,20140429,23,PM2.5,101.9
2976,20140430,0,PCA,46.102703425093836
2976,20140430,0,PM2.5,101.3
2982,20140430,1,PCA,48.73927542867654
2982,20140430,1,PM2.5,103.4
2988,20140430,2,PCA,40.65623385402562
2988,20140430,2,PM2.5,93.7
2994,20140430,3,PCA,46.114328492184306
2994,20140430,3,PM2.5,100.7
3000,20140430,4,PCA,51.70041116071879
3000,20140430,4,PM2.5,106.4
3006,20140430,5,PCA,65.6957277150088
3006,20140430,5,PM2.5,117.0
3012,20140430,6,PCA,69.09816771548911
3012,20140430,6,PM2.5,115.2
3018,20140430,7,PCA,77.39438311116406
3018,20140430,7,PM2.5,122.7
3024,20140430,8,PCA,96.15424180566082
3024,20140430,8,PM2.5,145.8
3030,20140430,9,PCA,100.09684528695131
3030,20140430,9,PM2.5,147.9
3036,20140430,10,PCA,104.14623827688804
3036,20140430,10,PM2.5,157.6
3042,20140430,11,PCA,96.50641410732041
3042,20140430,11,PM2.5,151.0
3048,20140430,12,PCA,83.69176904415498
3048,20140430,12,PM2.5,138.6
3054,20140430,13,PCA,57.4051983045693
3054,20140430,13,PM2.5,119.0
3060,20140430,14,PCA,34.36300277236546
3060,20140430,14,PM2.5,87.3
3066,20140430,15,PCA,38.86588020500942
3066,20140430,15,PM2.5,90.5
3072,20140430,16,PCA,38.43627903465876
3072,20140430,16,PM2.5,91.4
3078,20140430,17,PCA,39.650555421651234
3078,20140430,17,PM2.5,87.5
3084,20140430,18,PCA,53.530603160801014
3084,20140430,18,PM2.5,97.2
3090,20140430,19,PCA,50.679419392520636
3090,20140430,19,PM2.5,91.5
3096,20140430,20,PCA,52.216032930536294
3096,20140430,20,PM2.5,88.7
3102,20140430,21,PCA,50.6006232834609
3102,20140430,21,PM2.5,84.4
3108,20140430,22,PCA,48.9360125689438
3108,20140430,22,PM2.5,82.4
3114,20140430,23,PCA,54.18415086216816
3114,20140430,23,PM2.5,91.7
3120,20140501,0,PCA,55.66091816677903
3120,20140501,0,PM2.5,102.5
3126,20140501,1,PCA,55.24146747096715
3126,20140501,1,PM2.5,108.8
3132,20140501,2,PCA,57.54116220233285
3132,20140501,2,PM2.5,109.6
3138,20140501,3,PCA,61.05118322921189
3138,20140501,3,PM2.5,116.4
3144,20140501,4,PCA,68.60131337876243
3144,20140501,4,PM2.5,127.3
3150,20140501,5,PCA,78.72712775911704
3150,20140501,5,PM2.5,134.3
3156,20140501,6,PCA,83.15413159918158
3156,20140501,6,PM2.5,136.5
3162,20140501,7,PCA,91.66657321406879
3162,20140501,7,PM2.5,146.0
3168,20140501,8,PCA,101.45736261065618
3168,20140501,8,PM2.5,155.4
3174,20140501,9,PCA,107.62720896811243
3174,20140501,9,PM2.5,159.6
3180,20140501,10,PCA,108.12453928479023
3180,20140501,10,PM2.5,170.3
3186,20140501,11,PCA,106.47034283074466
3186,20140501,11,PM2.5,165.0
3192,20140501,12,PCA,97.86350504456983
3192,20140501,12,PM2.5,158.4
3198,20140501,13,PCA,99.37843128248201
3198,20140501,13,PM2.5,162.8
3204,20140501,14,PCA,80.98667530524393
3204,20140501,14,PM2.5,136.4
3210,20140501,15,PCA,100.68251541224055
3210,20140501,15,PM2.5,159.2
3216,20140501,16,PCA,102.46860644291972
3216,20140501,16,PM2.5,149.0
3222,20140501,17,PCA,98.10839359850088
3222,20140501,17,PM2.5,150.4
3228,20140501,18,PCA,69.22883528549795
3228,20140501,18,PM2.5,102.2
3234,20140501,19,PCA,56.784772924282265
3234,20140501,19,PM2.5,78.6
3240,20140501,20,PCA,51.48679743827218
3240,20140501,20,PM2.5,81.6
3246,20140501,21,PCA,27.301765369059556
3246,20140501,21,PM2.5,50.3
3252,20140501,22,PCA,18.344651594895936
3252,20140501,22,PM2.5,40.9
3258,20140501,23,PCA,11.504842796065914
3258,20140501,23,PM2.5,32.7
3264,20140502,0,PCA,145.95506617051106
3264,20140502,0,PM2.5,226.9
3270,20140502,1,PCA,37.74938940062238
3270,20140502,1,PM2.5,69.4
3276,20140502,2,PCA,8.508547411350834
3276,20140502,2,PM2.5,32.3
3282,20140502,3,PCA,0.9033669257526551
3282,20140502,3,PM2.5,26.7
3288,20140502,4,PCA,-3.4285162611896633
3288,20140502,4,PM2.5,26.1
3294,20140502,5,PCA,-9.115969558639389
3294,20140502,5,PM2.5,22.7
3300,20140502,6,PCA,-22.526359723583887
3300,20140502,6,PM2.5,11.4
3306,20140502,7,PCA,-30.207743855866138
3306,20140502,7,PM2.5,4.1
3312,20140502,8,PCA,-24.522480253787794
3312,20140502,8,PM2.5,20.8
3318,20140502,9,PCA,-15.554406702785172
3318,20140502,9,PM2.5,35.5
3324,20140502,10,PCA,-27.461016459893422
3324,20140502,10,PM2.5,28.8
3330,20140502,11,PCA,-33.8843538886476
3330,20140502,11,PM2.5,26.8
3336,20140502,12,PCA,-38.90752457873215
3336,20140502,12,PM2.5,28.0
3342,20140502,13,PCA,-50.01690868566651
3342,20140502,13,PM2.5,20.6
3348,20140502,14,PCA,-58.38189243475878
3348,20140502,14,PM2.5,15.0
3354,20140502,15,PCA,-67.44754893118643
3354,20140502,15,PM2.5,6.0
3360,20140502,16,PCA,-66.14073496559563
3360,20140502,16,PM2.5,16.9
3366,20140502,17,PCA,-68.29932723522285
3366,20140502,17,PM2.5,19.8
3372,20140502,18,PCA,-72.41951692091315
3372,20140502,18,PM2.5,18.3
3378,20140502,19,PCA,-69.04706274515772
3378,20140502,19,PM2.5,21.8
3384,20140502,20,PCA,-72.55511955925127
3384,20140502,20,PM2.5,16.2
3390,20140502,21,PCA,-71.18635580126949
3390,20140502,21,PM2.5,20.2
3396,20140502,22,PCA,-56.302843128649315
3396,20140502,22,PM2.5,28.1
3402,20140502,23,PCA,-53.85569407754741
3402,20140502,23,PM2.5,27.8
3408,20140503,0,PCA,-36.05056051590869
3408,20140503,0,PM2.5,39.1
3414,20140503,1,PCA,-38.74733830747852
3414,20140503,1,PM2.5,41.6
3420,20140503,2,PCA,-55.796056637800824
3420,20140503,2,PM2.5,29.9
3426,20140503,3,PCA,-48.07864595421665
3426,20140503,3,PM2.5,39.3
3432,20140503,4,PCA,-42.28152799162942
3432,20140503,4,PM2.5,41.0
3438,20140503,5,PCA,-50.62683064626079
3438,20140503,5,PM2.5,40.6
3444,20140503,6,PCA,-33.92926971099884
3444,20140503,6,PM2.5,46.9
3450,20140503,7,PCA,-27.403121856852085
3450,20140503,7,PM2.5,56.4
3456,20140503,8,PCA,-24.9857868207619
3456,20140503,8,PM2.5,59.1
3462,20140503,9,PCA,-38.59875565609903
3462,20140503,9,PM2.5,47.3
3468,20140503,10,PCA,-31.581650359051388
3468,20140503,10,PM2.5,63.5
3474,20140503,11,PCA,-25.00148274934147
3474,20140503,11,PM2.5,78.3
3480,20140503,12,PCA,-48.82508537639175
3480,20140503,12,PM2.5,51.8
3486,20140503,13,PCA,-38.47677693351895
3486,20140503,13,PM2.5,64.9
3492,20140503,14,PCA,-39.15707707610715
3492,20140503,14,PM2.5,64.0
3498,20140503,15,PCA,-50.25241085724352
3498,20140503,15,PM2.5,46.5
3504,20140503,16,PCA,-60.86605247389364
3504,20140503,16,PM2.5,29.8
3510,20140503,17,PCA,-74.5638733820216
3510,20140503,17,PM2.5,14.3
3516,20140503,18,PCA,-54.44298833984765
3516,20140503,18,PM2.5,45.2
3522,20140503,19,PCA,-53.18593738135229
3522,20140503,19,PM2.5,46.2
3528,20140503,20,PCA,-60.670109764786424
3528,20140503,20,PM2.5,33.1
3534,20140503,21,PCA,-70.9752290639157
3534,20140503,21,PM2.5,17.6
3540,20140503,22,PCA,-64.79020279637476
3540,20140503,22,PM2.5,27.5
3546,20140503,23,PCA,-62.624072259911095
3546,20140503,23,PM2.5,30.3
3552,20140504,0,PCA,-64.81933986845281
3552,20140504,0,PM2.5,29.0
3558,20140504,1,PCA,-46.07116910957984
3558,20140504,1,PM2.5,28.0
3564,20140504,2,PCA,-64.71602680700542
3564,20140504,2,PM2.5,30.0
3570,20140504,3,PCA,-65.77701614143223
3570,20140504,3,PM2.5,27.3
3576,20140504,4,PCA,-68.31591538654439
3576,20140504,4,PM2.5,27.2
3582,20140504,5,PCA,-62.44044194749044
3582,20140504,5,PM2.5,34.9
3588,20140504,6,PCA,-60.43505101658259
3588,20140504,6,PM2.5,36.0
3594,20140504,7,PCA,-57.864121404137634
3594,20140504,7,PM2.5,36.7
3600,20140504,8,PCA,-48.753799115573706
3600,20140504,8,PM2.5,50.0
3606,20140504,9,PCA,-49.552212466261324
3606,20140504,9,PM2.5,50.7
3612,20140504,10,PCA,94.95162805271045
3612,20140504,10,PM2.5,253.5
3618,20140504,11,PCA,-53.77307760419927
3618,20140504,11,PM2.5,37.7
3624,20140504,12,PCA,-65.54372353697248
3624,20140504,12,PM2.5,23.9
3630,20140504,13,PCA,-67.71697331048895
3630,20140504,13,PM2.5,23.3
3636,20140504,14,PCA,-61.72441113960404
3636,20140504,14,PM2.5,33.3
3642,20140504,15,PCA,-74.78266259018203
3642,20140504,15,PM2.5,16.2
3648,20140504,16,PCA,-71.71542149494921
3648,20140504,16,PM2.5,18.1
3654,20140504,17,PCA,-72.65440879861026
3654,20140504,17,PM2.5,13.850000000000001
3660,20140504,18,PCA,-76.87218943652215
3660,20140504,18,PM2.5,9.6
3666,20140504,19,PCA,-68.85580577587645
3666,20140504,19,PM2.5,18.0
3672,20140504,20,PCA,-67.75548777911652
3672,20140504,20,PM2.5,16.5
3678,20140504,21,PCA,-52.668502436973746
3678,20140504,21,PM2.5,27.6
3684,20140504,22,PCA,-49.50371107963469
3684,20140504,22,PM2.5,28.4
3690,20140504,23,PCA,-38.78820225776298
3690,20140504,23,PM2.5,42.9
3696,20140505,0,PCA,-29.78355950884845
3696,20140505,0,PM2.5,54.6
3702,20140505,1,PCA,-29.11618206671173
3702,20140505,1,PM2.5,54.0
3708,20140505,2,PCA,-36.01110226102183
3708,20140505,2,PM2.5,43.5
3714,20140505,3,PCA,-39.65054723891555
3714,20140505,3,PM2.5,38.7
3720,20140505,4,PCA,-44.159726161527566
3720,20140505,4,PM2.5,33.1
3726,20140505,5,PCA,-48.66890508413957
3726,20140505,5,PM2.5,27.5
3732,20140505,6,PCA,-45.46570752223696
3732,20140505,6,PM2.5,32.6
3738,20140505,7,PCA,-48.806222647286575
3738,20140505,7,PM2.5,29.0
3744,20140505,8,PCA,-61.42929968039297
3744,20140505,8,PM2.5,21.9
3750,20140505,9,PCA,-69.58263577101819
3750,20140505,9,PM2.5,15.1
3756,20140505,10,PCA,-72.53701650784255
3756,20140505,10,PM2.5,15.6
3762,20140505,11,PCA,-73.885701109195
3762,20140505,11,PM2.5,14.1
3768,20140505,12,PCA,-77.22540980135084
3768,20140505,12,PM2.5,14.1
3774,20140505,13,PCA,-76.82191158229426
3774,20140505,13,PM2.5,14.7
3780,20140505,14,PCA,-84.51875793559314
3780,20140505,14,PM2.5,3.8
3786,20140505,15,PCA,-73.28333130214509
3786,20140505,15,PM2.5,15.0
3792,20140505,16,PCA,-67.63492752386223
3792,20140505,16,PM2.5,20.5
3798,20140505,17,PCA,-66.46047413688633
3798,20140505,17,PM2.5,23.1
3804,20140505,18,PCA,-64.28410310145075
3804,20140505,18,PM2.5,25.0
3810,20140505,19,PCA,-61.36821116817074
3810,20140505,19,PM2.5,24.2
3816,20140505,20,PCA,-55.72886904840962
3816,20140505,20,PM2.5,31.0
3822,20140505,21,PCA,-50.251372900766384
3822,20140505,21,PM2.5,34.1
3828,20140505,22,PCA,-47.53824705533401
3828,20140505,22,PM2.5,33.0
3834,20140505,23,PCA,-45.31558541657839
3834,20140505,23,PM2.5,41.9
3840,20140506,0,PCA,-48.104996053107534
3840,20140506,0,PM2.5,45.9
3846,20140506,1,PCA,-44.366941467052726
3846,20140506,1,PM2.5,50.1
3852,20140506,2,PCA,-44.77219824110794
3852,20140506,2,PM2.5,51.3
3858,20140506,3,PCA,-45.70679555565043
3858,20140506,3,PM2.5,51.4
3864,20140506,4,PCA,-36.47920947835068
3864,20140506,4,PM2.5,57.0
3870,20140506,5,PCA,-28.21367681646912
3870,20140506,5,PM2.5,64.0
3876,20140506,6,PCA,-29.508745821536042
3876,20140506,6,PM2.5,58.3
3882,20140506,7,PCA,-24.11470446047065
3882,20140506,7,PM2.5,63.5
3888,20140506,8,PCA,-31.731497666037267
3888,20140506,8,PM2.5,54.3
3894,20140506,9,PCA,-29.73135588111224
3894,20140506,9,PM2.5,59.3
3900,20140506,10,PCA,-8.632207579196699
3900,20140506,10,PM2.5,91.1
3906,20140506,11,PCA,-3.0003927234242935
3906,20140506,11,PM2.5,98.6
3912,20140506,12,PCA,-7.130305095999889
3912,20140506,12,PM2.5,84.6
3918,20140506,13,PCA,-6.816809034698836
3918,20140506,13,PM2.5,85.7
3924,20140506,14,PCA,10.241291434468316
3924,20140506,14,PM2.5,109.1
3930,20140506,15,PCA,-1.8341726694266038
3930,20140506,15,PM2.5,90.9
3936,20140506,16,PCA,3.2229536949613014
3936,20140506,16,PM2.5,90.8
3942,20140506,17,PCA,4.319558831827461
3942,20140506,17,PM2.5,93.0
3948,20140506,18,PCA,13.63266369998759
3948,20140506,18,PM2.5,97.6
3954,20140506,19,PCA,19.255772054847505
3954,20140506,19,PM2.5,98.4
3960,20140506,20,PCA,34.176892443095426
3960,20140506,20,PM2.5,111.9
3966,20140506,21,PCA,42.34905493161702
3966,20140506,21,PM2.5,120.3
3972,20140506,22,PCA,46.18835012589925
3972,20140506,22,PM2.5,117.0
3978,20140506,23,PCA,61.51549241974414
3978,20140506,23,PM2.5,125.1
3984,20140507,0,PCA,51.97552723570416
3984,20140507,0,PM2.5,112.5
3990,20140507,1,PCA,60.48456216947872
3990,20140507,1,PM2.5,123.3
3996,20140507,2,PCA,70.68184242996122
3996,20140507,2,PM2.5,134.3
4002,20140507,3,PCA,71.42510016776667
4002,20140507,3,PM2.5,128.9
4008,20140507,4,PCA,82.03771123300055
4008,20140507,4,PM2.5,139.7
4014,20140507,5,PCA,83.01745815950197
4014,20140507,5,PM2.5,135.9
4020,20140507,6,PCA,78.49647415617046
4020,20140507,6,PM2.5,126.8
4026,20140507,7,PCA,81.11784356704091
4026,20140507,7,PM2.5,128.6
4032,20140507,8,PCA,69.75967727946384
4032,20140507,8,PM2.5,108.8
4038,20140507,9,PCA,33.270723231606965
4038,20140507,9,PM2.5,71.2
4044,20140507,10,PCA,-3.6886676814467902
4044,20140507,10,PM2.5,31.2
4050,20140507,11,PCA,-4.155999096746652
4050,20140507,11,PM2.5,33.3
4056,20140507,12,PCA,-8.75052841070024
4056,20140507,12,PM2.5,30.4
4062,20140507,13,PCA,-11.638769367259847
4062,20140507,13,PM2.5,32.4
4068,20140507,14,PCA,-12.892769115070047
4068,20140507,14,PM2.5,35.4
4074,20140507,15,PCA,-23.593167870470047
4074,20140507,15,PM2.5,20.6
4080,20140507,16,PCA,-29.93332251958169
4080,20140507,16,PM2.5,15.8
4086,20140507,17,PCA,-32.844635632240404
4086,20140507,17,PM2.5,14.7
4092,20140507,18,PCA,-35.28904755556338
4092,20140507,18,PM2.5,12.7
4098,20140507,19,PCA,-40.037980172807785
4098,20140507,19,PM2.5,13.1
4104,20140507,20,PCA,-33.37219924975351
4104,20140507,20,PM2.5,21.5
4110,20140507,21,PCA,-24.730007978765162
4110,20140507,21,PM2.5,23.2
4116,20140507,22,PCA,-37.11671022040843
4116,20140507,22,PM2.5,25.4
4122,20140507,23,PCA,-46.73805544582423
4122,20140507,23,PM2.5,17.4
4128,20140508,0,PCA,-23.10536235319625
4128,20140508,0,PM2.5,45.3
4134,20140508,1,PCA,2.0103300180823678
4134,20140508,1,PM2.5,82.0
4140,20140508,2,PCA,16.185445669678984
4140,20140508,2,PM2.5,107.9
4146,20140508,3,PCA,16.26788776977837
4146,20140508,3,PM2.5,107.0
4152,20140508,4,PCA,20.80340770451156
4152,20140508,4,PM2.5,114.2
4158,20140508,5,PCA,23.706059824225513
4158,20140508,5,PM2.5,119.3
4164,20140508,6,PCA,10.665895757524673
4164,20140508,6,PM2.5,100.3
4170,20140508,7,PCA,4.259538468709485
4170,20140508,7,PM2.5,96.9
4176,20140508,8,PCA,8.750719325590216
4176,20140508,8,PM2.5,107.1
4182,20140508,9,PCA,14.83435908828436
4182,20140508,9,PM2.5,103.3
4188,20140508,10,PCA,-10.195766944093714
4188,20140508,10,PM2.5,75.9
4194,20140508,11,PCA,-20.844187032541022
4194,20140508,11,PM2.5,63.8
4200,20140508,12,PCA,-22.167190839629523
4200,20140508,12,PM2.5,61.6
4206,20140508,13,PCA,-32.61926478227412
4206,20140508,13,PM2.5,48.2
4212,20140508,14,PCA,-19.48254549881735
4212,20140508,14,PM2.5,64.0
4218,20140508,15,PCA,-16.242673599713036
4218,20140508,15,PM2.5,68.5
4224,20140508,16,PCA,-8.400197067535034
4224,20140508,16,PM2.5,74.5
4230,20140508,17,PCA,-11.763929787624448
4230,20140508,17,PM2.5,64.0
4236,20140508,18,PCA,-5.145332160623932
4236,20140508,18,PM2.5,65.0
4242,20140508,19,PCA,-6.441783946866937
4242,20140508,19,PM2.5,60.6
4248,20140508,20,PCA,-0.953990198897185
4248,20140508,20,PM2.5,73.2
4254,20140508,21,PCA,-2.912600904664748
4254,20140508,21,PM2.5,65.4
4260,20140508,22,PCA,-11.43229737275961
4260,20140508,22,PM2.5,52.1
4266,20140508,23,PCA,2.316680605351776
4266,20140508,23,PM2.5,62.2
4272,20140509,0,PCA,10.666404926702755
4272,20140509,0,PM2.5,71.9
4278,20140509,1,PCA,13.14740976404466
4278,20140509,1,PM2.5,76.2
4284,20140509,2,PCA,6.953106478287219
4284,20140509,2,PM2.5,70.5
4290,20140509,3,PCA,5.437587890073922
4290,20140509,3,PM2.5,71.2
4296,20140509,4,PCA,-3.0634158796539497
4296,20140509,4,PM2.5,61.9
4302,20140509,5,PCA,-3.537160576679973
4302,20140509,5,PM2.5,62.2
4308,20140509,6,PCA,11.069839552606505
4308,20140509,6,PM2.5,79.1
4314,20140509,7,PCA,22.035227422205015
4314,20140509,7,PM2.5,85.9
4320,20140509,8,PCA,32.23105694975118
4320,20140509,8,PM2.5,99.8
4326,20140509,9,PCA,24.034200963466844
4326,20140509,9,PM2.5,87.5
4332,20140509,10,PCA,22.581274377155165
4332,20140509,10,PM2.5,89.9
4338,20140509,11,PCA,15.169090002135045
4338,20140509,11,PM2.5,84.8
4344,20140509,12,PCA,12.486445745940264
4344,20140509,12,PM2.5,82.4
4350,20140509,13,PCA,5.5305455605949
4350,20140509,13,PM2.5,72.9
4356,20140509,14,PCA,-0.9341323885318152
4356,20140509,14,PM2.5,66.5
4362,20140509,15,PCA,9.76334300669612
4362,20140509,15,PM2.5,79.8
4368,20140509,16,PCA,11.68461051202521
4368,20140509,16,PM2.5,78.0
4374,20140509,17,PCA,7.824342873858854
4374,20140509,17,PM2.5,71.0
4380,20140509,18,PCA,-13.537547097695311
4380,20140509,18,PM2.5,51.6
4386,20140509,19,PCA,-18.277669823495444
4386,20140509,19,PM2.5,48.5
4392,20140509,20,PCA,-16.02770009539559
4392,20140509,20,PM2.5,50.3
4398,20140509,21,PCA,-18.092927627277927
4398,20140509,21,PM2.5,45.9
4404,20140509,22,PCA,-15.963777293475085
4404,20140509,22,PM2.5,49.9
4410,20140509,23,PCA,-12.48631496650922
4410,20140509,23,PM2.5,54.8
4416,20140510,0,PCA,-10.335814530366564
4416,20140510,0,PM2.5,59.1
4422,20140510,1,PCA,-20.69787357229516
4422,20140510,1,PM2.5,48.0
4428,20140510,2,PCA,-21.850769110668097
4428,20140510,2,PM2.5,47.6
4434,20140510,3,PCA,-25.42409474848293
4434,20140510,3,PM2.5,42.0
4440,20140510,4,PCA,-31.109122552668023
4440,20140510,4,PM2.5,34.8
4446,20140510,5,PCA,-24.27301954758725
4446,20140510,5,PM2.5,46.7
4452,20140510,6,PCA,-24.403644463661813
4452,20140510,6,PM2.5,45.4
4458,20140510,7,PCA,-25.853215294545038
4458,20140510,7,PM2.5,40.6
4464,20140510,8,PCA,-27.728540418083607
4464,20140510,8,PM2.5,43.0
4470,20140510,9,PCA,-26.61794105004614
4470,20140510,9,PM2.5,46.3
4476,20140510,10,PCA,-27.0099095090176
4476,20140510,10,PM2.5,49.2
4482,20140510,11,PCA,-25.981661899936043
4482,20140510,11,PM2.5,53.6
4488,20140510,12,PCA,-25.102436233421695
4488,20140510,12,PM2.5,56.2
4494,20140510,13,PCA,-19.173625583007443
4494,20140510,13,PM2.5,64.3
4500,20140510,14,PCA,-13.983345021996351
4500,20140510,14,PM2.5,65.5
4506,20140510,15,PCA,-20.787797285907722
4506,20140510,15,PM2.5,64.0
4512,20140510,16,PCA,-23.51811178424369
4512,20140510,16,PM2.5,59.8
4518,20140510,17,PCA,-23.254230410175868
4518,20140510,17,PM2.5,63.2
4524,20140510,18,PCA,-17.40914326884892
4524,20140510,18,PM2.5,66.1
4530,20140510,19,PCA,-11.15779533917885
4530,20140510,19,PM2.5,68.6
4536,20140510,20,PCA,-14.267140294250323
4536,20140510,20,PM2.5,66.0
4542,20140510,21,PCA,9.811993880753496
4542,20140510,21,PM2.5,83.9
4548,20140510,22,PCA,-13.715862704871492
