,date,hour,type,大兴
221724,20180812,19,PM2.5,56.0
221730,20180812,20,PCA,-18.386041903181674
221730,20180812,20,PM2.5,62.0
221736,20180812,21,PCA,-95.65576513704148
221736,20180812,21,PM2.5,21.0
221742,20180812,22,PCA,-97.873246456544
221742,20180812,22,PM2.5,19.0
221748,20180812,23,PCA,-99.0206378507577
221748,20180812,23,PM2.5,18.0
221754,20180813,0,PCA,-106.3686221714719
221754,20180813,0,PM2.5,9.0
221760,20180813,1,PCA,-93.6524140496579
221760,20180813,1,PM2.5,21.0
221766,20180813,2,PCA,-96.41395444420452
221766,20180813,2,PM2.5,21.0
221772,20180813,3,PCA,-92.04568847339077
221772,20180813,3,PM2.5,21.0
221778,20180813,4,PCA,-77.23599200796731
221778,20180813,4,PM2.5,30.0
221784,20180813,5,PCA,-75.75626491180515
221784,20180813,5,PM2.5,31.0
221790,20180813,6,PCA,-70.66608985354466
221790,20180813,6,PM2.5,31.0
221796,20180813,7,PCA,-62.59159467881586
221796,20180813,7,PM2.5,33.0
221802,20180813,8,PCA,-53.750988179891564
221802,20180813,8,PM2.5,35.0
221808,20180813,9,PCA,-49.46101894174571
221808,20180813,9,PM2.5,38.0
221814,20180813,10,PCA,-50.27877971379986
221814,20180813,10,PM2.5,39.0
221820,20180813,11,PCA,-47.073760989903356
221820,20180813,11,PM2.5,43.0
221826,20180813,12,PCA,-47.294470314141535
221826,20180813,12,PM2.5,47.0
221832,20180813,13,PCA,-39.015675860977765
221832,20180813,13,PM2.5,54.0
221838,20180813,14,PCA,-37.33870271382755
221838,20180813,14,PM2.5,59.0
221844,20180813,15,PCA,-39.29470569549725
221844,20180813,15,PM2.5,61.0
221850,20180813,16,PCA,-42.41511264885925
221850,20180813,16,PM2.5,61.0
221856,20180813,17,PCA,-42.47374775562646
221856,20180813,17,PM2.5,61.0
221862,20180813,18,PCA,-42.88731827568315
221862,20180813,18,PM2.5,60.0
221868,20180813,19,PCA,-31.93577116832324
221868,20180813,19,PM2.5,63.0
221874,20180813,20,PCA,-18.836273556383592
221874,20180813,20,PM2.5,69.0
221880,20180813,21,PCA,14.818344368665983
221880,20180813,21,PM2.5,89.0
221886,20180813,22,PCA,8.997066155037661
221886,20180813,22,PM2.5,86.0
221892,20180813,23,PCA,-53.854055842381044
221892,20180813,23,PM2.5,48.0
221898,20180814,0,PCA,-43.461186880221916
221898,20180814,0,PM2.5,53.0
221904,20180814,2,PCA,-74.53125827254217
221904,20180814,2,PM2.5,31.0
221910,20180814,3,PCA,-63.41654889330336
221910,20180814,3,PM2.5,35.0
221916,20180814,4,PCA,-48.326639207288956
221916,20180814,4,PM2.5,39.0
221922,20180814,5,PCA,-22.810898236439563
221922,20180814,5,PM2.5,53.0
221928,20180814,6,PCA,-22.315042986460732
221928,20180814,6,PM2.5,56.0
221934,20180814,7,PCA,-19.29161027596816
221934,20180814,7,PM2.5,58.0
221940,20180814,8,PCA,-38.03001591340018
221940,20180814,8,PM2.5,47.0
221946,20180814,9,PCA,-60.507577809081354
221946,20180814,9,PM2.5,37.0
221952,20180814,10,PCA,-79.20705595079856
221952,20180814,10,PM2.5,27.0
221958,20180814,11,PCA,-95.91110392033586
221958,20180814,11,PM2.5,18.0
221964,20180814,12,PCA,-96.90202899396611
221964,20180814,12,PM2.5,19.0
221970,20180814,13,PCA,-81.01659876742974
221970,20180814,13,PM2.5,25.0
221976,20180814,14,PCA,-102.41700487137494
221976,20180814,14,PM2.5,16.0
221982,20180814,15,PCA,-111.01273067976982
221982,20180814,15,PM2.5,6.0
221988,20180814,16,PCA,-112.78193483663978
221988,20180814,16,PM2.5,5.0
221994,20180814,17,PCA,-111.2625965534867
221994,20180814,17,PM2.5,7.0
222000,20180814,18,PCA,-111.44534890664687
222000,20180814,18,PM2.5,6.0
222006,20180814,19,PCA,-108.6323430607224
222006,20180814,19,PM2.5,7.0
222012,20180814,20,PCA,-108.61907763228892
222012,20180814,20,PM2.5,7.0
222018,20180814,22,PCA,-90.88815329457562
222018,20180814,22,PM2.5,11.0
222024,20180814,23,PCA,-73.1572289568623
222024,20180814,23,PM2.5,15.0
222030,20180815,1,PCA,-78.1634054930737
222030,20180815,1,PM2.5,15.0
222036,20180815,2,PCA,-67.34069397638366
222036,20180815,2,PM2.5,16.0
222042,20180815,3,PCA,-65.9791507666644
222042,20180815,3,PM2.5,17.0
222048,20180815,5,PCA,-71.46949070156172
222048,20180815,5,PM2.5,14.0
222054,20180815,6,PCA,-97.8117693604876
222054,20180815,6,PM2.5,12.0
222060,20180815,7,PCA,-82.03675208492476
222060,20180815,7,PM2.5,16.0
222066,20180815,8,PCA,-83.46576609135215
222066,20180815,8,PM2.5,15.0
222072,20180815,9,PCA,-106.68780997475803
222072,20180815,9,PM2.5,10.0
222078,20180815,10,PCA,-105.74926182175678
222078,20180815,10,PM2.5,10.0
222084,20180815,11,PCA,-99.69333890500971
222084,20180815,11,PM2.5,9.0
222090,20180815,12,PCA,-105.98413842869813
222090,20180815,12,PM2.5,9.0
222096,20180815,13,PCA,-102.75608222830341
222096,20180815,13,PM2.5,12.0
222102,20180815,15,PCA,-104.86934877552264
222102,20180815,15,PM2.5,10.0
222108,20180815,16,PCA,-102.87391860334283
222108,20180815,16,PM2.5,11.0
222114,20180815,17,PCA,-80.83027159283301
222114,20180815,17,PM2.5,14.0
222120,20180815,18,PCA,-82.83755492757119
222120,20180815,18,PM2.5,14.0
222126,20180815,19,PCA,-89.06792601542175
222126,20180815,19,PM2.5,17.0
222132,20180815,20,PCA,-79.92961106994777
222132,20180815,20,PM2.5,14.0
222138,20180815,21,PCA,-69.97396225100022
222138,20180815,21,PM2.5,16.0
222144,20180815,22,PCA,-86.40236680365899
222144,20180815,22,PM2.5,14.0
222150,20180815,23,PCA,-89.79861519267642
222150,20180815,23,PM2.5,12.0
222156,20180816,0,PCA,-81.69365801555486
222156,20180816,0,PM2.5,13.0
222162,20180816,1,PCA,-68.42920385060359
222162,20180816,1,PM2.5,14.0
222168,20180816,2,PCA,-79.66824959129117
222168,20180816,2,PM2.5,13.0
222174,20180816,3,PCA,-108.2230382771277
222174,20180816,3,PM2.5,6.0
222180,20180816,4,PCA,-101.89815607615881
222180,20180816,4,PM2.5,8.0
222186,20180816,5,PCA,-101.58799016295174
222186,20180816,5,PM2.5,7.0
222192,20180816,6,PCA,-102.55822638408279
222192,20180816,6,PM2.5,7.0
222198,20180816,7,PCA,-98.01286386433826
222198,20180816,7,PM2.5,7.0
222204,20180816,8,PCA,-90.0764112686679
222204,20180816,8,PM2.5,8.0
222210,20180816,9,PCA,-85.66474207849511
222210,20180816,9,PM2.5,11.0
222216,20180816,10,PCA,-94.11879266453852
222216,20180816,10,PM2.5,10.0
222222,20180816,11,PCA,-88.64022540319377
222222,20180816,11,PM2.5,10.0
222228,20180816,12,PCA,-101.54874696892233
222228,20180816,12,PM2.5,12.0
222234,20180816,13,PCA,-101.57232792171018
222234,20180816,13,PM2.5,11.0
222240,20180816,14,PCA,-97.98877991126894
222240,20180816,14,PM2.5,13.0
222246,20180816,15,PCA,-91.03803737417557
222246,20180816,15,PM2.5,12.0
222252,20180816,16,PCA,-77.54152893037566
222252,20180816,16,PM2.5,14.0
222258,20180816,17,PCA,-82.47320253871095
222258,20180816,17,PM2.5,14.0
222264,20180816,18,PCA,-89.88916504371963
222264,20180816,18,PM2.5,15.0
222270,20180816,21,PCA,-73.43700736043104
222270,20180816,21,PM2.5,21.0
222276,20180816,22,PCA,-67.9772351390589
222276,20180816,22,PM2.5,21.0
222282,20180816,23,PCA,-66.93398874493263
222282,20180816,23,PM2.5,24.0
222288,20180817,0,PCA,-64.96195552905989
222288,20180817,0,PM2.5,22.0
222294,20180817,1,PCA,-48.25513203694298
222294,20180817,1,PM2.5,25.0
222300,20180817,2,PCA,-35.33615363004485
222300,20180817,2,PM2.5,23.0
222306,20180817,3,PCA,-34.28203531480714
222306,20180817,3,PM2.5,25.0
222312,20180817,4,PCA,-37.199126434838455
222312,20180817,4,PM2.5,28.0
222318,20180817,5,PCA,-38.95801396552528
222318,20180817,5,PM2.5,29.0
222324,20180817,6,PCA,-40.46206350954181
222324,20180817,6,PM2.5,30.0
222330,20180817,7,PCA,-44.220198804244326
222330,20180817,7,PM2.5,33.0
222336,20180817,8,PCA,-60.75602152047467
222336,20180817,8,PM2.5,29.0
222342,20180817,9,PCA,-69.84367985840798
222342,20180817,9,PM2.5,28.0
222348,20180817,10,PCA,-81.56882750336997
222348,20180817,10,PM2.5,26.0
222354,20180817,11,PCA,-87.04683726612896
222354,20180817,11,PM2.5,25.0
222360,20180817,12,PCA,-74.62465260929135
222360,20180817,12,PM2.5,24.0
222366,20180817,13,PCA,-65.24721782635623
222366,20180817,13,PM2.5,25.0
222372,20180817,14,PCA,-61.048867601040094
222372,20180817,14,PM2.5,25.0
222378,20180817,15,PCA,-57.016431752672595
222378,20180817,15,PM2.5,28.0
222384,20180817,16,PCA,-56.55894870348021
222384,20180817,16,PM2.5,27.0
222390,20180817,17,PCA,-55.7948498234112
222390,20180817,17,PM2.5,28.0
222396,20180817,18,PCA,-59.18226252248773
222396,20180817,18,PM2.5,26.0
222402,20180817,19,PCA,-57.65758082793362
222402,20180817,19,PM2.5,28.0
222408,20180817,20,PCA,-52.53793682736596
222408,20180817,20,PM2.5,32.0
222414,20180817,21,PCA,-66.24365788863555
222414,20180817,21,PM2.5,35.0
222420,20180817,22,PCA,-53.204321203028336
222420,20180817,22,PM2.5,38.0
222426,20180817,23,PCA,-53.70694394892202
222426,20180817,23,PM2.5,39.0
222432,20180818,0,PCA,-29.00410821488238
222432,20180818,0,PM2.5,47.0
222438,20180818,1,PCA,-55.03452201113193
222438,20180818,1,PM2.5,41.0
222444,20180818,2,PCA,-62.58876867570265
222444,20180818,2,PM2.5,38.0
222450,20180818,3,PCA,-49.32247556606323
222450,20180818,3,PM2.5,42.0
222456,20180818,4,PCA,-29.289409305774157
222456,20180818,4,PM2.5,47.0
222462,20180818,5,PCA,-77.61322752853621
222462,20180818,5,PM2.5,20.0
222468,20180818,6,PCA,-111.49691676367104
222468,20180818,6,PM2.5,4.0
222474,20180818,7,PCA,-110.44261335012388
222474,20180818,7,PM2.5,5.0
222480,20180818,8,PCA,-110.37162648783176
222480,20180818,8,PM2.5,5.0
222486,20180818,9,PCA,-107.76421450667958
222486,20180818,9,PM2.5,9.0
222492,20180818,10,PCA,-109.59869191782175
222492,20180818,10,PM2.5,6.0
222498,20180818,11,PCA,-110.49775617835118
222498,20180818,11,PM2.5,5.0
222504,20180818,12,PCA,-110.72932560506209
222504,20180818,12,PM2.5,5.0
222510,20180818,13,PCA,-111.29187819382702
222510,20180818,13,PM2.5,4.0
222516,20180818,14,PCA,-110.25341881434474
222516,20180818,14,PM2.5,5.0
222522,20180818,15,PCA,-106.46023031772496
222522,20180818,15,PM2.5,10.0
222528,20180818,16,PCA,-103.98797968191923
222528,20180818,16,PM2.5,11.0
222534,20180818,17,PCA,-101.60829654306627
222534,20180818,17,PM2.5,13.0
222540,20180818,18,PCA,-99.22861340421328
222540,20180818,18,PM2.5,15.0
222546,20180818,19,PCA,-94.18363474461587
222546,20180818,19,PM2.5,19.0
222552,20180818,20,PCA,-86.89239076608015
222552,20180818,20,PM2.5,18.0
222558,20180818,21,PCA,-61.31522734724527
222558,20180818,21,PM2.5,21.0
222564,20180818,22,PCA,-68.62908300552732
222564,20180818,22,PM2.5,16.0
222570,20180818,23,PCA,-64.25730096912955
222570,20180818,23,PM2.5,16.0
222576,20180819,0,PCA,-54.55008372654308
222576,20180819,0,PM2.5,18.5
222582,20180819,1,PCA,-44.842866483956584
222582,20180819,1,PM2.5,21.0
222588,20180819,3,PCA,-48.43125821100351
222588,20180819,3,PM2.5,21.0
222594,20180819,4,PCA,-57.35741283858613
222594,20180819,4,PM2.5,16.0
222600,20180819,5,PCA,-69.00335693507903
222600,20180819,5,PM2.5,13.0
222606,20180819,6,PCA,-65.07121521051127
222606,20180819,6,PM2.5,13.0
222612,20180819,7,PCA,-67.56392471718384
222612,20180819,7,PM2.5,13.0
222618,20180819,8,PCA,-61.06828354059953
222618,20180819,8,PM2.5,19.0
222624,20180819,9,PCA,-62.90462280141282
222624,20180819,9,PM2.5,22.0
222630,20180819,10,PCA,-50.436335308193435
222630,20180819,10,PM2.5,36.0
222636,20180819,11,PCA,-40.31716583938683
222636,20180819,11,PM2.5,42.0
222642,20180819,12,PCA,-52.5491150810848
222642,20180819,12,PM2.5,40.0
222648,20180819,13,PCA,-79.21794584197585
222648,20180819,13,PM2.5,30.0
222654,20180819,14,PCA,-73.1364331416353
222654,20180819,14,PM2.5,29.0
222660,20180819,15,PCA,-83.06370107268356
222660,20180819,15,PM2.5,26.0
222666,20180819,16,PCA,-86.43709598168353
222666,20180819,16,PM2.5,25.0
222672,20180819,17,PCA,-100.02655631701114
222672,20180819,17,PM2.5,14.0
222678,20180819,18,PCA,-103.66419216595604
222678,20180819,18,PM2.5,11.0
222684,20180819,19,PCA,-100.39388836914854
222684,20180819,19,PM2.5,12.0
222690,20180819,20,PCA,-88.785347050634
222690,20180819,20,PM2.5,16.0
222696,20180819,21,PCA,-103.58135214110555
222696,20180819,21,PM2.5,10.0
222702,20180819,22,PCA,-110.08769195913057
222702,20180819,22,PM2.5,9.0
222708,20180819,23,PCA,-109.48860538197276
222708,20180819,23,PM2.5,10.0
222714,20180820,0,PCA,-108.45439064267356
222714,20180820,0,PM2.5,10.0
222720,20180820,1,PCA,-94.3315939940404
222720,20180820,1,PM2.5,17.0
222726,20180820,2,PCA,-92.92285376017041
222726,20180820,2,PM2.5,18.0
222732,20180820,3,PCA,-76.23650095755902
222732,20180820,3,PM2.5,27.0
222738,20180820,4,PCA,-64.63207588287978
222738,20180820,4,PM2.5,33.0
222744,20180820,5,PCA,-68.34953428405774
222744,20180820,5,PM2.5,30.0
222750,20180820,6,PCA,-73.13554387049187
222750,20180820,6,PM2.5,25.0
222756,20180820,7,PCA,-63.36511245664592
222756,20180820,7,PM2.5,28.0
222762,20180820,8,PCA,-75.00521454877119
222762,20180820,8,PM2.5,26.0
222768,20180820,9,PCA,-77.40592192552771
222768,20180820,9,PM2.5,23.0
222774,20180820,10,PCA,-93.45488351873317
222774,20180820,10,PM2.5,19.0
222780,20180820,11,PCA,-102.18047309645853
222780,20180820,11,PM2.5,14.0
222786,20180820,12,PCA,-92.42243721963177
222786,20180820,12,PM2.5,17.0
222792,20180820,13,PCA,-90.49007079088294
222792,20180820,13,PM2.5,19.0
222798,20180820,14,PCA,-95.88991316938385
222798,20180820,14,PM2.5,21.0
222804,20180820,15,PCA,-98.2294068337417
222804,20180820,15,PM2.5,18.0
222810,20180820,16,PCA,-92.95311443830015
222810,20180820,16,PM2.5,17.0
222816,20180820,17,PCA,-96.43901523140589
222816,20180820,17,PM2.5,19.0
222822,20180820,18,PCA,-91.6493731514454
222822,20180820,18,PM2.5,22.0
222828,20180820,19,PCA,-87.6770649449584
222828,20180820,19,PM2.5,20.0
222834,20180820,20,PCA,-76.91489636985838
222834,20180820,20,PM2.5,25.0
222840,20180820,21,PCA,-73.1400749128019
222840,20180820,21,PM2.5,25.0
222846,20180820,22,PCA,-71.63695196216132
222846,20180820,22,PM2.5,28.0
222852,20180820,23,PCA,-71.84494043608437
222852,20180820,23,PM2.5,29.0
222858,20180821,0,PCA,-62.162923541951024
222858,20180821,0,PM2.5,32.0
222864,20180821,1,PCA,-47.57218810478468
222864,20180821,1,PM2.5,37.0
222870,20180821,2,PCA,-77.30333565992306
222870,20180821,2,PM2.5,22.0
222876,20180821,3,PCA,-83.71282852959769
222876,20180821,3,PM2.5,17.0
222882,20180821,4,PCA,-104.03506137995635
222882,20180821,4,PM2.5,8.0
222888,20180821,5,PCA,-108.42156599398567
222888,20180821,5,PM2.5,6.0
222894,20180821,6,PCA,-109.08334721978427
222894,20180821,6,PM2.5,3.0
222900,20180821,7,PCA,-96.06035205937978
222900,20180821,7,PM2.5,6.0
222906,20180821,8,PCA,-89.23280222919423
222906,20180821,8,PM2.5,8.0
222912,20180821,9,PCA,-90.66052149951761
222912,20180821,9,PM2.5,9.0
222918,20180821,10,PCA,-98.98586378941015
222918,20180821,10,PM2.5,8.0
222924,20180821,11,PCA,-106.49639410949887
222924,20180821,11,PM2.5,8.0
222930,20180821,12,PCA,-106.56424596940253
222930,20180821,12,PM2.5,6.0
222936,20180821,13,PCA,-104.11188804295868
222936,20180821,13,PM2.5,9.0
222942,20180821,14,PCA,-104.66117520329017
222942,20180821,14,PM2.5,8.0
222948,20180821,16,PCA,-105.48077418773796
222948,20180821,16,PM2.5,5.0
222954,20180821,17,PCA,-101.40842525659347
222954,20180821,17,PM2.5,8.0
222960,20180821,18,PCA,-91.07334529683139
222960,20180821,18,PM2.5,13.0
222966,20180821,19,PCA,-81.55719767655613
222966,20180821,19,PM2.5,12.0
222972,20180821,20,PCA,-70.03977787973338
222972,20180821,20,PM2.5,13.0
222978,20180821,21,PCA,-65.39297831394266
222978,20180821,21,PM2.5,17.0
222984,20180821,22,PCA,-62.63014208146331
222984,20180821,22,PM2.5,20.0
222990,20180821,23,PCA,-62.68749331870313
222990,20180821,23,PM2.5,18.0
222996,20180822,0,PCA,-60.04968800552525
222996,20180822,0,PM2.5,20.0
223002,20180822,1,PCA,-43.47494866015673
223002,20180822,1,PM2.5,21.0
223074,20180822,13,PCA,-95.83826907800997
223074,20180822,13,PM2.5,11.0
223080,20180822,14,PCA,-91.79890500499013
223080,20180822,14,PM2.5,20.0
223206,20180823,11,PCA,-99.40962713129939
223206,20180823,11,PM2.5,13.0
223212,20180823,12,PCA,-99.56922662014809
223212,20180823,12,PM2.5,13.0
223218,20180823,13,PCA,-98.25357075362382
223218,20180823,13,PM2.5,14.0
223224,20180823,14,PCA,-94.62397010586723
223224,20180823,14,PM2.5,17.0
223230,20180823,15,PCA,-92.26004080949917
223230,20180823,15,PM2.5,18.0
223236,20180823,16,PCA,-87.20186731402559
223236,20180823,16,PM2.5,16.0
223242,20180823,17,PCA,-79.63053725965139
223242,20180823,17,PM2.5,18.0
223248,20180823,18,PCA,-90.32607811839448
223248,20180823,18,PM2.5,19.0
223254,20180823,19,PCA,-59.498383316383574
223254,20180823,19,PM2.5,23.0
223260,20180823,20,PCA,-66.56542569214116
223260,20180823,20,PM2.5,20.0
223266,20180823,21,PCA,-58.4758268765853
223266,20180823,21,PM2.5,26.0
223272,20180823,22,PCA,-51.52090947150463
223272,20180823,22,PM2.5,24.0
223278,20180823,23,PCA,-34.742242146148755
223278,20180823,23,PM2.5,31.0
223284,20180824,0,PCA,-20.26184774580237
223284,20180824,0,PM2.5,33.0
223290,20180824,1,PCA,-20.739234370933204
223290,20180824,1,PM2.5,32.0
223296,20180824,2,PCA,-33.970776400982935
223296,20180824,2,PM2.5,40.0
223302,20180824,3,PCA,-35.98861239157462
223302,20180824,3,PM2.5,26.0
223308,20180824,4,PCA,-70.45864500567785
223308,20180824,4,PM2.5,18.0
223314,20180824,5,PCA,-85.4654022740133
223314,20180824,5,PM2.5,14.0
223320,20180824,6,PCA,-81.20675200920701
223320,20180824,6,PM2.5,14.0
223326,20180824,7,PCA,-59.21259092086631
223326,20180824,7,PM2.5,19.0
223332,20180824,8,PCA,-51.149465158386874
223332,20180824,8,PM2.5,22.0
223338,20180824,9,PCA,-76.5729749697499
223338,20180824,9,PM2.5,14.0
223344,20180824,10,PCA,-94.12322240303101
223344,20180824,10,PM2.5,10.0
223350,20180824,11,PCA,-106.28270494802337
223350,20180824,11,PM2.5,9.0
223356,20180824,12,PCA,-107.62702779673924
223356,20180824,12,PM2.5,7.0
223362,20180824,13,PCA,-105.29011273801275
223362,20180824,13,PM2.5,10.0
223368,20180824,14,PCA,-105.43963828301057
223368,20180824,14,PM2.5,8.0
223374,20180824,15,PCA,-104.68236264875601
223374,20180824,15,PM2.5,8.0
223380,20180824,16,PCA,-103.9828084483602
223380,20180824,16,PM2.5,8.0
223386,20180824,17,PCA,-97.71731261397296
223386,20180824,17,PM2.5,10.0
223392,20180824,18,PCA,-101.77626772033629
223392,20180824,18,PM2.5,10.0
223398,20180824,19,PCA,-88.5770310597576
223398,20180824,19,PM2.5,14.0
223404,20180824,20,PCA,-84.1371093780333
223404,20180824,20,PM2.5,13.0
223410,20180824,21,PCA,-73.03972496910154
223410,20180824,21,PM2.5,15.0
223416,20180824,22,PCA,-64.73009941875486
223416,20180824,22,PM2.5,18.0
223422,20180824,23,PCA,-59.855834851449856
223422,20180824,23,PM2.5,19.0
223428,20180825,0,PCA,-51.392635080808326
223428,20180825,0,PM2.5,22.0
223434,20180825,1,PCA,-47.5726739270505
223434,20180825,1,PM2.5,22.0
223440,20180825,2,PCA,-41.32362340680817
223440,20180825,2,PM2.5,25.0
223446,20180825,3,PCA,-28.556335022659514
223446,20180825,3,PM2.5,29.0
223452,20180825,4,PCA,-27.994892071689165
223452,20180825,4,PM2.5,27.0
223458,20180825,5,PCA,-22.411983845370884
223458,20180825,5,PM2.5,28.0
223464,20180825,6,PCA,-26.899439832947213
223464,20180825,6,PM2.5,27.0
223470,20180825,7,PCA,-30.9219444639424
223470,20180825,7,PM2.5,25.0
223476,20180825,8,PCA,-40.5678435514535
223476,20180825,8,PM2.5,22.0
223482,20180825,9,PCA,-55.90588153201377
223482,20180825,9,PM2.5,17.0
223488,20180825,10,PCA,-47.79821625108432
223488,20180825,10,PM2.5,22.0
223494,20180825,11,PCA,-63.19699601237299
223494,20180825,11,PM2.5,22.0
223500,20180825,12,PCA,-82.07682813501232
223500,20180825,12,PM2.5,23.0
223506,20180825,13,PCA,-59.672414423655354
223506,20180825,13,PM2.5,34.0
223512,20180825,14,PCA,-53.76141284384719
223512,20180825,14,PM2.5,41.0
223518,20180825,15,PCA,-68.89583744090599
223518,20180825,15,PM2.5,39.0
223524,20180825,16,PCA,-60.514728214498085
223524,20180825,16,PM2.5,43.0
223530,20180825,17,PCA,-56.70257228029609
223530,20180825,17,PM2.5,43.0
223536,20180825,18,PCA,-59.21899245770053
223536,20180825,18,PM2.5,46.0
223542,20180825,19,PCA,-61.40085346171867
223542,20180825,19,PM2.5,44.0
223548,20180825,20,PCA,-62.24785319444758
223548,20180825,20,PM2.5,41.0
223554,20180825,21,PCA,-59.938383767325234
223554,20180825,21,PM2.5,43.0
223560,20180825,22,PCA,-63.539855824496144
223560,20180825,22,PM2.5,42.0
223566,20180825,23,PCA,-64.77524665848058
223566,20180825,23,PM2.5,40.0
223572,20180826,0,PCA,-63.3318684524018
223572,20180826,0,PM2.5,40.0
223578,20180826,1,PCA,-48.10662318930814
223578,20180826,1,PM2.5,42.0
223584,20180826,2,PCA,-64.66735671300543
223584,20180826,2,PM2.5,37.0
223590,20180826,3,PCA,-66.04509146819306
223590,20180826,3,PM2.5,37.0
223596,20180826,4,PCA,-54.558263022172895
223596,20180826,4,PM2.5,45.0
223602,20180826,5,PCA,-51.75852260468178
223602,20180826,5,PM2.5,46.0
223608,20180826,6,PCA,-48.67722824534404
223608,20180826,6,PM2.5,46.0
223614,20180826,7,PCA,-54.77287782496224
223614,20180826,7,PM2.5,39.0
223620,20180826,8,PCA,-44.229255048410856
223620,20180826,8,PM2.5,49.0
223626,20180826,9,PCA,-52.11830173457693
223626,20180826,9,PM2.5,47.0
223632,20180826,10,PCA,-31.402760168313616
223632,20180826,10,PM2.5,62.0
223638,20180826,11,PCA,-43.61136893589857
223638,20180826,11,PM2.5,59.0
223644,20180826,12,PCA,-77.86756264662557
223644,20180826,12,PM2.5,38.0
223650,20180826,13,PCA,-88.84520189363306
223650,20180826,13,PM2.5,24.0
223656,20180826,14,PCA,-85.76919314190592
223656,20180826,14,PM2.5,21.0
223662,20180826,15,PCA,-79.29559335771532
223662,20180826,15,PM2.5,29.0
223668,20180826,16,PCA,-66.82753657842287
223668,20180826,16,PM2.5,44.0
223674,20180826,17,PCA,-56.40273325248092
223674,20180826,17,PM2.5,53.0
223680,20180826,18,PCA,-69.49315698752929
223680,20180826,18,PM2.5,42.0
223686,20180826,19,PCA,-65.07459625070915
223686,20180826,19,PM2.5,45.0
223692,20180826,20,PCA,-60.50731771089973
223692,20180826,20,PM2.5,46.0
223698,20180826,21,PCA,-55.05533911021228
223698,20180826,21,PM2.5,49.0
223704,20180826,22,PCA,-32.87928071746793
223704,20180826,22,PM2.5,56.0
223710,20180826,23,PCA,-11.82083540782056
223710,20180826,23,PM2.5,61.0
223716,20180827,0,PCA,1.8226188735170021
223716,20180827,0,PM2.5,64.0
223722,20180827,1,PCA,-20.133410862246286
223722,20180827,1,PM2.5,59.0
223728,20180827,2,PCA,-11.394185659468581
223728,20180827,2,PM2.5,62.0
223734,20180827,3,PCA,12.106277313162094
223734,20180827,3,PM2.5,78.0
223740,20180827,4,PCA,16.096257049297588
223740,20180827,4,PM2.5,86.0
223746,20180827,5,PCA,26.433046825105585
223746,20180827,5,PM2.5,92.0
223752,20180827,6,PCA,41.94684365735981
223752,20180827,6,PM2.5,99.0
223758,20180827,7,PCA,-6.874396392421564
223758,20180827,7,PM2.5,72.0
223764,20180827,8,PCA,-48.9364887438653
223764,20180827,8,PM2.5,46.0
223770,20180827,9,PCA,-30.923967483660444
223770,20180827,9,PM2.5,61.0
223776,20180827,10,PCA,-32.57999278195851
223776,20180827,10,PM2.5,63.0
223782,20180827,11,PCA,-47.164375803151884
223782,20180827,11,PM2.5,55.0
223788,20180827,12,PCA,-51.17364357501598
223788,20180827,12,PM2.5,56.0
223794,20180827,13,PCA,-40.11783837147986
223794,20180827,13,PM2.5,52.0
223800,20180827,14,PCA,-43.312498466896486
223800,20180827,14,PM2.5,50.0
223806,20180827,15,PCA,-40.725903734591306
223806,20180827,15,PM2.5,52.0
223812,20180827,16,PCA,-36.625912987189054
223812,20180827,16,PM2.5,51.0
223818,20180827,17,PCA,-55.824754971445664
223818,20180827,17,PM2.5,34.0
223824,20180827,18,PCA,-77.80134965874234
223824,20180827,18,PM2.5,24.0
223830,20180827,19,PCA,-85.90501246929412
223830,20180827,19,PM2.5,23.0
223836,20180827,20,PCA,-75.35525028797095
223836,20180827,20,PM2.5,24.0
223842,20180827,21,PCA,-64.49756510630732
223842,20180827,21,PM2.5,28.0
223848,20180827,22,PCA,-69.68144139371974
223848,20180827,22,PM2.5,24.0
223854,20180827,23,PCA,-60.761106085289384
223854,20180827,23,PM2.5,27.0
223860,20180828,0,PCA,-60.02520409663889
223860,20180828,0,PM2.5,27.0
223866,20180828,1,PCA,-60.85881000458658
223866,20180828,1,PM2.5,27.0
223872,20180828,2,PCA,-54.00152445488289
223872,20180828,2,PM2.5,34.0
223878,20180828,3,PCA,-49.058762084038776
223878,20180828,3,PM2.5,45.0
223884,20180828,4,PCA,-34.95585814476746
223884,20180828,4,PM2.5,54.0
223890,20180828,5,PCA,-13.694612714953916
223890,20180828,5,PM2.5,57.0
223896,20180828,6,PCA,-6.9618736019482546
223896,20180828,6,PM2.5,62.0
223902,20180828,7,PCA,-6.046308277374307
223902,20180828,7,PM2.5,67.0
223908,20180828,8,PCA,-11.618159484271674
223908,20180828,8,PM2.5,64.0
223914,20180828,9,PCA,-20.266875312014278
223914,20180828,9,PM2.5,61.0
223920,20180828,11,PCA,-75.26812665320787
223920,20180828,11,PM2.5,37.0
223926,20180828,12,PCA,-79.58689185919488
223926,20180828,12,PM2.5,36.0
223932,20180828,13,PCA,-70.01307708359757
223932,20180828,13,PM2.5,33.0
223938,20180828,14,PCA,-64.97559605394403
223938,20180828,14,PM2.5,32.0
223944,20180828,15,PCA,-56.86616145075558
223944,20180828,15,PM2.5,48.0
223950,20180828,16,PCA,-35.32844097281677
223950,20180828,16,PM2.5,59.0
223956,20180828,17,PCA,-31.693939393965888
