,date,hour,type,大兴
223956,20180828,17,PM2.5,63.0
223962,20180828,18,PCA,-35.57370309607596
223962,20180828,18,PM2.5,63.0
223968,20180828,19,PCA,-29.889670586074153
223968,20180828,19,PM2.5,65.0
223974,20180828,20,PCA,-47.92355101198564
223974,20180828,20,PM2.5,54.0
223980,20180828,21,PCA,-48.964219902309175
223980,20180828,21,PM2.5,50.0
223986,20180828,22,PCA,-35.96449440369282
223986,20180828,22,PM2.5,52.0
223992,20180828,23,PCA,-16.822481684141525
223992,20180828,23,PM2.5,61.5
223998,20180829,0,PCA,2.3195310354097622
223998,20180829,0,PM2.5,71.0
224004,20180829,1,PCA,-73.90709798771562
224004,20180829,1,PM2.5,30.0
224010,20180829,2,PCA,-105.58959293024648
224010,20180829,2,PM2.5,10.0
224016,20180829,3,PCA,-106.79826780905461
224016,20180829,3,PM2.5,7.0
224022,20180829,4,PCA,-98.77448572406058
224022,20180829,4,PM2.5,9.0
224028,20180829,5,PCA,-103.64580148911529
224028,20180829,5,PM2.5,6.0
224034,20180829,6,PCA,-105.2967979724982
224034,20180829,6,PM2.5,5.0
224040,20180829,7,PCA,-95.78230007275397
224040,20180829,7,PM2.5,7.0
224046,20180829,8,PCA,-87.6770435113384
224046,20180829,8,PM2.5,8.0
224052,20180829,9,PCA,-93.85375462939409
224052,20180829,9,PM2.5,4.0
224058,20180829,10,PCA,-101.30656351562413
224058,20180829,10,PM2.5,4.0
224064,20180829,11,PCA,-106.50413102822186
224064,20180829,11,PM2.5,7.0
224070,20180829,12,PCA,-108.9249270792263
224070,20180829,12,PM2.5,3.0
224076,20180829,13,PCA,-107.62389279435075
224076,20180829,13,PM2.5,5.0
224082,20180829,14,PCA,-107.18894684949241
224082,20180829,14,PM2.5,6.0
224088,20180829,15,PCA,-105.52013840170693
224088,20180829,15,PM2.5,7.0
224094,20180829,16,PCA,-102.69601905416737
224094,20180829,16,PM2.5,10.0
224100,20180829,17,PCA,-101.00510948800748
224100,20180829,17,PM2.5,11.0
224106,20180829,18,PCA,-103.66618446297349
224106,20180829,18,PM2.5,8.0
224112,20180829,19,PCA,-90.24976755227515
224112,20180829,19,PM2.5,7.0
224118,20180829,20,PCA,-83.12026161133784
224118,20180829,20,PM2.5,11.0
224124,20180829,21,PCA,-80.96708198134164
224124,20180829,21,PM2.5,13.0
224130,20180829,22,PCA,-82.09463846998393
224130,20180829,22,PM2.5,13.0
224136,20180829,23,PCA,-51.99231800312904
224136,20180829,23,PM2.5,15.0
224142,20180830,0,PCA,-67.23416039422523
224142,20180830,0,PM2.5,13.0
224148,20180830,1,PCA,-68.59650069914393
224148,20180830,1,PM2.5,20.0
224154,20180830,2,PCA,-72.89023392795778
224154,20180830,2,PM2.5,23.0
224160,20180830,3,PCA,-74.81400536520813
224160,20180830,3,PM2.5,27.0
224166,20180830,4,PCA,-65.5087233267202
224166,20180830,4,PM2.5,36.0
224172,20180830,5,PCA,-66.03239330309333
224172,20180830,5,PM2.5,35.0
224178,20180830,6,PCA,-56.13212816058214
224178,20180830,6,PM2.5,33.0
224184,20180830,7,PCA,-45.32121405655079
224184,20180830,7,PM2.5,40.0
224190,20180830,8,PCA,-32.64846888007654
224190,20180830,8,PM2.5,47.0
224196,20180830,9,PCA,-84.65625902890639
224196,20180830,9,PM2.5,18.0
224202,20180830,10,PCA,-99.02008475948678
224202,20180830,10,PM2.5,13.0
224208,20180830,11,PCA,-84.21099933889127
224208,20180830,11,PM2.5,20.0
224214,20180830,12,PCA,-97.15668188232696
224214,20180830,12,PM2.5,18.0
224220,20180830,13,PCA,-105.26765434348691
224220,20180830,13,PM2.5,12.0
224226,20180830,14,PCA,-107.9749775511201
224226,20180830,14,PM2.5,7.0
224232,20180830,15,PCA,-110.8834659868619
224232,20180830,15,PM2.5,4.0
224238,20180830,16,PCA,-111.69293454526472
224238,20180830,16,PM2.5,3.0
224244,20180830,17,PCA,-111.62194768297256
224244,20180830,17,PM2.5,3.0
224250,20180830,18,PCA,-111.5509608206804
224250,20180830,18,PM2.5,3.0
224256,20180830,19,PCA,-103.89207129535012
224256,20180830,19,PM2.5,6.0
224262,20180830,20,PCA,-102.65876157585919
224262,20180830,20,PM2.5,8.0
224268,20180830,21,PCA,-89.13965452254702
224268,20180830,21,PM2.5,10.0
224274,20180830,22,PCA,-66.81191984788218
224274,20180830,22,PM2.5,11.0
224280,20180830,23,PCA,-70.39275975451555
224280,20180830,23,PM2.5,13.0
224286,20180831,0,PCA,-80.33987551160268
224286,20180831,0,PM2.5,13.0
224292,20180831,1,PCA,-80.10867628151065
224292,20180831,1,PM2.5,15.0
224298,20180831,2,PCA,-75.56079185809645
224298,20180831,2,PM2.5,19.0
224304,20180831,3,PCA,-68.46033867769577
224304,20180831,3,PM2.5,19.0
224310,20180831,4,PCA,-74.64324715408033
224310,20180831,4,PM2.5,17.0
224316,20180831,5,PCA,-71.50178004977148
224316,20180831,5,PM2.5,15.0
224322,20180831,6,PCA,-73.37692253579954
224322,20180831,6,PM2.5,13.0
224328,20180831,7,PCA,-66.13529177395196
224328,20180831,7,PM2.5,12.0
224334,20180831,8,PCA,-75.79881433400297
224334,20180831,8,PM2.5,16.0
224340,20180831,9,PCA,-81.80892760360155
224340,20180831,9,PM2.5,17.0
224346,20180831,10,PCA,-91.61154567854388
224346,20180831,10,PM2.5,13.0
224352,20180831,11,PCA,-83.91046525876256
224352,20180831,11,PM2.5,18.0
224358,20180831,12,PCA,-96.3061769505907
224358,20180831,12,PM2.5,17.0
224364,20180831,13,PCA,-101.26794428689008
224364,20180831,13,PM2.5,11.0
224370,20180831,14,PCA,-98.10258163330752
224370,20180831,14,PM2.5,13.0
224376,20180831,15,PCA,-98.05001741071163
224376,20180831,15,PM2.5,13.0
224382,20180831,16,PCA,-95.01128304061507
224382,20180831,16,PM2.5,14.0
224388,20180831,17,PCA,-100.61315848474797
224388,20180831,17,PM2.5,10.0
224394,20180831,18,PCA,-99.77163055976787
224394,20180831,18,PM2.5,10.0
224400,20180831,19,PCA,-90.7386836560993
224400,20180831,19,PM2.5,14.0
224406,20180831,20,PCA,-91.01010827372966
224406,20180831,20,PM2.5,16.0
224412,20180831,21,PCA,-76.47846165297418
224412,20180831,21,PM2.5,21.0
224418,20180831,22,PCA,-65.47496246967508
224418,20180831,22,PM2.5,21.0
224424,20180831,23,PCA,-79.4928297937221
224424,20180831,23,PM2.5,18.0
224430,20180901,0,PCA,-81.9588233452183
224430,20180901,0,PM2.5,17.0
224436,20180901,2,PCA,-64.46148366985551
224436,20180901,2,PM2.5,19.0
224442,20180901,3,PCA,-49.02316316436662
224442,20180901,3,PM2.5,24.0
224448,20180901,4,PCA,-46.688284336810675
224448,20180901,4,PM2.5,28.0
224454,20180901,5,PCA,-31.442418592051563
224454,20180901,5,PM2.5,48.0
224460,20180901,6,PCA,-20.160627614046685
224460,20180901,6,PM2.5,57.0
224466,20180901,7,PCA,-7.847997747340122
224466,20180901,7,PM2.5,64.0
224472,20180901,8,PCA,26.22685263231526
224472,20180901,8,PM2.5,87.0
224478,20180901,9,PCA,14.179124711614353
224478,20180901,9,PM2.5,83.0
224484,20180901,10,PCA,3.814972699653492
224484,20180901,10,PM2.5,83.0
224490,20180901,11,PCA,-12.81564818282351
224490,20180901,11,PM2.5,76.0
224496,20180901,12,PCA,-53.953178398748115
224496,20180901,12,PM2.5,52.0
224502,20180901,13,PCA,-90.75376486098507
224502,20180901,13,PM2.5,27.0
224508,20180901,14,PCA,-99.10636997589675
224508,20180901,14,PM2.5,17.0
224514,20180901,15,PCA,-94.21829540203997
224514,20180901,15,PM2.5,21.0
224520,20180901,16,PCA,-93.31683763418859
224520,20180901,16,PM2.5,23.0
224526,20180901,17,PCA,-93.78740101350496
224526,20180901,17,PM2.5,23.0
224532,20180901,18,PCA,-90.28498431369697
224532,20180901,18,PM2.5,26.0
224538,20180901,19,PCA,-83.09364069506563
224538,20180901,19,PM2.5,28.0
224544,20180901,20,PCA,-69.50313169951949
224544,20180901,20,PM2.5,29.0
224550,20180901,21,PCA,-56.5183932640212
224550,20180901,21,PM2.5,35.0
224556,20180901,22,PCA,-51.18628726954367
224556,20180901,22,PM2.5,38.0
224562,20180901,23,PCA,-38.205712985222654
224562,20180901,23,PM2.5,39.0
224568,20180902,0,PCA,-44.065436046085566
224568,20180902,0,PM2.5,34.0
224574,20180902,1,PCA,-68.24979523541873
224574,20180902,1,PM2.5,28.0
224580,20180902,2,PCA,-68.67627280592872
224580,20180902,2,PM2.5,30.0
224586,20180902,3,PCA,-67.36985022632913
224586,20180902,3,PM2.5,33.0
224592,20180902,4,PCA,-72.55391051022227
224592,20180902,4,PM2.5,31.0
224598,20180902,5,PCA,-72.00213083318033
224598,20180902,5,PM2.5,30.5
224604,20180902,6,PCA,-71.45035115613844
224604,20180902,6,PM2.5,30.0
224610,20180902,7,PCA,-75.06581721634188
224610,20180902,7,PM2.5,28.0
224616,20180902,10,PCA,-64.99564991939542
224616,20180902,10,PM2.5,36.0
224622,20180902,11,PCA,-56.07127775430682
224622,20180902,11,PM2.5,42.0
224628,20180902,12,PCA,-62.23189891217881
224628,20180902,12,PM2.5,40.0
224634,20180902,13,PCA,-72.94100467171634
224634,20180902,13,PM2.5,36.0
224640,20180902,14,PCA,-76.1005242191026
224640,20180902,14,PM2.5,36.0
224646,20180902,15,PCA,-87.05428083730374
224646,20180902,15,PM2.5,30.0
224652,20180902,16,PCA,-90.11401755455671
224652,20180902,16,PM2.5,28.0
224658,20180902,17,PCA,-79.173526364789
224658,20180902,17,PM2.5,34.0
224664,20180902,18,PCA,-69.14395259810901
224664,20180902,18,PM2.5,40.0
224670,20180902,19,PCA,-49.48253044891214
224670,20180902,19,PM2.5,52.0
224676,20180902,20,PCA,-30.257347201480023
224676,20180902,20,PM2.5,61.0
224682,20180902,21,PCA,-11.931598411196203
224682,20180902,21,PM2.5,71.0
224688,20180902,22,PCA,12.061854372421097
224688,20180902,22,PM2.5,84.0
224694,20180902,23,PCA,23.331108496591593
224694,20180902,23,PM2.5,94.0
224700,20180903,0,PCA,40.08643571736867
224700,20180903,0,PM2.5,104.0
224706,20180903,1,PCA,53.42524077657094
224706,20180903,1,PM2.5,112.0
224712,20180903,2,PCA,57.09954972706638
224712,20180903,2,PM2.5,112.0
224718,20180903,3,PCA,59.626028416362146
224718,20180903,3,PM2.5,112.0
224724,20180903,4,PCA,54.611213107158015
224724,20180903,4,PM2.5,106.0
224730,20180903,5,PCA,54.18018937021315
224730,20180903,5,PM2.5,110.0
224736,20180903,6,PCA,60.77371846257535
224736,20180903,6,PM2.5,114.0
224742,20180903,7,PCA,65.62661048610502
224742,20180903,7,PM2.5,116.0
224748,20180903,8,PCA,60.85110262416347
224748,20180903,8,PM2.5,112.0
224754,20180903,9,PCA,-76.34534945926569
224754,20180903,9,PM2.5,29.0
224760,20180903,10,PCA,-111.74106902936805
224760,20180903,10,PM2.5,3.0
224766,20180903,11,PCA,-112.51418869768749
224766,20180903,11,PM2.5,3.0
224772,20180903,12,PCA,-102.18304290747022
224772,20180903,12,PM2.5,3.0
224778,20180903,13,PCA,-109.13617895188558
224778,20180903,13,PM2.5,3.0
224784,20180903,14,PCA,-111.90957361081928
224784,20180903,14,PM2.5,3.0
224790,20180903,15,PCA,-111.7622564748339
224790,20180903,15,PM2.5,3.0
224796,20180903,16,PCA,-111.67800418410833
224796,20180903,16,PM2.5,3.0
224802,20180903,17,PCA,-111.8671987198875
224802,20180903,17,PM2.5,3.0
224808,20180903,18,PCA,-111.73314701233564
224808,20180903,18,PM2.5,3.0
224814,20180903,19,PCA,-109.43000223806114
224814,20180903,19,PM2.5,5.0
224820,20180903,20,PCA,-110.39213134385027
224820,20180903,20,PM2.5,4.0
224826,20180903,21,PCA,-103.58857864822316
224826,20180903,21,PM2.5,5.0
224832,20180903,22,PCA,-106.96530452449768
224832,20180903,22,PM2.5,3.0
224838,20180903,23,PCA,-106.69811478230244
224838,20180903,23,PM2.5,3.0
224844,20180904,0,PCA,-91.54662008544179
224844,20180904,0,PM2.5,6.0
224850,20180904,1,PCA,-86.56699819314134
224850,20180904,1,PM2.5,6.0
224856,20180904,2,PCA,-99.90433523656887
224856,20180904,2,PM2.5,4.0
224862,20180904,3,PCA,-105.29141077960293
224862,20180904,3,PM2.5,5.0
224868,20180904,4,PCA,-109.80631129695463
224868,20180904,4,PM2.5,4.0
224874,20180904,5,PCA,-110.49499357623901
224874,20180904,5,PM2.5,3.0
224880,20180904,6,PCA,-113.56302250714333
224880,20180904,6,PM2.5,3.0
224886,20180904,7,PCA,-110.73823106719878
224886,20180904,7,PM2.5,3.0
224892,20180904,8,PCA,-106.06673885693492
224892,20180904,8,PM2.5,3.0
224898,20180904,9,PCA,-112.03429213729228
224898,20180904,9,PM2.5,3.0
224904,20180904,10,PCA,-112.20279671874346
224904,20180904,10,PM2.5,3.0
224910,20180904,11,PCA,-111.67008216707593
224910,20180904,11,PM2.5,3.0
224916,20180904,12,PCA,-111.54395247655646
224916,20180904,12,PM2.5,3.0
224922,20180904,13,PCA,-111.34149251234382
224922,20180904,13,PM2.5,3.0
224928,20180904,14,PCA,-110.3605694684108
224928,20180904,14,PM2.5,3.0
224934,20180904,15,PCA,-107.67664211525604
224934,20180904,15,PM2.5,6.0
224940,20180904,16,PCA,-108.35998098313942
224940,20180904,16,PM2.5,5.0
224946,20180904,17,PCA,-105.09470710307576
224946,20180904,17,PM2.5,8.0
224952,20180904,18,PCA,-103.59097105371643
224952,20180904,18,PM2.5,5.0
224958,20180904,19,PCA,-99.36812620270395
224958,20180904,19,PM2.5,6.0
224964,20180904,20,PCA,-83.96062607758799
224964,20180904,20,PM2.5,9.0
224970,20180904,21,PCA,-77.38606420304038
224970,20180904,21,PM2.5,10.0
224976,20180904,22,PCA,-76.15196920698868
224976,20180904,22,PM2.5,9.0
224982,20180904,23,PCA,-68.64376180166462
224982,20180904,23,PM2.5,14.0
224988,20180905,0,PCA,-70.10280004532753
224988,20180905,0,PM2.5,12.0
224994,20180905,1,PCA,-66.18034795762853
224994,20180905,1,PM2.5,14.0
225000,20180905,2,PCA,-72.42742005049078
225000,20180905,2,PM2.5,13.0
225006,20180905,3,PCA,-81.07116376527999
225006,20180905,3,PM2.5,11.0
225012,20180905,4,PCA,-84.71690672956673
225012,20180905,4,PM2.5,9.0
225018,20180905,5,PCA,-83.04024817890237
225018,20180905,5,PM2.5,11.0
225024,20180905,6,PCA,-76.34176502284788
225024,20180905,6,PM2.5,10.0
225030,20180905,7,PCA,-65.3513001845211
225030,20180905,7,PM2.5,11.0
225036,20180905,8,PCA,-64.2387282475048
225036,20180905,8,PM2.5,14.0
225042,20180905,9,PCA,-70.64840621548886
225042,20180905,9,PM2.5,10.0
225048,20180905,10,PCA,-71.17349954408135
225048,20180905,10,PM2.5,12.0
225054,20180905,11,PCA,-84.79944375680239
225054,20180905,11,PM2.5,10.0
225060,20180905,12,PCA,-85.59663137200518
225060,20180905,12,PM2.5,11.0
225066,20180905,13,PCA,-103.69370268610001
225066,20180905,13,PM2.5,9.0
225072,20180905,14,PCA,-106.47036074376989
225072,20180905,14,PM2.5,8.0
225078,20180905,15,PCA,-107.4323047512496
225078,20180905,15,PM2.5,6.0
225084,20180905,16,PCA,-99.0961472422073
225084,20180905,16,PM2.5,10.0
225090,20180905,17,PCA,-93.3220320359834
225090,20180905,17,PM2.5,10.0
225096,20180905,18,PCA,-98.43000494828324
225096,20180905,18,PM2.5,12.0
225102,20180905,19,PCA,-93.81365556624658
225102,20180905,19,PM2.5,12.0
225108,20180905,20,PCA,-79.81292884649172
225108,20180905,20,PM2.5,13.0
225114,20180905,21,PCA,-82.16563145708889
225114,20180905,21,PM2.5,14.0
225120,20180905,22,PCA,-85.44650527922177
225120,20180905,22,PM2.5,13.0
225126,20180905,23,PCA,-74.97639237046096
225126,20180905,23,PM2.5,18.0
225132,20180906,0,PCA,-72.06022711151108
225132,20180906,0,PM2.5,18.0
225138,20180906,1,PCA,-65.66344437534158
225138,20180906,1,PM2.5,20.0
225144,20180906,2,PCA,-62.8061676223012
225144,20180906,2,PM2.5,22.0
225150,20180906,3,PCA,-59.846029738700786
225150,20180906,3,PM2.5,24.0
225156,20180906,4,PCA,-56.11442530086516
225156,20180906,4,PM2.5,21.0
225162,20180906,5,PCA,-102.32954676593599
225162,20180906,5,PM2.5,12.0
225168,20180906,6,PCA,-108.4727869838337
225168,20180906,6,PM2.5,9.0
225174,20180906,7,PCA,-89.00154629714052
225174,20180906,7,PM2.5,6.0
225180,20180906,8,PCA,-71.92267322897082
225180,20180906,8,PM2.5,8.0
225186,20180906,9,PCA,-72.54829066299548
225186,20180906,9,PM2.5,7.0
225192,20180906,10,PCA,-86.23842227923829
225192,20180906,10,PM2.5,6.0
225198,20180906,11,PCA,-85.21961380884666
225198,20180906,11,PM2.5,4.0
225204,20180906,12,PCA,-84.28143695429301
225204,20180906,12,PM2.5,5.0
225210,20180906,13,PCA,-97.34115120139974
225210,20180906,13,PM2.5,3.0
225216,20180906,14,PCA,-102.66963652098961
225216,20180906,14,PM2.5,3.0
225222,20180906,15,PCA,-100.47708979599814
225222,20180906,15,PM2.5,4.0
225228,20180906,16,PCA,-102.25666617918422
225228,20180906,16,PM2.5,6.0
225234,20180906,17,PCA,-101.93286464092486
225234,20180906,17,PM2.5,3.0
225240,20180906,18,PCA,-96.18122185152298
225240,20180906,18,PM2.5,4.0
225246,20180906,19,PCA,-98.74184102188958
225246,20180906,19,PM2.5,5.0
225252,20180906,20,PCA,-99.03764273544525
225252,20180906,20,PM2.5,5.0
225258,20180906,21,PCA,-99.34246523725126
225258,20180906,21,PM2.5,6.0
225264,20180906,22,PCA,-93.21432939247512
225264,20180906,22,PM2.5,6.0
225270,20180906,23,PCA,-81.82869509040127
225270,20180906,23,PM2.5,6.0
225276,20180907,0,PCA,-90.66924186334488
225276,20180907,0,PM2.5,6.0
225282,20180907,1,PCA,-91.23676766689194
225282,20180907,1,PM2.5,3.0
225288,20180907,2,PCA,-104.27597779027468
225288,20180907,2,PM2.5,3.0
225294,20180907,3,PCA,-110.58159449096361
225294,20180907,3,PM2.5,3.0
225300,20180907,4,PCA,-110.90484073429467
225300,20180907,4,PM2.5,3.0
225306,20180907,5,PCA,-94.18161681135582
225306,20180907,5,PM2.5,4.0
225312,20180907,6,PCA,-95.18354220244531
225312,20180907,6,PM2.5,3.0
225318,20180907,7,PCA,-94.9733453195097
225318,20180907,7,PM2.5,4.0
225324,20180907,8,PCA,-89.01389915449418
225324,20180907,8,PM2.5,5.0
225330,20180907,9,PCA,-109.77697075099523
225330,20180907,9,PM2.5,5.0
225336,20180907,10,PCA,-113.74387884411944
225336,20180907,10,PM2.5,3.0
225342,20180907,11,PCA,-113.61774915360003
225342,20180907,11,PM2.5,3.0
225348,20180907,12,PCA,-112.8583576594877
225348,20180907,12,PM2.5,5.5
225354,20180907,13,PCA,-110.39264175545561
225354,20180907,13,PM2.5,8.0
225360,20180907,14,PCA,-113.48627605167957
225360,20180907,14,PM2.5,3.0
225366,20180907,15,PCA,-113.27680774334304
225366,20180907,15,PM2.5,3.0
225372,20180907,16,PCA,-112.79297893559327
225372,20180907,16,PM2.5,3.0
225378,20180907,17,PCA,-108.94169880849584
225378,20180907,17,PM2.5,6.0
225384,20180907,18,PCA,-101.66648396233444
225384,20180907,18,PM2.5,6.0
225390,20180907,19,PCA,-90.85930408688083
225390,20180907,19,PM2.5,8.0
225396,20180907,20,PCA,-87.37014099686759
225396,20180907,20,PM2.5,6.0
225402,20180907,21,PCA,-78.00197825936729
225402,20180907,21,PM2.5,7.0
225408,20180907,22,PCA,-101.68785760793848
225408,20180907,22,PM2.5,6.0
225414,20180907,23,PCA,-111.96398896627618
225414,20180907,23,PM2.5,3.0
225420,20180908,0,PCA,-105.29933279663534
225420,20180908,0,PM2.5,5.0
225426,20180908,1,PCA,-73.79956959400624
225426,20180908,1,PM2.5,8.0
225432,20180908,2,PCA,-67.15034237848839
225432,20180908,2,PM2.5,9.0
225438,20180908,3,PCA,-55.81008957338703
225438,20180908,3,PM2.5,14.0
225444,20180908,4,PCA,-59.666399617228265
225444,20180908,4,PM2.5,13.0
225450,20180908,5,PCA,-61.66182978940813
225450,20180908,5,PM2.5,12.0
225456,20180908,6,PCA,-69.11961189042025
225456,20180908,6,PM2.5,10.0
225462,20180908,7,PCA,-83.01532555279671
225462,20180908,7,PM2.5,7.0
225468,20180908,8,PCA,-74.72947765241844
225468,20180908,8,PM2.5,7.0
225474,20180908,9,PCA,-90.52249162115902
225474,20180908,9,PM2.5,6.0
225480,20180908,10,PCA,-103.16488930099266
225480,20180908,10,PM2.5,5.0
225486,20180908,11,PCA,-108.20912778711987
225486,20180908,11,PM2.5,5.0
225492,20180908,12,PCA,-112.78967175536276
225492,20180908,12,PM2.5,4.0
225498,20180908,13,PCA,-113.28915949886797
225498,20180908,13,PM2.5,3.0
225504,20180908,14,PCA,-112.87631755341033
225504,20180908,14,PM2.5,3.0
225510,20180908,15,PCA,-111.07375929385901
225510,20180908,15,PM2.5,5.0
225516,20180908,16,PCA,-111.3494145293763
225516,20180908,16,PM2.5,3.0
225522,20180908,17,PCA,-108.24490831204088
225522,20180908,17,PM2.5,7.0
225528,20180908,18,PCA,-108.0474215626104
225528,20180908,18,PM2.5,5.0
225534,20180908,19,PCA,-97.9095865520076
225534,20180908,19,PM2.5,7.0
225540,20180908,20,PCA,-75.93040180997502
225540,20180908,20,PM2.5,10.0
225546,20180908,21,PCA,-75.591681729198
225546,20180908,21,PM2.5,12.0
225552,20180908,22,PCA,-68.6012007105947
225552,20180908,22,PM2.5,14.0
225558,20180908,23,PCA,-54.73894383801305
225558,20180908,23,PM2.5,18.0
225564,20180909,0,PCA,-54.45629112494848
225564,20180909,0,PM2.5,16.0
225570,20180909,1,PCA,-61.77568711157968
225570,20180909,1,PM2.5,17.0
225576,20180909,2,PCA,-69.16433311362653
225576,20180909,2,PM2.5,17.0
225582,20180909,3,PCA,-62.95894172337757
225582,20180909,3,PM2.5,20.0
225588,20180909,4,PCA,-59.36281307760768
225588,20180909,4,PM2.5,21.0
225594,20180909,5,PCA,-56.781191560084594
225594,20180909,5,PM2.5,21.0
225600,20180909,6,PCA,-44.66266077357225
225600,20180909,6,PM2.5,27.0
225606,20180909,7,PCA,-45.68749634664093
225606,20180909,7,PM2.5,29.0
225612,20180909,8,PCA,-43.05939189966872
225612,20180909,8,PM2.5,32.0
225618,20180909,9,PCA,-43.015962751307775
225618,20180909,9,PM2.5,32.0
225624,20180909,10,PCA,-45.52136717929352
225624,20180909,10,PM2.5,32.0
225630,20180909,11,PCA,-36.9405599134163
225630,20180909,11,PM2.5,37.0
225636,20180909,12,PCA,-50.700367854353516
225636,20180909,12,PM2.5,35.0
225642,20180909,13,PCA,-71.87425905573726
225642,20180909,13,PM2.5,24.0
225648,20180909,14,PCA,-83.47211606294186
225648,20180909,14,PM2.5,21.0
225654,20180909,15,PCA,-87.33850005063393
225654,20180909,15,PM2.5,22.0
225660,20180909,16,PCA,-96.56554530220222
225660,20180909,16,PM2.5,16.0
225666,20180909,17,PCA,-84.93636821982932
225666,20180909,17,PM2.5,23.0
225672,20180909,18,PCA,-80.30620993306964
225672,20180909,18,PM2.5,25.0
225678,20180909,19,PCA,-78.69857429721478
225678,20180909,19,PM2.5,25.0
225684,20180909,20,PCA,-76.76535539290103
225684,20180909,20,PM2.5,22.0
225690,20180909,21,PCA,-54.062423720562265
225690,20180909,21,PM2.5,27.0
225696,20180909,22,PCA,-72.26819853911903
225696,20180909,22,PM2.5,22.0
225702,20180909,23,PCA,-54.371237463409045
225702,20180909,23,PM2.5,25.0
