,date,hour,type,永定门内
267774,20190630,4,PM2.5,1.0
267780,20190630,5,PCA,-114.51114728650438
267780,20190630,5,PM2.5,4.0
267786,20190630,6,PCA,-115.97592339962361
267786,20190630,6,PM2.5,2.0
267792,20190630,7,PCA,-115.8200416522789
267792,20190630,7,PM2.5,2.0
267798,20190630,8,PCA,-115.38202040074599
267798,20190630,8,PM2.5,2.0
267804,20190630,9,PCA,-114.71144313999434
267804,20190630,9,PM2.5,4.0
267810,20190630,10,PCA,-116.04613865356724
267810,20190630,10,PM2.5,1.0
267816,20190630,11,PCA,-111.97816953782954
267816,20190630,11,PM2.5,6.0
267822,20190630,12,PCA,-111.96197846243454
267822,20190630,12,PM2.5,4.0
267828,20190630,13,PCA,-113.82885022249168
267828,20190630,13,PM2.5,2.0
267834,20190630,14,PCA,-109.77680903638411
267834,20190630,14,PM2.5,7.0
267840,20190630,15,PCA,-109.18114866142677
267840,20190630,15,PM2.5,8.0
267846,20190630,16,PCA,-108.08217906865593
267846,20190630,16,PM2.5,10.0
267852,20190630,17,PCA,-111.9628479118992
267852,20190630,17,PM2.5,4.0
267858,20190630,18,PCA,-113.43361531455142
267858,20190630,18,PM2.5,3.0
267864,20190630,19,PCA,-112.53755926334765
267864,20190630,19,PM2.5,4.0
267870,20190630,20,PCA,-111.9864426080627
267870,20190630,20,PM2.5,5.0
267876,20190630,21,PCA,-112.2346939897015
267876,20190630,21,PM2.5,4.0
267882,20190630,22,PCA,-107.89635214756451
267882,20190630,22,PM2.5,6.0
267888,20190630,23,PCA,-89.54724870473738
267888,20190630,23,PM2.5,8.0
267894,20190701,0,PCA,-82.14536648678774
267894,20190701,0,PM2.5,9.0
267900,20190701,1,PCA,-80.06713877538114
267900,20190701,1,PM2.5,10.0
267906,20190701,2,PCA,-73.19884513515127
267906,20190701,2,PM2.5,10.0
267912,20190701,3,PCA,-75.61428225828263
267912,20190701,3,PM2.5,12.0
267918,20190701,4,PCA,-78.5588929646866
267918,20190701,4,PM2.5,8.0
267924,20190701,5,PCA,-71.97443038308653
267924,20190701,5,PM2.5,11.0
267930,20190701,6,PCA,-72.10914621861711
267930,20190701,6,PM2.5,8.0
267936,20190701,7,PCA,-69.53174153532416
267936,20190701,7,PM2.5,11.0
267942,20190701,8,PCA,-97.22932451702788
267942,20190701,8,PM2.5,11.0
267948,20190701,9,PCA,-109.01861805765087
267948,20190701,9,PM2.5,10.0
267954,20190701,10,PCA,-107.75125973384877
267954,20190701,10,PM2.5,11.0
267960,20190701,11,PCA,-108.30587266414268
267960,20190701,11,PM2.5,9.0
267966,20190701,12,PCA,-106.78228847158495
267966,20190701,12,PM2.5,11.0
267972,20190701,13,PCA,-105.96862809031745
267972,20190701,13,PM2.5,10.0
267978,20190701,14,PCA,-109.52207082792926
267978,20190701,14,PM2.5,6.0
267984,20190701,15,PCA,-102.2381947497301
267984,20190701,15,PM2.5,16.0
267990,20190701,16,PCA,-104.7389527471901
267990,20190701,16,PM2.5,10.0
267996,20190701,17,PCA,-105.38417793569852
267996,20190701,17,PM2.5,8.0
268002,20190701,18,PCA,-104.42768567254366
268002,20190701,18,PM2.5,6.0
268008,20190701,19,PCA,-102.6712824906942
268008,20190701,19,PM2.5,8.0
268014,20190701,20,PCA,-99.04265988721507
268014,20190701,20,PM2.5,11.0
268020,20190701,21,PCA,-90.63195241204352
268020,20190701,21,PM2.5,12.0
268026,20190701,22,PCA,-72.77722192465778
268026,20190701,22,PM2.5,16.0
268032,20190701,23,PCA,-58.768718100229286
268032,20190701,23,PM2.5,30.0
268038,20190702,0,PCA,-64.11803516926811
268038,20190702,0,PM2.5,29.0
268044,20190702,1,PCA,-66.96013747568345
268044,20190702,1,PM2.5,24.0
268050,20190702,2,PCA,-82.9061957239783
268050,20190702,2,PM2.5,18.0
268056,20190702,3,PCA,-78.99050595868783
268056,20190702,3,PM2.5,17.0
268062,20190702,4,PCA,-68.77091770365963
268062,20190702,4,PM2.5,18.0
268068,20190702,5,PCA,-76.7555867106325
268068,20190702,5,PM2.5,23.0
268074,20190702,6,PCA,-89.30398281393407
268074,20190702,6,PM2.5,11.0
268080,20190702,7,PCA,-73.09921735803927
268080,20190702,7,PM2.5,18.0
268086,20190702,8,PCA,-68.03993911693199
268086,20190702,8,PM2.5,19.0
268092,20190702,9,PCA,-46.65737028983434
268092,20190702,9,PM2.5,28.0
268098,20190702,10,PCA,-58.5240622593641
268098,20190702,10,PM2.5,30.0
268104,20190702,11,PCA,-60.9910658707807
268104,20190702,11,PM2.5,29.0
268110,20190702,12,PCA,-61.972337609863494
268110,20190702,12,PM2.5,32.0
268116,20190702,13,PCA,-77.45057318086238
268116,20190702,13,PM2.5,30.0
268122,20190702,14,PCA,-59.59006792228892
268122,20190702,14,PM2.5,33.0
268128,20190702,15,PCA,-71.82275667590166
268128,20190702,15,PM2.5,30.0
268134,20190702,16,PCA,-63.98873484874965
268134,20190702,16,PM2.5,26.0
268140,20190702,17,PCA,-98.39377425557907
268140,20190702,17,PM2.5,12.0
268146,20190702,18,PCA,-85.97055996153826
268146,20190702,18,PM2.5,19.0
268152,20190702,19,PCA,-87.59687580813562
268152,20190702,19,PM2.5,17.0
268158,20190702,20,PCA,-71.48708724790072
268158,20190702,20,PM2.5,24.0
268164,20190702,21,PCA,-74.86266099987333
268164,20190702,21,PM2.5,26.0
268170,20190702,22,PCA,-60.66392182992026
268170,20190702,22,PM2.5,30.0
268176,20190702,23,PCA,-61.843053947711546
268176,20190702,23,PM2.5,28.0
268182,20190703,0,PCA,-54.40600873567482
268182,20190703,0,PM2.5,27.0
268188,20190703,1,PCA,-79.26752006530768
268188,20190703,1,PM2.5,25.0
268194,20190703,2,PCA,-75.41849760721689
268194,20190703,2,PM2.5,17.0
268200,20190703,3,PCA,-47.12318563496918
268200,20190703,3,PM2.5,33.0
268206,20190703,4,PCA,-65.80648648457392
268206,20190703,4,PM2.5,23.0
268212,20190703,5,PCA,-80.28926056872096
268212,20190703,5,PM2.5,23.0
268218,20190703,6,PCA,-75.76461626436132
268218,20190703,6,PM2.5,25.0
268224,20190703,7,PCA,-61.06891851986966
268224,20190703,7,PM2.5,33.0
268230,20190703,8,PCA,-63.724870100471826
268230,20190703,8,PM2.5,34.0
268236,20190703,9,PCA,-74.5672460129918
268236,20190703,9,PM2.5,31.0
268242,20190703,10,PCA,-79.2533547217643
268242,20190703,10,PM2.5,29.0
268248,20190703,11,PCA,-81.5000580690203
268248,20190703,11,PM2.5,29.0
268254,20190703,12,PCA,-87.77641065908455
268254,20190703,12,PM2.5,24.0
268260,20190703,13,PCA,-89.66601680330774
268260,20190703,13,PM2.5,23.0
268266,20190703,14,PCA,-96.0169479700278
268266,20190703,14,PM2.5,15.0
268272,20190703,15,PCA,-96.96484147801563
268272,20190703,15,PM2.5,11.0
268278,20190703,16,PCA,-91.81203751574608
268278,20190703,16,PM2.5,18.0
268284,20190703,17,PCA,-76.65800016556153
268284,20190703,17,PM2.5,20.0
268290,20190703,18,PCA,-79.98167375588935
268290,20190703,18,PM2.5,20.0
268296,20190703,19,PCA,-81.98016717749547
268296,20190703,19,PM2.5,22.0
268302,20190703,20,PCA,-84.67869552331906
268302,20190703,20,PM2.5,27.0
268308,20190703,21,PCA,-94.95325084646434
268308,20190703,21,PM2.5,13.0
268314,20190703,22,PCA,-90.13276461129968
268314,20190703,22,PM2.5,20.0
268320,20190703,23,PCA,-73.70490252188247
268320,20190703,23,PM2.5,22.0
268326,20190704,0,PCA,-69.51195079381758
268326,20190704,0,PM2.5,23.0
268332,20190704,1,PCA,-67.01558373368727
268332,20190704,1,PM2.5,26.0
268338,20190704,2,PCA,-65.31134762101574
268338,20190704,2,PM2.5,27.0
268344,20190704,3,PCA,-41.567392519179634
268344,20190704,3,PM2.5,32.0
268350,20190704,4,PCA,-48.78318138089129
268350,20190704,4,PM2.5,29.0
268356,20190704,5,PCA,-51.144284269031495
268356,20190704,5,PM2.5,30.0
268362,20190704,6,PCA,-43.8023585989228
268362,20190704,6,PM2.5,32.0
268368,20190704,7,PCA,-28.043537609729974
268368,20190704,7,PM2.5,47.0
268374,20190704,8,PCA,-39.09335919042677
268374,20190704,8,PM2.5,40.0
268380,20190704,10,PCA,-42.40670290411852
268380,20190704,10,PM2.5,40.0
268386,20190704,11,PCA,-63.15714113992607
268386,20190704,11,PM2.5,36.0
268392,20190704,12,PCA,-54.06638967979622
268392,20190704,12,PM2.5,35.0
268398,20190704,13,PCA,-44.89915871446604
268398,20190704,13,PM2.5,41.0
268404,20190704,14,PCA,-65.96807350851685
268404,20190704,14,PM2.5,35.0
268410,20190704,15,PCA,-67.55678864347881
268410,20190704,15,PM2.5,37.0
268416,20190704,16,PCA,-71.45776677754434
268416,20190704,16,PM2.5,33.0
268422,20190704,17,PCA,-69.39935152838049
268422,20190704,17,PM2.5,32.0
268428,20190704,18,PCA,-48.00502749285641
268428,20190704,18,PM2.5,32.0
268434,20190704,19,PCA,-56.821569195404464
268434,20190704,19,PM2.5,36.0
268440,20190704,20,PCA,-52.26935069826216
268440,20190704,20,PM2.5,45.0
268446,20190704,21,PCA,-68.20400657352249
268446,20190704,21,PM2.5,37.0
268452,20190704,22,PCA,-43.17626229895983
268452,20190704,22,PM2.5,44.0
268458,20190704,23,PCA,-70.51165253744665
268458,20190704,23,PM2.5,39.0
268464,20190705,0,PCA,-68.1126577283388
268464,20190705,0,PM2.5,41.0
268470,20190705,1,PCA,-63.830579717666986
268470,20190705,1,PM2.5,34.0
268476,20190705,2,PCA,-33.7057350769313
268476,20190705,2,PM2.5,40.0
268482,20190705,3,PCA,-27.54129811659346
268482,20190705,3,PM2.5,45.0
268488,20190705,4,PCA,-24.003566790266564
268488,20190705,4,PM2.5,49.0
268494,20190705,5,PCA,-27.768581114813166
268494,20190705,5,PM2.5,51.0
268500,20190705,6,PCA,-66.69601265314452
268500,20190705,6,PM2.5,29.0
268506,20190705,7,PCA,-31.281076949682912
268506,20190705,7,PM2.5,44.0
268512,20190705,8,PCA,-31.70488118593752
268512,20190705,8,PM2.5,41.0
268518,20190705,9,PCA,-29.888442806136172
268518,20190705,9,PM2.5,47.0
268524,20190705,10,PCA,-45.2179479336515
268524,20190705,10,PM2.5,36.0
268530,20190705,11,PCA,-57.36923225758575
268530,20190705,11,PM2.5,37.0
268536,20190705,12,PCA,-71.75494513233943
268536,20190705,12,PM2.5,32.0
268542,20190705,13,PCA,-86.16224392285672
268542,20190705,13,PM2.5,27.0
268548,20190705,14,PCA,-93.28041759003791
268548,20190705,14,PM2.5,20.0
268554,20190705,15,PCA,-91.39841202074997
268554,20190705,15,PM2.5,22.0
268560,20190705,16,PCA,-87.6218819527747
268560,20190705,16,PM2.5,21.0
268566,20190705,17,PCA,-80.09987296997912
268566,20190705,17,PM2.5,9.0
268572,20190705,18,PCA,-101.17360729779018
268572,20190705,18,PM2.5,14.0
268578,20190705,19,PCA,-101.1789549593627
268578,20190705,19,PM2.5,15.0
268584,20190705,20,PCA,-98.99686796584928
268584,20190705,20,PM2.5,11.0
268590,20190705,21,PCA,-100.93890131889171
268590,20190705,21,PM2.5,15.0
268596,20190705,22,PCA,-102.94032014915847
268596,20190705,22,PM2.5,15.0
268602,20190705,23,PCA,-93.16520866685613
268602,20190705,23,PM2.5,20.0
268608,20190706,0,PCA,-81.21551732972002
268608,20190706,0,PM2.5,27.0
268614,20190706,1,PCA,-79.25334775498668
268614,20190706,1,PM2.5,27.0
268620,20190706,2,PCA,-75.4164984643829
268620,20190706,2,PM2.5,28.0
268626,20190706,3,PCA,-91.84867704482443
268626,20190706,3,PM2.5,18.0
268632,20190706,4,PCA,-114.06513564301771
268632,20190706,4,PM2.5,6.0
268638,20190706,5,PCA,-108.14901744537168
268638,20190706,5,PM2.5,4.0
268644,20190706,6,PCA,-112.33623585823786
268644,20190706,6,PM2.5,3.0
268650,20190706,7,PCA,-105.75805641358133
268650,20190706,7,PM2.5,7.0
268656,20190706,8,PCA,-108.14638388412162
268656,20190706,8,PM2.5,6.0
268662,20190706,9,PCA,-111.991214397548
268662,20190706,9,PM2.5,4.0
268668,20190706,10,PCA,-112.40581029246671
268668,20190706,10,PM2.5,6.0
268674,20190706,11,PCA,-112.72620364367805
268674,20190706,11,PM2.5,6.0
268680,20190706,12,PCA,-112.59582446101537
268680,20190706,12,PM2.5,6.0
268686,20190706,13,PCA,-113.55897340333539
268686,20190706,13,PM2.5,4.0
268692,20190706,14,PCA,-113.47051111480079
268692,20190706,14,PM2.5,5.0
268698,20190706,15,PCA,-111.31976095162604
268698,20190706,15,PM2.5,7.0
268704,20190706,16,PCA,-111.3863109609715
268704,20190706,16,PM2.5,8.0
268710,20190706,17,PCA,-111.37276555823114
268710,20190706,17,PM2.5,8.0
268716,20190706,18,PCA,-91.1061641760894
268716,20190706,18,PM2.5,4.0
268722,20190706,19,PCA,-87.64565019767554
268722,20190706,19,PM2.5,8.0
268728,20190706,20,PCA,-106.71659769595816
268728,20190706,20,PM2.5,4.0
268734,20190706,21,PCA,-109.79830304159069
268734,20190706,21,PM2.5,6.0
268740,20190706,22,PCA,-112.19883891270116
268740,20190706,22,PM2.5,7.0
268746,20190706,23,PCA,-115.64605872700324
268746,20190706,23,PM2.5,5.0
268752,20190707,0,PCA,-117.23636189849566
268752,20190707,0,PM2.5,3.0
268758,20190707,1,PCA,-116.96879707863445
268758,20190707,1,PM2.5,2.0
268764,20190707,2,PCA,-111.51939903394951
268764,20190707,2,PM2.5,6.0
268770,20190707,3,PCA,-106.9827509016521
268770,20190707,3,PM2.5,2.0
268776,20190707,4,PCA,-111.12040450096717
268776,20190707,4,PM2.5,2.0
268782,20190707,5,PCA,-107.30331359241262
268782,20190707,5,PM2.5,5.0
268788,20190707,6,PCA,-107.74668250551811
268788,20190707,6,PM2.5,6.0
268794,20190707,7,PCA,-111.1161073698531
268794,20190707,7,PM2.5,4.0
268800,20190707,8,PCA,-113.6588102460187
268800,20190707,8,PM2.5,2.0
268806,20190707,9,PCA,-111.58235202209633
268806,20190707,9,PM2.5,6.0
268812,20190707,10,PCA,-110.80967305958585
268812,20190707,10,PM2.5,6.0
268818,20190707,11,PCA,-107.70907985964756
268818,20190707,11,PM2.5,8.0
268824,20190707,12,PCA,-106.93925598247131
268824,20190707,12,PM2.5,7.0
268830,20190707,13,PCA,-103.11421857137742
268830,20190707,13,PM2.5,13.0
268836,20190707,14,PCA,-97.0411812539477
268836,20190707,14,PM2.5,19.0
268842,20190707,15,PCA,-95.12125212852227
268842,20190707,15,PM2.5,14.0
268848,20190707,16,PCA,-96.27653779872159
268848,20190707,16,PM2.5,18.0
268854,20190707,17,PCA,-87.93146197466788
268854,20190707,17,PM2.5,25.0
268860,20190707,18,PCA,-75.50556657062097
268860,20190707,18,PM2.5,33.0
268866,20190707,19,PCA,-70.13617666324369
268866,20190707,19,PM2.5,34.0
268872,20190707,20,PCA,-62.793936371154054
268872,20190707,20,PM2.5,38.0
268878,20190707,21,PCA,-63.96558580952936
268878,20190707,21,PM2.5,34.0
268884,20190707,22,PCA,-104.33769304660049
268884,20190707,22,PM2.5,15.0
268890,20190707,23,PCA,-102.27005751038784
268890,20190707,23,PM2.5,15.0
268896,20190708,0,PCA,-97.5899053708651
268896,20190708,0,PM2.5,16.0
268902,20190708,1,PCA,-94.15422908030101
268902,20190708,1,PM2.5,16.0
268908,20190708,2,PCA,-97.078872700295
268908,20190708,2,PM2.5,15.0
268914,20190708,3,PCA,-83.26559853375684
268914,20190708,3,PM2.5,22.0
268920,20190708,4,PCA,-66.34374994445778
268920,20190708,4,PM2.5,32.0
268926,20190708,5,PCA,-55.71226727062886
268926,20190708,5,PM2.5,39.0
268932,20190708,6,PCA,-48.83355079475423
268932,20190708,6,PM2.5,43.0
268938,20190708,7,PCA,-44.46581078362025
268938,20190708,7,PM2.5,45.0
268944,20190708,8,PCA,-63.44619299821619
268944,20190708,8,PM2.5,34.0
268950,20190708,9,PCA,-72.8400470906727
268950,20190708,9,PM2.5,31.0
268956,20190708,10,PCA,-75.94567918163659
268956,20190708,10,PM2.5,30.0
268962,20190708,11,PCA,-82.46287885256777
268962,20190708,11,PM2.5,28.0
268968,20190708,12,PCA,-94.33909361972269
268968,20190708,12,PM2.5,23.0
268974,20190708,13,PCA,-87.9470870237617
268974,20190708,13,PM2.5,27.0
268980,20190708,14,PCA,-87.30482696993602
268980,20190708,14,PM2.5,30.0
268986,20190708,15,PCA,-85.2036416203124
268986,20190708,15,PM2.5,31.0
268992,20190708,16,PCA,-89.66842731477504
268992,20190708,16,PM2.5,26.0
268998,20190708,17,PCA,-91.52102297362144
268998,20190708,17,PM2.5,24.0
269004,20190708,18,PCA,-89.99480021407477
269004,20190708,18,PM2.5,27.0
269010,20190708,19,PCA,-94.44357090839736
269010,20190708,19,PM2.5,22.0
269016,20190708,20,PCA,-91.45574174304662
269016,20190708,20,PM2.5,24.0
269022,20190708,21,PCA,-78.39573235460686
269022,20190708,21,PM2.5,27.0
269028,20190708,22,PCA,-66.04737565615963
269028,20190708,22,PM2.5,32.0
269034,20190708,23,PCA,-60.4972315933046
269034,20190708,23,PM2.5,35.0
269040,20190709,0,PCA,-62.08414180343086
269040,20190709,0,PM2.5,37.0
269046,20190709,1,PCA,-66.58401837330716
269046,20190709,1,PM2.5,34.0
269052,20190709,2,PCA,-58.555233164813686
269052,20190709,2,PM2.5,37.0
269058,20190709,3,PCA,-51.67852530364723
269058,20190709,3,PM2.5,42.0
269064,20190709,4,PCA,-46.14369163807789
269064,20190709,4,PM2.5,38.0
269070,20190709,5,PCA,-52.83476953231964
269070,20190709,5,PM2.5,31.0
269076,20190709,6,PCA,-56.07331988097722
269076,20190709,6,PM2.5,32.0
269082,20190709,7,PCA,-33.7003035552407
269082,20190709,7,PM2.5,39.0
269088,20190709,8,PCA,-31.88279203610223
269088,20190709,8,PM2.5,44.0
269094,20190709,9,PCA,-30.408399114873927
269094,20190709,9,PM2.5,50.0
269100,20190709,10,PCA,-52.43443575440031
269100,20190709,10,PM2.5,40.0
269106,20190709,11,PCA,-56.32577193621111
269106,20190709,11,PM2.5,33.0
269112,20190709,12,PCA,-61.530445667089374
269112,20190709,12,PM2.5,36.0
269118,20190709,13,PCA,-74.48842851714377
269118,20190709,13,PM2.5,31.0
269124,20190709,14,PCA,-82.06673977487961
269124,20190709,14,PM2.5,27.0
269130,20190709,15,PCA,-78.66415748646554
269130,20190709,15,PM2.5,28.0
269136,20190709,16,PCA,-80.84756953643628
269136,20190709,16,PM2.5,26.0
269142,20190709,17,PCA,-84.42566407068404
269142,20190709,17,PM2.5,25.0
269148,20190709,18,PCA,-75.44041458361325
269148,20190709,18,PM2.5,29.0
269154,20190709,19,PCA,-79.29016717469555
269154,20190709,19,PM2.5,22.0
269160,20190709,20,PCA,-62.63696416306049
269160,20190709,20,PM2.5,28.0
269166,20190709,21,PCA,-49.617857819612354
269166,20190709,21,PM2.5,32.0
269172,20190709,22,PCA,-54.909428207105165
269172,20190709,22,PM2.5,32.0
269178,20190709,23,PCA,-51.44859608139642
269178,20190709,23,PM2.5,39.0
269184,20190710,0,PCA,-33.54593605721441
269184,20190710,0,PM2.5,54.0
269190,20190710,1,PCA,-23.771658587025314
269190,20190710,1,PM2.5,62.0
269196,20190710,2,PCA,-23.77432013285286
269196,20190710,2,PM2.5,63.0
269202,20190710,3,PCA,-23.491731553109396
269202,20190710,3,PM2.5,64.0
269208,20190710,4,PCA,-14.249733517768977
269208,20190710,4,PM2.5,68.0
269214,20190710,5,PCA,1.0583314166149618
269214,20190710,5,PM2.5,77.0
269220,20190710,6,PCA,10.368412740982851
269220,20190710,6,PM2.5,83.0
269226,20190710,7,PCA,39.41079888444437
269226,20190710,7,PM2.5,103.0
269232,20190710,8,PCA,-23.87722874490737
269232,20190710,8,PM2.5,60.0
269238,20190710,9,PCA,3.6885506359677898
269238,20190710,9,PM2.5,78.0
269244,20190710,10,PCA,-0.45332046797603326
269244,20190710,10,PM2.5,77.0
269250,20190710,11,PCA,-25.883023513341463
269250,20190710,11,PM2.5,60.0
269256,20190710,12,PCA,-31.74469834798426
269256,20190710,12,PM2.5,58.0
269262,20190710,13,PCA,-72.77482249899515
269262,20190710,13,PM2.5,35.0
269268,20190710,14,PCA,-83.9988362835566
269268,20190710,14,PM2.5,28.0
269274,20190710,15,PCA,-79.61754413397651
269274,20190710,15,PM2.5,31.0
269280,20190710,16,PCA,-72.21986952959594
269280,20190710,16,PM2.5,37.0
269286,20190710,17,PCA,-85.24266437282643
269286,20190710,17,PM2.5,28.0
269292,20190710,18,PCA,-78.7936300523452
269292,20190710,18,PM2.5,33.0
269298,20190710,19,PCA,-82.91714853546127
269298,20190710,19,PM2.5,29.0
269304,20190710,20,PCA,-50.653559039913596
269304,20190710,20,PM2.5,45.0
269310,20190710,21,PCA,-61.516173688857556
269310,20190710,21,PM2.5,42.0
269316,20190710,22,PCA,-75.5277368241444
269316,20190710,22,PM2.5,32.0
269322,20190710,23,PCA,-62.72882411016843
269322,20190710,23,PM2.5,37.0
269328,20190711,0,PCA,-67.35836090568162
269328,20190711,0,PM2.5,34.0
269334,20190711,1,PCA,-61.56198169436161
269334,20190711,1,PM2.5,33.0
269340,20190711,2,PCA,-71.4294315053349
269340,20190711,2,PM2.5,29.0
269346,20190711,3,PCA,-72.93306448465563
269346,20190711,3,PM2.5,29.0
269352,20190711,4,PCA,-60.555215810995776
269352,20190711,4,PM2.5,35.0
269358,20190711,5,PCA,-56.306936405328386
269358,20190711,5,PM2.5,36.0
269364,20190711,6,PCA,-62.01657097817132
269364,20190711,6,PM2.5,34.0
269370,20190711,7,PCA,-61.18673163291345
269370,20190711,7,PM2.5,35.0
269376,20190711,8,PCA,-50.6280345566175
269376,20190711,8,PM2.5,43.0
269382,20190711,9,PCA,-61.40674525967063
269382,20190711,9,PM2.5,39.0
269388,20190711,10,PCA,-69.57657698939433
269388,20190711,10,PM2.5,35.0
269394,20190711,11,PCA,-69.22916126037008
269394,20190711,11,PM2.5,36.0
269400,20190711,12,PCA,-65.8083912275657
269400,20190711,12,PM2.5,38.0
269406,20190711,13,PCA,-76.07613785340828
269406,20190711,13,PM2.5,34.0
269412,20190711,14,PCA,-89.33963910253742
269412,20190711,14,PM2.5,25.0
269418,20190711,15,PCA,-91.51384260690392
269418,20190711,15,PM2.5,24.0
269424,20190711,16,PCA,-95.09159883201329
269424,20190711,16,PM2.5,21.0
269430,20190711,17,PCA,-97.45972473344797
269430,20190711,17,PM2.5,15.0
269436,20190711,18,PCA,-95.57415686324464
269436,20190711,18,PM2.5,18.0
269442,20190711,20,PCA,-94.43094213391765
269442,20190711,20,PM2.5,19.0
269448,20190711,21,PCA,-83.3856765326798
269448,20190711,21,PM2.5,27.0
269454,20190711,22,PCA,-80.77783097266537
269454,20190711,22,PM2.5,25.0
269460,20190711,23,PCA,-82.77523914352982
269460,20190711,23,PM2.5,22.0
269466,20190712,0,PCA,-66.5561220530907
269466,20190712,0,PM2.5,25.0
269472,20190712,1,PCA,-72.14751051477585
269472,20190712,1,PM2.5,25.0
269478,20190712,2,PCA,-66.19077976440222
269478,20190712,2,PM2.5,28.0
269484,20190712,3,PCA,-62.71775075186285
269484,20190712,3,PM2.5,30.0
269490,20190712,4,PCA,-81.97954935022904
269490,20190712,4,PM2.5,21.0
269496,20190712,5,PCA,-88.36530495721618
269496,20190712,5,PM2.5,17.0
269502,20190712,6,PCA,-88.11458397817766
269502,20190712,6,PM2.5,18.0
269508,20190712,7,PCA,-80.81259027464631
269508,20190712,7,PM2.5,24.0
269514,20190712,8,PCA,-93.98082426112994
269514,20190712,8,PM2.5,17.0
269520,20190712,9,PCA,-86.79719829385783
269520,20190712,9,PM2.5,23.0
269526,20190712,10,PCA,-83.66414798402418
269526,20190712,10,PM2.5,25.0
269532,20190712,11,PCA,-83.04432742225387
269532,20190712,11,PM2.5,29.0
269538,20190712,12,PCA,-88.6523871362441
269538,20190712,12,PM2.5,24.0
269544,20190712,13,PCA,-85.74915263969056
269544,20190712,13,PM2.5,28.0
269550,20190712,14,PCA,-74.79770924280432
269550,20190712,14,PM2.5,27.0
269556,20190712,15,PCA,-67.60679021691222
269556,20190712,15,PM2.5,27.0
269562,20190712,16,PCA,-62.38671207826437
269562,20190712,16,PM2.5,28.0
269568,20190712,17,PCA,-80.01548712360173
269568,20190712,17,PM2.5,29.0
269574,20190712,18,PCA,-82.45453461180124
269574,20190712,18,PM2.5,27.0
269580,20190712,19,PCA,-75.18453029976801
269580,20190712,19,PM2.5,35.0
269586,20190712,20,PCA,-71.62460747104589
269586,20190712,20,PM2.5,36.0
269592,20190712,21,PCA,-43.099059509486516
269592,20190712,21,PM2.5,41.0
269598,20190712,22,PCA,-46.917797601932214
269598,20190712,22,PM2.5,48.0
269604,20190712,23,PCA,-36.20546756867534
269604,20190712,23,PM2.5,50.0
269610,20190713,0,PCA,-26.0987457791176
269610,20190713,0,PM2.5,59.0
269616,20190713,1,PCA,-20.71678117745418
269616,20190713,1,PM2.5,53.0
269622,20190713,2,PCA,-5.036199003776476
269622,20190713,2,PM2.5,62.0
269628,20190713,3,PCA,-8.444819926211316
269628,20190713,3,PM2.5,59.0
269634,20190713,4,PCA,-9.405417372052346
269634,20190713,4,PM2.5,58.0
269640,20190713,5,PCA,-15.995309514304271
269640,20190713,5,PM2.5,55.0
269646,20190713,6,PCA,6.805679448033747
269646,20190713,6,PM2.5,72.0
269652,20190713,7,PCA,33.29758614798536
269652,20190713,7,PM2.5,93.0
269658,20190713,8,PCA,59.789492847936955
269658,20190713,8,PM2.5,114.0
269664,20190713,9,PCA,58.21691715521159
269664,20190713,9,PM2.5,117.0
269670,20190713,10,PCA,40.52541988998063
269670,20190713,10,PM2.5,108.0
269676,20190713,11,PCA,39.60968078579293
269676,20190713,11,PM2.5,109.0
269682,20190713,12,PCA,14.583236082824088
269682,20190713,12,PM2.5,94.0
269688,20190713,13,PCA,-3.853351032484357
269688,20190713,13,PM2.5,84.0
269694,20190713,14,PCA,-30.199088571223324
269694,20190713,14,PM2.5,68.0
269700,20190713,15,PCA,-38.240585336035714
269700,20190713,15,PM2.5,62.0
269706,20190713,16,PCA,-31.454647843988297
269706,20190713,16,PM2.5,61.0
269712,20190713,17,PCA,-46.68390286057656
269712,20190713,17,PM2.5,54.0
269718,20190713,18,PCA,-41.77336572611862
269718,20190713,18,PM2.5,58.0
269724,20190713,19,PCA,-48.846447786117764
269724,20190713,19,PM2.5,52.0
269730,20190713,20,PCA,-33.17678398536785
269730,20190713,20,PM2.5,58.0
269736,20190713,21,PCA,-21.305339277731385
269736,20190713,21,PM2.5,64.0
269742,20190713,22,PCA,-35.74859835455041
269742,20190713,22,PM2.5,57.0
269748,20190713,23,PCA,-40.53114556894122
269748,20190713,23,PM2.5,52.0
269754,20190714,0,PCA,-29.582697225550387
269754,20190714,0,PM2.5,57.0
269760,20190714,1,PCA,-45.10774703272415
269760,20190714,1,PM2.5,52.0
269766,20190714,2,PCA,-107.1425494934341
269766,20190714,2,PM2.5,13.0
269772,20190714,3,PCA,-111.65091544762055
269772,20190714,3,PM2.5,5.0
269778,20190714,4,PCA,-113.42057692242034
269778,20190714,4,PM2.5,9.0
269784,20190714,5,PCA,-105.76808793817295
269784,20190714,5,PM2.5,11.0
269790,20190714,6,PCA,-106.84943564716299
269790,20190714,6,PM2.5,10.0
269796,20190714,7,PCA,-102.29785102976147
269796,20190714,7,PM2.5,12.0
269802,20190714,8,PCA,-107.08646986848942
269802,20190714,8,PM2.5,9.0
269808,20190714,9,PCA,-87.01812350456032
269808,20190714,9,PM2.5,19.0
269814,20190714,10,PCA,-93.39903172487851
269814,20190714,10,PM2.5,21.0
269820,20190714,11,PCA,-101.98733590245718
