,date,hour,type,顺义
289674,20191206,12,PM2.5,43.0
289680,20191206,13,PCA,-30.270584486106298
289680,20191206,13,PM2.5,43.0
289686,20191206,14,PCA,-23.412671022150537
289686,20191206,14,PM2.5,46.0
289692,20191206,15,PCA,-19.398602938924476
289692,20191206,15,PM2.5,48.0
289698,20191206,16,PCA,7.630648222551844
289698,20191206,16,PM2.5,63.0
289704,20191206,17,PCA,33.17007973172269
289704,20191206,17,PM2.5,78.0
289710,20191206,18,PCA,31.992970313612016
289710,20191206,18,PM2.5,77.0
289716,20191206,19,PCA,20.521456516880924
289716,20191206,19,PM2.5,70.0
289722,20191206,20,PCA,29.268317005114586
289722,20191206,20,PM2.5,76.0
289728,20191206,21,PCA,37.286007275876436
289728,20191206,21,PM2.5,81.0
289734,20191206,22,PCA,20.214566445019106
289734,20191206,22,PM2.5,71.0
289740,20191206,23,PCA,2.282153009802069
289740,20191206,23,PM2.5,60.0
289746,20191207,0,PCA,-13.076786305509259
289746,20191207,0,PM2.5,50.0
289752,20191207,1,PCA,-8.959354845817904
289752,20191207,1,PM2.5,53.0
289758,20191207,2,PCA,-14.56003760268875
289758,20191207,2,PM2.5,50.0
289764,20191207,3,PCA,-22.797706504015522
289764,20191207,3,PM2.5,45.0
289770,20191207,4,PCA,-22.37109161501144
289770,20191207,4,PM2.5,45.0
289776,20191207,5,PCA,-33.46122333075542
289776,20191207,5,PM2.5,39.0
289782,20191207,6,PCA,-38.580804118764455
289782,20191207,6,PM2.5,36.0
289788,20191207,7,PCA,-54.69579181812773
289788,20191207,7,PM2.5,29.0
289794,20191207,8,PCA,-54.149230314784695
289794,20191207,8,PM2.5,30.0
289800,20191207,9,PCA,-59.65932458526611
289800,20191207,9,PM2.5,26.0
289806,20191207,10,PCA,-62.04860430128819
289806,20191207,10,PM2.5,27.0
289812,20191207,11,PCA,-76.94039084570221
289812,20191207,11,PM2.5,16.0
289818,20191207,12,PCA,-74.59614373569703
289818,20191207,12,PM2.5,20.0
289824,20191207,13,PCA,-26.9212492461378
289824,20191207,13,PM2.5,48.0
289830,20191207,14,PCA,-2.1343613446350864
289830,20191207,14,PM2.5,62.0
289836,20191207,15,PCA,21.662211862710873
289836,20191207,15,PM2.5,76.0
289842,20191207,16,PCA,17.115487127252248
289842,20191207,16,PM2.5,72.0
289848,20191207,17,PCA,36.86809885389989
289848,20191207,17,PM2.5,81.0
289854,20191207,18,PCA,56.43978541727983
289854,20191207,18,PM2.5,92.0
289860,20191207,19,PCA,73.12327092386178
289860,20191207,19,PM2.5,102.0
289866,20191207,20,PCA,74.7224710662498
289866,20191207,20,PM2.5,104.0
289872,20191207,21,PCA,54.235648184479636
289872,20191207,21,PM2.5,92.0
289878,20191207,22,PCA,83.00653853622958
289878,20191207,22,PM2.5,110.0
289884,20191207,23,PCA,66.8071703595363
289884,20191207,23,PM2.5,100.0
289890,20191208,0,PCA,60.00977958565427
289890,20191208,0,PM2.5,96.0
289896,20191208,1,PCA,45.347610972288024
289896,20191208,1,PM2.5,87.0
289902,20191208,2,PCA,42.600902475323615
289902,20191208,2,PM2.5,85.0
289908,20191208,3,PCA,38.440497845897504
289908,20191208,3,PM2.5,83.0
289914,20191208,4,PCA,35.69454507167769
289914,20191208,4,PM2.5,81.0
289920,20191208,5,PCA,34.95329728446024
289920,20191208,5,PM2.5,81.0
289926,20191208,6,PCA,34.02749327318306
289926,20191208,6,PM2.5,81.0
289932,20191208,7,PCA,25.136974625512533
289932,20191208,7,PM2.5,76.0
289938,20191208,8,PCA,152.53434706812848
289938,20191208,8,PM2.5,154.0
289944,20191208,9,PCA,236.98489528166184
289944,20191208,9,PM2.5,214.0
289950,20191208,10,PCA,234.58996780215023
289950,20191208,10,PM2.5,212.0
289956,20191208,11,PCA,228.23126948701793
289956,20191208,11,PM2.5,207.0
289962,20191208,12,PCA,239.98873423595504
289962,20191208,12,PM2.5,216.0
289968,20191208,13,PCA,242.75352988633074
289968,20191208,13,PM2.5,218.0
289974,20191208,14,PCA,232.61788412787124
289974,20191208,14,PM2.5,210.0
289980,20191208,15,PCA,223.23273289851835
289980,20191208,15,PM2.5,203.0
289986,20191208,16,PCA,224.5050305098255
289986,20191208,16,PM2.5,204.0
289992,20191208,17,PCA,200.7783991332859
289992,20191208,17,PM2.5,187.0
289998,20191208,18,PCA,213.86490821166996
289998,20191208,18,PM2.5,197.0
290004,20191208,19,PCA,208.33380546542938
290004,20191208,19,PM2.5,193.0
290010,20191208,20,PCA,201.60523897943293
290010,20191208,20,PM2.5,188.0
290016,20191208,21,PCA,208.91934236937666
290016,20191208,21,PM2.5,194.0
290022,20191208,22,PCA,203.20217195358717
290022,20191208,22,PM2.5,190.0
290028,20191208,23,PCA,196.28829352078634
290028,20191208,23,PM2.5,185.0
290034,20191209,0,PCA,193.708809817215
290034,20191209,0,PM2.5,183.0
290040,20191209,1,PCA,182.24637936759078
290040,20191209,1,PM2.5,174.0
290046,20191209,2,PCA,174.4496700932475
290046,20191209,2,PM2.5,168.0
290052,20191209,3,PCA,175.83169005706307
290052,20191209,3,PM2.5,169.0
290058,20191209,4,PCA,175.90803537410352
290058,20191209,4,PM2.5,169.0
290064,20191209,5,PCA,186.78417319703584
290064,20191209,5,PM2.5,177.0
290070,20191209,6,PCA,192.31527594327645
290070,20191209,6,PM2.5,181.0
290076,20191209,7,PCA,188.0572265310875
290076,20191209,7,PM2.5,178.0
290082,20191209,8,PCA,187.61176876592754
290082,20191209,8,PM2.5,178.0
290088,20191209,9,PCA,188.71404431248692
290088,20191209,9,PM2.5,179.0
290094,20191209,10,PCA,206.09273556127258
290094,20191209,10,PM2.5,192.0
290100,20191209,11,PCA,208.36986088766054
290100,20191209,11,PM2.5,194.0
290106,20191209,12,PCA,202.84404555884288
290106,20191209,12,PM2.5,189.0
290112,20191209,13,PCA,207.70477506495112
290112,20191209,13,PM2.5,191.0
290118,20191209,14,PCA,246.95201046638624
290118,20191209,14,PM2.5,213.0
290124,20191209,15,PCA,259.9943843219239
290124,20191209,15,PM2.5,222.0
290130,20191209,16,PCA,245.70134811442733
290130,20191209,16,PM2.5,213.0
290136,20191209,17,PCA,225.82423841448386
290136,20191209,17,PM2.5,199.0
290142,20191209,18,PCA,214.47851253281274
290142,20191209,18,PM2.5,192.0
290148,20191209,19,PCA,212.36600296915816
290148,20191209,19,PM2.5,192.0
290154,20191209,20,PCA,201.57470148241092
290154,20191209,20,PM2.5,185.0
290160,20191209,21,PCA,197.24030675318156
290160,20191209,21,PM2.5,182.0
290166,20191209,22,PCA,199.07854266953538
290166,20191209,22,PM2.5,184.0
290172,20191209,23,PCA,197.9106799933139
290172,20191209,23,PM2.5,184.0
290178,20191210,0,PCA,206.36927148864493
290178,20191210,0,PM2.5,191.0
290184,20191210,1,PCA,192.4402832896794
290184,20191210,1,PM2.5,182.0
290190,20191210,2,PCA,185.09903424512993
290190,20191210,2,PM2.5,177.0
290196,20191210,3,PCA,186.74195575004572
290196,20191210,3,PM2.5,178.0
290202,20191210,4,PCA,172.72964266038437
290202,20191210,4,PM2.5,168.0
290208,20191210,5,PCA,170.33471518087288
290208,20191210,5,PM2.5,166.0
290214,20191210,6,PCA,175.67975025756445
290214,20191210,6,PM2.5,170.0
290220,20191210,7,PCA,175.97629600236652
290220,20191210,7,PM2.5,170.0
290226,20191210,8,PCA,172.7879008240136
290226,20191210,8,PM2.5,168.0
290232,20191210,9,PCA,174.35598845737812
290232,20191210,9,PM2.5,169.0
290238,20191210,10,PCA,193.18304252238607
290238,20191210,10,PM2.5,182.0
290244,20191210,11,PCA,249.8640792925211
290244,20191210,11,PM2.5,223.0
290250,20191210,12,PCA,261.98857894202143
290250,20191210,12,PM2.5,230.0
290256,20191210,13,PCA,185.2936943852774
290256,20191210,13,PM2.5,177.0
290262,20191210,14,PCA,-13.194131385937895
290262,20191210,14,PM2.5,56.0
290268,20191210,15,PCA,-90.90369662952233
290268,20191210,15,PM2.5,10.0
290274,20191210,16,PCA,-92.69475711609057
290274,20191210,16,PM2.5,8.0
290280,20191210,17,PCA,-94.09635083289417
290280,20191210,17,PM2.5,6.0
290286,20191210,18,PCA,-95.7427064473177
290286,20191210,18,PM2.5,4.0
290292,20191210,19,PCA,-96.04097790485409
290292,20191210,19,PM2.5,4.0
290298,20191210,20,PCA,-95.77331105734365
290298,20191210,20,PM2.5,5.0
290304,20191210,21,PCA,-95.88227768710753
290304,20191210,21,PM2.5,5.0
290310,20191210,22,PCA,-99.31645662987576
290310,20191210,22,PM2.5,1.0
290316,20191210,23,PCA,-99.17175175773113
290316,20191210,23,PM2.5,1.0
290322,20191211,0,PCA,-97.8992571951398
290322,20191211,0,PM2.5,3.0
290328,20191211,1,PCA,-98.42373866410344
290328,20191211,1,PM2.5,2.0
290334,20191211,2,PCA,-97.72127067018086
290334,20191211,2,PM2.5,2.0
290340,20191211,3,PCA,-96.4934701018963
290340,20191211,3,PM2.5,4.0
290346,20191211,4,PCA,-75.38764236261294
290346,20191211,4,PM2.5,7.0
290352,20191211,5,PCA,-73.84212270487527
290352,20191211,5,PM2.5,6.0
290358,20191211,6,PCA,-72.96181928311225
290358,20191211,6,PM2.5,9.0
290364,20191211,7,PCA,-75.05392365265892
290364,20191211,7,PM2.5,6.0
290370,20191211,8,PCA,-75.01358435949643
290370,20191211,8,PM2.5,8.0
290376,20191211,9,PCA,-89.22832505207195
290376,20191211,9,PM2.5,1.0
290382,20191211,10,PCA,-77.67228911758501
290382,20191211,10,PM2.5,5.0
290388,20191211,11,PCA,-91.54313271671887
290388,20191211,11,PM2.5,4.0
290394,20191211,12,PCA,-98.6805195657177
290394,20191211,12,PM2.5,2.0
290400,20191211,13,PCA,-95.24483670741185
290400,20191211,13,PM2.5,6.0
290406,20191211,14,PCA,-96.55555094786286
290406,20191211,14,PM2.5,4.0
290412,20191211,15,PCA,-98.0136484472217
290412,20191211,15,PM2.5,1.0
290418,20191211,16,PCA,-97.52879653297649
290418,20191211,16,PM2.5,2.0
290424,20191211,17,PCA,-97.5674349593171
290424,20191211,17,PM2.5,1.0
290430,20191211,18,PCA,-95.96365506787234
290430,20191211,18,PM2.5,4.0
290436,20191211,19,PCA,-98.1694746708957
290436,20191211,19,PM2.5,1.0
290442,20191211,20,PCA,-95.1140256122386
290442,20191211,20,PM2.5,5.0
290448,20191211,21,PCA,-95.04167317616628
290448,20191211,21,PM2.5,5.0
290454,20191211,22,PCA,-95.92762583552836
290454,20191211,22,PM2.5,5.0
290460,20191211,23,PCA,-96.71300884559221
290460,20191211,23,PM2.5,4.0
290466,20191212,0,PCA,-97.15303900701288
290466,20191212,0,PM2.5,3.0
290472,20191212,1,PCA,-97.57074429172839
290472,20191212,1,PM2.5,3.0
290478,20191212,2,PCA,-95.96175859374102
290478,20191212,2,PM2.5,5.0
290484,20191212,3,PCA,-98.3561273017922
290484,20191212,3,PM2.5,2.0
290490,20191212,4,PCA,-97.57266695574695
290490,20191212,4,PM2.5,2.0
290496,20191212,5,PCA,-92.71990325382487
290496,20191212,5,PM2.5,4.0
290502,20191212,6,PCA,-84.3172304495667
290502,20191212,6,PM2.5,2.0
290508,20191212,7,PCA,-87.67644939971234
290508,20191212,7,PM2.5,2.0
290514,20191212,8,PCA,-79.98607287856078
290514,20191212,8,PM2.5,5.0
290520,20191212,9,PCA,-85.42705334530297
290520,20191212,9,PM2.5,7.0
290526,20191212,10,PCA,-75.36943099487137
290526,20191212,10,PM2.5,9.0
290532,20191212,11,PCA,-83.90707251402803
290532,20191212,11,PM2.5,8.0
290538,20191212,12,PCA,-87.44780423057834
290538,20191212,12,PM2.5,10.0
290544,20191212,13,PCA,-76.53064074784231
290544,20191212,13,PM2.5,17.0
290550,20191212,14,PCA,-61.232395047338606
290550,20191212,14,PM2.5,25.0
290556,20191212,15,PCA,-65.38719642346614
290556,20191212,15,PM2.5,22.0
290562,20191212,16,PCA,-59.46602215170007
290562,20191212,16,PM2.5,23.0
290568,20191212,17,PCA,-56.350855360730236
290568,20191212,17,PM2.5,25.0
290574,20191212,18,PCA,-52.2832068873748
290574,20191212,18,PM2.5,24.0
290580,20191212,19,PCA,-44.88815565549927
290580,20191212,19,PM2.5,26.0
290586,20191212,20,PCA,-41.72865669039878
290586,20191212,20,PM2.5,30.0
290592,20191212,21,PCA,-32.124060756028946
290592,20191212,21,PM2.5,37.0
290598,20191212,22,PCA,-27.52552732747576
290598,20191212,22,PM2.5,40.0
290604,20191212,23,PCA,-26.02626398199687
290604,20191212,23,PM2.5,42.0
290610,20191213,0,PCA,-29.698776490238473
290610,20191213,0,PM2.5,40.0
290616,20191213,1,PCA,-32.40383119983541
290616,20191213,1,PM2.5,39.0
290622,20191213,2,PCA,-33.97116311045532
290622,20191213,2,PM2.5,38.0
290628,20191213,3,PCA,-37.179619983043736
290628,20191213,3,PM2.5,33.0
290634,20191213,4,PCA,-40.98924225334639
290634,20191213,4,PM2.5,32.0
290640,20191213,5,PCA,-43.68044769616288
290640,20191213,5,PM2.5,28.0
290646,20191213,6,PCA,-45.66412099894006
290646,20191213,6,PM2.5,29.0
290652,20191213,7,PCA,-42.2969162868581
290652,20191213,7,PM2.5,29.0
290658,20191213,8,PCA,-40.23874772423979
290658,20191213,8,PM2.5,33.0
290664,20191213,9,PCA,-38.38393064009014
290664,20191213,9,PM2.5,31.0
290670,20191213,10,PCA,-39.96321989188954
290670,20191213,10,PM2.5,31.0
290676,20191213,11,PCA,-39.07217824049828
290676,20191213,11,PM2.5,35.0
290682,20191213,12,PCA,-38.68405081085108
290682,20191213,12,PM2.5,37.0
290688,20191213,13,PCA,-47.40994880762604
290688,20191213,13,PM2.5,33.0
290694,20191213,14,PCA,-61.6239336473222
290694,20191213,14,PM2.5,19.0
290700,20191213,15,PCA,-82.53991908909768
290700,20191213,15,PM2.5,14.0
290706,20191213,16,PCA,-92.72260009102648
290706,20191213,16,PM2.5,6.0
290712,20191213,17,PCA,-96.42120872308165
290712,20191213,17,PM2.5,1.0
290718,20191213,18,PCA,-94.22398305180818
290718,20191213,18,PM2.5,2.0
290724,20191213,19,PCA,-94.44990207327227
290724,20191213,19,PM2.5,2.0
290730,20191213,20,PCA,-94.78018667371843
290730,20191213,20,PM2.5,4.0
290736,20191213,21,PCA,-94.04853502076773
290736,20191213,21,PM2.5,5.0
290742,20191213,22,PCA,-96.59352414595033
290742,20191213,22,PM2.5,1.0
290748,20191213,23,PCA,-93.62924555360907
290748,20191213,23,PM2.5,4.0
290754,20191214,0,PCA,-96.25997917881459
290754,20191214,0,PM2.5,2.0
290760,20191214,1,PCA,-92.91833459492037
290760,20191214,1,PM2.5,3.0
290766,20191214,2,PCA,-86.97782950575098
290766,20191214,2,PM2.5,6.0
290772,20191214,3,PCA,-86.90223991145511
290772,20191214,3,PM2.5,6.0
290778,20191214,4,PCA,-79.50558319541142
290778,20191214,4,PM2.5,8.0
290784,20191214,5,PCA,-89.66027025542053
290784,20191214,5,PM2.5,5.0
290790,20191214,6,PCA,-96.04346068430785
290790,20191214,6,PM2.5,3.0
290796,20191214,7,PCA,-97.30707032518612
290796,20191214,7,PM2.5,4.0
290802,20191214,8,PCA,-93.6539840170015
290802,20191214,8,PM2.5,3.0
290808,20191214,9,PCA,-73.65035787348353
290808,20191214,9,PM2.5,12.0
290814,20191214,10,PCA,-84.84514615817288
290814,20191214,10,PM2.5,7.0
290820,20191214,11,PCA,-91.75985114393116
290820,20191214,11,PM2.5,5.0
290826,20191214,12,PCA,-93.05953616479074
290826,20191214,12,PM2.5,5.0
290832,20191214,13,PCA,-88.35933697587828
290832,20191214,13,PM2.5,11.0
290838,20191214,14,PCA,-77.69548317487471
290838,20191214,14,PM2.5,16.0
290844,20191214,15,PCA,-84.00948749570026
290844,20191214,15,PM2.5,11.0
290850,20191214,16,PCA,-80.66538632223954
290850,20191214,16,PM2.5,13.0
290856,20191214,17,PCA,-65.72335058459856
290856,20191214,17,PM2.5,21.0
290862,20191214,18,PCA,-52.14892677253234
290862,20191214,18,PM2.5,24.0
290868,20191214,19,PCA,-40.304694019330505
290868,20191214,19,PM2.5,29.0
290874,20191214,20,PCA,-27.245543682159266
290874,20191214,20,PM2.5,39.0
290880,20191214,21,PCA,-20.39065046739265
290880,20191214,21,PM2.5,43.0
290886,20191214,22,PCA,-21.31495056313221
290886,20191214,22,PM2.5,43.0
290892,20191214,23,PCA,-20.453465171612635
290892,20191214,23,PM2.5,45.0
290898,20191215,0,PCA,-28.877201742488392
290898,20191215,0,PM2.5,40.0
290904,20191215,1,PCA,-28.014725222591064
290904,20191215,1,PM2.5,41.0
290910,20191215,2,PCA,-34.83192515509432
290910,20191215,2,PM2.5,37.0
290916,20191215,3,PCA,-33.765286282285125
290916,20191215,3,PM2.5,38.0
290922,20191215,4,PCA,-31.595813091456158
290922,20191215,4,PM2.5,39.0
290928,20191215,5,PCA,-33.15713541841043
290928,20191215,5,PM2.5,39.0
290934,20191215,6,PCA,-35.02702265749803
290934,20191215,6,PM2.5,37.0
290940,20191215,7,PCA,-42.38380658976692
290940,20191215,7,PM2.5,29.0
290946,20191215,8,PCA,-39.00182271271016
290946,20191215,8,PM2.5,32.0
290952,20191215,9,PCA,-35.30192279491602
290952,20191215,9,PM2.5,33.0
290958,20191215,10,PCA,-38.30001830959433
290958,20191215,10,PM2.5,30.0
290964,20191215,11,PCA,-43.38403325406602
290964,20191215,11,PM2.5,30.0
290970,20191215,12,PCA,-43.1464076504305
290970,20191215,12,PM2.5,35.0
290976,20191215,13,PCA,-37.92216894950135
290976,20191215,13,PM2.5,38.0
290982,20191215,14,PCA,-25.710163088297428
290982,20191215,14,PM2.5,45.0
290988,20191215,15,PCA,-14.74840717988519
290988,20191215,15,PM2.5,52.0
290994,20191215,16,PCA,-9.99177681523671
290994,20191215,16,PM2.5,53.0
291000,20191215,17,PCA,-0.7691711316675752
291000,20191215,17,PM2.5,57.0
291006,20191215,18,PCA,2.5907575569221986
291006,20191215,18,PM2.5,59.0
291012,20191215,19,PCA,7.670385424385608
291012,20191215,19,PM2.5,62.0
291018,20191215,20,PCA,16.678903176464104
291018,20191215,20,PM2.5,68.0
291024,20191215,21,PCA,16.43760023426438
291024,20191215,21,PM2.5,68.0
291030,20191215,22,PCA,7.82081642018434
291030,20191215,22,PM2.5,62.0
291036,20191215,23,PCA,2.8493994597401886
291036,20191215,23,PM2.5,59.0
291042,20191216,0,PCA,3.604428325314481
291042,20191216,0,PM2.5,60.0
291048,20191216,1,PCA,6.988704216517521
291048,20191216,1,PM2.5,62.0
291054,20191216,2,PCA,1.2185370279713472
291054,20191216,2,PM2.5,59.0
291060,20191216,3,PCA,5.833646164446581
291060,20191216,3,PM2.5,62.0
291066,20191216,4,PCA,5.46302227083786
291066,20191216,4,PM2.5,62.0
291072,20191216,5,PCA,14.099404683818408
291072,20191216,5,PM2.5,68.0
291078,20191216,6,PCA,9.74087966101011
291078,20191216,6,PM2.5,66.0
291084,20191216,7,PCA,-3.169400817676493
291084,20191216,7,PM2.5,58.0
291090,20191216,8,PCA,-8.028080064585295
291090,20191216,8,PM2.5,55.0
291096,20191216,9,PCA,-8.659605499294239
291096,20191216,9,PM2.5,55.0
291102,20191216,10,PCA,-7.873466766485775
291102,20191216,10,PM2.5,56.0
291108,20191216,11,PCA,-4.809643935829085
291108,20191216,11,PM2.5,58.0
291114,20191216,12,PCA,9.503010828318184
291114,20191216,12,PM2.5,67.0
291120,20191216,13,PCA,25.030144927012294
291120,20191216,13,PM2.5,77.0
291126,20191216,14,PCA,35.54924787157071
291126,20191216,14,PM2.5,84.0
291132,20191216,15,PCA,38.36402493367613
291132,20191216,15,PM2.5,85.0
291138,20191216,16,PCA,36.59814145339457
291138,20191216,16,PM2.5,83.0
291144,20191216,17,PCA,37.84665816350032
291144,20191216,17,PM2.5,83.0
291150,20191216,18,PCA,37.24658710024084
291150,20191216,18,PM2.5,82.0
291156,20191216,19,PCA,32.01728395972331
291156,20191216,19,PM2.5,79.0
291162,20191216,20,PCA,26.070863325567217
291162,20191216,20,PM2.5,75.0
291168,20191216,21,PCA,32.843368083125775
291168,20191216,21,PM2.5,80.0
291174,20191216,22,PCA,17.40883917351859
291174,20191216,22,PM2.5,70.0
291180,20191216,23,PCA,11.6243559153326
291180,20191216,23,PM2.5,67.0
291186,20191217,0,PCA,15.741787375023964
291186,20191217,0,PM2.5,70.0
291192,20191217,1,PCA,9.314264772006037
291192,20191217,1,PM2.5,66.0
291198,20191217,2,PCA,2.8315068963373586
291198,20191217,2,PM2.5,62.0
291204,20191217,3,PCA,3.8429029665441794
291204,20191217,3,PM2.5,63.0
291210,20191217,4,PCA,-37.957941938706625
291210,20191217,4,PM2.5,40.0
291216,20191217,5,PCA,-61.146511835108925
291216,20191217,5,PM2.5,29.0
291222,20191217,6,PCA,-75.83034926432525
291222,20191217,6,PM2.5,21.0
291228,20191217,7,PCA,-87.90173717303158
291228,20191217,7,PM2.5,14.0
291234,20191217,8,PCA,-85.21445378097032
291234,20191217,8,PM2.5,15.0
291240,20191217,9,PCA,-92.73054610079939
291240,20191217,9,PM2.5,4.0
291246,20191217,10,PCA,-94.70562547182664
291246,20191217,10,PM2.5,7.0
291252,20191217,11,PCA,-96.16180030716696
291252,20191217,11,PM2.5,5.0
291258,20191217,12,PCA,-96.35064040215802
291258,20191217,12,PM2.5,4.0
291264,20191217,13,PCA,-94.4466204048578
291264,20191217,13,PM2.5,6.0
291270,20191217,14,PCA,-91.64720405502204
291270,20191217,14,PM2.5,10.0
291276,20191217,15,PCA,-98.1630003544486
291276,20191217,15,PM2.5,1.0
291282,20191217,16,PCA,-110.09435888573239
291282,20191217,16,PM2.5,2.5
291288,20191217,17,PCA,-96.94718331723078
291288,20191217,17,PM2.5,4.0
291294,20191217,18,PCA,-96.53566135899919
291294,20191217,18,PM2.5,5.0
291300,20191217,19,PCA,-94.4511982471735
291300,20191217,19,PM2.5,7.0
291306,20191217,20,PCA,-95.76106272620098
291306,20191217,20,PM2.5,5.0
291312,20191217,21,PCA,-92.7282063257463
291312,20191217,21,PM2.5,10.0
291318,20191217,22,PCA,-96.6096454691269
291318,20191217,22,PM2.5,5.0
291324,20191217,23,PCA,-98.28774644496308
291324,20191217,23,PM2.5,3.0
291330,20191218,0,PCA,-96.3070901406592
291330,20191218,0,PM2.5,6.0
291336,20191218,1,PCA,-96.56799168175942
291336,20191218,1,PM2.5,6.0
291342,20191218,2,PCA,-94.99961305843173
291342,20191218,2,PM2.5,8.0
291348,20191218,3,PCA,-97.22405374041426
291348,20191218,3,PM2.5,5.0
291354,20191218,4,PCA,-97.95344575508274
291354,20191218,4,PM2.5,4.0
291360,20191218,5,PCA,-98.45241308015916
291360,20191218,5,PM2.5,4.0
291366,20191218,6,PCA,-95.09029558350012
291366,20191218,6,PM2.5,9.0
291372,20191218,7,PCA,-97.21976986948293
291372,20191218,7,PM2.5,6.0
291378,20191218,8,PCA,-95.98788238155136
291378,20191218,8,PM2.5,8.0
291384,20191218,9,PCA,-95.35311978861888
291384,20191218,9,PM2.5,8.0
291390,20191218,10,PCA,-91.41267265136963
291390,20191218,10,PM2.5,9.0
291396,20191218,11,PCA,-92.83069863906312
291396,20191218,11,PM2.5,10.0
291402,20191218,12,PCA,-94.10375197311475
291402,20191218,12,PM2.5,9.0
291408,20191218,13,PCA,-93.28691459160144
291408,20191218,13,PM2.5,9.0
291414,20191218,14,PCA,-90.99364962173333
291414,20191218,14,PM2.5,11.0
291420,20191218,15,PCA,-74.92518319804164
291420,20191218,15,PM2.5,18.0
291426,20191218,16,PCA,-62.60073195724036
291426,20191218,16,PM2.5,23.0
291432,20191218,17,PCA,-55.006394734683504
291432,20191218,17,PM2.5,25.0
291438,20191218,18,PCA,-49.87266615997925
291438,20191218,18,PM2.5,26.0
291444,20191218,19,PCA,-40.75187378970041
291444,20191218,19,PM2.5,29.0
291450,20191218,20,PCA,-35.18235441431584
291450,20191218,20,PM2.5,34.0
291456,20191218,21,PCA,-37.04520856549603
291456,20191218,21,PM2.5,31.0
291462,20191218,22,PCA,-30.574842025370664
291462,20191218,22,PM2.5,40.0
291468,20191218,23,PCA,-27.468806635886143
291468,20191218,23,PM2.5,42.0
291474,20191219,0,PCA,-26.752444864992157
291474,20191219,0,PM2.5,43.0
291480,20191219,1,PCA,-39.605978625538796
291480,20191219,1,PM2.5,35.0
291486,20191219,2,PCA,-50.16602561902058
291486,20191219,2,PM2.5,29.0
291492,20191219,3,PCA,-55.470925883785576
291492,20191219,3,PM2.5,26.0
291498,20191219,4,PCA,-60.36105950214383
291498,20191219,4,PM2.5,24.0
291504,20191219,5,PCA,-64.2075869561012
291504,20191219,5,PM2.5,22.0
291510,20191219,6,PCA,-61.11230975399505
291510,20191219,6,PM2.5,23.0
291516,20191219,7,PCA,-70.86788792567236
291516,20191219,7,PM2.5,17.0
291522,20191219,8,PCA,-79.60912385888246
291522,20191219,8,PM2.5,11.0
291528,20191219,9,PCA,-82.84895496614952
291528,20191219,9,PM2.5,13.0
291534,20191219,10,PCA,-92.52054656306534
291534,20191219,10,PM2.5,8.0
291540,20191219,11,PCA,-96.49344880017132
291540,20191219,11,PM2.5,5.0
291546,20191219,12,PCA,-95.61742924933966
291546,20191219,12,PM2.5,7.0
291552,20191219,13,PCA,-98.42037374736212
291552,20191219,13,PM2.5,2.0
291558,20191219,14,PCA,-95.5453678032305
291558,20191219,14,PM2.5,6.0
291564,20191219,15,PCA,-96.89021480189413
291564,20191219,15,PM2.5,4.0
291570,20191219,16,PCA,-95.9568897614621
291570,20191219,16,PM2.5,5.0
291576,20191219,17,PCA,-95.40066293108585
291576,20191219,17,PM2.5,6.0
291582,20191219,18,PCA,-91.00250969753394
291582,20191219,18,PM2.5,7.0
291588,20191219,19,PCA,-79.80789706240394
291588,20191219,19,PM2.5,12.0
291594,20191219,20,PCA,-81.74689957934035
291594,20191219,20,PM2.5,10.0
291600,20191219,21,PCA,-90.17540206988969
291600,20191219,21,PM2.5,6.0
291606,20191219,22,PCA,-95.55422951647758
291606,20191219,22,PM2.5,6.0
291612,20191219,23,PCA,-95.33317932729244
291612,20191219,23,PM2.5,6.0
291618,20191220,0,PCA,-95.62948213650981
291618,20191220,0,PM2.5,5.0
291624,20191220,1,PCA,-91.82059238048576
291624,20191220,1,PM2.5,9.0
291630,20191220,2,PCA,-96.4872175826459
291630,20191220,2,PM2.5,4.0
291636,20191220,3,PCA,-80.77051074454738
291636,20191220,3,PM2.5,5.0
291642,20191220,4,PCA,-82.37411646054237
291642,20191220,4,PM2.5,8.0
291648,20191220,5,PCA,-96.59664894519123
291648,20191220,5,PM2.5,5.0
291654,20191220,6,PCA,-81.55051377261888
291654,20191220,6,PM2.5,9.0
291660,20191220,7,PCA,-73.44944362279956
291660,20191220,7,PM2.5,7.0
291666,20191220,8,PCA,-67.94903952526379
291666,20191220,8,PM2.5,12.0
291672,20191220,9,PCA,-85.86747904673861
291672,20191220,9,PM2.5,8.0
291678,20191220,10,PCA,-84.00165551883207
291678,20191220,10,PM2.5,13.0
291684,20191220,11,PCA,-85.04752132151523
291684,20191220,11,PM2.5,13.0
291690,20191220,12,PCA,-82.43667728517333
291690,20191220,12,PM2.5,14.0
291696,20191220,13,PCA,-82.09020364289363
291696,20191220,13,PM2.5,15.0
291702,20191220,14,PCA,-72.57008222453271
291702,20191220,14,PM2.5,19.0
291708,20191220,15,PCA,-65.45847730091828
291708,20191220,15,PM2.5,22.0
291714,20191220,16,PCA,-59.44914792386324
291714,20191220,16,PM2.5,24.0
291720,20191220,17,PCA,-53.253750877259264
291720,20191220,17,PM2.5,26.0
291726,20191220,18,PCA,-46.436202733016366
291726,20191220,18,PM2.5,29.0
291732,20191220,19,PCA,-33.18694968345473
291732,20191220,19,PM2.5,37.0
